N	2gram	Vinokur_St	EvropaiE
314	а тем	1	2
315	с большой	1	2
316	в этой	13	2
317	что же	6	2
318	как их	1	2
319	заметить что	1	2
320	во многом	3	2
321	мог бы	1	2
322	начиная с	2	2
323	могут быть	5	2
324	но именно	3	2
325	которое в	1	2
326	без посредства	1	2
327	что все	3	2
328	во всей	1	2
329	на этот	5	2
330	же в	1	2
331	в северной	1	2
332	жизни и	6	2
333	такой же	6	2
334	для понимания	2	2
335	всего к	1	2
336	как будто	5	2
337	в потенции	1	2
338	он сам	1	2
339	можно утверждать	1	2
340	в случае	2	2
341	ведь и	3	2
342	точка зрения	1	2
343	бы в	2	2
344	исключительно в	1	2
345	что на	3	2
346	не к	2	2
347	прочим и	1	2
348	востока и	1	2
349	к нему	2	2
350	к сожалению	4	1
351	русской истории	3	1
352	ближе к	1	1
353	представить себе	1	1
354	об их	1	1
355	с полной	2	1
356	и другие	3	1
357	одних и	1	1
358	является в	1	1
359	в свое	3	1
360	они должны	1	1
361	действительно ли	1	1
362	все что	1	1
363	на востоке	1	1
364	в более	1	1
365	которая должна	2	1
366	однако с	1	1
367	именно об	1	1
368	что оно	4	1
369	один из	1	1
370	с но	1	1
371	фактом что	1	1
372	значение в	1	1
373	отношении в	1	1
374	при некотором	1	1
375	смысле что	2	1
376	с которыми	3	1
377	смотреть на	2	1
378	в свой	2	1
379	основное различие	1	1
380	может не	2	1
381	большее значение	1	1
382	различие между	1	1
383	мы приходим	1	1
384	и было	1	1
385	на тех	1	1
386	на вопрос	7	1
387	и всей	2	1
388	и среди	1	1
389	они являются	1	1
390	указать на	1	1
391	в случаях	1	1
392	к этой	1	1
393	которая в	1	1
394	время с	1	1
395	за исключением	1	1
396	до него	3	1
397	том числе	3	1
398	уже в	3	1
399	например в	8	1
400	которых мы	1	1
401	был бы	1	1
402	чем все	1	1
403	внимание на	5	1
404	в угоду	1	1
405	от которых	1	1
406	с такой	1	1
407	для себя	3	1
408	не открывается	1	1
409	том же	3	1
410	многом на	1	1
411	время не	1	1
412	дело с	2	1
413	большую роль	1	1
414	и далее	1	1
415	при этом	4	1
416	для него	10	1
417	к числу	3	1
418	не дошла	1	1
419	бы на	1	1
420	в разных	1	1
421	господствующей в	1	1
422	кроме того	3	1
423	что при	3	1
424	своем пути	1	1
425	это обстоятельство	1	1
426	и общеобязательности	1	1
427	не дала	1	1
428	он на	1	1
429	понимать что	1	1
430	что с	4	1
431	конечно но	1	1
432	не как	2	1
433	которые по	1	1
434	а затем	1	1
435	поэтому в	4	1
436	не являются	3	1
437	к выводу	1	1
438	сейчас и	1	1
439	у нас	12	1
440	многих отношениях	1	1
441	далее в	4	1
442	чуть ли	2	1
443	значении которое	1	1
444	борьбы с	3	1
445	смысле этого	2	1
446	как нечто	1	1
447	с их	2	1
448	около г	1	1
449	в третьем	1	1
450	мы находим	4	1
451	в ином	1	1
452	сказал бы	1	1
453	тому же	2	1
454	а на	4	1
455	связь с	1	1
456	оно не	3	1
457	не было	7	1
458	что нет	2	1
459	находятся и	1	1
460	связи с	3	1
461	при обсуждении	1	1
462	если не	4	1
463	более или	2	1
464	о возможности	1	1
465	ли с	1	1
466	с некоторыми	1	1
467	отказаться от	2	1
468	не представляется	1	1
469	своей части	1	1
470	на которых	1	1
471	на свой	2	1
472	не о	2	1
473	но все	9	1
474	имеет для	1	1
475	и сам	4	1
476	или иначе	3	1
477	как по	1	1
478	будто к	1	1
479	имеет значение	1	1
480	с ней	1	1
481	это были	3	1
482	что его	1	1
483	общего правила	1	1
484	но совершенно	1	1
485	что за	1	1
486	во внимание	2	1
487	мысль о	2	1
488	по отношению	3	1
489	должны будут	1	1
490	можно судить	1	1
491	что не	3	1
492	на существование	1	1
493	и наука	1	1
494	в ту	1	1
495	значения как	2	1
496	при прочих	1	1
497	и другое	1	1
498	в построении	1	1
499	значение так	1	1
500	исходит из	1	1
501	и всего	1	1
502	то время	2	1
503	историческое явление	1	1
504	только путем	1	1
505	принадлежат к	1	1
506	считать что	1	1
507	можно назвать	3	1
508	тому что	8	1
509	xx века	1	1
510	в ряде	1	1
511	в корне	1	1
512	общим правилом	1	1
513	на другую	1	1
514	конечно не	2	1
515	с той	3	1
516	правда в	1	1
517	лишь на	1	1
518	те же	1	1
519	в последнем	1	1
520	следует понимать	1	1
521	с ними	1	1
522	в соответствии	1	1
523	время как	2	1
524	с такими	1	1
525	этот раз	2	1
526	е не	2	1
527	оказаться в	1	1
528	что по	1	1
529	если и	1	1
530	но нельзя	1	1
531	все эти	7	1
532	крым и	1	1
533	ошибках и	1	1
534	все же	12	1
535	оценок и	1	1
536	при таком	2	1
537	влияний в	1	1
538	есть только	2	1
539	том смысле	4	1
540	этого слова	2	1
541	и т	36	1
542	одно из	3	1
543	перед собой	2	1
544	к концу	3	1
545	последнее время	1	1
546	внимание что	1	1
547	ли не	2	1
548	как более	2	1
549	в такой	2	1
550	к какому	1	1
551	не относится	1	1
552	в исторической	1	1
553	ее совершенства	1	1
554	его жизни	3	1
555	поэзии и	3	1
556	который не	3	1
557	почти все	2	1
558	в новом	4	1
559	о которых	3	1
560	и теми	1	1
561	только и	1	1
562	о котором	2	1
563	в двух	4	1
564	же касается	3	1
565	ни для	2	1
566	речь идет	6	1
567	эта последняя	1	1
568	и это	4	1
569	в каждой	1	1
570	но все-таки	1	1
571	об этом	9	1
572	с отношениями	1	1
573	говорит об	4	1
574	и впредь	1	1
575	или менее	2	1
576	тогда как	1	1
577	к отысканию	1	1
578	что как	3	1
579	уже не	1	1
580	в одной	3	1
581	и вообще	5	1
582	от плоти	1	1
583	всем его	1	1
584	казалось бы	1	1
585	если при	1	1
586	чем меньше	1	1
587	случай в	1	1
588	западной европой	1	1
589	не менее	8	1
590	конечно это	2	1
591	которые не	3	1
592	том случае	1	1
593	ответить на	1	1
594	от себя	1	1
595	некоторые из	1	1
596	рассматривать как	1	1
597	того в	1	1
598	а к	2	1
599	больше чем	3	1
600	в основе	4	1
601	а если	2	1
602	несомненным что	2	1
603	пределах данной	1	1
604	то это	3	1
605	бы с	1	1
606	отличие от	1	1
607	язык и	1	1
608	что мы	5	1
609	на этом	1	1
610	чтобы в	1	1
611	значит что	3	1
612	когда мы	1	1
613	будут встречаться	1	1
614	ведь в	1	1
615	от элементов	1	1
616	существование и	1	1
617	бы только	2	1
618	освободиться от	1	1
619	к участию	1	1
620	бы она	1	1
621	в лучшем	1	1
622	тот что	1	1
623	традицию но	1	1
624	то и	1	1
625	доказать что	2	1
626	г д	1	1
627	плоть от	1	1
628	той области	1	1
629	так называемой	2	1
630	чем то	1	1
631	с традициями	1	1
632	каждого из	3	1
633	современности но	1	1
634	политики в	1	1
635	в последних	1	1
636	ту же	1	1
637	более того	1	1
638	вместо того	1	1
639	для оценки	1	1
640	случае она	1	1
641	не быть	1	1
642	оснований для	1	1
643	на такие	1	1
644	этому и	1	1
645	именно поэтому	2	1
646	времени в	1	1
647	области собственно	1	1
648	уже о	6	1
649	из перечисленных	1	1
650	или же	3	1
651	когда в	1	1
652	ни была	2	1
653	быть и	2	1
654	прочих равных	1	1
655	бы они	1	1
656	в характере	1	1
657	к тем	1	1
658	в среде	1	1
659	в свет	5	1
660	значение для	2	1
661	должны быть	4	1
662	но они	3	1
663	и их	3	1
664	в которую	2	1
665	например к	1	1
666	говорить о	3	1
667	всякая иная	2	1
668	что эта	5	1
669	географии и	1	1
670	на его	2	1
671	и всякая	1	1
672	тех же	1	1
673	в тех	5	1
674	на пути	1	1
675	и когда	1	1
676	связь между	1	1
677	за пределы	2	1
678	заключалась в	1	1
679	в начале	5	1
680	каком же	1	1
681	это стремление	1	1
682	еще в	3	1
683	входит в	1	1
684	кажется не	1	1
685	где в	1	1
686	и до	2	1
687	даже не	5	1
688	значительной степени	3	1
689	и те	4	1
690	совершенно неправильно	2	1
691	то как	1	1
692	теперь не	1	1
693	чтобы не	1	1
694	это может	1	1
695	в обоих	2	1
696	что из	1	1
697	литературы и	3	1
698	и наоборот	1	1
699	или иное	3	1
700	в силе	1	1
701	вопрос можно	1	1
702	входить в	1	1
703	многих случаях	2	1
704	бы по	1	1
705	как известно	2	1
706	но этот	1	1
707	в каких	1	1
708	всегда и	1	1
709	сомнения что	4	1
710	и научное	1	1
711	и соответствующая	1	1
712	лишь в	3	1
713	некоторых из	1	1
714	числе и	2	1
715	к первому	2	1
716	истории и	2	1
717	что создание	1	1
718	так то	1	1
719	можно предвидеть	1	1
720	самое простое	1	1
721	вопрос в	4	1
722	для осуществления	1	1
723	в отличие	1	1
724	он в	1	1
725	соответствии с	1	1
726	каждой из	1	1
727	довольно близко	1	1
728	быть установлены	1	1
729	было отмечено	1	1
730	что для	4	1
731	что тот	2	1
732	него не	1	1
733	для такого	1	1
734	и тот	1	1
735	революции в	1	1
736	о реальном	2	1
737	той же	5	1
738	которые в	2	1
739	считает что	1	1
740	сам в	3	1
741	бы еще	1	1
742	это можно	3	1
743	быть в	2	1
744	тот же	2	1
745	относиться к	1	1
746	x и	1	1
747	в нашем	1	1
748	к которому	4	1
749	с собой	1	1
750	не значит	3	1
751	простое и	1	1
752	по этому	5	1
753	вплоть до	6	1
754	ряде случаев	1	1
755	в сознании	2	1
756	и новой	1	1
757	это что	1	1
758	же будет	1	1
759	бы как	1	1
760	в полном	1	1
761	и о	4	1
762	в форму	1	1
763	которое имеет	1	1
764	которыми мы	1	1
765	который в	1	1
766	одна из	1	1
767	даже более	1	1
768	к расширению	1	1
769	значение как	1	1
770	которые мы	1	1
771	включает в	1	1
772	с его	3	1
773	и его	11	1
774	центра и	1	1
775	чем та	1	1
776	т д	25	1
777	что во	3	1
778	но кроме	1	1
779	это в	4	1
780	и насколько	2	1
781	в отдельных	2	1
782	с теми	1	1
783	х и	2	1
784	эти два	1	1
785	оценку той	1	1
786	вникнуть в	1	1
787	в нем	9	1
788	речи о	1	1
789	но это	9	1
790	от того	1	1
791	если мы	1	1
792	лучшем случае	1	1
793	для этого	2	1
794	всех этих	2	1
795	для всего	1	1
796	обратиться к	1	1
797	сожалению не	3	1
798	ту мысль	1	1
799	к какой	1	1
800	то или	3	1
801	пришлось бы	1	1
802	чем обычно	1	1
803	на рубеже	1	1
804	и неизвестно	1	1
805	в чисто	2	1
806	в ошибках	1	1
807	свое собственное	1	1
808	та и	1	1
809	гораздо более	5	1
810	части этого	2	1
