N	2gram	Bakhtin_fo	Mirosoze
183	было в	2	6
184	увидим что	1	6
185	людей и	2	6
186	и те	4	6
187	этого мира	5	6
188	всего в	4	6
189	его в	8	6
190	человеческой судьбы	1	6
191	у них	4	6
192	совсем не	4	6
193	личности и	2	6
194	по своей	1	6
195	вера в	2	6
196	в глубину	1	6
197	чтобы не	1	6
198	и от	3	6
199	и здесь	2	6
200	друг к	2	6
201	что это	1	6
202	его на	3	6
203	это есть	1	6
204	него нет	1	6
205	если бы	6	6
206	в которых	4	6
207	бы не	1	6
208	в образе	8	6
209	в ее	6	6
210	и более	3	6
211	и человек	1	6
212	жизнь и	4	6
213	и человека	1	6
214	быть и	4	6
215	к ней	2	6
216	на то	1	6
217	не к	2	6
218	еще не	8	5
219	бы в	1	5
220	он хочет	1	5
221	с самим	6	5
222	одно из	3	5
223	с собой	2	5
224	и как	12	5
225	природа человека	1	5
226	отличается от	1	5
227	к культуре	1	5
228	с этим	11	5
229	во всяком	5	5
230	мы увидим	2	5
231	до того	1	5
232	сказать что	4	5
233	момент в	2	5
234	человеческую природу	1	5
235	по преимуществу	4	5
236	на протяжении	3	5
237	и вместе	1	5
238	от этого	4	5
239	сих пор	4	5
240	и мир	1	5
241	до самой	1	5
242	должны быть	2	5
243	культуры и	1	5
244	в человеческой	2	5
245	в то	13	5
246	который был	1	5
247	для чего	1	5
248	когда он	1	5
249	до сих	4	5
250	они и	1	5
251	в царстве	1	5
252	интерес к	1	5
253	оно не	3	5
254	его судьбе	1	5
255	да и	4	5
256	его и	2	5
257	то он	1	5
258	он же	1	5
259	в основе	9	5
260	жизни это	2	5
261	той же	2	5
262	в самую	1	5
263	тот же	4	5
264	человека но	1	5
265	в более	2	5
266	этот процесс	5	5
267	не для	3	5
268	так и	17	5
269	как у	2	5
270	в их	9	5
271	и я	1	5
272	xx века	1	5
273	него и	1	5
274	в той	5	4
275	что было	6	4
276	человек может	1	4
277	в центре	2	4
278	человеческой жизни	9	4
279	в момент	1	4
280	самого человека	3	4
281	к этой	1	4
282	и люди	1	4
283	еще более	7	4
284	в разных	6	4
285	на деле	1	4
286	нас в	3	4
287	в своих	1	4
288	и даже	5	4
289	человека для	1	4
290	культуры в	1	4
291	нем нет	2	4
292	на природу	1	4
293	в него	2	4
294	плоти и	2	4
295	по отношению	3	4
296	себе в	1	4
297	него не	1	4
298	что они	3	4
299	ее и	1	4
300	мы видим	4	4
301	в христианском	1	4
302	в каждом	2	4
303	от природы	3	4
304	бы друг	1	4
305	к себе	8	4
306	и через	1	4
307	и этим	2	4
308	это очень	1	4
309	лежит в	2	4
310	тому что	1	4
311	время как	5	4
312	он лишь	1	4
313	себе и	4	4
314	в чем	3	4
315	человека как	1	4
316	так что	4	4
317	и что	1	4
318	лишь один	2	4
319	как человек	4	4
320	и по	5	4
321	его с	2	4
322	живет в	1	4
323	тогда когда	2	4
324	для них	3	4
325	судьбы человека	1	4
326	ни в	9	4
327	и тот	2	4
328	но на	4	4
329	и принять	1	4
330	с ней	1	4
331	в начале	3	4
332	то время	4	4
333	и бога	1	4
334	как о	1	4
335	от его	1	4
336	никто не	2	4
337	на своем	1	4
338	к другому	2	4
339	по сравнению	3	4
340	и тогда	1	4
341	иной мир	1	4
342	на землю	2	4
343	и до	7	4
344	в истории	6	4
345	только с	1	4
346	в пути	1	4
347	мы еще	5	4
348	они были	4	4
349	он должен	2	4
350	не знают	1	4
351	пути человека	1	4
352	могут быть	7	4
353	мир в	6	4
354	может не	1	4
355	ни с	3	4
356	сам он	1	4
357	мы не	4	4
358	одна и	2	4
359	быть лишь	2	4
360	все равно	1	4
361	у всех	1	4
362	начала в	1	4
363	в эпоху	5	4
364	все эти	12	4
365	есть в	3	4
366	по своему	3	4
367	путь к	1	4
368	особенно в	3	4
369	значит что	2	4
370	и их	11	4
371	стало быть	1	4
372	отношению к	5	4
373	место в	4	4
374	и только	3	4
375	конце концов	1	4
376	любви и	1	4
377	которой все	1	3
378	это значит	3	3
379	о чем	4	3
380	в виду	5	3
381	не бывает	1	3
382	но нельзя	1	3
383	все же	12	3
384	чем не	5	3
385	в иной	1	3
386	мир и	2	3
387	очень важное	1	3
388	входит в	3	3
389	в этот	5	3
390	с трудом	1	3
391	в одном	10	3
392	приходит к	1	3
393	значительной степени	1	3
394	конечно не	7	3
395	не вполне	1	3
396	но этот	1	3
397	с другим	1	3
398	находится в	3	3
399	есть по	1	3
400	идей и	1	3
401	к этому	5	3
402	судьбу человека	1	3
403	и еще	3	3
404	с любовью	1	3
405	на том	1	3
406	в состоянии	1	3
407	хотя и	5	3
408	души и	1	3
409	и сама	1	3
410	и за	1	3
411	одним из	1	3
412	я и	1	3
413	и жизнь	1	3
414	же как	2	3
415	и перед	1	3
416	но когда	2	3
417	отречения от	1	3
418	во всех	13	3
419	в уста	2	3
420	из человеческого	1	3
421	ту же	4	3
422	между тем	1	3
423	и тем	1	3
424	и та	2	3
425	должны были	1	3
426	в иных	1	3
427	в землю	1	3
428	свобода человека	1	3
429	то мир	1	3
430	протяжении всего	2	3
431	человека то	1	3
432	не значит	1	3
433	с которым	1	3
434	свои силы	1	3
435	и самый	3	3
436	были бы	1	3
437	мире и	3	3
438	и самое	5	3
439	ближе к	1	3
440	жизни а	1	3
441	для себя	8	3
442	и должно	2	3
443	на почве	2	3
444	своего образа	1	3
445	учение о	1	3
446	это уже	1	3
447	его во	1	3
448	науки и	1	3
449	его образ	1	3
450	со всеми	4	3
451	все его	7	3
452	их и	3	3
453	о судьбе	1	3
454	в пределах	8	3
455	как не	1	3
456	человеческого образа	3	3
457	приводит к	1	3
458	сравнению с	3	3
459	не до	1	3
460	добрым и	1	3
461	плоть от	1	3
462	в значительной	3	3
463	есть одно	1	3
464	роль в	12	3
465	и поэтому	2	3
466	не быть	3	3
467	только один	2	3
468	у данте	3	3
469	она может	1	3
470	принадлежит к	4	3
471	в трагедии	3	3
472	на этот	1	3
473	он может	1	3
474	всяком случае	1	3
475	и после	1	3
476	из него	1	3
477	жизни не	3	3
478	выходит за	1	3
479	из этой	1	3
480	от плоти	1	3
481	и то	5	3
482	что оно	1	3
483	это был	1	3
484	для нас	2	3
485	в ином	1	3
486	ведь это	2	3
487	от всех	2	3
488	было для	1	3
489	всегда есть	1	3
490	бытия и	2	3
491	себя а	1	3
492	и эта	2	3
493	со своей	3	3
494	на его	1	3
495	об этом	3	3
496	ему как	1	3
497	возвращается к	1	3
498	стихии в	1	3
499	с гениальной	1	3
500	что всякий	1	3
501	мы должны	2	3
502	но она	2	3
503	лишь как	3	3
504	человеческого общества	1	3
505	и много	1	3
506	природой и	1	3
507	и ничего	1	3
508	но для	2	3
509	по силе	1	3
510	с которой	2	2
511	что если	1	2
512	возможно лишь	1	2
513	вообще не	4	2
514	и своего	1	2
515	из всех	1	2
516	в первых	1	2
517	тем как	1	2
518	и был	1	2
519	для восприятия	2	2
520	всем и	1	2
521	не столько	2	2
522	его от	3	2
523	исторического процесса	2	2
524	по себе	3	2
525	их не	2	2
526	и сам	2	2
527	игру с	1	2
528	темы о	1	2
529	уже на	3	2
530	более и	2	2
531	когда это	1	2
532	к самому	1	2
533	только для	2	2
534	жизни к	1	2
535	если в	1	2
536	мире не	1	2
537	не могли	3	2
538	и человеческой	1	2
539	которой он	3	2
540	своей природе	1	2
541	в глаза	3	2
542	другу и	1	2
543	из себя	1	2
544	между двумя	6	2
545	но они	3	2
546	привела к	1	2
547	много в	2	2
548	с другой	4	2
549	в прошлом	3	2
550	новый мир	1	2
551	ни одного	1	2
552	в рабство	1	2
553	он так	2	2
554	жизни как	2	2
555	они должны	1	2
556	но к	2	2
557	во всей	3	2
558	от них	1	2
559	были в	2	2
560	оказывается что	2	2
561	а мы	2	2
562	того же	9	2
563	мир этот	1	2
564	не имеющих	1	2
565	то в	2	2
566	и весь	2	2
567	него как	1	2
568	по природе	2	2
569	в жертву	1	2
570	это отношение	1	2
571	после этого	2	2
572	этот мир	2	2
573	жизни она	2	2
574	этими двумя	3	2
575	как можно	3	2
576	есть еще	1	2
577	связи с	14	2
578	не о	2	2
579	а за	1	2
580	человек а	1	2
581	человеческая жизнь	1	2
582	про себя	1	2
583	ничего и	1	2
584	дано в	1	2
585	братья карамазовы	1	2
586	необходимости и	1	2
587	свет и	2	2
588	вовлечены в	1	2
589	между ними	5	2
590	такова что	1	2
591	также в	1	2
592	и характер	3	2
593	должна раскрыться	1	2
594	нового человека	1	2
595	в смысле	5	2
596	жизни то	2	2
597	что их	1	2
598	могли бы	1	2
599	смысл и	1	2
600	человек как	1	2
601	весь мир	3	2
602	разных местах	1	2
603	дух и	1	2
604	природе своей	2	2
605	уже к	1	2
606	романы достоевского	1	2
607	никого не	1	2
608	не были	4	2
609	потребность в	1	2
610	себя на	1	2
611	природу и	1	2
612	когда мы	2	2
613	она была	1	2
614	и каждый	2	2
615	но нет	1	2
616	о своей	2	2
617	человека когда	1	2
618	в атмосферу	1	2
619	его к	2	2
620	а как	3	2
621	речи о	1	2
622	во время	7	2
623	мир но	1	2
624	действительной жизни	1	2
625	и ее	4	2
626	было с	1	2
627	самим собою	5	2
628	эта любовь	1	2
629	и ту	1	2
630	они неизбежно	1	2
631	и гармонии	1	2
632	во втором	2	2
633	и возможно	1	2
634	над ними	2	2
635	народа в	1	2
636	своих героев	1	2
637	большую роль	4	2
638	была бы	2	2
639	все формы	1	2
640	в сущности	5	2
641	он призван	1	2
642	он на	1	2
643	находятся в	1	2
644	разного рода	2	2
645	же что	3	2
646	и они	4	2
647	во власть	1	2
648	одну и	1	2
649	если не	3	2
650	самом деле	2	2
651	и единственно	1	2
652	так называемый	2	2
653	их в	6	2
654	преступление и	1	2
655	ему в	3	2
656	и действительно	1	2
657	к будущему	3	2
658	и своеобразный	2	2
659	его судьбы	1	2
660	же мало	1	2
661	в религиозной	1	2
662	в каком	2	2
663	их во	1	2
664	своей жизни	6	2
665	бросается в	1	2
666	что мы	2	2
667	своей собственной	3	2
668	был также	1	2
669	не имеют	4	2
670	тотчас же	1	2
671	и исторических	1	2
672	и уже	4	2
673	целый ряд	2	2
674	мир на	2	2
675	другого в	1	2
676	в свободные	1	2
677	европейского человека	1	2
678	проблемы и	1	2
679	его художественного	1	2
680	нем не	3	2
681	еще вернемся	3	2
682	жизнь как	1	2
683	под знаком	3	2
684	слова он	1	2
685	мире в	1	2
686	этого слова	2	2
687	правда в	2	2
688	или счастье	1	2
689	в романах	2	2
690	его как	1	2
691	бы его	1	2
692	и искусства	1	2
693	порядку и	1	2
694	в социальном	1	2
695	нас не	1	2
696	от мира	1	2
697	человека за	1	2
698	всего мира	1	2
699	ни к	3	2
700	жизни поэтому	4	2
701	этом отношении	5	2
702	он и	1	2
703	в вечности	2	2
704	ее в	2	2
705	не внешняя	1	2
706	что во	1	2
707	на самом	1	2
708	имел в	2	2
709	на одной	2	2
710	традицией и	2	2
711	на помощь	1	2
712	этого пути	1	2
713	смысле этого	1	2
714	с их	2	2
715	образов у	1	2
716	в свои	1	2
717	но эта	5	2
718	добродетели и	2	2
719	о жизни	1	2
720	он один	1	2
721	в обычном	1	2
722	с человеком	2	2
723	к жизни	2	2
724	им и	1	2
725	есть только	2	2
726	к своему	2	2
727	бл августина	1	2
728	как люди	1	2
729	нисколько не	1	2
730	это было	2	2
731	с началом	1	2
732	черту и	1	2
733	нем все	2	2
734	для нашей	1	2
735	бы ни	1	2
736	связаны с	3	2
737	о такой	1	2
738	бытия как	1	2
739	друг за	2	2
740	и других	5	2
741	он ни	2	2
742	ни один	2	2
743	не по	1	2
744	центре его	2	2
745	то перед	1	2
746	костры инквизиции	1	2
747	не оставляет	6	2
748	характерно для	2	2
749	образа в	1	2
750	жизнь есть	1	2
751	человека с	1	2
752	на всю	1	2
753	как то	1	2
754	прежде чем	3	2
755	человека из	1	2
756	и историческое	1	2
757	это он	1	2
758	и о	1	2
759	в понимании	1	2
760	в плане	1	2
761	них нет	1	2
762	начале xx	1	2
763	которые в	2	2
764	бы он	2	2
765	или иной	4	2
766	происходит в	2	2
767	тот и	1	2
768	о своих	1	2
769	все более	2	2
770	противоречии с	1	2
771	как для	1	2
772	мира в	6	2
773	момент его	2	2
774	это на	1	1
775	но потому	1	1
776	души к	1	1
777	преступлений и	1	1
778	новое и	5	1
779	был и	1	1
780	государство не	1	1
781	для всех	3	1
782	которая была	1	1
783	со всем	1	1
784	и трагедии	2	1
785	мне то	1	1
786	значит конечно	1	1
787	как нигде	1	1
788	смысл который	1	1
789	очень важно	1	1
790	всего может	1	1
791	эта идея	1	1
792	не похож	3	1
793	эта новая	1	1
794	он видит	1	1
795	она лишь	1	1
796	котором в	1	1
797	этот момент	2	1
798	и оправдание	1	1
799	был поставлен	1	1
800	их жизни	1	1
801	это обычно	1	1
802	говорит о	1	1
803	и рядом	2	1
804	своеобразие его	1	1
805	все темы	2	1
806	процесс этот	1	1
807	другой стороны	1	1
808	частично в	1	1
809	моменты его	1	1
810	гор и	1	1
811	но что	1	1
812	всей ее	1	1
813	и необходимости	1	1
814	мыслится как	2	1
815	этим объясняется	1	1
816	как они	1	1
817	в борьбе	2	1
818	по пути	1	1
819	он имеет	1	1
820	стороне от	1	1
821	но все	6	1
822	и вечное	2	1
823	из нее	2	1
824	как об	1	1
825	что весь	1	1
826	у людей	1	1
827	из всего	1	1
828	сомнений и	1	1
829	высокое и	1	1
830	места и	1	1
831	похож на	3	1
832	начинается с	2	1
833	не рабы	1	1
834	ведь и	1	1
835	всеми его	3	1
836	по внешности	1	1
837	выход из	2	1
838	жизни ее	1	1
839	дома и	1	1
840	что действие	1	1
841	они как	2	1
842	и исторического	3	1
843	в это	5	1
844	для их	1	1
845	в символическом	1	1
846	не раскрылись	1	1
847	других так	2	1
848	самом человеке	3	1
849	искусство и	1	1
850	определяется не	2	1
851	но внутренне	1	1
852	моменты в	2	1
853	настоящее и	1	1
854	и оформления	2	1
855	перестает быть	1	1
856	и того	7	1
857	он изображает	1	1
858	человека так	3	1
859	и людей	2	1
860	это с	1	1
861	и политического	1	1
862	всю его	1	1
863	ее вполне	1	1
864	что этот	1	1
865	раз и	3	1
866	не боится	2	1
867	заключены в	1	1
868	в преисподнюю	2	1
869	так для	1	1
870	не чувствует	1	1
871	конечно что	1	1
872	ее у	1	1
873	одной стороны	3	1
874	мира на	1	1
875	в другом	2	1
876	но эти	4	1
877	из жизни	1	1
878	и неизбежно	1	1
879	огонь а	1	1
880	сила и	2	1
881	войти в	1	1
882	к своей	2	1
883	и раскрываются	1	1
884	народом он	1	1
885	пребывают в	1	1
886	оно было	3	1
887	что люди	2	1
888	говорить о	1	1
889	борьбе с	4	1
890	встречи с	2	1
891	и при	1	1
892	в строгом	2	1
893	и раскрывает	2	1
894	природу человека	1	1
895	образами и	1	1
896	мира для	1	1
897	принадлежит не	2	1
898	уже и	1	1
899	уже есть	1	1
900	степени у	1	1
901	всего этого	3	1
902	на ней	1	1
903	друг на	4	1
904	человека эта	1	1
905	к ним	3	1
906	как на	2	1
907	отношений и	1	1
908	самом начале	1	1
909	еще нет	3	1
910	во всякой	2	1
911	своего народа	1	1
912	только того	1	1
913	классы и	1	1
914	почве мы	2	1
915	и культуру	1	1
916	наряду с	7	1
917	тех случаях	1	1
918	такая же	1	1
919	идеи совершенно	1	1
920	к земному	1	1
921	вещи и	3	1
922	отличный от	1	1
923	друга то	1	1
924	почти нет	1	1
925	нигде не	1	1
926	земле то	1	1
927	в зависимости	1	1
928	связи со	1	1
929	было чуждо	1	1
930	человека вообще	1	1
931	по поводу	1	1
932	распадается на	2	1
933	и иной	1	1
934	и становится	2	1
935	жизни с	2	1
936	вносит в	1	1
937	реализма все	1	1
938	себе самом	1	1
939	о рае	1	1
940	и положительное	1	1
941	счастье в	1	1
942	морали в	1	1
943	время для	1	1
944	она имеет	1	1
945	для раскрытия	4	1
946	еще тесно	1	1
947	влияние на	6	1
948	судьба но	2	1
949	в прошлое	1	1
950	не выходит	1	1
951	не противоречит	1	1
952	как другие	1	1
953	она и	1	1
954	произведения и	1	1
955	и всей	2	1
956	жизни так	1	1
957	европейской почве	2	1
958	это будет	1	1
959	указать на	2	1
960	трагедию не	1	1
961	собой в	1	1
962	с одной	5	1
963	притом не	1	1
964	человеческий мир	1	1
965	мира во	1	1
966	с точки	9	1
967	как нет	1	1
968	эту культуру	1	1
969	связей и	1	1
970	с природным	1	1
971	ее можно	1	1
972	не понимать	1	1
973	на поверхность	1	1
974	что самая	1	1
975	в тот	1	1
976	предчувствия и	1	1
977	для своего	2	1
978	природа в	1	1
979	времени потому	1	1
980	по типу	1	1
981	стороны он	1	1
982	не больше	1	1
983	природной и	2	1
984	судьба и	1	1
985	не путем	1	1
986	в самые	1	1
987	и последнее	2	1
988	существует только	1	1
989	в будущем	1	1
990	или не	2	1
991	к отцу	1	1
992	индивидуального человека	1	1
993	всех его	2	1
994	и ценности	1	1
995	на себя	2	1
996	быть только	4	1
997	как его	3	1
998	судьбу то	1	1
999	чрезвычайно важно	1	1
1000	свое орудие	1	1
1001	вступили в	2	1
1002	мы это	2	1
1003	точном смысле	3	1
1004	в таком	4	1
1005	или иная	1	1
1006	так много	1	1
1007	между этими	4	1
1008	как говорит	1	1
1009	на третий	1	1
1010	отличие от	3	1
1011	в изображении	1	1
1012	лишь на	1	1
1013	как во	1	1
1014	себя как	1	1
1015	свои права	1	1
1016	рядом с	4	1
1017	одном из	1	1
1018	жизни героев	4	1
1019	вернемся в	3	1
1020	во главе	1	1
1021	следовательно и	3	1
1022	путь в	2	1
1023	в ряду	2	1
1024	от веры	1	1
1025	о более	1	1
1026	уже давно	1	1
1027	больше и	2	1
1028	в себя	3	1
1029	не знала	1	1
1030	точек зрения	1	1
1031	из одного	1	1
1032	на себе	1	1
1033	под влиянием	1	1
1034	что как	1	1
1035	в других	9	1
1036	человека форма	1	1
1037	в противоречии	1	1
1038	и религиозной	1	1
1039	и своей	2	1
1040	средневековья и	1	1
1041	с человека	1	1
1042	той или	3	1
1043	формы в	1	1
1044	быть что	1	1
1045	а потом	2	1
1046	и силой	1	1
1047	же все	1	1
1048	как наступление	1	1
1049	может жить	1	1
1050	в содержание	1	1
1051	но начинают	1	1
1052	есть к	1	1
1053	с народной	1	1
1054	мне все	1	1
1055	а следовательно	4	1
1056	чтобы в	1	1
1057	друг с	5	1
1058	а многие	1	1
1059	говорил о	1	1
1060	в философии	2	1
1061	мы уже	17	1
1062	значение и	7	1
1063	или во	1	1
1064	сама природа	2	1
1065	когда я	2	1
1066	зрения в	1	1
1067	этой идеи	1	1
1068	исключительное значение	1	1
1069	и речи	6	1
1070	к образу	1	1
1071	тот момент	1	1
1072	свое родное	1	1
1073	котором я	1	1
1074	на самый	1	1
1075	романа но	5	1
1076	действующих лиц	1	1
1077	другом и	2	1
1078	все основные	3	1
1079	и смысла	1	1
1080	характера это	1	1
1081	в системе	1	1
1082	как конец	2	1
1083	не преодолевается	1	1
1084	хотя в	1	1
1085	также была	1	1
1086	в тех	1	1
1087	не могла	2	1
1088	после них	2	1
1089	быта у	1	1
1090	почти всегда	2	1
1091	и остались	1	1
1092	точка зрения	4	1
1093	его жизнь	2	1
1094	бы уже	1	1
1095	глубине и	1	1
1096	времен и	1	1
1097	этот вопрос	1	1
1098	миру и	2	1
1099	в историческом	2	1
1100	сил и	1	1
1101	и братья	1	1
1102	говорили что	1	1
1103	в новое	4	1
1104	ведь в	1	1
1105	свой путь	1	1
1106	у которого	1	1
1107	могла бы	1	1
1108	этом мире	7	1
1109	людей они	1	1
1110	но всегда	1	1
1111	эта другая	1	1
1112	так называемого	1	1
1113	т п	18	1
1114	и глубоко	1	1
1115	природа для	1	1
1116	с людьми	1	1
1117	все человеческие	2	1
1118	от государства	1	1
1119	же самого	1	1
1120	природы и	2	1
1121	энергии и	1	1
1122	главным образом	1	1
1123	но есть	1	1
1124	смысл же	1	1
1125	и др	13	1
1126	это делает	1	1
1127	когда они	1	1
1128	совершенно чужда	1	1
1129	них не	2	1
1130	о других	1	1
1131	процессы в	1	1
1132	проходит через	3	1
1133	с чем	2	1
1134	человека мы	2	1
1135	роль играет	1	1
1136	родство с	1	1
1137	и испытания	1	1
1138	идей все	1	1
1139	глубину человеческого	1	1
1140	на европейской	1	1
1141	же мы	1	1
1142	есть все	1	1
1143	в другое	1	1
1144	общества все	1	1
1145	время он	1	1
1146	которые были	1	1
1147	слова как	1	1
1148	свободной и	1	1
1149	на мир	1	1
1150	независимо от	1	1
1151	от ее	1	1
1152	с ее	7	1
1153	всех этих	9	1
1154	других по	1	1
1155	он его	1	1
1156	с идеей	2	1
1157	я сам	1	1
1158	и случайных	1	1
1159	него это	1	1
1160	в пространстве	10	1
1161	мира может	1	1
1162	к более	1	1
1163	вопросом о	1	1
1164	природу этого	1	1
1165	сфере в	1	1
1166	своего рода	1	1
1167	сплошь и	2	1
1168	этой исторической	1	1
1169	от греческого	3	1
1170	от творчества	1	1
1171	жизни героя	1	1
1172	он лишен	1	1
1173	те не	1	1
1174	раскрывается не	2	1
1175	как с	1	1
1176	можно видеть	1	1
1177	и свою	1	1
1178	цели то	1	1
1179	в час	1	1
1180	для грека	2	1
1181	материального мира	1	1
1182	кризис и	2	1
1183	человек для	1	1
1184	разрушена он	1	1
1185	как свое	1	1
1186	есть для	1	1
1187	дороги и	3	1
1188	переносится в	1	1
1189	потому они	1	1
1190	человек с	2	1
1191	свою судьбу	1	1
1192	этот не	2	1
1193	человеческих душ	1	1
1194	в национальном	1	1
1195	четвертое измерение	1	1
1196	с природой	2	1
1197	проходят через	3	1
1198	оторванной от	2	1
1199	и делает	1	1
1200	сложность и	2	1
1201	борьбы с	1	1
1202	два типа	1	1
1203	брак в	2	1
1204	он плоть	1	1
1205	с бытом	1	1
1206	мира он	1	1
1207	вперед по	1	1
1208	переходит из	1	1
1209	не на	4	1
1210	движение и	1	1
1211	их нужно	2	1
1212	этот смысл	1	1
1213	она становится	3	1
1214	такова логика	1	1
1215	такого же	1	1
1216	не завершается	1	1
1217	о природе	1	1
1218	не произошло	1	1
1219	особого рода	1	1
1220	формах в	1	1
1221	все то	2	1
1222	неизбежно приходят	1	1
1223	не более	1	1
1224	то на	1	1
1225	самим собой	2	1
1226	и искупление	2	1
1227	строгом смысле	2	1
1228	мы говорим	1	1
1229	раскрывать ее	1	1
1230	когда дело	1	1
1231	от бога	1	1
1232	эта жизнь	1	1
1233	жизни его	1	1
1234	в романе	40	1
1235	сложный и	1	1
1236	элемент в	1	1
1237	на месте	1	1
1238	судьбы в	1	1
1239	три образа	2	1
1240	стремятся к	1	1
1241	можно назвать	2	1
1242	даже со	1	1
1243	и самой	1	1
1244	самый характер	1	1
1245	отдельного человека	1	1
1246	свой собственный	1	1
1247	философии не	1	1
1248	с ними	1	1
1249	подхода к	3	1
1250	основной мотив	1	1
1251	идет за	1	1
1252	по разным	1	1
1253	проникнуть в	1	1
1254	влияния на	2	1
1255	и т	21	1
1256	смертной казни	1	1
1257	мир для	1	1
1258	есть на	1	1
1259	зависимости от	1	1
1260	это вдруг	1	1
1261	к созданию	1	1
1262	огромную роль	1	1
1263	в словах	1	1
1264	повторяется и	1	1
1265	повсюду где	2	1
1266	но оно	2	1
1267	все они	4	1
1268	человека начинает	1	1
1269	который он	1	1
1270	и резко	1	1
1271	личной судьбы	1	1
1272	эпохи мы	1	1
1273	и всему	2	1
1274	не является	4	1
1275	всему этому	1	1
1276	цели не	1	1
1277	и высшую	1	1
1278	в главе	3	1
1279	вернемся к	2	1
1280	смерти и	2	1
1281	и добродетели	1	1
1282	почти все	4	1
1283	то и	1	1
1284	наконец в	2	1
1285	учение об	1	1
1286	не должно	1	1
1287	чем они	3	1
1288	явления и	2	1
1289	их жизнь	1	1
1290	жизни вне	1	1
1291	образа человека	12	1
1292	в новой	1	1
1293	с большей	2	1
1294	не могло	5	1
1295	значение для	3	1
1296	и нового	1	1
1297	не меньше	1	1
1298	вступает в	2	1
1299	этого как	1	1
1300	двадцать пять	1	1
1301	и наиболее	1	1
1302	нет никакой	1	1
1303	он по	1	1
1304	мировой литературе	2	1
1305	раскрыть и	1	1
1306	в совершенно	3	1
