N	2gram	Medvedev_F	DiskursI
504	на него	3	2
505	для понимания	1	2
506	науке о	1	2
507	который в	1	2
508	в литературоведении	4	2
509	по поводу	1	2
510	романа и	1	2
511	общих чертах	1	2
512	к языку	1	2
513	едва ли	3	2
514	не то	3	2
515	от ее	1	2
516	своего развития	2	2
517	к нему	3	2
518	всего в	5	2
519	бы то	4	2
520	не происходит	2	2
521	той мере	1	2
522	этих двух	2	2
523	мышления и	2	2
524	сознания с	1	2
525	на язык	5	2
526	должно быть	13	2
527	теории литературы	1	2
528	миров и	1	2
529	время в	4	2
530	начала и	2	2
531	ни было	2	2
532	этих жанровых	1	2
533	выбора и	1	2
534	бытия и	1	2
535	с другими	11	2
536	не обладает	1	2
537	не от	3	2
538	иного рода	1	2
539	на выражение	4	2
540	у него	1	2
541	и развития	2	2
542	система смыслов	1	2
543	как его	3	2
544	всем что	1	2
545	но для	4	2
546	очевидно что	2	2
547	период своего	1	2
548	его понимании	1	2
549	не ведет	1	2
550	же как	3	2
551	большинстве случаев	5	2
552	во главе	1	2
553	предыдущей главе	1	2
554	должно было	4	2
555	иногда не	1	2
556	а только	4	2
557	в чем	2	2
558	что как	1	2
559	и понимание	1	2
560	вопроса о	2	2
561	не был	1	2
562	остается в	1	2
563	в каждом	3	2
564	не имея	1	2
565	определенной жанровой	1	2
566	перехода от	2	2
567	решающее значение	1	2
568	сюжета и	2	2
569	так обстоит	1	2
570	речи и	2	2
571	художественное целое	1	2
572	не приходится	4	2
573	и точность	1	2
574	иметь в	1	2
575	также не	1	2
576	в современной	2	2
577	в новое	2	2
578	могла бы	3	2
579	для литературы	2	2
580	или меньшей	1	2
581	целом и	4	2
582	произведения в	9	2
583	жизнь как	3	2
584	только с	1	2
585	теоретической мысли	3	2
586	в первой	2	2
587	они были	4	2
588	его к	1	2
589	а как	5	2
590	в него	2	2
591	мы видели	5	2
592	здесь это	1	2
593	она сама	1	2
594	к такому	1	2
595	на деле	1	2
596	в последнем	2	2
597	как с	2	2
598	как особой	2	2
599	его из	3	2
600	в основном	3	2
601	как к	5	2
602	в языке	5	2
603	его с	5	2
604	на ее	1	2
605	в литературной	1	2
606	и должно	4	2
607	чтобы стать	2	2
608	романа в	1	2
609	нашего времени	1	2
610	из которых	1	2
611	с природой	1	2
612	общения не	1	2
613	в отношении	3	2
614	и вполне	1	2
615	том и	1	2
616	социального взаимодействия	1	2
617	первый и	1	2
618	сами по	4	2
619	к искусству	1	2
620	если бы	8	2
621	самом деле	12	2
622	самим собой	1	2
623	ни о	3	2
624	ни одно	1	2
625	в россии	4	2
626	одновременно с	2	2
627	но отнюдь	1	2
628	в теории	1	2
629	от его	3	2
630	не приводит	3	2
631	влияния на	3	2
632	если можно	1	2
633	апелляции к	1	2
634	высказывание в	1	2
635	непосредственно и	1	2
636	время и	2	2
637	тех же	2	2
638	в круг	1	2
639	до настоящего	3	2
640	не должно	1	2
641	на основе	6	2
642	со всей	3	2
643	и вся	2	2
644	вступает в	2	2
645	отношении к	2	2
646	к одному	2	2
647	смысл в	1	2
648	новое время	1	2
649	в лирической	1	2
650	вслед за	1	2
651	целый ряд	4	2
652	на их	3	2
653	он есть	1	2
654	каждый из	3	2
655	литературы в	8	2
656	было и	1	2
657	поэзии как	3	2
658	автора в	1	2
659	высказывания которые	1	2
660	мышления но	1	2
661	событий в	1	2
662	на этот	1	2
663	этого слова	4	2
664	столько в	1	2
665	к предмету	4	2
666	в и	1	2
667	друг друга	4	2
668	в самой	2	2
669	только о	1	2
670	во внутреннем	1	2
671	события и	1	2
672	значение в	4	2
673	выходит за	1	2
674	может не	1	2
675	в первый	5	2
676	все это	11	2
677	в художественной	2	2
678	ее в	3	2
679	что собственно	1	2
680	в широком	5	2
681	же не	1	2
682	чем он	3	2
683	возможно только	1	2
684	в г	1	2
685	что является	1	2
686	и глубокой	1	2
687	как таковая	2	2
688	за этим	1	2
689	что будет	1	2
690	по существу	8	2
691	является не	1	2
692	так в	3	2
693	на фоне	7	2
694	к своему	1	2
695	со своей	1	2
696	это было	3	2
697	вовсе не	18	2
698	за его	1	2
699	тем более	1	2
700	быть вполне	1	2
701	и тех	1	2
702	с самого	2	2
703	ей в	1	2
704	случае если	1	2
705	его не	2	2
706	ни один	1	2
707	однако уже	1	2
708	не по	4	2
709	нельзя не	1	2
710	обстоит дело	1	2
711	и художественный	1	2
712	быть и	5	2
713	и их	13	2
714	в науке	2	2
715	отказ от	1	2
716	целого в	1	2
717	только то	1	2
718	чтобы не	2	2
719	с понятием	1	2
720	х годов	1	2
721	всей его	1	2
722	как их	4	2
723	в книге	1	2
724	с литературными	1	2
725	такой же	2	2
726	языка с	1	2
727	на то	2	2
728	и только	5	2
729	же это	2	2
730	человек не	3	2
731	к работе	1	2
732	для некоторых	1	2
733	эпохи и	2	2
734	не могло	6	2
735	за счет	4	2
736	есть не	1	2
737	можно указать	1	2
738	науки о	4	1
739	с которыми	1	1
740	почву для	1	1
741	были не	2	1
742	всего это	1	1
743	и другие	3	1
744	пределах одного	1	1
745	сколько и	1	1
746	и правильно	3	1
747	к сожалению	2	1
748	для нее	2	1
749	что если	2	1
750	мы и	1	1
751	не случайный	1	1
752	здесь же	1	1
753	возможно лишь	2	1
754	же и	2	1
755	типа как	1	1
756	изнутри и	1	1
757	как явления	1	1
758	творчества в	1	1
759	к этой	4	1
760	в позу	1	1
761	они имеют	1	1
762	и имеет	1	1
763	с предшествующими	2	1
764	случае мы	1	1
765	степени как	1	1
766	в применении	4	1
767	действительности с	1	1
768	тому что	3	1
769	даже в	2	1
770	события его	1	1
771	вне художественной	2	1
772	быть уже	1	1
773	окажется неадекватным	1	1
774	совершенно иные	1	1
775	тем как	1	1
776	кроме того	3	1
777	в большей	1	1
778	поэтому они	1	1
779	средства изображения	5	1
780	зиждется на	1	1
781	по праву	1	1
782	язык как	8	1
783	сквозь призму	1	1
784	социальной жизни	12	1
785	и изучения	1	1
786	его от	5	1
787	целом его	1	1
788	не меняет	1	1
789	структуры в	1	1
790	всей ее	1	1
791	как она	5	1
792	одним общим	1	1
793	а белый	1	1
794	к историческому	1	1
795	рефлексии и	1	1
796	проблемы которые	1	1
797	в художественную	3	1
798	случае в	1	1
799	на свой	1	1
800	от одного	2	1
801	этих факторов	1	1
802	наши высказывания	1	1
803	для поэтической	1	1
804	не выходя	1	1
805	по их	2	1
806	равно как	2	1
807	единичных произведений	1	1
808	и там	1	1
809	взаимодействия при	1	1
810	сущности не	1	1
811	исходить из	4	1
812	отношением к	2	1
813	в пушкинском	1	1
814	том или	1	1
815	и должен	3	1
816	с тем	11	1
817	к самому	1	1
818	а именно	3	1
819	литературы это	1	1
820	событий однако	1	1
821	историческая жизнь	1	1
822	не внесли	1	1
823	при таком	5	1
824	с живым	1	1
825	его по-своему	1	1
826	или ином	1	1
827	которое не	1	1
828	своем творчестве	1	1
829	внешнего произведения	1	1
830	в это	1	1
831	искусстве не	1	1
832	при помощи	2	1
833	культуры в	1	1
834	в самый	2	1
835	поэзии о	1	1
836	поэтических форм	3	1
837	на одном	1	1
838	и нет	1	1
839	на материале	2	1
840	на все	3	1
841	с реальной	2	1
842	и образ	1	1
843	художественного восприятия	3	1
844	действительности в	3	1
845	тем в	1	1
846	приобретают то	1	1
847	непосредственно от	1	1
848	в такой	3	1
849	восприятия и	4	1
850	во все	2	1
851	не существует	1	1
852	ее к	2	1
853	осуществляется в	1	1
854	то это	1	1
855	и взаимодействия	1	1
856	по тем	1	1
857	применении к	4	1
858	раз и	6	1
859	об ее	1	1
860	наука не	1	1
861	он был	1	1
862	даже и	5	1
863	время от	1	1
864	она могла	1	1
865	значения слова	1	1
866	по возможности	1	1
867	сохраняет свое	1	1
868	но даже	2	1
869	понятия в	2	1
870	в каких	1	1
871	но эти	1	1
872	искусства и	5	1
873	с другим	1	1
874	научной мысли	2	1
875	из их	1	1
876	вяч иванова	1	1
877	в этот	2	1
878	как совокупность	1	1
879	и событие	1	1
880	должна была	2	1
881	в изучении	1	1
882	единство системы	1	1
883	непосредственное общение	1	1
884	всего как	1	1
885	не об	1	1
886	которых она	1	1
887	предисловии к	3	1
888	и была	1	1
889	была определена	1	1
890	вообще но	1	1
891	превращается в	2	1
892	и сюжет	2	1
893	в смысле	2	1
894	и те	2	1
895	не что	1	1
896	особенно отчетливо	1	1
897	так же	5	1
898	и каждого	1	1
899	даже с	1	1
900	здесь имеет	1	1
901	отметить что	2	1
902	если произведение	2	1
903	форм высказывания	1	1
904	его собственной	1	1
905	настолько что	1	1
906	основываясь на	1	1
907	поэтических высказываний	1	1
908	звук в	1	1
909	но ни	2	1
910	и еще	1	1
911	не становится	1	1
912	внутреннем мире	1	1
913	об отсутствии	1	1
914	если это	1	1
915	же так	1	1
916	ней и	2	1
917	однако эти	1	1
918	задач в	1	1
919	этих последних	2	1
920	наряду с	1	1
921	роман якобсон	1	1
922	и оценки	1	1
923	привели к	1	1
924	именно так	1	1
925	следующим образом	1	1
926	путь от	1	1
927	находится в	1	1
928	художественного творчества	1	1
929	как от	2	1
930	ибо она	1	1
931	русской литературы	2	1
932	теории и	1	1
933	каждое из	1	1
934	согласиться с	2	1
935	отсутствии в	1	1
936	от литературы	2	1
937	связи в	1	1
938	от них	2	1
939	в противном	2	1
940	были в	1	1
941	на котором	2	1
942	к этим	2	1
943	в системе	3	1
944	удалось создать	1	1
945	чем это	1	1
946	своего труда	1	1
947	но сама	1	1
948	и выражения	2	1
949	действительно в	1	1
950	поэзии к	1	1
951	на них	1	1
952	сведено к	1	1
953	искусства не	2	1
954	того о	1	1
955	в историю	1	1
956	представить себе	1	1
957	только не	2	1
958	не зная	1	1
959	ее своеобразие	1	1
960	то оно	1	1
961	ведь для	1	1
962	отношении в	1	1
963	она и	1	1
964	как такового	8	1
965	для поэтики	1	1
966	менее в	1	1
967	что иное	1	1
968	высказываний в	1	1
969	но из	2	1
970	не принадлежит	1	1
971	действителен и	1	1
972	гуманитарных науках	2	1
973	смысла при	1	1
974	целого это	1	1
975	оценки и	1	1
976	этом фоне	1	1
977	именно из	1	1
978	его себе	1	1
979	тогда и	1	1
980	обычно не	1	1
981	могло бы	2	1
982	поэзии в	3	1
983	трудно не	1	1
984	не должна	7	1
985	которого он	1	1
986	по мнению	1	1
987	самой литературы	8	1
988	и существенное	1	1
989	роль здесь	1	1
990	в научном	1	1
991	обобщений и	1	1
992	они в	2	1
993	к определенному	1	1
994	их становления	1	1
995	xix века	1	1
996	смысла в	2	1
997	и развитие	2	1
998	в поэтике	3	1
999	прозы не	1	1
1000	лежит в	1	1
1001	не была	2	1
1002	чем в	1	1
1003	не совпадают	1	1
1004	является и	1	1
1005	в художественном	5	1
1006	иначе чем	1	1
1007	о возможности	1	1
1008	живет и	1	1
1009	именно здесь	2	1
1010	что его	1	1
1011	но совершенно	1	1
1012	и чисто	2	1
1013	преимущественно на	1	1
1014	творчество как	1	1
1015	быть только	1	1
1016	в понятии	1	1
1017	а смысл	1	1
1018	и всю	2	1
1019	в конце	2	1
1020	в таком	2	1
1021	времени как	1	1
1022	или иная	1	1
1023	выходя за	1	1
1024	между этими	2	1
1025	свои специфические	1	1
1026	у тургенева	2	1
1027	исторического развития	1	1
1028	этом последнем	1	1
1029	литературе и	2	1
1030	учение о	4	1
1031	в связи	11	1
1032	лишь на	1	1
1033	между ними	3	1
1034	встречается в	1	1
1035	явление природы	2	1
1036	себя как	1	1
1037	всем своем	1	1
1038	так на	2	1
1039	сообщение о	1	1
1040	от этого	3	1
1041	теории прозы	1	1
1042	в двух	1	1
1043	лишь для	3	1
1044	воздействия на	3	1
1045	точек зрения	1	1
1046	из одного	1	1
1047	произведение есть	1	1
1048	как одной	1	1
1049	в других	5	1
1050	сих пор	7	1
1051	а для	1	1
1052	бы в	6	1
1053	переживания по	1	1
1054	следует однако	1	1
1055	не имеющие	2	1
1056	должен был	3	1
1057	именно как	14	1
1058	что такое	2	1
1059	часто недооценивают	1	1
1060	если оно	1	1
1061	в эпохи	1	1
1062	разрыв между	1	1
1063	ведь в	2	1
1064	за этими	1	1
1065	положения в	2	1
1066	целом так	2	1
1067	самый процесс	1	1
1068	все остальные	2	1
1069	образований и	1	1
1070	сюда же	1	1
1071	не дает	3	1
1072	непосредственно на	1	1
1073	в работе	2	1
1074	не один	1	1
1075	или же	4	1
1076	в роман	1	1
1077	идей и	1	1
1078	он стал	1	1
1079	творчества произведения	1	1
1080	это по	1	1
1081	в развитии	2	1
1082	не мог	1	1
1083	не будет	2	1
1084	и смысла	1	1
1085	как объект	1	1
1086	однако эта	1	1
1087	на нем	1	1
1088	возвращаясь к	1	1
1089	единого бытия	1	1
1090	именно и	1	1
1091	мог стать	1	1
1092	и является	3	1
1093	различных типов	1	1
1094	таково же	1	1
1095	но только	1	1
1096	в европейском	3	1
1097	его жизнь	1	1
1098	даже не	2	1
1099	утверждение в	1	1
1100	этом смысле	3	1
1101	этом слово	1	1
1102	проникнуть в	1	1
1103	где все	1	1
1104	то или	1	1
1105	он пишет	2	1
1106	должны были	1	1
1107	из темницы	1	1
1108	или иное	2	1
1109	произведение не	2	1
1110	этот период	1	1
1111	по тынянову	1	1
1112	как известно	1	1
1113	и несколько	1	1
1114	так называемого	1	1
1115	все дело	3	1
1116	и статьи	1	1
1117	к литературе	1	1
1118	исторической роли	1	1
1119	как миф	1	1
1120	но есть	2	1
1121	говорят и	1	1
1122	это приводит	3	1
1123	их к	3	1
1124	истории русской	1	1
1125	на отдельные	2	1
1126	почти всех	1	1
1127	так что	2	1
1128	содержание и	1	1
1129	образом в	1	1
1130	общественном сознании	1	1
1131	в общем	8	1
1132	речи именно	2	1
1133	для построения	1	1
1134	формы и	7	1
1135	те кто	1	1
1136	из этого	2	1
1137	как система	1	1
1138	там где	3	1
1139	к политической	1	1
1140	терминов и	1	1
1141	влияние и	2	1
1142	для которых	1	1
1143	последующего развития	1	1
1144	приобщается к	1	1
1145	этом не	2	1
1146	в сюжете	2	1
1147	и чем	3	1
1148	меньшей степени	1	1
1149	познания в	1	1
1150	становится объектом	1	1
1151	на эту	1	1
1152	нем определенные	1	1
1153	к реальному	1	1
1154	искусства в	4	1
1155	акт его	1	1
1156	одном отношении	1	1
1157	приобщаясь к	1	1
1158	нет а	1	1
1159	от нее	6	1
1160	литературной эволюции	1	1
1161	единство произведения	2	1
1162	связи и	1	1
1163	как формулирует	2	1
1164	до сих	7	1
1165	явно не	1	1
1166	он уже	1	1
1167	и здесь	8	1
1168	и поэтическое	2	1
1169	не определяет	1	1
1170	и деловой	1	1
1171	как таковой	8	1
1172	понятие и	1	1
1173	речи но	1	1
1174	такова же	1	1
1175	методу и	1	1
1176	к одной	1	1
1177	почти не	2	1
1178	если же	4	1
1179	оно было	3	1
1180	здесь слово	1	1
1181	групп и	1	1
1182	литературы как	4	1
1183	целого отнюдь	1	1
1184	системы а	2	1
1185	что это	1	1
1186	это уже	1	1
1187	вот как	3	1
1188	иное значение	2	1
1189	не были	1	1
1190	сам по	2	1
1191	заключали в	1	1
1192	сводить к	1	1
1193	этот не	1	1
1194	мы в	2	1
1195	относятся не	1	1
1196	смысле можно	1	1
1197	литературного развития	2	1
1198	для них	4	1
1199	в единый	1	1
1200	связывается с	1	1
1201	самого по	1	1
1202	и создает	2	1
1203	целом ряде	2	1
1204	на читателя	1	1
1205	можно было	1	1
1206	под этим	1	1
1207	к постановке	1	1
1208	в более	2	1
1209	только еще	1	1
1210	как о	8	1
1211	со всеми	3	1
1212	от их	2	1
1213	так или	1	1
1214	начинается с	1	1
1215	с ними	1	1
1216	к уже	1	1
1217	которое как	1	1
1218	эпохи когда	1	1
1219	строгом смысле	2	1
1220	сил и	1	1
1221	чувственно воспринимаемого	1	1
1222	что у	1	1
1223	эпоху его	1	1
1224	жанровых разновидностей	2	1
1225	к чему-то	1	1
1226	и действительно	2	1
1227	это время	1	1
1228	значения и	4	1
1229	на наш	1	1
1230	в в	2	1
1231	может стать	1	1
1232	содержание является	1	1
1233	для каждого	1	1
1234	фактов и	3	1
1235	в слове	4	1
1236	этим в	1	1
1237	никто не	2	1
1238	дело идет	6	1
1239	отнесены к	1	1
1240	отчасти и	5	1
1241	этот архитектонический	1	1
1242	в словах	1	1
1243	в восприятии	1	1
1244	и были	1	1
1245	как наука	1	1
1246	бы не	1	1
1247	установкой на	2	1
1248	о некоторых	1	1
1249	своего предмета	1	1
1250	том как	1	1
1251	сравнению с	1	1
1252	положений в	2	1
1253	является вопрос	1	1
1254	зависимости от	5	1
1255	друг от	2	1
1256	которая не	1	1
1257	в каком	1	1
1258	на своем	3	1
1259	и читатель	3	1
1260	не рассматривается	1	1
1261	к созданию	1	1
1262	своем собственном	1	1
1263	общения а	2	1
1264	который и	1	1
1265	собранных в	1	1
1266	принадлежит ему	1	1
1267	является для	2	1
1268	эта особенность	1	1
1269	дальнейшее развитие	2	1
1270	его структуры	1	1
1271	историческая ситуация	1	1
1272	они ничего	1	1
1273	его и	2	1
1274	этом пункте	4	1
1275	бы и	1	1
1276	не учитывать	2	1
1277	как целое	1	1
1278	произведение искусства	4	1
1279	прямой зависимости	2	1
1280	его разновидностях	1	1
1281	она была	3	1
1282	совершенно иной	1	1
1283	это художественное	1	1
1284	конструктивным моментом	1	1
1285	мира как	2	1
1286	они сходятся	1	1
1287	и заключается	2	1
1288	то и	2	1
1289	в психологических	1	1
1290	событий или	1	1
1291	нет у	1	1
1292	изображения и	4	1
1293	в поэтических	1	1
1294	наконец в	3	1
1295	того чтобы	4	1
