N	2gram	Vygotskiy_	Istorich
509	если в	1	7
510	и при	3	7
511	вспомним что	1	7
512	самом деле	17	7
513	обращается к	1	7
514	к которым	3	7
515	нет в	2	7
516	то здесь	2	7
517	состоит в	3	7
518	что оно	12	7
519	он делает	2	7
520	где он	1	7
521	на самом	9	7
522	что ни	4	7
523	образом в	3	7
524	но эта	1	7
525	на них	3	7
526	не по	1	7
527	время боя	1	7
528	здесь совершенно	2	7
529	в начале	1	7
530	еще в	2	7
531	это означает	2	7
532	в области	2	7
533	вплоть до	1	7
534	те же	3	7
535	поставить вопрос	1	7
536	в каких	2	7
537	во многих	1	7
538	связь между	2	7
539	как на	15	7
540	о ней	2	7
541	убивает его	1	7
542	ее и	1	7
543	указать на	1	7
544	это мы	2	7
545	в конце	10	7
546	уже давно	4	7
547	себе и	4	7
548	а только	1	7
549	ли это	3	7
550	того же	5	7
551	когда мы	10	7
552	однако в	1	7
553	не то	4	7
554	был бы	8	7
555	однако что	1	7
556	состоит из	1	7
557	совершенно не	11	7
558	то он	2	7
559	того чтобы	43	7
560	если мы	24	7
561	этого слова	1	7
562	всяком случае	1	7
563	для него	5	7
564	как у	1	7
565	со своим	2	7
566	а то	1	7
567	как она	9	7
568	по его	5	7
569	с самого	5	7
570	в какой	5	7
571	составные части	1	7
572	думать что	3	7
573	и часто	1	7
574	со своими	1	7
575	одного из	1	7
576	и о	5	7
577	эти два	3	7
578	есть не	7	7
579	героя но	1	7
580	с героем	2	6
581	его от	1	6
582	между ними	2	6
583	но что	3	6
584	не потому	2	6
585	на эту	1	6
586	дело с	5	6
587	той же	6	6
588	в могиле	1	6
589	с одним	1	6
590	как говорит	6	6
591	если я	2	6
592	иногда не	1	6
593	что как	1	6
594	чтобы он	2	6
595	он стал	1	6
596	здесь на	1	6
597	не могла	2	6
598	нечто вроде	1	6
599	только о	2	6
600	равно как	2	6
601	его как	1	6
602	это приводит	1	6
603	оно может	2	6
604	на место	1	6
605	таких примеров	1	6
606	должны будем	3	6
607	нам кажется	6	6
608	в одну	1	6
609	еще одно	1	6
610	уже на	1	6
611	к сожалению	2	6
612	что по	3	6
613	нет ничего	1	6
614	сам он	1	6
615	героем и	1	6
616	а через	1	6
617	она дает	1	6
618	работе о	1	6
619	связь и	2	6
620	в русском	1	6
621	это еще	1	6
622	этого вопроса	1	6
623	этих двух	8	6
624	отличие от	3	6
625	ей в	1	6
626	по дороге	1	6
627	также и	1	6
628	но дело	1	6
629	часто в	1	6
630	для того	45	6
631	сводится к	7	6
632	его за	1	6
633	он является	2	6
634	самого начала	5	6
635	говорит что	13	6
636	что ее	1	6
637	от себя	2	6
638	то в	1	6
639	с большим	1	6
640	жить в	1	6
641	не соответствует	1	6
642	и за	4	6
643	можно привести	1	6
644	здесь уже	2	6
645	к жизни	2	6
646	что все	12	6
647	тому же	4	6
648	себе не	2	6
649	даже не	1	6
650	это может	2	6
651	быть и	2	6
652	были бы	3	6
653	между героем	1	6
654	почти не	2	6
655	отношения к	2	6
656	не на	1	6
657	этой точки	3	6
658	к которой	4	6
659	героя а	3	6
660	он дает	2	6
661	заметить что	1	6
662	видим в	2	6
663	мог бы	3	6
664	он все	2	6
665	что царь	2	6
666	формы и	4	6
667	ничем не	1	6
668	на одной	1	6
669	из которого	1	6
670	с той	2	6
671	а иногда	1	6
672	и оно	1	6
673	дочь и	1	6
674	на той	1	6
675	обстоит дело	4	6
676	вступают в	1	6
677	только по	1	6
678	и уже	4	6
679	что задача	2	5
680	не хочет	1	5
681	в виду	5	5
682	в своих	9	5
683	происходит не	1	5
684	мы и	2	5
685	и очень	5	5
686	бы в	7	5
687	не имели	1	5
688	во все	4	5
689	к своей	3	5
690	же говорит	1	5
691	позади себя	1	5
692	они дают	2	5
693	царства и	1	5
694	показывает как	1	5
695	или наоборот	3	5
696	и мы	28	5
697	мы легко	5	5
698	нами в	2	5
699	дело происходит	5	5
700	но когда	1	5
701	в сторону	2	5
702	а герой	1	5
703	по своей	1	5
704	для наших	1	5
705	или иное	1	5
706	могла бы	4	5
707	это же	2	5
708	обратимся к	1	5
709	для чего	4	5
710	с ее	1	5
711	бы составить	1	5
712	ним и	1	5
713	для них	1	5
714	оно не	2	5
715	их и	1	5
716	можно назвать	1	5
717	это время	1	5
718	да и	4	5
719	о котором	9	5
720	в каком	7	5
721	говорится что	2	5
722	это только	5	5
723	перейдем к	2	5
724	что если	9	5
725	он как	2	5
726	в совершенно	6	5
727	в отличие	3	5
728	указывают на	1	5
729	она может	1	5
730	что во	1	5
731	д и	1	5
732	уже с	2	5
733	нас не	2	5
734	видит что	4	5
735	или с	2	5
736	д мы	1	5
737	основана на	2	5
738	эти две	4	5
739	другом месте	1	5
740	по своему	1	5
741	на все	2	5
742	же явление	1	5
743	но этим	1	5
744	на задний	1	5
745	в самых	4	5
746	но при	1	5
747	мы узнаем	2	5
748	и может	3	5
749	это можно	1	5
750	видели в	1	5
751	а когда	2	5
752	которые не	2	5
753	еще более	2	5
754	ссылаясь на	1	5
755	не годится	1	5
756	совершенно точно	2	5
757	в одно	1	5
758	только для	2	5
759	у которых	1	5
760	описывается как	1	5
761	но даже	1	5
762	всего что	1	5
763	ней и	1	5
764	мы в	3	5
765	несмотря на	5	5
766	что между	2	5
767	видит в	3	5
768	что от	2	5
769	говорит он	2	5
770	что под	1	5
771	в таком	4	5
772	на тот	1	5
773	до этого	1	5
774	хотя в	1	5
775	и затем	2	5
776	очень мало	1	5
777	в которое	2	5
778	это делает	3	5
779	и почему	3	5
780	бы быть	1	5
781	если они	1	5
782	в один	1	5
783	вступить в	1	5
784	как таковой	1	5
785	переходит в	1	5
786	лежит в	1	5
787	это уже	1	5
788	вот как	2	5
789	никак не	10	5
790	показать что	17	5
791	в нашей	5	5
792	одним словом	1	5
793	много но	1	5
794	попал в	1	5
795	туда и	1	5
796	наших целей	1	5
797	не могло	2	5
798	мы получим	2	5
799	знает что	2	5
800	ее с	1	5
801	без всякого	3	5
802	ее не	2	5
803	они были	3	5
804	отличается от	4	5
805	мы сейчас	4	5
806	это было	4	5
807	можно показать	1	5
808	их на	1	5
809	тут и	1	5
810	это в	5	5
811	задний план	1	5
812	как уже	1	5
813	имеем здесь	1	5
814	не говорит	1	5
815	он пошел	1	5
816	не сам	1	5
817	в лице	1	5
818	см и	1	5
819	в самом	18	4
820	они имеют	1	4
821	только из	1	4
822	мы найдем	5	4
823	впоследствии когда	2	4
824	в разных	1	4
825	в результате	6	4
826	эти три	3	4
827	на которых	2	4
828	что весь	3	4
829	этим он	3	4
830	здесь дело	2	4
831	ход действия	1	4
832	каждый из	2	4
833	знаем о	2	4
834	в действительности	2	4
835	и составляют	1	4
836	на пути	1	4
837	людей и	1	4
838	и начинает	1	4
839	уже указывалось	1	4
840	и формы	1	4
841	могло бы	4	4
842	что именно	7	4
843	он сам	1	4
844	и во	2	4
845	к этим	2	4
846	случае в	1	4
847	герой и	2	4
848	к их	1	4
849	о происхождении	1	4
850	бы что	2	4
851	чем в	3	4
852	заключить что	2	4
853	очевидно что	3	4
854	одном из	2	4
855	чтобы герой	2	4
856	нами как	3	4
857	тесно связаны	1	4
858	три раза	1	4
859	в городе	2	4
860	где же	1	4
861	иметь в	3	4
862	как один	1	4
863	не раз	2	4
864	того кто	1	4
865	несколько лет	1	4
866	что есть	3	4
867	в ответ	2	4
868	от нее	2	4
869	и сейчас	5	4
870	и дает	3	4
871	один раз	2	4
872	под этим	1	4
873	сами по	2	4
874	он мог	3	4
875	себя за	2	4
876	по сравнению	4	4
877	быть не	2	4
878	объяснит нам	2	4
879	с которой	2	4
880	для нее	1	4
881	матери и	1	4
882	мне не	1	4
883	которых он	3	4
884	по ходу	2	4
885	ходу действия	1	4
886	влечет за	2	4
887	находятся в	4	4
888	она живет	1	4
889	мы нашли	3	4
890	то самое	1	4
891	не содержит	1	4
892	не существует	3	4
893	в стороне	2	4
894	говорит об	1	4
895	тем более	1	4
896	но его	2	4
897	выше в	1	4
898	явление в	1	4
899	другой и	1	4
900	хотя он	1	4
901	на своих	1	4
902	что было	1	4
903	по тому	1	4
904	или нет	1	4
905	нас в	2	4
906	и которые	1	4
907	мысль о	5	4
908	другую сторону	1	4
909	когда в	2	4
910	перед собой	1	4
911	так если	1	4
912	так чтобы	2	4
913	ответить на	1	4
914	он находит	1	4
915	нельзя было	2	4
916	силы и	1	4
917	в руках	1	4
918	стороны она	1	4
919	здесь имеет	1	4
920	перед ним	2	4
921	в глаза	2	4
922	и три	1	4
923	по которой	1	4
924	с этими	1	4
925	все время	44	4
926	и вообще	2	4
927	исходит из	5	4
928	который в	1	4
929	он умер	1	4
930	и всей	1	4
931	что тот	2	4
932	с точки	5	4
933	как раз	19	4
934	когда его	2	4
935	указывает что	7	4
936	при которых	1	4
937	что их	2	4
938	узнает что	2	4
939	с матерью	1	4
940	как человек	1	4
941	всегда только	1	4
942	где герой	1	4
943	можно сделать	1	4
944	если же	3	4
945	в наших	1	4
946	бы его	3	4
947	о его	1	4
948	составить предмет	1	4
949	столь же	3	4
950	мы теперь	1	4
951	и этот	2	4
952	что касается	4	4
953	только те	1	4
954	связанное с	1	4
955	и вызывает	1	4
956	себя и	3	4
957	все они	2	4
958	еще и	1	4
959	ни к	1	4
960	признает что	1	4
961	вытекает из	2	4
962	все три	2	4
963	и между	4	4
964	тогда они	1	4
965	действия и	5	4
966	она все	2	4
967	и под	3	4
968	их с	1	4
969	легко может	1	4
970	стороны он	4	4
971	вывод что	1	4
972	почти никогда	2	4
973	что например	1	4
974	без всяких	1	4
975	дело в	4	4
976	в ту	2	4
977	этим самым	1	4
978	нисколько не	3	4
979	войти в	1	4
980	человеком и	1	4
981	гораздо шире	1	4
982	за то	3	4
983	только то	1	4
984	как не	1	4
985	еще на	1	4
986	и пытается	2	4
987	слова в	1	4
988	быть только	1	4
989	является в	2	3
990	мы постараемся	1	3
991	нашли что	1	3
992	мы находим	2	3
993	тем как	2	3
994	на другую	1	3
995	него в	1	3
996	только тот	1	3
997	ребенка и	1	3
998	именно он	2	3
999	или от	2	3
1000	все дело	1	3
1001	к каким	1	3
1002	власти над	1	3
1003	к самому	3	3
1004	весь ход	1	3
1005	смысл этого	3	3
1006	казалось бы	11	3
1007	герой все	1	3
1008	не могли	4	3
1009	смерти но	1	3
1010	в противоположность	3	3
1011	и той	4	3
1012	чего не	1	3
1013	о них	2	3
1014	не обязательно	1	3
1015	есть знак	1	3
1016	обратим внимание	1	3
1017	из всех	1	3
1018	когда человек	1	3
1019	такая же	1	3
1020	нигде не	2	3
1021	что даже	3	3
1022	точка зрения	4	3
1023	играет с	1	3
1024	бы то	1	3
1025	хотелось бы	1	3
1026	ниже мы	1	3
1027	здесь могут	1	3
1028	они к	1	3
1029	внимание на	4	3
1030	второй раз	1	3
1031	этой же	1	3
1032	обращаются с	1	3
1033	которого он	2	3
1034	всякий раз	6	3
1035	с двумя	3	3
1036	как таковое	1	3
1037	так сказать	1	3
1038	больше и	1	3
1039	воздействия на	1	3
1040	а другой	2	3
1041	могли бы	6	3
1042	средние века	1	3
1043	бы она	1	3
1044	на поле	1	3
1045	с несомненностью	2	3
1046	и та	5	3
1047	уже потому	1	3
1048	и другая	1	3
1049	совсем не	3	3
1050	имеет характер	1	3
1051	здесь ясно	1	3
1052	показывает нам	2	3
1053	где мы	3	3
1054	воду в	1	3
1055	человеческого тела	1	3
1056	которые он	4	3
1057	была бы	4	3
1058	думает что	2	3
1059	два типа	2	3
1060	и наш	1	3
1061	нам в	1	3
1062	и пусть	1	3
1063	нам понять	1	3
1064	другой вопрос	1	3
1065	к таким	3	3
1066	к его	2	3
1067	том смысле	1	3
1068	бы не	1	3
1069	каждого из	1	3
1070	к другому	2	3
1071	сейчас же	16	3
1072	на другие	1	3
1073	разница в	1	3
1074	может его	1	3
1075	только мы	1	3
1076	и поэтому	4	3
1077	тех пор	2	3
1078	убить его	1	3
1079	окажется что	1	3
1080	как если	1	3
1081	переходит к	1	3
1082	что когда	2	3
1083	не раньше	1	3
1084	при анализе	2	3
1085	верно если	1	3
1086	тем же	3	3
1087	начиная с	1	3
1088	этой мысли	1	3
1089	это ясно	1	3
1090	только при	1	3
1091	лучше всего	1	3
1092	каждый день	2	3
1093	мать и	2	3
1094	как к	1	3
1095	мы могли	5	3
1096	когда они	2	3
1097	богом и	1	3
1098	как таковая	1	3
1099	в последней	3	3
1100	одна и	2	3
1101	существа и	1	3
1102	все равно	3	3
1103	и смысл	3	3
1104	это всегда	1	3
1105	от всех	1	3
1106	всегда есть	1	3
1107	с теми	3	3
1108	сейчас увидим	3	3
1109	мы перейдем	2	3
1110	на одном	5	3
1111	и могут	1	3
1112	в такой	1	3
1113	один и	1	3
1114	людям и	1	3
1115	та что	1	3
1116	ему не	1	3
1117	на один	1	3
1118	это как	2	3
1119	относится например	1	3
1120	отца он	1	3
1121	рассматривать как	3	3
1122	что можно	1	3
1123	и вне	2	3
1124	состоят в	1	3
1125	наоборот в	1	3
1126	никому не	2	3
1127	вопросом о	1	3
1128	несомненно что	2	3
1129	роль и	2	3
1130	исходя из	7	3
1131	которая в	1	3
1132	совершенно очевидно	6	3
1133	и другую	3	3
1134	остановиться на	1	3
1135	противоречие с	2	3
1136	гораздо чаще	1	3
1137	как они	3	3
1138	в борьбе	1	3
1139	или во	1	3
1140	из нее	2	3
1141	но далеко	1	3
1142	сад и	1	3
1143	нам уже	1	3
1144	совершенно одинаково	3	3
1145	при таком	4	3
1146	речь идет	1	3
1147	иначе мы	1	3
1148	и нет	1	3
1149	его из	1	3
1150	больше чем	3	3
1151	чтобы найти	1	3
1152	не упоминается	1	3
1153	даже и	2	3
1154	доказать что	1	3
1155	имеет в	1	3
1156	но то	1	3
1157	этим не	1	3
1158	нам что	3	3
1159	это означало	1	3
1160	в средние	1	3
1161	так то	1	3
1162	от нас	2	3
1163	едва ли	3	3
1164	и эту	3	3
1165	должно быть	6	3
1166	необходимо установить	1	3
1167	собой в	2	3
1168	и заставляет	2	3
1169	но еще	3	3
1170	ни было	1	3
1171	имеем дело	1	3
1172	воды в	1	3
1173	два раза	1	3
1174	входят в	2	3
1175	как же	1	3
1176	что после	1	3
1177	в несколько	1	3
1178	сказал что	2	3
1179	и именно	8	3
1180	есть та	2	3
1181	с женщиной	1	3
1182	и царство	1	3
1183	чтобы понять	3	3
1184	даже там	1	3
1185	именно как	1	3
1186	то ни	1	3
1187	всех других	1	3
1188	все те	3	3
1189	сослаться на	1	3
1190	души в	1	3
1191	в землю	1	3
1192	как эта	1	3
1193	почему же	1	3
1194	которую в	1	3
1195	и каждый	2	3
1196	с которым	5	3
1197	которого она	1	3
1198	но никогда	1	3
1199	всего в	1	3
1200	героя не	1	3
1201	его мнению	4	3
1202	представить себе	2	3
1203	во власти	1	3
1204	в противоречие	1	3
1205	только не	5	3
1206	умер и	2	3
1207	из того	4	3
1208	погибнет от	1	3
1209	все то	6	3
1210	оказывается в	1	3
1211	оно есть	2	3
1212	не делает	1	3
1213	к самым	1	3
1214	совершенно естественно	2	3
1215	как нам	2	3
1216	в которые	1	3
1217	замуж за	1	3
1218	быть признаны	1	3
1219	сравнению с	4	3
1220	утверждают что	1	3
1221	эта мысль	1	3
1222	и до	4	3
1223	только тем	1	3
1224	совершенно неожиданно	2	3
1225	подошел к	1	3
1226	просто на	1	3
1227	в свой	1	3
1228	хотели бы	1	3
1229	точку зрения	1	3
1230	сделать это	3	3
1231	подойти к	1	3
1232	из этой	2	3
1233	от начала	1	3
1234	уже сейчас	1	3
1235	нет ни	4	3
1236	и было	2	3
1237	человека за	1	3
1238	это верно	1	3
1239	бы на	2	3
1240	что так	1	3
1241	о герое	1	3
1242	только он	2	3
1243	непосредственно в	1	3
1244	самые разнообразные	1	3
1245	этому поводу	4	3
1246	из двух	3	3
1247	здесь все	1	3
1248	бы с	1	3
1249	строится на	1	3
1250	по смыслу	2	3
1251	язык и	1	3
1252	мнение что	2	3
1253	бы дать	1	3
1254	к королю	1	3
1255	они все	1	3
1256	обычно в	1	3
1257	покажет нам	1	3
1258	оно в	2	3
1259	которую мы	2	3
1260	что нужно	1	3
1261	вопрос как	1	3
1262	себе что	1	3
1263	пор не	1	3
1264	говорит я	1	3
1265	это то	1	3
1266	останавливаться на	2	3
1267	идет речь	3	3
1268	как из	3	3
1269	этого нет	1	3
1270	бы он	1	3
1271	означало бы	1	3
1272	и посмотрим	1	3
1273	несколько дней	2	3
1274	в эти	1	3
1275	представления не	1	3
1276	само по	3	3
1277	на войне	1	3
1278	он пользуется	1	2
1279	дают в	1	2
1280	между этим	1	2
1281	с которыми	1	2
1282	говорит вот	1	2
1283	его чтобы	1	2
1284	забывает о	1	2
1285	думается что	4	2
1286	в большей	2	2
1287	каких условиях	1	2
1288	остается при	2	2
1289	в центре	2	2
1290	к другу	5	2
1291	что вопрос	1	2
1292	в углах	1	2
1293	от одного	2	2
1294	именно и	1	2
1295	героя как	1	2
1296	к другим	2	2
1297	выражено в	1	2
1298	и другим	2	2
1299	так это	1	2
1300	когда это	1	2
1301	сказывается и	1	2
1302	его все	1	2
1303	предмета и	1	2
1304	и сделал	1	2
1305	становится особенно	1	2
1306	мы считаем	1	2
1307	раз когда	1	2
1308	всем его	1	2
1309	выражены в	1	2
1310	отца в	1	2
1311	в предыдущих	1	2
1312	и должна	1	2
1313	характер в	1	2
1314	одной и	4	2
1315	забудем что	1	2
1316	образом что	6	2
1317	сюжета мы	1	2
1318	дать ответ	1	2
1319	свою очередь	1	2
1320	свой материал	1	2
1321	мы ни	1	2
1322	меч и	1	2
1323	нас на	1	2
