N	2gram	Losev_Dial	Komedia
294	из того	2	5
295	за пределы	3	5
296	том как	2	5
297	признать что	1	5
298	конечно не	6	5
299	да еще	1	5
300	и если	5	5
301	у меня	2	5
302	только один	1	5
303	вслед за	1	5
304	же самое	1	5
305	той же	6	5
306	что я	3	5
307	этом отношении	2	5
308	и после	1	5
309	это не	13	5
310	мы имеем	3	5
311	он и	3	5
312	по существу	2	5
313	и без	4	5
314	к своему	1	5
315	и я	3	5
316	речи о	1	5
317	от отца	5	5
318	от того	9	5
319	что из	1	5
320	жизни и	8	5
321	чаще всего	3	5
322	для этого	3	5
323	что на	3	5
324	мира в	1	5
325	вв в	1	4
326	нас в	3	4
327	чтобы в	1	4
328	в духе	1	4
329	новое время	1	4
330	и опять	1	4
331	из самых	3	4
332	например в	3	4
333	их в	2	4
334	отца и	2	4
335	всякого рода	1	4
336	не всегда	3	4
337	из себя	3	4
338	перед ним	1	4
339	в глаза	1	4
340	его не	3	4
341	одна из	4	4
342	от ее	1	4
343	ближе к	1	4
344	все его	2	4
345	к человеку	1	4
346	в состоянии	1	4
347	к которому	1	4
348	и этим	3	4
349	одно из	8	4
350	не о	6	4
351	прежде чем	2	4
352	силу этого	3	4
353	я не	11	4
354	как видим	2	4
355	между ними	1	4
356	с отцом	1	4
357	же как	4	4
358	в себя	4	4
359	что эта	2	4
360	по своей	1	4
361	образом в	1	4
362	из этого	3	4
363	обвинения в	1	4
364	которые он	1	4
365	был бы	2	4
366	не на	7	4
367	стороны и	1	4
368	сравнению с	1	4
369	нет ничего	14	4
370	что мы	10	4
371	то и	5	4
372	наконец в	1	4
373	по сравнению	1	4
374	каждый из	1	4
375	что же	12	4
376	или к	2	4
377	ничем не	7	4
378	что с	2	4
379	видеть в	1	4
380	у нас	7	4
381	чем же	3	4
382	все равно	5	4
383	в свои	1	4
384	а то	2	4
385	с их	4	4
386	что ему	1	4
387	по его	2	4
388	или менее	1	4
389	такой же	1	4
390	мог бы	2	4
391	е в	4	4
392	и их	1	4
393	пор не	1	4
394	в пределах	1	4
395	далеко не	1	4
396	чтобы не	4	4
397	у нее	1	4
398	всем том	1	4
399	в основе	6	4
400	меньше чем	2	4
401	во всем	5	3
402	от него	2	3
403	всего это	2	3
404	к этой	2	3
405	или по	4	3
406	до самого	1	3
407	всю свою	1	3
408	по себе	31	3
409	более или	1	3
410	или на	2	3
411	конечном счете	1	3
412	если он	2	3
413	не столь	1	3
414	сам же	1	3
415	при всей	1	3
416	было в	2	3
417	видно что	1	3
418	представления о	1	3
419	выходит из	1	3
420	из жизни	1	3
421	только на	8	3
422	и когда	4	3
423	приходит к	1	3
424	людей и	2	3
425	от своего	2	3
426	всего этого	2	3
427	другой раз	1	3
428	ни одного	2	3
429	как на	6	3
430	ней и	1	3
431	в споре	1	3
432	в нашем	1	3
433	находится в	2	3
434	же она	3	3
435	при виде	1	3
436	для понимания	1	3
437	что именно	10	3
438	нет никаких	3	3
439	раз на	2	3
440	о ней	3	3
441	этих двух	1	3
442	теперь же	1	3
443	и за	1	3
444	для своего	1	3
445	и притом	10	3
446	отношения к	4	3
447	в таком	15	3
448	обстоятельство что	1	3
449	ясно только	1	3
450	от этого	5	3
451	а его	1	3
452	должно было	1	3
453	на себе	4	3
454	бы к	2	3
455	в устах	1	3
456	ли это	1	3
457	было только	1	3
458	он в	1	3
459	их к	1	3
460	этим же	1	3
461	и есть	24	3
462	мы помним	1	3
463	сказать о	1	3
464	в один	2	3
465	на месте	1	3
466	почти не	1	3
467	его с	1	3
468	для себя	2	3
469	и из	2	3
470	не могут	6	3
471	не мешает	3	3
472	не более	1	3
473	мы понимаем	3	3
474	если это	2	3
475	быть даже	1	3
476	судить по	1	3
477	как о	6	3
478	с ними	3	3
479	друг от	1	3
480	совершенно не	6	3
481	и более	1	3
482	бог и	1	3
483	и уже	5	3
484	не меньше	2	3
485	чем не	1	3
486	к своим	1	3
487	если мы	5	3
488	только при	1	3
489	том же	1	3
490	казалось бы	1	3
491	в самой	1	3
492	как к	2	3
493	нет ни	5	3
494	сам себя	1	3
495	ее на	1	3
496	сам он	1	3
497	не без	1	3
498	на что	2	3
499	бы на	1	3
500	такое же	1	3
501	мы находим	5	3
502	в виде	11	3
503	однако не	2	3
504	от друга	1	3
505	и эта	1	3
506	только два	1	3
507	с той	1	3
508	этой цели	1	3
509	на все	1	3
510	высшей степени	1	3
511	нисколько не	4	3
512	в каждой	1	3
513	должен быть	1	3
514	и таким	1	3
515	в одной	4	3
516	на них	2	3
517	жизнь и	9	3
518	и потому	6	3
519	сам не	2	3
520	а как	2	3
521	она не	10	3
522	но при	1	3
523	а из	3	3
524	только как	7	3
525	то обстоятельство	1	3
526	не с	1	3
527	стало быть	23	3
528	идет речь	4	3
529	ведь мы	1	3
530	они не	3	3
531	будто бы	1	3
532	и самого	1	3
533	же можно	2	3
534	в голову	1	3
535	все еще	2	3
536	право на	1	3
537	имевшие место	1	3
538	в эти	1	3
539	является ли	1	3
540	если она	4	3
541	он с	1	3
542	в лице	1	3
543	вплоть до	2	3
544	не к	1	3
545	находим в	1	2
546	философии и	1	2
547	в душе	1	2
548	из сторон	1	2
549	и очень	1	2
550	на эти	1	2
551	же и	2	2
552	да что	2	2
553	реальной жизни	1	2
554	говорит о	5	2
555	с презрением	1	2
556	те же	1	2
557	не как	1	2
558	точно так	3	2
559	остановиться на	1	2
560	отдельно от	1	2
561	связь с	1	2
562	ко всем	1	2
563	встречается в	1	2
564	явно не	1	2
565	ни одна	1	2
566	жизнь в	2	2
567	каким образом	1	2
568	что последний	1	2
569	как об	1	2
570	из всего	1	2
571	превращается в	6	2
572	меня в	2	2
573	в собственном	3	2
574	в порядке	1	2
575	ничего о	1	2
576	друга и	1	2
577	и достаточно	1	2
578	почти все	1	2
579	как только	5	2
580	на первый	4	2
581	это опять	1	2
582	нам не	1	2
583	и третий	1	2
584	обмана и	1	2
585	не могли	1	2
586	которой он	1	2
587	начиная от	1	2
588	в противоположность	3	2
589	и следовательно	2	2
590	чуть не	1	2
591	вопрос не	1	2
592	в этот	3	2
593	поэтому мы	1	2
594	об отношении	1	2
595	но они	3	2
596	не вполне	2	2
597	так мы	1	2
598	друг на	1	2
599	и формы	2	2
600	и новая	1	2
601	я думаю	2	2
602	чтобы они	1	2
603	без всякого	2	2
604	него не	1	2
605	этот человек	1	2
606	они должны	1	2
607	в основу	1	2
608	такая же	1	2
609	как от	1	2
610	думаю что	1	2
611	что все	16	2
612	в зависимости	3	2
613	от себя	5	2
614	что даже	2	2
615	а мы	3	2
616	мало кто	1	2
617	к ее	2	2
618	случае в	1	2
619	за несколько	1	2
620	которую можно	2	2
621	то в	5	2
622	мы видим	4	2
623	событий а	2	2
624	она и	3	2
625	менее в	1	2
626	хочет быть	4	2
627	жизни так	1	2
628	знали что	3	2
629	но еще	2	2
630	с тех	2	2
631	почему в	1	2
632	и сама	6	2
633	с другими	1	2
634	несколько минут	1	2
635	в конечном	1	2
636	к отцу	2	2
637	и можно	5	2
638	сказал что	1	2
639	вещей и	6	2
640	очевидно что	1	2
641	я и	2	2
642	подобно тому	5	2
643	и она	4	2
644	по одному	3	2
645	из чего	2	2
646	и жизнь	1	2
647	его жизни	1	2
648	можно насчитать	1	2
649	слово в	2	2
650	точек зрения	1	2
651	в смысле	4	2
652	за другой	1	2
653	обе они	1	2
654	в философии	1	2
655	а для	2	2
656	и мир	1	2
657	со всей	1	2
658	пор в	1	2
659	однако и	1	2
660	в лучшем	2	2
661	мы уже	6	2
662	ту же	1	2
663	совсем не	1	2
664	в детстве	1	2
665	на нем	3	2
666	если же	8	2
667	за ними	1	2
668	и та	4	2
669	и является	2	2
670	начинается с	1	2
671	сами эти	2	2
672	у вас	2	2
673	но об	1	2
674	своим собственным	3	2
675	этот вопрос	1	2
676	была уже	1	2
677	она была	3	2
678	того кто	4	2
679	общего с	1	2
680	посмел бы	1	2
681	бы его	2	2
682	но прежде	1	2
683	что только	1	2
684	или может	1	2
685	в общем	1	2
686	бы ни	1	2
687	служит как	1	2
688	с ее	10	2
689	гораздо более	1	2
690	понять что	1	2
691	меня и	2	2
692	всех вещей	1	2
693	не будет	5	2
694	должна быть	11	2
695	в жизни	4	2
696	с такой	1	2
697	и при	4	2
698	есть для	1	2
699	и дает	1	2
700	содержания и	1	2
701	это уже	2	2
702	никак не	3	2
703	ему все	2	2
704	из классических	1	2
705	опять все	1	2
706	со всеми	2	2
707	от их	1	2
708	не ясно	1	2
709	этой точки	4	2
710	однако что	2	2
711	с целью	1	2
712	предполагать что	1	2
713	даже при	1	2
714	этом смысле	1	2
715	и так	2	2
716	с огромной	1	2
717	жизни в	1	2
718	себя и	3	2
719	ли он	1	2
720	о котором	4	2
721	в известном	1	2
722	знает что	2	2
723	подходить к	1	2
724	ничего нет	5	2
725	нет в	1	2
726	к другому	2	2
727	же теперь	1	2
728	в которые	1	2
729	слова о	1	2
730	внимание что	1	2
731	перед нами	5	2
732	я говорю	2	2
733	речь в	1	2
734	с гордостью	1	2
735	земли и	1	2
736	не дал	1	2
737	это только	1	2
738	быть не	3	2
739	а может	1	2
740	зависимости от	4	2
741	слова и	1	2
742	с которой	2	2
743	именно на	1	2
744	отношении к	1	2
745	же если	1	2
746	в каком	9	2
747	как например	2	2
748	связанных с	1	2
749	имеем в	1	2
750	что здесь	3	2
751	нем не	2	2
752	лучше всего	1	2
753	не знаем	1	2
754	обычно не	2	2
755	во втором	1	2
756	здесь не	2	2
757	в свой	1	2
758	сама она	2	2
759	по отдельным	1	2
760	у них	1	2
761	но это	10	2
762	только потому	4	2
763	во времени	1	2
764	не будучи	2	2
765	об их	1	2
766	одних и	2	2
767	в свое	1	2
768	из отдельных	1	2
769	и всякий	4	2
770	мир в	3	2
771	пока что	1	2
772	основе своей	1	2
773	своей любви	1	2
774	нас не	1	2
775	так уже	1	2
776	ее из	1	2
777	еще и	2	2
778	для него	4	2
779	не для	1	2
780	не отличаются	1	2
781	того что	22	2
782	о нем	6	2
783	ее в	3	2
784	в полном	1	2
785	то мы	3	2
786	бы и	2	2
787	была бы	5	2
788	этого не	2	2
789	как этот	1	2
790	понимать как	4	2
791	все эти	4	2
792	эти две	5	2
793	при таком	2	2
794	и целые	1	2
795	при его	3	2
796	мере в	3	2
797	на свете	8	2
798	что эти	1	2
799	сказать и	1	2
800	но его	3	2
801	еще до	1	2
802	и тех	2	2
803	первый план	4	2
804	и только	6	2
805	же от	2	2
806	как же	9	2
807	она должна	3	2
808	не надо	3	2
809	что вы	1	2
810	это как	3	2
811	тому как	5	2
812	дело не	2	2
813	и может	2	2
814	имеет в	1	2
815	сорок лет	1	2
816	не знаю	1	2
817	чтобы потом	1	2
818	же что	1	2
819	это была	1	2
820	или его	1	2
821	это однако	1	2
822	тем самым	3	2
823	как не	4	2
824	наравне с	1	2
825	с кем	1	2
826	человека и	2	2
827	скажет что	1	2
828	бы по	1	2
829	помнить что	2	2
830	это дает	2	2
831	себе не	3	2
832	память о	1	2
833	остается только	1	2
834	первый ответ	1	1
835	это на	1	1
836	они являются	1	1
837	где для	1	1
838	на родину	1	1
839	можно говорить	2	1
840	существенное различие	1	1
841	и мира	4	1
842	мы и	4	1
843	не понимает	1	1
844	их из	1	1
845	о теле	1	1
846	вывод из	1	1
847	от идеала	2	1
848	в такое	1	1
849	познания и	2	1
850	он перед	1	1
851	в применении	1	1
852	мы впервые	1	1
853	эта идея	1	1
854	ли его	2	1
855	они уже	1	1
856	в разных	2	1
857	или нет	8	1
858	кроме того	8	1
859	думается что	1	1
860	в некоторых	3	1
861	по общему	1	1
862	и говорить	3	1
863	что человек	1	1
864	и таких	1	1
865	время не	1	1
866	на нас	1	1
867	с наступлением	1	1
868	о времени	3	1
869	из ее	3	1
870	ни слова	1	1
871	вопрос об	3	1
872	нет никакой	7	1
873	причем эта	1	1
874	от одного	2	1
875	вот что	1	1
876	на каждой	1	1
877	это часть	1	1
878	о мире	1	1
879	образом что	1	1
880	на такой	1	1
881	она является	1	1
882	уже на	1	1
883	ведет к	1	1
884	ясно из	1	1
885	много раз	1	1
886	мы получаем	1	1
887	стороны в	1	1
888	я могу	2	1
889	о полном	1	1
890	самого и	1	1
891	уме и	1	1
892	как таковой	6	1
893	а именно	7	1
894	отца а	1	1
895	отца но	1	1
896	перешла в	1	1
897	отличается от	9	1
898	силами и	1	1
899	которое не	2	1
900	нет собственно	1	1
901	мало того	2	1
902	себя не	1	1
903	не думал	1	1
904	в явление	1	1
905	не его	1	1
906	только теперь	2	1
907	мира сего	1	1
908	все их	1	1
909	и нет	9	1
910	а вместе	1	1
911	а что	6	1
912	заинтересованность и	1	1
913	природы в	2	1
914	только благодаря	1	1
915	я вижу	4	1
916	и отчасти	1	1
917	ответить на	1	1
918	попадать в	1	1
919	в данном	6	1
920	значение только	1	1
921	находит в	1	1
922	было прийти	1	1
923	не говорит	6	1
924	себя то	2	1
925	будет и	1	1
926	своего собственного	2	1
927	применении к	1	1
928	нет ибо	1	1
929	что мне	2	1
930	он только	1	1
931	своей природе	1	1
932	жизни эта	1	1
933	пост и	1	1
934	в новом	1	1
935	даже и	9	1
936	этого последнего	1	1
937	пор пока	1	1
938	вот теперь	1	1
939	говорить не	3	1
940	приходится говорить	1	1
941	ее у	1	1
942	но даже	4	1
943	в некоем	2	1
944	любят и	1	1
945	е о	3	1
946	он помогает	1	1
947	платона и	1	1
948	понимаем что	1	1
949	не признать	1	1
950	отвлеченных понятий	1	1
951	почему только	1	1
952	что вся	1	1
953	для нее	1	1
954	и трудно	1	1
955	он дает	2	1
956	все прочее	1	1
957	путь для	1	1
958	случае все	1	1
959	что люди	1	1
960	о них	1	1
961	ну а	3	1
962	забудем что	1	1
963	существу своему	2	1
964	хоть немного	1	1
965	и была	1	1
966	мы употребляем	1	1
967	естественно и	2	1
968	чем его	1	1
969	не что	6	1
970	рассуждение о	1	1
971	нем это	1	1
972	жизнь во	1	1
973	жизни он	2	1
974	скоро же	1	1
975	точке зрения	1	1
976	мере не	1	1
977	заходит о	1	1
978	всегда и	4	1
979	и себя	1	1
980	е явление	1	1
981	не посмел	1	1
982	одного то	1	1
983	об исторических	1	1
984	бога и	1	1
985	тезис о	1	1
986	заметить что	2	1
987	тем кто	2	1
988	в контексте	1	1
989	принять за	1	1
990	именно так	2	1
991	протеста против	1	1
992	эти вопросы	1	1
993	раньше не	1	1
994	ли она	1	1
995	есть по	2	1
996	без того	3	1
997	но никак	1	1
998	не умеет	2	1
999	это что	1	1
1000	исходит из	2	1
1001	воли и	2	1
1002	неизвестно чем	1	1
1003	и всякого	2	1
1004	именно с	1	1
1005	этот момент	2	1
1006	не получает	1	1
1007	коем случае	4	1
1008	и благочестивый	1	1
1009	и чувства	1	1
1010	на котором	2	1
1011	и две	1	1
1012	и разная	1	1
1013	уже по	3	1
1014	были бы	2	1
1015	связанное с	1	1
1016	превратился в	2	1
1017	но вы	1	1
1018	разницей что	1	1
1019	не требуется	1	1
1020	не просто	20	1
1021	но так	2	1
1022	строго говоря	2	1
1023	не шел	1	1
1024	кто является	1	1
1025	то о	2	1
1026	есть также	3	1
1027	никакому сомнению	1	1
1028	что должна	1	1
1029	рассчитывать что	1	1
1030	д все	1	1
1031	лишь тогда	1	1
1032	только не	10	1
1033	и совершенно	2	1
1034	и все-таки	1	1
1035	и одинаково	1	1
1036	ее и	2	1
1037	находить и	1	1
1038	то оно	1	1
1039	содержится в	3	1
1040	самого ее	1	1
1041	как такового	1	1
1042	а наоборот	1	1
1043	от его	2	1
1044	что иное	6	1
1045	еще раньше	1	1
1046	в какую-нибудь	2	1
1047	отдельные его	1	1
1048	и больше	5	1
1049	бросил ее	1	1
1050	a что	2	1
1051	виду конечно	1	1
1052	образом как	1	1
1053	на том	1	1
1054	он к	1	1
1055	внимание на	1	1
1056	с отдельными	1	1
1057	быть в	4	1
1058	сама же	2	1
1059	сущности и	6	1
1060	то для	1	1
1061	с нею	1	1
1062	корнями в	1	1
1063	имеем дело	2	1
1064	и раньше	1	1
1065	обратил внимание	1	1
1066	не думает	1	1
1067	не кажется	1	1
1068	зрения самого	1	1
1069	не получилось	1	1
1070	и никакой	3	1
1071	не больше	4	1
1072	видно как	1	1
1073	видит в	1	1
1074	мировоззрения и	1	1
1075	если оно	4	1
1076	еще одним	1	1
1077	нового и	1	1
1078	во всей	1	1
1079	бы только	3	1
1080	существовали в	1	1
1081	или не	10	1
1082	не делая	1	1
1083	это произошло	1	1
1084	ее от	2	1
1085	то не	2	1
1086	что под	1	1
1087	высказать в	1	1
1088	от кого	1	1
1089	зритель уже	1	1
1090	быть только	2	1
1091	призыв к	2	1
1092	человек и	1	1
1093	он ни	1	1
1094	воздействие на	1	1
1095	без него	1	1
1096	и само	3	1
1097	эти три	1	1
1098	сопоставимы с	1	1
1099	человек в	1	1
1100	себя как	3	1
1101	которое и	1	1
1102	без которого	1	1
1103	понимающих друг	1	1
1104	сознания как	1	1
1105	иным как	1	1
1106	следовательно и	2	1
1107	если я	2	1
1108	и оказывается	2	1
1109	части а	1	1
1110	что стало	1	1
1111	древней греции	1	1
1112	возможности для	1	1
1113	пролога на	1	1
1114	людьми и	1	1
1115	в сторону	1	1
1116	а только	2	1
1117	что как	1	1
1118	ли кто-нибудь	1	1
1119	речь заходит	1	1
1120	он сам	1	1
1121	чтобы его	1	1
1122	то надо	1	1
1123	из другого	2	1
1124	той или	3	1
1125	понятий и	1	1
1126	на которую	1	1
1127	складывается из	1	1
1128	стоит ли	1	1
1129	всей их	1	1
1130	только от	2	1
1131	именно как	3	1
1132	и понимаем	1	1
1133	мы же	1	1
1134	о себе	2	1
1135	но как	3	1
1136	лица и	1	1
1137	что же?	1	1
1138	еще целый	1	1
1139	красотой и	1	1
1140	лишь ее	1	1
1141	не сводится	1	1
1142	своего знания	1	1
1143	что нет	5	1
1144	говорил о	2	1
1145	мысль и	1	1
1146	и нам	1	1
1147	сына в	1	1
1148	событие как	2	1
1149	принципов и	1	1
1150	не видят	1	1
1151	чтобы он	1	1
1152	когда я	1	1
1153	зрения в	3	1
1154	ибо и	3	1
1155	и необходимость	2	1
1156	мне его	1	1
1157	возникшее в	1	1
1158	в область	2	1
1159	и судьба	2	1
1160	остается на	1	1
1161	найти себе	1	1
1162	явления в	1	1
1163	он стал	1	1
1164	сюда же	2	1
1165	но зато	2	1
1166	же страсти	1	1
1167	иметь в	3	1
1168	уже одно	1	1
1169	реальная жизнь	3	1
1170	это может	1	1
1171	военных действий	1	1
1172	отпадает необходимость	1	1
1173	но тут	2	1
1174	самому существу	1	1
1175	реального исторического	1	1
1176	значение и	1	1
1177	всякого другого	6	1
1178	отнестись к	1	1
1179	почему же	3	1
1180	превратилась в	1	1
1181	тот или	2	1
1182	к весьма	1	1
1183	знаем что	1	1
1184	крайней мере	10	1
1185	но чем	1	1
1186	это вовсе	1	1
1187	результат этого	1	1
1188	не видя	1	1
1189	происходит из	1	1
1190	культуры и	2	1
1191	и никогда	1	1
1192	время на	1	1
1193	то следовательно	4	1
1194	нападает на	1	1
1195	оба они	2	1
1196	его как	6	1
1197	это такое?	1	1
1198	о других	1	1
1199	во-вторых поскольку	1	1
1200	не суждено	1	1
1201	но ничего	1	1
1202	мы будем	1	1
1203	все остальное	4	1
1204	я также	1	1
1205	в одинаковых	1	1
1206	об этих	1	1
1207	еще остается	1	1
1208	бы быть	2	1
1209	заставила его	1	1
1210	ибо в	1	1
1211	там где	1	1
1212	жизни ибо	1	1
1213	показывает что	4	1
1214	или иного	3	1
1215	в него	2	1
1216	потому он	1	1
1217	он должен	3	1
1218	одного и	1	1
1219	еще с	1	1
1220	было с	1	1
1221	со слезами	1	1
1222	не отличается	5	1
1223	следовательно не	2	1
1224	и сами	2	1
1225	нему с	1	1
1226	можно только	5	1
1227	не выдерживает	1	1
1228	для самого	1	1
1229	в особенности	9	1
1230	разумно и	1	1
1231	себе самом	1	1
1232	нет а	1	1
1233	трудно сказать	1	1
1234	с полной	3	1
1235	есть даже	1	1
1236	и стало	6	1
1237	собственном смысле	1	1
1238	за ее	1	1
1239	и этот	1	1
1240	можно понять	1	1
1241	веры нет	1	1
1242	уяснить себе	1	1
1243	опирается на	1	1
1244	всеми ее	1	1
1245	они и	1	1
1246	необходимость его	1	1
1247	как с	2	1
1248	и опустошение	1	1
1249	бы при	1	1
1250	для каждой	1	1
1251	то есть	1	1
1252	условий и	1	1
1253	самой жизни	1	1
1254	одного или	1	1
1255	смысле слова	1	1
1256	из таких	1	1
1257	и одно	2	1
1258	сына он	1	1
1259	и далее	1	1
1260	все на	5	1
1261	душе и	2	1
1262	и должен	1	1
1263	этого мало	1	1
1264	уже говорить	1	1
1265	исключительно с	1	1
1266	сам по	6	1
1267	не требует	1	1
1268	времени когда	3	1
1269	находятся в	1	1
1270	что сам	1	1
1271	представим себе	1	1
1272	разного рода	2	1
1273	утверждает что	3	1
1274	он почти	1	1
1275	рождение ребенка	4	1
1276	сами они	1	1
1277	уже нет	1	1
1278	очень много	3	1
1279	и вполне	1	1
1280	если эти	1	1
1281	мере с	1	1
1282	за что	1	1
1283	всеми их	1	1
1284	и одной	1	1
1285	кто не	1	1
1286	но только	7	1
1287	все то	1	1
1288	отличаются от	1	1
1289	в обратном	1	1
1290	ни о	8	1
1291	сил и	2	1
1292	делится на	4	1
1293	с таким	1	1
1294	что угодно	2	1
1295	своих исконных	1	1
1296	что первенство	1	1
1297	претендует на	2	1
1298	но вот	3	1
1299	ведь она	1	1
1300	взятые вместе	2	1
1301	веры в	2	1
1302	и будет	1	1
1303	необычности и	1	1
1304	другой как	1	1
1305	можно назвать	3	1
1306	относятся к	1	1
1307	и каждому	1	1
1308	и они	3	1
1309	если принять	1	1
1310	женщин с	1	1
1311	от чего	7	1
1312	у читателя	1	1
1313	вы думаете	2	1
1314	которые могут	1	1
1315	в слове	3	1
1316	и абсолютно	3	1
1317	них он	1	1
1318	аристотель и	1	1
1319	не видно	2	1
1320	может не	4	1
1321	у одного	1	1
