N	2gram	Propp_Isto	Analitik
272	путь к	1	5
273	как предмет	1	5
274	одну из	5	5
275	в искусстве	1	5
276	еще в	2	5
277	такой же	3	5
278	таким же	5	5
279	связь с	20	4
280	в своих	4	4
281	что по	1	4
282	так в	5	4
283	с этим	7	4
284	обращает на	1	4
285	состоит не	1	4
286	только на	2	4
287	что же	1	4
288	сказать что	2	4
289	на него	10	4
290	что она	3	4
291	не все	1	4
292	к нему	5	4
293	и представляет	1	4
294	сколько бы	1	4
295	не было	2	4
296	в которой	4	4
297	одним из	4	4
298	между ними	2	4
299	встрече с	1	4
300	бы в	1	4
301	мы уже	6	4
302	в ответ	1	4
303	и что	13	4
304	и от	1	4
305	и есть	3	4
306	его к	3	4
307	а как	3	4
308	герой не	3	4
309	были бы	1	4
310	представляют собой	6	4
311	как он	6	4
312	оказывается в	1	4
313	а именно	8	4
314	с ними	4	4
315	который не	1	4
316	и т	39	4
317	это и	3	4
318	его и	2	4
319	потому что	18	4
320	того чтобы	3	4
321	и если	1	4
322	и тогда	2	4
323	или иных	1	4
324	вслед за	1	4
325	на две	1	4
326	и во	1	4
327	здесь и	2	4
328	но это	10	4
329	обратиться к	1	4
330	как к	1	4
331	все они	1	4
332	о нем	3	4
333	ему в	3	4
334	так у	4	4
335	свидетельствует о	1	4
336	как у	2	4
337	от которого	2	4
338	при встрече	1	4
339	ее в	8	4
340	здесь в	1	4
341	на которой	4	4
342	указывает на	1	4
343	нас к	10	4
344	или даже	1	4
345	по своему	1	4
346	об этом	6	4
347	человека в	5	4
348	но при	2	4
349	его не	3	4
350	наконец в	1	4
351	на основе	1	4
352	что случилось	1	4
353	и ее	1	4
354	основе своей	1	4
355	отношение к	3	4
356	и о	2	4
357	в области	1	4
358	или точнее	1	4
359	от него	2	3
360	живого и	1	3
361	к этой	3	3
362	с этой	4	3
363	его за	2	3
364	в виду	1	3
365	и с	8	3
366	на свою	2	3
367	в жизни	1	3
368	с тем	9	3
369	только для	1	3
370	в момент	1	3
371	вопрос о	5	3
372	текста это	1	3
373	на самом	1	3
374	это было	2	3
375	этой связи	1	3
376	и те	1	3
377	себе в	3	3
378	то его	2	3
379	и далее	1	3
380	обратим внимание	2	3
381	пока еще	1	3
382	как на	3	3
383	в мировом	1	3
384	что все	4	3
385	в зависимости	1	3
386	на котором	3	3
387	к ее	1	3
388	на почве	1	3
389	при анализе	2	3
390	что у	6	3
391	после чего	3	3
392	в состоянии	1	3
393	которого он	1	3
394	связи с	10	3
395	не говорит	2	3
396	с двумя	1	3
397	очевидно что	3	3
398	в связи	6	3
399	человек в	2	3
400	служит для	1	3
401	что как	1	3
402	он сам	1	3
403	не был	1	3
404	остается в	1	3
405	здесь как	3	3
406	смысл и	1	3
407	чистом виде	1	3
408	легко можно	1	3
409	хотя в	1	3
410	в тех	4	3
411	и тот	1	3
412	тот или	1	3
413	из этого	3	3
414	бы ни	1	3
415	на место	2	3
416	и следует	1	3
417	во время	12	3
418	в четыре	1	3
419	всех этих	2	3
420	означает что	3	3
421	например в	11	3
422	тогда когда	3	3
423	на первом	2	3
424	что они	3	3
425	в наиболее	1	3
426	никак не	1	3
427	борьбы с	3	3
428	себе не	1	3
429	этом как	1	3
430	оно не	1	3
431	если не	4	3
432	до этого	3	3
433	с целью	2	3
434	никто не	4	3
435	ли он	2	3
436	о котором	1	3
437	зависимости от	1	3
438	во сне	5	3
439	человека и	2	3
440	ни к	1	3
441	то он	2	3
442	он же	2	3
443	тех же	2	3
444	быть не	1	3
445	из его	2	3
446	и наоборот	1	3
447	из наиболее	1	3
448	героя в	11	3
449	мог бы	2	3
450	на этот	2	3
451	смерть и	2	3
452	попадает в	5	3
453	на языке	1	3
454	так как	19	3
455	они не	5	3
456	том числе	3	3
457	иметь дело	1	3
458	где он	1	3
459	же не	1	3
460	ведь это	1	3
461	но с	1	3
462	в таких	3	3
463	сам по	1	3
464	а то	1	3
465	мира и	2	3
466	к своему	2	3
467	и я	1	3
468	этих двух	1	3
469	может иметь	2	3
470	она не	7	3
471	также и	2	3
472	в ней	8	3
473	но он	2	3
474	одни и	1	3
475	мы узнаем	2	3
476	независимо от	1	3
477	мы должны	7	3
478	и может	2	3
479	борьба с	1	3
480	человека с	2	3
481	этих случаях	10	3
482	идет о	1	3
483	же самое	1	3
484	все того	1	3
485	говорилось выше	1	3
486	собой лишь	1	3
487	когда он	7	3
488	слова в	1	3
489	это означает	2	3
490	жизни и	4	3
491	все еще	6	3
492	на то	3	3
493	может и	1	3
494	для этого	3	3
495	и наконец	2	3
496	не к	1	3
497	над нами	2	2
498	случае мы	2	2
499	тому что	1	2
500	не исключают	2	2
501	следует что	1	2
502	два различных	1	2
503	или нет	1	2
504	этого момента	1	2
505	с появлением	6	2
506	мыслится как	1	2
507	от них	2	2
508	встречается в	3	2
509	нами и	2	2
510	пребывание в	6	2
511	мы и	3	2
512	к другим	1	2
513	если он	2	2
514	их в	7	2
515	в одно	2	2
516	на эту	1	2
517	не вполне	1	2
518	его что	2	2
519	интересно что	6	2
520	в иной	12	2
521	он по	2	2
522	этой стороны	1	2
523	широком смысле	1	2
524	но мы	5	2
525	так например	3	2
526	на первый	1	2
527	на этой	5	2
528	героя или	1	2
529	что этот	5	2
530	языка в	1	2
531	имеет в	1	2
532	и смерть	2	2
533	меня к	1	2
534	во многих	1	2
535	совершенно очевидно	1	2
536	войти в	1	2
537	в два	1	2
538	смерти и	3	2
539	но они	1	2
540	на пути	2	2
541	обращаясь к	1	2
542	не обязательно	2	2
543	уже и	3	2
544	так же	14	2
545	в чистом	1	2
546	от лица	1	2
547	в иную	1	2
548	отец его	1	2
549	к ним	2	2
550	приходят к	1	2
551	из рассмотренных	1	2
552	впрочем в	1	2
553	перед ним	1	2
554	тех случаях	1	2
555	тем кто	1	2
556	места для	1	2
557	быть в	1	2
558	с этими	3	2
559	миф и	1	2
560	сих пор	7	2
561	во всей	1	2
562	в стране	1	2
563	друг с	2	2
564	не просто	1	2
565	они могут	1	2
566	чем это	1	2
567	характерно что	2	2
568	это своего	1	2
569	на втором	1	2
570	ее и	3	2
571	мы видим	12	2
572	к их	1	2
573	от его	1	2
574	собой в	1	2
575	к себе	3	2
576	т е	27	2
577	что при	5	2
578	далеко за	1	2
579	не удается	1	2
580	мы можем	6	2
581	не путем	1	2
582	е к	1	2
583	противоречие с	1	2
584	между прочим	2	2
585	с изображением	2	2
586	герой в	5	2
587	о которых	4	2
588	а только	1	2
589	наконец четвертая	1	2
590	и мотив	1	2
591	могло бы	1	2
592	момент смерти	2	2
593	пребывания в	1	2
594	я был	2	2
595	во-вторых они	1	2
596	приобщение к	1	2
597	что даже	2	2
598	не означает	1	2
599	не могу	1	2
600	этой точки	2	2
601	не тот	1	2
602	одежду и	1	2
603	здесь мы	7	2
604	вообще не	1	2
605	но зато	1	2
606	одно и	2	2
607	в форме	5	2
608	этот вопрос	2	2
609	себя за	1	2
610	и анализ	1	2
611	которые и	1	2
612	никогда в	1	2
613	к первому	1	2
614	только с	1	2
615	что во	2	2
616	вера в	2	2
617	и др	6	2
618	в доме	3	2
619	них не	2	2
620	что может	1	2
621	мы будем	1	2
622	ей не	1	2
623	в окно	1	2
624	для чего	2	2
625	имеет свою	1	2
626	до его	2	2
627	еще одно	1	2
628	судя по	1	2
629	доказывает что	1	2
630	и сами	1	2
631	мире и	1	2
632	утверждать что	2	2
633	до сих	7	2
634	существования и	1	2
635	вступить в	1	2
636	та же	2	2
637	за ним	4	2
638	и конечно	1	2
639	и должны	1	2
640	вступил в	1	2
641	же является	1	2
642	ним и	2	2
643	в противоречие	1	2
644	и при	3	2
645	художественного творчества	1	2
646	что это	8	2
647	от нас	1	2
648	не требует	1	2
649	все его	2	2
650	должен был	1	2
651	своей дочери	1	2
652	с этого	2	2
653	между которыми	1	2
654	на месте	1	2
655	даже не	2	2
656	в процессе	1	2
657	таких случаях	2	2
658	не имеет	4	2
659	смертью в	1	2
660	смерть в	1	2
661	не видно	2	2
662	есть на	2	2
663	думать что	2	2
664	нет ничего	1	2
665	всех частей	1	2
666	истории не	1	2
667	же я	1	2
668	не имеют	2	2
669	в течение	2	2
670	это только	2	2
671	и второй	1	2
672	у меня	1	2
673	вступление в	1	2
674	на это	1	2
675	не сам	1	2
676	время в	2	2
677	в которую	2	2
678	получает от	1	2
679	при помощи	11	2
680	б в	2	2
681	и стал	2	2
682	тем же	1	2
683	и служит	1	2
684	да к	1	2
685	легко может	1	2
686	он может	4	2
687	но если	2	2
688	видел в	1	2
689	власть над	6	2
690	этом он	2	2
691	в дальнейшем	6	2
692	мог быть	1	2
693	для художественного	1	2
694	только по	1	2
695	зависит от	4	2
696	который всегда	1	2
697	и вот	4	2
698	обе эти	1	2
699	не будем	6	2
700	или с	1	2
701	что с	2	2
702	для нас	6	2
703	у нас	1	2
704	многих отношениях	1	2
705	а все	1	2
706	смысле этого	1	2
707	как нечто	1	2
708	в ином	3	2
709	борьбу с	2	2
710	образом в	3	2
711	но эта	2	2
712	это еще	3	2
713	по существу	2	2
714	в ту	1	2
715	в предыдущих	2	2
716	случаях когда	2	2
717	перед собой	1	2
718	на все	2	2
719	бы мы	4	2
720	с другом	2	2
721	которой он	2	2
722	на руку	1	2
723	и таким	2	2
724	целого и	1	2
725	в одной	5	2
726	связаны с	3	2
727	а на	2	2
728	к одному	1	2
729	там где	11	2
730	и эти	1	2
731	ей в	3	2
732	как человек	3	2
733	то и	1	2
734	в центральной	1	2
735	не по	3	2
736	здесь совершенно	2	2
737	картинок в	1	2
738	к тем	1	2
739	чем речь	4	2
740	частности в	1	2
741	но дело	2	2
742	становится его	1	2
743	наиболее существенные	1	2
744	тот кто	7	2
745	по этому	1	2
746	при изучении	2	2
747	хотя он	1	2
748	и только	1	2
749	о гибели	1	2
750	жизнью и	1	2
751	что было	1	1
752	с которыми	1	1
753	которое однако	1	1
754	они являются	1	1
755	они имеют	1	1
756	как вдруг	1	1
757	с помощью	1	1
758	и другие	5	1
759	пределах одного	1	1
760	старого и	1	1
761	из многих	1	1
762	всеми людьми	1	1
763	это далеко	1	1
764	не единственный	2	1
765	аналогия с	1	1
766	же и	1	1
767	только что	3	1
768	можно и	1	1
769	особенно при	1	1
770	необходима для	1	1
771	прямо на	1	1
772	все люди	2	1
773	которым герой	1	1
774	можно встретить	1	1
775	некоторой степени	1	1
776	и имеет	1	1
777	что один	1	1
778	он всегда	2	1
779	это лишь	1	1
780	или по	1	1
781	глаза и	1	1
782	вещи и	1	1
783	он видит	4	1
784	для более	2	1
785	в большей	1	1
786	мы этот	1	1
787	мифах и	3	1
788	с более	1	1
789	и пребывание	1	1
790	другой с	1	1
791	нас в	1	1
792	форма его	1	1
793	только тогда	4	1
794	дается в	1	1
795	близки к	1	1
796	в различных	3	1
797	свою родину	1	1
798	героя о	1	1
799	необходимо отличать	1	1
800	по мере	4	1
801	чтобы на	1	1
802	с собой	6	1
803	именно смерть	1	1
804	в средневековой	1	1
805	или во	1	1
806	на свой	1	1
807	речь ведется	1	1
808	но все	8	1
809	а во-вторых	1	1
810	жизни или	1	1
811	равно как	1	1
812	зато в	1	1
813	человека для	1	1
814	на руках	1	1
815	к каким	2	1
816	разрубает его	1	1
817	с чудовищем	1	1
818	мира это	1	1
819	новая форма	1	1
820	всегда представляется	1	1
821	давно уже	1	1
822	стороны в	1	1
823	его на	5	1
824	я от	1	1
825	власти над	3	1
826	его по	2	1
827	на ноги	1	1
828	мысли о	1	1
829	не изнутри	1	1
830	случайно и	1	1
831	предмета и	1	1
832	все другие	2	1
833	же после	1	1
834	за ней	2	1
835	мир и	1	1
836	имеются три	1	1
837	и из	3	1
838	как самостоятельное	1	1
839	есть миф	3	1
840	свой смысл	1	1
841	природа этого	1	1
842	всякого рода	3	1
843	в брак	2	1
844	к представлениям	1	1
845	у которых	2	1
846	именно эту	1	1
847	что герой	3	1
848	и отчасти	1	1
849	отца в	1	1
850	во все	1	1
851	уже давно	3	1
852	на человека	1	1
853	и жизнь	1	1
854	знаем о	2	1
855	сказал я	1	1
856	мы увидим	6	1
857	подобные примеры	1	1
858	только как	1	1
859	но даже	2	1
860	должна быть	3	1
861	его своей	1	1
862	но то	2	1
863	наиболее древние	1	1
864	и другой	1	1
865	она получает	1	1
866	миф о	6	1
867	мы подробно	1	1
868	затем уже	1	1
869	в этот	2	1
870	как отражение	2	1
871	из себя	4	1
872	от процесса	1	1
873	особое место	1	1
874	а когда	2	1
875	из своего	4	1
876	это восхождение	1	1
877	этими последними	1	1
878	пока не	1	1
879	о них	1	1
880	точно так	3	1
881	с верой	2	1
882	приходит к	3	1
883	воздержаться от	1	1
884	говорит что	1	1
885	лубочных картинок	1	1
886	уже как	1	1
887	что девушка	1	1
888	ни жив	1	1
889	и сюжет	1	1
890	к противоположному	1	1
891	и ниже	1	1
892	до того	1	1
893	всякого сомнения	1	1
894	что те	1	1
895	то можно	1	1
896	место но	1	1
897	и еще	1	1
898	мифа о	2	1
899	еще нет	2	1
900	вернуться к	1	1
901	в свет	1	1
902	ее как	1	1
903	еще ничего	1	1
904	как для	1	1
905	следующим образом	1	1
906	под названием	1	1
907	он служит	1	1
908	тот что	1	1
909	они сами	2	1
910	на того	1	1
911	а средняя	1	1
912	широко распространенная	1	1
913	быть как	1	1
914	из самой	1	1
915	однажды в	1	1
916	именно с	1	1
917	тем это	2	1
918	принадлежностью к	1	1
919	не два	1	1
920	когда для	1	1
921	героя то	1	1
922	к этим	3	1
923	исключают друг	2	1
924	и входит	1	1
925	это впрочем	1	1
926	и соответствующими	2	1
927	по которой	2	1
928	и старухи	1	1
929	давал ему	1	1
930	о ней	1	1
931	ей и	1	1
932	чрезвычайно широко	1	1
933	имеется как	1	1
934	в самую	2	1
935	которым человек	1	1
936	первый и	1	1
937	по возвращении	1	1
938	мировом фольклоре	1	1
939	она и	2	1
940	менее в	1	1
941	о двух	2	1
942	после того	4	1
943	одного элемента	1	1
944	своему содержанию	1	1
945	указать на	1	1
946	она в	2	1
947	что уже	1	1
948	мы знаем	12	1
949	основных функций	1	1
950	и легко	1	1
951	случае совершенно	1	1
952	приводит нас	5	1
953	имеется и	3	1
954	не своей	1	1
955	обычно не	1	1
956	ассоциируется с	1	1
957	нечистой силы	1	1
958	что такое	1	1
959	меньше и	1	1
960	почти нет	1	1
961	ли возможно	1	1
962	пройти через	1	1
963	это верно	1	1
964	в тот	1	1
965	они в	1	1
966	это слово	1	1
967	в немецкой	3	1
968	наше внимание	1	1
969	себе путь	1	1
970	сторону его	1	1
971	случилось с	1	1
972	нож и	1	1
973	в многообразных	1	1
974	а за	1	1
975	ли мы	1	1
976	есть явление	1	1
977	что его	4	1
978	героя с	1	1
979	по аналогии	1	1
980	эта наиболее	1	1
981	бы вера	1	1
982	б у	1	1
983	мы это	1	1
984	или иная	1	1
985	смысле и	1	1
986	из мифа	1	1
987	эти три	1	1
988	себя как	1	1
989	же как	12	1
990	на земле	1	1
991	эта традиция	1	1
992	и вместе	3	1
993	но когда	3	1
994	от этого	6	1
995	полемизировать с	1	1
996	связь этого	1	1
997	должно было	3	1
998	где уже	3	1
999	и смертью	1	1
1000	предполагает что	1	1
1001	говорилось о	1	1
1002	ему во	1	1
1003	себе и	2	1
1004	к мысли	1	1
1005	на границе	1	1
1006	героя из	1	1
1007	ухом и	1	1
1008	теперь и	1	1
1009	и у	3	1
1010	а герой	2	1
1011	то эти	1	1
1012	по имени	2	1
1013	она меня	2	1
1014	с новой	1	1
1015	однако так	1	1
1016	довольно много	1	1
1017	в этнографии	2	1
1018	идет по	1	1
1019	они же	2	1
1020	в целях	3	1
1021	до нас	1	1
1022	жив ни	1	1
1023	очень часто	4	1
1024	и одним	1	1
1025	все остальные	1	1
1026	чтобы он	3	1
1027	магической власти	1	1
1028	ему на	1	1
1029	совсем не	1	1
1030	за столом	1	1
1031	человека который	1	1
1032	нам еще	1	1
1033	к чему-то	1	1
1034	тебе от	1	1
1035	здесь на	1	1
1036	как объект	1	1
1037	на нем	3	1
1038	должны быть	2	1
1039	для установления	1	1
1040	которых это	1	1
1041	что изнутри	1	1
1042	имеет отношение	2	1
1043	между жизнью	1	1
1044	появление в	1	1
1045	уже потому	1	1
1046	бы уже	1	1
1047	доходит до	1	1
1048	и затем	2	1
1049	в современной	1	1
1050	проникнуть в	1	1
1051	особого внимания	2	1
1052	в нее	7	1
1053	как один	1	1
1054	должны были	3	1
1055	работы на	1	1
1056	невесту и	1	1
1057	например не	1	1
1058	где каждый	1	1
1059	не само	1	1
1060	из нее	2	1
1061	превратилась в	1	1
1062	в связь	2	1
1063	в гости	1	1
1064	своего апогея	1	1
1065	что для	1	1
1066	два года	2	1
1067	или о	1	1
1068	это приводит	3	1
1069	двух и	1	1
1070	знание языка	1	1
1071	отправляется на	2	1
1072	материала в	1	1
1073	и ты	1	1
1074	роль при	1	1
1075	одновременно в	1	1
1076	даже если	2	1
1077	естественно не	1	1
1078	у разных	1	1
1079	с которым	3	1
1080	он показывает	1	1
1081	здесь также	2	1
1082	особое внимание	1	1
1083	античности в	1	1
1084	и вызывает	1	1
1085	самые разнообразные	1	1
1086	поэтического творчества	1	1
1087	те кто	1	1
1088	время он	1	1
1089	меньшей степени	1	1
1090	центральное место	1	1
1091	дает ему	6	1
1092	каждого из	1	1
1093	где мы	1	1
1094	на похоронных	1	1
1095	героя он	2	1
1096	верой в	1	1
1097	таков например	1	1
1098	можно только	1	1
1099	не ту	1	1
1100	сказка в	1	1
1101	быть только	1	1
1102	например и	1	1
1103	он уже	1	1
1104	вопрос почему	1	1
1105	как одна	1	1
1106	приближается к	2	1
1107	этого мотива	9	1
1108	в последнем	2	1
1109	они и	1	1
1110	с тремя	1	1
1111	не мешает	1	1
1112	представить себе	1	1
1113	он стремится	1	1
1114	две части	1	1
1115	и сейчас	3	1
1116	в основном	5	1
1117	часто с	1	1
1118	любой предмет	1	1
1119	его с	3	1
1120	живет в	6	1
1121	уже содержит	1	1
1122	с миром	2	1
1123	и оставляет	1	1
1124	другого человека	1	1
1125	однако некоторые	1	1
1126	не всякий	1	1
1127	же образом	1	1
1128	до некоторой	1	1
1129	три дня	2	1
1130	меня в	4	1
1131	это уже	2	1
1132	должны иметь	1	1
1133	здесь он	2	1
1134	все те	1	1
1135	то с	1	1
1136	и вновь	4	1
1137	вне всякого	1	1
1138	половой зрелости	1	1
1139	за это	3	1
1140	не на	1	1
1141	на мое	1	1
1142	как с	1	1
1143	они были	2	1
1144	такого же	2	1
1145	о природе	3	1
1146	короче говоря	1	1
1147	то на	1	1
1148	однако мы	1	1
1149	с ней	2	1
1150	этом месте	1	1
1151	одновременно с	2	1
1152	которых могла	1	1
1153	за волосы	1	1
1154	обращается к	2	1
1155	уже говорили	1	1
1156	то время	3	1
1157	и хотя	4	1
1158	во множестве	1	1
1159	борьбы и	1	1
1160	это существо	1	1
1161	характер этого	1	1
1162	к которым	4	1
1163	относятся к	1	1
1164	также не	2	1
1165	на колени	1	1
1166	наша цель	1	1
1167	солнца и	1	1
1168	вряд ли	1	1
1169	углубление в	1	1
1170	с предыдущей	1	1
1171	меньшей мере	1	1
1172	мы ни	1	1
1173	и так	1	1
1174	состоит из	4	1
1175	порой в	1	1
1176	и жизни	1	1
1177	с полной	1	1
1178	является одновременно	1	1
1179	и герой	2	1
1180	в которых	4	1
1181	том смысле	2	1
1182	со сказкой	1	1
1183	так называемая	1	1
1184	у одного	1	1
1185	он есть	1	1
1186	говорили о	1	1
1187	том как	5	1
1188	своего отца	1	1
1189	этим его	1	1
1190	есть она	1	1
1191	нет в	2	1
1192	мы однако	1	1
1193	скажем в	1	1
1194	выступает как	1	1
1195	требует особого	1	1
1196	аналогии с	1	1
1197	стороны с	1	1
1198	к той	1	1
1199	показать как	1	1
1200	точность и	1	1
1201	над ним	4	1
1202	в своего	1	1
1203	этому же	1	1
1204	смысле что	1	1
1205	является для	1	1
1206	что искусство	1	1
1207	тому кто	1	1
1208	из круга	1	1
1209	я увидел	1	1
1210	с человеком	2	1
1211	ни на	1	1
1212	или иное	2	1
1213	сна с	1	1
1214	в главе	1	1
1215	а если	2	1
1216	где у	1	1
1217	сливается с	2	1
1218	в последней	1	1
1219	ни у	1	1
1220	видим что	5	1
1221	об одном	2	1
1222	герой его	1	1
1223	быть рассмотрен	3	1
1224	на той	2	1
1225	на том	5	1
1226	по земле	1	1
1227	нас очень	1	1
1228	можно усмотреть	1	1
1229	герой делает	1	1
1230	покоится не	1	1
1231	одном лице	1	1
1232	в современном	1	1
1233	уже встречались	1	1
1234	и сказать	1	1
1235	от мира	1	1
1236	перейдем к	3	1
1237	и уже	2	1
1238	только один	3	1
1239	то все	1	1
1240	не могло	2	1
1241	совпадают с	1	1
1242	в это	3	1
1243	чаще всего	3	1
1244	мы читаем	2	1
1245	силы в	1	1
1246	иной мир	11	1
1247	идет не	1	1
1248	а при	1	1
1249	целый ряд	4	1
1250	к совершенно	1	1
1251	в истории	7	1
1252	здесь по	2	1
1253	ведут к	1	1
1254	бросился в	1	1
1255	в каком	1	1
1256	еще один	3	1
1257	быть это	1	1
1258	над собой	1	1
1259	жизни на	1	1
1260	через него	3	1
1261	он пошел	4	1
1262	связанных с	1	1
1263	раздваивается на	1	1
1264	вот этот	1	1
1265	к мотиву	1	1
1266	имеем в	2	1
1267	посредничества между	4	1
1268	на что	1	1
1269	узнает об	1	1
1270	что здесь	9	1
1271	в описании	1	1
1272	и там	3	1
1273	его здесь	1	1
1274	переход от	2	1
1275	не совсем	6	1
1276	в сказке	46	1
1277	правой руке	1	1
1278	ее не	3	1
1279	если мы	1	1
1280	что ты	1	1
1281	только одна	3	1
1282	не за	1	1
1283	естественный для	1	1
1284	в образе	16	1
1285	может оказаться	1	1
1286	сына и	1	1
1287	того с	1	1
1288	литература в	1	1
1289	свою силу	1	1
1290	других он	1	1
1291	внимания заслуживает	1	1
1292	друг друга	5	1
1293	из него	3	1
1294	то или	2	1
1295	а позднее	1	1
1296	исключительно в	1	1
1297	иногда в	3	1
1298	формы и	3	1
1299	д и	1	1
1300	или другой	2	1
1301	ниже в	1	1
1302	меня не	2	1
1303	и быть	2	1
1304	он должен	2	1
1305	этого героя	1	1
1306	прийти к	2	1
1307	а своей	1	1
1308	по мнению	1	1
1309	связан с	7	1
1310	именно к	1	1
