N	2gram	Potebnia_M	Problemy
237	во всех	1	7
238	то ни	1	7
239	кажется что	3	7
240	если же	1	7
241	друг другу	2	7
242	и др	1	7
243	с которым	3	7
244	его к	2	7
245	и ее	1	7
246	были бы	1	7
247	бы то	2	7
248	его с	3	7
249	например в	9	7
250	в процессе	2	7
251	не входит	1	7
252	его и	1	7
253	он в	1	7
254	на этот	1	7
255	т д	5	7
256	тот же	2	7
257	но на	2	7
258	в их	2	7
259	все равно	5	7
260	в виде	3	7
261	но эта	3	7
262	сама по	3	7
263	мира и	1	7
264	к своему	3	7
265	и другого	2	7
266	как слово	4	7
267	и их	4	7
268	он с	1	7
269	во всем	2	6
270	время не	1	6
271	него в	1	6
272	в своих	2	6
273	самому и	1	6
274	не менее	9	6
275	с этим	12	6
276	но эти	1	6
277	должна была	1	6
278	превращается в	3	6
279	конечно не	2	6
280	как на	6	6
281	не мог	1	6
282	эта особенность	1	6
283	как же	1	6
284	в художественном	1	6
285	человек и	2	6
286	собою и	3	6
287	внутренней речи	1	6
288	слово как	5	6
289	для его	1	6
290	а с	4	6
291	можно было	1	6
292	бы уже	1	6
293	в этой	3	6
294	я в	1	6
295	себя в	1	6
296	во время	4	6
297	и самое	3	6
298	и здесь	3	6
299	за ним	4	6
300	в другой	3	6
301	отношения к	2	6
302	ни был	3	6
303	может стать	3	6
304	в которых	5	6
305	зависимости от	1	6
306	знает что	1	6
307	его слово	1	6
308	и вот	1	6
309	другого в	2	6
310	его художественного	1	6
311	и во	1	6
312	он может	2	6
313	друг друга	6	6
314	на вопрос	2	6
315	но с	1	6
316	стремится к	3	6
317	словом и	6	6
318	на его	4	6
319	на них	2	6
320	отличие от	2	6
321	на меня	1	6
322	как он	1	6
323	в начале	3	6
324	жизни и	3	6
325	на то	6	6
326	и только	5	6
327	для этого	1	6
328	но для	1	6
329	мире а	1	5
330	те же	6	5
331	именно в	5	5
332	в речи	4	5
333	с тем	9	5
334	по своим	1	5
335	видеть и	1	5
336	сам и	1	5
337	а между	6	5
338	в глаза	2	5
339	одном слове	1	5
340	к которому	1	5
341	того же	5	5
342	но так	3	5
343	крайней мере	8	5
344	слов в	6	5
345	другого как	1	5
346	тому же	1	5
347	про себя	1	5
348	я и	3	5
349	зрения и	2	5
350	в чем	6	5
351	в такой	2	5
352	не могу	1	5
353	если б	9	5
354	как объект	1	5
355	однако в	1	5
356	его как	3	5
357	что может	1	5
358	в общем	1	5
359	один из	7	5
360	та же	3	5
361	в последнем	4	5
362	то есть	53	5
363	была бы	5	5
364	сам по	9	5
365	подобно тому	3	5
366	все то	3	5
367	здесь мы	1	5
368	с таким	3	5
369	вместе с	22	5
370	по крайней	8	5
371	но здесь	1	5
372	мы не	17	5
373	нет и	2	5
374	но именно	1	5
375	том же	2	5
376	в ее	3	5
377	меня не	1	5
378	его мысль	1	5
379	и то	13	5
380	не во	1	5
381	того и	2	5
382	он как	2	5
383	слова но	3	5
384	между собою	13	5
385	по своему	2	5
386	нисколько не	1	5
387	он ни	1	5
388	но при	1	5
389	в ней	11	5
390	быть и	1	5
391	когда он	1	5
392	есть и	3	5
393	же что	8	5
394	человека с	2	5
395	с человеком	1	5
396	самосознания в	1	5
397	благодаря этому	1	5
398	тому что	6	5
399	тому как	6	5
400	для другого	1	5
401	все что	4	4
402	что если	5	4
403	к другу	1	4
404	только что	12	4
405	с этой	2	4
406	еще более	1	4
407	по мере	12	4
408	среди других	1	4
409	более или	6	4
410	в первом	5	4
411	слово может	7	4
412	друг к	1	4
413	в одно	8	4
414	при всей	2	4
415	то это	9	4
416	и мысли	2	4
417	он был	1	4
418	уже и	1	4
419	но этот	2	4
420	самосознание и	1	4
421	его за	2	4
422	или менее	6	4
423	образом как	1	4
424	понятно что	1	4
425	находится в	5	4
426	есть конечно	1	4
427	входят в	3	4
428	для понимания	5	4
429	на предмет	2	4
430	от них	4	4
431	на котором	4	4
432	они могут	2	4
433	и речь	1	4
434	не то	6	4
435	все в	3	4
436	его собственного	1	4
437	него как	1	4
438	его собственных	1	4
439	я как	5	4
440	тем не	7	4
441	которого он	1	4
442	что такое	2	4
443	не была	1	4
444	связи с	6	4
445	в которой	9	4
446	и говорит	1	4
447	сознания не	1	4
448	то в	1	4
449	время как	3	4
450	не есть	24	4
451	и старается	1	4
452	в эту	4	4
453	на себе	3	4
454	под влиянием	1	4
455	оно не	7	4
456	если оно	1	4
457	к слову	3	4
458	эти слова	2	4
459	именно потому	1	4
460	одно и	7	4
461	но только	3	4
462	или наконец	1	4
463	другому и	2	4
464	в первой	1	4
465	мы видели	5	4
466	образом и	3	4
467	он уже	1	4
468	даны в	1	4
469	последним словом	1	4
470	своего собственного	1	4
471	с миром	1	4
472	мысль не	3	4
473	из которых	1	4
474	от другого	3	4
475	если не	6	4
476	о другом	1	4
477	не знал	1	4
478	в словах	3	4
479	бы не	6	4
480	то он	2	4
481	то и	10	4
482	и если	4	4
483	на два	1	4
484	сознании и	4	4
485	в первых	1	4
486	времени и	2	4
487	каждый из	1	4
488	вне его	1	4
489	сами по	3	4
490	тому чтобы	1	4
491	глубины души	1	4
492	к миру	1	4
493	со словом	6	4
494	как предмет	2	4
495	появляется в	1	4
496	он должен	2	4
497	что оно	12	4
498	тоже не	1	4
499	нет ни	2	4
500	перестает быть	5	4
501	этом отношении	2	4
502	что с	2	4
503	все и	1	4
504	со своим	2	4
505	ли я	1	4
506	смысле этого	9	4
507	а то	2	4
508	вообще не	1	4
509	бы с	1	4
510	и без	9	4
511	слова не	2	4
512	это было	3	4
513	в каждой	4	4
514	об этом	4	4
515	особенно в	1	4
516	мысли в	2	4
517	бы ни	6	4
518	жизнь и	1	4
519	его внутреннюю	2	4
520	самосознания и	2	4
521	и слова	4	4
522	другим и	1	4
523	конечно в	1	4
524	стороны и	1	4
525	от того	10	4
526	его отношение	1	4
527	оно должно	1	4
528	себе еще	1	4
529	это в	2	4
530	таким же	2	4
531	само по	6	4
532	порядка в	1	3
533	говорить о	6	3
534	в нашу	1	3
535	в большей	3	3
536	какой бы	1	3
537	и само	1	3
538	но что	4	3
539	есть в	6	3
540	к другим	4	3
541	приходит в	1	3
542	мысли о	6	3
543	мысль он	1	3
544	большей или	1	3
545	есть то	3	3
546	его самосознание	1	3
547	не я	3	3
548	можно сказать	4	3
549	в данном	3	3
550	что этот	2	3
551	это последнее	4	3
552	сам не	1	3
553	между двумя	5	3
554	увидим что	2	3
555	но они	1	3
556	в различных	2	3
557	и еще	1	3
558	настоящее время	1	3
559	в голове	1	3
560	одной из	3	3
561	как я	1	3
562	и вообще	4	3
563	что даже	5	3
564	делая его	1	3
565	кажется нам	1	3
566	от ее	2	3
567	только не	5	3
568	мы видим	3	3
569	по преимуществу	1	3
570	о слове	2	3
571	эту минуту	4	3
572	сознание в	1	3
573	мы знаем	1	3
574	него самого	3	3
575	внешнего мира	1	3
576	чем в	2	3
577	к чему	2	3
578	что его	3	3
579	его мысли	1	3
580	слов с	1	3
581	здесь же	1	3
582	в таком	6	3
583	в устах	1	3
584	следовательно и	2	3
585	между собой	1	3
586	в смысле	4	3
587	могли бы	3	3
588	мы можем	13	3
589	почти на	1	3
590	ему но	1	3
591	не дает	2	3
592	совсем не	2	3
593	как человек	1	3
594	и внутреннюю	2	3
595	и та	5	3
596	в приведенном	3	3
597	лишь один	1	3
598	мы здесь	1	3
599	не сливается	1	3
600	или меньшей	1	3
601	и мы	3	3
602	на который	2	3
603	и есть	4	3
604	теми же	1	3
605	и по	5	3
606	меньшей степени	1	3
607	чтобы не	1	3
608	в один	4	3
609	и сами	2	3
610	своего рода	1	3
611	вне себя	3	3
612	должны быть	3	3
613	и при	5	3
614	романа и	1	3
615	мы замечаем	1	3
616	же нам	3	3
617	такого что	1	3
618	сводится к	1	3
619	себе не	6	3
620	том и	1	3
621	самом предмете	1	3
622	и самая	1	3
623	обращается к	2	3
624	или наоборот	2	3
625	то время	7	3
626	есть нечто	6	3
627	слове и	6	3
628	именно тем	1	3
629	не является	1	3
630	слова которое	1	3
631	на нее	2	3
632	того чтобы	5	3
633	можно лишь	1	3
634	а может	2	3
635	каждом слове	1	3
636	именно на	2	3
637	еще один	1	3
638	как например	2	3
639	глубокое и	1	3
640	без всякого	2	3
641	если мы	2	3
642	тем же	6	3
643	мог бы	1	3
644	не за	1	3
645	в сознании	36	3
646	есть только	9	3
647	не из	4	3
648	во времени	2	3
649	в настоящее	1	3
650	его можно	1	3
651	человека но	1	3
652	этом случае	2	3
653	данном случае	3	3
654	того как	10	3
655	сам в	1	3
656	за собою	4	3
657	б и	1	3
658	на одно	1	3
659	что так	1	3
660	ее в	2	3
661	в других	3	3
662	на которой	4	3
663	у нас	2	3
664	однако не	1	3
665	со словами	1	3
666	ко второму	2	3
667	себе что	2	3
668	этого не	3	3
669	дело в	1	3
670	места в	1	3
671	слова слово	1	3
672	особенность его	1	3
673	если и	2	3
674	или даже	1	3
675	так в	4	3
676	на одном	2	3
677	словом как	2	3
678	и могут	1	3
679	но уже	2	3
680	которой он	1	3
681	она только	1	3
682	но конечно	1	3
683	а к	4	3
684	сказать о	2	3
685	он говорит	3	3
686	ее он	1	3
687	а его	1	3
688	понимания мира	1	3
689	и внутренняя	1	3
690	из этих	10	3
691	уже после	1	3
692	не с	4	3
693	собою но	1	3
694	только то	1	3
695	несколько раз	2	3
696	человека и	8	3
697	признать что	2	3
698	находиться в	3	3
699	которые в	1	3
700	связи между	1	3
701	что на	3	3
702	в пространстве	1	3
703	же в	3	3
704	себе он	1	3
705	и эта	2	3
706	то все	1	3
707	как символ	1	3
708	себе а	4	3
709	мы наблюдаем	1	2
710	его материал	1	2
711	в душе	17	2
712	в настоящем	1	2
713	указывает на	8	2
714	со всем	1	2
715	самого себя	3	2
716	которая в	1	2
717	и имеет	1	2
718	степени как	1	2
719	любовь к	1	2
720	но тем	4	2
721	и говорить	2	2
722	одно из	6	2
723	не столько	2	2
724	что тогда	1	2
725	есть а	1	2
726	от одного	5	2
727	такими же	1	2
728	относится и	1	2
729	из нее	2	2
730	иначе как	2	2
731	к более	1	2
732	само собою	1	2
733	в корне	1	2
734	его на	3	2
735	чем теперь	2	2
736	предмет и	2	2
737	а именно	1	2
738	с самым	1	2
739	души в	2	2
740	теперь не	2	2
741	самого слова	2	2
742	чем бы	1	2
743	если уже	1	2
744	мы с	1	2
745	и того	2	2
746	сплошь да	1	2
747	быть не	4	2
748	на языке	2	2
749	было в	6	2
750	себе все	2	2
751	не согласиться	1	2
752	и каждое	2	2
753	только как	9	2
754	но даже	3	2
755	заключено в	1	2
756	для того	8	2
757	не всегда	5	2
758	не об	2	2
759	на пути	2	2
760	себе в	2	2
761	до того	5	2
762	свою очередь	6	2
763	перед ним	1	2
764	на ней	1	2
765	принадлежащих к	1	2
766	с такою	1	2
767	в ушах	1	2
768	я с	1	2
769	во всякой	1	2
770	которой она	1	2
771	с большим	1	2
772	такая же	2	2
773	самого говорящего	1	2
774	быть в	1	2
775	в нашем	1	2
776	содержание его	3	2
777	нигде не	1	2
778	мы чувствуем	1	2
779	иначе и	3	2
780	к этому	3	2
781	отказаться от	2	2
782	а следовательно	1	2
783	к этим	1	2
784	каков бы	1	2
785	другим что	1	2
786	мы привели	1	2
787	она имеет	1	2
788	представим себе	1	2
789	то оно	4	2
790	нельзя сказать	5	2
791	после того	2	2
792	произведения и	1	2
793	но из	1	2
794	об одном	2	2
795	и заставляет	1	2
796	с одной	8	2
797	на том	1	2
798	личной жизни	1	2
799	тогда и	3	2
800	а и	5	2
801	значительной степени	2	2
802	его внутренняя	2	2
803	понять его	1	2
804	в самые	1	2
805	самый предмет	2	2
806	и других	3	2
807	или не	3	2
808	прежде чем	2	2
809	отношений к	1	2
810	на одну	1	2
811	из уст	1	2
812	между этими	1	2
813	этом последнем	2	2
814	эти три	1	2
815	и именно	1	2
816	одном из	4	2
817	можем сказать	1	2
818	меня так	1	2
819	от этого	2	2
820	если я	1	2
821	его жизни	2	2
822	представляется нам	2	2
823	лишь для	1	2
824	же касается	1	2
825	не нужно	1	2
826	как действительность	1	2
827	что как	4	2
828	человека а	2	2
829	здесь как	3	2
830	и быть	3	2
831	для создания	2	2
832	приводит его	1	2
833	предполагает что	4	2
834	мысль и	2	2
835	они становятся	1	2
836	другом и	1	2
837	и грубый	1	2
838	нет но	1	2
839	для наших	1	2
840	и речи	1	2
841	и веселья	1	2
842	отношение между	1	2
843	или же	8	2
844	оно и	1	2
845	мысль что	4	2
846	не могла	2	2
847	человеческого духа	1	2
848	да рядом	1	2
849	над всеми	3	2
850	другой и	2	2
851	один в	1	2
852	что для	5	2
853	но есть	3	2
854	его личности	1	2
855	них не	4	2
856	лучше сказать	3	2
857	слова что	1	2
858	все остальное	1	2
859	столь же	8	2
860	художественного произведения	6	2
861	бы оно	2	2
862	точкой зрения	1	2
863	ни одно	2	2
864	и следует	2	2
865	явления в	1	2
866	для чего	1	2
867	независимо от	10	2
868	одного и	2	2
869	на слово	2	2
870	от нее	2	2
871	не так	1	2
872	одном месте	1	2
873	а потому	8	2
874	в содержании	1	2
875	оно или	1	2
876	было как	1	2
877	его собственное	1	2
878	как с	1	2
879	его уже	1	2
880	внутреннего и	1	2
881	известно что	4	2
882	тогда когда	20	2
883	как один	1	2
884	на первом	1	2
885	настоящего времени	3	2
886	не идет	1	2
887	голоса его	1	2
888	и внешнего	1	2
889	и слов	1	2
890	к сознанию	4	2
891	но этого	1	2
892	и вполне	2	2
893	такого же	1	2
894	будто и	1	2
895	мое я	1	2
896	оно ни	2	2
897	есть лишь	1	2
898	и навсегда	1	2
899	от своего	2	2
900	иметь в	2	2
901	имеет значение	6	2
902	их и	1	2
903	показать что	1	2
904	о самом	1	2
905	же слово	2	2
906	какое мы	1	2
907	она и	1	2
908	к его	2	2
909	человека по	1	2
910	лежащие в	2	2
911	такою же	1	2
912	не имеет	10	2
913	собою в	1	2
914	она так	2	2
915	из которого	1	2
916	друг от	2	2
917	всей своей	1	2
918	но оно	6	2
919	художественный образ	2	2
920	сравнительно с	6	2
921	еще и	1	2
922	образом все	1	2
923	не перед	1	2
924	далее и	2	2
925	со всех	3	2
926	от предшествующих	1	2
927	до настоящего	1	2
928	предмет в	1	2
929	внутренняя жизнь	2	2
930	и между	4	2
931	в свою	6	2
932	другим на	1	2
933	этом рассказе	1	2
934	с которой	2	2
935	всего на	1	2
936	в душу	1	2
937	не могло	3	2
938	очень хорошо	1	2
939	впрочем и	2	2
940	и об	1	2
941	переходит к	1	2
942	не потому	2	2
943	ее с	2	2
944	целый ряд	2	2
945	рано или	2	2
946	у человека	1	2
947	чем не	1	2
948	в истории	2	2
949	нуждаются в	1	2
950	известной степени	1	2
951	и идеи	1	2
952	непосредственно в	2	2
953	что здесь	1	2
954	и там	1	2
955	без его	1	2
956	заметить что	7	2
957	речи в	1	2
958	своего я	1	2
959	их с	1	2
960	становится для	2	2
961	в образе	4	2
962	с нею	5	2
963	котором мы	2	2
964	мысли но	3	2
965	не видит	1	2
966	самим по	1	2
967	или поздно	2	2
968	из него	4	2
969	входящих в	2	2
970	жизни не	3	2
971	найти в	1	2
972	внешнее и	1	2
973	заключенных в	1	2
974	образы и	1	2
975	самое слово	4	2
976	такое же	5	2
977	ответ на	3	2
978	то они	1	2
979	не образ	2	2
980	в прямом	1	2
981	ничем не	1	2
982	слово но	1	2
983	сырой материал	1	2
984	этот процесс	1	2
985	ее на	1	2
986	в поэзии	4	2
987	и сама	2	2
988	слово а	1	2
989	противоречия и	1	2
990	что значит	1	2
991	в художественной	1	2
992	одна и	2	2
993	образ а	2	2
994	этой мысли	2	2
995	мира но	1	2
996	для нас	40	2
997	чем он	1	2
998	слова а	1	2
999	что каждый	1	2
1000	без всяких	1	2
1001	от друга	2	2
1002	образом в	4	2
1003	от всех	1	2
1004	же нет	1	2
1005	в силах	1	2
1006	сознания но	1	2
1007	в стороне	1	2
1008	бы быть	3	2
1009	мы ее	2	2
1010	в какой	3	2
1011	как она	2	2
1012	и слияние	2	2
1013	е не	1	2
1014	входящий в	2	2
1015	знал что	1	2
1016	форму оно	1	2
1017	один и	2	2
1018	и художественного	1	2
1019	их друг	1	2
1020	должен быть	1	2
1021	единство и	2	2
1022	как все	1	2
1023	не все	5	2
1024	ему не	2	2
1025	еще до	3	2
1026	этого он	1	2
1027	искать в	1	2
1028	и эти	1	2
1029	по которому	7	2
1030	эти последние	3	2
1031	слово это	2	2
1032	то другой	1	2
1033	во второй	1	2
1034	что касается	1	2
1035	но она	1	2
1036	а прежде	1	2
1037	и обратно	1	2
1038	не следует	6	2
1039	можно найти	1	2
1040	стало быть	4	2
1041	этих случаях	1	2
1042	на самую	1	2
1043	него прежде	1	2
1044	развивается в	1	2
1045	ведь мы	1	2
1046	как выражение	1	2
1047	зависимость от	1	2
1048	же самое	3	2
1049	к ней	7	2
1050	и вне	1	2
1051	во многом	3	2
1052	одно только	3	2
1053	для такого	1	2
1054	произведения не	2	2
1055	даже из	1	2
1056	все более	2	2
1057	же это	1	2
1058	человек не	4	2
1059	может и	1	2
1060	образ в	2	2
1061	мы его	2	2
1062	или точнее	1	2
1063	себя то	1	2
1064	как для	1	2
1065	не к	4	2
1066	мир не	1	1
1067	какого бы	1	1
1068	о таком	1	1
1069	с уверенностью	1	1
1070	если так	1	1
1071	особенности и	1	1
1072	слова при	3	1
1073	только из	2	1
1074	в ком	1	1
1075	для целой	1	1
1076	понимания тех	1	1
1077	еще раз	2	1
1078	жизнь а	1	1
1079	которой строится	1	1
1080	остаются в	2	1
1081	образ мы	1	1
1082	звенит в	1	1
1083	которые не	1	1
1084	творчества в	1	1
1085	всего человека	2	1
1086	прямо на	1	1
1087	и люди	1	1
1088	до него	2	1
1089	поэтому то	1	1
1090	новую черту	1	1
1091	людей но	1	1
1092	заключают в	1	1
1093	и когда	1	1
1094	сливаясь с	1	1
1095	а у	1	1
1096	формы в	3	1
1097	слове а	1	1
1098	сравнить его	1	1
1099	свою мысль	2	1
1100	она уже	1	1
1101	переносит в	1	1
1102	отсюда как	1	1
1103	и лучше	1	1
1104	что человек	4	1
1105	потому не	1	1
1106	нас в	3	1
1107	и стремится	1	1
1108	случаев вовсе	1	1
1109	случае он	1	1
1110	одно мгновение	1	1
1111	был у	1	1
1112	связь между	6	1
1113	может вовсе	1	1
1114	эта масса	1	1
1115	есть раз	1	1
1116	что слово	13	1
1117	может но	2	1
1118	сходно с	2	1
1119	становится простым	1	1
1120	сознающее и	1	1
1121	ко всем	5	1
1122	а напротив	2	1
1123	вопрос на	1	1
1124	себе то	1	1
1125	кто и	1	1
1126	ее понимаем	1	1
1127	из двух	4	1
1128	а во-вторых	1	1
1129	мысли как	4	1
1130	на свою	2	1
1131	мысль о	12	1
1132	в некотором	2	1
1133	каждом отдельном	1	1
1134	форму и	1	1
1135	или на	2	1
1136	и требует	1	1
1137	тот процесс	1	1
1138	но самое	2	1
1139	нем совсем	1	1
1140	представляет ее	1	1
1141	и должен	1	1
1142	давно уже	4	1
1143	я могу	1	1
1144	только образом	1	1
1145	самого и	1	1
1146	начинается с	1	1
1147	в собственном	3	1
1148	же точно	1	1
1149	что по	4	1
1150	духа в	2	1
1151	но очень	1	1
1152	где она	1	1
1153	мы только	2	1
1154	мы так	1	1
1155	только для	3	1
1156	значение не	4	1
1157	по этим	1	1
1158	я а	3	1
1159	себя не	1	1
1160	может находиться	2	1
1161	а эта	1	1
1162	в какие	2	1
1163	но мы	3	1
1164	художественное произведение	6	1
1165	так например	3	1
1166	и словом	3	1
1167	на первый	1	1
1168	и относится	1	1
1169	не стало	2	1
1170	полном убеждении	1	1
1171	связано с	2	1
1172	также что	1	1
1173	а вместе	2	1
1174	нам представляется	1	1
1175	было быть	1	1
1176	время с	1	1
1177	при полном	1	1
1178	первый взгляд	1	1
1179	массою а	1	1
1180	от внешней	1	1
1181	человека ибо	1	1
1182	одно время	3	1
1183	действительности в	1	1
1184	что сознание	4	1
1185	было не	1	1
1186	случае они	1	1
1187	восприятия и	2	1
1188	это с	1	1
1189	не существует	5	1
1190	к другой	4	1
1191	значение только	2	1
1192	первым и	1	1
1193	на глаз	2	1
1194	в действительности	7	1
1195	следовало бы	2	1
1196	и свобода	1	1
1197	нет своего	1	1
1198	языка в	6	1
1199	что всякое	1	1
1200	слов из	1	1
1201	действительности как	1	1
1202	говорящего как	1	1
1203	материал но	1	1
1204	этом мы	1	1
1205	говорить не	1	1
1206	верной мысли	1	1
1207	жизнь которого	1	1
1208	бы даже	1	1
1209	того не	1	1
1210	с тою	1	1
1211	искусства и	3	1
1212	формы его	1	1
1213	ничего ни	1	1
1214	что первая	1	1
1215	и другой	1	1
1216	оно как	1	1
1217	во многих	3	1
1218	времени в	1	1
1219	которыми он	1	1
1220	случайных и	1	1
1221	отделяется от	2	1
1222	слов но	1	1
1223	первые слова	1	1
1224	определенный образ	1	1
1225	и т.п	1	1
1226	и сознательной	1	1
1227	этим определяются	1	1
1228	его действия	1	1
1229	умным человеком	1	1
1230	точно так	15	1
1231	в строгом	1	1
1232	к музыке	1	1
1233	приводило его	1	1
1234	приходит к	1	1
1235	имеющее свою	1	1
1236	словесного выражения	1	1
1237	друга что	1	1
1238	почти совершенно	1	1
1239	от той	2	1
1240	уже есть	2	1
1241	прозы в	1	1
1242	одно не	1	1
1243	художественное значение	1	1
1244	любви к	1	1
1245	связей с	1	1
1246	его собственной	1	1
1247	до самого	1	1
1248	действует на	7	1
1249	пока он	1	1
1250	мы привыкли	1	1
1251	в прошлом	1	1
1252	некоторое время	3	1
1253	из виду	4	1
1254	так то	1	1
1255	на самое	1	1
1256	к ним	3	1
1257	явления так	1	1
1258	ускользают от	1	1
1259	вообще и	2	1
1260	и правда	1	1
1261	словами для	2	1
1262	она ни	1	1
1263	хотя мы	2	1
1264	что другой	2	1
1265	этим что	1	1
1266	в самое	2	1
1267	есть это	1	1
1268	будем говорить	1	1
1269	замысел художника	1	1
1270	ли она	4	1
1271	не умеет	1	1
1272	не поймет	1	1
1273	который в	2	1
1274	что именно	5	1
1275	из средств	1	1
1276	именно с	1	1
1277	в строго	1	1
1278	по поводу	8	1
1279	этот образ	7	1
1280	сказать с	1	1
1281	в противном	1	1
1282	тут же	2	1
1283	причины и	1	1
1284	к очень	1	1
1285	принять и	2	1
1286	уже по	3	1
1287	от человека	1	1
1288	себя что	1	1
1289	она есть	2	1
1290	так у	2	1
1291	их внутреннего	1	1
1292	слова ни	1	1
1293	в связь	1	1
1294	или лучше	3	1
1295	едва ли	1	1
1296	но сама	1	1
1297	смысле как	1	1
1298	жизни с	1	1
1299	не найдем	1	1
1300	или слово	1	1
1301	в недоумении	1	1
1302	того о	1	1
1303	обо мне	1	1
1304	не дано	1	1
1305	мне и	1	1
1306	лишь тогда	5	1
1307	свое состояние	1	1
1308	видели что	1	1
1309	до и	1	1
1310	слияния с	1	1
1311	не зная	1	1
1312	и получает	2	1
1313	перестать быть	1	1
1314	фактом что	1	1
1315	и столь	1	1
1316	человеку который	1	1
1317	или гораздо	1	1
1318	менее в	1	1
1319	от его	2	1
1320	землю и	1	1
