N	3gram	Vygotskiy_	EvropaiC
101	телу и что	1	1
102	самих себя и	1	1
103	выпадает на долю	1	1
104	поколения в поколение	1	1
105	психологией таким образом	1	1
106	по этому поводу	3	1
107	что в настоящее	1	1
108	по происхождению и	1	1
109	в одну кучу	1	1
110	мы видим что	4	1
111	все что мы	1	1
112	в своих общих	1	1
113	таким образом психика	1	1
114	та или иная	1	1
115	на задний план	1	1
116	и согласно с	1	1
117	в противоречие с	3	1
118	как мы знаем	1	1
119	таким образом все	2	1
120	по крайней мере	1	1
121	мы указывали на	1	1
122	в данный момент	1	1
123	разница только в	1	1
124	и различие между	1	1
125	и тому же	1	1
126	на том же	2	1
127	и более или	1	1
128	и ничем не	1	1
129	из поколения в	1	1
130	что это действительно	1	1
131	есть как бы	1	1
132	этой точки зрения	7	1
133	совершенно ясно что	16	1
134	том или ином	1	1
135	потому что как	1	1
136	еще далеко не	1	1
137	с этой точки	5	1
138	на основании этих	1	1
139	не играет никакой	1	1
140	того чтобы проверить	1	1
141	а потому не	2	1
142	точно так же	6	1
143	в том числе	1	1
144	образом оказывается что	1	1
145	в нашей культуре	1	1
146	только в том	4	1
147	и не очень	1	1
148	виде как оно	1	1
149	и той же	5	1
150	и что все	1	1
151	во внимание что	2	1
152	что при этом	2	1
153	из этих частей	1	1
154	в область психологии	1	1
155	не в том	7	1
156	но для того	1	1
157	и для того	1	1
158	мы знаем и	1	1
159	при этом не	2	1
160	это действительно так	1	1
161	независимо от того	1	1
162	вместе с ними	1	1
163	до тех пор	2	1
164	таком же виде	1	1
165	состоит в том	3	1
166	что у него	3	1
167	должны рассматриваться как	2	1
168	но даже в	1	1
169	всех других видов	1	1
170	хотя и не	2	1
171	у него в	1	1
172	на нас не	1	1
173	совершенно в таком	1	1
174	те же условия	1	1
175	и в конце	1	1
176	в психологическом отношении	1	1
177	указывали на то	1	1
178	что он сам	1	1
179	на точку зрения	1	1
180	те же самые	2	1
181	может быть не	1	1
182	дело в том	1	1
183	и что следовательно	3	1
184	же трудно как	1	1
185	что мы можем	1	1
186	смысле этого слова	2	1
187	если признать что	1	1
188	одно и то	1	1
189	что все эти	1	1
190	и в целом	1	1
191	в зависимости от	6	1
192	между тем как	1	1
193	в приложении к	1	1
194	так что от	1	1
195	с тем и	1	1
196	весь центр тяжести	1	1
197	таким образом оказывается	1	1
198	одной и той	5	1
199	мы не знаем	1	1
200	сознательно или бессознательно	1	1
201	том числе и	1	1
202	можно было бы	2	1
203	все эти вещи	1	1
204	самое что и	2	1
205	в разных направлениях	1	1
206	все эти вопросы	1	1
207	столь же мало	1	1
208	а потому и	1	1
209	что стоит на	1	1
210	и таким образом	4	1
211	надо сказать что	3	1
212	в том или	1	1
213	что в таком	2	1
214	которые могут быть	1	1
215	одному и тому	1	1
216	от него в	1	1
217	этого слова что	1	1
218	тогда когда оно	1	1
219	ничего такого что	1	1
220	а в том	2	1
221	уже и сейчас	1	1
222	с самого начала	1	1
223	в нем не	1	1
224	образом мы видим	1	1
225	и что таким	1	1
226	чтобы заметить что	1	1
227	и то же	1	1
228	не только не	4	1
229	мы будем понимать	1	1
230	играет никакой роли	1	1
231	определяет собой и	1	1
232	вступить в противоречие	1	1
233	тех последствиях которые	1	1
234	точки зрения на	1	1
235	же самое что	2	1
236	на все эти	1	1
237	и при помощи	2	1
238	в широком смысле	1	1
239	ясно что и	2	1
240	то же самое	8	1
241	психологической точки зрения	4	1
242	между тем в	1	1
243	должна была бы	1	1
244	так точно и	1	1
245	том что при	1	1
246	к тому что	2	1
247	несмотря на все	4	1
248	вместо того чтобы	1	1
249	с тем как	1	1
250	не принадлежат к	1	1
251	разобраться в том	1	1
252	с этой целью	1	1
253	то что мы	1	1
254	представление о том	2	1
255	с психологической точки	3	1
256	при помощи этой	1	1
257	в борьбе за	1	1
258	во всем этом	1	1
259	то увидим что	1	1
260	никак не может	3	1
261	приводит к тому	2	1
262	таким образом и	3	1
263	все эти понятия	1	1
264	его к жизни	1	1
265	только тогда когда	4	1
266	то время как	6	1
267	так же трудно	1	1
268	таким образом как	1	1
269	и так как	4	1
270	в тех случаях	1	1
271	в другом случае	1	1
272	и не может	2	1
273	что эта психология	1	1
274	и не имеет	1	1
275	это было бы	1	1
