N	2gram	Losev_Vesc	Hudozhes
219	имеет дело	1	2
220	именно в	2	2
221	в порядке	1	2
222	с ними	4	2
223	в одно	2	2
224	как в	3	2
225	никем не	1	2
226	к бытию	3	2
227	говоря и	1	2
228	жизни в	3	2
229	отличается от	8	2
230	собою в	1	2
231	которая не	1	2
232	в каком	6	2
233	к другому	3	2
234	о том	11	2
235	в аспекте	1	2
236	при всем	2	2
237	свою очередь	5	2
238	это и	12	2
239	еще и	11	2
240	ни к	3	2
241	не могли	1	2
242	между собой	2	2
243	своей природе	1	2
244	на основе	1	2
245	не всегда	1	2
246	не сама	2	2
247	слова и	7	2
248	своей внутренней	1	2
249	могло быть	1	2
250	между двумя	1	2
251	и больше	13	2
252	для меня	3	2
253	или иных	2	2
254	речь идет	1	2
255	втором случае	1	2
256	говорит что	1	2
257	вслед за	1	2
258	и это	17	2
259	превращается в	3	2
260	времени и	1	2
261	не вполне	2	2
262	так же	4	2
263	еще один	2	2
264	было и	2	2
265	об этом	5	2
266	должен быть	5	2
267	с самим	4	2
268	если мы	12	2
269	имеем дело	3	2
270	нечто в	1	2
271	одна из	6	2
272	этого слова	1	2
273	здесь не	2	2
274	не все	3	2
275	коем случае	1	2
276	на котором	1	2
277	он и	2	2
278	не просто	23	2
279	в самой	3	2
280	только о	2	2
281	речи а	1	2
282	никогда не	5	2
283	и по	1	2
284	бы то	12	2
285	то в	4	2
286	но на	2	2
287	этих двух	2	2
288	мышления и	1	2
289	основе своей	2	2
290	в коем	1	2
291	в последней	1	2
292	одной из	1	2
293	что сама	1	2
294	несмотря на	6	2
295	ни было	12	2
296	к нашему	1	2
297	внутренней и	1	2
298	что такое	20	2
299	ее в	1	2
300	все это	7	2
301	что и	11	2
302	или иную	3	2
303	что каждый	1	2
304	с их	1	2
305	у него	3	2
306	от всех	5	2
307	или в	3	2
308	и более	4	2
309	без остатка	1	2
310	одним из	1	2
311	что она	23	2
312	сама по	7	2
313	тому что	2	2
314	случае не	3	2
315	в какой	1	2
316	я не	7	2
317	только и	8	2
318	в чем	10	2
319	это тоже	2	2
320	вовсе не	11	2
321	тем более	3	2
322	проявляет себя	1	2
323	и потому	8	2
324	только лишь	1	2
325	но как	3	2
326	а с	3	2
327	на этом	4	2
328	данный момент	1	2
329	могут служить	1	2
330	определенным образом	6	2
331	ту или	3	2
332	то ни	13	2
333	дело не	4	2
334	в случае	1	2
335	и весьма	1	2
336	есть как	3	2
337	быть и	5	2
338	и может	3	2
339	но она	3	2
340	не с	8	2
341	но только	4	2
342	это может	3	2
343	человека и	3	2
344	с человеком	1	2
345	относится как	1	2
346	собственно говоря	5	2
347	тем или	2	2
348	идет о	1	2
349	могла бы	3	2
350	в этой	4	2
351	что может	1	2
352	для обозначения	1	2
353	тот кто	1	2
354	для такого	2	2
355	в имени	21	2
356	с чем	7	2
357	из этого	3	2
358	в данный	1	2
359	тех или	6	2
360	отнюдь не	8	2
361	чтобы не	2	2
362	самим собою	2	2
363	в особенности	3	1
364	к такому	2	1
365	однако и	1	1
366	никак нельзя	2	1
367	все что	3	1
368	бы вбирает	1	1
369	для всех	1	1
370	каждой из	2	1
371	я уже	2	1
372	можно говорить	2	1
373	и здесь	5	1
374	узко и	1	1
375	и мира	2	1
376	мы встречаем	1	1
377	объединяет их	1	1
378	одном случае	1	1
379	вещи в	10	1
380	же и	2	1
381	как с	7	1
382	и свою	1	1
383	если в	1	1
384	вещей но	5	1
385	которая в	1	1
386	своего собственного	1	1
387	тех кто	2	1
388	своему не	1	1
389	на ее	3	1
390	таком понимании	1	1
391	слова эти	1	1
392	между этими	1	1
393	случае мы	1	1
394	перестают быть	1	1
395	теперь в	1	1
396	дело с	1	1
397	образа и	1	1
398	можно назвать	1	1
399	есть для	2	1
400	с вещами	3	1
401	в обыденной	1	1
402	вопросу о	1	1
403	и дает	2	1
404	думаю что	1	1
405	что это	18	1
406	содержит в	11	1
407	от нас	1	1
408	в сущности	7	1
409	предстают перед	1	1
410	не требует	1	1
411	какой бы	1	1
412	одном и	2	1
413	говорит о	3	1
414	ибо без	1	1
415	его то	1	1
416	если нет	1	1
417	и внешнего	2	1
418	смысл не	2	1
419	из того	3	1
420	например с	1	1
421	сама жизнь	1	1
422	впрочем и	1	1
423	к реальному	2	1
424	основной закон	1	1
425	и делает	2	1
426	в результате	9	1
427	все суть	1	1
428	то с	3	1
429	быть может	3	1
430	и само	3	1
431	свое имя	2	1
432	отдельно от	1	1
433	смысла в	1	1
434	понимается как	1	1
435	не могут	1	1
436	со всеми	1	1
437	не сможет	2	1
438	должен был	1	1
439	или для	1	1
440	же я	1	1
441	и даже	12	1
442	если не	3	1
443	читателя и	1	1
444	все то	2	1
445	превращая его	2	1
446	мы понимаем	1	1
447	новое время	1	1
448	от одного	2	1
449	такими же	1	1
450	в собственном	3	1
451	а во-вторых	1	1
452	чего бы	2	1
453	имеет значение	1	1
454	жизнь в	1	1
455	смысла и	8	1
456	самом общем	1	1
457	так называемый	1	1
458	его носителя	1	1
459	мы говорим	6	1
460	вещи но	16	1
461	значение в	1	1
462	языкового сознания	1	1
463	можно даже	1	1
464	пусть это	1	1
465	тем что	7	1
466	от всего	15	1
467	этого в	1	1
468	из всего	1	1
469	и будет	1	1
470	и действительно	1	1
471	то время	4	1
472	героев и	1	1
473	если он	3	1
474	но самое	2	1
475	том или	2	1
476	стороны в	1	1
477	с ума	1	1
478	необходимо для	1	1
479	высокое место	1	1
480	к самому	1	1
481	вещей в	3	1
482	с такими	1	1
483	для религиозного	1	1
484	одновременно и	1	1
485	вместе с	4	1
486	с собою	6	1
487	все же	18	1
488	смысла к	1	1
489	слов а	2	1
490	участвовать в	1	1
491	своему смыслу	1	1
492	существует не	1	1
493	это требует	1	1
494	предмета и	1	1
495	не имеет	2	1
496	а этот	1	1
497	чем ему	1	1
498	но у	1	1
499	да и	5	1
500	с максимальной	1	1
501	однако это	3	1
502	состоит как	1	1
503	о котором	2	1
504	другому человеку	1	1
505	введение в	1	1
506	зависимости от	1	1
507	бесконечно и	1	1
508	быть определена	1	1
509	себя не	2	1
510	в это	2	1
511	на их	2	1
512	свою собственную	1	1
513	которой не	1	1
514	личность как	2	1
515	но мы	1	1
516	на первый	1	1
517	по крайней	10	1
518	и пусть	1	1
519	перед нами	3	1
520	занимала столь	1	1
521	свое время	2	1
522	жизни так	1	1
523	с этим	4	1
524	само же	1	1
525	сам же	1	1
526	нам не	2	1
527	себя смысл	2	1
528	все и	1	1
529	бы и	9	1
530	не существует	4	1
531	в котором	4	1
532	из других	1	1
533	зависит от	1	1
534	в действительности	7	1
535	и пр	10	1
536	на части	1	1
537	в любом	1	1
538	по тем	1	1
539	своей собственной	2	1
540	согласен с	1	1
541	чего нет	1	1
542	то и	7	1
543	между вещами	1	1
544	жизненный опыт	1	1
545	она могла	2	1
546	имеет в	1	1
547	наконец в	1	1
548	ее восприятия	1	1
549	весьма узко	1	1
550	только мы	2	1
551	за кантом	1	1
552	в отдельности	4	1
553	быть не	5	1
554	не быть	4	1
555	внутри себя	3	1
556	не таково	1	1
557	действительность в	2	1
558	из его	2	1
559	относится не	2	1
560	сознание в	1	1
561	точно и	1	1
562	с которой	3	1
563	жизни и	6	1
564	чего не	2	1
565	из своего	1	1
566	значение для	1	1
567	только на	3	1
568	вы говорите	4	1
569	зрение и	1	1
570	к одному	3	1
571	и внешнее	2	1
572	в различных	1	1
573	эта система	1	1
574	и наиболее	1	1
575	вне моего	1	1
576	образом что	1	1
577	не так	2	1
578	к сфере	1	1
579	и смыслы	1	1
580	не что	12	1
581	и внутренней	1	1
582	в истории	3	1
583	в природу	4	1
584	является как	1	1
585	в окружающей	1	1
586	себе в	5	1
587	до того	1	1
588	воображении и	1	1
589	и тоже	3	1
590	своей индивидуальной	1	1
591	и формы	2	1
592	как явление	1	1
593	есть его	1	1
594	из наиболее	2	1
595	это существенно	1	1
596	языка не	1	1
597	самом начале	1	1
598	путем постепенного	1	1
599	еще нет	1	1
600	отдельности и	2	1
601	в реальной	1	1
602	ее не	6	1
603	событий в	1	1
604	в сфере	6	1
605	она может	4	1
606	и многих	1	1
607	тем же	2	1
608	него не	1	1
609	само оно	1	1
610	той же	2	1
611	понимая что	1	1
612	ее как	4	1
613	именно так	2	1
614	с нею	19	1
615	же самую	1	1
616	особенность и	1	1
617	только при	1	1
618	как я	6	1
619	нигде не	1	1
620	в каждый	1	1
621	раз и	2	1
622	что все	2	1
623	то она	2	1
624	ее внутренней	1	1
625	том же	1	1
626	в сознании	1	1
627	если ее	1	1
628	исходит из	2	1
629	момент в	6	1
630	всего к	1	1
631	не мыслится	1	1
632	но если	12	1
633	здесь и	1	1
634	по поводу	1	1
635	под именем	2	1
636	к новой	1	1
637	стороны не	2	1
638	действительности по	1	1
639	в отдельных	1	1
640	казалось бы	3	1
641	неотделимо от	2	1
642	нет никаких	1	1
643	к этим	2	1
644	уже по	1	1
645	то или	5	1
646	они могут	1	1
647	предстает как	1	1
648	том о	1	1
649	к языку	1	1
650	не будучи	1	1
651	крайней мере	10	1
652	из них	7	1
653	едва ли	1	1
654	тот же	4	1
655	внимание и	1	1
656	о ней	5	1
657	хотя по	1	1
658	внутренней жизни	1	1
659	представить себе	1	1
660	отождествляться с	1	1
661	имя как	10	1
662	себя самой	2	1
663	этих моментов	1	1
664	именно к	1	1
665	этого знания	1	1
666	что они	12	1
667	этом случае	1	1
668	имя личности	1	1
669	в свое	2	1
670	только не	5	1
671	мы видим	5	1
672	в более	2	1
673	общения в	1	1
674	как смысл	2	1
675	так как	17	1
676	личности а	1	1
677	многих других	1	1
678	на которую	1	1
679	от его	2	1
680	что иное	12	1
681	они не	1	1
682	может не	4	1
683	на вопрос	2	1
684	но из	2	1
685	на язык	3	1
686	свидетельствует о	3	1
687	должно быть	8	1
688	или другая?	1	1
689	искусство в	1	1
690	нельзя а	1	1
691	внимание на	1	1
692	который бы	3	1
693	общение с	11	1
694	в состоянии	2	1
695	что одна	1	1
696	обе эти	2	1
697	жизни человека	1	1
698	тут? я	1	1
699	проявляется в	1	1
700	а и	13	1
701	не своей	2	1
702	неизмеримо более	1	1
703	себя самого	4	1
704	ее можно	1	1
705	как вещью	1	1
706	мы конечно	1	1
707	вбирает в	3	1
708	души и	1	1
709	xix веке	1	1
710	что несмотря	1	1
711	для нас	2	1
712	вещественно и	3	1
713	не содержит	5	1
714	из своих	1	1
715	у нас	9	1
716	сознания и	2	1
717	это энергия	1	1
718	вместо него	1	1
719	не обладает	1	1
720	и от	4	1
721	стремится к	1	1
722	слово в	2	1
723	этом в	2	1
724	и есть	40	1
725	себе никаких	1	1
726	быть или	1	1
727	в третьем	1	1
728	без этого	3	1
729	когда же	2	1
730	мы находим	5	1
731	вокруг себя	1	1
732	поэтому не	1	1
733	тому же	1	1
734	раз в	2	1
735	сказать не	1	1
736	ведь это	1	1
737	но с	2	1
738	я помню	1	1
739	что составляет	1	1
740	не было	4	1
741	это всегда	1	1
742	просто как	2	1
743	как видно	1	1
744	к чему	2	1
745	не говорит	3	1
746	становления и	1	1
747	и где	1	1
748	этим и	1	1
749	на нее	2	1
750	дело в	6	1
751	от кого	1	1
752	же по	2	1
753	это еще	1	1
754	о каком	2	1
755	что не	11	1
756	в бытии	2	1
757	есть жизнь	1	1
758	но для	2	1
759	сознания но	1	1
760	такое же	1	1
761	в конце	3	1
762	или иная	1	1
763	сейчас только	1	1
764	но само	1	1
765	не остается	1	1
766	его поступки	1	1
767	в последние	2	1
768	своей структуре	1	1
769	и без	4	1
770	же оно	3	1
771	за которым	1	1
772	лишь на	1	1
773	нас к	1	1
774	имя в	3	1
775	же как	3	1
776	не есть	79	1
777	от одной	1	1
778	и абсолютная	1	1
779	между прочим	4	1
780	является не	2	1
781	же точно	2	1
782	и вещи	6	1
783	ли не	1	1
784	как ее	2	1
785	от этого	3	1
786	данного типа	1	1
787	и со	2	1
788	того и	2	1
789	и я	1	1
790	должно стать	1	1
791	зрения и	2	1
792	ее понимания	2	1
793	это было	2	1
794	человек имеет	2	1
795	картину в	1	1
796	форма в	1	1
797	себе и	2	1
798	и кому	2	1
799	его чувства	1	1
800	вещами в	1	1
801	ничего нельзя	1	1
802	действительности и	5	1
803	сам и	1	1
804	бы в	9	1
805	мере в	2	1
806	пребывания в	1	1
807	ему не	3	1
808	самой себе	1	1
809	словом или	1	1
810	нее нет	1	1
811	здесь как	2	1
812	могли бы	1	1
813	полной мере	1	1
814	о различных	1	1
815	для иллюстрации	1	1
816	только к	2	1
817	в полной	2	1
818	как ни	1	1
819	лишь ее	1	1
820	он говорит	2	1
821	в своих	3	1
822	чистая и	1	1
823	оно в	1	1
824	он ни	1	1
825	и сосредоточение	1	1
826	эти последние	1	1
827	если на	1	1
828	не уничтожается	2	1
829	имен и	3	1
830	чистом виде	1	1
831	две стороны	1	1
832	я если	1	1
833	зрения в	1	1
834	именно потому	2	1
835	чтобы такое	1	1
836	не дает	1	1
837	также и	9	1
838	ту же	2	1
839	силе и	1	1
840	собою как	1	1
841	ибо всякое	1	1
842	не один	1	1
843	суть то	1	1
844	части и	2	1
845	с совершенно	1	1
846	оно мыслится	1	1
847	же типа	1	1
848	является его	1	1
849	эти имена	1	1
850	в первом	2	1
851	чем собственно	1	1
852	исчезает и	1	1
853	другим в	1	1
854	для этого	5	1
855	существенное для	1	1
856	ни от	7	1
857	и является	1	1
858	может оставаться	1	1
859	не могла	1	1
860	смысл это	1	1
861	является одним	1	1
862	его полноте	1	1
863	или его	2	1
864	на столь	1	1
865	эта сторона	1	1
866	стороны и	2	1
867	ничто не	2	1
868	только то	4	1
869	из видов	1	1
870	в xix	1	1
871	является или	3	1
872	взаимопонимания между	2	1
873	что из	3	1
874	у нее	1	1
875	в новое	1	1
876	и последовательное	1	1
877	или иное	1	1
878	когда мы	6	1
879	на это	5	1
880	было бы	24	1
881	а тем	3	1
882	ее смысл	2	1
883	вещи или	6	1
884	из модификаций	1	1
885	под каким	1	1
886	но без	1	1
887	же самое	1	1
888	есть такое	1	1
889	ту сторону	1	1
890	как мы	6	1
891	жизнь однако	1	1
892	жизни не	1	1
893	что хотя	1	1
894	в понимании	1	1
895	что для	5	1
896	определенное значение	1	1
897	та или	2	1
898	его как	2	1
899	не способное	1	1
900	момент своего	1	1
901	подход к	1	1
902	в зависимости	1	1
903	внутреннее и	3	1
904	этом и	2	1
905	как внутреннее	1	1
906	выявить и	1	1
907	личность и	1	1
908	понимания это	1	1
909	на отдельные	1	1
910	мифа миф	1	1
911	это ни	1	1
912	это ощущение	1	1
913	а можно	2	1
914	или слова	1	1
915	с бытием	1	1
916	по этому	1	1
917	так что	9	1
918	с которым	1	1
919	же в	1	1
920	бытия и	6	1
921	к пониманию	3	1
922	в уме	3	1
923	говорить об	2	1
924	иной раз	1	1
925	с пустотой	1	1
926	как будто	2	1
927	себя а	1	1
928	себе один	1	1
929	на то	9	1
930	бы ни	3	1
931	текстов с	2	1
932	нуждается в	2	1
933	степени и	2	1
934	здесь мы	1	1
935	наличие в	1	1
936	может и	3	1
937	в него	1	1
938	живой действительности	1	1
939	нет не	2	1
940	именно это	1	1
941	и том	1	1
942	и совершенно	2	1
943	объективности и	1	1
944	чтобы служить	1	1
945	чего еще	1	1
946	есть не	17	1
947	кажется что	1	1
948	иное как	12	1
949	себе а	1	1
950	других типов	1	1
951	можно только	6	1
952	ее чисто	1	1
