N	2gram	Nazirov_Vr	Problemy
223	высшей степени	1	5
224	и то	2	5
225	они не	1	5
226	он как	1	5
227	по своему	1	5
228	в авторском	1	5
229	но при	1	5
230	в ней	4	5
231	быть и	1	5
232	человека с	2	5
233	все что	1	4
234	только что	1	4
235	еще более	1	4
236	в духе	1	4
237	достоевского он	2	4
238	он был	3	4
239	автора в	1	4
240	в свете	1	4
241	голос и	1	4
242	во всей	1	4
243	от них	1	4
244	смерти отца	1	4
245	все в	1	4
246	он тоже	2	4
247	тем не	1	4
248	связи с	3	4
249	то в	1	4
250	не есть	1	4
251	в сторону	1	4
252	в эту	2	4
253	под влиянием	1	4
254	эти слова	3	4
255	в рассказе	1	4
256	одно и	1	4
257	в первой	1	4
258	с ее	1	4
259	всех этих	1	4
260	он уже	1	4
261	полемика с	1	4
262	романа в	1	4
263	из которых	1	4
264	не знал	1	4
265	как нам	1	4
266	то он	1	4
267	совпадает с	1	4
268	и лишь	1	4
269	он хочет	1	4
270	которую он	1	4
271	о своем	1	4
272	каждый из	1	4
273	вне его	1	4
274	материал и	1	4
275	у вас	1	4
276	этом отношении	1	4
277	в литературе	1	4
278	это было	1	4
279	об этом	5	4
280	жизнь и	1	4
281	это как	1	4
282	также и	1	4
283	конечно в	1	4
284	еще в	1	4
285	от того	1	4
286	его отношение	1	4
287	это в	2	4
288	момент его	1	4
289	с героем	1	3
290	нем в	1	3
291	говорить о	1	3
292	о чем	2	3
293	говорит о	1	3
294	ставрогина и	3	3
295	в письме	5	3
296	в записках	1	3
297	без труда	1	3
298	и отчасти	1	3
299	что этот	1	3
300	но они	1	3
301	ставрогина с	2	3
302	и вообще	1	3
303	в эти	2	3
304	свои собственные	1	3
305	только не	1	3
306	по преимуществу	1	3
307	мы знаем	2	3
308	не должна	1	3
309	чем у	1	3
310	вас и	1	3
311	я очень	1	3
312	в таком	1	3
313	человек в	1	3
314	следовательно и	1	3
315	мне все	1	3
316	ему но	1	3
317	совсем не	1	3
318	себя на	1	3
319	лишь один	1	3
320	по своей	1	3
321	и есть	1	3
322	своего рода	1	3
323	в основном	1	3
324	романа и	1	3
325	от этой	1	3
326	себе не	1	3
327	стремится быть	1	3
328	то время	1	3
329	них он	1	3
330	вы не	1	3
331	на нее	1	3
332	который не	1	3
333	и уже	3	3
334	исповеди ставрогина	1	3
335	еще один	1	3
336	вячеслав иванов	1	3
337	правда в	1	3
338	же он	1	3
339	человека но	1	3
340	достоевский был	2	3
341	связан с	1	3
342	именно к	1	3
343	того как	1	3
344	сам в	1	3
345	сколько в	1	3
346	б и	2	3
347	которых он	1	3
348	быть весьма	1	3
349	в повести	2	3
350	раз в	3	3
351	этого не	1	3
352	никому не	1	3
353	всего романа	1	3
354	так в	2	3
355	которой он	1	3
356	а за	1	3
357	не с	1	3
358	что из	1	3
359	человека и	1	3
360	ты как	1	3
361	же в	2	3
362	в душе	1	2
363	за исключением	1	2
364	из всех	1	2
365	одному из	1	2
366	роман в	1	2
367	слово его	1	2
368	он у	1	2
369	меня в	1	2
370	его на	2	2
371	роль в	1	2
372	из героев	1	2
373	во все	1	2
374	было в	1	2
375	только как	1	2
376	не всегда	1	2
377	в этот	3	2
378	он ищет	1	2
379	с помощью	1	2
380	не об	1	2
381	всю жизнь	1	2
382	он писал	2	2
383	до того	1	2
384	свою очередь	1	2
385	я с	1	2
386	а вот	1	2
387	такая же	1	2
388	к этому	3	2
389	а следовательно	1	2
390	и был	1	2
391	достоевский прежде	1	2
392	этого и	1	2
393	достоевский говорит	1	2
394	и тотчас	1	2
395	об одном	1	2
396	собой в	1	2
397	так он	1	2
398	меня но	2	2
399	в качестве	1	2
400	петра верховенского	2	2
401	же как	2	2
402	одном из	1	2
403	и перед	1	2
404	и тонко	1	2
405	его жизни	1	2
406	письме к	4	2
407	служит для	1	2
408	за границей	2	2
409	в преступлении	1	2
410	что как	1	2
411	не был	1	2
412	того в	1	2
413	для создания	1	2
414	человека он	1	2
415	ли это	1	2
416	и речи	1	2
417	в роман	2	2
418	в ответ	1	2
419	с героями	1	2
420	никого не	1	2
421	подполья но	1	2
422	не могла	1	2
423	вот в	1	2
424	чтоб я	1	2
425	у которого	1	2
426	говорил с	1	2
427	плане его	1	2
428	что для	1	2
429	столь же	2	2
430	из этого	1	2
431	отнюдь не	2	2
432	независимо от	1	2
433	к запискам	1	2
434	одного и	1	2
435	в особенности	1	2
436	к сожалению	1	2
437	романа это	1	2
438	романа с	1	2
439	и этот	1	2
440	был очень	1	2
441	в литературной	1	2
442	и романа	1	2
443	разобраться в	1	2
444	достоевского а	1	2
445	их и	1	2
446	в россии	5	2
447	не имеет	1	2
448	мыслей и	1	2
449	ему и	1	2
450	из которого	1	2
451	он пишет	2	2
452	него он	1	2
453	в свою	2	2
454	не знаю	1	2
455	достоевского вот	1	2
456	не могло	1	2
457	очень хорошо	2	2
458	целый ряд	4	2
459	русский народ	1	2
460	у человека	1	2
461	в истории	4	2
462	я хотел	3	2
463	на бале	1	2
464	россии где	1	2
465	его отношения	1	2
466	с нею	2	2
467	из него	1	2
468	запискам из	1	2
469	такое же	1	2
470	ответ на	2	2
471	и резкое	1	2
472	этот процесс	1	2
473	записках из	1	2
474	органическое единство	1	2
475	для нас	4	2
476	без всяких	1	2
477	этот раз	1	2
478	в условиях	1	2
479	не все	1	2
480	ему не	1	2
481	еще до	1	2
482	бедного человека	1	2
483	искать в	1	2
484	достоевского был	1	2
485	хотя он	1	2
486	по которому	1	2
487	одну из	1	2
488	что достоевский	4	2
489	во второй	1	2
490	два человека	1	2
491	можно найти	1	2
492	достоевского этот	1	2
493	художником и	1	2
494	во многом	4	2
495	вам это	1	2
496	но я	1	2
497	идет не	1	2
498	из их	1	2
499	же это	1	2
500	этот материал	1	1
501	для всех	1	1
502	еще раз	1	1
503	можно говорить	1	1
504	этого в	1	1
505	тургенев же	1	1
506	в момент	2	1
507	подпольного человека	4	1
508	к этой	1	1
509	к страхову	1	1
510	вот она	1	1
511	он подошел	1	1
512	все ясно	1	1
513	достоевского нашим	1	1
514	мог знать	2	1
515	этот момент	2	1
516	его замысла	1	1
517	тургенев не	4	1
518	тургенева как	1	1
519	нас в	1	1
520	и достоевский	2	1
521	не являются	1	1
522	они эти	1	1
523	и другими	1	1
524	своих собственных	1	1
525	а другие	1	1
526	что слово	1	1
527	барыня и	1	1
528	и самые	1	1
529	ко всем	1	1
530	я всегда	1	1
531	из двух	1	1
532	ставрогина в	4	1
533	достоевский искал	1	1
534	на свою	1	1
535	его произведений	1	1
536	или спора	1	1
537	так это	1	1
538	давно уже	3	1
539	достоевским как	1	1
540	начинается с	1	1
541	творчеству достоевского	1	1
542	страхову в	1	1
543	теперь это	1	1
544	рассказ не	1	1
545	мы считаем	1	1
546	но мы	1	1
547	ведь не	1	1
548	на первый	2	1
549	также что	1	1
550	время с	1	1
551	и образ	1	1
552	при полном	1	1
553	первый взгляд	1	1
554	сам же	1	1
555	было не	1	1
556	знаем о	1	1
557	не могли	1	1
558	истине в	1	1
559	говорить не	1	1
560	с тою	1	1
561	что первая	1	1
562	во многих	1	1
563	он оставил	1	1
564	и т.п	2	1
565	точно так	1	1
566	этой повести	1	1
567	и другом	1	1
568	называя его	1	1
569	свободой и	1	1
570	несколько позже	1	1
571	привела к	1	1
572	промелькнуло в	1	1
573	романе не	1	1
574	некоторое время	1	1
575	достоевский находил	1	1
576	к ним	2	1
577	у себя	1	1
578	ну если	1	1
579	лермонтова и	2	1
580	стиле рассказа	1	1
581	времени а	1	1
582	тут же	1	1
583	уже по	1	1
584	о великом	1	1
585	не просто	1	1
586	едва ли	1	1
587	фигурируют и	1	1
588	всех их	1	1
589	обо мне	1	1
590	жестокий талант	1	1
591	мне и	2	1
592	ее и	1	1
593	как тот	1	1
594	вечере у	1	1
595	сюжет в	1	1
596	в петербурге	1	1
597	один пример	1	1
598	время и	2	1
599	раскольникова с	1	1
600	тургенев в	4	1
601	что уже	1	1
602	пишет брату	1	1
603	к творчеству	3	1
604	тут вдруг	1	1
605	выражение его	1	1
606	по мнению	2	1
607	после этого	2	1
608	верит в	1	1
609	записки из	2	1
610	николай ставрогин	2	1
611	на творчество	1	1
612	которой достоевский	1	1
613	возникает вопрос	1	1
614	вы только	1	1
615	есть еще	1	1
616	в мысли	1	1
617	первая часть	1	1
618	полемизирует с	1	1
619	такое понимание	1	1
620	это сравнение	1	1
621	легенда о	1	1
622	да я	1	1
623	в среде	2	1
624	первый план	1	1
625	в связи	3	1
626	ясно что	1	1
627	бедных людей	5	1
628	особенно резко	1	1
629	перед началом	1	1
630	всего он	1	1
631	что никто	1	1
632	они как	1	1
633	и крайняя	1	1
634	уже давно	1	1
635	навсегда и	1	1
636	всеми силами	1	1
637	великого грешника	2	1
638	для правильного	1	1
639	достоевского то	1	1
640	достоевский стремится	1	1
641	в русской	3	1
642	в виноградов	2	1
643	вошел в	1	1
644	существенно что	1	1
645	чтобы он	3	1
646	более всего	1	1
647	не будет	1	1
648	но достоевский	1	1
649	никто не	1	1
650	хотя в	1	1
651	был без	1	1
652	проникнуть в	1	1
653	в москве	1	1
654	на свое	1	1
655	можно бы	1	1
656	толчком для	1	1
657	известном смысле	1	1
658	и никогда	1	1
659	что есть	3	1
660	что только	1	1
661	был в	1	1
662	он считал	4	1
663	с идеями	1	1
664	и гораздо	1	1
665	и повторяя	1	1
666	другой не	1	1
667	время он	2	1
668	по первому	1	1
669	который был	3	1
670	среде но	1	1
671	пришел к	2	1
672	и самый	1	1
673	и твердо	1	1
674	к автору	2	1
675	художник как	1	1
676	из произведений	1	1
677	в частности	1	1
678	и считает	1	1
679	в пику	1	1
680	к достоевскому	6	1
681	письма достоевского	1	1
682	вдруг поднял	1	1
683	одним словом	1	1
684	приближается к	1	1
685	биографии в	1	1
686	удалении от	1	1
687	если в	1	1
688	живет в	1	1
689	к брату	1	1
690	от нас	1	1
691	и из	1	1
692	глубине души	1	1
693	о творчестве	1	1
694	этого типа	1	1
695	за это	1	1
696	за что	1	1
697	замысла как	1	1
698	он обратился	1	1
699	не ясно	1	1
700	человека достоевский	1	1
701	заключается в	1	1
702	но вот	1	1
703	если это	1	1
704	действительно были	1	1
705	ставрогин не	1	1
706	это такая	1	1
707	судьбу его	1	1
708	преступлении и	1	1
709	достоевский также	1	1
710	уж конечно	1	1
711	мечтатель и	1	1
712	с такими	1	1
713	влияния на	1	1
714	он воспринимал	1	1
715	нас интересует	1	1
716	эту сторону	1	1
717	рассказ у	1	1
718	ли он	1	1
719	о котором	1	1
720	в те	3	1
721	в известном	2	1
722	внутреннюю логику	1	1
723	жития великого	1	1
724	в каком	1	1
725	ничего общего	1	1
726	бесах он	2	1
727	почувствовал что	1	1
728	нет ничего	1	1
729	и ставил	1	1
730	безо всякой	1	1
731	и двусмысленный	1	1
732	не любил	1	1
733	это за	1	1
734	я ее	1	1
735	на основе	2	1
736	он часто	1	1
737	том как	1	1
738	хорошо знаю	1	1
739	в итоге	1	1
740	совпадают с	1	1
741	в бесах	10	1
742	в письмах	2	1
743	с очень	1	1
744	тогда как	2	1
745	слышать о	1	1
746	критика и	1	1
747	время своих	1	1
748	меня под	1	1
749	не совсем	1	1
750	то достоевский	1	1
751	молодой достоевский	1	1
752	только при	1	1
753	не стоит	1	1
754	не лучше	1	1
755	не имел	1	1
756	остается за	1	1
757	глаза в	1	1
758	именно этот	1	1
759	утверждению о	1	1
760	из гордости	1	1
761	говорит достоевский	1	1
762	рассматривать в	1	1
763	принимая его	1	1
764	ему в	1	1
765	ему что	1	1
766	автору и	1	1
767	ни с	1	1
768	героев достоевский	1	1
769	роман не	1	1
770	он добивается	1	1
771	его оформления	1	1
772	этом он	1	1
773	по прочтении	1	1
774	и довольно	1	1
775	в предшествующей	1	1
776	самораскрытие героя	1	1
777	имел в	3	1
778	сходятся в	1	1
779	появилась в	1	1
780	чтобы объективно	1	1
781	мы находим	1	1
782	быть прежде	1	1
783	с тургеневым	5	1
784	что ни	1	1
785	а о	1	1
786	верховенского с	1	1
787	в ту	1	1
788	говорить об	1	1
789	человеком в	1	1
790	неожиданно для	1	1
791	ли не	1	1
792	сразу же	1	1
793	по его	1	1
794	человеком и	1	1
795	работы над	1	1
796	тем более	2	1
797	от вас	1	1
798	ко мне	2	1
799	человека к	1	1
800	князь с	2	1
801	это конечно	1	1
802	к бесам	4	1
803	в полной	1	1
804	за роман	2	1
805	развиваться в	1	1
806	о бесах	1	1
807	а еще	1	1
808	возвращается к	1	1
809	выше и	1	1
810	такие же	1	1
811	он одновременно	1	1
812	искал в	1	1
813	литературе при	1	1
814	он принимает	1	1
815	достоевский и	8	1
816	а от	1	1
817	нельзя не	1	1
818	десять лет	1	1
819	п в	2	1
820	я только	1	1
821	позволяет нам	1	1
822	любил и	1	1
823	в это	2	1
824	героя нашего	1	1
825	с первого	1	1
826	на это	2	1
827	всего то	1	1
828	не хотел	1	1
829	же на	1	1
830	этот роман	2	1
831	что за	1	1
832	руку и	1	1
833	мы бы	1	1
834	и кончая	1	1
835	это о	1	1
836	место в	2	1
837	слово за	1	1
838	что о	1	1
839	об этой	2	1
840	своим собственным	1	1
841	в глубине	1	1
842	достоевский нашел	1	1
843	событий и	1	1
844	как ему	1	1
845	нему с	1	1
846	в известной	1	1
847	котором он	1	1
