N	2gram	Ircho_Kome	TeoriaLi
279	на основе	1	2
280	времени в	2	2
281	не всегда	2	2
282	и больше	1	2
283	только на	2	2
284	может служить	2	2
285	речь идет	6	2
286	говорит что	1	2
287	и это	3	2
288	превращается в	1	2
289	времени и	2	2
290	значительной степени	1	2
291	в глаза	1	2
292	по два	1	2
293	самом начале	3	2
294	соответствии с	2	2
295	если мы	1	2
296	тем же	2	2
297	имеем дело	1	2
298	что она	3	2
299	который в	2	2
300	коем случае	1	2
301	в самой	2	2
302	чем это	2	2
303	к внутреннему	1	2
304	жизни но	1	2
305	бы то	4	2
306	то в	1	2
307	что они	4	2
308	войне и	1	2
309	в коем	1	2
310	на вопрос	1	2
311	в последней	1	2
312	одной из	6	2
313	несмотря на	5	2
314	ни было	4	2
315	игра с	1	2
316	корнями в	1	2
317	в основании	1	2
318	ее в	2	2
319	все это	7	2
320	что и	10	2
321	у нас	3	2
322	с их	4	2
323	к жизни	1	2
324	у него	6	2
325	от всех	1	2
326	этих двух	1	2
327	каждая из	1	2
328	на себя	5	2
329	этом что	2	2
330	не могли	2	2
331	в конце	7	2
332	тому что	4	2
333	в какой	2	2
334	это было	5	2
335	в чем	3	2
336	об этом	2	2
337	должен быть	1	2
338	частной жизни	1	2
339	тем более	1	2
340	к одному	1	2
341	при чтении	1	2
342	и одной	1	2
343	как уже	1	2
344	одну из	2	2
345	то ни	4	2
346	и весьма	1	2
347	в первом	2	2
348	свою жизнь	1	2
349	и является	1	2
350	и эстетической	1	2
351	соединении с	1	2
352	автора и	1	2
353	за пределы	2	2
354	перед лицом	5	2
355	от своего	1	2
356	в большинстве	2	2
357	следует признать	2	2
358	с человеком	1	2
359	идет о	5	2
360	могла бы	2	2
361	так же	4	2
362	числе и	1	2
363	на уровне	1	2
364	и особенно	7	2
365	о его	5	2
366	в общественном	1	2
367	общественном сознании	1	2
368	и прежде	1	2
369	как будто	3	2
370	право на	2	2
371	может и	1	2
372	чтобы не	1	2
373	в особенности	1	1
374	с которыми	1	1
375	и меньше	1	1
376	том чем	1	1
377	от него	1	1
378	однако и	1	1
379	является в	1	1
380	в последующих	1	1
381	все что	3	1
382	и против	1	1
383	с учетом	1	1
384	случае в	1	1
385	берет под	1	1
386	можно говорить	1	1
387	за ним	2	1
388	одном случае	1	1
389	придают им	1	1
390	на празднике	1	1
391	также что	2	1
392	сообщения о	2	1
393	того кому	1	1
394	его с	2	1
395	на ее	2	1
396	первую очередь	6	1
397	теперь в	2	1
398	дело с	3	1
399	в которую	1	1
400	и дает	2	1
401	а у	3	1
402	думаю что	2	1
403	же образом	1	1
404	что это	5	1
405	которые лежат	1	1
406	что основной	1	1
407	с ним	1	1
408	это уже	2	1
409	тем как	2	1
410	в сущности	3	1
411	в другой	1	1
412	привести к	1	1
413	те же	1	1
414	в область	1	1
415	из того	2	1
416	разного рода	1	1
417	одному из	2	1
418	впрочем и	2	1
419	не несущих	1	1
420	в результате	5	1
421	выступает не	1	1
422	целом ряде	1	1
423	с собой	2	1
424	и вполне	1	1
425	исторического лица	2	1
426	как было	1	1
427	должен был	1	1
428	или для	1	1
429	если никто	1	1
430	чтобы в	1	1
431	тон в	1	1
432	в драматическом	2	1
433	искусства к	1	1
434	одновременно не	1	1
435	на свой	1	1
436	новое время	3	1
437	в собственном	1	1
438	о мире	1	1
439	с ней	1	1
440	жизнь в	1	1
441	им по	1	1
442	введенное в	1	1
443	как об	1	1
444	одновременно с	3	1
445	если говорить	1	1
446	слова с	1	1
447	к каким	1	1
448	тем что	5	1
449	из всего	2	1
450	и будет	1	1
451	то время	8	1
452	видно из	4	1
453	и другим	1	1
454	с тем	5	1
455	стороны в	1	1
456	к самому	1	1
457	общими для	1	1
458	с такими	1	1
459	возможна только	1	1
460	что по	3	1
461	приходит в	1	1
462	у читателя	1	1
463	который впрочем	1	1
464	все же	7	1
465	собой ср	1	1
466	и право	2	1
467	не приводит	1	1
468	в теорию	1	1
469	не имеет	1	1
470	речь в	2	1
471	бы не	1	1
472	но у	1	1
473	да и	5	1
474	ему и	2	1
475	о котором	1	1
476	зависимо от	1	1
477	зависимости от	1	1
478	поскольку он	1	1
479	к категории	1	1
480	в это	3	1
481	друг от	2	1
482	нет в	1	1
483	в эпических	1	1
484	на первый	1	1
485	выступает как	1	1
486	между участниками	1	1
487	жизненную позицию	1	1
488	в театральном	1	1
489	с этим	5	1
490	обращает на	4	1
491	действующих лиц	8	1
492	и я	2	1
493	нам не	1	1
494	художественный образ	2	1
495	состоит не	1	1
496	совершенно не	1	1
497	исходя из	1	1
498	типов но	1	1
499	в первую	5	1
500	друг перед	1	1
501	он же	1	1
502	шире и	1	1
503	решающая роль	1	1
504	в котором	6	1
505	и частной	1	1
506	из других	3	1
507	восприятие которое	1	1
508	в действительности	4	1
509	и комедия	1	1
510	между несколькими	1	1
511	вопрос о	5	1
512	в любом	3	1
513	по своим	1	1
514	по тем	1	1
515	жизни между	1	1
516	тех же	4	1
517	в динамике	1	1
518	страшно и	1	1
519	более чем	4	1
520	мира как	1	1
521	ожидания к	1	1
522	расположение в	1	1
523	то и	3	1
524	она могла	1	1
525	наконец в	3	1
526	некий общий	1	1
527	века где	1	1
528	и поэтому	2	1
529	из жизни	1	1
530	платона и	1	1
531	которыми он	1	1
532	время в	1	1
533	обычно в	1	1
534	даже самых	2	1
535	слова и	1	1
536	с помощью	1	1
537	что из	3	1
538	и теперь	3	1
539	жизни и	4	1
540	рамках этой	1	1
541	значение для	1	1
542	точно так	1	1
543	в различных	1	1
544	обращаясь к	1	1
545	переходит к	2	1
546	автор обращается	1	1
547	и наиболее	1	1
548	на основании	7	1
549	времени или	1	1
550	первые два	1	1
551	а между	1	1
552	одно из	1	1
553	целый ряд	2	1
554	иначе в	2	1
555	что речь	1	1
556	к сфере	1	1
557	для которого	1	1
558	и те	1	1
559	не что	1	1
560	в совершенно	1	1
561	подлинным произведением	1	1
562	и внутренней	3	1
563	в истории	10	1
564	и находит	1	1
565	не так	1	1
566	служить также	1	1
567	является как	1	1
568	каждый из	3	1
569	над собой	1	1
570	действия и	1	1
571	было и	1	1
572	жизни он	1	1
573	между людьми	2	1
574	второй половины	2	1
575	смысл на	1	1
576	когда же	5	1
577	автора в	1	1
578	и формы	2	1
579	на которые	3	1
580	как следствие	1	1
581	но вы	1	1
582	я думаю	2	1
583	первых десятилетий	1	1
584	для зрителя	1	1
585	из наиболее	2	1
586	двух других	1	1
587	следит за	1	1
588	не дай	1	1
589	отношений и	1	1
590	персонажи не	1	1
591	ее не	1	1
592	него не	1	1
593	затем в	2	1
594	по которым	6	1
595	и служит	1	1
596	той же	3	1
597	ее как	1	1
598	именно так	1	1
599	на сцене	5	1
600	до конца	3	1
601	с нею	1	1
602	за его	1	1
603	только при	3	1
604	у а	1	1
605	в одной	1	1
606	что все	1	1
607	еще одна	1	1
608	то она	1	1
609	в существовании	1	1
610	автором в	1	1
611	том же	1	1
612	те и	1	1
613	к миру	1	1
614	в сознании	4	1
615	тот что	1	1
616	исходит из	1	1
617	одна из	4	1
618	всего к	1	1
619	речь о	2	1
620	со словом	1	1
621	но если	4	1
622	здесь и	2	1
623	по поводу	7	1
624	под именем	3	1
625	культуры и	1	1
626	что даже	1	1
627	ее содержание	1	1
628	нет никаких	1	1
629	к этим	3	1
630	уже по	1	1
631	друг друга	2	1
632	в деятельности	1	1
633	они могут	1	1
634	из них	16	1
635	едва ли	16	1
636	тот же	5	1
637	другого и	1	1
638	друг другу	2	1
639	от ее	1	1
640	персонажей в	1	1
641	могли быть	2	1
642	привычных для	1	1
643	с первоначальным	1	1
644	ближе к	1	1
645	представить себе	3	1
646	время для	1	1
647	что автор	1	1
648	говорилось выше	1	1
649	именно к	1	1
650	такое же	1	1
651	своих изделий	1	1
652	литературе нового	1	1
653	которой я	1	1
654	или к	2	1
655	в более	4	1
656	она предстает	1	1
657	в на	3	1
658	собой и	2	1
659	известные нам	1	1
660	так как	6	1
661	от его	1	1
662	последние десятилетия	3	1
663	что иное	1	1
664	они не	1	1
665	предстает перед	1	1
666	после того	3	1
667	первого из	1	1
668	он выступает	2	1
669	ее на	1	1
670	первом случае	1	1
671	время и	3	1
672	всех сторон	1	1
673	чем на	2	1
674	собой в	2	1
675	это особенно	1	1
676	в состоянии	3	1
677	что одна	1	1
678	принято говорить	1	1
679	начала и	1	1
680	не для	1	1
681	и чрезвычайно	1	1
682	случае еще	1	1
683	которого он	1	1
684	такова в	1	1
685	своему происхождению	2	1
686	случае его	1	1
687	как у	1	1
688	и сама	1	1
689	из своих	1	1
690	вместо него	1	1
691	чуть больше	2	1
692	иными словами	1	1
693	слово в	1	1
694	противоречие между	2	1
695	однако она	1	1
696	наше внимание	1	1
697	в третьем	1	1
698	тому же	14	1
699	раз в	2	1
700	от своих	1	1
701	не была	1	1
702	не было	1	1
703	молод и	1	1
704	нередко в	2	1
705	частности все	1	1
706	от друга	2	1
707	отказаться от	2	1
708	как видно	4	1
709	и более	2	1
710	персонажа в	1	1
711	не говорит	1	1
712	что его	1	1
713	самые разнообразные	1	1
714	этим и	2	1
715	это еще	2	1
716	места в	1	1
717	по существу	1	1
718	что не	1	1
719	как впрочем	1	1
720	из уст	1	1
721	той самой	1	1
722	не остается	1	1
723	комедиях аристофана	4	1
724	бы быть	1	1
725	мира а	1	1
726	с той	2	1
727	и без	3	1
728	за которым	1	1
729	долгое время	1	1
730	также в	3	1
731	большинстве случаев	2	1
732	и произведения	1	1
733	между прочим	2	1
734	рядом с	1	1
735	является не	2	1
736	общественных отношений	1	1
737	при таком	1	1
738	сознания как	1	1
739	выступать в	1	1
740	перед собой	1	1
741	ли не	8	1
742	и большого	1	1
743	от этого	2	1
744	в еще	1	1
745	по его	2	1
746	всем законам	2	1
747	служит для	1	1
748	в двух	6	1
749	и художественного	1	1
750	в условиях	1	1
751	или их	1	1
752	на его	5	1
753	точек зрения	2	1
754	себе никакого	1	1
755	ибо и	1	1
756	в каждой	1	1
757	из этого	2	1
758	путь к	2	1
759	на себе	1	1
760	особенно в	1	1
761	далекого прошлого	1	1
762	бы в	3	1
763	войны и	7	1
764	мере в	1	1
765	ему не	1	1
766	же как	3	1
767	и мир	2	1
768	основе его	1	1
769	в каждом	2	1
770	актера в	1	1
771	о месте	1	1
772	том случае	1	1
773	со всех	1	1
774	изобразительного искусства	1	1
775	прошлого с	1	1
776	жизнь и	2	1
777	в пьесе	1	1
778	в своих	2	1
779	оно в	1	1
780	значительное место	2	1
781	не означает	2	1
782	с матерью	1	1
783	в поле	4	1
784	позиций и	1	1
785	поэт не	1	1
786	в традициях	2	1
787	до нас	9	1
788	случае если	1	1
789	игра случая	1	1
790	тем к	1	1
791	если не	1	1
792	зрения в	1	1
793	пойдет о	1	1
794	не дает	1	1
795	однако герой	1	1
796	в комедии	36	1
797	ту же	2	1
798	военных действий	1	1
799	совсем не	2	1
800	две другие	1	1
801	но всегда	1	1
802	нельзя не	2	1
803	на поле	1	1
804	как человек	1	1
805	не один	2	1
806	зрения у	1	1
807	части и	1	1
808	так что	6	1
809	не более	2	1
810	говорить об	1	1
811	себя внимание	4	1
812	отделен от	1	1
813	в развитии	2	1
814	из окна	1	1
815	на чем	2	1
816	именно потому	2	1
817	что касается	5	1
818	природой и	1	1
819	а по	1	1
820	и их	3	1
821	в последние	2	1
822	не могла	2	1
823	это была	2	1
824	последней трети	3	1
825	можно было	5	1
826	если она	1	1
827	иметь в	1	1
828	также и	1	1
829	у нее	2	1
830	как один	1	1
831	в новое	2	1
832	означает что	2	1
833	реального исторического	1	1
834	на это	3	1
835	было бы	8	1
836	не по	5	1
837	превратилась в	1	1
838	но без	1	1
839	же самое	2	1
840	он в	1	1
841	определена как	1	1
842	так называемый	1	1
843	как мы	5	1
844	в большой	1	1
845	одного из	7	1
846	указывает на	2	1
847	своей стороны	1	1
848	что для	1	1
849	та или	1	1
850	его как	1	1
851	как против	1	1
852	под определенным	1	1
853	организации текста	1	1
854	в зависимости	1	1
855	которые в	3	1
856	над его	1	1
857	поле зрения	2	1
858	этом они	1	1
859	сказать в	1	1
860	но прежде	1	1
861	основного содержания	1	1
862	может показаться	1	1
863	даже если	3	1
864	и от	2	1
865	с которым	1	1
866	теми же	1	1
867	же в	7	1
868	этой причине	1	1
869	всю жизнь	1	1
870	из его	6	1
871	чаще всего	3	1
872	на то	3	1
873	бы ни	1	1
874	нуждается в	2	1
875	и только	1	1
876	котором по	1	1
877	ответственного за	1	1
878	от греч	1	1
879	независимо от	5	1
880	для этого	2	1
881	таким же	1	1
882	нет не	1	1
883	каждого из	2	1
884	являются наиболее	1	1
885	иное как	1	1
886	перед другом	1	1
