N	3gram	Voloshinov	Problema
88	мы говорили выше	1	5
89	имеем в виду	1	5
90	так же как	1	5
91	мы могли бы	2	5
92	сказать и о	2	5
93	в зависимости от	4	5
94	и прежде всего	7	5
95	потому что оно	1	5
96	а вовсе не	3	5
97	всякий художественный образ	1	5
98	но если мы	2	5
99	одно и то	1	5
100	смысле слова и	1	5
101	том что он	2	5
102	ни в чем	4	5
103	ни о каком	2	5
104	у нас в	2	4
105	в коем случае	1	4
106	как мы уже	5	4
107	но все же	1	4
108	то ни стало	1	4
109	с большим трудом	1	4
110	но когда мы	1	4
111	все же не	1	4
112	не было бы	1	4
113	это уже не	1	4
114	это было бы	1	4
115	собственном смысле слова	1	4
116	во что бы	1	4
117	ни в коем	1	4
118	а с другой	2	4
119	равно как и	2	4
120	и не было	1	4
121	что бы то	1	4
122	как мы видели	8	4
123	во всех этих	1	4
124	никакого отношения к	1	4
125	ни об его	2	4
126	всяком случае не	1	4
127	то обстоятельство что	2	4
128	в таких случаях	2	4
129	начала до конца	1	3
130	то что он	1	3
131	что в данном	1	3
132	и нет ничего	1	3
133	таким образом что	1	3
134	мы никогда не	2	3
135	только в таком	1	3
136	в отличие от	2	3
137	не менее он	1	3
138	к тому что	2	3
139	не то что	1	3
140	имея в виду	1	3
141	вообще не существует	1	3
142	ни о каких	1	3
143	в чем же	2	3
144	нужно сказать и	1	3
145	не может обойтись	1	3
146	жизни и в	1	3
147	что и в	2	3
148	если бы он	3	3
149	отнюдь не является	3	3
150	по сравнению с	1	3
151	не выходит за	1	3
152	вовсе не в	2	3
153	или может быть	1	3
154	случае не может	1	3
155	а есть только	1	3
156	бросается в глаза	1	3
157	в истории философии	1	3
158	и в то	1	3
159	том что в	1	3
160	и никогда не	1	3
161	не в силах	3	3
162	и может быть	2	3
163	от того что	1	3
164	того что мы	1	3
165	к выводу что	1	3
166	говорить о том	2	3
167	но в то	3	3
168	так как они	1	3
169	мы не знаем	1	3
170	далеко не всегда	3	3
171	все больше и	1	2
172	том что это	1	2
173	и в данном	1	2
174	точка зрения на	2	2
175	для искусства в	1	2
176	по отношению к	11	2
177	ничего не говорит	1	2
178	один из них	2	2
179	если же мы	1	2
180	с ним в	1	2
181	и во многих	1	2
182	между тем как	1	2
183	мы все время	1	2
184	можно говорить о	1	2
185	точки зрения в	1	2
186	может обойтись без	1	2
187	случае не является	1	2
188	ничего общего не	3	2
189	в целом и	1	2
190	и все прочие	1	2
191	можно сказать о	1	2
192	в чем заключается	1	2
193	но как раз	1	2
194	только в его	1	2
195	один и тот	3	2
196	но и не	1	2
197	в г в	1	2
198	того и другого	1	2
199	в этой работе	1	2
200	таким образом в	2	2
201	там где нет	1	2
202	то что является	1	2
203	каких бы то	1	2
204	мы не можем	3	2
205	и все другие	1	2
206	такой точки зрения	1	2
207	тоже еще не	1	2
208	но вместо этого	1	2
209	выходит за пределы	2	2
210	и все же	1	2
211	себе и в	1	2
212	является одним из	1	2
213	нам кажется что	1	2
214	что он не	1	2
215	может быть это	2	2
216	и тот же	3	2
217	с мыслью о	2	2
218	больше и больше	1	2
219	мы имеем в	1	2
220	не отличается от	2	2
221	однако и здесь	1	2
222	ведь для того	1	2
223	здесь в том	2	2
224	в том же	1	2
225	а именно что	1	2
226	только в пределах	1	2
227	друг на друга	1	2
228	то же что	1	2
229	что все эти	3	2
230	составляющих ее элементов	1	2
231	из них не	1	2
232	говорили выше в	1	2
233	относится и к	1	2
234	нашего сознания и	1	2
235	в свою очередь	4	2
236	и совсем не	1	2
237	или хотя бы	1	2
238	и не может	3	2
239	как мы надеемся	2	2
240	все это является	1	2
241	для самого себя	1	2
242	смысле слова мы	1	2
243	а следовательно и	2	2
244	в нем и	1	2
245	и той же	3	2
246	только в этом	1	2
247	и за пределы	1	2
248	узком смысле слова	3	2
249	одной и той	3	2
250	и притом в	3	2
251	по себе является	1	2
252	но тем не	1	2
253	является для него	1	2
254	жизни в ее	1	2
255	в этом их	1	2
256	и что он	1	2
257	общего не имеет	1	2
258	в себе и	1	2
259	и следовательно в	1	2
260	что он и	1	2
261	в основе своей	1	2
262	если мы будем	1	2
263	мы уже сказали	1	2
264	относится с пренебрежением	1	1
265	от того чтобы	1	1
266	о которой мы	1	1
267	и дать ему	1	1
268	что она не	1	1
269	что нет и	1	1
270	вполне понятно что	1	1
271	новых и новых	1	1
272	в большинстве случаев	5	1
273	же это за	1	1
274	и значение в	1	1
275	даже тогда когда	1	1
276	каком случае нельзя	1	1
277	содержания и формы	1	1
278	существенного значения для	1	1
279	очень важный момент	1	1
280	не то чем	1	1
281	чем он сам	2	1
282	в своей основе	4	1
283	в какой степени	2	1
284	который как мы	1	1
285	бы для него	1	1
286	самом деле если	1	1
287	тем что его	1	1
288	до конца и	1	1
289	в общем можно	1	1
290	представляется нам в	1	1
291	и потому его	1	1
292	во многих отношениях	1	1
293	возможно только в	1	1
294	но не только	1	1
295	но при этом	1	1
296	именно в этой	1	1
297	мы уже указывали	4	1
298	а между тем	1	1
299	может и должно	1	1
300	теперь уже не	1	1
301	именно в области	1	1
302	смысле этого слова	1	1
303	и о других	1	1
304	в заключение этой	1	1
305	по аналогии с	1	1
306	мы убедились что	1	1
307	быть и речи	3	1
308	и таким образом	1	1
309	точку зрения и	1	1
310	который в данном	1	1
311	при этом условии	1	1
312	какой степени не	1	1
313	приходит в голову	1	1
314	на этот вопрос	3	1
315	так как это	1	1
316	но вместе с	2	1
317	только один из	1	1
318	были в ходу	1	1
319	в своем месте	1	1
320	что это не	1	1
321	с другими частями	1	1
322	его от других	1	1
323	не нуждается в	1	1
324	и в вопросе	1	1
325	мы говорим в	1	1
326	все это не	1	1
327	он не был	1	1
328	нам уже приходилось	3	1
329	таким образом и	1	1
330	едва ли может	1	1
331	но никогда не	1	1
332	в его целом	2	1
333	и входит в	1	1
334	но так как	1	1
335	коем случае не	1	1
336	не нуждается ни	1	1
337	того что он	1	1
338	находятся в противоречии	1	1
339	еще на одну	1	1
340	вот в этой	1	1
341	и осуществляется в	1	1
342	и у русских	1	1
343	и не вскрывает	1	1
344	дело здесь в	1	1
345	не в его	3	1
346	которого она является	1	1
347	себе а в	1	1
348	еще задолго до	1	1
349	и не допускать	1	1
350	вместо этого он	1	1
351	к целому ряду	1	1
352	приходит к выводу	1	1
353	не имели бы	1	1
354	и в дальнейшем	1	1
355	требуют для своего	1	1
356	мы имеем у	1	1
357	нем может быть	1	1
358	к тому чтобы	3	1
359	же мы можем	1	1
360	время иметь в	1	1
361	и об его	1	1
362	то ни о	1	1
363	но и его	1	1
364	только в контексте	1	1
365	зависит от того	1	1
366	и один из	1	1
367	из того что	1	1
368	никогда не говорил	1	1
369	для того что	1	1
370	в узком смысле	2	1
371	в одной из	1	1
372	да и не	1	1
373	не теряет своей	1	1
374	не говорил о	1	1
375	или другими словами	1	1
376	что находится в	1	1
377	как и все	1	1
378	и мышления не	1	1
379	и все его	2	1
380	и неожиданным а	1	1
381	часто и не	1	1
382	все тот же	2	1
383	уже и в	1	1
384	мировой гармонии в	1	1
385	так и его	1	1
386	как бы ни	1	1
387	заключение этой главы	1	1
388	теми же самыми	1	1
389	но именно в	1	1
390	самом деле что	1	1
391	только на путях	1	1
392	в борьбу с	1	1
393	от которых она	1	1
394	и не подозревает	2	1
395	не было такого	1	1
396	не существует никаких	1	1
397	что этот мотив	1	1
398	а во время	1	1
399	это прежде всего	2	1
400	с помощью метода	1	1
401	еще ничего не	1	1
402	несколько слов о	1	1
403	из них как	1	1
404	в первых двух	1	1
405	благодаря тому что	2	1
406	в вопросе о	1	1
407	так как всякая	1	1
408	в таких словах	1	1
409	только оно и	1	1
410	мы можем не	1	1
411	остановимся только на	1	1
412	данном случае является	1	1
413	не допускать никаких	1	1
414	что же это	1	1
415	до известной степени	1	1
416	которой мы говорили	1	1
417	только в условиях	1	1
418	в широких кругах	1	1
419	ни о какой	2	1
420	то что это	1	1
421	и в таком	1	1
422	сих пор не	1	1
423	все они при	1	1
424	по которой можно	1	1
425	и что поэтому	1	1
426	нашей точки зрения	1	1
427	и к другим	1	1
428	и со стороны	1	1
429	одной из своих	1	1
430	сознания мы можем	1	1
431	во всех отношениях	1	1
432	в жизни и	1	1
433	в котором он	1	1
434	жизни таким образом	1	1
435	жизни каждого человека	1	1
436	и пр но	1	1
437	но оно в	1	1
438	обнаруживает себя в	1	1
439	перейти к дальнейшему	1	1
440	не является чем-то	2	1
441	он теперь уже	1	1
442	с этим не	1	1
443	в себе самом	1	1
444	только он один	1	1
445	в нем может	1	1
446	ведь все эти	1	1
447	и сами эти	1	1
448	в такой же	1	1
449	мы можем сказать	5	1
450	в его знаменитой	1	1
451	но для этого	1	1
452	настолько велико что	1	1
453	здесь необходимо сказать	1	1
454	в своей знаменитой	1	1
455	жизни человека и	2	1
456	конечно и не	1	1
457	и как мы	1	1
458	это означает что	1	1
459	не могут быть	4	1
460	ни в какую	1	1
461	мы считаем излишним	1	1
462	такое же положение	1	1
463	как в отношении	1	1
464	в наше время	1	1
465	и вообще о	1	1
466	тот же предмет	2	1
467	точки зрения на	1	1
468	можем ли мы	1	1
469	то же время	6	1
470	жизни мы не	1	1
471	в таком виде	2	1
472	внешней и внутренней	1	1
473	характерно именно для	1	1
474	раз и навсегда	1	1
475	другими словами мы	1	1
476	к нему и	1	1
477	не подозревает об	1	1
478	могут быть и	1	1
479	в которой нам	1	1
480	при одном условии	1	1
481	внутренней и внешней	3	1
482	то за что	1	1
483	принимать во внимание	1	1
484	между собой в	1	1
485	только в период	1	1
486	в противоречие с	1	1
487	лежат в основе	1	1
488	он не только	2	1
489	обратим внимание на	1	1
490	так и с	1	1
491	он в себе	1	1
492	приведет нас к	1	1
493	за то за	1	1
494	отождествить себя с	1	1
495	выйти за пределы	3	1
496	он остается в	1	1
497	и едва ли	1	1
498	во все те	1	1
499	и в отношении	1	1
500	бы он был	1	1
501	в данный момент	1	1
502	и о которых	1	1
503	конечно не в	1	1
504	и не нуждается	2	1
505	мы конечно не	1	1
506	можно выбрать из	1	1
507	но и самым	1	1
508	на тот же	1	1
509	внимания ни на	1	1
510	такого же типа	1	1
511	о каких бы	1	1
512	одна на другую	1	1
513	другими словами пока	1	1
514	объективной точки зрения	2	1
515	моменты должны быть	1	1
516	же время это	1	1
517	надо было бы	1	1
518	ничем существенным не	1	1
519	конце концов и	1	1
520	но что же	1	1
521	в жизни человека	3	1
522	новое и оригинальное	1	1
523	и его содержание	1	1
524	говорит нам о	1	1
525	при этом мы	1	1
526	всегда может быть	1	1
527	и сама личность	1	1
528	она основана на	1	1
529	к той же	1	1
530	сказать несколько слов	1	1
531	уже в таком	1	1
532	том что даже	1	1
533	общем можно сказать	1	1
534	все в нем	1	1
535	остается в пределах	1	1
536	ответ на этот	1	1
537	а именно об	1	1
538	все же остается	1	1
539	впрочем может быть	1	1
540	в свое время	1	1
541	едва ли не	1	1
542	в такой форме	1	1
543	об ее существовании	1	1
544	сводится к тому	1	1
545	она только еще	1	1
546	нуждается ни в	1	1
547	во всех областях	2	1
548	потому что самый	1	1
549	из тех же	4	1
550	не исчерпывается мы	1	1
551	свой смысл и	1	1
