N	3gram	Tiupa_Hudo	Problemy
161	и так или	1	1
162	найти в нем	1	1
163	для себя и	1	1
164	заключенную в ней	1	1
165	это я не	1	1
166	отношению к другому	2	1
167	бы не было	1	1
168	не в том	2	1
169	во что бы	1	1
170	она не может	1	1
171	которой он сам	1	1
172	в таком случае	1	1
173	с нею в	1	1
174	так или иначе	3	1
175	может быть только	1	1
176	но именно поэтому	1	1
177	и все что	1	1
178	одних и тех	2	1
179	в пределах художественного	1	1
180	за пределами художественного	1	1
181	не потому что	1	1
182	все более и	1	1
183	он живет в	1	1
184	в первом случае	2	1
185	не чем иным	1	1
186	самим собою в	1	1
187	потому что он	1	1
188	что все эти	1	1
189	здесь не в	1	1
190	бы и сам	1	1
191	вместо того чтобы	2	1
192	том числе и	1	1
193	точно так же	1	1
194	точкой зрения на	1	1
195	своими корнями в	1	1
196	для своего времени	2	1
197	о нем но	1	1
198	в этом он	1	1
199	а в том	1	1
200	в изображении человека	1	1
201	потому что сознание	1	1
202	чем иным как	1	1
203	в этом новом	1	1
204	и весь мир	1	1
205	в своей жизни	2	1
206	которая может быть	1	1
207	потому что не	1	1
208	на фоне его	1	1
209	и каждый из	1	1
210	одного слова и	1	1
211	а в другой	1	1
212	столкновение с внешней	1	1
213	в связи с	3	1
214	к другому как	1	1
215	самом же деле	1	1
216	от него на	1	1
217	не может не	1	1
218	является непосредственным продолжением	1	1
219	слова но и	1	1
220	ни на грош	1	1
221	перед нами не	1	1
222	потому что именно	1	1
223	это не я	1	1
224	в равной степени	1	1
225	сих пор еще	1	1
226	т д он	1	1
227	на первый взгляд	1	1
228	берет на себя	1	1
229	нельзя не согласиться	1	1
230	и потому не	1	1
231	особенно в его	1	1
232	то ни стало	1	1
233	никогда не была	1	1
234	было бы дать	1	1
235	себя за голову	1	1
236	в другом и	1	1
237	этом как раз	1	1
238	в настоящем и	1	1
239	о нем он	1	1
240	того или иного	4	1
241	за то что	1	1
242	и как будто	1	1
243	прежде всего во	1	1
244	в известном смысле	1	1
245	не только для	2	1
246	не вступает в	1	1
247	не в его	1	1
248	прежде всего на	1	1
249	смысле можно сказать	1	1
250	я могу теперь	1	1
251	что в центре	1	1
252	заключается в том	1	1
253	этом так что	1	1
254	они и в	2	1
255	так и не	3	1
256	вот он и	1	1
257	и себе самому	1	1
258	столь характерное для	1	1
259	на самом же	1	1
260	с чужого голоса	1	1
261	к одному из	1	1
262	задает себе сам	1	1
263	смысле как мы	1	1
264	позиции по отношению	1	1
265	б м эйхенбаум	1	1
266	ни в ком	1	1
267	и тех же	2	1
268	при этом не	1	1
269	несмотря на то	1	1
270	более и более	1	1
271	то и другое	2	1
272	но у него	1	1
273	с оглядкой и	1	1
274	такой же как	1	1
275	лишь то что	1	1
276	уже не может	1	1
277	авторскую точку зрения	1	1
278	однако в этом	2	1
279	вообще во всех	1	1
280	на жизнь и	1	1
281	что бы то	1	1
282	если бы эти	1	1
283	героя делающая его	1	1
284	и из нее	1	1
285	точно такое же	1	1
286	именно к этой	1	1
287	это еще не	1	1
288	и быть не	1	1
289	же авторского видения	1	1
290	и лицо у	1	1
291	мы не знаем	1	1
292	в качестве личности	1	1
293	у него уже	1	1
294	не в плоскости	1	1
295	и то что	1	1
296	тому что он	4	1
297	и что в	1	1
298	рождается в точке	1	1
299	зачем же я	1	1
300	чужому слову я	1	1
301	друг для друга	3	1
302	та или иная	4	1
303	с одной стороны	4	1
304	что же такое	1	1
305	в следующей главе	3	1
306	же я с	1	1
307	в центре художественного	1	1
308	это прежде всего	2	1
309	героя и героини	1	1
310	но и для	2	1
311	самом деле не	1	1
312	не во внешних	1	1
313	лежит в основе	1	1
314	если бы не	2	1
