N	2gram	Medvedev_V	Analitik
254	он в	2	5
255	а и	1	5
256	в художественном	10	5
257	этом случае	1	5
258	ни с	2	5
259	на вопрос	2	5
260	мы не	1	5
261	в общем	2	5
262	все эти	8	5
263	в искусстве	6	5
264	и их	3	5
265	еще в	1	5
266	данного произведения	3	5
267	и особенно	1	5
268	мира в	1	5
269	однако и	1	4
270	а вот	3	4
271	строго говоря	1	4
272	его от	2	4
273	о своем	2	4
274	в своих	2	4
275	что по	1	4
276	большей или	3	4
277	отличается от	2	4
278	с этим	3	4
279	только на	1	4
280	сказать что	5	4
281	на него	2	4
282	что она	2	4
283	не удивительно	4	4
284	не все	1	4
285	не было	7	4
286	в которой	2	4
287	одним из	5	4
288	между ними	3	4
289	в чем	2	4
290	на себе	1	4
291	бы в	3	4
292	в каждом	2	4
293	в устах	1	4
294	и что	1	4
295	этом смысле	1	4
296	или меньшей	3	4
297	и от	3	4
298	и есть	5	4
299	а как	2	4
300	искусства в	1	4
301	были бы	1	4
302	различного рода	4	4
303	как он	3	4
304	смысла в	1	4
305	о своей	1	4
306	а именно	1	4
307	с ними	4	4
308	удивительно что	3	4
309	бы не	2	4
310	в известном	1	4
311	и т	25	4
312	это и	6	4
313	его и	1	4
314	потому что	1	4
315	того чтобы	3	4
316	и если	1	4
317	в стихотворении	2	4
318	или иных	1	4
319	вслед за	3	4
320	и во	1	4
321	но это	1	4
322	все они	2	4
323	о нем	1	4
324	свидетельствует о	1	4
325	как у	2	4
326	к а	2	4
327	ее в	4	4
328	своей судьбы	1	4
329	из своих	2	4
330	бы и	6	4
331	сама по	1	4
332	нас к	1	4
333	или даже	1	4
334	по своему	1	4
335	первой части	1	4
336	об этом	9	4
337	жизнь и	1	4
338	тех или	1	4
339	человека в	2	4
340	его не	3	4
341	в значительной	3	4
342	наконец в	1	4
343	на основе	5	4
344	и ее	4	4
345	отношение к	1	4
346	можно отметить	1	4
347	в области	2	4
348	сознания в	1	4
349	или точнее	1	4
350	от него	1	3
351	и составляет	1	3
352	рассказ о	1	3
353	к этой	1	3
354	с этой	1	3
355	оказывается не	1	3
356	в виду	4	3
357	у пушкина	2	3
358	с действительностью	1	3
359	на свою	1	3
360	в жизни	2	3
361	с тем	4	3
362	только для	2	3
363	вопрос о	1	3
364	уже о	1	3
365	это было	1	3
366	и той	1	3
367	произведения но	1	3
368	себе в	1	3
369	пока еще	2	3
370	как на	3	3
371	что все	4	3
372	в зависимости	6	3
373	в противном	2	3
374	к ее	1	3
375	писал в	3	3
376	на почве	1	3
377	что у	3	3
378	должно быть	2	3
379	в состоянии	1	3
380	связи с	5	3
381	очевидно что	7	3
382	в связи	4	3
383	я всегда	1	3
384	так сказать	2	3
385	между собой	1	3
386	служит для	1	3
387	но к	2	3
388	он сам	2	3
389	а для	2	3
390	не был	1	3
391	его художественной	1	3
392	хотя в	1	3
393	тот или	1	3
394	оно может	1	3
395	и следует	1	3
396	во время	4	3
397	всех этих	3	3
398	например в	3	3
399	тогда когда	2	3
400	что они	3	3
401	никак не	3	3
402	поэтому в	1	3
403	и внешнего	1	3
404	можно было	2	3
405	сами по	1	3
406	если не	1	3
407	сюжета и	2	3
408	смысла и	1	3
409	заключается в	2	3
410	с целью	1	3
411	в творческом	3	3
412	о котором	1	3
413	красного и	2	3
414	зависимости от	5	3
415	во сне	21	3
416	человека и	3	3
417	ни к	1	3
418	он же	6	3
419	тех же	1	3
420	и заключается	2	3
421	из его	4	3
422	результате чего	2	3
423	художественной литературы	1	3
424	и наоборот	1	3
425	образом не	3	3
426	т п	9	3
427	из наиболее	1	3
428	на этот	1	3
429	неотделимо от	1	3
430	его можно	1	3
431	персонажей в	1	3
432	смерть и	1	3
433	они не	2	3
434	том числе	2	3
435	видеть в	3	3
436	же не	1	3
437	ведь это	1	3
438	но с	2	3
439	в таких	1	3
440	а о	2	3
441	сам по	1	3
442	который как	1	3
443	понимать как	2	3
444	и без	1	3
445	в какой	1	3
446	при таком	1	3
447	противном случае	2	3
448	мира и	3	3
449	не говоря	1	3
450	только лишь	1	3
451	может иметь	1	3
452	с новыми	1	3
453	она не	3	3
454	также и	2	3
455	однако если	1	3
456	в ней	2	3
457	но он	1	3
458	и может	2	3
459	говоря о	1	3
460	же самое	2	3
461	которые в	2	3
462	произведения не	2	3
463	когда он	4	3
464	слова в	1	3
465	с бытием	1	3
466	жизни и	3	3
467	на то	2	3
468	о своих	1	3
469	однако все	1	3
470	для этого	1	3
471	и наконец	2	3
472	не к	1	3
473	ничего иного	1	2
474	является в	1	2
475	более высокой	1	2
476	еще раз	1	2
477	и мира	1	2
478	говоря уже	1	2
479	еще более	1	2
480	в применении	1	2
481	тому что	7	2
482	следует что	2	2
483	о свободе	1	2
484	не являются	1	2
485	произведения а	2	2
486	из многочисленных	2	2
487	как было	1	2
488	от них	2	2
489	более или	6	2
490	до полного	2	2
491	жизнь в	1	2
492	каждом отдельном	2	2
493	мы и	1	2
494	от всего	1	2
495	если он	1	2
496	только через	1	2
497	их в	7	2
498	о судьбе	1	2
499	на эту	1	2
500	не вполне	2	2
501	собой не	1	2
502	целым рядом	1	2
503	свободе воли	1	2
504	не его	1	2
505	так например	2	2
506	следует подчеркнуть	1	2
507	дело и	1	2
508	на природу	1	2
509	на этой	1	2
510	что этот	1	2
511	применении к	1	2
512	отрыве от	1	2
513	совершенно очевидно	1	2
514	как совокупность	1	2
515	а между	1	2
516	не обязательно	1	2
517	так же	3	2
518	в чистом	1	2
519	в глаза	1	2
520	этого мира	1	2
521	к ним	2	2
522	приходят к	1	2
523	вообще и	2	2
524	утверждал что	1	2
525	быть в	1	2
526	как от	2	2
527	сих пор	2	2
528	во всей	2	2
529	жизни не	1	2
530	уже по	2	2
531	в системе	2	2
532	они могут	1	2
533	внутреннего мира	1	2
534	характерно что	1	2
535	полного текста	1	2
536	грань между	1	2
537	ее и	1	2
538	мы видим	1	2
539	на протяжении	1	2
540	к их	1	2
541	от его	2	2
542	время и	1	2
543	его частей	1	2
544	собой в	1	2
545	судьба человека	1	2
546	получает в	2	2
547	т е	18	2
548	что при	2	2
549	не должна	1	2
550	или не	1	2
551	том же	6	2
552	но ведь	1	2
553	следует понимать	5	2
554	по одному	2	2
555	между прочим	2	2
556	одном из	4	2
557	деле в	1	2
558	об искусстве	1	2
559	зрения и	1	2
560	а только	1	2
561	например как	2	2
562	могло бы	2	2
563	следует однако	1	2
564	лица и	2	2
565	сознания а	1	2
566	что даже	2	2
567	не означает	1	2
568	этой точки	2	2
569	согласуется с	1	2
570	однако эта	1	2
571	одно и	1	2
572	не приходится	2	2
573	и та	1	2
574	в форме	3	2
575	этот вопрос	3	2
576	ними в	1	2
577	то о	2	2
578	оно и	1	2
579	только с	2	2
580	что во	1	2
581	моментов в	3	2
582	и др	10	2
583	это делает	3	2
584	обратимся к	1	2
585	пушкина в	1	2
586	них не	4	2
587	личность и	1	2
588	что может	1	2
589	как об	2	2
590	если они	2	2
591	этой системе	1	2
592	имеет свою	3	2
593	судя по	1	2
594	в статье	4	2
595	утверждать что	5	2
596	взгляд на	1	2
597	до сих	2	2
598	от жизни	1	2
599	и свою	1	2
600	за скобки	2	2
601	своего собственного	1	2
602	и при	5	2
603	художественного творчества	19	2
604	по слову	2	2
605	представления об	2	2
606	все его	2	2
607	творчества и	3	2
608	даже не	2	2
609	значения и	1	2
610	в процессе	17	2
611	евгения онегина	1	2
612	целого или	1	2
613	и просто	2	2
614	не имеет	1	2
615	смертью в	1	2
616	может не	2	2
617	страсти и	1	2
618	в стихах	2	2
619	нет ничего	1	2
620	бы с	1	2
621	в течение	2	2
622	это только	4	2
623	всех сторон	1	2
624	на это	2	2
625	дель арте	2	2
626	как если	1	2
627	от других	1	2
628	при помощи	3	2
629	текста к	1	2
630	не для	1	2
631	и служит	1	2
632	начиная с	2	2
633	произведения и	7	2
634	с нею	2	2
635	лев толстой	1	2
636	забывать что	1	2
637	он может	2	2
638	который по	2	2
639	достаточно напомнить	1	2
640	в самой	1	2
641	в дальнейшем	1	2
642	что автор	1	2
643	персонажи в	1	2
644	творческом акте	1	2
645	объективной данности	1	2
646	в поэзии	1	2
647	зависит от	2	2
648	обе эти	1	2
649	не будем	1	2
650	или с	1	2
651	для нас	1	2
652	одновременно и	1	2
653	не способен	1	2
654	у нас	3	2
655	как нечто	1	2
656	слова не	2	2
657	по словам	8	2
658	в ином	1	2
659	что ни	2	2
660	образом в	3	2
661	этого рода	2	2
662	жизни это	1	2
663	смешивать с	1	2
664	без остатка	1	2
665	по существу	4	2
666	с теми	1	2
667	в ту	1	2
668	произведения так	1	2
669	представляет собою	11	2
670	наблюдений и	1	2
671	не столь	3	2
672	которой он	1	2
673	или менее	6	2
674	целого и	1	2
675	связаны с	1	2
676	и тех	1	2
677	как показывает	1	2
678	со всех	1	2
679	и эти	1	2
680	мертвых душ	1	2
681	оно в	1	2
682	нет и	3	2
683	между всеми	1	2
684	это как	1	2
685	следовало ожидать	1	2
686	следует смешивать	1	2
687	не по	2	2
688	от всех	1	2
689	частности в	2	2
690	или из	1	2
691	что из	1	2
692	наиболее существенные	2	2
693	анекдота о	1	2
694	бы он	1	2
695	по этому	10	2
696	по законам	1	2
697	и ту	1	2
698	художественное творчество	6	2
699	жизнью и	1	2
700	это указание	1	1
701	мы наблюдаем	2	1
702	к действительности	1	1
703	и другие	1	1
704	могут иметь	1	1
705	и целиком	1	1
706	каждой из	2	1
707	работой над	2	1
708	романом в	1	1
709	этого в	1	1
710	же и	3	1
711	типа как	1	1
712	только что	4	1
713	свидетельствует и	1	1
714	практике не	1	1
715	можно и	1	1
716	самого себя	2	1
717	творчества в	8	1
718	звуков но	1	1
719	познания и	4	1
720	в сферу	1	1
721	и имеет	1	1
722	диалогов и	1	1
723	что один	1	1
724	он всегда	1	1
725	или по	1	1
726	искусства это	1	1
727	в обыденной	1	1
728	всего может	1	1
729	в стороне	1	1
730	реальной жизни	1	1
731	среда в	1	1
732	повествования во	1	1
733	следует иметь	2	1
734	в следующих	1	1
735	в большей	2	1
736	протекает по	1	1
737	привести к	1	1
738	общего плана	1	1
739	с более	2	1
740	например с	1	1
741	только тогда	1	1
742	случае он	1	1
743	в различных	2	1
744	игре и	1	1
745	по мере	1	1
746	в рамки	1	1
747	вполне естественно	4	1
748	другими как	1	1
749	целостность произведения	1	1
750	но все	1	1
751	вещь в	1	1
752	превращать ее	1	1
753	а во-вторых	2	1
754	ни одна	2	1
755	несколько неожиданно	1	1
756	совпадающая с	1	1
757	определенной социальной	1	1
758	детали этого	1	1
759	равно как	4	1
760	почти то	1	1
761	слова с	1	1
762	сне из	1	1
763	к каким	1	1
764	говорят о	1	1
765	включен в	2	1
766	места и	1	1
767	для своей	1	1
768	стороны в	2	1
769	если конечно	1	1
770	единого и	2	1
771	начинается с	2	1
772	шиллер в	1	1
773	его собственному	1	1
774	случайно и	1	1
775	от мая	3	1
776	творческого акта	1	1
777	же если	1	1
778	почти все	1	1
779	рассказывает об	1	1
780	которое не	1	1
781	быть определена	1	1
782	двумя полюсами	1	1
783	для их	1	1
784	этим самым	1	1
785	художников не	1	1
786	действительность в	2	1
787	себя свою	1	1
788	в письме	16	1
789	него могут	1	1
790	и из	1	1
791	а вместе	1	1
792	вынести за	2	1
793	свою душу	1	1
794	именно эту	1	1
795	собою не	1	1
796	все основания	1	1
797	когда автор	1	1
798	из огня	1	1
799	себе все	1	1
800	никаких оснований	2	1
801	как шутил	1	1
802	о муках	2	1
803	мере не	1	1
804	но даже	3	1
805	почти исключительно	1	1
806	иной мере	1	1
807	должна быть	2	1
808	но то	2	1
809	искусства и	2	1
810	случае она	1	1
811	из себя	2	1
812	смысле слова	2	1
813	невозможно не	1	1
814	июня года	1	1
815	них и	1	1
816	и формы	2	1
817	своих героев	2	1
818	не об	2	1
819	творческий характер	1	1
820	приходит к	1	1
821	говорит что	1	1
822	вообще но	1	1
823	уже как	1	1
824	словесного выражения	2	1
825	из каких-либо	1	1
826	что ее	1	1
827	и ниже	1	1
828	отметить что	2	1
829	и сюжеты	1	1
830	всего этого	1	1
831	художественном творчестве	6	1
832	читателя зрителя	1	1
833	ни одного	2	1
834	и еще	1	1
835	об отсутствии	1	1
836	ее как	2	1
837	собственному признанию	1	1
838	следующим образом	4	1
839	иным как	1	1
840	что говорит	3	1
841	тем это	1	1
842	эти пока	1	1
843	под именем	1	1
844	и творческих	1	1
845	ином отношении	1	1
846	и чувства	1	1
847	являются для	1	1
848	к этим	2	1
849	его детализации	1	1
850	по которой	1	1
851	этом же	2	1
852	ли эта	1	1
853	мнение что	1	1
854	своего развития	1	1
855	определенный тип	1	1
856	восприятии и	1	1
857	говорит как	1	1
858	относят к	1	1
859	ответа на	1	1
860	и весь	2	1
861	его собственного	1	1
862	какой-либо одной	1	1
863	которой я	1	1
864	из анекдота	1	1
865	замысла в	3	1
866	и автор	1	1
867	мышления и	1	1
868	эта неожиданность	1	1
869	а наоборот	1	1
870	отражение в	1	1
871	после того	2	1
872	места из	1	1
873	анализу но	1	1
874	для реализации	1	1
875	от природы	1	1
876	требуется чтобы	1	1
877	мы знаем	3	1
878	еще больше	1	1
879	начале этой	1	1
880	однако такая	1	1
881	обычно не	1	1
882	подчеркнуть что	2	1
883	указанных выше	1	1
884	от начала	1	1
885	обратил внимание	1	1
886	как целого	3	1
887	что такое	2	1
888	именно те	1	1
889	целом но	1	1
890	они в	1	1
891	или иную	1	1
892	которая уже	1	1
893	не ограничивается	1	1
894	если первая	1	1
895	силу его	1	1
896	выражения все	1	1
897	в несколько	1	1
898	сознания на	1	1
899	что его	2	1
900	наконец в-третьих	1	1
901	по аналогии	1	1
902	в совокупности	1	1
903	или иная	3	1
904	между этими	1	1
905	в последних	1	1
906	ноября года	1	1
907	его индивидуальной	1	1
908	до соответствующей	1	1
909	воздействие на	1	1
910	с жизнью	1	1
911	же оно	1	1
912	как видим	9	1
913	же при	1	1
914	не требуется	1	1
915	чего бы	2	1
916	художественном произведении	4	1
917	же как	2	1
918	чем иным	1	1
919	следует забывать	1	1
920	и вместе	1	1
921	к последним	1	1
922	связь этого	1	1
923	текста его	1	1
924	быть причислены	1	1
925	творческом процессе	6	1
926	себе и	2	1
927	очень существенно	1	1
928	собою и	2	1
929	и у	2	1
930	что их	1	1
931	и цельного	1	1
932	действительности и	7	1
933	человека а	1	1
934	их со	1	1
935	нам остается	2	1
936	и мир	3	1
937	впечатления как	1	1
938	нередко оказывается	1	1
939	двенадцать стульев	1	1
940	положение как	1	1
941	и познания	2	1
942	от ноября	1	1
943	в целях	2	1
944	говорил о	1	1
945	творца и	1	1
946	до нас	2	1
947	не составляет	1	1
948	очень часто	1	1
949	опыт и	1	1
950	при отсутствии	1	1
951	близко к	1	1
952	с образами	1	1
953	в работе	3	1
954	и речи	1	1
955	момента когда	1	1
956	сознательное и	1	1
957	существенно не	1	1
958	характерны для	1	1
959	плана и	3	1
960	если же	1	1
961	должны быть	2	1
962	содержания и	1	1
963	очень близко	1	1
964	но только	1	1
965	бы уже	1	1
966	доходит до	1	1
967	присущи и	1	1
968	как один	1	1
969	пушкина к	1	1
970	работы на	1	1
971	фабулы в	1	1
972	мира однако	1	1
973	например не	2	1
974	сведена к	1	1
975	в монографии	1	1
976	превратилась в	1	1
977	нельзя не	1	1
978	ритм и	1	1
979	и никогда	2	1
980	что для	4	1
981	это правило	1	1
982	образы и	5	1
983	и неверно	1	1
984	материала в	1	1
985	в художественную	1	1
986	но ее	1	1
987	преодоления своей	1	1
988	во-вторых не	1	1
989	или говоря	1	1
990	самые разнообразные	1	1
991	процесса и	1	1
992	автора как	2	1
993	рода если	1	1
994	же свидетельствует	1	1
995	говоря иначе	3	1
996	радости и	1	1
997	такого типа	1	1
998	завершается эта	1	1
999	меньшей степени	2	1
1000	между собою	2	1
1001	объекта не	1	1
1002	в какой-то	1	1
1003	каждого из	1	1
1004	целого произведения	1	1
1005	действующих лиц	5	1
1006	действительной жизни	3	1
1007	познания в	4	1
1008	все кроме	1	1
1009	действием и	1	1
1010	что до	1	1
1011	и убедительность	1	1
1012	их мышления	1	1
1013	для многих	2	1
1014	оказывается далеко	1	1
1015	всего произведения	4	1
1016	следует видеть	1	1
1017	а потому	1	1
1018	человеческой личности	1	1
1019	от до	2	1
1020	произведения во	1	1
1021	в последнем	2	1
1022	они и	2	1
1023	этой проблемы	3	1
1024	по определению	1	1
1025	представить себе	2	1
1026	в основном	7	1
1027	он только	1	1
1028	и прочих	1	1
1029	к общему	1	1
1030	соображением что	1	1
1031	фактов и	1	1
1032	основательно прежде	1	1
1033	целого ряда	2	1
1034	воображения и	1	1
1035	в действии	1	1
1036	полноту и	1	1
1037	все те	1	1
1038	не обходится	4	1
1039	для них	2	1
1040	мере и	1	1
1041	мы встречаемся	1	1
1042	за это	1	1
1043	из сказанного	1	1
1044	этого процесса	1	1
1045	о природе	1	1
1046	мертвые души	2	1
1047	короче говоря	2	1
1048	л толстого	6	1
1049	в вещи	1	1
1050	сил и	3	1
1051	наблюдений над	1	1
1052	их и	4	1
1053	закономерно и	1	1
1054	явлений в	1	1
1055	вступает с	1	1
1056	основанием для	1	1
1057	не противоречит	1	1
1058	достаточно ясно	1	1
1059	развития в	1	1
1060	что ничто	1	1
1061	же самый	1	1
1062	то время	1	1
1063	борьбы и	1	1
1064	и стихи	1	1
1065	ту или	1	1
1066	характер этого	1	1
1067	относятся к	1	1
1068	из тех	1	1
1069	в в	1	1
1070	как не	1	1
1071	вряд ли	1	1
1072	меньшей мере	1	1
1073	подавляет и	1	1
1074	и так	1	1
1075	состоит из	1	1
1076	и сосредоточенности	1	1
1077	и жизни	1	1
1078	словесного искусства	1	1
1079	в которых	3	1
1080	том смысле	1	1
1081	определяющую роль	1	1
1082	образом характеризует	1	1
1083	собою в	1	1
1084	том как	3	1
1085	проходит как	1	1
1086	года и	2	1
1087	не слишком	1	1
1088	аналогии с	1	1
1089	в любой	1	1
1090	лишь те	1	1
1091	этому же	1	1
1092	смысле что	1	1
1093	является для	1	1
1094	ограничивается простым	1	1
1095	что искусство	1	1
1096	всю систему	1	1
1097	взаимодействует с	1	1
1098	художественный образ	5	1
1099	функцию в	1	1
1100	этом этапе	1	1
1101	или иное	1	1
1102	в прозе	1	1
1103	ему принадлежит	1	1
1104	в исполнении	1	1
1105	виду не	1	1
1106	вытекает из	1	1
1107	а если	1	1
1108	это понятие	1	1
1109	видим что	1	1
1110	обычно относят	2	1
1111	об одном	1	1
1112	рассказа о	1	1
1113	процесса при	1	1
1114	с а	2	1
1115	в борьбу	1	1
1116	слова и	1	1
1117	обойтись без	1	1
1118	же типу	1	1
1119	произведения от	1	1
1120	только один	1	1
1121	то все	1	1
1122	есть то	1	1
1123	не могло	1	1
1124	значение для	1	1
1125	чаще всего	1	1
1126	в действие	1	1
1127	впечатлений является	1	1
1128	в следующей	1	1
1129	целый ряд	1	1
1130	этой жизни	1	1
1131	других произведений	1	1
1132	художник и	1	1
1133	мая года	3	1
1134	различных моментов	1	1
1135	в истории	1	1
1136	это имеет	1	1
1137	себя от	1	1
1138	в каком	1	1
1139	с работой	3	1
1140	связанных с	1	1
1141	вот этот	1	1
1142	потому и	1	1
1143	имеем в	1	1
1144	есть его	1	1
1145	в данной	1	1
1146	в сфере	2	1
1147	и многих	2	1
1148	индивидуальный характер	1	1
1149	в образе	2	1
1150	на отсутствие	2	1
1151	огромной важности	1	1
1152	л толстой	12	1
1153	произведения между	1	1
1154	обращение к	1	1
1155	тем соображением	1	1
1156	по меньшей	1	1
1157	для достижения	1	1
1158	графа нулина	1	1
1159	даже для	1	1
1160	так называемое	1	1
1161	друг друга	1	1
1162	полнее всего	1	1
1163	из него	1	1
1164	имеются все	1	1
1165	то или	1	1
1166	в классической	1	1
1167	исключительно в	1	1
1168	и сложного	1	1
1169	сомнения в	1	1
1170	формы и	2	1
1171	приходится однако	1	1
1172	и быть	2	1
1173	он должен	1	1
1174	воззрения на	1	1
1175	открытие и	1	1
1176	объективная реальность	1	1
1177	к лицу	1	1
1178	вероятно в	1	1
1179	об их	1	1
1180	именно к	1	1
1181	их последовательность	1	1
1182	творчества не	1	1
1183	но на	1	1
1184	в более	1	1
1185	что оно	3	1
1186	и многие	1	1
1187	мышления в	2	1
1188	содержания а	1	1
1189	обойтись и	1	1
1190	и ей	1	1
1191	у гоголя	1	1
1192	не являлись	1	1
1193	многих других	1	1
1194	хоть и	1	1
1195	любой из	1	1
1196	то вторая	1	1
1197	на тех	1	1
1198	этот процесс	3	1
1199	того как	2	1
1200	волей и	1	1
1201	это свойственно	1	1
1202	материала и	1	1
1203	которых он	1	1
1204	естественно что	3	1
1205	в кабинете	1	1
1206	произведения или	1	1
1207	простого и	1	1
1208	не значит	1	1
1209	для данной	1	1
1210	можно на	1	1
1211	форму в	1	1
1212	однако дело	1	1
1213	лицом к	1	1
1214	чем он	1	1
1215	и художественное	3	1
1216	художественное мышление	1	1
1217	даже самая	2	1
1218	сказать не	1	1
1219	сказанного выше	2	1
1220	материал для	1	1
1221	содержание в	1	1
1222	силу тех	2	1
1223	является таким	1	1
1224	звуков или	1	1
1225	и социальные	2	1
1226	даже на	1	1
1227	было в	2	1
1228	даже из	1	1
1229	вот основные	1	1
1230	виду что	1	1
1231	как отмечалось	1	1
1232	полный и	1	1
1233	напряжения не	1	1
1234	и осознает	1	1
1235	художника однако	1	1
1236	не подлежит	2	1
1237	может только	1	1
1238	но по	1	1
1239	и следовало	1	1
1240	является не	4	1
1241	как можно	1	1
1242	общественных отношений	1	1
1243	любопытно что	1	1
1244	это происходит	1	1
1245	и большого	1	1
1246	быть сведена	1	1
1247	как единой	1	1
1248	которые обычно	2	1
1249	более полное	1	1
1250	его индивидуальную	1	1
1251	идеи и	6	1
1252	материал его	1	1
1253	себя или	1	1
1254	в каждой	1	1
1255	единство и	1	1
1256	свой ответ	1	1
1257	говорит об	2	1
1258	что тот	1	1
1259	за его	1	1
1260	к какому-либо	1	1
1261	справедливо говорит	2	1
1262	что художественные	1	1
1263	можно утверждать	4	1
1264	обходится в	1	1
1265	это явление	1	1
1266	своих слов	1	1
1267	войны и	2	1
1268	и сознания	1	1
1269	сознанию и	1	1
1270	то приходится	1	1
1271	сне не	2	1
1272	ними нет	1	1
1273	том случае	1	1
1274	также что	2	1
1275	и других	1	1
1276	тут и	1	1
1277	следует говорить	1	1
1278	творческий процесс	17	1
1279	встречаемся с	1	1
1280	утверждение о	1	1
1281	случае если	1	1
1282	личности самого	1	1
1283	жизнь их	1	1
1284	в самых	2	1
1285	интеллектуальный импульс	1	1
1286	другой в	1	1
1287	остаются вне	1	1
1288	самого автора	1	1
