N	2gram	Propp_Isto	SlovoVZh
169	же самое	1	2
170	другой стороны	10	2
171	этой стороны	1	2
172	и те	1	2
173	в этих	7	2
174	есть уже	2	2
175	можно найти	4	2
176	связь с	20	2
177	оно не	1	2
178	как же	1	2
179	но этот	1	2
180	нас же	1	2
181	на это	1	2
182	имеем в	2	2
183	к ним	2	2
184	и здесь	12	2
185	как на	3	2
186	и все	4	2
187	но не	8	2
188	общего с	1	2
189	быть только	1	2
190	его как	1	2
191	не есть	1	2
192	слагается из	1	2
193	могут быть	9	2
194	с другими	4	2
195	стороны и	1	2
196	в своем	3	2
197	вместе с	26	2
198	между ними	2	2
199	место в	1	2
200	в зависимости	1	2
201	к его	2	2
202	такой же	3	2
203	и так	1	2
204	с его	3	2
205	на все	2	2
206	его к	3	2
207	является для	1	2
208	к этому	5	2
209	же относится	2	2
210	он не	5	2
211	независимо от	1	2
212	но мы	5	2
213	как только	2	2
214	едва ли	1	2
215	ничего не	4	2
216	жизнью и	1	2
217	собственно в	1	1
218	герою а	1	1
219	можно наблюдать	5	1
220	мы указывали	1	1
221	в русской	8	1
222	к одному	1	1
223	остается в	1	1
224	себе в	3	1
225	они являются	1	1
226	именно эту	1	1
227	не ту	1	1
228	нам придется	1	1
229	то в	2	1
230	можно в	2	1
231	во всяком	1	1
232	она имеет	2	1
233	от него	2	1
234	в стиле	1	1
235	это и	3	1
236	что они	3	1
237	видели в	2	1
238	его и	2	1
239	и такой	1	1
240	то он	2	1
241	в искусстве	1	1
242	во всех	3	1
243	вошли в	1	1
244	нами выше	1	1
245	или он	3	1
246	не является	1	1
247	а с	2	1
248	др все	1	1
249	что оно	4	1
250	и он	9	1
251	его это	1	1
252	та же	2	1
253	пользуется одной	1	1
254	с самого	1	1
255	образом мы	3	1
256	приближается к	2	1
257	он или	2	1
258	основе своей	1	1
259	для художественного	1	1
260	на этом	5	1
261	является и	4	1
262	лишь косвенно	1	1
263	которой он	2	1
264	не имеют	2	1
265	может дать	1	1
266	само собой	1	1
267	также только	1	1
268	и сейчас	3	1
269	языка в	1	1
270	материала в	1	1
271	или какое-нибудь	1	1
272	мы уже	6	1
273	к одной	1	1
274	ли он	2	1
275	вне поля	1	1
276	мы увидим	6	1
277	же этот	1	1
278	даже и	2	1
279	и вот	4	1
280	все остальные	1	1
281	но при	2	1
282	она в	2	1
283	она могла	1	1
284	героя в	11	1
285	особого рода	1	1
286	в свою	3	1
287	входит в	5	1
288	только как	1	1
289	случае мы	2	1
290	что уже	1	1
291	часть его	1	1
292	того чтобы	3	1
293	другой все	1	1
294	в основе	3	1
295	часто в	2	1
296	одна и	2	1
297	ту же	2	1
298	на основе	1	1
299	в другом	2	1
300	тому как	2	1
301	несмотря на	3	1
302	но то	2	1
303	но эти	4	1
304	это только	2	1
305	на что	1	1
306	что собственно	1	1
307	они входят	1	1
308	он находится	1	1
309	основных момента	1	1
310	во многих	1	1
311	на одно	1	1
312	не привлекая	1	1
313	или какую-нибудь	1	1
314	что это	8	1
315	обычно не	1	1
316	хотя и	1	1
317	ее мы	1	1
318	и тогда	2	1
319	так называемые	1	1
320	близка к	2	1
321	это уже	2	1
322	о чем	6	1
323	мы должны	7	1
324	и соответствующие	1	1
325	в ее	4	1
326	и тем	7	1
327	в руках	1	1
328	остается только	1	1
329	остается при	1	1
330	сам по	1	1
331	или просто	2	1
332	образом прежде	1	1
333	не требует	1	1
334	проникает в	1	1
335	в частности	9	1
336	говорит о	4	1
337	здесь на	1	1
338	не как	5	1
339	аналогии с	1	1
340	увидим что	3	1
341	эта сторона	2	1
342	совпадают с	1	1
343	должны быть	2	1
344	в качестве	13	1
345	и некоторые	1	1
346	или иных	1	1
347	потому не	1	1
348	одна сторона	2	1
349	всех других	1	1
350	то мы	3	1
351	в науке	1	1
352	пор не	1	1
353	в одном	2	1
354	в области	1	1
355	одно из	3	1
356	ее например	1	1
357	они пытаются	1	1
358	лет и	1	1
359	у нас	1	1
360	на которой	4	1
361	кто же	1	1
362	и разновидность	1	1
363	частности в	1	1
364	бы они	1	1
365	же не	1	1
366	ценности и	1	1
367	в результате	1	1
368	важно не	2	1
369	и это	5	1
370	он думает	1	1
371	здесь конечно	1	1
372	же он	2	1
373	ни одной	1	1
374	ранних ступенях	2	1
375	как нечто	1	1
376	сводится к	1	1
377	и создает	1	1
378	по мере	4	1
379	с ней	2	1
380	подобно тому	2	1
381	и тот	1	1
382	далеко не	1	1
383	только то	1	1
384	в современной	1	1
385	уже и	3	1
386	не вполне	1	1
387	у него	7	1
388	не на	1	1
389	в истории	7	1
390	не могут	2	1
391	по мнению	1	1
392	же время	1	1
393	говорить и	1	1
394	при помощи	11	1
395	в виде	13	1
396	знания и	1	1
397	к которой	1	1
398	там же	2	1
399	недостаточны для	1	1
400	совершенно ясно	6	1
401	у нее	1	1
402	гораздо чаще	1	1
403	самого начала	1	1
404	еще один	3	1
405	свою очередь	1	1
406	указывали что	1	1
407	со словами	1	1
408	для иллюстрации	1	1
409	мы здесь	4	1
410	не было	2	1
411	идет речь	1	1
412	связи с	10	1
413	им в	2	1
414	связанных с	1	1
415	он еще	1	1
416	или наконец	1	1
417	он имеет	4	1
418	рассматривать как	1	1
419	здесь мы	7	1
420	время как	3	1
421	было бы	2	1
422	это же	4	1
423	не знает	1	1
424	к тому	1	1
425	место но	1	1
426	нем и	3	1
427	именно и	1	1
428	возводит его	1	1
429	люди не	1	1
430	нами и	2	1
431	из двух	2	1
432	те стороны	1	1
433	героя может	1	1
434	что можно	1	1
435	они выдают	1	1
436	более глубокую	2	1
437	из нее	2	1
438	что здесь	9	1
439	равно как	1	1
440	героя с	1	1
441	ведь это	1	1
442	приходят к	1	1
443	и мы	3	1
444	как мы	9	1
445	это мы	3	1
446	что она	3	1
447	по аналогии	1	1
448	и о	2	1
449	что для	1	1
450	нужно подчеркнуть	1	1
451	если мы	1	1
452	на одну	1	1
453	или о	1	1
454	тем же	1	1
455	замечает что	1	1
456	когда человек	2	1
457	найти в	2	1
458	наряду с	7	1
459	но есть	4	1
460	особенно ясно	2	1
461	и во	1	1
462	и таким	2	1
463	для слушателя	1	1
464	только одна	3	1
465	тем кто	1	1
466	нужно думать	1	1
467	они должны	1	1
468	то время	3	1
469	но эта	2	1
470	мы это	1	1
471	к другим	1	1
472	в таком	2	1
473	формы для	1	1
474	формы в	1	1
475	этого развития	1	1
476	ясно это	1	1
477	следующим образом	1	1
478	например в	11	1
479	речь и	1	1
480	тот же	1	1
481	и связи	1	1
482	за пределами	1	1
483	относятся к	1	1
484	носителей этих	1	1
485	с которой	1	1
486	что все	4	1
487	какая бы	1	1
488	как о	1	1
489	эти три	1	1
490	себе не	1	1
491	и она	3	1
492	при более	1	1
493	этих форм	1	1
494	конечно эти	1	1
495	есть в	2	1
496	же как	12	1
497	или даже	1	1
498	к пониманию	2	1
499	места в	1	1
500	всем тем	1	1
501	в переводе	1	1
502	из его	2	1
503	момент в	1	1
504	ей в	3	1
505	выйти из	1	1
506	как будто	2	1
507	в различные	1	1
508	есть только	1	1
509	человека или	1	1
510	дальше и	2	1
511	именно этого	1	1
512	тем это	2	1
513	но если	2	1
514	имеет и	1	1
515	они не	5	1
516	характер этих	1	1
517	именно такую	1	1
518	человека для	1	1
519	на себя	4	1
520	от его	1	1
521	и только	1	1
522	его близости	1	1
523	так называемая	1	1
524	были не	1	1
525	в окно	1	1
526	по своей	1	1
527	может и	1	1
528	и оно	2	1
529	здесь же	2	1
530	друг друга	5	1
531	в эти	1	1
532	но уже	5	1
533	природой и	1	1
534	месяц и	1	1
535	для этого	3	1
536	себе и	2	1
537	говорит так	2	1
538	его значение	1	1
539	не всегда	9	1
540	образом к	1	1
541	мы еще	2	1
542	не нужно	1	1
543	в одной	5	1
544	в целом	4	1
545	ничего общего	1	1
546	в лице	2	1
547	себя в	6	1
548	и из	3	1
549	в который	2	1
550	вовсе не	6	1
551	на другие	1	1
552	думать что	2	1
553	от предмета	1	1
554	два основных	1	1
555	не то	1	1
556	гораздо больше	2	1
557	на эту	1	1
558	тем более	1	1
559	формы как	1	1
560	другими формами	1	1
561	свой смысл	1	1
562	употребляются в	1	1
563	мы видели	9	1
564	перед нами	2	1
565	другую форму	1	1
566	зато она	1	1
567	всяком случае	1	1
568	только для	1	1
569	на них	2	1
570	можно только	1	1
