N	2gram	Losev_Prob	slovoVRo
950	нашла в	1	1
951	который состоит	1	1
952	подходит к	1	1
953	люди все	1	1
954	кстати сказать	1	1
955	то с	9	1
956	уже нет	1	1
957	слова ведь	1	1
958	предмет с	1	1
959	говорить что	2	1
960	сводится к	3	1
961	без него	1	1
962	с собой	3	1
963	но что	3	1
964	что слово	2	1
965	должен был	1	1
966	часто не	1	1
967	на смену	1	1
968	они сливаются	1	1
969	могут стать	1	1
970	язык будучи	1	1
971	в настоящем	1	1
972	как они	3	1
973	и одной	1	1
974	ощущения в	1	1
975	соответствующего ему	1	1
976	так или	7	1
977	сами по	5	1
978	текста и	5	1
979	и значение	4	1
980	но только	3	1
981	он имеет	1	1
982	них можно	1	1
983	и еще	3	1
984	мы понимаем	1	1
985	он остается	1	1
986	не мертвый	1	1
987	вещь и	3	1
988	и соответствующего	1	1
989	оно ни	1	1
990	литературы но	1	1
991	и навсегда	1	1
992	между которыми	2	1
993	величины и	1	1
994	некоторые другие	1	1
995	логических и	1	1
996	и вовсе	7	1
997	и этот	4	1
998	имеющая своей	1	1
999	определения и	1	1
1000	все дело	1	1
1001	о самом	2	1
1002	слово со	1	1
1003	мы говорим	3	1
1004	мы называем	2	1
1005	определений и	1	1
1006	в некотором	1	1
1007	содержание и	1	1
1008	мы остановимся	1	1
1009	или дела	1	1
1010	с общим	1	1
1011	этого в	1	1
1012	судить по	1	1
1013	и действительно	1	1
1014	и своя	2	1
1015	если они	1	1
1016	это общее	4	1
1017	исходить из	1	1
1018	но самое	1	1
1019	уже об	1	1
1020	относятся к	3	1
1021	когда это	1	1
1022	это движение	2	1
1023	в в	2	1
1024	всех тех	1	1
1025	он стоит	2	1
1026	оно здесь	1	1
1027	таких которые	1	1
1028	что по	1	1
1029	предмет и	2	1
1030	выражения и	1	1
1031	специфическое содержание	1	1
1032	нам уже	2	1
1033	моментам в	2	1
1034	и просто	1	1
1035	и так	2	1
1036	состоит из	1	1
1037	с носителем	1	1
1038	произведение в	1	1
1039	свои слова	1	1
1040	в которых	4	1
1041	фигурируют в	1	1
1042	и отдельных	1	1
1043	нужно чтобы	1	1
1044	своему смыслу	4	1
1045	это требует	2	1
1046	только для	3	1
1047	можем здесь	1	1
1048	прошлого века	1	1
1049	бы не	4	1
1050	понятий как	1	1
1051	это необходимо	1	1
1052	здесь может	1	1
1053	значение не	2	1
1054	вот в	2	1
1055	может дать	1	1
1056	который не	1	1
1057	о котором	4	1
1058	от того	2	1
1059	отдельных моментов	2	1
1060	со стороны	2	1
1061	в это	2	1
1062	цветов и	2	1
1063	далек от	1	1
1064	речь идет	2	1
1065	говорить и	1	1
1066	эта последняя	3	1
1067	всей своей	1	1
1068	и языковой	1	1
1069	глубину и	1	1
1070	к другому	1	1
1071	ведь не	1	1
1072	связанного с	1	1
1073	данного предмета	1	1
1074	в самый	1	1
1075	поняты и	1	1
1076	глубокие и	1	1
1077	по крайней	8	1
1078	такая точка	1	1
1079	на одном	2	1
1080	к той	1	1
1081	действительности а	7	1
1082	дело со	1	1
1083	всякого рода	3	1
1084	их внутренней	1	1
1085	как тема	1	1
1086	входящее в	1	1
1087	каждый из	3	1
1088	сам же	1	1
1089	нет ничего	12	1
1090	ни понимать	1	1
1091	одного и	2	1
1092	сам он	1	1
1093	смыслом и	1	1
1094	еще от	1	1
1095	то он	3	1
1096	символом как	1	1
1097	слово например	1	1
1098	чем же	2	1
1099	на этой	4	1
1100	не существует	12	1
1101	и было	1	1
1102	никаких других	1	1
1103	при условии	5	1
1104	между внешней	1	1
1105	отношение может	1	1
1106	котором можно	1	1
1107	его смысловых	2	1
1108	которые обычно	2	1
1109	речь то	1	1
1110	в действительности	5	1
1111	конечно далеко	1	1
1112	что мы	23	1
1113	и начала	2	1
1114	его построения	1	1
1115	самое же	3	1
1116	не имеют	6	1
1117	представим себе	2	1
1118	их смысл	1	1
1119	категорий но	1	1
1120	раз и	13	1
1121	говорить не	1	1
1122	и выше	1	1
1123	и осуществляется	2	1
1124	тотчас же	3	1
1125	своей целью	1	1
1126	поэтому когда	1	1
1127	тот предмет	2	1
1128	до настоящего	1	1
1129	глава ii	1	1
1130	начиная от	1	1
1131	представления о	1	1
1132	мы ничего	1	1
1133	всего этого	1	1
1134	и если	9	1
1135	только эта	1	1
1136	только такие	1	1
1137	на друга	1	1
1138	часто в	1	1
1139	этой борьбы	2	1
1140	по самому	3	1
1141	сложности и	1	1
1142	он часто	2	1
1143	это только	4	1
1144	он к	1	1
1145	он является	2	1
1146	с другим	1	1
1147	начала xx	2	1
1148	а может	3	1
1149	чем именно	1	1
1150	которыми он	1	1
1151	человека от	1	1
1152	пространстве и	2	1
1153	совершенно по-иному	1	1
1154	нашем случае	1	1
1155	одной и	1	1
1156	для нее	1	1
1157	себя не	1	1
1158	только один	3	1
1159	то все	1	1
1160	чего не	1	1
1161	приводит в	1	1
1162	и символ	3	1
1163	обязательно в	1	1
1164	о своем	4	1
1165	для данного	1	1
1166	смысл в	1	1
1167	каждого слова	1	1
1168	числе и	2	1
1169	тому или	1	1
1170	превращается в	1	1
1171	времени и	1	1
1172	для своей	1	1
1173	его бытию	1	1
1174	язык а	1	1
1175	его по	1	1
1176	и уточнения	1	1
1177	а только	9	1
1178	можно ли	9	1
1179	всякий смысл	2	1
1180	который превращает	1	1
1181	например на	2	1
1182	знает что	1	1
1183	всякой оглядки	1	1
1184	в чистом	3	1
1185	очень многих	1	1
1186	языком или	2	1
1187	художественного произведения	1	1
1188	друг на	1	1
1189	при их	1	1
1190	которому мы	1	1
1191	имеем в	1	1
1192	процесс и	1	1
1193	о языке	3	1
1194	как на	3	1
1195	поэтического образа	1	1
1196	их значение	1	1
1197	между людьми	1	1
1198	разные виды	1	1
1199	есть своя	1	1
1200	нашего восприятия	1	1
1201	его целом	1	1
1202	вообще и	6	1
1203	есть они	1	1
1204	только самый	2	1
1205	идея в	1	1
1206	вернуться к	1	1
1207	кроме конечно	1	1
1208	анализа в	1	1
1209	же язык	1	1
1210	тоже нет	2	1
1211	иной предмет	1	1
1212	начиная с	1	1
1213	ее как	1	1
1214	языка тем	1	1
1215	оно стало	1	1
1216	в символе	17	1
1217	которое он	1	1
1218	в которые	1	1
1219	быть в	1	1
1220	с нею	2	1
1221	можно понимать	1	1
1222	находится в	2	1
1223	частности в	2	1
1224	протестует против	1	1
1225	есть по	6	1
1226	простое и	1	1
1227	говорить здесь	1	1
1228	речи на	1	1
1229	то она	1	1
1230	для которого	4	1
1231	а это	5	1
1232	на этот	3	1
1233	действительности и	5	1
1234	и непосредственного	1	1
1235	характерное для	1	1
1236	поэтому все	1	1
1237	который в	1	1
1238	можем сказать	1	1
1239	отражения в	1	1
1240	этот последний	2	1
1241	то здесь	1	1
1242	чтобы стать	1	1
1243	не стоит	2	1
1244	но если	6	1
1245	он сам	2	1
1246	и именно	1	1
1247	для этих	2	1
1248	степени его	1	1
1249	не получает	1	1
1250	наук и	1	1
1251	что даже	1	1
1252	русском языке	2	1
1253	и устойчивое	1	1
1254	которые вовсе	1	1
1255	понимания как	1	1
1256	для этой	2	1
1257	прочим в	2	1
1258	входящих в	2	1
1259	мы еще	3	1
1260	в самой	3	1
1261	изложения и	1	1
1262	крайней мере	8	1
1263	нем может	1	1
1264	чисто смысловой	2	1
1265	тот же	4	1
1266	мог бы	1	1
1267	в заключение	1	1
1268	но было	1	1
1269	его можно	1	1
1270	не имеющих	4	1
1271	человека но	2	1
1272	гораздо более	6	1
1273	мы коснулись	1	1
1274	того о	1	1
1275	смысле и	2	1
1276	между разными	1	1
1277	эту действительность	1	1
1278	и различия	1	1
1279	м а	6	1
1280	этого и	1	1
1281	к общему	1	1
1282	поэтому прежде	1	1
1283	необходимо однако	1	1
1284	видели что	1	1
1285	стоит на	1	1
1286	не зная	1	1
1287	но на	1	1
1288	том чтобы	1	1
1289	том числе	2	1
1290	символа то	3	1
1291	например из	2	1
1292	каких условиях	1	1
1293	и столь	1	1
1294	нами не	4	1
1295	ведь для	1	1
1296	предмете как	1	1
1297	и представить	1	1
1298	у гоголя	1	1
1299	ничем не	2	1
1300	мир в	1	1
1301	в систему	1	1
1302	а наоборот	3	1
1303	нет ни	1	1
1304	несет на	1	1
1305	только по	2	1
1306	здесь нет	3	1
1307	на тех	1	1
