N	2gram	Losev_Dial	Stilisti
254	необходимо чтобы	2	3
255	жизни и	9	3
256	слово и	1	3
257	чаще всего	2	3
258	и эта	3	3
259	у них	3	3
260	и для	2	3
261	это не	18	3
262	из них	5	3
263	только одна	1	2
264	весь комплекс	1	2
265	находятся в	1	2
266	выражение лица	2	2
267	в душе	8	2
268	и он	6	2
269	очевидно что	1	2
270	мы найдем	1	2
271	и этот	1	2
272	и конечно	1	2
273	ничем не	4	2
274	тот смысл	1	2
275	что иное	4	2
276	как с	2	2
277	где и	2	2
278	же самая	1	2
279	должно быть	7	2
280	нас не	2	2
281	зависит от	1	2
282	был бы	1	2
283	и при	3	2
284	и потому	6	2
285	мы имеем	4	2
286	еще более	3	2
287	ни к	2	2
288	как нет	1	2
289	этом отношении	2	2
290	с ним	9	2
291	кроме того	2	2
292	о чем	4	2
293	что то	1	2
294	и все-таки	3	2
295	но как	7	2
296	для них	1	2
297	в отношении	5	2
298	голову не	1	2
299	с другими	2	2
300	это слово	1	2
301	о происхождении	1	2
302	же такое	1	2
303	как нечто	5	2
304	но это	12	2
305	в их	5	2
306	о них	1	2
307	к достижению	1	2
308	а на	1	2
309	от их	2	2
310	в своих	1	2
311	не было	7	2
312	все то	1	2
313	всякая живая	2	2
314	или в	2	2
315	к чему	1	2
316	с ней	2	2
317	в наших	1	2
318	будет значить	1	2
319	всех его	1	2
320	равно как	1	2
321	но эта	4	2
322	но не	9	2
323	тем что	2	2
324	из всего	2	2
325	или хотя	2	2
326	я и	3	2
327	в жизни	3	2
328	показаться что	1	2
329	в связи	3	2
330	ясно что	11	2
331	существует и	1	2
332	как не	4	2
333	что он	16	2
334	помнить что	2	2
335	же самой	1	2
336	или даже	1	2
337	не есть	67	2
338	в своей	9	2
339	в мире	3	2
340	в этих	6	2
341	это же	1	2
342	на одном	1	2
343	и сам	1	2
344	связанные с	3	2
345	и жизнь	2	2
346	больше и	1	2
347	мы имели	1	2
348	ли он	1	2
349	которые являются	1	2
350	по своей	5	2
351	говорить и	1	2
352	себе и	5	2
353	в каком	10	2
354	не нужно	2	2
355	тому же	3	2
356	должен быть	2	2
357	но мы	3	2
358	на первый	2	2
359	сих пор	4	2
360	и вообще	10	2
361	жизни мы	1	2
362	связано с	2	2
363	в дальнейшем	6	2
364	первый взгляд	2	2
365	с этим	5	2
366	нет ничего	1	2
367	не говоря	1	2
368	форме и	1	2
369	к этому	2	2
370	бы не	1	2
371	еще и	4	2
372	ответить на	1	2
373	бы и	4	2
374	при условии	3	2
375	вопрос о	3	2
376	себе все	1	2
377	как одно	1	2
378	даже и	3	2
379	да еще	1	2
380	нашего сознания	1	2
381	из этих	2	2
382	его не	7	2
383	не должен	2	2
384	и ни	7	2
385	относится к	2	2
386	который мы	1	2
387	также и	7	2
388	в какой	3	2
389	не всегда	2	2
390	и тогда	4	2
391	он не	5	2
392	только тогда	9	2
393	в него	2	2
394	между двумя	1	2
395	и больше	2	2
396	для этого	2	2
397	и когда	5	2
398	для всякого	2	2
399	тем и	1	2
400	ее с	1	2
401	в нас	2	2
402	но об	1	2
403	времени и	10	2
404	рук и	1	2
405	человека с	1	2
406	но даже	1	2
407	человека и	2	2
408	при всем	1	2
409	себе в	1	2
410	как например	2	2
411	все бытие	1	2
412	почему же	2	2
413	отношение к	5	2
414	все больше	1	2
415	друг другу	4	2
416	которые в	1	2
417	вовсе не	19	2
418	различие в	1	2
419	тот же	1	2
420	к которому	1	2
421	общества в	1	2
422	место в	1	2
423	есть не	8	2
424	из трех	1	2
425	природы и	2	2
426	здесь не	1	2
427	именно с	1	2
428	в которых	2	2
429	эти вопросы	3	2
430	ведь и	1	2
431	друг друга	1	2
432	только потому	4	2
433	и нет	2	2
434	в какой-то	1	2
435	подойти к	1	2
436	иное как	4	2
437	гораздо более	3	2
438	к нему	12	2
439	уже с	2	1
440	мы наблюдаем	1	1
441	в особенности	6	1
442	всего того	1	1
443	к сожалению	2	1
444	что в	19	1
445	мира как	1	1
446	сновидений и	1	1
447	было так	1	1
448	они являются	1	1
449	то в	8	1
450	не происходит	1	1
451	не мешает	8	1
452	с полной	1	1
453	таковой не	1	1
454	дает нам	2	1
455	и другие	1	1
456	утверждать что	3	1
457	одних и	1	1
458	совершенно особый	1	1
459	только не	2	1
460	непрерывно движется	1	1
461	ли или	1	1
462	можно заметить	1	1
463	его понимания	1	1
464	форме мы	1	1
465	выражение которое	1	1
466	все что	2	1
467	форм и	2	1
468	или наоборот	2	1
469	взгляд на	3	1
470	бы реально	1	1
471	человек сам	1	1
472	их взаимоотношение	2	1
473	и самое	1	1
474	до сих	4	1
475	пусть даже	1	1
476	все его	3	1
477	еще раз	2	1
478	можно говорить	2	1
479	ему в	1	1
480	говоря уже	1	1
481	что всякая	2	1
482	от внешнего	1	1
483	только намечаем	1	1
484	заложенные в	1	1
485	же и	11	1
486	от самой	2	1
487	чего не	1	1
488	форму но	1	1
489	них в	1	1
490	пришли к	1	1
491	было уже	1	1
492	или других	4	1
493	здесь нет	1	1
494	и читатель	1	1
495	его самого	3	1
496	если в	5	1
497	также что	2	1
498	к внешнему	1	1
499	находясь в	1	1
500	роль и	1	1
501	или только	1	1
502	того как	3	1
503	время и	2	1
504	которой не	3	1
505	об одном	3	1
506	мы за	1	1
507	что человек	2	1
508	от действительности	1	1
509	его с	6	1
510	бы даже	1	1
511	я отказываюсь	1	1
512	тогда когда	6	1
513	в состоянии	2	1
514	каждого отдельного	1	1
515	что я	5	1
516	явлений жизни	1	1
517	бросается в	1	1
518	и упадка	1	1
519	одна и	5	1
520	ли быть	1	1
521	даже в	6	1
522	была бы	4	1
523	на те	1	1
524	речь как	2	1
525	и приближается	1	1
526	но от	1	1
527	формы в	1	1
528	вещи и	5	1
529	уже знаем	4	1
530	бы на	1	1
531	тогда он	1	1
532	его должны	1	1
533	содержит в	6	1
534	в ресторане	1	1
535	смысл для	1	1
536	это уже	2	1
537	и теперь	1	1
538	связанное с	1	1
539	ее можно	1	1
540	никак не	6	1
541	как раз	7	1
542	души и	1	1
543	тем не	3	1
544	от всего	2	1
545	такое же	1	1
546	мы замечаем	2	1
547	ясным что	1	1
548	в литературе	1	1
549	это ни	1	1
550	определенный момент	1	1
551	могла бы	2	1
552	не как	4	1
553	ее в	2	1
554	нами здесь	1	1
555	равным образом	1	1
556	и всегда	1	1
557	одному из	1	1
558	остановиться на	1	1
559	это будет	2	1
560	для своего	3	1
561	одно из	2	1
562	одному и	1	1
563	лишь из	1	1
564	бытие и	2	1
565	чем больше	1	1
566	понимания этого	1	1
567	разница будет	1	1
568	ни в	20	1
569	и делает	1	1
570	из потока	1	1
571	в результате	2	1
572	борьбы с	1	1
573	схема и	1	1
574	от этих	1	1
575	другой стороны	7	1
576	да это	1	1
577	представлять себе	2	1
578	превратиться в	1	1
579	слова а	1	1
580	нет никакого	1	1
581	и эти	2	1
582	по мере	3	1
583	сколько бы	1	1
584	бы что	1	1
585	это значит?	2	1
586	сознания и	8	1
587	весь мир	2	1
588	себе не	7	1
589	том и	1	1
590	как можно	2	1
591	у него	2	1
592	же эти	2	1
593	не могут	4	1
594	все равно	7	1
595	и смысл	3	1
596	являются в	1	1
597	тогда только	1	1
598	в виде	2	1
599	однако не	1	1
600	каждый раз	1	1
601	творчества и	1	1
602	их точки	1	1
603	быть так	1	1
604	и самая	1	1
605	похож на	1	1
606	та область	1	1
607	этом отрывке	1	1
608	как они	2	1
609	как же	8	1
610	наконец мы	2	1
611	особый тип	1	1
612	бы только	2	1
613	новый смысл	1	1
614	в сущности	2	1
615	минуту не	1	1
616	всю сложность	1	1
617	положение и	1	1
618	более или	5	1
619	или не	5	1
620	отличаются от	1	1
621	и одновременно	1	1
622	от тех	1	1
623	не о	5	1
624	мы живем	2	1
625	а о	2	1
626	с соответствующим	1	1
627	же словах	1	1
628	слова которые	1	1
629	однако мы	1	1
630	от своего	1	1
631	есть явление	1	1
632	этом не	1	1
633	в правильности	1	1
634	фотография того	1	1
635	сказал что	3	1
636	ли оно	2	1
637	наконец в-третьих	1	1
638	и событий	1	1
639	и где	5	1
640	не нуждается	9	1
641	будто бы	3	1
642	а целую	1	1
643	точки зрения?	1	1
644	крайней мере	11	1
645	и слова	3	1
646	теперь мы	1	1
647	пространство и	1	1
648	мысль о	2	1
649	мы начинаем	1	1
650	это еще	2	1
651	же как	3	1
652	этого содержания	1	1
653	по существу	2	1
654	на себя	1	1
655	с теми	2	1
656	где они	1	1
657	которое с	1	1
658	тела и	3	1
659	уже совершенно	1	1
660	именно в	4	1
661	или на	3	1
662	характер его	1	1
663	на месте	1	1
664	уже говорили	1	1
665	художественной форме	1	1
666	и действительно	1	1
667	бы одного	1	1
668	история и	1	1
669	мы это	1	1
670	голосом и	1	1
671	порождает и	1	1
672	в таком	4	1
673	вообще не	2	1
674	или иная	4	1
675	теснейшим образом	1	1
676	например в	2	1
677	понимать как	2	1
678	его мы	1	1
679	с их	2	1
680	не остается	2	1
681	становится совершенно	1	1
682	а уже	1	1
683	из тех	1	1
684	характер и	1	1
685	в одних	1	1
686	с той	2	1
687	наконец с	1	1
688	и внешним	1	1
689	я не	9	1
690	это та	1	1
691	лишь с	1	1
692	в последнем	1	1
693	с ними	4	1
694	и именно	1	1
695	несравненно более	1	1
696	самое и	1	1
697	если и	2	1
698	есть в	2	1
699	можно даже	1	1
700	эти две	1	1
701	из чего	1	1
702	они были	2	1
703	даже просто	4	1
704	переживания как	1	1
705	является не	3	1
706	в одно	5	1
707	нам возможность	1	1
708	и просто	1	1
709	сознания как	1	1
710	и характер	1	1
711	мира и	2	1
712	только ее	1	1
713	это происходит	1	1
714	по себе	39	1
715	и понимания	1	1
716	от этого	5	1
717	на все	2	1
718	но почему	1	1
719	если я	1	1
720	просто но	2	1
721	этого вопроса	1	1
722	может не	1	1
723	смысл но	1	1
724	действительности мы	1	1
725	его жизни	1	1
726	и всякий	3	1
727	мы сразу	1	1
728	в новом	1	1
729	своего предмета	2	1
730	о котором	2	1
731	и оно	2	1
732	по самой	1	1
733	даже сделать	1	1
734	совершенно ясным	1	1
735	но уже	3	1
736	из которого	1	1
737	со стороны	2	1
738	от всей	1	1
739	так а	1	1
740	у достоевского	1	1
741	чтобы убедиться	2	1
742	на солнце	1	1
743	в сторону	1	1
744	всей своей	1	1
745	из одного	1	1
746	в чем	9	1
747	нет в	1	1
748	конструкции и	1	1
749	и различны	1	1
750	точнее говоря	1	1
751	бы совершенно	1	1
752	путь к	1	1
753	что вообще	1	1
754	широком смысле	2	1
755	опыт в	1	1
756	ему как	1	1
757	или менее	5	1
758	откуда я	1	1
759	так например	1	1
760	бы изобразить	1	1
761	в которые	1	1
762	не иначе	1	1
763	в одной	4	1
764	явлений природы	2	1
765	как результат	2	1
766	тогда не	1	1
767	тем более	2	1
768	по крайней	11	1
769	которые были	2	1
770	именно этот	1	1
771	ведь мы	1	1
772	людей которые	1	1
773	например неба	1	1
774	не различаются	1	1
775	другом случае	1	1
776	дома и	1	1
777	зрения не	1	1
778	с реальной	1	1
779	своей будущей	1	1
780	для выражения	1	1
781	я был	3	1
782	и органы	1	1
783	долго не	2	1
784	собою этот	1	1
785	слова для	1	1
786	все они	2	1
787	оформления и	1	1
788	и житейского	1	1
789	какое значение	1	1
790	жизнь человека	1	1
791	к одному	1	1
792	большей части	1	1
793	качестве примера	2	1
794	действительности в	1	1
795	всего предыдущего	2	1
796	решительно всякий	1	1
797	не менее	5	1
798	тем в	1	1
799	здесь как	2	1
800	понятно что	2	1
801	еще слишком	1	1
802	в стиле	1	1
803	только лишь	1	1
804	это и	6	1
805	конечно это	1	1
806	и та	8	1
807	по большей	1	1
808	наконец и	2	1
809	внутренним и	1	1
810	а скорее	1	1
811	может иметь	6	1
812	на природу	2	1
813	одна из	1	1
814	представления но	1	1
815	современной нам	1	1
816	зрения и	2	1
817	это конечно	5	1
818	к одной	1	1
819	совершенно другое	1	1
820	истории не	1	1
821	который является	1	1
822	обстановки и	2	1
823	и такие	1	1
824	и понимает	1	1
825	что этот	3	1
826	картин природы	1	1
827	на этом	4	1
828	и личность	1	1
829	она должна	2	1
830	которую мы	1	1
831	в поле	1	1
832	совершенно иной	1	1
833	тех же	1	1
834	причем они	1	1
835	найденные нами	1	1
836	сейчас не	1	1
837	раз и	2	1
838	но которая	2	1
839	видели в	1	1
840	это как	3	1
841	указать на	1	1
842	действительности как	1	1
843	что несмотря	1	1
844	друга но	1	1
845	которое уже	1	1
846	обычно называют	1	1
847	взаимоотношение этих	1	1
848	она не	10	1
849	представления о	1	1
850	в противоположность	6	1
851	это нам	2	1
852	и чаще	1	1
853	рождается из	2	1
854	только как	3	1
855	и если	5	1
856	ему и	1	1
857	вполне понятно	1	1
858	здесь только	1	1
859	только мы	1	1
860	в другом	6	1
861	и тех	1	1
862	тому как	1	1
863	в каких	2	1
864	это только	3	1
865	должны поставить	1	1
866	и неизбежно	1	1
867	с какой	5	1
868	в разной	3	1
869	воспринимаются как	1	1
870	сравнению с	2	1
871	конечно тоже	1	1
872	на всех	1	1
873	оно также	1	1
874	энергии как	1	1
875	может и	5	1
876	только так	1	1
877	природу в	1	1
878	предмет к	1	1
879	то чему	1	1
880	чем другом	2	1
881	другое дело	1	1
882	так что	21	1
883	дело не	3	1
884	не дана	1	1
885	словами а	1	1
886	во время	2	1
887	говорить не	1	1
888	следовательно социального	1	1
889	когда в	1	1
890	к своей	1	1
891	теперь перед	1	1
892	один взгляд	1	1
893	себе что	1	1
894	в развитии	1	1
895	можем считать	1	1
896	потребностей и	1	1
897	обойтись без	1	1
898	когда он	2	1
899	отвращение к	1	1
900	только один	2	1
901	сознание которое	1	1
902	смысле слова	1	1
903	всего на	1	1
904	то все	1	1
905	в характере	1	1
906	перенос значения	1	1
907	солнце и	3	1
908	и вся	1	1
909	мы все	1	1
910	если же	2	1
911	весьма существенно	1	1
912	должны быть	2	1
913	но они	2	1
914	душ в	1	1
915	с этой	3	1
916	говорить о	9	1
917	что эта	5	1
918	существенное для	1	1
919	ту тему	1	1
920	и что	17	1
921	не будем	1	1
922	как он	5	1
923	большей степени	1	1
924	не могла	1	1
925	эта зависимость	1	1
926	за пределы	4	1
927	так чтобы	2	1
928	оказывается что	1	1
929	вот что	1	1
930	смотрит на	1	1
931	между внутренним	1	1
932	которые оно	1	1
933	почти всегда	4	1
934	вслед за	2	1
935	отрешенное от	1	1
936	иметь в	4	1
937	говоря о	2	1
938	или его	2	1
939	а круг	1	1
940	факт что	1	1
941	действительность не	1	1
942	учения о	2	1
943	что личность	2	1
944	превращается в	2	1
945	и до	2	1
946	даже не	4	1
947	выражение может	2	1
948	ничто не	3	1
949	только то	7	1
950	выражение то	1	1
951	которые по	1	1
952	друга и	1	1
953	в истории	1	1
954	и находит	1	1
955	не станет	1	1
956	и порядок	1	1
957	при помощи	1	1
958	действительность в	1	1
959	к которой	1	1
960	существует особая	2	1
961	что бы	1	1
962	и элементарную	1	1
963	является как	2	1
964	манере говорить	1	1
965	чем он	2	1
966	всегда будет	1	1
967	и часто	3	1
968	например на	1	1
969	собственно говоря	5	1
970	ни от	2	1
971	и третье	1	1
972	в глаза	1	1
973	и менее	1	1
974	еще на	3	1
975	убедиться в	2	1
976	свое существование	1	1
977	с другой	10	1
978	человеческого сознания	2	1
979	смысле как	1	1
980	нем и	2	1
981	поэтому если	2	1
982	и принимает	1	1
983	истории и	1	1
984	говорит о	6	1
985	и время	4	1
986	никакого отношения	1	1
987	сейчас же	3	1
988	к ним	3	1
989	структуру и	1	1
990	без его	1	1
991	без всякого	3	1
992	например явления	1	1
993	он является	1	1
994	неба и	1	1
995	одного из	1	1
996	указывать на	1	1
997	и о	4	1
998	состоит из	3	1
999	полное отсутствие	1	1
1000	как некое	1	1
1001	содержанием и	2	1
1002	ее не	1	1
1003	придется говорить	1	1
1004	в голове	1	1
1005	что для	3	1
1006	и самого	1	1
1007	что тот	1	1
1008	всех указанных	2	1
1009	говорить что	2	1
1010	та или	4	1
1011	его как	1	1
1012	во внимание	2	1
1013	возможность и	1	1
1014	мог бы	3	1
1015	наряду с	1	1
1016	и во	1	1
1017	всегда несет	1	1
1018	так совершенно	1	1
1019	грань между	5	1
1020	по сравнению	2	1
1021	это мы	6	1
1022	не можем	1	1
1023	на свою	1	1
1024	нами два	1	1
1025	смысле не	1	1
1026	без нее	2	1
1027	именно так	1	1
1028	в основу	1	1
1029	за него	1	1
1030	быть в	5	1
1031	в своем	7	1
1032	не значит	6	1
1033	это дает	1	1
1034	этот голос	3	1
1035	существу ничем	1	1
1036	даже если	4	1
1037	нет вы	1	1
1038	и выражения	1	1
1039	мы сейчас	1	1
1040	человека мы	1	1
1041	без сновидений	1	1
1042	и есть	20	1
1043	котором мы	1	1
1044	во всей	1	1
1045	образом в	1	1
1046	столь же	1	1
1047	и явлений	3	1
1048	вне всякой	1	1
1049	в общем	2	1
1050	в силу	6	1
1051	он может	3	1
1052	с реальными	2	1
1053	и ясно	1	1
1054	раз навсегда	2	1
1055	перед лицом	2	1
1056	мы теперь	1	1
1057	нет его	1	1
1058	воли и	1	1
1059	как будто	7	1
1060	и проч	1	1
1061	совсем другое	1	1
1062	же в	2	1
1063	на то	5	1
1064	но если	6	1
1065	имеет и	1	1
1066	самые основные	1	1
1067	есть какое-то	2	1
1068	оно может	1	1
1069	и по	5	1
1070	притом так	1	1
1071	бы ее	1	1
1072	культуры и	1	1
1073	там где	1	1
1074	как такое	1	1
1075	в меру	5	1
1076	является ли	1	1
1077	долго и	1	1
1078	здесь в	3	1
1079	просто не	2	1
1080	он просто	1	1
1081	еще в	2	1
1082	раньше как	1	1
1083	здесь же	1	1
1084	со своими	2	1
1085	однако все	1	1
1086	всех этих	4	1
1087	того же	1	1
1088	можно с	1	1
1089	и искусство	1	1
1090	если она	4	1
1091	же он	2	1
1092	чтобы не	6	1
1093	где все	1	1
1094	но там	1	1
1095	не был	3	1
1096	только о	3	1
1097	себе этот	1	1
1098	опять-таки не	2	1
1099	нее и	1	1
1100	следует за	2	1
1101	само по	7	1
1102	не поймут	1	1
1103	отметить и	1	1
1104	времени по	1	1
1105	одного и	1	1
1106	думать что	3	1
1107	которого она	1	1
1108	понять что	1	1
1109	не то	9	1
1110	вещи как	1	1
1111	просто и	1	1
1112	мысли и	3	1
1113	на ту	2	1
1114	лишь по	1	1
1115	виду что	2	1
1116	должен будет	1	1
1117	без помощи	1	1
1118	различаются так	2	1
1119	что смысл	3	1
1120	отражается в	1	1
1121	даже больше	2	1
1122	вне ее	1	1
1123	человека но	2	1
