N	2gram	Vygotskiy_	Sovremen
186	всяком случае	7	2
187	он должен	1	2
188	прошлого века	1	1
189	жизни но	1	1
190	во всех	4	1
191	только одно	1	1
192	бы то	3	1
193	которые в	3	1
194	поскольку она	2	1
195	они все	1	1
196	и отчетливого	1	1
197	этого и	1	1
198	объяснить нам	1	1
199	к которому	1	1
200	именно к	2	1
201	это и	3	1
202	с новой	2	1
203	его и	4	1
204	в свое	1	1
205	и составляет	3	1
206	только не	4	1
207	стать в	1	1
208	искать в	1	1
209	свести все	2	1
210	том случае	3	1
211	образом все	2	1
212	а потому	5	1
213	во втором	1	1
214	то он	1	1
215	речи мы	1	1
216	только все	1	1
217	человека в	1	1
218	но как	4	1
219	то они	1	1
220	поэтому что	1	1
221	чем же	2	1
222	только из	9	1
223	не является	5	1
224	в данном	1	1
225	до сих	8	1
226	не хотим	1	1
227	все его	1	1
228	что задача	1	1
229	при условии	1	1
230	он уже	1	1
231	законам как	1	1
232	еще раз	1	1
233	и более	3	1
234	та же	4	1
235	по преимуществу	2	1
236	зрения может	1	1
237	вытекает ли	1	1
238	в действительности	4	1
239	в объяснении	2	1
240	в любом	1	1
241	представители этой	1	1
242	действия в	1	1
243	от его	1	1
244	что иное	2	1
245	видим что	5	1
246	в процессе	7	1
247	данном случае	1	1
248	в очень	2	1
249	ли это	3	1
250	не имеют	1	1
251	связи с	2	1
252	здесь нет	1	1
253	в самый	1	1
254	равны между	1	1
255	этот процесс	1	1
256	если в	2	1
257	и эту	1	1
258	на язык	1	1
259	что сказать	1	1
260	своим методом	1	1
261	очень часто	4	1
262	указать на	1	1
263	должно быть	2	1
264	к области	3	1
265	найти то	1	1
266	такую же	1	1
267	ее таким	1	1
268	с и	17	1
269	раз из	2	1
270	системы совершенно	1	1
271	в первый	3	1
272	роли и	1	1
273	его с	3	1
274	идет о	2	1
275	она не	6	1
276	она в	2	1
277	но еще	1	1
278	они опять	1	1
279	что уже	1	1
280	одной стороны	7	1
281	развития с	1	1
282	приводит и	2	1
283	все свои	1	1
284	этот метод	2	1
285	на другой	3	1
286	это то	1	1
287	и другую	2	1
288	одна и	1	1
289	мы имеем	7	1
290	и у	6	1
291	быть в	2	1
292	в другом	1	1
293	совсем не	3	1
294	несмотря на	8	1
295	это только	4	1
296	том как	2	1
297	мы всегда	1	1
298	не быть	2	1
299	чем объясняется	1	1
300	построения в	1	1
301	в ней	3	1
302	из всех	4	1
303	поэтому совершенно	1	1
304	мы очень	1	1
305	ни было	2	1
306	уже к	1	1
307	элементов и	1	1
308	что эта	4	1
309	мы опять	2	1
310	человека как	1	1
311	а может	1	1
312	это значит	1	1
313	хотя и	3	1
314	с другой	7	1
315	и тогда	3	1
316	а это	1	1
317	с ним	2	1
318	на которых	1	1
319	что вся	2	1
320	он не	8	1
321	раз мы	1	1
322	и из	7	1
323	за собой	1	1
324	два основных	2	1
325	и той	5	1
326	одной и	6	1
327	не будет	4	1
328	что с	5	1
329	те же	9	1
330	вследствие этого	2	1
331	те или	1	1
332	аналогии с	2	1
333	ей не	1	1
334	а затем	1	1
335	в область	3	1
336	мы в	3	1
337	как у	1	1
338	увидим что	3	1
339	поэтому в	1	1
340	совпадают с	3	1
341	только на	7	1
342	и их	4	1
343	место только	1	1
344	или иные	1	1
345	только ничего	1	1
346	и всегда	2	1
347	имеет только	1	1
348	всегда мы	1	1
349	бы так	1	1
350	вся остальная	1	1
351	нужно сказать	1	1
352	остановиться на	2	1
353	все что	4	1
354	не приходится	1	1
355	и та	1	1
356	правда и	1	1
357	для объяснения	3	1
358	и при	3	1
359	в известном	2	1
360	на самом	6	1
361	одному и	2	1
362	здесь в	1	1
363	на которой	1	1
364	самое что	2	1
365	образом из	1	1
366	что каждый	1	1
367	эта система	1	1
368	системы а	1	1
369	определенным образом	1	1
370	совершенно так	1	1
371	из нескольких	1	1
372	можно было	4	1
373	и должно	1	1
374	и наиболее	1	1
375	следовательно нельзя	1	1
376	форму которая	1	1
377	разобраться в	1	1
378	ни в	9	1
379	но только	6	1
380	и от	4	1
381	нами в	1	1
382	еще в	1	1
383	говорить что	1	1
384	именно эти	3	1
385	утверждает что	5	1
386	почти совершенно	1	1
387	стороны и	3	1
388	переносятся на	1	1
389	роль играет	1	1
390	конечно не	2	1
391	и ничего	1	1
392	и само	1	1
393	и тот	4	1
394	но что	3	1
395	и те	5	1
396	только в	18	1
397	и отчетливо	1	1
398	должны мы	1	1
399	происходит это	1	1
400	в совершенно	5	1
401	которая не	2	1
402	раз он	1	1
403	отличать от	1	1
404	этот вопрос	2	1
405	красивое оперение	1	1
406	все равно	1	1
407	же время	2	1
408	и может	3	1
409	так же	29	1
410	его в	3	1
411	конца к	1	1
412	с понятием	2	1
413	отметить что	2	1
414	или как	2	1
415	науки если	1	1
416	в большинстве	1	1
417	природы но	1	1
418	совершенно независимо	1	1
419	нуждаются в	4	1
420	должен был	1	1
421	сравнительно с	1	1
422	в конечном	6	1
423	чем в	2	1
424	в своих	12	1
425	не было	5	1
426	как например	2	1
427	с его	3	1
428	предполагается что	1	1
429	волевого акта	1	1
430	процессе развития	1	1
431	как будет	1	1
432	один из	6	1
433	всегда и	2	1
434	в духе	1	1
435	готовом виде	1	1
436	и всюду	1	1
437	на это	2	1
438	если бы	10	1
439	или в	2	1
440	этой системы	1	1
441	заключает в	3	1
442	а о	1	1
443	центр тяжести	1	1
444	очень мало	1	1
445	ни одного	1	1
446	в обратном	1	1
447	образом если	1	1
448	мы разрушаем	1	1
449	к одному	5	1
450	без остатка	3	1
451	наших дней	1	1
452	и еще	1	1
453	их и	1	1
454	путем и	1	1
455	что его	5	1
456	оно приобретает	1	1
457	вроде следующего	1	1
458	понятия и	1	1
459	в эту	1	1
460	на такой	2	1
461	же природы	1	1
462	так называемый	1	1
463	вообще и	2	1
464	самая форма	1	1
465	мы говорим	2	1
466	функций и	1	1
467	для каждого	1	1
468	дело в	2	1
469	крайней мере	1	1
470	известном смысле	1	1
471	сами по	4	1
472	одного из	1	1
473	в данной	1	1
474	же как	8	1
475	только такой	1	1
476	именно та	1	1
477	по существу	6	1
478	сказать что	12	1
479	и эта	1	1
480	форму и	4	1
481	быть только	1	1
482	в ту	1	1
483	при одном	1	1
484	образом вся	1	1
485	но для	1	1
486	это сравнение	1	1
487	так называемое	1	1
488	именно в	1	1
489	не составляют	1	1
490	и действительно	1	1
491	такое же	3	1
492	и до	2	1
493	совсем иное	1	1
494	но никогда	1	1
495	представление о	6	1
496	конечном счете	6	1
497	благодаря этому	1	1
498	обратимся к	1	1
499	другую сторону	2	1
500	в основу	3	1
501	одной из	1	1
502	физика и	1	1
503	же мере	1	1
504	при исследовании	1	1
505	формы или	1	1
506	случае не	2	1
507	изучаемых явлений	1	1
508	в своем	3	1
509	против него	1	1
510	к процессам	1	1
511	в корне	1	1
512	мы конечно	1	1
513	совершенно невозможным	1	1
514	она и	1	1
515	по аналогии	1	1
516	на другую	1	1
517	мы ее	1	1
518	но ведь	1	1
519	что следовательно	3	1
520	этом смысле	3	1
521	может оказаться	1	1
522	в связи	3	1
523	в какой	6	1
524	одни и	3	1
525	не важно	1	1
526	между ними	2	1
527	мы будем	2	1
528	одном случае	1	1
529	эти три	1	1
530	во всей	1	1
531	цель и	1	1
532	может стать	3	1
533	обходиться без	1	1
534	этот раз	1	1
535	у читателя	1	1
536	же в	1	1
537	это что	1	1
538	том что	30	1
539	до наших	1	1
540	своему существу	1	1
541	в одинаковой	2	1
542	в мире	1	1
543	с последней	1	1
544	на эту	1	1
545	жизни в	1	1
546	но не	5	1
547	дело идет	1	1
548	так в	1	1
549	мы допустить	2	1
550	но если	2	1
551	они не	1	1
552	по себе	21	1
553	явлений и	3	1
554	от другой	1	1
555	он сам	1	1
556	для этих	1	1
557	оно может	1	1
558	не имеет	3	1
559	и могут	1	1
560	к этому	5	1
561	в такой	2	1
562	явлений при	1	1
563	там где	5	1
564	в то	8	1
565	один смысл	1	1
566	и только	5	1
567	один и	2	1
568	важную роль	1	1
569	значит что	1	1
570	отказавшись от	1	1
571	другое дело	1	1
572	всецело и	1	1
573	это совершенно	3	1
574	является только	1	1
575	должны искать	1	1
576	этой области	4	1
577	только и	1	1
578	по самому	7	1
579	и следовательно	4	1
580	нет никаких	1	1
581	но это	3	1
582	для чего	1	1
583	независимо от	3	1
584	когда в	1	1
585	и для	9	1
586	природой и	1	1
587	оперение птиц	1	1
588	с ее	3	1
589	познакомиться с	1	1
590	таким же	1	1
591	не что	2	1
592	и это	6	1
593	входящих в	2	1
594	точка зрения	6	1
595	того же	3	1
596	все время	6	1
597	и если	4	1
598	но часто	1	1
599	для нашей	2	1
600	только о	3	1
601	должен быть	2	1
602	он с	1	1
603	и план	2	1
604	и его	14	1
605	чем отличается	1	1
606	жизни не	1	1
607	случае когда	1	1
608	в первых	1	1
609	и становится	1	1
610	вовсе не	7	1
611	мере в	2	1
612	заставляя его	1	1
613	же вопрос	1	1
614	и свою	1	1
615	о том	11	1
616	сих пор	8	1
617	есть не	6	1
618	и вообще	3	1
619	мысли в	3	1
620	по крайней	1	1
621	образом на	1	1
622	иное как	2	1
623	и химия	1	1
624	без помощи	1	1
625	которая и	1	1
626	разложить ее	1	1
627	зрения и	2	1
628	он начал	1	1
629	и нет	2	1
630	к очень	1	1
631	нам только	1	1
632	к другому	1	1
633	необычайную сложность	1	1
634	человека и	3	1
635	к нему	3	1
636	никогда не	13	1
637	нас есть	1	1
638	свое время	1	1
639	мы намерены	2	1
640	а потом	1	1
