N	2gram	Tiupa_Narr	SlovoVZh
239	художественного высказывания	2	1
240	мы уже	1	1
241	мы увидим	1	1
242	и который	1	1
243	и того	2	1
244	действительно является	1	1
245	к интонации	1	1
246	зрения как	1	1
247	не знают	1	1
248	в произведении	3	1
249	она могла	1	1
250	в структуру	1	1
251	может идти	1	1
252	героя в	8	1
253	в свою	3	1
254	в значительной	2	1
255	входит в	1	1
256	не должен	1	1
257	он как	1	1
258	в основе	5	1
259	и иных	1	1
260	в другом	1	1
261	высказывания о	1	1
262	тому как	2	1
263	несмотря на	2	1
264	на что	1	1
265	и должна	1	1
266	это часто	1	1
267	признать что	1	1
268	на протяжении	6	1
269	обстоит дело	1	1
270	для всего	1	1
271	или может	1	1
272	что это	3	1
273	хотя и	3	1
274	и тогда	1	1
275	этом отношении	3	1
276	ни единого	1	1
277	о чем	2	1
278	на другое	1	1
279	в ее	3	1
280	и тем	4	1
281	и т.п	8	1
282	сам по	1	1
283	не требует	1	1
284	можно определить	1	1
285	все основные	1	1
286	какой бы	1	1
287	в частности	14	1
288	говорит о	2	1
289	и больше	1	1
290	не как	2	1
291	аналогии с	1	1
292	однако эта	1	1
293	в качестве	21	1
294	или иных	1	1
295	его смысла	1	1
296	последняя является	1	1
297	в области	2	1
298	одно из	2	1
299	у нас	1	1
300	что каждый	1	1
301	можно было	2	1
302	вещами и	1	1
303	и делает	1	1
304	кто не	1	1
305	однако он	1	1
306	же не	4	1
307	высказывания в	6	1
308	в результате	2	1
309	он думает	1	1
310	в неразрывное	1	1
311	сводится к	3	1
312	неразрывное единство	1	1
313	не бывает	1	1
314	значительной степени	2	1
315	этом смысле	1	1
316	подобно тому	2	1
317	во времени	8	1
318	и тот	2	1
319	далеко не	5	1
320	только то	1	1
321	слова не	1	1
322	в современной	1	1
323	у него	4	1
324	не на	2	1
325	не могут	1	1
326	все равно	1	1
327	же время	4	1
328	не существует	3	1
329	говорить и	1	1
330	там же	1	1
331	в обоих	2	1
332	отметить что	1	1
333	у нее	2	1
334	отношения между	1	1
335	свою очередь	3	1
336	всей его	2	1
337	в конечном	3	1
338	со словами	2	1
339	в жизненной	1	1
340	ко второму	1	1
341	не было	2	1
342	думает и	1	1
343	когда мы	2	1
344	связи с	4	1
345	автора с	1	1
346	сами по	2	1
347	более или	2	1
348	он еще	1	1
349	между людьми	1	1
350	все то	2	1
351	отличная от	1	1
352	здесь мы	1	1
353	с ее	3	1
354	было бы	4	1
355	это же	1	1
356	не знает	1	1
357	не событиям	1	1
358	образом не	1	1
359	к тому	7	1
360	из двух	3	1
361	не сливаются	1	1
362	с таким	1	1
363	в организации	2	1
364	из нее	1	1
365	героя с	2	1
366	произведения в	1	1
367	не нуждается	1	1
368	на передний	1	1
369	говорящих и	1	1
370	как мы	3	1
371	по аналогии	1	1
372	бытия и	1	1
373	и интонациями	1	1
374	эта позиция	1	1
375	от всего	1	1
376	и эта	1	1
377	наряду с	2	1
378	чрезвычайно важный	1	1
379	и во	1	1
380	именно в	6	1
381	передний план	1	1
382	обоих этих	1	1
383	или хотя	1	1
384	конечном счете	2	1
385	искусства как	1	1
386	в таком	2	1
387	обратимся к	3	1
388	формы в	1	1
389	например в	2	1
390	только там	1	1
391	тот же	1	1
392	за пределами	1	1
393	к которому	2	1
394	имеем дело	2	1
395	человек и	1	1
396	себе с	1	1
397	что все	1	1
398	какая бы	1	1
399	как о	1	1
400	то она	2	1
401	себе не	2	1
402	столь же	3	1
403	том же	1	1
404	в общем	1	1
405	подхода к	1	1
406	есть в	2	1
407	же как	3	1
408	или даже	2	1
409	из его	1	1
410	и прежде	1	1
411	ей в	1	1
412	в слове	1	1
413	зрения это	1	1
414	как будто	3	1
415	в различные	1	1
416	жизни в	3	1
417	что именно	2	1
418	слушателя к	1	1
419	они не	2	1
420	зрения не	1	1
421	на себя	3	1
422	от его	1	1
423	тех или	1	1
424	зрения и	2	1
425	и только	2	1
426	один и	1	1
427	внутренней речью	1	1
428	по своей	3	1
429	в двух	2	1
430	или иного	2	1
431	может и	1	1
432	отрешиться от	1	1
433	событием и	1	1
434	и оно	1	1
435	но уже	1	1
436	интонации и	1	1
437	в смысле	1	1
438	не всегда	2	1
439	слов и	1	1
440	героического эпоса	1	1
441	в целом	1	1
442	культуры в	1	1
443	себя в	5	1
444	крайней мере	1	1
445	это бывает	1	1
446	а лишь	1	1
447	или менее	2	1
448	вовсе не	1	1
449	с соответствующими	1	1
450	сливаются в	1	1
451	русской литературе	1	1
452	от предмета	1	1
453	в пространстве	4	1
454	не то	2	1
455	тем более	2	1
456	по крайней	1	1
457	мы видели	1	1
458	перед нами	4	1
459	включает в	2	1
460	и другого	1	1
461	речи а	1	1
462	вне ее	1	1
463	который и	1	1
464	на них	1	1
