N	3gram	Vinokur_Ku	Marksizm
91	то же слово	1	2
92	ничего общего с	2	2
93	между тем как	1	2
94	само по себе	6	2
95	в данном случае	1	2
96	в том или	1	2
97	к тому же	1	2
98	в последнее время	1	2
99	лицом к лицу	1	2
100	на данном языке	1	2
101	не то что	1	2
102	и в том	2	2
103	собственном смысле слова	1	2
104	сами по себе	2	2
105	того или иного	5	2
106	чуть ли не	3	2
107	от того что	1	2
108	и в особенности	1	2
109	по крайней мере	11	2
110	том или ином	1	2
111	и тогда когда	3	2
112	как и в	1	2
113	а следовательно и	2	2
114	не следует что	1	2
115	несмотря на то	1	2
116	что в этих	1	2
117	таким образом в	2	2
118	до тех пор	1	2
119	только в контексте	1	2
120	находит свое выражение	1	2
121	в противном случае	2	2
122	так же как	3	2
123	речи и не	1	2
124	слова и выражения	1	2
125	хотя бы в	4	2
126	в соединении с	1	2
127	совершенно еще не	1	2
128	же касается до	1	2
129	с тем что	1	2
130	следует что и	1	2
131	в широком смысле	2	2
132	и в самом	4	2
133	должен был бы	1	2
134	прежде всего в	1	2
135	тот или иной	1	2
136	но и здесь	1	2
137	языка и здесь	1	1
138	между ними как	1	1
139	забывать что это	1	1
140	того чтобы искать	1	1
141	а может быть	1	1
142	бы и не	1	1
143	все то что	1	1
144	это не значит	1	1
145	этом отношении и	1	1
146	ни в каком	2	1
147	в конечном счете	2	1
148	для этого необходимо	1	1
149	в действительности и	1	1
150	бы дело шло	1	1
151	целый ряд слов	1	1
152	того чтобы не	1	1
153	на том что	1	1
154	по сравнению с	1	1
155	фердинанда де соссюра	1	1
156	язык никогда не	1	1
157	и в другом	2	1
158	и в таком	1	1
159	в этом слове	2	1
160	есть в сущности	1	1
161	имеется в виду	1	1
162	то или иное	2	1
163	того или другого	1	1
164	язык в его	1	1
165	до наших дней	1	1
166	и даже в	1	1
167	говоря уже о	1	1
168	с этой точки	3	1
169	вовсе не в	1	1
170	языка как специфической	1	1
171	то что обычно	1	1
172	структуре языка лишь	1	1
173	язык как на	1	1
174	сводится к следующему	1	1
175	соссюра и его	1	1
176	что слово как	1	1
177	принципиальное значение для	1	1
178	если мы признаем	1	1
179	никаких оснований говорить	1	1
180	но именно это	1	1
181	но для того	1	1
182	свидетельствует о том	1	1
183	в лице так	1	1
184	в строгом смысле	1	1
185	история языка таким	1	1
186	но они не	1	1
187	по природе своей	1	1
188	что в них	2	1
189	во втором случае	1	1
190	может быть только	2	1
191	сам по себе	1	1
192	рядом с этим	1	1
193	имеет первостепенное значение	1	1
194	но что такое	1	1
195	в иных случаях	3	1
196	в которую мы	1	1
197	данного слова в	1	1
198	лишь в той	2	1
199	от того чтобы	1	1
200	в особенности же	2	1
201	только тогда начинается	1	1
202	чтобы показать что	2	1
203	что все эти	2	1
204	вместо того чтобы	1	1
205	если бы в	1	1
206	по аналогии с	1	1
207	следует что в	1	1
208	речи заключается в	1	1
209	к языку как	2	1
210	в соответствии с	5	1
211	все же и	3	1
212	но также и	2	1
213	в его собственном	1	1
214	в каждую данную	1	1
215	точки зрения в	2	1
216	а с другой	3	1
217	а в том	2	1
218	но даже и	2	1
219	к этому сводится	1	1
220	если бы дело	1	1
221	связанные с этим	1	1
222	в современном русском	2	1
223	и под конец	1	1
224	не хочет и	1	1
225	этот процесс в	1	1
226	что язык есть	2	1
227	как раз и	1	1
228	само собою разумеется	1	1
229	грамматики и стилистики	1	1
230	в наше время	3	1
231	это вовсе не	1	1
232	и на все	1	1
233	в сущности с	1	1
234	не нуждается в	1	1
235	к вопросу о	3	1
236	мы можем дать	1	1
237	все это не	3	1
238	бы в нашем	1	1
239	отнюдь не следует	1	1
240	выражение в том	1	1
241	в первую очередь	3	1
242	этот вопрос о	1	1
243	языка таким образом	1	1
244	в тех случаях	2	1
245	эти слова и	1	1
246	и в этой	1	1
247	легко и свободно	1	1
248	только может быть	1	1
249	разрешения этой проблемы	1	1
250	таким образом не	1	1
251	в истории языка	1	1
252	совершается в пределах	1	1
253	языке как о	1	1
254	в языке этот	1	1
255	широком смысле слова	1	1
256	но прежде всего	1	1
257	но он не	1	1
258	самом деле среди	1	1
259	большей или меньшей	2	1
260	вместе с тем	3	1
261	то что его	1	1
262	социальной жизни в	1	1
263	но кроме того	1	1
264	речи и как	1	1
265	в дневнике писателя	1	1
266	язык живет и	2	1
267	в какой мере	1	1
268	прежде всего на	1	1
269	а вместе с	1	1
270	что иное как	2	1
271	в живой речи	1	1
272	языка и что	2	1
273	и еще один	2	1
274	истории языка и	1	1
275	не имеет никакого	1	1
276	contradictio in adjecto	1	1
277	и его школы	1	1
278	и вовсе не	4	1
279	этой точки зрения	4	1
280	в себе и	1	1
281	что же касается	4	1
282	речь в данном	1	1
283	нашего анализа мы	1	1
284	следовательно вовсе не	1	1
285	с языком как	1	1
286	языка сводится к	1	1
287	в своем последнем	1	1
288	мы взглянем на	1	1
289	для себя и	1	1
290	как впрочем и	1	1
291	как только мы	1	1
292	есть и еще	1	1
293	на язык как	2	1
294	если бы речь	1	1
295	не должен быть	1	1
296	всяком случае все	1	1
297	может быть как	1	1
298	в большей или	2	1
299	но что же	1	1
300	и с точки	1	1
301	этом последнем случае	1	1
302	не говоря уже	2	1
303	о так называемой	1	1
304	не что иное	2	1
305	дело в том	1	1
306	они не имеют	1	1
307	в лучшем случае	1	1
308	всех этих случаях	1	1
309	и все его	1	1
310	бы ничего не	1	1
311	языке может быть	1	1
312	от этого не	3	1
313	главным образом для	1	1
314	языковых форм в	1	1
315	во всех этих	1	1
316	и пр этим	1	1
317	слова как они	1	1
318	не сам по	1	1
319	этого слова и	2	1
320	грамматикой и стилистикой	1	1
321	они ни были	1	1
322	если мы взглянем	1	1
323	но во всяком	1	1
324	таких слов как	1	1
325	это речь в	1	1
326	данного языка в	1	1
327	тем или иным	1	1
328	тех случаях когда	2	1
329	уже о том	1	1
330	действительно было бы	1	1
331	тогда когда он	2	1
332	тем что он	1	1
333	шаг вперед в	1	1
334	на первых порах	1	1
335	свой родной язык	1	1
336	а вовсе не	1	1
337	языка но и	2	1
338	по его мнению	1	1
339	не выходит за	1	1
340	притом не только	1	1
341	лишь после того	1	1
342	у достоевского и	1	1
343	что же такое	1	1
344	этого не меняется	1	1
345	как наука о	1	1
346	то вопрос о	1	1
347	то что они	1	1
348	же и здесь	1	1
349	между грамматикой и	2	1
350	в сочетании с	1	1
351	до конца и	1	1
352	в недрах самого	1	1
353	отчет в том	1	1
354	связанных с ними	1	1
355	после того как	2	1
356	том что не	1	1
357	что несмотря на	1	1
358	в другом случае	1	1
359	но не только	1	1
