N	2gram	Voloshinov	StatiiOP
244	языка и	4	6
245	тем же	4	6
246	и во	1	6
247	что я	1	6
248	с его	8	6
249	мы не	9	6
250	ни на	3	6
251	независимо от	5	6
252	по существу	1	6
253	в новом	1	6
254	должен быть	2	6
255	в одной	1	6
256	и вообще	2	6
257	еще до	1	6
258	его не	2	6
259	в литературном	1	6
260	нас не	2	5
261	до него	1	5
262	при этом	9	5
263	как говорит	1	5
264	не как	1	5
265	целый ряд	3	5
266	в числе	1	5
267	на эту	2	5
268	уже не	4	5
269	и такие	1	5
270	но они	1	5
271	конечно не	3	5
272	самого начала	4	5
273	до того	3	5
274	поэта и	1	5
275	без всякого	1	5
276	в основу	1	5
277	что именно	4	5
278	на протяжении	1	5
279	что эти	3	5
280	хотя и	3	5
281	нужно отметить	1	5
282	его в	4	5
283	не о	1	5
284	на себя	1	5
285	даже не	1	5
286	в сторону	1	5
287	не был	1	5
288	если не	3	5
289	если б	6	5
290	в тех	3	5
291	возможно что	1	5
292	столь же	1	5
293	или иного	5	5
294	всех этих	1	5
295	не так	3	5
296	утверждать что	1	5
297	один из	4	5
298	о которой	1	5
299	поэтому в	1	5
300	в слове	4	5
301	думать что	1	5
302	оба эти	1	5
303	и если	1	5
304	нет и	3	5
305	не совсем	1	5
306	том же	2	5
307	ее в	1	5
308	но если	1	5
309	точку зрения	6	5
310	это и	1	5
311	такое же	1	5
312	в сущности	1	5
313	на тему	1	5
314	вообще не	1	5
315	является не	1	5
316	другом месте	1	5
317	и потому	2	5
318	того или	5	5
319	тот факт	1	5
320	как он	1	5
321	на это	4	5
322	одного из	1	5
323	как будто	1	5
324	что было	3	4
325	и другие	1	4
326	все что	1	4
327	не являются	1	4
328	и без	4	4
329	из двух	2	4
330	не существует	4	4
331	языка в	2	4
332	не всегда	2	4
333	и те	2	4
334	языка не	1	4
335	на него	4	4
336	эти вопросы	2	4
337	всего в	4	4
338	мы видим	4	4
339	и он	2	4
340	статье о	1	4
341	которой является	1	4
342	достаточно для	2	4
343	и эти	1	4
344	как можно	1	4
345	тому же	2	4
346	будто бы	1	4
347	во внимание	1	4
348	очевидно что	2	4
349	в таком	1	4
350	в связи	2	4
351	и именно	1	4
352	одна из	1	4
353	на этом	1	4
354	не могут	1	4
355	могло бы	1	4
356	но как	2	4
357	для его	1	4
358	в развитии	1	4
359	должны быть	1	4
360	иметь в	1	4
361	с общим	1	4
362	у которого	5	4
363	вопрос в	1	4
364	которые были	1	4
365	за пределы	1	4
366	эту тему	1	4
367	в последнем	1	4
368	то есть	5	4
369	если в	1	4
370	в форме	6	4
371	в наших	2	4
372	в прямом	1	4
373	в романе	1	4
374	в процессе	6	4
375	и так	6	4
376	связанные с	2	4
377	да и	4	4
378	по своей	2	4
379	именно поэтому	1	4
380	нет в	1	4
381	здесь нет	1	4
382	все они	1	4
383	бы и	2	4
384	в основе	3	4
385	более чем	1	4
386	совпадает с	1	4
387	в значительной	2	4
388	относится к	2	4
389	и тогда	2	4
390	не знает	3	4
391	значительной степени	2	4
392	этого слова	3	4
393	это произведение	1	4
394	которые в	2	4
395	что оно	3	4
396	материала и	1	4
397	бы на	1	4
398	и всегда	1	4
399	чем он	1	4
400	смысле этого	2	4
401	а на	2	4
402	или в	2	4
403	есть в	1	4
404	этого вопроса	1	4
405	в каждой	1	4
406	бы совершенно	1	4
407	в стиле	1	4
408	он говорит	2	4
409	и их	5	4
410	в поэме	1	4
411	еще в	1	4
412	что его	1	4
413	как мы	10	4
414	для этого	2	4
415	но для	3	4
416	является в	1	3
417	говоря уже	1	3
418	русской литературе	1	3
419	находясь в	1	3
420	которые по	1	3
421	а затем	1	3
422	но что	3	3
423	или иной	6	3
424	более или	1	3
425	научное изучение	1	3
426	их в	3	3
427	в одно	1	3
428	себе в	2	3
429	о той	1	3
430	даже и	2	3
431	не должен	2	3
432	представляет собой	2	3
433	с нашим	1	3
434	к своей	1	3
435	с помощью	6	3
436	смысле слова	1	3
437	о них	2	3
438	всегда будет	1	3
439	быть в	1	3
440	во всей	1	3
441	все время	5	3
442	не то	1	3
443	произведения и	1	3
444	не говоря	2	3
445	что при	1	3
446	для своего	1	3
447	х годов	1	3
448	бы что	1	3
449	является и	1	3
450	появления в	1	3
451	я и	2	3
452	и до	1	3
453	от этого	1	3
454	вопроса о	4	3
455	бы в	6	3
456	формы в	1	3
457	находит свое	2	3
458	эти слова	9	3
459	не будет	3	3
460	не могла	1	3
461	тем и	2	3
462	или иное	4	3
463	это же	2	3
464	образом в	1	3
465	взгляд на	1	3
466	тогда когда	1	3
467	это уже	1	3
468	которой я	1	3
469	борьбы с	1	3
470	если я	1	3
471	это выражение	2	3
472	отношения к	3	3
473	бы не	2	3
474	о котором	1	3
475	в словах	4	3
476	перед нами	3	3
477	в свою	6	3
478	так чтобы	1	3
479	и вся	1	3
480	связанных с	5	3
481	заметить что	3	3
482	в данной	4	3
483	в сознании	5	3
484	здесь не	2	3
485	только потому	2	3
486	то или	4	3
487	он должен	3	3
488	как к	1	3
489	этом случае	3	3
490	в нашей	2	3
491	может не	1	3
492	одним и	1	3
493	не значит	1	3
494	что так	1	3
495	иногда и	1	3
496	а к	3	3
497	но эта	2	3
498	это еще	1	3
499	б с	1	3
500	слово в	2	3
501	с той	1	3
502	и как	10	3
503	если и	1	3
504	к своему	4	3
505	или менее	1	3
506	конечно это	1	3
507	это связано	1	3
508	свое выражение	3	3
509	всю свою	1	3
510	она не	1	3
511	когда он	1	3
512	конечно в	1	3
513	от того	3	3
514	в голову	3	3
515	свидетельствуют о	1	3
516	ведь и	2	3
517	слова в	6	3
518	и наконец	5	3
519	не к	4	3
520	и уже	3	3
521	для всех	2	2
522	к такому	1	2
523	дело с	1	2
524	здесь является	1	2
525	из всех	1	2
526	в разных	3	2
527	тем как	1	2
528	что то	2	2
529	те же	5	2
530	остановиться на	1	2
531	говорить что	1	2
532	по мере	1	2
533	в живом	5	2
534	которым он	1	2
535	мысль о	1	2
536	зрения на	3	2
537	показаться что	2	2
538	выражения как	2	2
539	роль в	3	2
540	укладывается в	1	2
541	которые являются	2	2
542	он является	1	2
543	ли не	2	2
544	большей части	1	2
545	тем в	1	2
546	ответить на	2	2
547	на человека	1	2
548	было в	4	2
549	слову в	1	2
550	которой он	1	2
551	доказать что	1	2
552	но то	1	2
553	и другой	1	2
554	на возможность	2	2
555	чего не	1	2
556	знака в	1	2
557	за собой	1	2
558	слов о	1	2
559	и когда	2	2
560	связь между	3	2
561	так а	1	2
562	превращается в	1	2
563	в журнале	1	2
564	о языке	2	2
565	является вполне	1	2
566	является как	1	2
567	свою очередь	4	2
568	всякого сомнения	1	2
569	стал бы	1	2
570	указания на	1	2
571	убедиться в	1	2
572	этот язык	1	2
573	думал о	1	2
574	именно так	1	2
575	за него	1	2
576	из романа	1	2
577	в зависимости	7	2
578	они сами	1	2
579	это прежде	1	2
580	какой степени	1	2
581	в стихи	1	2
582	в движении	2	2
583	но там	1	2
584	и которое	1	2
585	отзыв о	1	2
586	в работах	1	2
587	которого он	1	2
588	с нашей	1	2
589	бы только	1	2
590	в интересах	1	2
591	право и	1	2
592	снова с	1	2
593	как по	1	2
594	он попытался	1	2
595	с одним	1	2
596	вследствие того	1	2
597	долго и	1	2
598	так сказать	4	2
599	между собой	2	2
600	и теми	1	2
601	той или	4	2
602	выражение в	3	2
603	того в	1	2
604	являются и	1	2
605	зрения в	4	2
606	ту же	2	2
607	как материал	1	2
608	с какой	1	2
609	такие стихи	1	2
610	этих трех	1	2
611	но зато	1	2
612	значение он	1	2
613	когда мы	6	2
614	истории и	1	2
615	той россии	1	2
616	но нет	1	2
617	в общих	1	2
618	лучше сказать	1	2
619	и от	7	2
620	чаще всего	3	2
621	слова как	4	2
622	она является	1	2
623	мы видели	5	2
624	россии которая	1	2
625	были бы	4	2
626	с полной	1	2
627	он уже	1	2
628	и этот	2	2
629	за ним	1	2
630	которое с	1	2
631	был очень	1	2
632	не существовало	1	2
633	к одной	1	2
634	его с	1	2
635	и при	2	2
636	здесь слово	1	2
637	художественного творчества	5	2
638	тогда он	1	2
639	связанное с	1	2
640	никак не	1	2
641	мы в	3	2
642	с ума	1	2
643	он почти	1	2
644	да ведь	2	2
645	для них	2	2
646	все его	1	2
647	нам в	3	2
648	от своего	1	2
649	с ней	2	2
650	это чувство	1	2
651	о своей	4	2
652	но вот	3	2
653	допустим что	3	2
654	кем и	1	2
655	в одних	1	2
656	как не	2	2
657	состоит из	1	2
658	мы имели	2	2
659	тему в	1	2
660	из которого	1	2
661	только ее	1	2
662	своей жизни	5	2
663	и среди	1	2
664	к той	3	2
665	перестали быть	1	2
666	тем у	5	2
667	то он	3	2
668	язык и	9	2
669	тех же	1	2
670	не имеют	1	2
671	еще на	1	2
672	да еще	2	2
673	наших глазах	1	2
674	вышел из	1	2
675	зависимости от	7	2
676	в середине	2	2
677	только тогда	2	2
678	и теперь	1	2
679	и лишь	1	2
680	хочет сказать	1	2
681	значение для	1	2
682	цели и	1	2
683	и той	7	2
684	образом не	1	2
685	имеем в	1	2
686	мог бы	1	2
687	ответа на	1	2
688	которым мы	1	2
689	общества в	2	2
690	звучат в	1	2
691	он может	1	2
692	знаком с	1	2
693	по отдельным	1	2
694	у них	3	2
695	только о	1	2
696	тот же	2	2
697	чуть ли	2	2
698	попытался написать	1	2
699	одних и	1	2
700	пришли к	1	2
701	свидетельствует о	1	2
702	и вот	3	2
703	в угоду	1	2
704	что собственно	1	2
705	которых он	1	2
706	этот знак	1	2
707	в литературе	1	2
708	как нечто	2	2
709	бытом и	1	2
710	с их	1	2
711	нет это	1	2
712	этом не	1	2
713	к которым	1	2
714	и тому	3	2
715	и эта	3	2
716	с теми	1	2
717	опять-таки не	1	2
718	долгое время	3	2
719	по своему	3	2
720	на все	1	2
721	первой части	1	2
722	бы мы	3	2
723	и оно	1	2
724	но уже	1	2
725	что тот	1	2
726	другом случае	1	2
727	такие слова	2	2
728	и тех	1	2
729	в таких	1	2
730	каких бы	1	2
731	в поле	1	2
732	в наши	1	2
733	по большей	1	2
734	языка это	1	2
735	так называемой	4	2
736	ни один	2	2
737	и ни	2	2
738	знакомства с	3	2
739	здесь только	1	2
740	с языком	1	2
741	отвращение к	1	2
742	в характере	1	2
743	нужно было	2	2
744	каждый раз	1	2
745	в пределах	2	2
746	историческая и	1	2
747	тем самым	8	2
748	не должно	2	2
749	но вместе	1	2
750	ведь если	3	2
751	борьбе за	1	2
752	смысл его	2	2
753	бы по	1	2
754	в какой-то	2	2
755	те которые	1	2
756	же самое	5	2
757	языка с	1	2
758	язык в	6	2
759	суждения о	1	2
760	нуждается в	3	2
761	в эти	1	2
762	не надо	1	2
763	социальному положению	1	1
764	мы можем	7	1
765	они являются	1	1
766	был и	2	1
767	в хviii	1	1
768	еще раз	1	1
769	можно говорить	1	1
770	нельзя ставить	1	1
771	существует лишь	1	1
772	которые если	1	1
773	слова здесь	2	1
774	это бывало	1	1
775	тему которая	1	1
776	т.е в	1	1
777	бы даже	1	1
778	важно для	1	1
779	всей жизни	1	1
780	с самим	2	1
781	свою мысль	1	1
782	себе какой-то	1	1
783	литература и	1	1
784	более часты	1	1
785	мысли и	1	1
786	действие и	1	1
787	какой форме	1	1
788	этого может	1	1
789	что человек	1	1
790	одному из	1	1
791	свое произведение	1	1
792	беседе с	1	1
793	собой разумеется	2	1
794	диких зверей	2	1
795	с умилением	1	1
796	выражение прежде	2	1
797	с собой	2	1
798	что слово	1	1
799	том какое	1	1
800	как вся	1	1
801	этом творчестве	1	1
802	минуту не	1	1
803	имеет для	1	1
804	ни казалось	1	1
805	для осуществления	1	1
806	каким образом	1	1
807	на свою	1	1
808	явления которое	1	1
809	естественно не	1	1
810	жизни своей	2	1
811	где они	1	1
812	к более	1	1
813	приближается к	3	1
814	голосом и	1	1
815	если он	3	1
816	является выражением	2	1
817	разрыв с	1	1
818	необходимо для	1	1
819	всего с	1	1
820	похож на	1	1
821	в собственном	1	1
822	средство общения	1	1
823	оценок и	2	1
824	кроме самого	1	1
825	наши дни	1	1
826	ему по	1	1
827	определенную точку	1	1
828	к действительности	1	1
829	почти ничем	1	1
830	внимание к	1	1
831	и социального	3	1
832	вполне достаточно	1	1
833	произношения и	1	1
834	и слово	3	1
835	целым рядом	1	1
836	форму но	1	1
837	в форму	1	1
838	их нельзя	1	1
839	художественное произведение	1	1
840	обращение к	1	1
841	и нет	2	1
842	отражается в	1	1
843	в дальнейшем	2	1
844	следующее прежде	1	1
845	действительности в	1	1
846	перестает быть	1	1
847	и того	1	1
848	русской жизни	1	1
849	или только	1	1
850	этой социальной	1	1
851	полемизировать с	1	1
852	при условии	2	1
853	уже до	1	1
854	россию и	1	1
855	нельзя было	1	1
856	в приведенных	2	1
857	этом мы	3	1
858	но даже	2	1
859	все свои	1	1
860	ничто не	1	1
861	их другими	1	1
862	бы из	1	1
863	в каких	1	1
864	являются не	1	1
865	и своим	1	1
866	знаков препинания	1	1
867	теперь к	2	1
868	вопроса об	1	1
869	что вся	2	1
870	одной и	4	1
871	особое место	1	1
872	т.е на	1	1
873	только на	3	1
874	между отдельными	1	1
875	разные и	1	1
876	произведения но	1	1
877	одном примере	1	1
878	приходит к	1	1
879	себе и	2	1
880	свое отражение	1	1
881	и другом	1	1
882	на своего	1	1
883	значения этого	1	1
884	хviii веке	1	1
885	так называемых	1	1
886	жизни он	1	1
887	в вопросе	1	1
888	перед ним	3	1
889	в глаза	1	1
890	оно также	1	1
891	века был	1	1
892	к ним	1	1
893	не становится	3	1
894	у себя	2	1
895	в голове	1	1
896	он так	1	1
897	которое так	1	1
898	наряду с	1	1
899	и оценки	1	1
900	смысле не	1	1
901	языка как	1	1
902	в нашем	5	1
903	как от	1	1
904	собственно только	1	1
905	как результат	1	1
906	с реальными	1	1
907	из трех	2	1
908	которыми мы	1	1
909	каждое из	1	1
910	и темы	1	1
911	к вопросам	1	1
912	когда в	1	1
913	самые основные	1	1
914	статье здесь	1	1
915	в меру	1	1
916	лишь при	1	1
917	являются для	1	1
918	где все	1	1
919	о связи	1	1
920	к языку	1	1
921	себя в	4	1
922	же сколько	1	1
923	быта и	1	1
924	я чувствую	1	1
925	смысле как	1	1
926	жанра в	1	1
927	в подобных	1	1
928	эту историю	1	1
929	ближе к	1	1
930	представить себе	3	1
931	самой темы	1	1
932	неизбежно должна	1	1
933	влияние на	4	1
934	такое сознание	1	1
935	что ведь	1	1
936	не противоречит	1	1
937	что язык	5	1
938	мы как	2	1
939	тот смысл	2	1
940	как нам	1	1
941	еще раньше	1	1
942	указать на	1	1
943	время и	1	1
944	даже к	1	1
945	вполне понятно	1	1
946	в произведении	1	1
947	но еще	1	1
948	в состоянии	1	1
949	несколько иным	1	1
950	то у	1	1
951	то для	1	1
952	в социальной	3	1
953	книги и	1	1
954	допустил бы	1	1
955	и следствий	1	1
956	что несмотря	1	1
957	этот голос	1	1
958	сделать его	2	1
959	одному и	1	1
960	или иную	4	1
961	голову не	2	1
962	с другими	2	1
963	еще следующие	1	1
964	ее язык	1	1
965	и соответствующие	1	1
966	иными словами	2	1
967	сколько бы	1	1
968	внешнего мира	1	1
969	слово на	1	1
970	являются в	1	1
971	в будущем	3	1
972	произведении но	1	1
973	требует и	1	1
974	из приведенных	1	1
975	прежде чем	2	1
976	от этих	1	1
977	всех его	2	1
978	должны будут	1	1
979	и всего	2	1
980	здесь же	1	1
981	так много	1	1
982	между этими	1	1
983	конечно на	1	1
984	личности от	1	1
985	случайным и	1	1
986	между ними	3	1
987	содержанием и	1	1
988	но иногда	1	1
989	себе не	1	1
990	самое и	1	1
991	широкого и	1	1
992	большинстве случаев	1	1
993	помимо уже	1	1
994	они как	1	1
995	и характер	1	1
996	всех их	1	1
997	совсем иначе	1	1
998	языка правда	1	1
999	далее но	2	1
1000	нечто цельное	1	1
1001	ней вполне	1	1
1002	благодаря тому	1	1
1003	в себя	1	1
1004	точек зрения	5	1
1005	анекдот не	1	1
1006	из одного	1	1
1007	жизнь не	1	1
1008	слово как	8	1
1009	содержание своей	1	1
1010	социального поведения	1	1
1011	я был	1	1
1012	но имеет	1	1
1013	речи тем	1	1
1014	здесь как	1	1
1015	точкой зрения	6	1
1016	от их	2	1
1017	материалом для	1	1
1018	увидим ниже	1	1
1019	как они	1	1
1020	в исторической	1	1
1021	ведь в	3	1
1022	но которая	1	1
1023	материалом и	2	1
1024	в обычных	1	1
1025	к словам	1	1
1026	чтобы он	1	1
1027	именно потому	1	1
1028	того поколения	1	1
1029	материале его	1	1
1030	язык который	2	1
1031	чем другом	1	1
1032	более всего	1	1
1033	характеры и	1	1
1034	речи и	6	1
1035	процесса в	1	1
1036	языком и	3	1
1037	вопрос уже	1	1
1038	от которых	2	1
1039	возвращаясь к	1	1
1040	и внутреннюю	1	1
1041	одно и	6	1
1042	что нельзя	1	1
1043	и та	1	1
1044	и является	5	1
1045	теперь должны	1	1
1046	разговорной речи	1	1
1047	его чисто	1	1
1048	гостях у	1	1
1049	обстановка и	1	1
1050	он пользовался	1	1
1051	перед лицом	1	1
1052	образом если	1	1
1053	язык создавался	1	1
1054	что бы	1	1
1055	с нашими	1	1
1056	должны были	2	1
1057	не совпадает	1	1
1058	знак и	2	1
1059	не иначе	1	1
1060	могла бы	1	1
1061	и несколько	2	1
1062	чувствует что	1	1
1063	ответы на	1	1
1064	вторую реплику	1	1
1065	почему же	2	1
1066	самое простое	1	1
1067	ту сторону	1	1
1068	тот или	2	1
1069	он в	1	1
1070	язык не	3	1
1071	однако в	2	1
1072	мы называем	4	1
1073	и никогда	1	1
1074	друг другу	2	1
1075	речь может	1	1
1076	особенностей и	1	1
1077	и речь	2	1
1078	нашей точки	1	1
1079	на отдельные	2	1
1080	шаг к	1	1
1081	и есть	1	1
1082	мы будем	6	1
1083	довольно часто	1	1
1084	не поняли	1	1
1085	сомневаться что	1	1
1086	в силу	1	1
1087	своего героя	2	1
1088	мы теперь	1	1
1089	же мы	5	1
1090	которых нельзя	1	1
1091	оно может	1	1
1092	вызывая у	1	1
1093	общества так	1	1
1094	внимание именно	1	1
1095	можно с	1	1
1096	что другое	2	1
1097	чтобы не	1	1
1098	жизни уже	1	1
1099	понять что	1	1
1100	которая и	2	1
1101	и сами	1	1
1102	вопросом о	1	1
1103	которыми как	1	1
1104	собственном смысле	1	1
1105	ставит глагол	1	1
1106	мир новых	1	1
1107	слов иногда	1	1
1108	которые звучат	1	1
1109	и конечно	2	1
1110	как с	2	1
1111	них в	1	1
1112	мы приходим	1	1
1113	в основном	1	1
1114	и вследствие	2	1
1115	которой не	1	1
1116	которые он	1	1
1117	которых мы	1	1
1118	был бы	2	1
1119	характерным в	1	1
1120	лишь только	1	1
1121	на те	1	1
1122	речь как	1	1
1123	хiх века	1	1
1124	опираться на	1	1
1125	человек с	2	1
1126	содержит в	1	1
1127	чтобы стать	1	1
1128	с ним	2	1
1129	бы говорить	1	1
1130	в наиболее	1	1
1131	в другой	1	1
1132	нашего времени	1	1
1133	времени когда	1	1
1134	характер и	1	1
1135	совсем так	1	1
1136	с каждым	1	1
1137	и делает	1	1
1138	но этого	1	1
1139	будет иметь	2	1
1140	и дает	1	1
1141	слова вот	1	1
1142	и автор	1	1
1143	том и	1	1
1144	на минуту	2	1
1145	только одного	1	1
1146	наших предков	2	1
1147	творчества и	1	1
1148	и самая	1	1
1149	конечно еще	1	1
1150	теперь на	1	1
1151	этого процесса	1	1
1152	все то	2	1
1153	отличаются от	1	1
1154	почти всегда	1	1
1155	начала был	1	1
1156	был связан	1	1
1157	нужен был	1	1
1158	исключительных случаях	1	1
1159	расположение их	1	1
1160	на месте	1	1
1161	и действительно	1	1
1162	говорить в	2	1
1163	что могло	1	1
1164	существует между	1	1
1165	и законченным	2	1
1166	для каждого	2	1
1167	можно даже	1	1
1168	элементы языка	1	1
1169	за свое	1	1
1170	и просто	1	1
1171	форме а	1	1
1172	к какому	1	1
1173	только себя	1	1
1174	уважение к	3	1
1175	стилистических особенностей	1	1
1176	ему и	1	1
1177	сравнению с	1	1
1178	вследствие этого	3	1
1179	от всей	1	1
1180	знает что	1	1
1181	чтобы убедиться	1	1
1182	с громадным	1	1
1183	сейчас же	1	1
1184	внешним выражением	2	1
1185	время является	1	1
1186	другими формами	1	1
1187	в конкретном	1	1
1188	смысл то	2	1
1189	косвенных падежах	1	1
1190	к данной	4	1
1191	но оно	1	1
1192	обмен репликами	1	1
1193	при всем	2	1
1194	конечно все	1	1
1195	нет ничего	2	1
1196	речь в	1	1
1197	ни к	2	1
1198	его и	3	1
1199	наконец и	1	1
1200	можно сделать	1	1
1201	и ясно	1	1
1202	должно быть	2	1
1203	истории не	1	1
1204	гораздо большей	1	1
1205	характер его	1	1
1206	сливается с	1	1
1207	и частично	1	1
1208	истории человечества	1	1
1209	совершенно иной	1	1
1210	в историю	1	1
1211	и стилистической	1	1
1212	со всех	2	1
1213	ли он	2	1
1214	в царской	1	1
1215	зрения как	3	1
1216	в иной	1	1
1217	примере как	1	1
1218	в теме	2	1
1219	слово которое	1	1
1220	это только	1	1
1221	вопросе о	1	1
1222	на два	2	1
1223	речи не	2	1
1224	каждом слове	2	1
1225	он просто	1	1
1226	не отражает	1	1
1227	рассчитано на	1	1
1228	тот жанр	1	1
1229	в те	1	1
1230	и больше	2	1
1231	психологически и	1	1
1232	только один	1	1
1233	то все	1	1
1234	смысл который	1	1
1235	к одному	1	1
1236	о своем	3	1
1237	и различные	1	1
1238	ее с	2	1
1239	этой жизни	1	1
1240	искать ответа	1	1
1241	теперь не	1	1
1242	знак в	1	1
1243	при анализе	1	1
1244	еще один	1	1
1245	каждый из	2	1
1246	нуждаются в	2	1
1247	в обществе	4	1
1248	но оба	1	1
1249	и настроений	1	1
1250	языку в	1	1
1251	переход от	1	1
1252	это позволяет	1	1
1253	самый жанр	1	1
1254	на две	1	1
1255	если мы	4	1
1256	речи в	1	1
1257	значение имеет	1	1
1258	слов в	4	1
1259	характерен для	1	1
1260	автор может	1	1
1261	что выражение	1	1
1262	котором мы	1	1
1263	всего к	1	1
1264	и проч	1	1
1265	совсем другое	1	1
1266	в газетах	1	1
1267	имеет и	1	1
1268	где бы	1	1
1269	выбор того	1	1
1270	именно этот	1	1
1271	нужно понять	1	1
1272	друг друга	2	1
1273	и после	1	1
1274	не из	2	1
1275	же он	1	1
1276	показать как	1	1
1277	в самой	1	1
1278	отметить и	1	1
1279	собственно говоря	1	1
1280	они были	1	1
1281	человека но	1	1
1282	высшей степени	1	1
1283	которому он	1	1
1284	доступ в	1	1
1285	и каким	1	1
1286	же языком	2	1
1287	и условия	1	1
1288	вместе со	1	1
1289	д о	1	1
1290	к самим	1	1
1291	в более	1	1
1292	на языке	1	1
1293	в исключительных	1	1
1294	превратилось в	1	1
1295	ему в	1	1
1296	язык которым	1	1
1297	ничем не	2	1
1298	жизнь человека	1	1
1299	с м	1	1
1300	ни изучали	1	1
1301	время своего	1	1
