N	2gram	Tiupa_Disk	slovoVRo
344	в виде	1	4
345	языка это	1	4
346	в которой	2	4
347	здесь как	1	4
348	это слово	1	4
349	и как	9	4
350	же как	1	4
351	так в	1	4
352	в условиях	1	4
353	в себя	7	4
354	из одного	1	4
355	сих пор	1	4
356	но как	2	4
357	характер и	3	4
358	разрыв между	1	4
359	своего исторического	1	4
360	как предмет	1	4
361	с языком	1	4
362	в частности	18	4
363	одно и	2	4
364	не были	1	4
365	говорящего и	3	4
366	при всем	1	4
367	и о	4	4
368	в понимании	1	4
369	речи и	2	4
370	образом в	1	4
371	не всегда	2	4
372	языка с	2	4
373	из этого	1	4
374	и ее	5	4
375	мы видели	1	4
376	почву для	1	3
377	однако и	2	3
378	и другие	1	3
379	автором и	1	3
380	и поэтическое	1	3
381	эти жанры	2	3
382	речи но	1	3
383	слову в	1	3
384	его с	2	3
385	говорит и	2	3
386	в разных	1	3
387	эвристическое значение	1	3
388	не требует	3	3
389	не приходится	2	3
390	не исчерпывается	1	3
391	в форме	2	3
392	и то	4	3
393	интерес к	2	3
394	нас в	2	3
395	речи как	2	3
396	в связи	1	3
397	и создает	1	3
398	и они	1	3
399	автор и	3	3
400	в первом	4	3
401	необходимо отметить	1	3
402	с таким	1	3
403	тем что	4	3
404	в составе	5	3
405	или на	3	3
406	рассказчика и	3	3
407	отношением к	1	3
408	в собственном	1	3
409	в одно	2	3
410	жизни в	4	3
411	человеке и	1	3
412	пределах одной	1	3
413	мир и	1	3
414	этот процесс	1	3
415	от этого	1	3
416	и нет	1	3
417	действительности в	1	3
418	различные эпохи	1	3
419	отличается от	3	3
420	было бы	1	3
421	высказывания и	3	3
422	как это	2	3
423	не должно	2	3
424	в зоне	1	3
425	сознания в	2	3
426	не могло	2	3
427	или иных	1	3
428	в этой	5	3
429	и различные	1	3
430	целый ряд	2	3
431	только своим	1	3
432	и до	2	3
433	на границе	1	3
434	и те	1	3
435	отметить что	1	3
436	композиционная форма	1	3
437	и вообще	2	3
438	глубокое и	1	3
439	авторского слова	1	3
440	романа как	1	3
441	такая же	1	3
442	его контекста	1	3
443	на него	2	3
444	входят в	1	3
445	взаимодействия с	1	3
446	этого слова	1	3
447	до известной	2	3
448	внутренней речи	5	3
449	и две	1	3
450	движения и	1	3
451	они были	2	3
452	еще на	1	3
453	которого он	1	3
454	в чужой	2	3
455	в свое	3	3
456	выходит за	1	3
457	произведения как	2	3
458	должно быть	2	3
459	время и	2	3
460	на том	2	3
461	такого рода	11	3
462	не предполагает	4	3
463	не знаем	1	3
464	различия между	3	3
465	его от	1	3
466	именно здесь	1	3
467	евгении онегине	1	3
468	дело в	3	3
469	в евгении	1	3
470	и без	2	3
471	лишь на	1	3
472	слово здесь	1	3
473	не есть	3	3
474	а иногда	1	3
475	на все	1	3
476	того и	2	3
477	между собой	2	3
478	в новом	2	3
479	здесь они	1	3
480	это было	2	3
481	но уже	3	3
482	и это	3	3
483	не все	1	3
484	не был	1	3
485	другом случае	1	3
486	как слово	1	3
487	основе его	1	3
488	тем чем	1	3
489	личности и	1	3
490	может и	4	3
491	в такой	1	3
492	потому что	7	3
493	и тем	2	3
494	во второй	1	3
495	из этих	3	3
496	как таковые	1	3
497	на нем	1	3
498	но она	3	3
499	и вне	2	3
500	оно лишь	1	3
501	в иных	1	3
502	подход к	4	3
503	к этому	4	3
504	данном случае	6	3
505	такой же	1	3
506	включает в	1	3
507	и стилистически	1	3
508	тех или	1	3
509	рассказ в	2	3
510	или иного	2	3
511	романной прозе	1	3
512	себе как	1	3
513	того или	3	3
514	жанр который	1	2
515	существенную роль	4	2
516	науки о	1	2
517	жанрах в	2	2
518	к такому	2	2
519	утверждать что	1	2
520	человеческой личности	1	2
521	оно стремится	1	2
522	можно говорить	2	2
523	за ним	1	2
524	мы и	1	2
525	жанров как	1	2
526	как с	1	2
527	романа почти	1	2
528	которая в	3	2
529	те моменты	1	2
530	и вся	1	2
531	синтаксиса и	1	2
532	вместе со	1	2
533	диалогические отношения	2	2
534	жанры в	2	2
535	и романа	2	2
536	привело к	4	2
537	тем как	1	2
538	иное значение	1	2
539	нашего времени	2	2
540	общему мнению	2	2
541	которое может	2	2
542	одному из	1	2
543	свое произведение	1	2
544	требует от	2	2
545	для них	1	2
546	в едином	2	2
547	том и	1	2
548	каждом шагу	1	2
549	в плоскости	1	2
550	между автором	1	2
551	или во	1	2
552	особого рода	3	2
553	высказывания в	7	2
554	все то	1	2
555	и одновременно	3	2
556	ни о	2	2
557	с ней	3	2
558	не обязательно	4	2
559	произведения в	1	2
560	заключается в	3	2
561	но по	1	2
562	в жизни	2	2
563	без учета	1	2
564	как о	1	2
565	а именно	1	2
566	романом и	3	2
567	приводит к	4	2
568	и герой	3	2
569	можно утверждать	1	2
570	человеческой речи	1	2
571	да и	2	2
572	построения образа	1	2
573	не нужно	2	2
574	жанров и	2	2
575	при всех	1	2
576	в известном	1	2
577	на каждом	1	2
578	различные формы	2	2
579	по своему	3	2
580	на материале	1	2
581	но их	1	2
582	это и	2	2
583	ни к	11	2
584	и глубоко	1	2
585	героя или	1	2
586	то что	10	2
587	в котором	7	2
588	имеет два	1	2
589	на языке	3	2
590	и главное	1	2
591	в пределе	2	2
592	он был	1	2
593	во все	1	2
594	то и	1	2
595	о которых	1	2
596	изображения и	1	2
597	из его	1	2
598	речи не	1	2
599	и композиционно	2	2
600	и т.п	18	2
601	жанровые разновидности	1	2
602	когда она	1	2
603	мы все	2	2
604	но они	3	2
605	случае не	1	2
606	в сочетании	1	2
607	чем не	3	2
608	в новых	1	2
609	цели и	1	2
610	самого начала	2	2
611	точке зрения	2	2
612	автора с	1	2
613	он весь	1	2
614	сохраняет свое	1	2
615	несмотря на	1	2
616	автора в	2	2
617	в прошлом	1	2
618	с авторской	1	2
619	принадлежащих к	2	2
620	к ним	3	2
621	и речевой	1	2
622	и быта	1	2
623	человеком и	1	2
624	нет и	1	2
625	пародия на	1	2
626	своем собственном	1	2
627	и оценки	1	2
628	исторического существования	1	2
629	в образе	1	2
630	в нашем	2	2
631	данных жанров	1	2
632	параллельно с	1	2
633	как от	1	2
634	для всего	1	2
635	этих форм	1	2
636	момент в	3	2
637	речь о	1	2
638	как композиционная	1	2
639	к авторскому	1	2
640	проникновение в	1	2
641	случае перед	1	2
642	однако этот	1	2
643	есть к	1	2
644	у них	1	2
645	не просто	1	2
646	контакта с	1	2
647	чем это	1	2
648	в ее	4	2
649	на них	1	2
650	своего развития	1	2
651	жизни но	2	2
652	известном смысле	1	2
653	ближе к	2	2
654	поэтому они	1	2
655	не знают	2	2
656	одного из	5	2
657	к различным	2	2
658	с человеком	3	2
659	себе самому	1	2
660	но прежде	1	2
661	на язык	1	2
662	указать на	3	2
663	сливаются с	1	2
664	слова эта	1	2
665	миров и	2	2
666	к себе	2	2
667	основных и	1	2
668	оценки и	1	2
669	от жанра	1	2
670	на роль	2	2
671	и экспрессивной	1	2
672	тем не	1	2
673	как у	1	2
674	и за	1	2
675	есть в	3	2
676	из своих	1	2
677	на самом	1	2
678	одному и	1	2
679	х годов	2	2
680	слова а	1	2
681	и есть	2	2
682	в таких	1	2
683	на разных	1	2
684	живет и	1	2
685	этого не	1	2
686	некоторого индивидуального	1	2
687	чужого высказывания	1	2
688	наших дней	2	2
689	из важнейших	2	2
690	и всякое	2	2
691	что она	1	2
692	речах персонажей	1	2
693	что не	4	2
694	при изучении	1	2
695	где нет	1	2
696	высказывания как	1	2
697	контексте и	1	2
698	в равной	3	2
699	не остается	1	2
700	свои специфические	1	2
701	в какой	2	2
702	между ними	1	2
703	то в	1	2
704	и само	2	2
705	лежит на	2	2
706	себя как	1	2
707	в области	3	2
708	этих жанров	1	2
709	при таком	1	2
710	зоне контакта	1	2
711	а его	1	2
712	не столь	2	2
713	и со	1	2
714	есть все	1	2
715	остановимся на	1	2
716	становится объектом	1	2
717	и оно	1	2
718	на возможность	1	2
719	войти в	1	2
720	в сторону	4	2
721	были созданы	1	2
722	об этом	3	2
723	что как	1	2
724	за его	2	2
725	два языка	1	2
726	что они	1	2
727	или рассказчика	1	2
728	ему не	1	2
729	однако не	1	2
730	к одному	2	2
731	у пушкина	1	2
732	высказывания не	2	2
733	мы можем	1	2
734	и эти	1	2
735	а с	8	2
736	всякое конкретное	1	2
737	если оно	1	2
738	уже сказано	1	2
739	возникает из	1	2
740	вообще в	1	2
741	с самого	2	2
742	в своих	6	2
743	они же	1	2
744	до нас	2	2
745	это как	1	2
746	ответное понимание	1	2
747	в самых	1	2
748	и ни	1	2
749	как уже	5	2
750	она во	1	2
751	так что	1	2
752	действующих лиц	1	2
753	здесь это	2	2
754	слова но	1	2
755	и существенно	1	2
756	своего времени	2	2
757	и что	2	2
758	в xvii	1	2
759	нового времени	2	2
760	слово живет	1	2
761	в начале	2	2
762	и письменных	1	2
763	косвенной речи	1	2
764	в историческом	2	2
765	по своей	15	2
766	существенные моменты	1	2
767	к которой	1	2
768	как известно	1	2
769	образ человека	2	2
770	могло быть	1	2
771	только о	2	2
772	к лирике	2	2
773	определенными и	1	2
774	тот или	2	2
775	риторические жанры	1	2
776	и формируется	1	2
777	бы его	1	2
778	не входят	1	2
779	звучит в	1	2
780	ответственность за	1	2
781	как высказывания	1	2
782	сам в	1	2
783	человека как	1	2
784	имеет громадное	1	2
785	место в	2	2
786	столь же	6	2
787	и определяется	1	2
788	же в	1	2
789	бы быть	3	2
790	на то	1	2
791	мира в	6	2
792	и только	1	2
793	влияние и	1	2
794	каждый момент	1	2
795	независимо от	1	2
796	чаще всего	1	2
797	жанра но	3	2
798	и иные	2	2
799	однако на	2	2
800	не к	3	2
801	персонажей и	2	2
802	ведет к	6	1
803	на границах	1	1
804	а потому	1	1
805	во втором	5	1
806	они неразрывно	1	1
807	из возможных	1	1
808	жизнь глазами	1	1
809	всего в	2	1
810	из сторон	1	1
811	мир как	1	1
812	таковы например	2	1
813	в формировании	1	1
814	как таковой	1	1
815	и должны	1	1
816	в конце	1	1
817	жанра и	2	1
818	и зла	1	1
819	жанра как	1	1
820	протекающей в	1	1
821	в литературу	3	1
822	текст в	1	1
823	если в	2	1
824	рассказ о	3	1
825	исходя из	3	1
826	его из	1	1
827	творчества в	1	1
828	совершенно иными	1	1
829	через посредство	1	1
830	в специальном	3	1
831	и вследствие	2	1
832	оно стоит	1	1
833	совпадают с	2	1
834	он как	1	1
835	и имеет	1	1
836	для себя	6	1
837	есть без	1	1
838	и должно	2	1
839	но такая	1	1
840	такое описание	1	1
841	образа и	1	1
842	с миром	2	1
843	групп и	1	1
844	но язык	1	1
845	помимо воли	1	1
846	свои особые	1	1
847	солидарность с	2	1
848	прозы и	1	1
849	становление и	1	1
850	которые лежат	1	1
851	категорий в	1	1
852	или нет	1	1
853	о чем	4	1
854	никак не	1	1
855	свое высказывание	1	1
856	мысли и	2	1
857	стать объектом	1	1
858	ее жанров	1	1
859	говорит о	1	1
860	из которых	1	1
861	истории в	2	1
862	событиях и	1	1
863	общения с	4	1
864	с каждым	1	1
865	одно из	4	1
866	как действительного	1	1
867	то с	2	1
868	самого по	1	1
869	этом направлении	1	1
870	сводится к	7	1
871	непосредственное отношение	1	1
872	целом ряде	1	1
873	непосредственно возникает	1	1
874	однако при	2	1
875	эпохи может	1	1
876	всей ее	1	1
877	отношения с	1	1
878	от их	1	1
879	на смену	3	1
880	и он	2	1
881	рассеянной чужой	1	1
882	а напротив	1	1
883	сами по	2	1
884	текста и	2	1
885	но только	1	1
886	он имеет	1	1
887	и еще	1	1
888	письменной речи	1	1
889	до этого	1	1
890	оказывается в	2	1
891	необходимые предпосылки	1	1
892	между которыми	2	1
893	целого но	1	1
894	о мире	2	1
895	по их	1	1
896	равно как	1	1
897	все дело	1	1
898	кто говорит	1	1
899	слово со	1	1
900	мы называем	1	1
901	и соотношений	1	1
902	людей в	1	1
903	в некотором	1	1
904	содержание и	1	1
905	которое по	1	1
906	свое наиболее	1	1
907	и полное	1	1
908	жанровых разновидностей	1	1
909	жанровых формах	1	1
910	из литературы	1	1
911	героя однако	1	1
912	обращается к	1	1
913	устная речь	1	1
914	предмета речи	2	1
915	их специфической	1	1
916	и действительно	1	1
917	конечном счете	2	1
918	в игру	1	1
919	исходить из	1	1
920	принадлежат к	3	1
921	и передачу	1	1
922	других культур	1	1
923	может получить	1	1
924	также не	1	1
925	в одних	1	1
926	предложение а	1	1
927	в в	1	1
928	профессиональной и	1	1
929	произведение в	2	1
930	понимания и	1	1
931	где герой	3	1
932	в которых	5	1
933	и оценен	1	1
934	отнесены к	1	1
935	современной действительности	1	1
936	в лирике	7	1
937	историческая жизнь	1	1
938	лирике но	1	1
939	это требует	1	1
940	бы не	1	1
941	героев в	1	1
942	значение не	1	1
943	который не	2	1
944	о котором	2	1
945	концу прошлого	1	1
946	от того	1	1
947	именно поэтому	1	1
948	там и	1	1
949	от актуальной	1	1
950	вследствие этого	4	1
951	с большей	1	1
952	со стороны	17	1
953	к своим	3	1
954	в это	1	1
955	речь идет	2	1
956	не носят	1	1
957	была понята	1	1
958	всей своей	2	1
959	установку на	2	1
960	в гуманитарных	1	1
961	к другому	3	1
962	нем нет	1	1
963	по крайней	3	1
964	обращение к	2	1
965	на одном	1	1
966	к той	4	1
967	во-первых в	1	1
968	действительности а	1	1
969	с традицией	1	1
970	своему герою	1	1
971	свое время	3	1
972	их внутренней	1	1
973	было у	1	1
974	словесной культуры	2	1
975	форме то	1	1
976	прямого авторского	1	1
977	каждый из	2	1
978	форм в	1	1
979	именно такой	1	1
980	одного и	5	1
981	обладает способностью	1	1
982	и романного	1	1
983	при наличии	1	1
984	в бытовом	1	1
985	в прозе	2	1
986	замкнутой и	1	1
987	не существует	1	1
988	и было	3	1
989	до больших	1	1
990	стоят на	1	1
991	к художественной	2	1
992	в действительности	3	1
993	как говорящий	1	1
994	среди всех	1	1
995	его разновидностях	1	1
996	совершенно иной	1	1
997	не имеют	2	1
998	раз и	1	1
999	к чистой	1	1
1000	говорить не	1	1
1001	несобственно-прямая речь	1	1
1002	этой традиции	1	1
1003	жанров для	1	1
1004	может избежать	1	1
1005	авторской индивидуальности	1	1
1006	до настоящего	1	1
1007	задний план	1	1
1008	начиная от	1	1
1009	представления о	2	1
1010	мы ничего	1	1
1011	говорящего на	1	1
1012	в нескольких	1	1
1013	гуманитарных науках	1	1
1014	на друга	1	1
1015	не находя	1	1
1016	фамильярного контакта	1	1
1017	двумя пределами	1	1
1018	жанрам в	1	1
1019	до его	1	1
1020	его собственной	1	1
1021	этом жанре	2	1
1022	себя знать	1	1
1023	с другим	1	1
1024	внутренней самостоятельности	1	1
1025	установка не	1	1
1026	это система	1	1
1027	а через	1	1
1028	в этот	1	1
1029	в эстетической	1	1
1030	характер в	1	1
1031	определяющую его	2	1
1032	в середине	1	1
1033	прямой речи	1	1
1034	исключает возможность	1	1
1035	к прямому	1	1
1036	между двумя	1	1
1037	себя не	1	1
1038	то все	1	1
1039	чего не	3	1
1040	героя а	1	1
1041	занимает в	1	1
1042	письма и	1	1
1043	приводит в	1	1
1044	но внутренняя	1	1
1045	может служить	2	1
1046	жанра которая	1	1
1047	легенды и	3	1
1048	о своем	1	1
1049	для данного	3	1
1050	смысл в	2	1
1051	ближе всего	1	1
1052	героев с	1	1
1053	развития и	1	1
1054	числе и	3	1
1055	жанров не	2	1
1056	тому или	1	1
1057	превращается в	1	1
1058	времени и	5	1
1059	двух точек	1	1
1060	для своей	1	1
1061	сохраняя в	1	1
1062	а только	1	1
1063	друга и	1	1
1064	риторическими жанрами	1	1
1065	здесь по	1	1
1066	свою жизненную	1	1
1067	изнутри в	1	1
1068	литературы в	2	1
1069	особенности у	1	1
1070	прозаических жанров	1	1
1071	направлен на	2	1
1072	за тридевять	1	1
1073	в чистом	1	1
1074	художественного произведения	1	1
1075	будучи в	1	1
1076	друг на	1	1
1077	которому мы	1	1
1078	как свой	1	1
1079	не встречается	1	1
1080	как на	1	1
1081	и диалогические	1	1
1082	и разговорного	1	1
1083	вернуться к	1	1
1084	анализа в	1	1
1085	индивидуальный характер	2	1
1086	сын и	1	1
1087	с диалогической	2	1
1088	начиная с	1	1
1089	как правило	5	1
1090	становящегося человека	1	1
1091	места для	1	1
1092	самого героя	1	1
1093	форм повествования	1	1
1094	диалогический момент	1	1
1095	самого говорящего	2	1
1096	и героями	1	1
1097	быть в	1	1
1098	в филологии	1	1
1099	которые будучи	1	1
1100	речевого целого	1	1
1101	частности в	2	1
1102	эпических жанрах	1	1
1103	которого должны	1	1
1104	своем живом	1	1
1105	есть по	1	1
1106	так категория	1	1
1107	имеют не	1	1
1108	то она	2	1
1109	на этот	1	1
1110	все многообразие	1	1
1111	характерное для	1	1
1112	а со	1	1
1113	на высказывание	1	1
1114	и бытовая	1	1
1115	может восприниматься	2	1
1116	чтобы стать	1	1
1117	не стоит	1	1
1118	но если	1	1
1119	столько в	1	1
1120	в особой	1	1
1121	он сам	2	1
1122	и именно	1	1
1123	в романной	1	1
1124	от них	1	1
1125	в противном	1	1
1126	что даже	2	1
1127	русском языке	1	1
1128	являются уже	1	1
1129	новеллы и	1	1
1130	романист может	1	1
1131	событием и	2	1
1132	размежевания и	1	1
1133	эпохи то	1	1
1134	предстает как	2	1
1135	ощущение и	1	1
1136	предания и	1	1
1137	крайней мере	3	1
1138	и служит	1	1
1139	но сама	1	1
1140	и выражения	1	1
1141	мог бы	1	1
1142	и слушатели	1	1
1143	эту форму	1	1
1144	не имеющих	1	1
1145	ориентация на	1	1
1146	того о	1	1
1147	условного и	1	1
1148	это новое	1	1
1149	или иным	1	1
1150	разные эпохи	1	1
1151	необходимый фон	1	1
1152	строится на	1	1
1153	зрения наличных	1	1
1154	к общему	1	1
1155	оно определяется	1	1
1156	стоит на	1	1
1157	не зная	1	1
1158	показывает как	1	1
1159	но на	1	1
1160	том чтобы	2	1
1161	том числе	3	1
1162	и столь	1	1
1163	нами не	1	1
1164	ведь для	1	1
1165	касается самого	1	1
1166	это такая	1	1
1167	ничем не	1	1
1168	в такого	2	1
1169	почвой для	1	1
1170	мир в	1	1
1171	является результатом	1	1
1172	диалогического отношения	1	1
1173	для восприятия	1	1
1174	различие между	3	1
1175	одних случаях	1	1
1176	только по	1	1
1177	первых двух	1	1
1178	котором и	1	1
1179	сознания с	2	1
1180	высказывания с	2	1
1181	слова является	1	1
1182	всего как	1	1
1183	тридевять земель	1	1
1184	и кончая	1	1
1185	зависит от	2	1
1186	формой которой	1	1
1187	рассказываемых событий	1	1
1188	в первый	1	1
1189	поэтому в	2	1
1190	собой в	1	1
1191	решающее значение	1	1
1192	сколько в	1	1
1193	два полюса	1	1
1194	данного высказывания	2	1
1195	в состоянии	1	1
1196	в окружающем	1	1
1197	биография и	1	1
1198	мы имеем	4	1
1199	в исторических	1	1
1200	идет о	2	1
1201	не стремится	1	1
1202	говорения и	1	1
1203	брань и	1	1
1204	целого которое	1	1
1205	быть отнесены	1	1
1206	входит как	1	1
1207	проявляется в	2	1
1208	от современной	2	1
1209	замкнутое и	1	1
1210	бы на	1	1
1211	и требования	1	1
1212	в определенном	1	1
1213	добра и	1	1
1214	говорящий здесь	1	1
1215	только его	1	1
1216	часто еще	1	1
1217	себя самого	2	1
1218	не соответствует	1	1
1219	что так	1	1
1220	в формах	2	1
1221	лежали в	1	1
1222	основе этих	1	1
1223	от времени	1	1
1224	xix веке	1	1
1225	аналогии с	2	1
1226	чем у	2	1
1227	и строго	2	1
1228	сознания это	1	1
1229	а предмет	1	1
1230	для своего	3	1
1231	эти две	1	1
1232	или иную	1	1
1233	понимания этого	1	1
1234	всех других	1	1
1235	в новелле	1	1
1236	ни чисто	2	1
1237	не от	2	1
1238	возможно только	2	1
1239	не связано	1	1
1240	можно рассматривать	1	1
1241	создания образов	1	1
1242	возможность иного	3	1
1243	в конечном	2	1
1244	но с	1	1
1245	а к	3	1
1246	и притом	1	1
1247	эстетический объект	1	1
1248	правильного понимания	1	1
1249	в практике	1	1
1250	и лингвистикой	1	1
1251	века и	1	1
1252	в разные	2	1
1253	жанров с	1	1
1254	иногда и	1	1
1255	не о	2	1
1256	что к	1	1
1257	начала в	1	1
1258	как таковая	1	1
1259	что его	1	1
1260	к миру	1	1
1261	и социальные	1	1
1262	к жанровой	1	1
1263	их влияния	1	1
1264	с богатой	1	1
1265	его границами	1	1
1266	с теми	1	1
1267	жанрах а	1	1
1268	здесь возможны	1	1
1269	из уст	2	1
1270	развития как	1	1
1271	он говорит	1	1
1272	в эстетический	1	1
1273	в обычном	1	1
1274	этого высказывания	1	1
1275	рассказ от	1	1
1276	его понимании	2	1
1277	чтобы быть	1	1
1278	xvii веке	1	1
1279	научном мышлении	1	1
1280	свою специфическую	1	1
1281	не бывает	1	1
1282	впрочем не	1	1
1283	религиозные и	1	1
