N	2gram	Medvedev_F	Literetu
263	к этому	3	4
264	не мог	1	4
265	бы то	4	4
266	мышления и	2	4
267	хотя и	3	4
268	этой книге	1	4
269	все время	7	4
270	что его	1	4
271	доверие к	1	4
272	очевидно что	2	4
273	в сторону	4	4
274	искусство не	1	4
275	на этом	2	4
276	ту же	1	4
277	то ни	5	4
278	и что	2	4
279	за пределы	2	4
280	общего с	2	4
281	к своему	1	4
282	могут быть	7	4
283	и есть	1	4
284	можно сказать	2	4
285	из этого	2	4
286	жизни а	2	4
287	художественного сознания	1	4
288	сводится к	6	4
289	в единстве	8	4
290	со всеми	3	4
291	и все	9	4
292	в пределах	13	4
293	отношения к	6	4
294	художественной культуре	1	4
295	приводит к	4	4
296	бы не	1	4
297	аналогии с	4	4
298	все они	1	4
299	ни к	1	4
300	совершенно не	5	4
301	то он	1	4
302	не является	3	4
303	тех же	2	4
304	в свою	8	4
305	но лишь	1	4
306	со всей	3	4
307	каждый из	3	4
308	художественное произведение	8	4
309	одной из	2	4
310	жизнь как	3	4
311	но это	4	4
312	таким образом	28	4
313	жизни не	2	4
314	в формах	4	4
315	как к	5	4
316	и вот	2	4
317	художественного целого	2	4
318	для нас	1	4
319	в г	1	4
320	он один	1	4
321	и прежде	3	4
322	на его	2	4
323	в каждой	1	4
324	вовсе не	18	4
325	на другого	1	4
326	но при	1	4
327	во второй	3	4
328	такой же	2	4
329	на то	2	4
330	искусство как	2	4
331	какого бы	1	3
332	в душе	2	3
333	мы и	1	3
334	при которой	1	3
335	же и	2	3
336	в этих	3	3
337	по себе	10	3
338	с действительностью	1	3
339	в первом	8	3
340	от всего	1	3
341	нет в	2	3
342	мира и	1	3
343	со своей	1	3
344	вопрос о	3	3
345	он был	1	3
346	особое место	2	3
347	превращается в	2	3
348	так же	5	3
349	себе в	2	3
350	свою очередь	6	3
351	художественная деятельность	1	3
352	и еще	1	3
353	не становится	1	3
354	живой жизни	1	3
355	и культуры	1	3
356	установка на	3	3
357	следующим образом	1	3
358	а так	1	3
359	который в	1	3
360	с ним	3	3
361	крайней мере	1	3
362	говорить о	4	3
363	она и	1	3
364	искусства то	1	3
365	сознания с	1	3
366	именно так	1	3
367	творчества как	1	3
368	знаковом материале	1	3
369	что такое	2	3
370	как от	2	3
371	а с	1	3
372	как таковое	3	3
373	не есть	4	3
374	во главе	1	3
375	в чем	2	3
376	а для	1	3
377	той или	1	3
378	всех своих	2	3
379	но как	2	3
380	сознания а	1	3
381	не сводится	2	3
382	решающее значение	1	3
383	текста и	1	3
384	же как	3	3
385	и является	3	3
386	но только	1	3
387	же это	2	3
388	не раз	1	3
389	т п	11	3
390	он в	3	3
391	произведения в	9	3
392	что для	3	3
393	в первой	2	3
394	и от	9	3
395	те кто	1	3
396	там где	3	3
397	в особенности	7	3
398	не так	4	3
399	если в	3	3
400	должна быть	11	3
401	был бы	2	3
402	это уже	1	3
403	из которых	1	3
404	мы в	2	3
405	в отношении	3	3
406	целом ряде	2	3
407	на читателя	1	3
408	и вполне	1	3
409	себе не	1	3
410	не на	3	3
411	можно было	1	3
412	если не	1	3
413	в годы	4	3
414	если бы	8	3
415	с ней	1	3
416	так называемый	1	3
417	из тех	1	3
418	произведение в	3	3
419	и т	22	3
420	они не	7	3
421	не имеет	2	3
422	да и	1	3
423	в итоге	1	3
424	которая не	1	3
425	ничего общего	2	3
426	по крайней	1	3
427	речь в	1	3
428	бы и	1	3
429	и состоит	1	3
430	творческий акт	1	3
431	такую же	1	3
432	того чтобы	4	3
433	из его	2	3
434	и тогда	1	3
435	тех пор	1	3
436	и уже	1	3
437	не могло	6	3
438	отношении к	2	3
439	и до	8	3
440	в истории	10	3
441	и а	1	3
442	что же	6	3
443	в этот	2	3
444	под знаком	1	3
445	в сознании	1	3
446	здесь не	5	3
447	столько в	1	3
448	к предмету	4	3
449	всяком случае	6	3
450	литературе в	2	3
451	не будучи	1	3
452	ничего не	5	3
453	на языке	2	3
454	исторической жизни	2	3
455	сколько в	1	3
456	о нем	1	3
457	ее в	3	3
458	на самом	8	3
459	сознания и	1	3
460	с их	2	3
461	все равно	1	3
462	а на	2	3
463	этого не	1	3
464	без остатка	1	3
465	на нее	2	3
466	дело в	1	3
467	искусства как	2	3
468	в действительности	3	3
469	в какой	3	3
470	от футуризма	1	3
471	этой цели	1	3
472	и вовсе	1	3
473	все эти	12	3
474	в ссср	1	3
475	за его	1	3
476	и потому	9	3
477	а к	2	3
478	искусства есть	1	3
479	на один	3	3
480	также и	1	3
481	одну из	1	3
482	не по	4	3
483	бытия в	3	3
484	когда он	3	3
485	стороны и	4	3
486	только то	1	3
487	и иных	2	3
488	числе и	1	3
489	отношение к	4	3
490	и о	3	3
491	художественного произведения	27	3
492	искусства в	4	3
493	за счет	4	3
494	есть не	1	3
495	в той	3	2
496	во всем	3	2
497	от него	2	2
498	и возможностей	1	2
499	его участников	1	2
500	можно и	2	2
501	искусства это	1	2
502	тем как	1	2
503	по праву	1	2
504	время не	2	2
505	потому не	1	2
506	самоценность и	1	2
507	в результате	8	2
508	до последнего	2	2
509	литературы к	1	2
510	чтобы в	1	2
511	для понимания	1	2
512	в борьбе	1	2
513	черты в	1	2
514	прошлого не	1	2
515	этой воли	1	2
516	историю литературы	3	2
517	сознанием и	1	2
518	начинается с	1	2
519	вещей в	2	2
520	со специфической	1	2
521	на эту	1	2
522	роль в	2	2
523	поскольку он	1	2
524	в это	1	2
525	свою собственную	1	2
526	в самый	2	2
527	так например	3	2
528	отношением к	2	2
529	искусство и	1	2
530	на первый	1	2
531	самого художественного	2	2
532	действительности в	3	2
533	творчества в	1	2
534	книге о	1	2
535	в котором	2	2
536	по тем	1	2
537	раз и	6	2
538	языка в	8	2
539	это последнее	3	2
540	даже и	5	2
541	только как	3	2
542	но даже	2	2
543	это работа	1	2
544	с другим	1	2
545	к своей	1	2
546	слов но	1	2
547	между двумя	3	2
548	не об	1	2
549	здесь это	1	2
550	значительной степени	3	2
551	уже и	1	2
552	еще более	6	2
553	о литературе	9	2
554	второй половины	1	2
555	об отсутствии	1	2
556	утверждал что	1	2
557	самом начале	1	2
558	сказать что	3	2
559	друг для	1	2
560	для всей	1	2
561	в контексте	2	2
562	а сам	2	2
563	могло бы	2	2
564	путь от	1	2
565	еще одна	2	2
566	тем более	1	2
567	от литературы	2	2
568	по поводу	1	2
569	для этой	2	2
570	и искусство	1	2
571	о ней	1	2
572	гораздо более	1	2
573	к нему	3	2
574	на художественную	2	2
575	лишь тогда	1	2
576	только не	2	2
577	не зная	1	2
578	за свой	2	2
579	что у	1	2
580	как нам	1	2
581	и всегда	1	2
582	его основная	1	2
583	в недрах	1	2
584	по мнению	1	2
585	и сама	1	2
586	целом но	1	2
587	но напротив	2	2
588	с другими	11	2
589	не обладает	1	2
590	не от	3	2
591	языка он	1	2
592	и притом	2	2
593	но он	2	2
594	от тех	2	2
595	и некоторые	1	2
596	исторической поэтики	3	2
597	быть только	1	2
598	тому что	3	2
599	в живом	6	2
600	лишь на	1	2
601	себя как	1	2
602	в ряду	2	2
603	так сказать	6	2
604	в литературоведении	4	2
605	же касается	1	2
606	воздействия на	3	2
607	а только	4	2
608	людей в	1	2
609	слово как	1	2
610	бы в	6	2
611	не был	1	2
612	труда в	1	2
613	остается в	1	2
614	главную задачу	1	2
615	если оно	1	2
616	чтобы он	2	2
617	не тот	1	2
618	в работе	2	2
619	и судьба	2	2
620	кажется что	1	2
621	сюда же	1	2
622	на нем	1	2
623	и хотя	1	2
624	а от	2	2
625	он пишет	2	2
626	как известно	1	2
627	в школе	2	2
628	целом и	4	2
629	слова из	1	2
630	культуры и	3	2
631	друг другу	2	2
632	и каждый	1	2
633	общественном сознании	1	2
634	в общем	8	2
635	бы быть	3	2
636	как система	1	2
637	и по	3	2
638	в него	2	2
639	чтобы не	2	2
640	и ее	15	2
641	в статье	5	2
642	мире и	1	2
643	однако и	3	2
644	романа с	1	2
645	языка который	3	2
646	та же	3	2
647	как с	2	2
648	индивидуального сознания	1	2
649	им как	1	2
650	на почве	20	2
651	своего собственного	1	2
652	на первом	1	2
653	оно было	3	2
654	литературы как	4	2
655	была бы	4	2
656	что они	4	2
657	романа и	1	2
658	есть и	1	2
659	нашего времени	1	2
660	самой жизни	1	2
661	органической связи	1	2
662	основная задача	3	2
663	для них	4	2
664	искусством и	1	2
665	это становится	1	2
666	мог стать	1	2
667	оно не	6	2
668	все то	1	2
669	с этого	1	2
670	которых и	1	2
671	борьба с	5	2
672	есть лишь	3	2
673	одновременно с	2	2
674	значение в	4	2
675	границу между	1	2
676	если это	1	2
677	его сознания	1	2
678	можно назвать	1	2
679	к его	3	2
680	с ними	1	2
681	каждого из	3	2
682	перед нами	3	2
683	для друга	1	2
684	это и	7	2
685	и более	4	2
686	а если	1	2
687	в историю	1	2
688	в становлении	1	2
689	в значительной	3	2
690	из этих	4	2
691	так чтобы	1	2
692	на основе	6	2
693	не сам	1	2
694	время в	4	2
695	с литературной	1	2
696	этот образ	2	2
697	могло быть	1	2
698	для нее	2	2
699	или иных	1	2
700	с первой	1	2
701	от других	2	2
702	он становится	3	2
703	что произведение	1	2
704	так называемого	1	2
705	а лишь	4	2
706	вот этот	1	2
707	автора в	1	2
708	нет и	2	2
709	собой но	1	2
710	впервые в	1	2
711	мог бы	1	2
712	жизни этих	1	2
713	из первых	1	2
714	то она	1	2
715	отражения в	1	2
716	не лучше	2	2
717	то как	1	2
718	художественным творчеством	1	2
719	культуры как	1	2
720	от всякой	2	2
721	у них	3	2
722	теперь уже	1	2
723	всю полноту	1	2
724	чуть ли	1	2
725	жизни но	2	2
726	этом случае	1	2
727	ему в	1	2
728	объективной данности	1	2
729	произведения как	3	2
730	в первый	5	2
731	мы имеем	1	2
732	не для	4	2
733	неизбежно ведет	1	2
734	для искусства	1	2
735	по этому	2	2
736	как воскрешение	1	2
737	в русском	2	2
738	его действительности	1	2
739	непосредственно в	5	2
740	ведь это	1	2
741	от всех	5	2
742	что к	1	2
743	этом не	2	2
744	чем он	3	2
745	и всякое	5	2
746	и где	1	2
747	в последнем	2	2
748	во внешнем	2	2
749	художника и	1	2
750	говорить на	2	2
751	и без	1	2
752	искусства определяется	1	2
753	при таком	5	2
754	нет у	1	2
755	в такой	3	2
756	пока не	1	2
757	вследствие чего	1	2
758	должен быть	5	2
759	руки и	1	2
760	жизнь и	3	2
761	произведения с	1	2
762	и тех	1	2
763	в таком	2	2
764	а как	5	2
765	следует говорить	1	2
766	до тех	1	2
767	культуре и	1	2
768	всю свою	2	2
769	она не	8	2
770	его не	2	2
771	характерный для	1	2
772	впервые становится	1	2
773	исследования в	2	2
774	что касается	1	2
775	нужно было	2	2
776	элементов а	1	2
777	всякая иная	1	2
778	а прежде	1	2
779	целого в	1	2
780	к которой	1	2
781	в большинстве	6	2
782	собственно говоря	1	2
783	и самой	1	2
784	полагал что	1	2
785	ее развития	1	2
786	мысли об	2	2
787	последнее слово	1	2
788	оно должно	3	2
789	в понимании	7	2
790	в общественном	1	2
791	слова в	2	2
792	бытия и	1	2
793	тех или	1	2
794	в эти	1	2
795	и новые	1	2
796	как целого	1	2
797	может и	2	2
798	к рифме	1	2
799	в лице	2	2
800	не можем	3	2
801	специфической социальной	1	2
802	что на	3	2
803	можно указать	1	2
804	к идее	1	2
805	совершается в	2	2
806	здесь этот	1	2
807	почву для	1	1
808	и любой	1	1
809	краеугольным камнем	1	1
810	всего это	1	1
811	к действительности	3	1
812	был и	2	1
813	является в	2	1
814	она сама	1	1
815	все индивидуальные	1	1
816	только из	1	1
817	мире а	2	1
818	случае в	1	1
819	этой проблеме	1	1
820	его книге	1	1
821	этого в	1	1
822	ничто в	1	1
823	со всем	4	1
824	ней не	1	1
825	изнутри и	1	1
826	только что	1	1
827	в последнее	1	1
828	бы лишь	1	1
829	высказывания от	1	1
830	не видели	2	1
831	за исключением	3	1
832	в позу	1	1
833	познания и	4	1
834	до него	1	1
835	и становятся	1	1
836	случае мы	1	1
837	без исключения	2	1
838	выступает на	1	1
839	что делает	1	1
840	в ряде	1	1
841	быть уже	1	1
842	о них	1	1
843	в некую	1	1
844	литературы а	4	1
845	именно она	1	1
846	она уже	1	1
847	строго говоря	1	1
848	в общую	1	1
849	в некоторых	2	1
850	какой бы	2	1
851	говорит о	1	1
852	бы наивно	1	1
853	всех ее	1	1
854	извне и	1	1
855	требует от	2	1
856	очень существенная	1	1
857	самое существо	1	1
858	в состав	1	1
859	не меняет	1	1
860	есть результат	1	1
861	которую он	1	1
862	всей ее	1	1
863	что слово	1	1
864	людей и	1	1
865	ко всем	2	1
866	более или	7	1
867	значение это	1	1
868	на свой	1	1
869	но все	4	1
870	и просто	1	1
871	ни одна	2	1
872	некоторые другие	1	1
873	это может	1	1
874	тем путем	2	1
875	для любого	1	1
876	художественном языке	1	1
877	если и	1	1
878	как об	1	1
879	из самых	1	1
880	слова с	1	1
881	объективном мире	1	1
882	особый язык	1	1
883	стиля как	1	1
884	сущности не	1	1
885	и требует	1	1
886	конститутивным моментом	3	1
887	и конечно	1	1
888	к другим	4	1
889	том или	1	1
890	само собою	2	1
891	имеет место	1	1
892	эволюции а	1	1
893	в собственном	1	1
894	их в	2	1
895	духа в	1	1
896	притом в	1	1
897	здесь дело	2	1
898	ему по	1	1
899	стремления к	1	1
900	вяч ивановым	1	1
901	или ином	1	1
902	элементы не	1	1
903	прочим и	1	1
904	задачи в	1	1
905	от поэзии	1	1
906	за ней	2	1
907	проникнуть во	1	1
908	а а	1	1
909	как только	1	1
910	не таков	1	1
911	связано с	1	1
912	с обратным	1	1
913	в дальнейшем	3	1
914	с этим	6	1
915	и теоретик	1	1
916	художественного восприятия	3	1
917	нам не	1	1
918	при определенных	2	1
919	рассматривается с	1	1
920	этой социальной	2	1
921	как таковому	1	1
922	на этой	1	1
923	жизнь для	1	1
924	центр внимания	1	1
925	было в	3	1
926	не могли	2	1
927	и взаимодействия	1	1
928	между тремя	1	1
929	его жизни	1	1
930	эти идеи	1	1
931	поэзии как	3	1
932	время от	1	1
933	понятия в	2	1
934	вокруг такого	1	1
935	обратным знаком	1	1
936	но эти	1	1
937	и неизбежно	1	1
938	и ценителей	1	1
939	на ее	1	1
940	вот почему	1	1
941	настолько что	1	1
942	над смыслом	1	1
943	из их	1	1
944	вяч иванова	1	1
945	которых не	1	1
946	и событие	1	1
947	формы так	1	1
948	из наших	1	1
949	с лица	1	1
950	но они	1	1
951	игру и	1	1
952	встречи с	1	1
953	общения и	3	1
954	все в	3	1
955	и нужна	1	1
956	в различных	2	1
957	в строгом	2	1
958	поэтики это	1	1
959	уже как	3	1
960	конечно не	5	1
961	чем являются	1	1
962	и те	2	1
963	не что	1	1
964	самого начала	2	1
965	как таковую	1	1
966	точке зрения	1	1
967	от лица	1	1
968	литературного творчества	1	1
969	соприкасается с	1	1
970	художественных направлений	2	1
971	художественном творчестве	1	1
972	оказывается перед	1	1
973	на наших	2	1
974	для взаимной	1	1
975	поэта и	1	1
976	ней и	2	1
977	отдельности и	1	1
978	однако эти	1	1
979	этих последних	2	1
980	наряду с	1	1
981	изучаемого явления	1	1
982	наиболее существенным	1	1
983	ее как	2	1
984	языка как	11	1
985	на него	3	1
986	к которому	2	1
987	миф и	1	1
988	лишь поскольку	1	1
989	в зависимости	4	1
990	ибо она	1	1
991	не умеет	1	1
992	это значит	1	1
993	он причастен	1	1
994	во всякой	1	1
995	нас а	1	1
996	для раннего	1	1
997	от них	2	1
998	марксистская критика	1	1
999	произведения или	2	1
1000	каким был	1	1
1001	в отдельных	1	1
1002	на котором	2	1
1003	в системе	3	1
1004	всего со	1	1
1005	языка к	2	1
1006	где все	1	1
1007	искусстве но	1	1
1008	взаимоотношений между	1	1
1009	то литература	1	1
1010	поэзии к	1	1
1011	с одинаковым	1	1
1012	быть с	1	1
1013	от ее	1	1
1014	того о	1	1
1015	представить себе	1	1
1016	пусть и	2	1
1017	искусства согласно	1	1
1018	ее и	3	1
1019	той мере	1	1
1020	влияние на	3	1
1021	него как	1	1
1022	этой задачи	1	1
1023	то оно	1	1
1024	как такового	8	1
1025	зрения от	1	1
1026	в восприятии	1	1
1027	живого слушателя	1	1
1028	тем отчетливее	1	1
1029	здесь нет	1	1
1030	и читатель	3	1
1031	но из	2	1
1032	как для	2	1
1033	не принадлежит	1	1
1034	но отнюдь	1	1
1035	в поэзию	1	1
1036	что уже	1	1
1037	о гораздо	1	1
1038	мы знаем	3	1
1039	проявляется в	1	1
1040	общению и	1	1
1041	в образе	1	1
1042	из моментов	1	1
1043	все новые	1	1
1044	или иными	1	1
1045	трудно не	1	1
1046	не внутри	2	1
1047	находится в	1	1
1048	что при	1	1
1049	глаза на	1	1
1050	к определенному	1	1
1051	в корне	6	1
1052	материалом поэзии	1	1
1053	иного рода	1	1
1054	и развитие	2	1
1055	задачу и	1	1
1056	в поэтике	3	1
1057	он становился	1	1
1058	без утраты	1	1
1059	поэзии не	1	1
1060	всеми другими	1	1
1061	фоне и	1	1
1062	является чем-то	1	1
1063	не была	2	1
1064	чем в	1	1
1065	литературные факты	1	1
1066	как же	1	1
1067	ссср в	1	1
1068	или не	1	1
1069	столько же	1	1
1070	в которой	5	1
1071	живет и	1	1
1072	не о	7	1
1073	говорит в	3	1
1074	борьбы с	3	1
1075	ее от	2	1
1076	прежде чем	2	1
1077	в произведении	2	1
1078	но совершенно	1	1
1079	произведение как	4	1
1080	он их	1	1
1081	преимущественно на	1	1
1082	с самого	2	1
1083	всем что	1	1
1084	но для	4	1
1085	место лишь	1	1
1086	возвращается к	1	1
1087	и хорошо	2	1
1088	вещей и	3	1
1089	его понимании	1	1
1090	всякой иной	1	1
1091	андреем белым	1	1
1092	между этими	2	1
1093	в последних	2	1
1094	теми или	1	1
1095	ссылки на	1	1
1096	этом последнем	1	1
1097	литературе и	2	1
1098	сегодняшний день	1	1
1099	между ними	3	1
1100	с художественной	3	1
1101	речевого общения	6	1
1102	и иные	3	1
1103	поэтической речи	1	1
1104	большинстве случаев	5	1
1105	всем своем	1	1
1106	существу это	1	1
1107	между прочим	1	1
1108	рядом с	1	1
1109	место и	3	1
1110	и вещи	1	1
1111	произведения где	1	1
1112	именно этого	1	1
1113	от этого	3	1
1114	именно эту	1	1
1115	должно было	4	1
1116	отличии от	2	1
1117	больше всего	1	1
1118	в свете	1	1
1119	того он	1	1
1120	в двух	1	1
1121	высшую степень	1	1
1122	лишь для	3	1
1123	классической поэтике	1	1
1124	переживания в	1	1
1125	связанным с	1	1
1126	к осуществлению	1	1
1127	был не	1	1
1128	в смысле	2	1
1129	у футуристов	1	1
1130	полагает что	1	1
1131	в эту	3	1
1132	лица земли	1	1
1133	в других	5	1
1134	сих пор	7	1
1135	вопроса о	2	1
1136	у каждой	1	1
1137	произведение является	2	1
1138	мастерства в	1	1
1139	поэтическое произведение	2	1
1140	не имея	1	1
1141	мыслится им	1	1
1142	в лучшем	3	1
1143	опираясь на	1	1
1144	слово есть	2	1
1145	здесь впервые	1	1
1146	образом является	2	1
1147	должен иметь	1	1
1148	это совершенно	1	1
1149	говоря в	1	1
1150	каждом своем	1	1
1151	творца и	1	1
1152	из общих	1	1
1153	мы уже	1	1
1154	все остальные	2	1
1155	чтобы говорить	1	1
1156	поскольку на	1	1
1157	не один	1	1
1158	менее существенный	1	1
1159	художественное целое	1	1
1160	в развитии	2	1
1161	на эстетику	1	1
1162	новые и	1	1
1163	как объект	1	1
1164	оказываются как	1	1
1165	возможен лишь	1	1
1166	возвращаясь к	1	1
1167	как недостаточно	1	1
1168	не были	1	1
1169	не тем	1	1
1170	к литературному	1	1
1171	шкловского и	1	1
1172	соединении с	2	1
1173	кто же	1	1
1174	элементы в	1	1
1175	другой все	1	1
1176	является одним	1	1
1177	сами эти	1	1
1178	только но	1	1
1179	явления не	1	1
1180	даже не	2	1
1181	бы уже	1	1
1182	также не	1	1
1183	аналогии со	1	1
1184	как один	2	1
1185	о мире	2	1
1186	совершенно справедливо	3	1
1187	сравнительно с	1	1
1188	она была	3	1
1189	действительную причастность	1	1
1190	этого целого	1	1
1191	тот или	2	1
1192	серьезность и	1	1
1193	только с	1	1
1194	был понят	1	1
1195	языка где	1	1
1196	подход к	2	1
1197	говорят и	1	1
1198	сторону жизни	1	1
1199	их к	3	1
1200	о его	1	1
1201	однако нельзя	1	1
1202	но ее	1	1
1203	истории русской	1	1
1204	на отдельные	2	1
1205	своего художественного	1	1
1206	от действительных	1	1
1207	и была	1	1
1208	ней в	1	1
1209	что без	1	1
1210	художественной воли	5	1
1211	этих и	1	1
1212	явно не	1	1
1213	предмет и	1	1
1214	сам является	1	1
1215	внутренний мир	1	1
1216	базируется на	1	1
1217	к политической	1	1
1218	велимир хлебников	2	1
1219	является общим	1	1
1220	именно этой	1	1
1221	в точке	1	1
1222	независимо от	5	1
1223	всех этих	6	1
1224	есть ли	1	1
1225	как прежде	1	1
1226	меньшей степени	1	1
1227	и особенно	3	1
1228	он должен	4	1
1229	в подлинном	1	1
1230	мы видели	5	1
1231	к сожалению	2	1
1232	было на	1	1
1233	нет а	1	1
1234	не мешает	1	1
1235	литературной эволюции	1	1
1236	формы не	1	1
1237	основе этой	2	1
1238	на деле	1	1
1239	жизни которую	1	1
1240	в последующих	1	1
1241	социальной жизни	12	1
1242	до сих	7	1
1243	он уже	1	1
1244	и этот	2	1
1245	и здесь	8	1
1246	к физическому	1	1
1247	как одной	1	1
1248	такова же	1	1
1249	и свою	5	1
1250	он весьма	1	1
1251	его из	3	1
1252	в основном	3	1
1253	и изнутри	3	1
1254	которой не	1	1
1255	его с	5	1
1256	в литературной	1	1
1257	слово для	1	1
1258	с такой	1	1
1259	русской литературной	2	1
1260	здесь слово	1	1
1261	за ними	1	1
1262	другого человека	1	1
1263	что это	1	1
1264	отражением в	1	1
1265	чтобы стать	2	1
1266	литературных явлений	7	1
1267	когда это	1	1
1268	проникает в	1	1
1269	явление в	1	1
1270	его на	1	1
1271	этот не	1	1
1272	деятельность не	1	1
1273	от этой	1	1
1274	все те	2	1
1275	в работах	3	1
1276	бы между	1	1
1277	самого по	1	1
1278	и утверждает	1	1
1279	него нет	1	1
1280	он лишь	1	1
1281	не могут	8	1
1282	слова у	1	1
1283	эстетика и	1	1
1284	социального взаимодействия	1	1
1285	творчества и	2	1
1286	должен был	3	1
1287	художник не	1	1
1288	нам в	2	1
1289	к искусству	1	1
1290	общения между	1	1
1291	иметь в	1	1
1292	смысла и	3	1
1293	могло не	3	1
