N	2gram	Vygotskiy_	FransuaR
154	того же	13	19
155	за пределы	4	19
156	было бы	18	19
157	с ее	1	19
158	с другой	11	19
159	на протяжении	2	19
160	хотя и	1	19
161	в форме	1	19
162	в ту	1	19
163	мы находим	1	18
164	со всеми	2	18
165	это и	3	18
166	но они	2	18
167	на этом	8	18
168	связанные с	6	18
169	перед нами	1	18
170	связан с	1	18
171	это в	2	18
172	в большей	1	17
173	для того	20	17
174	в результате	9	17
175	можно было	11	17
176	связанных с	1	17
177	на его	4	17
178	числе и	2	17
179	в плане	2	17
180	такой же	4	17
181	еще более	5	17
182	но все	2	17
183	связана с	2	17
184	того что	34	17
185	а не	14	17
186	в другом	7	16
187	влияние на	2	16
188	с одной	10	16
189	между ними	5	16
190	между тем	5	16
191	и одновременно	1	16
192	тот же	7	16
193	в начале	2	16
194	в свете	4	16
195	вернемся к	1	16
196	он дает	1	16
197	ничего не	6	16
198	они не	7	16
199	дело в	1	16
200	не подлежит	2	16
201	мысли и	7	15
202	в которой	8	15
203	на весь	1	15
204	говорили что	2	15
205	никто не	2	15
206	из этих	2	15
207	с их	4	15
208	как на	4	15
209	в нашем	5	15
210	не мог	1	15
211	в первой	2	15
212	еще в	3	15
213	в истории	3	15
214	в самой	1	15
215	и прежде	1	15
216	в котором	2	14
217	в чем	10	14
218	образом в	2	14
219	и по	5	14
220	мы не	6	14
221	все что	2	14
222	в данном	4	14
223	и он	3	14
224	несмотря на	3	14
225	слов и	3	14
226	в более	2	14
227	по существу	5	14
228	и сам	1	13
229	с этим	9	13
230	во все	1	13
231	что все	9	13
232	его к	2	13
233	в основном	2	13
234	на все	7	13
235	в одной	2	13
236	о чем	3	13
237	в жизни	2	13
238	одной стороны	10	13
239	не знает	6	13
240	отличие от	3	13
241	в других	2	13
242	бы в	6	13
243	и есть	8	13
244	только на	3	13
245	не на	5	13
246	этот процесс	5	13
247	или в	1	13
248	это было	1	13
249	как он	7	13
250	в известной	3	13
251	более того	1	13
252	другой стороны	9	12
253	во всей	3	12
254	те же	6	12
255	главным образом	1	12
256	и ее	2	12
257	мы встречаем	2	12
258	в новой	5	12
259	начиная с	1	12
260	известной мере	1	12
261	у нас	4	12
262	раз в	4	12
263	другом месте	4	12
264	место в	2	12
265	этот момент	2	12
266	только для	2	12
267	можно сказать	7	12
268	но этот	3	12
269	по своей	7	12
270	не могут	7	12
271	он в	3	12
272	лишь в	1	12
273	благодаря этому	2	12
274	об этом	1	12
275	в пределах	6	12
276	зрения на	1	11
277	из самых	1	11
278	на эту	1	11
279	что они	8	11
280	в последующие	1	11
281	той или	1	11
282	и что	18	11
283	в общем	1	11
284	и самый	2	11
285	того как	6	11
286	в течение	1	11
287	в отличие	3	11
288	из этого	3	11
289	в свое	2	11
290	в ряде	2	11
291	и т.д	6	11
292	все время	3	11
293	в системе	4	11
294	и миром	1	11
295	и так	1	11
296	с ними	4	11
297	и более	8	11
298	слова и	3	11
299	он говорит	3	11
300	в заключение	1	11
301	целый ряд	5	10
302	по отношению	19	10
303	на котором	3	10
304	все его	1	10
305	все остальные	1	10
306	что для	2	10
307	и они	1	10
308	да и	1	10
309	данном случае	3	10
310	или иной	1	10
311	конце концов	2	10
312	новое и	1	10
313	для всех	2	10
314	где они	1	10
315	к тому	14	10
316	на этот	9	10
317	значительной степени	1	10
318	к которому	7	10
319	ту же	5	10
320	образом и	1	10
321	в процессе	37	10
322	во второй	4	10
323	в целом	8	10
324	в основу	1	9
325	для этой	1	9
326	как это	11	9
327	в тех	2	9
328	значение и	1	9
329	но на	2	9
330	в которых	2	9
331	о котором	1	9
332	именно на	1	9
333	до известной	1	9
334	как к	1	9
335	и со	1	9
336	это как	1	9
337	же в	2	9
338	что на	2	9
339	говорит о	4	9
340	вся эта	1	9
341	отношения к	2	9
342	к жизни	7	9
343	но как	6	9
344	мы можем	15	9
345	как известно	7	9
346	не имеет	7	9
347	в следующей	4	9
348	свое время	2	9
349	видим что	3	9
350	относится к	3	9
351	известной степени	1	9
352	том же	1	9
353	и то	9	9
354	для нас	1	9
355	первый план	2	9
356	эти формы	1	9
357	конечно в	1	9
358	отношению к	19	9
359	что не	2	9
360	с этой	8	8
361	более или	1	8
362	не менее	4	8
363	через все	1	8
364	на первый	2	8
365	но эти	1	8
366	в этот	4	8
367	и те	2	8
368	или менее	1	8
369	всего в	1	8
370	от этого	1	8
371	под влиянием	4	8
372	речи и	8	8
373	в него	1	8
374	оно было	1	8
375	и при	4	8
376	с тем	9	8
377	то время	4	8
378	языка и	6	8
379	в совершенно	2	8
380	значение в	3	8
381	но эта	1	8
382	на одном	2	8
383	и глубже	1	8
384	включает в	3	8
385	для этого	3	8
386	от него	3	8
387	как они	4	8
388	мы увидим	3	8
389	всего этого	1	8
390	по поводу	3	8
391	видели что	2	8
392	после того	2	8
393	тому же	3	8
394	начало в	1	8
395	так что	8	8
396	здесь мы	1	8
397	как о	1	8
398	если бы	13	8
399	но с	2	8
400	с самого	8	8
401	на всех	2	8
402	дело не	2	8
403	того времени	1	8
404	нуждается в	3	8
405	мы найдем	1	7
406	не как	3	7
407	во всяком	4	7
408	себе и	1	7
409	к ним	2	7
410	и там	1	7
411	к этим	2	7
412	точка зрения	8	7
413	подлежит сомнению	1	7
414	что у	4	7
415	на том	4	7
416	мы говорили	5	7
417	в развитии	45	7
418	не касается	1	7
419	мы будем	4	7
420	в одну	1	7
421	связи и	2	7
422	никакому сомнению	1	7
423	подобно тому	6	7
424	момент и	1	7
425	нет ничего	1	7
426	только с	1	7
427	нас не	1	7
428	где он	1	7
429	в виде	3	7
430	но она	1	7
431	освобождение от	1	7
432	что значит	3	7
433	в различных	3	7
434	представление о	2	7
435	в наиболее	1	7
436	настоящее время	2	7
437	себя в	4	7
438	своего развития	11	7
439	в состоянии	6	7
440	и этим	1	7
441	как его	2	7
442	в целях	2	7
443	которые были	1	7
444	а как	1	7
445	и за	1	7
446	связанное с	2	7
447	никак не	6	7
448	из которых	3	7
449	связанная с	3	7
450	том как	3	7
451	из области	4	7
452	в настоящее	2	7
453	точку зрения	1	7
454	а на	1	7
455	есть только	1	7
456	должен быть	1	7
457	следующей главе	2	7
458	его не	1	7
459	к третьей	1	7
460	тому как	6	7
461	в свою	5	7
462	думать что	1	7
463	на всю	2	7
464	последнее слово	1	7
465	одного из	1	7
466	по этому	1	7
467	мы наблюдаем	1	6
468	в центре	2	6
469	во времени	1	6
470	не столько	3	6
471	в один	1	6
472	казалось бы	5	6
473	не могли	1	6
474	хотя бы	5	6
475	имеем в	1	6
476	уже и	1	6
477	свою очередь	4	6
478	находится в	2	6
479	что она	3	6
480	для своего	1	6
481	котором мы	1	6
482	не остается	1	6
483	и следовательно	7	6
484	ведь в	1	6
485	и тот	5	6
486	в какой-то	1	6
487	смысле слова	1	6
488	в корне	2	6
489	языков и	1	6
490	эти явления	1	6
491	к его	4	6
492	на их	3	6
493	его и	4	6
494	то он	1	6
495	еще один	1	6
496	на что	1	6
497	тем же	1	6
498	у них	1	6
499	вовсе нет	1	6
500	в руках	1	6
501	или даже	2	6
502	чем мы	1	6
503	и эти	2	6
504	которые в	4	6
505	эту тему	1	6
506	происходит в	3	6
507	как будто	2	6
508	в устной	3	6
509	момента в	3	6
510	и которые	2	6
511	но по	1	6
512	его на	2	6
513	понимания и	1	6
514	и слово	1	6
515	представления о	2	6
516	говорить о	3	6
517	самого начала	8	6
518	до того	4	6
519	как я	3	6
520	такого рода	1	6
521	и под	1	6
522	его развития	4	6
523	не дает	2	6
524	что эта	7	6
525	с таким	4	6
526	могут быть	7	6
527	можно только	2	6
528	совершенно не	5	6
529	язык и	2	6
530	тех же	1	6
531	мы знаем	5	6
532	он может	5	6
533	всех тех	2	6
534	этого слова	3	6
535	друг друга	1	6
536	поэтому он	2	6
537	дает нам	1	6
538	принадлежит к	2	6
539	ее в	3	6
540	как она	3	6
541	видит в	1	6
542	входит в	1	6
543	и обратно	3	6
544	от того	8	6
545	таким же	3	6
546	в применении	1	5
547	сливается с	1	5
548	применении к	1	5
549	раз и	3	5
550	и когда	1	5
551	он так	1	5
552	для всей	3	5
553	чем в	6	5
554	из важнейших	1	5
555	и речи	1	5
556	из него	3	5
557	один раз	3	5
558	почти всегда	2	5
559	на место	2	5
560	который был	1	5
561	этой системе	1	5
562	одного и	9	5
563	и самое	1	5
564	тогда когда	10	5
565	на первом	1	5
566	в другой	1	5
567	этого процесса	2	5
568	вместо того	5	5
569	бы не	1	5
570	сравнению с	9	5
571	этого явления	1	5
572	на основе	6	5
573	по сравнению	9	5
574	из его	2	5
575	со всей	1	5
576	которую он	1	5
577	каждый из	1	5
578	как например	1	5
579	но мы	7	5
580	значение имеет	1	5
581	но прежде	2	5
582	мы имеем	4	5
583	которых он	2	5
584	к первой	1	5
585	и всегда	1	5
586	различия между	1	5
587	слово в	3	5
588	этой новой	1	5
589	тем более	5	5
590	рождения и	1	5
591	есть не	3	5
592	оказывается что	1	5
593	тем самым	13	5
594	же самое	7	5
595	на то	6	5
596	и конец	1	5
597	что было	2	5
598	находим в	1	5
599	на эти	1	5
600	его за	1	5
601	ко всем	1	5
602	в первом	4	5
603	в собственном	2	5
604	нами выше	2	5
605	имеет в	1	5
606	но уже	2	5
607	говорит что	7	5
608	сила и	3	5
609	с этими	1	5
610	входят в	1	5
611	друг с	10	5
612	больше чем	6	5
613	то в	7	5
614	от его	1	5
615	на язык	1	5
616	первом случае	2	5
617	должно быть	10	5
618	ни было	1	5
619	и сама	1	5
620	между этими	3	5
621	же как	9	5
622	он сам	2	5
623	для его	2	5
624	вообще в	2	5
625	совсем не	1	5
626	всех других	1	5
627	уже указывали	1	5
628	но только	4	5
629	на отдельные	2	5
630	независимо от	3	5
631	но одновременно	1	5
632	во втором	2	5
633	почти не	1	5
634	должна быть	7	5
635	подлежит никакому	1	5
636	и из	2	5
637	мы в	2	5
638	они связаны	1	5
639	в слове	1	5
640	на год	1	5
641	себя и	2	5
642	не является	7	5
643	с новым	1	5
644	если мы	9	5
645	к миру	1	5
646	всяком случае	2	5
647	же он	1	5
648	к началу	5	5
649	ему в	2	5
650	и новое	1	5
651	должен был	3	5
652	места в	1	5
653	вообще не	5	5
654	словом и	2	5
655	этих явлений	1	5
656	что мы	11	5
657	нисколько не	2	5
658	с другом	10	5
659	без всякой	2	5
660	когда он	3	5
661	в трех	1	5
662	стороны и	3	5
663	только то	4	5
664	слова в	3	5
665	язык в	1	5
666	и только	4	5
667	и новые	1	5
668	они являются	2	4
669	я не	6	4
670	при анализе	4	4
671	к этой	3	4
672	в действительности	6	4
673	ничто не	3	4
674	этой связи	1	4
675	и той	3	4
676	одной и	3	4
677	ни одного	2	4
678	всех областях	1	4
679	нигде не	2	4
680	что даже	1	4
681	с более	3	4
682	внимание на	1	4
683	ссылается на	1	4
684	имели место	1	4
685	ее от	1	4
686	не нуждается	1	4
687	была в	1	4
688	но для	3	4
689	и всю	1	4
690	эти три	2	4
691	особенности в	1	4
692	о которых	2	4
693	действительности и	1	4
694	в каждом	1	4
695	что во	1	4
696	новых и	1	4
697	одно и	2	4
698	этот вопрос	8	4
699	над ним	1	4
700	как один	1	4
701	он еще	3	4
702	сущности это	2	4
703	когда они	1	4
704	обратимся к	1	4
705	что только	3	4
706	в самый	1	4
707	если в	4	4
708	речи как	4	4
709	оно не	2	4
710	их и	2	4
711	есть нечто	1	4
712	влияния на	4	4
713	он мог	1	4
714	в очень	1	4
715	и больше	1	4
716	знаем что	2	4
717	о таких	2	4
718	не совсем	2	4
719	он начинает	1	4
720	языка но	1	4
721	только его	2	4
722	но если	7	4
723	не видит	1	4
724	он должен	9	4
725	один и	5	4
726	говорит об	2	4
727	одну из	1	4
728	письменной и	2	4
729	мы узнаем	1	4
730	кто не	2	4
731	к ней	1	4
732	совершенно иначе	2	4
733	положительный момент	1	4
734	в период	1	4
735	животных и	2	4
736	меньше чем	1	4
737	которая была	1	4
738	мы и	6	4
739	не так	1	4
740	дело с	2	4
741	однако и	1	4
742	чрезвычайно распространены	1	4
743	нами в	4	4
744	по себе	8	4
745	стороны в	1	4
746	что этот	1	4
747	которой он	1	4
748	часто в	1	4
749	которых мы	1	4
750	самом начале	2	4
751	который в	2	4
752	приближаются к	1	4
753	и становится	1	4
754	только не	7	4
755	отражение в	1	4
756	чем на	1	4
757	в стадии	1	4
758	в некоторой	2	4
759	что между	5	4
760	говорит он	3	4
761	и притом	2	4
762	что за	1	4
763	учение о	3	4
764	представляется нам	4	4
765	точек зрения	4	4
766	в смысле	3	4
767	но к	1	4
768	для правильного	1	4
769	находит свое	2	4
770	и тем	5	4
771	все основные	7	4
772	на нем	2	4
773	если же	1	4
774	не по	1	4
775	нашего анализа	1	4
776	друг другу	2	4
777	заключается в	15	4
778	же мы	2	4
779	имеет дело	1	4
780	собственном смысле	2	4
781	можно видеть	1	4
782	не исчерпывается	1	4
783	в область	2	4
784	самый характер	1	4
785	это есть	5	4
786	появляется и	1	4
787	и человека	2	4
788	нельзя сказать	1	4
789	в известном	9	4
790	от старого	1	4
791	ни на	3	4
792	ли он	1	4
793	связь этих	1	4
794	самое существенное	1	4
795	всего на	2	4
796	что уже	3	4
797	не могло	1	4
798	значение для	4	4
799	знает и	1	4
800	и своего	1	4
801	без всякого	2	4
802	эти последние	1	4
803	что я	4	4
804	второй половине	1	4
805	это особенно	1	4
806	такое же	2	4
807	образом все	1	4
808	на которой	1	4
809	и понятий	5	4
810	и слова	1	4
811	целого и	1	4
812	что эти	4	4
813	в рот	1	4
814	что касается	1	4
815	говоря о	2	4
816	что из	1	4
817	к новому	1	4
818	свидетельствуют о	1	4
819	этому вопросу	3	4
820	с которой	2	3
821	развития и	21	3
822	языке и	1	3
823	влияния и	1	3
824	более широкой	1	3
825	в которую	1	3
826	говорили в	1	3
827	он видит	1	3
828	в общей	1	3
829	в живом	1	3
830	переходит к	1	3
831	на которых	1	3
832	прямо сказать	1	3
833	или на	2	3
834	в речи	3	3
835	и другим	2	3
836	же точно	1	3
837	можно прямо	1	3
838	но когда	2	3
839	его книги	1	3
840	функций в	1	3
841	два момента	3	3
842	по линии	1	3
843	в вопросе	4	3
844	в прошлом	2	3
845	и формы	1	3
846	в голове	2	3
847	ключ к	1	3
848	они должны	1	3
849	том чтобы	3	3
850	сущности и	1	3
851	знает только	1	3
852	что именно	4	3
853	быть правильно	1	3
854	речи в	7	3
855	под руководством	1	3
856	образом на	1	3
857	бы то	2	3
858	на глазах	1	3
859	целом в	1	3
860	глубокий и	1	3
861	сильнее и	1	3
862	которого он	2	3
863	после этого	1	3
864	и существенное	1	3
865	это слово	3	3
866	перехода от	3	3
867	в следующем	1	3
868	а с	3	3
869	в самые	1	3
870	же значение	1	3
871	остается в	1	3
872	это один	1	3
873	напомним что	1	3
874	снизу вверх	1	3
875	тому что	14	3
876	ясно что	2	3
877	время как	4	3
878	их от	1	3
879	не есть	4	3
880	между собой	17	3
881	а для	1	3
882	выступает в	2	3
883	опираясь на	1	3
884	они становятся	1	3
885	в лучшем	3	3
886	эти слова	1	3
887	являются по	1	3
888	доходит до	1	3
889	вот в	1	3
890	должны были	3	3
891	видеть его	1	3
892	равно как	1	3
893	в систему	2	3
894	подойти к	1	3
895	те кто	1	3
896	он его	1	3
897	и сами	2	3
898	от всякого	2	3
899	его из	1	3
900	которые он	1	3
901	эти особенности	2	3
902	имеет место	4	3
903	мере и	2	3
904	о природе	1	3
905	является одним	2	3
906	и хотя	2	3
907	совершенно правильно	1	3
908	приводит к	10	3
909	вперед и	1	3
910	в каком	2	3
911	сторона этого	2	3
912	значение этого	1	3
913	так чтобы	1	3
914	основе этого	3	3
915	он является	1	3
916	и второй	1	3
917	работа над	3	3
918	и наиболее	2	3
919	вопрос об	4	3
920	всех трех	1	3
921	которым мы	1	3
922	имеет и	1	3
923	и после	1	3
924	не из	1	3
925	и самых	1	3
926	то ни	1	3
927	есть такой	1	3
928	действительности в	1	3
929	из основных	7	3
930	что с	7	3
931	смысле этого	2	3
932	когда же	1	3
933	знания и	2	3
934	как именно	1	3
935	к самой	2	3
936	это всегда	2	3
937	на нее	2	3
938	в сферу	2	3
939	именно эта	1	3
940	этих двух	4	3
941	к одному	4	3
942	встречаемся с	1	3
943	ко второму	1	3
944	она не	2	3
945	но при	2	3
946	в речевом	2	3
947	и может	4	3
948	правды которая	1	3
949	вперед по	2	3
950	и распространяется	1	3
951	о своих	1	3
952	же это	1	3
953	само собой	3	3
954	противоречии с	1	3
955	сознания в	3	3
956	что один	1	3
957	становится возможным	1	3
958	которые не	5	3
959	которая в	3	3
960	т.е в	1	3
961	нашем примере	2	3
962	и другими	3	3
963	иначе чем	2	3
964	нашего исследования	4	3
965	из нее	5	3
966	начинается с	2	3
967	не что	2	3
968	гораздо больше	1	3
969	на материале	1	3
970	то его	1	3
971	не существует	1	3
972	то это	2	3
973	он находит	1	3
974	этот путь	2	3
975	вот почему	3	3
976	между двумя	4	3
977	между отдельными	2	3
978	в глаза	1	3
979	всегда и	1	3
980	быть в	3	3
981	те и	11	3
982	вопросе о	3	3
983	человеку и	2	3
984	большей степени	2	3
985	наряду с	3	3
986	в шахматы	1	3
987	что иное	2	3
988	которое он	1	3
989	в меньшей	1	3
990	но еще	1	3
991	далеко за	4	3
992	в тот	4	3
993	более глубокий	1	3
994	в разной	1	3
995	в полной	1	3
996	что его	2	3
997	и того	8	3
998	такие же	1	3
999	в другие	1	3
1000	нам предстоит	1	3
1001	что их	2	3
1002	именно потому	3	3
1003	на другой	1	3
1004	явления в	1	3
1005	себя на	1	3
1006	этом смысле	5	3
1007	первый из	2	3
1008	в современной	3	3
1009	в силу	14	3
1010	бы оно	3	3
1011	есть все	1	3
1012	этом процессе	1	3
1013	которого мы	2	3
1014	это первый	1	3
1015	положения и	1	3
1016	а потому	3	3
1017	за ним	1	3
1018	известно что	2	3
1019	к одной	1	3
1020	теснейшим образом	1	3
1021	высшей ступени	2	3
1022	он действует	1	3
1023	из того	12	3
1024	и практики	1	3
1025	целом ряде	1	3
1026	же самые	6	3
1027	объединяет в	1	3
1028	собой и	3	3
1029	с ней	3	3
1030	в наших	2	3
1031	два месяца	1	3
1032	мы говорим	4	3
1033	к их	2	3
1034	относятся к	1	3
1035	может стать	2	3
1036	дает право	1	3
1037	именно поэтому	3	3
1038	со стороны	3	3
1039	друг от	5	3
1040	всей своей	1	3
1041	которая не	1	3
1042	все три	2	3
1043	как целое	1	3
1044	совершенно иной	3	3
1045	и тогда	1	3
1046	или иных	2	3
1047	в первых	1	3
1048	не потому	1	3
1049	видим таким	1	3
1050	и находит	1	3
1051	на улице	2	3
1052	всякий раз	1	3
1053	слово и	2	3
1054	к особому	1	3
1055	как во	1	3
1056	в понимании	1	3
1057	материал и	1	3
1058	движением в	1	3
1059	с него	1	3
1060	дает в	1	3
1061	они вовсе	1	3
1062	с того	3	3
1063	в первый	1	3
1064	этой части	1	3
1065	что каждый	1	3
1066	чем он	5	3
1067	правда и	1	3
1068	от друга	5	3
1069	указывает на	3	3
1070	и последующих	1	3
1071	нам в	2	3
1072	этой цели	1	3
1073	является не	2	3
1074	и понимания	1	3
1075	тех или	2	3
1076	существует только	2	3
1077	существенное в	1	3
1078	которую мы	3	3
1079	т.п и	1	3
1080	эти два	1	3
1081	этому и	2	3
1082	лежат в	3	3
1083	как чисто	2	3
1084	признать что	1	3
1085	переходит на	1	3
1086	для обозначения	1	3
1087	и благодаря	1	3
1088	бы он	1	3
1089	которое в	1	3
1090	как наиболее	2	3
1091	все более	4	3
1092	образом связаны	1	3
1093	не удалось	1	3
1094	устной речи	24	3
1095	именно это	2	3
1096	и совершенно	1	3
1097	иное как	2	3
1098	и уже	1	3
1099	в сложном	1	2
1100	различными формами	1	2
1101	с которыми	2	2
1102	более не	1	2
1103	в настоящем	1	2
1104	к другу	4	2
1105	с двух	2	2
1106	без исключения	1	2
1107	проблемы как	1	2
1108	формы в	1	2
1109	мы неоднократно	1	2
1110	его то	1	2
1111	на смену	1	2
1112	самых основных	1	2
1113	этих представлений	1	2
1114	на свою	2	2
1115	и смысловых	1	2
1116	всеми своими	1	2
1117	целое и	1	2
1118	есть совершенно	2	2
1119	они ни	1	2
1120	в природе	1	2
1121	это суждение	1	2
1122	широком смысле	1	2
1123	от внешней	1	2
1124	восприятия и	3	2
1125	и оказывается	3	2
1126	каждого нового	1	2
1127	языка в	1	2
1128	своей природе	4	2
1129	этого последнего	1	2
1130	почти исключительно	1	2
1131	нами раньше	1	2
1132	строго говоря	1	2
1133	и должна	1	2
1134	что вся	1	2
1135	и единства	1	2
1136	из себя	1	2
1137	не исключает	1	2
1138	за собой	4	2
1139	из одной	2	2
1140	образом что	2	2
1141	процессе развития	4	2
1142	эти факты	1	2
1143	из наиболее	1	2
1144	это единство	1	2
1145	тенденцию к	1	2
1146	переход от	7	2
1147	образом как	1	2
1148	речь не	3	2
1149	чего он	3	2
1150	ибо она	1	2
1151	теории и	4	2
1152	в отдельных	1	2
1153	на вопрос	7	2
1154	целом все	1	2
1155	о влиянии	2	2
1156	каждый отдельный	1	2
1157	мышления и	8	2
1158	первого из	1	2
1159	но из	1	2
1160	первый раз	1	2
1161	что при	4	2
1162	бы что	2	2
1163	эпоху в	1	2
1164	как объяснить	1	2
1165	как по	1	2
1166	с двумя	1	2
1167	он оказывается	2	2
1168	для развития	9	2
1169	и непосредственное	1	2
1170	т.е от	1	2
1171	оно совершается	2	2
1172	в двух	1	2
1173	полагает что	1	2
1174	свою силу	2	2
1175	вверх и	1	2
1176	речи мы	3	2
1177	это вполне	1	2
1178	если оно	1	2
1179	и осмысления	2	2
1180	не дошло	1	2
1181	понимания его	1	2
1182	мы всегда	1	2
1183	сильными и	1	2
1184	на чем	1	2
1185	должны быть	2	2
1186	и является	6	2
1187	чем больше	1	2
1188	совершенно так	1	2
1189	для жизни	1	2
1190	к каждому	1	2
1191	все дело	2	2
1192	также как	1	2
1193	оно имеет	4	2
1194	что есть	1	2
1195	близкий к	1	2
1196	сущности к	1	2
1197	оно может	2	2
1198	а главное	1	2
1199	нам кажется	2	2
1200	понятия и	11	2
1201	понять что	2	2
1202	одна часть	1	2
1203	раз он	3	2
1204	самое слово	2	2
1205	он уже	1	2
1206	вопросы о	1	2
1207	друг к	3	2
1208	мы встретились	1	2
1209	и должны	1	2
1210	которой не	1	2
1211	существенным образом	2	2
1212	теперь в	1	2
1213	от нас	1	2
1214	высшую ступень	7	2
1215	сам по	1	2
1216	хотя в	2	2
1217	дает и	1	2
1218	с каждым	1	2
1219	и делает	2	2
1220	здесь резко	1	2
1221	том и	1	2
1222	функции в	4	2
1223	их нужно	1	2
1224	что оно	9	2
1225	тем и	2	2
1226	это положение	2	2
1227	его теории	2	2
1228	предполагать что	1	2
1229	сложный и	2	2
1230	мы встречаемся	1	2
1231	ступени развития	3	2
1232	ключом к	1	2
1233	различие между	4	2
1234	сейчас же	2	2
1235	на другие	2	2
1236	выступает как	1	2
1237	к той	1	2
1238	против их	1	2
1239	к нашему	1	2
1240	наука в	1	2
1241	оба эти	5	2
1242	на некоторых	1	2
1243	эту задачу	1	2
1244	и поэтому	2	2
1245	прямой и	1	2
1246	это значение	1	2
1247	в ход	1	2
1248	только тогда	5	2
1249	что если	6	2
1250	только один	4	2
1251	на которые	3	2
1252	сегодня в	2	2
1253	постановке проблемы	1	2
1254	типичное для	2	2
1255	связанного с	2	2
1256	настоящей главе	2	2
1257	новые и	3	2
1258	которые уже	1	2
1259	как только	4	2
1260	самой природе	2	2
1261	его только	1	2
1262	интересует только	1	2
1263	времени почти	1	2
1264	мы называем	1	2
1265	моменты в	1	2
1266	которому он	1	2
1267	этом случае	5	2
1268	хорошо известны	1	2
1269	находятся в	3	2
1270	для второго	2	2
1271	на лбу	1	2
1272	что ему	2	2
1273	и многие	1	2
1274	игре в	1	2
1275	он делает	3	2
1276	на развитие	6	2
1277	способность к	3	2
1278	то мы	1	2
1279	участвуют в	1	2
1280	ключ ко	1	2
1281	имел в	1	2
1282	в первую	4	2
1283	поэтому оно	1	2
1284	действительное значение	1	2
1285	всего сказанного	1	2
1286	что ни	1	2
1287	в другую	3	2
1288	с теми	1	2
1289	из общей	2	2
1290	своей речи	1	2
1291	является по	2	2
1292	долгое время	1	2
1293	может только	1	2
1294	бы нам	2	2
1295	нет у	2	2
1296	в такой	5	2
1297	было именно	1	2
1298	более широкое	1	2
1299	бы совершенно	1	2
1300	а он	1	2
1301	и таким	1	2
1302	встречаются в	1	2
1303	тем чем	2	2
1304	тем сильнее	1	2
1305	свое выражение	1	2
1306	в самых	4	2
1307	мы должны	13	2
1308	могли не	1	2
1309	не с	2	2
1310	же что	1	2
1311	нам о	1	2
1312	уже очень	1	2
1313	и удалось	1	2
1314	могло быть	1	2
