N	3gram	Tiupa_Anal	Narrotol
196	сторону индивида и	1	1
197	возникает в результате	1	1
198	раскрывают содержание судьбы	1	1
199	лишь в самом	1	1
200	вступает в противоречие	1	1
201	и не должно	1	1
202	не смог бы	1	1
203	не мог быть	1	1
204	с этой стороны	1	1
205	отграниченная система смыслов	1	1
206	текста но и	1	1
207	одного из вероятных	1	1
208	лишь в одном	1	1
209	как говорилось выше	1	1
210	не менее не	1	1
211	само по себе	1	1
212	в полной мере	3	1
213	рассказа представляет собой	1	1
214	полном его составе	1	1
215	очередь членится на	1	1
216	а тем более	2	1
217	в смерти чиновника	1	1
218	в том или	1	1
219	в качестве одного	1	1
220	звучит один голос	1	1
221	из них не	1	1
222	в стране мертвых	1	1
223	принимает на себя	1	1
224	или иначе в	1	1
225	внутреннего зрения и	1	1
226	в рамках этой	1	1
227	нем звучит один	1	1
228	слова в соответствии	1	1
229	мы привыкли понимать	1	1
230	между рассказчиком и	1	1
231	имеет место в	1	1
232	следует смешивать с	1	1
233	в его личностности	1	1
234	своего рода механизмом	1	1
235	как раз и	1	1
236	завершенная и строго	1	1
237	соответствии с его	1	1
238	стабильно дифференцированном и	1	1
239	значении этого слова	1	1
240	а не с	1	1
241	в своем составе	3	1
242	только то что	1	1
243	не проходит бесследно	1	1
244	вести речь о	1	1
245	же время они	1	1
246	говорящих и слушающих	1	1
247	в организации кадров	1	1
248	с другой стороны	7	1
249	наличии у него	1	1
250	в этой связи	1	1
251	вынесенное в заглавие	1	1
252	из того что	1	1
253	во втором случае	1	1
254	то есть от	1	1
255	и т.п как	1	1
256	не тот кто	1	1
257	имея в виду	1	1
258	было бы ошибочно	1	1
259	автора и читателя	1	1
260	в значительной степени	3	1
261	и т.п в	1	1
262	он не тот	1	1
263	не мог бы	1	1
264	но и внутренне	1	1
265	в силу его	1	1
266	в тарасе бульбе	3	1
267	в нашем случае	1	1
268	который в свою	2	1
269	в окказиональном мире	1	1
270	есть не что	1	1
271	в этих случаях	1	1
272	делает героя в	1	1
273	мастере и маргарите	1	1
274	индивида и его	1	1
275	и читателя в	1	1
276	по сути своей	1	1
277	то есть в	1	1
278	и строго отграниченная	1	1
279	в ходе которого	1	1
280	они могут быть	1	1
281	является не только	1	1
282	никогда не бывает	1	1
283	готовом стабильно дифференцированном	1	1
284	следует вести о	1	1
285	если говорить о	1	1
286	качестве одного из	1	1
287	в противном случае	2	1
288	дело не с	1	1
289	в качестве нарративного	1	1
290	несут в себе	1	1
291	состоит как раз	1	1
292	в противоречие с	2	1
293	по крайней мере	5	1
294	в этом же	1	1
295	от своей судьбы	1	1
296	в результате чего	1	1
297	со стороны повествователя	2	1
298	свое отражение в	1	1
299	тогда как внутренняя	1	1
300	в готовом стабильно	1	1
301	себя в другом	1	1
302	один и тот	1	1
303	свою очередь членится	1	1
304	в нарративном дискурсе	1	1
305	случае мы имеем	1	1
306	участников коммуникативного события	3	1
307	том или ином	1	1
308	той же самой	1	1
309	что же касается	1	1
310	которые могли бы	1	1
311	одна из них	1	1
312	как и сам	1	1
313	как и в	6	1
314	не следует смешивать	1	1
315	и оцененном мире	1	1
316	не только к	2	1
317	и мире толстого	1	1
318	как это нередко	2	1
319	но и к	1	1
320	видит слышит и	1	1
321	ощущаться завершенная и	1	1
322	в начале второй	1	1
323	в соответствии со	3	1
324	выражает внеличную сторону	1	1
325	строго отграниченная система	1	1
326	одна из наиболее	1	1
327	стремится к однозначности	1	1
328	быть определена как	1	1
329	судьбы они едины	1	1
330	один из наиболее	1	1
331	они едины судьба	1	1
332	в нем звучит	1	1
333	в то время	1	1
334	в финале же	1	1
335	тем более что	1	1
336	своего рода общий	1	1
337	хранения и передачи	1	1
338	на этот вопрос	1	1
339	бахтин может ощущаться	1	1
340	в следующем эпизоде	1	1
341	не для того	1	1
342	несмотря на свою	1	1
343	встречается в качестве	1	1
344	его поступки только	1	1
345	по способу своего	1	1
346	в частности как	1	1
347	отделен от своей	1	1
348	именно в этом	1	1
349	данного коммуникативного события	3	1
350	еще не гарантирует	1	1
351	выше уже говорилось	1	1
352	не что иное	1	1
353	ни одна из	1	1
354	и здесь мы	1	1
355	мы узнаем о	1	1
356	однако что и	1	1
357	поступки только раскрывают	1	1
358	и для автора	1	1
359	и все его	1	1
360	в тексте случай	1	1
361	жизни и смерти	1	1
362	только раскрывают содержание	1	1
363	своей судьбы они	1	1
364	по тем или	1	1
365	может ощущаться завершенная	1	1
366	это уже не	1	1
367	может быть определена	1	1
368	не столько к	1	1
369	в финальной фразе	1	1
370	но иного рода	1	1
371	у меня в	1	1
372	самого коммуникативного события	3	1
373	при условии что	1	1
374	и его поступки	1	1
375	жанровой стратегией анекдота	1	1
376	и является в	1	1
377	в себе не	1	1
378	в полном его	1	1
379	входит в состав	1	1
380	том что он	2	1
381	тот кто говорит	1	1
382	место в тексте	1	1
383	в жанровом отношении	1	1
384	же как и	1	1
385	в литературе же	1	1
386	имеет в своем	1	1
387	в рамках которого	1	1
388	едины судьба выражает	1	1
389	к автору в	1	1
390	то она определяется	1	1
391	без опоры на	1	1
392	представляет собой один	1	1
393	с тем кто	1	1
394	например так и	1	1
395	как было показано	1	1
396	не отделен от	1	1
397	в основе своей	2	1
398	анекдот и притча	1	1
399	бахтин говорил о	1	1
400	что и в	1	1
401	в ударном положении	1	1
402	здесь и сейчас	1	1
403	к их числу	1	1
404	жизни тогда как	1	1
405	с этого момента	2	1
406	но с другой	1	1
407	ключевая роль принадлежит	1	1
408	в сущности говоря	1	1
