N	2gram	Trubetskoy	NovoeSre
165	все в	1	1
166	мир не	1	1
167	и мир	2	1
168	в самом	4	1
169	к одному	1	1
170	дальнейшее развитие	1	1
171	нет ничего	1	1
172	они являются	1	1
173	получает свое	1	1
174	еще при	1	1
175	и того	1	1
176	от нее	1	1
177	на западе	3	1
178	можно сказать	3	1
179	все что	2	1
180	человека в	1	1
181	эту эпоху	1	1
182	социальной жизни	1	1
183	то они	1	1
184	на человека	1	1
185	для всех	2	1
186	до сих	5	1
187	существования и	1	1
188	бога в	1	1
189	материальной культуре	1	1
190	и более	1	1
191	и этот	1	1
192	в котором	4	1
193	видел не	1	1
194	значение в	1	1
195	тоже не	1	1
196	ничем не	4	1
197	отличие от	1	1
198	по всем	1	1
199	сам себя	1	1
200	нельзя сказать	1	1
201	они не	1	1
202	из них	7	1
203	жить в	1	1
204	человек поставивший	1	1
205	и сейчас	2	1
206	свидетельствует о	2	1
207	мы уже	1	1
208	жизни а	1	1
209	бог и	1	1
210	т.е к	1	1
211	уже давно	2	1
212	народной стихии	6	1
213	период истории	1	1
214	к старым	1	1
215	уже в	2	1
216	эти слова	1	1
217	в свою	2	1
218	в значительной	3	1
219	для себя	1	1
220	из этих	10	1
221	что оставалось	1	1
222	во всяком	6	1
223	том числе	5	1
224	она оказалась	1	1
225	русского народа	3	1
226	культуры мы	1	1
227	не должно	1	1
228	одну из	1	1
229	для того	5	1
230	людей но	1	1
231	не по	1	1
232	не для	1	1
233	было лишь	1	1
234	религиозного сознания	6	1
235	есть соединение	1	1
236	не всегда	2	1
237	характерны для	1	1
238	и счастья	1	1
239	в этот	1	1
240	это уже	1	1
241	было бы	1	1
242	мы должны	6	1
243	и из	2	1
244	в сущности	1	1
245	и запада	1	1
246	ей придется	1	1
247	культуры на	2	1
248	религия и	1	1
249	в его	5	1
250	существует что	1	1
251	когда она	1	1
252	в чудовищных	1	1
253	к тем	1	1
254	от этой	1	1
255	прошлом в	1	1
256	должны быть	1	1
257	и через	1	1
258	и их	1	1
259	в которую	1	1
260	не с	2	1
261	культура была	1	1
262	мира то	1	1
263	бытия и	1	1
264	не были	1	1
265	как результат	1	1
266	и духовные	1	1
267	у нас	1	1
268	с богом	1	1
269	совершенно так	1	1
270	с другими	4	1
271	людей и	2	1
272	в виду	2	1
273	или к	1	1
274	запада и	1	1
275	силы а	1	1
276	форме он	1	1
277	превращается в	2	1
278	и до	1	1
279	борьбой с	1	1
280	духовной культуры	3	1
281	духовную жизнь	1	1
282	с собой	1	1
283	весь мир	1	1
284	и духовной	1	1
285	привела к	1	1
286	только в	4	1
287	народ не	1	1
288	не могут	2	1
289	под этим	1	1
290	по своей	2	1
291	реакцию против	1	1
292	материальные и	1	1
293	к достижению	3	1
294	их не	1	1
295	как существо	1	1
296	основанная на	1	1
297	сами по	1	1
298	это всегда	1	1
299	всего что	1	1
300	есть проблема	1	1
301	целью человека	1	1
302	в которой	3	1
303	этого мира	1	1
304	перед ними	1	1
305	заключает в	2	1
306	в этой	4	1
307	жизни это	1	1
308	а во-вторых	1	1
309	числе и	4	1
310	к чему	1	1
311	человеческой жизни	1	1
312	а по	1	1
313	а также	2	1
314	жизнь в	1	1
315	что его	1	1
316	как на	8	1
317	в отличие	1	1
318	он в	2	1
319	нет для	2	1
320	на нее	3	1
321	возможно что	1	1
322	на путь	1	1
323	оно есть	1	1
324	ней и	1	1
325	из всех	3	1
326	но все	7	1
327	не осталось	1	1
328	тем что	1	1
329	вера в	1	1
330	русский народ	3	1
331	и во	1	1
332	к этой	1	1
333	она скорее	1	1
334	то время	1	1
335	в христианстве	1	1
336	в конце	6	1
337	выход из	2	1
338	них не	2	1
339	дни и	1	1
340	так как	9	1
341	эти черты	2	1
342	замечательно что	1	1
343	в образе	2	1
344	к которому	2	1
345	в своем	3	1
346	давно уже	1	1
347	в космосе	1	1
348	в познании	1	1
349	лишь на	1	1
350	личности с	1	1
351	сих пор	5	1
352	культуру и	1	1
353	что он	4	1
354	их в	1	1
355	в силу	5	1
356	он может	1	1
357	стихии и	2	1
358	с душой	1	1
359	что мы	2	1
360	про него	1	1
361	и вместе	4	1
362	в этих	4	1
363	но если	2	1
364	перед собой	1	1
365	по себе	1	1
366	приводит к	2	1
367	только для	2	1
368	в области	9	1
369	видят в	1	1
370	к новой	1	1
371	в такой	1	1
372	все более	1	1
373	с ним	1	1
374	духовной и	1	1
375	и только	4	1
376	всяком случае	6	1
377	от неба	1	1
378	который можно	1	1
379	во время	4	1
380	друг друга	1	1
381	научного метода	1	1
382	связанный с	2	1
383	до начала	1	1
384	убеждения в	1	1
385	к своим	4	1
386	того же	6	1
387	в чем	1	1
388	в каком	1	1
389	у христианских	1	1
390	нет в	1	1
391	не был	1	1
392	и его	1	1
393	в эту	2	1
394	всю духовную	1	1
395	и особенно	2	1
396	и у	8	1
397	одного и	1	1
398	на это	1	1
399	не удалось	1	1
400	жизни с	1	1
401	богу или	1	1
402	всех народов	1	1
403	лишь по	1	1
404	совершается в	1	1
405	связано с	2	1
406	востока и	2	1
407	от этого	1	1
408	мира с	1	1
409	и нет	3	1
410	к нему	7	1
411	становится в	1	1
412	на них	1	1
413	людей в	1	1
