N	2gram	Ircho_Kome	NovoeSre
342	из всех	2	1
343	что не	1	1
344	но все	4	1
345	не осталось	1	1
346	оба они	1	1
347	тем что	5	1
348	античному миру	1	1
349	принято считать	1	1
350	и во	4	1
351	только одна	1	1
352	к этой	1	1
353	она скорее	1	1
354	то время	8	1
355	времени не	1	1
356	это время	5	1
357	в конце	7	1
358	того времени	3	1
359	в основу	1	1
360	них не	1	1
361	так как	6	1
362	в образе	4	1
363	к которому	4	1
364	в своем	6	1
365	не совершив	1	1
366	той социальной	1	1
367	одна десятая	1	1
368	них нельзя	1	1
369	политической жизни	1	1
370	в последние	2	1
371	есть по	1	1
372	долгое время	1	1
373	сих пор	3	1
374	и вполне	1	1
375	что он	11	1
376	на себя	5	1
377	и она	1	1
378	их в	1	1
379	в силу	4	1
380	и очень	2	1
381	он может	1	1
382	цивилизации и	1	1
383	большинстве случаев	2	1
384	всю жизнь	1	1
385	которые могут	1	1
386	и никакой	1	1
387	крестьяне и	1	1
388	в этих	5	1
389	в период	5	1
390	для решения	1	1
391	перед лицом	5	1
392	к античности	1	1
393	но если	4	1
394	перед собой	1	1
395	которым оно	1	1
396	по себе	2	1
397	небом и	2	1
398	в речах	1	1
399	жили в	1	1
400	приводит к	1	1
401	только для	1	1
402	античной цивилизации	1	1
403	в области	3	1
404	времени а	2	1
405	видят в	1	1
406	все более	4	1
407	нуждается в	2	1
408	с ним	1	1
409	и потеряли	1	1
410	духовной и	1	1
411	и только	1	1
412	что само	1	1
413	демократии в	5	1
414	ли он	1	1
415	от всех	1	1
416	к той	1	1
417	всяком случае	4	1
418	речи о	1	1
419	зависимости от	1	1
420	во время	11	1
421	она могла	1	1
422	та или	1	1
423	друг друга	2	1
424	идей и	1	1
425	только потому	2	1
426	в эти	2	1
427	до начала	5	1
428	к своим	1	1
429	в это	3	1
430	того же	4	1
431	в известном	2	1
432	служить только	1	1
433	во времени	1	1
434	не случайно	1	1
435	борьба за	1	1
436	в чем	3	1
437	в каком	1	1
438	ничего нет	1	1
439	нет в	1	1
440	не был	1	1
441	он действует	1	1
442	и трудно	1	1
443	отказаться от	2	1
444	и его	17	1
445	в эту	2	1
446	явлением хотя	1	1
447	и особенно	7	1
448	и у	3	1
449	страны в	1	1
450	на это	3	1
451	не удалось	5	1
452	за его	1	1
453	понять что	1	1
454	огромную роль	1	1
455	человека не	1	1
456	что новое	1	1
457	римской империи	2	1
458	от этого	2	1
459	и нет	1	1
460	ко времени	3	1
461	к нему	5	1
462	все отрицательные	1	1
463	становится в	3	1
464	чтобы понять	1	1
465	ему не	1	1
