N	2gram	Potebnia_M	Psycholo
104	и здесь	3	25
105	жизни и	3	25
106	до сих	4	24
107	с таким	3	24
108	тем что	13	24
109	художественное произведение	6	24
110	указывает на	8	24
111	в целом	5	24
112	в своем	6	23
113	сих пор	4	23
114	один из	7	23
115	что если	5	23
116	целый ряд	2	23
117	что оно	12	23
118	для этого	1	23
119	могут быть	6	23
120	с этим	12	22
121	из них	11	22
122	что у	4	22
123	между тем	19	22
124	и даже	3	22
125	когда мы	4	22
126	всякий раз	1	22
127	т д	5	22
128	как она	2	22
129	в котором	7	21
130	том чтобы	4	21
131	в двух	1	21
132	в которых	5	21
133	той же	6	21
134	в своей	2	21
135	искусство есть	3	21
136	ни в	2	21
137	что эта	3	21
138	но только	3	21
139	как мы	8	21
140	и вот	1	21
141	и только	5	21
142	другой стороны	4	20
143	в то	16	20
144	тот же	2	20
145	она не	4	20
146	несмотря на	2	20
147	там где	6	20
148	это не	2	20
149	все эти	1	20
150	в одном	4	19
151	что при	3	19
152	мы уже	5	19
153	в какой	3	19
154	мы должны	6	19
155	в ее	3	19
156	у него	3	19
157	он говорит	3	19
158	с этой	2	18
159	в которой	9	18
160	можно было	1	18
161	но в	8	18
162	зависимости от	1	18
163	в каком	8	18
164	вслед за	6	18
165	что с	2	18
166	на самом	4	18
167	но не	8	18
168	и есть	4	18
169	был бы	2	18
170	перед нами	3	18
171	видим что	1	18
172	есть не	9	18
173	в виду	1	17
174	во всяком	4	17
175	полагает что	1	17
176	время как	3	17
177	что для	5	17
178	из этих	10	17
179	но это	9	17
180	только не	5	17
181	у нас	2	17
182	и о	6	17
183	и к	5	16
184	из которых	1	16
185	к этому	3	16
186	та же	3	16
187	сводится к	1	16
188	то это	9	16
189	с самого	1	16
190	в таком	6	16
191	и тем	8	16
192	чувства и	5	16
193	не имеет	10	16
194	формы и	2	16
195	так и	17	16
196	тому как	6	16
197	от того	10	16
198	в результате	1	15
199	в них	9	15
200	только на	4	15
201	что именно	5	15
202	во всех	1	15
203	мы знаем	1	15
204	как говорит	1	15
205	могли бы	3	15
206	не могут	7	15
207	о котором	2	15
208	совершенно верно	1	15
209	и потому	9	15
210	далеко не	5	15
211	еще не	9	15
212	для него	14	15
213	не можем	8	15
214	в совершенно	1	14
215	хотя бы	3	14
216	одной и	6	14
217	но он	3	14
218	очевидно что	9	14
219	и той	4	14
220	главным образом	1	14
221	то время	7	14
222	в художественном	1	14
223	это и	2	14
224	это только	2	14
225	того как	10	14
226	прежде всего	6	14
227	что всякое	1	14
228	заключает в	10	14
229	что на	3	14
230	те же	6	14
231	в жизни	1	14
232	не то	6	14
233	бы в	3	14
234	столь же	8	14
235	показывает что	2	14
236	должна быть	2	14
237	это есть	1	14
238	всяком случае	3	14
239	этом отношении	2	14
240	или в	4	14
241	к которым	2	14
242	есть только	9	14
243	в области	3	14
244	с ним	10	14
245	факт что	1	14
246	само по	6	14
247	именно в	5	13
248	а с	4	13
249	с здесь	3	13
250	могла бы	2	13
251	с такой	1	13
252	знаем что	1	13
253	в той	2	13
254	едва ли	1	13
255	и он	1	13
256	могло бы	2	13
257	как он	1	13
258	должен был	2	13
259	со стороны	4	13
260	в этих	2	12
261	их в	3	12
262	не менее	9	12
263	того же	5	12
264	я не	1	12
265	в самой	1	12
266	тогда когда	20	12
267	сам по	9	12
268	в свою	6	12
269	состоит в	1	12
270	но если	2	12
271	и другое	3	12
272	и может	4	12
273	это в	2	12
274	и с	4	12
275	например в	9	12
276	что по	4	12
277	что этот	2	12
278	что его	3	12
279	что не	12	12
280	художественном произведении	3	12
281	и до	2	12
282	ничего не	1	12
283	в поэзии	4	12
284	об этом	4	12
285	что эти	3	12
286	в нашей	1	12
287	так например	3	11
288	понятно что	1	11
289	конечно не	2	11
290	не было	12	11
291	не будет	4	11
292	мы видели	5	11
293	была бы	5	11
294	подобно тому	3	11
295	поэзии и	8	11
296	оба эти	2	11
297	но мы	3	11
298	на этот	1	11
299	мы могли	2	11
300	уже в	10	11
301	на все	3	11
302	бы мы	2	11
303	и других	3	11
304	отличие от	2	11
305	он должен	2	11
306	исходя из	1	11
307	есть в	6	11
308	по поводу	8	11
309	его в	6	11
310	были бы	1	11
311	образом и	3	11
312	и из	2	11
313	отдельного человека	1	11
314	этого слова	14	11
315	с его	1	11
316	с но	3	11
317	думать что	6	11
318	на это	4	11
319	но совершенно	1	11
320	во всем	2	10
321	только из	2	10
322	нам кажется	7	10
323	не так	1	10
324	том и	1	10
325	сами по	3	10
326	только тогда	13	10
327	именно на	2	10
328	как нельзя	1	10
329	данном случае	3	10
330	в их	2	10
331	что ни	3	10
332	в одной	1	10
333	от него	2	10
334	отличается от	1	10
335	в данном	3	10
336	должно быть	9	10
337	в состоянии	5	10
338	тому же	1	10
339	но как	2	10
340	совсем не	2	10
341	и от	5	10
342	представить себе	5	10
343	мы в	3	10
344	здесь мы	1	10
345	не является	1	10
346	ее в	2	10
347	тому чтобы	1	10
348	это было	3	10
349	и между	4	10
350	и их	4	10
351	на нас	4	9
352	но что	4	9
353	мы найдем	1	9
354	не есть	24	9
355	так сказать	6	9
356	в действительности	7	9
357	вопрос о	2	9
358	образом что	2	9
359	на него	3	9
360	что даже	5	9
361	кажется нам	1	9
362	внимание на	2	9
363	и говорит	1	9
364	и следовательно	3	9
365	в чем	6	9
366	под влиянием	1	9
367	и та	5	9
368	заставляет нас	3	9
369	бы не	6	9
370	его и	1	9
371	из его	1	9
372	на основании	1	9
373	ответ на	3	9
374	в виде	3	9
375	по своему	2	9
376	по его	1	9
377	на его	4	9
378	и по	5	9
379	в самых	1	9
380	тем самым	11	9
381	и ее	1	9
382	которые не	1	9
383	точно так	15	9
384	но все	2	9
385	мысль о	12	9
386	можно сказать	4	9
387	и другой	1	9
388	с в	4	9
389	к чему	2	9
390	и именно	1	9
391	совершенно другой	1	9
392	мысль что	4	9
393	если же	1	9
394	которое мы	2	9
395	в силу	7	9
396	каждого из	2	9
397	оно есть	4	9
398	мы хотим	1	9
399	по этому	2	9
400	должен быть	1	9
401	том случае	2	9
402	и наконец	3	9
403	не к	4	9
404	формы в	3	8
405	это значит	1	8
406	из двух	4	8
407	себе и	1	8
408	чтобы показать	1	8
409	жизни с	1	8
410	всех остальных	1	8
411	в сознании	36	8
412	одно и	7	8
413	и тот	5	8
414	в общем	1	8
415	чувств и	1	8
416	действие искусства	1	8
417	и конечно	1	8
418	уже из	1	8
419	что же	3	8
420	он в	1	8
421	тем же	6	8
422	такое же	5	8
423	о нем	1	8
424	произведения искусства	2	8
425	смысле этого	9	8
426	в такой	2	8
427	бы совершенно	1	8
428	и таким	1	8
429	как все	1	8
430	и вообще	4	8
431	образом мы	1	8
432	этому поводу	1	8
433	место в	4	8
434	и эта	2	8
435	в собственном	3	8
436	больше чем	1	8
437	и значение	2	8
438	с другом	1	8
439	гораздо более	1	8
440	по преимуществу	1	8
441	в произведении	4	8
442	из того	2	8
443	чтобы понять	1	8
444	друг с	1	8
445	именно потому	1	8
446	кажется что	3	8
447	этом смысле	2	8
448	в нее	5	8
449	во время	4	8
450	к нему	7	8
451	в противоречие	1	8
452	в процессе	2	8
453	из которого	1	8
454	и более	4	8
455	относится к	6	8
456	том как	3	8
457	мы получим	1	8
458	и во	1	8
459	он может	2	8
460	самое в	1	8
461	бы и	4	8
462	жизнь и	1	8
463	которую мы	1	8
464	эти два	1	8
465	стороны и	1	8
466	только то	1	8
467	что поэт	2	8
468	еще раз	2	7
469	он видит	1	7
470	мысли и	8	7
471	не как	3	7
472	и там	1	7
473	к самому	2	7
474	от этого	2	7
475	свою очередь	6	7
476	она есть	2	7
477	на том	1	7
478	только при	2	7
479	связи с	6	7
480	больше и	1	7
481	в каждом	6	7
482	что такое	2	7
483	должны быть	3	7
484	что только	7	7
485	для чего	1	7
486	принадлежат к	1	7
487	и при	5	7
488	себе не	6	7
489	чувство и	1	7
490	есть нечто	6	7
491	в течение	2	7
492	только один	3	7
493	к ним	3	7
494	именно то	2	7
495	не существует	5	7
496	случае если	2	7
497	но при	1	7
498	это можно	4	7
499	же в	3	7
500	все что	4	7
501	и другую	1	7
502	нас в	3	7
503	одно из	6	7
504	даны в	1	7
505	этот закон	1	7
506	легче всего	1	7
507	когда в	2	7
508	которые мы	3	7
509	приходит к	1	7
510	в глаза	2	7
511	в нашем	1	7
512	от себя	1	7
513	и заставляет	1	7
514	время в	3	7
515	и эти	1	7
516	на другой	2	7
517	и почему	2	7
518	с которым	3	7
519	а как	2	7
520	взгляд на	1	7
521	за ним	4	7
522	если это	1	7
523	себя и	4	7
524	признать что	2	7
525	это то	1	7
526	ее с	2	7
527	времени и	2	7
528	что здесь	1	7
529	ее не	4	7
530	же после	1	7
531	отказаться от	2	7
532	и которая	1	7
533	дело в	1	7
534	до тех	5	7
535	есть как	1	7
536	слова в	7	7
537	до самого	1	6
538	даже в	3	6
539	более или	6	6
540	к другу	1	6
541	каким образом	2	6
542	он был	1	6
543	пор пока	2	6
544	только как	9	6
545	людей и	2	6
546	что как	4	6
547	к этим	1	6
548	и искусство	1	6
549	вносит в	2	6
550	первый раз	1	6
551	после этого	1	6
552	эти три	1	6
553	рядом с	2	6
554	что чувство	1	6
555	того и	2	6
556	из него	4	6
557	не могла	2	6
558	что есть	3	6
559	образом в	4	6
560	должны будем	3	6
561	одного и	2	6
562	друг к	1	6
563	говорит нам	2	6
564	таким путем	2	6
565	оно не	7	6
566	к его	2	6
567	и затем	3	6
568	никто не	5	6
569	да и	2	6
570	у меня	2	6
571	тех пор	5	6
572	для нее	1	6
573	каждой из	3	6
574	каждый из	1	6
575	находятся в	3	6
576	ее на	1	6
577	показывают что	1	6
578	от всех	1	6
579	на нее	2	6
580	сама по	3	6
581	с однако	1	6
582	один и	2	6
583	и без	9	6
584	не все	5	6
585	и другого	2	6
586	с то	1	6
587	к ней	7	6
588	которые в	1	6
589	слова и	8	6
590	поэтического произведения	2	6
591	еще более	1	6
592	действие и	1	6
593	из нее	2	6
594	иначе как	2	6
595	имеет в	1	6
596	говорить о	6	6
597	не что	1	6
598	нам что	1	6
599	или менее	6	6
600	есть по	1	6
601	для понимания	5	6
602	что иное	1	6
603	от действительности	1	6
604	тем не	7	6
605	и вместе	6	6
606	в себя	1	6
607	а только	7	6
608	мысль и	2	6
609	не дает	2	6
610	или же	8	6
611	внутренняя форма	18	6
612	за пределы	2	6
613	уже не	11	6
614	значит что	2	6
615	независимо от	10	6
616	почему он	2	6
617	а потому	8	6
618	его с	3	6
619	только одно	1	6
620	тот кто	1	6
621	то и	10	6
622	не потому	2	6
623	в обществе	1	6
624	без всякого	2	6
625	заметить что	7	6
626	что я	5	6
627	ничем не	1	6
628	в первый	1	6
629	эту мысль	1	6
630	о ее	1	6
631	уже совершенно	1	6
632	так в	4	6
633	нисколько не	1	6
634	что касается	1	6
635	или его	1	6
636	отношение к	2	6
637	только после	1	6
638	иное как	1	6
639	в душе	17	5
640	к действительности	1	5
641	тем как	4	5
642	между ними	4	5
643	что чем	2	5
644	и сам	1	5
645	мы получаем	1	5
646	на эту	1	5
647	действительность и	2	5
648	нам не	2	5
649	с конца	1	5
650	нас и	1	5
651	в смысле	4	5
652	и еще	1	5
653	к которому	1	5
654	но так	3	5
655	бы то	2	5
656	такой степени	5	5
657	произведении искусства	4	5
658	поэзии в	2	5
659	чем в	2	5
660	мы на	1	5
661	ее от	2	5
662	с двумя	1	5
663	сходство с	1	5
664	между собой	1	5
665	а другой	1	5
666	в эту	4	5
667	эти слова	2	5
668	тем и	5	5
669	отдельных лиц	2	5
670	все остальное	1	5
671	его к	2	5
672	и насколько	1	5
673	и чем	3	5
674	если в	2	5
675	в другой	3	5
676	отношения к	2	5
677	к таким	1	5
678	нет ни	2	5
679	том смысле	6	5
680	в словах	3	5
681	на вопрос	2	5
682	быть не	4	5
683	значение и	1	5
684	и теперь	6	5
685	и наоборот	5	5
686	нет и	2	5
687	указывают на	3	5
688	у них	1	5
689	то или	2	5
690	нам только	1	5
691	что ему	1	5
692	когда они	1	5
693	нас не	1	5
694	зависит от	7	5
695	с если	1	5
696	он как	2	5
697	одна и	2	5
698	неизмеримо более	1	5
699	мы нашли	1	5
700	таком случае	2	5
701	все равно	5	5
702	и смысл	1	5
703	однако не	1	5
704	том виде	2	5
705	на одном	2	5
706	разницы между	2	5
707	в каждой	4	5
708	к одному	7	5
709	мысли в	2	5
710	но она	1	5
711	не следует	6	5
712	человека и	8	5
713	для такого	1	5
714	нашего существа	1	5
715	по тому	7	5
716	по выражению	1	5
717	что то	1	5
718	связь с	4	5
719	только для	3	5
720	но даже	3	5
721	но они	1	5
722	так мы	1	5
723	не мог	1	5
724	то в	1	5
725	видели что	1	5
726	и было	1	5
727	это будет	1	5
728	но еще	1	5
729	и самым	1	5
730	хотя и	3	5
731	и за	1	5
732	наше внимание	1	5
733	столько же	2	5
734	не знает	4	5
735	которое в	2	5
736	в других	3	5
737	он сказал	1	5
738	в один	4	5
739	себя в	1	5
740	собственном смысле	2	5
741	поэтической и	1	5
742	в область	1	5
743	же самые	1	5
744	она и	1	5
745	в известном	1	5
746	знает что	1	5
747	я говорю	1	5
748	еще и	1	5
749	и тогда	4	5
750	видим в	1	5
751	принадлежит к	1	5
752	том же	2	5
753	силу того	2	5
754	есть к	3	5
755	только о	2	5
756	легко заметить	1	5
757	образом все	1	5
758	а то	2	5
759	или что	4	5
760	в очень	1	5
761	человека в	2	5
762	его не	2	5
763	который мы	1	5
764	мы различаем	2	5
765	или не	3	5
766	смотрит на	2	5
767	конечно в	1	5
768	мы станем	1	5
769	как из	1	5
770	допустить что	1	5
771	одного из	1	5
772	вызывает в	2	5
773	все более	2	5
774	с уверенностью	1	4
775	чем сильнее	1	4
776	и говорить	2	4
777	от одного	5	4
778	или от	4	4
779	форму и	1	4
780	в речи	4	4
781	из всего	1	4
782	к другим	4	4
783	и другим	2	4
784	в порядке	1	4
785	где она	1	4
786	в поэтическом	2	4
787	нам в	1	4
788	заключено в	1	4
789	из себя	3	4
790	должна была	1	4
791	а между	6	4
792	от той	2	4
793	из одного	3	4
794	и формы	1	4
795	находится в	5	4
796	есть конечно	1	4
797	не найдем	1	4
798	или наоборот	2	4
799	потому не	1	4
800	это верно	1	4
801	но для	1	4
802	не остается	1	4
803	человек и	2	4
804	в связи	1	4
805	работа мысли	1	4
806	одном из	4	4
807	если оно	1	4
808	все остальные	3	4
809	нашего сознания	1	4
810	противоречие и	1	4
811	одним словом	3	4
812	чем больше	3	4
813	и хотя	3	4
814	природы и	2	4
815	художественные произведения	1	4
816	такого же	1	4
817	на место	1	4
818	указанием на	3	4
819	с с	1	4
820	искусство может	2	4
821	всего того	1	4
822	можно сделать	1	4
823	в корне	1	4
824	с он	1	4
825	от своего	2	4
826	можно назвать	2	4
827	к другому	3	4
828	что такие	1	4
829	на два	1	4
830	с которой	2	4
831	то все	1	4
832	отношении к	3	4
833	что когда	1	4
834	как например	2	4
835	одной из	3	4
836	в глазах	3	4
837	здесь не	1	4
838	мы с	1	4
839	это одно	1	4
840	только потому	8	4
841	если только	1	4
842	понять как	1	4
843	может не	1	4
844	видит что	1	4
845	нашу мысль	1	4
846	в первой	1	4
847	основана на	1	4
848	бы для	2	4
849	себе что	2	4
850	который как	1	4
851	но эта	3	4
852	в стороне	1	4
853	перейти к	1	4
854	содержание искусства	1	4
855	по самой	1	4
856	деле мы	1	4
857	разница между	3	4
858	не по	1	4
859	не с	4	4
860	что нам	1	4
861	или как	1	4
862	и вне	1	4
863	поэзии с	1	4
864	может и	1	4
865	себе а	4	4
866	для ребенка	2	4
867	и содержания	1	4
868	b с	4	4
869	того не	1	4
870	до такой	3	4
871	именно эти	2	4
872	в первом	5	4
873	по отношению	12	4
874	что ее	1	4
875	мы только	2	4
876	а нечто	1	4
877	в это	2	4
878	и того	2	4
879	тем в	1	4
880	остановимся на	1	4
881	в воображении	1	4
882	процесс в	1	4
883	приблизительно так	1	4
884	его действия	1	4
885	не имеем	3	4
886	что те	2	4
887	перед ним	1	4
888	я думаю	2	4
889	так то	1	4
890	на наших	1	4
891	настоящее время	1	4
892	с этими	1	4
893	составляющих его	1	4
894	который в	2	4
895	после того	2	4
896	мы читаем	1	4
897	именно из	2	4
898	слов в	6	4
899	нигде не	1	4
900	что между	2	4
901	и восприятие	1	4
902	в несколько	1	4
903	ли мы	3	4
904	указывая на	2	4
905	при восприятии	2	4
906	в мире	3	4
907	без которого	2	4
908	его жизни	2	4
909	достигает своего	1	4
910	развивается в	1	4
911	для его	1	4
912	такое что	1	4
913	это может	1	4
914	однако в	1	4
915	и никогда	1	4
916	и каждый	1	4
917	что может	1	4
918	что без	2	4
919	что до	3	4
920	такие же	2	4
921	в языке	19	4
922	никогда еще	2	4
923	не на	1	4
924	если не	6	4
925	образом если	1	4
926	может стать	3	4
927	заключается не	1	4
928	мы говорим	2	4
929	в настоящее	1	4
930	с ними	6	4
931	в слове	41	4
932	ничего общего	2	4
933	вытекает из	2	4
934	зависимость от	1	4
935	те или	1	4
936	этой жизни	1	4
937	более и	1	4
938	в истории	2	4
939	же время	8	4
940	нуждаются в	1	4
941	во сне	1	4
942	мог бы	1	4
943	произведения и	1	4
944	не знаем	5	4
945	дает нам	3	4
946	что ребенок	1	4
947	одним и	4	4
948	как у	2	4
949	исследования мы	1	4
950	без всяких	1	4
951	когда оно	3	4
952	в ту	2	4
953	а b	4	4
954	к своему	3	4
955	это так	2	4
956	предположить что	4	4
957	за то	1	4
958	не могу	1	4
959	к тем	4	4
960	что образ	1	4
961	говоря о	5	4
962	с все	1	4
963	в пределах	1	4
964	стало быть	4	4
965	в понимании	1	4
966	благодаря этому	1	4
967	этом рассказе	1	4
968	с действием	1	4
969	возможны только	3	3
970	здесь же	1	3
971	же и	3	3
972	со всем	1	3
973	что художественное	2	3
974	а у	1	3
975	образа в	4	3
976	в большей	3	3
977	какой бы	1	3
978	него в	1	3
979	не столько	2	3
980	что тогда	1	3
981	а напротив	2	3
982	из чего	1	3
983	или на	2	3
984	с не	2	3
985	по своим	1	3
986	на первый	1	3
987	связано с	2	3
988	можем сказать	1	3
989	мы вместе	1	3
990	все и	1	3
991	творчества в	1	3
992	мысли что	6	3
993	было в	6	3
994	эти чувства	1	3
995	к своей	2	3
996	чего не	1	3
997	нечто такое	2	3
998	уже и	1	3
999	на одну	1	3
1000	более сложное	1	3
1001	известным образом	4	3
1002	по которым	1	3
1003	образом как	1	3
1004	во времена	2	3
1005	в разных	4	3
1006	он сам	2	3
1007	и чувства	1	3
1008	на котором	4	3
1009	понятие о	3	3
1010	образа к	1	3
1011	та и	2	3
1012	все в	3	3
1013	мысли так	2	3
1014	души в	2	3
1015	здесь как	3	3
1016	смысл для	1	3
1017	мы старались	2	3
1018	это обстоятельство	1	3
1019	которого он	1	3
1020	с другими	9	3
1021	в минуту	1	3
1022	есть еще	4	3
1023	в самые	1	3
1024	заключить что	3	3
1025	в последних	1	3
1026	по одному	1	3
1027	человеке и	2	3
1028	если я	1	3
1029	действие которое	1	3
1030	поэтическое произведение	1	3
1031	нами как	1	3
1032	бы она	2	3
1033	в наше	1	3
1034	мы всегда	1	3
1035	другом и	1	3
1036	имеет целью	1	3
1037	не заключает	3	3
1038	иметь в	2	3
1039	и другая	2	3
1040	с нашими	1	3
1041	своего материала	1	3
1042	его как	3	3
1043	теми же	1	3
1044	произведением искусства	2	3
1045	той которая	1	3
1046	самое понятие	1	3
1047	и самое	3	3
1048	что слова	1	3
1049	от простого	1	3
1050	оно было	1	3
1051	от нас	4	3
1052	под этим	1	3
1053	в более	4	3
1054	в форме	2	3
1055	и самая	1	3
1056	что нет	1	3
1057	что поэзия	2	3
1058	от игры	1	3
1059	то на	1	3
1060	о самом	1	3
1061	обращается к	2	3
1062	с такими	1	3
1063	это время	1	3
1064	явлений и	3	3
1065	этому что	1	3
1066	словами и	1	3
1067	смотреть как	3	3
1068	нет ничего	2	3
1069	бросается в	1	3
1070	то он	2	3
1071	всем этом	1	3
1072	и состоит	2	3
1073	на основе	1	3
1074	не быть	1	3
1075	и содержание	2	3
1076	с а	2	3
1077	для меня	5	3
1078	в которую	1	3
1079	материал не	1	3
1080	и об	1	3
1081	переходит к	1	3
1082	пока мы	1	3
1083	при определении	1	3
1084	на противоречие	1	3
1085	форма и	1	3
1086	сложнее и	1	3
1087	котором мы	2	3
1088	чувством и	1	3
1089	и проч	25	3
1090	имеет и	1	3
1091	общего с	1	3
1092	не из	4	3
1093	мы еще	1	3
1094	формы не	1	3
1095	этом случае	2	3
1096	то они	1	3
1097	наших глазах	2	3
1098	которые все	1	3
1099	этих слов	2	3
1100	слова а	1	3
1101	участие в	1	3
1102	том в	1	3
1103	как именно	1	3
1104	в таких	4	3
1105	нечто совершенно	1	3
1106	внутреннюю форму	8	3
1107	им с	1	3
1108	это возможно	1	3
1109	которое было	2	3
1110	возможно и	1	3
1111	можно выразить	1	3
1112	стремление к	1	3
1113	и я	3	3
1114	со своей	2	3
1115	но уже	2	3
1116	чувства как	1	3
1117	тем более	9	3
1118	бы ни	6	3
1119	с первого	2	3
1120	на них	2	3
1121	в строении	1	3
1122	связь и	2	3
1123	в сознание	16	3
1124	бы назвать	1	3
1125	каждый раз	3	3
1126	нам о	1	3
1127	что можно	1	3
1128	может показаться	1	3
1129	понять что	1	3
1130	в одинаковой	1	3
1131	пришел к	1	3
1132	душевной жизни	10	3
1133	к работе	1	3
1134	он с	1	3
1135	несомненно что	3	3
1136	как форма	2	3
1137	остались бы	1	3
1138	в море	1	3
1139	что человек	4	3
1140	которое может	1	3
1141	быть может	7	3
1142	ко всем	5	3
1143	равно как	2	3
1144	его на	3	3
1145	там же	8	3
1146	зависят от	2	3
1147	которое не	2	3
1148	время с	1	3
1149	к другой	4	3
1150	и такие	1	3
1151	которой он	1	3
1152	сам не	1	3
1153	двери и	1	3
1154	действительно так	1	3
1155	если так	1	3
1156	между двумя	5	3
1157	связь между	6	3
1158	превращается в	3	3
1159	из виду	4	3
1160	на самое	1	3
1161	вообще и	2	3
1162	быть в	1	3
1163	как я	1	3
1164	что содержание	6	3
1165	на словах	2	3
1166	человека то	2	3
1167	и столь	1	3
1168	на язык	1	3
1169	не принадлежит	2	3
1170	то для	2	3
1171	ни было	2	3
1172	объяснить почему	1	3
1173	души и	2	3
1174	даже на	1	3
1175	не была	1	3
1176	как же	1	3
1177	же с	7	3
1178	одним из	3	3
1179	быть только	5	3
1180	большее количество	1	3
1181	от одной	3	3
1182	картины или	1	3
1183	зрения и	2	3
1184	искусства а	2	3
1185	образ есть	2	3
1186	с как	1	3
1187	точек зрения	1	3
1188	на которую	2	3
1189	искусства к	1	3
1190	то ни	1	3
1191	не более	1	3
1192	художника и	2	3
1193	хотя в	3	3
1194	ни одно	2	3
1195	даже не	2	3
1196	нас с	1	3
1197	на стороне	2	3
1198	их и	1	3
1199	другому и	2	3
1200	нельзя не	1	3
1201	на который	2	3
1202	мы называем	2	3
1203	образы и	1	3
1204	найти в	1	3
1205	и др	1	3
1206	с чем	3	3
1207	мы помним	1	3
1208	бы быть	3	3
1209	особенно легко	1	3
1210	составить себе	1	3
1211	и музыка	1	3
1212	и который	1	3
1213	на ее	2	3
1214	нас как	1	3
1215	самое произведение	1	3
1216	для себя	3	3
1217	есть для	7	3
1218	внутренней формы	31	3
1219	о которой	1	3
1220	как говорят	1	3
1221	на читателя	1	3
1222	идет от	2	3
1223	ни о	3	3
1224	прибавим к	1	3
1225	не другие	1	3
1226	которые могут	1	3
1227	можно найти	1	3
1228	друг от	2	3
1229	которая не	2	3
1230	заключенное в	2	3
1231	но напротив	1	3
1232	бы с	1	3
1233	на той	2	3
1234	чем то	1	3
1235	мы его	2	3
1236	связана с	1	3
1237	сознании и	4	3
1238	объективное и	1	3
1239	не могло	3	3
1240	очень хорошо	1	3
1241	на картине	1	3
1242	к следующему	1	3
1243	их с	1	3
1244	нам и	1	3
1245	увидим ниже	1	3
1246	они были	1	3
1247	в прямом	1	3
1248	смысле что	2	3
1249	отношению к	10	3
1250	и восприятия	1	3
1251	что так	1	3
1252	если даже	1	3
1253	что каждый	1	3
1254	чем он	1	3
1255	как нечто	3	3
1256	слово в	6	3
1257	но с	1	3
1258	от друга	2	3
1259	согласно с	4	3
1260	или иначе	1	3
1261	а также	1	3
1262	места в	1	3
1263	и оно	3	3
1264	форма в	5	3
1265	отношения между	4	3
1266	а к	4	3
1267	всеми остальными	3	3
1268	к чему-то	1	3
1269	может считаться	1	3
1270	быть и	1	3
1271	составные части	1	3
1272	совершенно невозможно	1	3
1273	скажем что	2	3
1274	впечатление которое	1	3
1275	даже для	1	3
1276	говорит не	1	3
1277	и многие	3	3
1278	в сложном	2	2
1279	со стихиями	1	2
1280	они имеют	1	2
1281	могут иметь	1	2
1282	образов в	1	2
1283	как много	1	2
1284	развития языка	1	2
1285	не зависит	1	2
1286	звуковую форму	1	2
1287	в отдельном	1	2
1288	время не	1	2
1289	в общей	1	2
1290	остается при	1	2
1291	видеть не	1	2
1292	и такое	3	2
1293	есть известная	1	2
1294	этим объясняется	1	2
1295	на свою	2	2
1296	есть именно	2	2
1297	уже на	2	2
1298	не составляют	3	2
1299	последних словах	1	2
1300	понятно и	1	2
1301	и чувство	2	2
1302	мысли о	6	2
1303	поводу этой	1	2
1304	от поэзии	1	2
1305	есть то	3	2
1306	искусств в	1	2
1307	живописи и	1	2
1308	говорится о	1	2
1309	ту что	1	2
1310	искусству мы	1	2
1311	некоторые из	1	2
1312	с пером	1	2
1313	не хотим	1	2
1314	уже до	1	2
1315	следовало бы	2	2
1316	существование и	1	2
1317	не согласиться	1	2
1318	видели в	1	2
1319	что мне	1	2
1320	своей природе	1	2
1321	чувства но	1	2
1322	поэзия есть	2	2
