N	3gram	Nazirov_Tv	Psycholo
276	все та же	1	1
277	и тут же	1	1
278	всю жизнь и	1	1
279	в первой части	3	1
280	справедливо указывает на	1	1
281	вполне может быть	1	1
282	уже говорили что	1	1
283	у нас не	1	1
284	в первом акте	1	1
285	в первую очередь	1	1
286	раза в день	1	1
287	и по самому	1	1
288	от хронологической последовательности	1	1
289	на деле это	1	1
290	есть по преимуществу	1	1
291	только с этой	1	1
292	за ней последовать	1	1
293	и приводит к	1	1
294	трагедии в трагедии	1	1
295	все это в	1	1
296	и только для	1	1
297	лежит в плане	1	1
298	человек и его	1	1
299	для него было	1	1
300	из внешних условий	1	1
301	ни в чем	1	1
302	они имеют дело	1	1
303	что у нас	1	1
304	осуществляется главным образом	1	1
305	к королю лиру	1	1
306	у него есть	1	1
307	не может служить	1	1
308	художественного произведения как	1	1
309	война и мир	1	1
310	перед мысленным взором	1	1
311	в письме к	1	1
312	собой в его	1	1
313	странно ли что	1	1
314	ни на чем	1	1
315	они представляют собой	1	1
316	вот почему для	1	1
317	нам хотелось бы	1	1
318	героя и его	1	1
319	что оно не	1	1
320	а не то	1	1
321	в том же	3	1
322	он более не	1	1
323	но и душу	1	1
324	в том числе	1	1
325	у нас принято	1	1
326	и вследствие этого	1	1
327	так что они	1	1
328	что он был	1	1
329	из жизни но	1	1
330	автора и не	1	1
331	автор как бы	1	1
332	что он сам	1	1
333	в глубине души	1	1
334	к человеку и	1	1
335	живут только в	1	1
336	формы в то	1	1
337	что в своих	1	1
338	могут быть названы	1	1
339	конечном счете и	1	1
340	как и всякая	1	1
341	и прежде всего	1	1
342	потому что сама	1	1
343	и в то	3	1
344	что в основу	1	1
345	и в других	1	1
346	знать об этом	1	1
347	такую же роль	1	1
348	время видим что	1	1
349	он принадлежит к	1	1
350	мы видим как	1	1
351	у него не	1	1
352	может быть к	1	1
353	говорил что он	1	1
354	принципиально отличную от	1	1
355	в романе мы	1	1
356	в другом месте	1	1
357	с там же	10	1
358	в третий раз	1	1
359	образом и в	1	1
360	хотя бы эта	1	1
361	о том чтобы	1	1
362	что они имеют	1	1
363	которые сами по	1	1
364	мы узнаем в	1	1
365	и всякий раз	2	1
366	в мысли и	1	1
367	на другой день	1	1
368	те и другие	1	1
369	мы понимаем что	1	1
370	все время видим	1	1
371	между человеком и	1	1
372	ведет к тому	1	1
373	нашу мысль на	1	1
374	противоречии с этой	1	1
375	все это является	1	1
376	а вместе с	1	1
377	он создает себе	1	1
378	в русской литературе	2	1
379	не заметить что	1	1
380	в мировой литературе	1	1
381	по преимуществу в	1	1
382	в которой он	1	1
383	в действительной жизни	1	1
384	традиционное представление о	1	1
385	ясно как день	1	1
386	сплошь и рядом	1	1
387	ту или иную	1	1
388	что же касается	1	1
389	таком случае это	1	1
390	со своего пути	1	1
391	как к объекту	1	1
392	это объясняется тем	1	1
393	одном из писем	1	1
394	наглядное представление о	1	1
395	себе что он	1	1
396	тем что они	1	1
397	к сознанию необходимости	1	1
398	где он говорит	1	1
399	его с женщиной	1	1
400	не знать об	1	1
401	отметить что в	1	1
402	в известном смысле	2	1
403	связано с определенным	1	1
404	объясняется тем что	1	1
405	все же именно	1	1
406	т п эта	1	1
407	должен сознаться что	1	1
408	не сводится к	1	1
409	она дана в	1	1
410	и он всегда	1	1
411	еще не все	1	1
412	на первый взгляд	1	1
413	и в ее	1	1
414	но только не	1	1
415	из действующих лиц	1	1
416	между тем из	1	1
417	он говорит о	1	1
418	то чтобы вызвать	1	1
419	а нередко и	1	1
