N	2gram	Trubetskoy	VeschiIm
605	себе как	1	2
606	гораздо более	2	2
607	не случайно	1	2
608	но для	2	2
609	мы сказали	4	2
610	в одну	4	2
611	сливаются в	1	2
612	что на	2	2
613	одной и	2	1
614	то ведь	1	1
615	тою же	1	1
616	нет а	1	1
617	науки на	1	1
618	другом они	1	1
619	заметим что	2	1
620	для всех	1	1
621	до сих	15	1
622	надо знать	1	1
623	него только	1	1
624	та же	4	1
625	мы и	2	1
626	зрения на	1	1
627	которые совершенно	1	1
628	что касается	6	1
629	они и	1	1
630	его мнению	1	1
631	на эти	1	1
632	них в	2	1
633	и свою	1	1
634	если в	1	1
635	с и	1	1
636	собою все	1	1
637	за исключением	1	1
638	которых мы	4	1
639	научной литературе	1	1
640	ним и	1	1
641	которых идет	3	1
642	из таких	2	1
643	оно было	1	1
644	случае мы	1	1
645	часть его	1	1
646	у другого	1	1
647	сравниваем с	1	1
648	и культура	4	1
649	даже в	3	1
650	из всех	5	1
651	будет не	1	1
652	своем уме	1	1
653	ее тоже	1	1
654	поставить и	1	1
655	интересен и	1	1
656	или нет	1	1
657	и различие	1	1
658	строго говоря	1	1
659	в общую	1	1
660	не требует	1	1
661	и кажется	1	1
662	что большинство	1	1
663	ибо без	1	1
664	ни другое	1	1
665	в принципе	1	1
666	представим себе	1	1
667	от чистой	1	1
668	в общей	2	1
669	социальной жизни	4	1
670	культуры вообще	1	1
671	своих собственных	2	1
672	силой и	1	1
673	нами в	1	1
674	после этого	1	1
675	исторического развития	2	1
676	гораздо меньше	1	1
677	же эти	1	1
678	однако при	2	1
679	в них	2	1
680	или для	1	1
681	стоит в	1	1
682	в духе	1	1
683	вместо того	1	1
684	каждое новое	1	1
685	здесь мы	1	1
686	надо чтобы	2	1
687	из двух	2	1
688	а во-вторых	1	1
689	только когда	1	1
690	выше всякой	2	1
691	сил и	2	1
692	всегда в	1	1
693	хотя часто	1	1
694	в моем	1	1
695	все дело	2	1
696	как при	2	1
697	и факты	1	1
698	чем их	2	1
699	иначе как	1	1
700	тут уже	1	1
701	основанные на	3	1
702	из всего	1	1
703	и будет	2	1
704	представление о	3	1
705	из собственного	1	1
706	совершенно необходимой	1	1
707	можно назвать	3	1
708	мы получаем	1	1
709	будем понимать	1	1
710	и должен	1	1
711	так это	1	1
712	в наиболее	1	1
713	с ума	1	1
714	к таким	2	1
715	мы называли	1	1
716	будучи сами	1	1
717	с такими	1	1
718	при более	2	1
719	а именно	1	1
720	жизнь все	1	1
721	никакой нет	1	1
722	одинаковой мере	1	1
723	на эту	1	1
724	то ему	2	1
725	в которых	2	1
726	никто не	2	1
727	отчасти и	1	1
728	требует более	1	1
729	собою в	1	1
730	зависимости от	2	1
731	этой стороны	1	1
732	вся культура	1	1
733	отсюда вытекает	1	1
734	подходить к	1	1
735	с ярко	1	1
736	ничего общего	3	1
737	но мы	1	1
738	что надо	1	1
739	на первый	2	1
740	относиться к	1	1
741	опять и	1	1
742	свой смысл	1	1
743	к той	2	1
744	который и	1	1
745	частей и	1	1
746	в дальнейшем	4	1
747	такое положение	1	1
748	указывало бы	1	1
749	только благодаря	1	1
750	наконец и	1	1
751	которые не	3	1
752	наука в	1	1
753	от тех	3	1
754	больше чем	1	1
755	них мы	1	1
756	же я	1	1
757	даже наоборот	1	1
758	и всех	1	1
759	дело заключается	1	1
760	бы с	1	1
761	и история	1	1
762	что этот	1	1
763	язык и	1	1
764	по тем	2	1
765	существование и	1	1
766	время из	1	1
767	тут надо	1	1
768	одно целое	1	1
769	сам не	1	1
770	и заключается	1	1
771	и социальной	2	1
772	и каждое	1	1
773	с нами	1	1
774	они все-таки	1	1
775	этого положения	1	1
776	являются не	1	1
777	вмещает в	1	1
778	вызывает в	1	1
779	они считают	1	1
780	и истории	5	1
781	точно и	1	1
782	не а	1	1
783	как эта	1	1
784	двух или	3	1
785	поймут и	1	1
786	лишь в	5	1
787	между двумя	5	1
788	аргумент который	1	1
789	бы их	1	1
790	образом получается	1	1
791	мы все	2	1
792	к своим	2	1
793	наконец как	1	1
794	теории все	1	1
795	говорят что	1	1
796	в различных	1	1
797	связь между	1	1
798	и наиболее	1	1
799	большей частью	1	1
800	допустить что	1	1
801	образом от	1	1
802	психологии с	1	1
803	что такая	1	1
804	уже и	3	1
805	своих частей	1	1
806	всякий смысл	1	1
807	что когда	1	1
808	я буду	1	1
809	перед глазами	1	1
810	оно существует	1	1
811	не забудем	1	1
812	всегда будет	4	1
813	при этом	9	1
814	но этот	1	1
815	всегда и	1	1
816	связанной с	1	1
817	потому и	2	1
818	или эти	1	1
819	всего человечества	1	1
820	ее динамика	1	1
821	единство и	1	1
822	и там	2	1
823	основан на	1	1
824	можно найти	1	1
825	возможность и	1	1
826	с такою	1	1
827	отдельного субъекта	1	1
828	еще нет	1	1
829	частью в	1	1
830	необходимо сделать	1	1
831	он все	2	1
832	они должны	3	1
833	таких условиях	2	1
834	с большим	1	1
835	а сам	1	1
836	всеми прочими	2	1
837	это предполагает	1	1
838	без внутреннего	1	1
839	за пределами	1	1
840	к которому	1	1
841	эти вопросы	1	1
842	только при	2	1
843	как от	1	1
844	в каждый	6	1
845	сих пор	15	1
846	том же	4	1
847	в сознании	7	1
848	нельзя ибо	2	1
849	их различных	1	1
850	из самой	1	1
851	не имеющее	1	1
852	будет только	2	1
853	быть потому	1	1
854	для этих	1	1
855	от себя	2	1
856	начать как	1	1
857	с тех	1	1
858	в отдельных	2	1
859	на котором	1	1
860	на этих	1	1
861	именно этот	1	1
862	бы это	1	1
863	тождества между	1	1
864	из этих	8	1
865	по только	1	1
866	же он	1	1
867	и духовного	1	1
868	они могут	2	1
869	не будучи	1	1
870	они вовсе	1	1
871	ближе чем	1	1
872	собой а	1	1
873	они были	1	1
874	его можно	1	1
875	тоже весьма	1	1
876	из этой	2	1
877	он должен	2	1
878	представить себе	2	1
879	ли эти	1	1
880	и весь	2	1
881	и капитализм	1	1
882	этом случае	4	1
883	или просто	1	1
884	отнесся к	1	1
885	то они	4	1
886	стоит на	1	1
887	и культуры	4	1
888	собой и	1	1
889	для большинства	1	1
890	даже когда	1	1
891	как другие	1	1
892	мыслим и	1	1
893	как две	2	1
894	многих других	2	1
895	они оба	1	1
896	а наоборот	3	1
897	они не	2	1
898	вывод что	1	1
899	нам надо	1	1
900	и говорить	3	1
901	зрения что	1	1
902	на нашу	2	1
903	сам он	1	1
904	на том	2	1
905	в угоду	1	1
906	реальной и	1	1
907	при таких	2	1
908	мы знаем	10	1
909	мало и	1	1
910	а вместо	1	1
911	всех возможных	1	1
912	тогда и	1	1
913	то для	1	1
914	естественно что	1	1
915	к а	1	1
916	и сильно	1	1
917	совершенно одинаковой	1	1
918	что так	1	1
919	по мнению	1	1
920	на точку	1	1
921	отличия от	1	1
922	основанную на	2	1
923	что с	6	1
924	мало того	4	1
925	будет относиться	1	1
926	ее в	1	1
927	что несмотря	2	1
928	указание на	1	1
929	даже если	3	1
930	на самом	7	1
931	одному и	1	1
932	полного тождества	2	1
933	что каждый	1	1
934	слова что	1	1
935	в течение	4	1
936	смысле этого	1	1
937	что указывало	1	1
938	себе никаких	1	1
939	по этому	2	1
940	и всякой	1	1
941	тому же	6	1
942	ноги и	1	1
943	а на	1	1
944	без внимания	1	1
945	чем в	3	1
946	что составляет	1	1
947	без всяких	1	1
948	отказаться от	1	1
949	чтобы я	1	1
950	а за	1	1
951	в общем	6	1
952	и где	2	1
953	я выражался	1	1
954	во внимание	2	1
955	себя а	1	1
956	и тому	2	1
957	в ту	2	1
958	есть признак	1	1
959	собой ибо	1	1
960	всем миром	1	1
961	мысли я	1	1
962	из своих	1	1
963	действительности к	1	1
964	в таком	4	1
965	что их	3	1
966	или иная	1	1
967	сходство с	2	1
968	очень много	3	1
969	это слово	1	1
970	между этими	2	1
971	всех но	1	1
972	кто в	1	1
973	будет несколько	1	1
974	на другую	1	1
975	большею частью	5	1
976	лишь на	1	1
977	обстоятельство что	1	1
978	и иметь	1	1
979	по одному	3	1
980	может только	1	1
981	но по	3	1
982	и социальная	1	1
983	то из	3	1
984	основано на	5	1
985	и духовной	1	1
986	в этих	3	1
987	этого слова	2	1
988	на одном	2	1
989	не могут	4	1
990	никак невозможно	1	1
991	по его	2	1
992	большим трудом	1	1
993	даже что	1	1
994	этих элементов	1	1
995	много и	1	1
996	что как	4	1
997	в других	1	1
998	другой но	1	1
999	говорили выше	6	1
1000	у данного	1	1
1001	и по	3	1
1002	всех своих	1	1
1003	основанной на	1	1
1004	что та	4	1
1005	уже сказали	1	1
1006	и оставаться	1	1
1007	только лишь	1	1
1008	к истине	1	1
1009	тут только	1	1
1010	назвать такое	1	1
1011	это конечно	2	1
1012	своей части	1	1
1013	на нем	1	1
1014	религию и	1	1
1015	с самого	1	1
1016	в вопросе	2	1
1017	будто бы	1	1
1018	отличие от	3	1
1019	каких бы	1	1
1020	а его	1	1
1021	данный момент	4	1
1022	в целях	1	1
1023	чистом виде	1	1
1024	эти последние	2	1
1025	выше что	2	1
1026	на вере	1	1
1027	мы воспринимаем	1	1
1028	двумя одинаково	1	1
1029	этого сделать	1	1
1030	психологической точки	1	1
1031	две стороны	1	1
1032	не могу	1	1
1033	от этих	1	1
1034	носит именно	1	1
1035	зрения в	1	1
1036	и окажется	1	1
1037	во всей	2	1
1038	на ступени	1	1
1039	каждый момент	1	1
1040	сущностью этого	1	1
1041	и весьма	1	1
1042	когда этот	1	1
1043	это по	1	1
1044	связанных друг	1	1
1045	в одинаковой	1	1
1046	принципиально в	1	1
1047	более мелких	1	1
1048	нечего и	3	1
1049	то обстоятельство	1	1
1050	отличные от	2	1
1051	всеми этими	2	1
1052	с уже	2	1
1053	эти рассуждения	1	1
1054	два человека	2	1
1055	для их	1	1
1056	всех других	2	1
1057	не приходится	1	1
1058	все те	1	1
1059	из него	2	1
1060	не могла	1	1
1061	вере в	1	1
1062	если все	1	1
1063	конечно в	2	1
1064	от самого	1	1
1065	является одним	1	1
1066	в нашей	1	1
1067	факт что	4	1
1068	не следует	2	1
1069	и я	1	1
1070	том кто	1	1
1071	в современной	1	1
1072	предрассудки о	1	1
1073	чтобы их	1	1
1074	но так	2	1
1075	уже одно	1	1
1076	к которой	3	1
1077	находить в	1	1
1078	и часто	1	1
1079	этим он	1	1
1080	вопрос можно	1	1
1081	идет речь	8	1
1082	и выше	1	1
1083	это действительно	1	1
1084	если только	1	1
1085	как из	1	1
1086	ни то	1	1
1087	поэтому если	1	1
1088	ясно также	1	1
1089	же самое	1	1
1090	вопрос в	1	1
1091	тот или	1	1
1092	с большой	1	1
1093	со своими	2	1
1094	тех пор	2	1
1095	это потому	1	1
1096	культуры и	11	1
1097	психология и	1	1
1098	и самого	1	1
1099	оба они	1	1
1100	до сознания	1	1
1101	этот путь	1	1
1102	части в	2	1
1103	могут быть	1	1
1104	в зависимости	1	1
1105	бы он	1	1
1106	одним из	4	1
1107	один аргумент	1	1
1108	ее из	1	1
1109	все одинаково	1	1
1110	понять что	2	1
1111	или иной	1	1
1112	представление об	4	1
1113	ибо в	4	1
1114	будет всегда	4	1
1115	в данный	1	1
1116	все другие	1	1
1117	в эти	3	1
1118	у людей	1	1
1119	а как	1	1
1120	представьте себе	1	1
1121	они так	1	1
1122	надо было	1	1
1123	такой постановки	1	1
1124	и пребывает	1	1
1125	еще менее	1	1
1126	в так	1	1
1127	эта культура	4	1
1128	всех этих	4	1
1129	таким же	3	1
1130	которой мы	2	1
1131	имеет свою	1	1
1132	в один	2	1
1133	от них	2	1
1134	смысл что	1	1
1135	не надо	3	1
1136	одного и	3	1
1137	и наконец	3	1
1138	вообще нет	1	1
1139	у того	1	1
1140	кажется что	1	1
1141	а который	1	1
1142	быть самым	1	1
1143	как общее	1	1
1144	меньше чем	2	1
