N	2gram	Propp_Morf	Formalny
324	от того	4	5
325	же в	3	5
326	все более	1	5
327	может и	1	5
328	не можем	1	5
329	от него	2	4
330	и другие	6	4
331	является в	2	4
332	к этой	1	4
333	ни стало	1	4
334	не являются	1	4
335	от одного	1	4
336	или на	3	4
337	исходить из	1	4
338	он является	1	4
339	только как	1	4
340	в каких	2	4
341	формы его	1	4
342	между двумя	1	4
343	увидим что	2	4
344	для данного	1	4
345	превращается в	2	4
346	самого начала	1	4
347	в основу	2	4
348	на него	4	4
349	во всей	1	4
350	одна из	5	4
351	на котором	4	4
352	в некоторых	4	4
353	тем не	7	4
354	что такое	3	4
355	и этим	7	4
356	бы к	1	4
357	от тех	1	4
358	в таком	1	4
359	от других	2	4
360	не будет	1	4
361	этот вопрос	4	4
362	или иное	1	4
363	могла бы	4	4
364	он в	1	4
365	не значит	3	4
366	однако и	1	4
367	та же	3	4
368	в последнем	3	4
369	на западе	1	4
370	его из	1	4
371	героя в	5	4
372	по принципу	1	4
373	подобно тому	6	4
374	как не	1	4
375	вместо того	1	4
376	это положение	2	4
377	и действительно	1	4
378	это время	1	4
379	нет в	1	4
380	к другому	2	4
381	думать что	1	4
382	так чтобы	1	4
383	целый ряд	3	4
384	более и	1	4
385	им в	1	4
386	но если	10	4
387	он должен	3	4
388	сам он	3	4
389	о нем	1	4
390	что каждый	1	4
391	в ином	3	4
392	зрения его	1	4
393	а на	3	4
394	или в	6	4
395	но эта	1	4
396	исторической действительности	1	4
397	лишь с	2	4
398	один и	1	4
399	пр все	1	4
400	наука о	2	4
401	с самого	1	4
402	и притом	1	4
403	тех же	4	4
404	как он	1	4
405	к ней	3	4
406	одним из	2	4
407	и художественной	1	4
408	и тогда	3	4
409	во всем	1	3
410	какого бы	1	3
411	для всех	1	3
412	и очень	1	3
413	зрения их	1	3
414	дело с	1	3
415	это значит	1	3
416	остановиться на	1	3
417	в одном	2	3
418	ни одна	4	3
419	весь этот	1	3
420	она является	1	3
421	в точном	1	3
422	а именно	1	3
423	за ней	2	3
424	в это	1	3
425	поставить вопрос	2	3
426	на первый	3	3
427	во все	1	3
428	не всегда	10	3
429	это было	3	3
430	но они	2	3
431	в различных	2	3
432	они должны	1	3
433	формы в	1	3
434	следующим образом	4	3
435	же происходит	2	3
436	друг с	1	3
437	для этой	3	3
438	не то	1	3
439	не происходит	3	3
440	или наоборот	2	3
441	мы видим	15	3
442	и функции	3	3
443	нашей работы	2	3
444	а и	3	3
445	что при	3	3
446	в качестве	8	3
447	но как	3	3
448	о возможности	1	3
449	но он	1	3
450	одно а	1	3
451	лишь постольку	1	3
452	же касается	1	3
453	из одного	1	3
454	в чем	2	3
455	вопроса о	3	3
456	в противном	1	3
457	все остальные	1	3
458	не дает	1	3
459	ту же	2	3
460	так что	1	3
461	кажется что	1	3
462	что эта	2	3
463	всех других	2	3
464	и тот	2	3
465	в форме	6	3
466	тем и	2	3
467	в нее	2	3
468	приходим к	3	3
469	если они	2	3
470	никак нельзя	1	3
471	лишь к	1	3
472	и этот	2	3
473	с такой	1	3
474	смысле слова	4	3
475	и при	3	3
476	уже знаем	1	3
477	быть поняты	1	3
478	основная задача	1	3
479	борьбы с	1	3
480	и создает	1	3
481	со всеми	1	3
482	во что	1	3
483	одновременно с	1	3
484	если это	3	3
485	можно назвать	3	3
486	в в	2	3
487	вряд ли	2	3
488	в которых	2	3
489	от форм	1	3
490	влияния на	1	3
491	бы не	1	3
492	том как	2	3
493	в каком	2	3
494	на своем	1	3
495	ничего общего	1	3
496	к созданию	1	3
497	перед нами	14	3
498	но оно	2	3
499	все они	1	3
500	вытекает из	2	3
501	не дают	1	3
502	это то	1	3
503	явления и	1	3
504	оно является	1	3
505	для нее	1	3
506	вступает в	1	3
507	ни были	1	3
508	при анализе	1	3
509	состоит в	3	3
510	в данной	2	3
511	к следующему	1	3
512	он может	2	3
513	же он	1	3
514	пришлось бы	1	3
515	тот же	1	3
516	или другой	2	3
517	то мы	5	3
518	и мотивировки	1	3
519	материал для	1	3
520	или иной	1	3
521	дело в	1	3
522	и другое	1	3
523	вообще не	2	3
524	противном случае	1	3
525	перейти к	2	3
526	со своей	1	3
527	на его	5	3
528	с другом	1	3
529	метод и	1	3
530	значение для	1	3
531	может иметь	1	3
532	в предисловии	1	3
533	одну из	1	3
534	а от	1	3
535	иногда и	2	3
536	во второй	2	3
537	не с	2	3
538	и иных	2	3
539	же самое	1	3
540	или точнее	1	3
541	и вне	3	3
542	в плане	1	3
543	изучения и	1	3
544	что о	2	3
545	на то	3	3
546	вне этих	1	3
547	дело обстоит	1	3
548	и совершенно	1	3
549	а н	1	3
550	от изучения	1	2
551	этот материал	1	2
552	это утверждение	1	2
553	все что	1	2
554	только один	1	2
555	если материал	1	2
556	совершаться в	1	2
557	и становятся	2	2
558	совершенно очевидно	1	2
559	тем как	1	2
560	или нет	2	2
561	же относятся	1	2
562	о чем	1	2
563	привести к	1	2
564	герой является	1	2
565	нами в	4	2
566	это определение	1	2
567	положения в	1	2
568	о необходимости	1	2
569	каждое новое	1	2
570	именно и	1	2
571	из нее	1	2
572	принадлежат к	1	2
573	том или	1	2
574	в собственном	3	2
575	даже просто	1	2
576	может существовать	3	2
577	функций в	1	2
578	при помощи	12	2
579	совершенно безразлично	1	2
580	от различных	1	2
581	так если	3	2
582	не прав	1	2
583	ними и	1	2
584	из важнейших	1	2
585	этот прием	1	2
586	к другой	2	2
587	или другим	1	2
588	по тем	1	2
589	она могла	1	2
590	говорить не	1	2
591	в этот	1	2
592	особое место	2	2
593	правда и	1	2
594	так то	1	2
595	с другим	1	2
596	а сам	1	2
597	же они	2	2
598	эти вопросы	1	2
599	находится в	1	2
600	с этими	1	2
601	что она	2	2
602	момент в	2	2
603	который в	2	2
604	что говорит	1	2
605	в создании	1	2
606	но так	2	2
607	чем это	2	2
608	себя в	2	2
609	и становится	1	2
610	два круга	1	2
611	таковой он	1	2
612	этого и	1	2
613	переходим к	1	2
614	является результатом	2	2
615	указать на	1	2
616	лишь о	1	2
617	к разрешению	1	2
618	увидим дальше	1	2
619	несмотря на	4	2
620	из моментов	1	2
621	а ведь	1	2
622	разница между	1	2
623	и сама	1	2
624	и развития	1	2
625	чем в	2	2
626	эти функции	2	2
627	или не	3	2
628	не знает	2	2
629	прежде чем	5	2
630	говорить лишь	1	2
631	форм их	1	2
632	и хорошо	1	2
633	здесь же	3	2
634	и всю	1	2
635	литературе и	1	2
636	когда говорят	1	2
637	лишь на	2	2
638	от одной	1	2
639	в ряду	1	2
640	к вопросу	2	2
641	и некоторые	1	2
642	от действия	1	2
643	а для	1	2
644	той или	1	2
645	вошел в	1	2
646	из воды	1	2
647	а с	2	2
648	бы показать	1	2
649	данный момент	1	2
650	героя и	3	2
651	дана в	1	2
652	принципов и	1	2
653	оказалось бы	1	2
654	что его	4	2
655	сюда же	5	2
656	определить ее	1	2
657	действующих лиц	22	2
658	на нем	3	2
659	одно и	1	2
660	можно было	4	2
661	важно не	1	2
662	иметь в	1	2
663	также не	1	2
664	как один	1	2
665	привести в	1	2
666	как эта	1	2
667	ни одной	2	2
668	мы их	1	2
669	однако в	2	2
670	но есть	3	2
671	в первой	1	2
672	и есть	3	2
673	совершенно непонятно	1	2
674	значит что	4	2
675	для чего	1	2
676	из этой	1	2
677	превращаются в	1	2
678	эти формы	2	2
679	были бы	1	2
680	нет а	1	2
681	собственном смысле	3	2
682	и возможно	1	2
683	от материала	1	2
684	даны в	1	2
685	как с	1	2
686	этот закон	1	2
687	мы приходим	3	2
688	и материал	1	2
689	те элементы	2	2
690	но она	1	2
691	на первом	1	2
692	это уже	3	2
693	уже говорить	1	2
694	в другой	1	2
695	сюжет но	1	2
696	формах в	2	2
697	относить к	1	2
698	в тех	8	2
699	эти явления	1	2
700	постольку поскольку	1	2
701	очень много	2	2
702	совершенно иное	1	2
703	начинается с	5	2
704	где же	1	2
705	с ними	1	2
706	этой точки	1	2
707	конечно и	1	2
708	их и	1	2
709	то оно	1	2
710	не делает	1	2
711	они пришли	1	2
712	далеко не	5	2
713	и просто	1	2
714	можно утверждать	1	2
715	никто не	4	2
716	в следующей	1	2
717	возникает вопрос	3	2
718	три основные	1	2
719	помощью этого	1	2
720	ни к	2	2
721	а если	4	2
722	где нет	1	2
723	связаны между	1	2
724	в круг	2	2
725	и вот	1	2
726	е на	1	2
727	не должно	1	2
728	в отдельности	1	2
729	из его	2	2
730	находится еще	1	2
731	или иных	1	2
732	не потому	1	2
733	основные элементы	2	2
734	предполагает уже	1	2
735	имеем в	8	2
736	или вообще	2	2
737	в деревне	1	2
738	содержания но	1	2
739	то она	1	2
740	на этот	2	2
741	него самого	1	2
742	его место	1	2
743	и нет	1	2
744	мы еще	1	2
745	или вовсе	1	2
746	к началу	4	2
747	этом случае	10	2
748	или просто	2	2
749	и многие	1	2
750	ему в	1	2
751	исторического изучения	1	2
752	вывод что	2	2
753	при таких	1	2
754	мы имеем	19	2
755	к основным	1	2
756	или с	3	2
757	же не	1	2
758	таком случае	1	2
759	в виде	3	2
760	но с	2	2
761	что ни	2	2
762	в силу	1	2
763	и начинается	1	2
764	с теми	4	2
765	непосредственно как	1	2
766	что этот	2	2
767	которыми в	1	2
768	можно будет	3	2
769	говорят о	1	2
770	что мы	2	2
771	различных народов	1	2
772	форма в	3	2
773	людей в	1	2
774	этих двух	1	2
775	том случае	3	2
776	создает новый	3	2
777	и эти	1	2
778	это диктуется	1	2
779	в наши	2	2
780	чтобы овладеть	2	2
781	и ни	1	2
782	дело не	2	2
783	сама она	1	2
784	и всякая	1	2
785	в другом	2	2
786	этой схемы	1	2
787	рассматривать как	1	2
788	может лежать	1	2
789	в лице	1	2
790	весь материал	1	2
791	этого нет	2	2
792	все содержание	1	2
793	это можно	2	2
794	при изучении	1	2
795	их на	2	2
796	тех или	1	2
797	в эти	1	2
798	характер они	1	2
799	смысла но	1	2
800	здесь по-видимому	1	2
801	ведь и	1	2
802	если она	2	2
803	мы условно	1	2
804	есть не	1	2
805	пр он	3	1
806	достигается тем	1	1
807	они имеют	1	1
808	всего это	3	1
809	материала может	1	1
810	могут иметь	2	1
811	сказка как	1	1
812	мы ценим	1	1
813	нет они	1	1
814	законы и	1	1
815	еще раз	1	1
816	состава и	1	1
817	в постановке	1	1
818	не нужна	1	1
819	кроме тех	1	1
820	же законы	1	1
821	в момент	1	1
822	важен как	1	1
823	должны привести	1	1
824	уходит из	1	1
825	и направлено	1	1
826	до него	1	1
827	не оказывает	3	1
828	более широкой	1	1
829	как отдельные	1	1
830	вопросу о	2	1
831	по собственной	1	1
832	в нашу	1	1
833	в следующих	1	1
834	формы т	1	1
835	и был	1	1
836	в море	5	1
837	что многие	2	1
838	задача на	1	1
839	быть заменено	1	1
840	по-видимому не	1	1
841	потому не	2	1
842	как условный	1	1
843	например с	2	1
844	всего возникает	1	1
845	с известной	1	1
846	одно из	1	1
847	форма у	1	1
848	что основные	1	1
849	шкловский и	1	1
850	эти признаки	1	1
851	не меняет	2	1
852	как сюжет	1	1
853	как таковых	3	1
854	с собой	3	1
855	формы эти	2	1
856	раз он	3	1
857	иначе чем	2	1
858	наши задачи	1	1
859	единого принципа	1	1
860	одним общим	1	1
861	быть разработаны	1	1
862	чтобы в	1	1
863	быть названа	1	1
864	извне а	1	1
865	на свой	1	1
866	этой цели	1	1
867	некоторые другие	1	1
868	данного понятия	1	1
869	каким образом	1	1
870	точность в	1	1
871	из самых	1	1
872	и задачи	2	1
873	ведет к	1	1
874	не составляют	1	1
875	или другие	1	1
876	между прочим	1	1
877	мы получаем	2	1
878	там же	1	1
879	ухо к	1	1
880	духа в	1	1
881	на эти	1	1
882	одновременно и	1	1
883	стремления к	1	1
884	на эту	1	1
885	можно увидеть	2	1
886	совершенно одинаково	2	1
887	это бывает	1	1
888	только для	2	1
889	через все	1	1
890	прошлого века	1	1
891	известной и	1	1
892	или во	1	1
893	может дать	2	1
894	прочим и	1	1
895	могут как	1	1
896	когда в	2	1
897	для их	1	1
898	свою собственную	1	1
899	только что	3	1
900	но мы	3	1
901	а а	2	1
902	же вопрос	1	1
903	где оно	2	1
904	основанный на	1	1
905	нашу задачу	2	1
906	и обозначает	1	1
907	тем в	1	1
908	не существует	3	1
909	всего и	1	1
910	к ученикам	1	1
911	которые мы	1	1
912	отказываться от	1	1
913	нельзя было	2	1
914	без рассмотрения	1	1
915	случаи когда	1	1
916	герой только	1	1
917	материал но	1	1
918	историческое изучение	2	1
919	это делается	2	1
920	некоторое целое	1	1
921	другу и	2	1
922	е о	1	1
923	но эти	3	1
924	отсюда вывод	2	1
925	предметов и	1	1
926	создает новые	1	1
927	становится особенно	1	1
928	же методами	1	1
929	оно как	2	1
930	с трудом	1	1
931	к своей	1	1
932	этой связи	1	1
933	другой ее	1	1
934	оно так	1	1
935	пока не	1	1
936	значения мы	1	1
937	и когда	2	1
938	приходит к	1	1
939	и была	1	1
940	укладываются в	1	1
941	в б	1	1
942	сюжета мы	1	1
943	не вполне	1	1
944	то как	2	1
945	можно ли	1	1
946	не что	2	1
947	углом зрения	2	1
948	в америке	1	1
949	материала по	1	1
950	так называемых	2	1
951	вводится как	2	1
952	имеются уже	1	1
953	мотив и	2	1
954	друг на	2	1
955	ее поэтому	1	1
956	обычно совершенно	1	1
957	на те	1	1
958	д собственно	1	1
959	носит характер	2	1
960	без всякого	2	1
961	будет зависеть	1	1
962	наряду с	7	1
963	образом как	1	1
964	дают никаких	1	1
965	такая же	1	1
966	существуют не	1	1
967	путь от	1	1
968	только во	1	1
969	материала к	2	1
970	или если	1	1
971	что все	1	1
972	формы от	1	1
973	всей совокупности	1	1
974	ее не	1	1
975	элементы которые	3	1
976	какой степени	1	1
977	коем случае	1	1
978	следует и	1	1
979	в отдельных	3	1
980	ее своей	1	1
981	следует еще	2	1
982	как будто	2	1
983	лишь один	1	1
984	но там	1	1
985	каком материале	1	1
986	своего труда	1	1
987	дать более	1	1
988	действительно в	1	1
989	типична для	2	1
990	полном объеме	1	1
991	непосредственно с	1	1
992	а потом	2	1
993	обстоит не	1	1
994	образом лишь	2	1
995	рассказывается о	1	1
996	не зная	1	1
997	собой и	1	1
998	не противоречит	1	1
999	ведь для	1	1
1000	существу и	1	1
1001	элемент в	2	1
1002	элемент может	2	1
1003	вопрос не	2	1
1004	здесь нет	1	1
1005	а затем	10	1
1006	это будет	1	1
1007	она в	2	1
1008	следует сказать	1	1
1009	не стремится	1	1
1010	сравнить с	1	1
1011	сущности вовсе	1	1
1012	и цели	1	1
1013	религии в	1	1
1014	методах изучения	1	1
1015	и формула	1	1
1016	изучать не	1	1
1017	и определение	1	1
1018	характера и	1	1
1019	к определению	1	1
1020	что качество	1	1
1021	у него	2	1
1022	всеми другими	1	1
1023	работы и	1	1
1024	все разновидности	1	1
1025	бы только	1	1
1026	нужно иметь	1	1
1027	сама создает	1	1
1028	как фактор	1	1
1029	утверждение что	1	1
1030	что там	2	1
1031	они представляют	1	1
1032	первых и	1	1
1033	так герой	1	1
1034	как по	1	1
1035	героя с	1	1
1036	что под	1	1
1037	это нисколько	1	1
1038	е они	1	1
1039	которое в	1	1
1040	принципа в	1	1
1041	образом мы	7	1
1042	он непосредственно	1	1
1043	ведь здесь	1	1
1044	другом под	1	1
1045	они существуют	1	1
1046	точном смысле	1	1
1047	для исследователя	1	1
1048	теми или	1	1
1049	же оно	2	1
1050	встречается в	4	1
1051	эту особенность	1	1
1052	для лучшего	1	1
1053	основано на	1	1
1054	служит для	1	1
1055	о которых	1	1
1056	больше всего	1	1
1057	иногда не	1	1
1058	может совершаться	1	1
1059	вне связи	3	1
1060	точек зрения	1	1
1061	явление мы	1	1
1062	а другой	2	1
1063	связанная с	1	1
1064	к xviii	1	1
1065	за другой	1	1
1066	и у	3	1
1067	человека а	1	1
1068	объединяются по	1	1
1069	изучены и	1	1
1070	специфическая особенность	1	1
1071	они вступают	1	1
1072	в русской	1	1
1073	совершенно другой	2	1
1074	материала однако	1	1
1075	о себе	1	1
1076	рассказы о	2	1
1077	наличности в	1	1
1078	это сделать	1	1
1079	что даже	1	1
1080	материал на	1	1
1081	специфические законы	1	1
1082	играет роль	1	1
1083	мы говорили	1	1
1084	посадить героя	2	1
1085	стремится к	1	1
1086	в руки	4	1
1087	если не	1	1
1088	и условно	1	1
1089	д таким	1	1
1090	функции которые	1	1
1091	самая трудная	1	1
1092	и необходимость	1	1
1093	нет но	2	1
1094	в быту	1	1
1095	задача в	1	1
1096	что вопрос	1	1
1097	и разновидности	1	1
1098	и обратное	1	1
1099	две формы	1	1
1100	это по	1	1
1101	но путь	1	1
1102	существу вовсе	1	1
1103	и детализации	1	1
1104	и отсутствовать	1	1
1105	можно сделать	2	1
1106	реакции на	1	1
1107	сюда относятся	2	1
1108	начаться с	1	1
1109	кто же	1	1
1110	из двух	3	1
1111	это наиболее	1	1
1112	является одним	1	1
1113	его жизнь	1	1
1114	это выразить	1	1
1115	и затем	5	1
1116	то во	1	1
1117	также связана	1	1
1118	и несколько	1	1
1119	не связаны	1	1
1120	чем она	1	1
1121	возможно что	1	1
1122	и никогда	1	1
1123	оно имеет	1	1
1124	и каждый	1	1
1125	заставляя их	1	1
1126	не исчерпывают	1	1
1127	иногда в	8	1
1128	о его	4	1
1129	в доме	2	1
1130	легко и	1	1
1131	наталкиваемся на	1	1
1132	мы будем	3	1
1133	теми же	1	1
1134	помощи которой	2	1
1135	другой не	2	1
1136	например о	1	1
1137	одной формы	1	1
1138	этот элемент	5	1
1139	чаще всего	11	1
1140	и вызывает	3	1
1141	она для	1	1
1142	оно может	4	1
1143	его к	1	1
1144	но кроме	1	1
1145	развитие и	1	1
1146	это совершенно	1	1
1147	задачи не	1	1
1148	е он	1	1
1149	нет не	1	1
1150	средство а	3	1
1151	в одну	2	1
1152	еще одно	1	1
1153	самый объект	1	1
1154	многие другие	1	1
1155	героя например	1	1
1156	не выдерживает	1	1
1157	должно исходить	1	1
1158	все основные	1	1
1159	одном месте	1	1
1160	утверждать что	3	1
1161	положения и	1	1
1162	а потому	2	1
1163	в сказках	3	1
1164	трудная задача	7	1
1165	за ним	1	1
1166	что касается	1	1
1167	не определяет	2	1
1168	как объект	1	1
1169	наши дни	1	1
1170	без такого	2	1
1171	первого вопроса	1	1
1172	и должны	1	1
1173	действия здесь	1	1
1174	которые он	1	1
1175	из таких	2	1
1176	этого тупика	1	1
1177	если о	1	1
1178	непонятно почему	1	1
1179	связанное с	1	1
1180	из которых	5	1
1181	д отсюда	1	1
1182	первой в	1	1
1183	функций он	1	1
1184	и делает	1	1
1185	связывается с	3	1
1186	то с	3	1
1187	или со	3	1
1188	он лишь	1	1
1189	под этим	1	1
1190	и самая	1	1
1191	всего дает	1	1
1192	с этого	2	1
1193	превращаться в	2	1
1194	образом во	1	1
1195	что некоторые	2	1
1196	следовательно в	1	1
1197	оно есть	1	1
1198	пр как	1	1
1199	так там	1	1
1200	то время	3	1
1201	к разработке	1	1
1202	может получить	1	1
1203	предметы и	3	1
1204	к таким	1	1
1205	к самым	1	1
1206	мы постараемся	2	1
1207	самая постановка	1	1
1208	что такой	1	1
1209	которые могут	1	1
1210	состоит из	3	1
1211	связанные с	1	1
1212	этим в	1	1
1213	отнесены к	1	1
1214	явлений и	1	1
1215	и были	1	1
1216	сюжет или	1	1
1217	этим они	1	1
1218	этой области	1	1
1219	о котором	1	1
1220	касается только	2	1
1221	важное значение	1	1
1222	характерна для	1	1
1223	обычно определяется	1	1
1224	в итоге	2	1
1225	которая не	1	1
1226	к которой	1	1
1227	каждая новая	1	1
1228	в которые	1	1
1229	все подобные	1	1
1230	показать как	2	1
1231	бы нас	1	1
1232	этому же	1	1
1233	такое положение	1	1
1234	значения для	1	1
1235	иногда очень	1	1
1236	функцию в	1	1
1237	первом и	1	1
1238	типа все	1	1
1239	как целое	1	1
1240	что никаких	1	1
1241	видим что	12	1
1242	разнообразны и	1	1
1243	задачи в	4	1
1244	же функции	2	1
1245	поскольку это	1	1
1246	такую же	2	1
1247	такой случай	2	1
1248	и заставляет	2	1
1249	на той	2	1
1250	но здесь	2	1
1251	случаев очень	1	1
1252	имеют отношение	1	1
1253	на друга	2	1
1254	лежат в	1	1
1255	это все	1	1
1256	эти величины	1	1
1257	быть не	1	1
1258	а через	1	1
1259	может произойти	1	1
1260	тех пор	1	1
1261	этом явлении	2	1
1262	этот случай	7	1
1263	в середине	2	1
1264	те случаи	1	1
1265	и больше	2	1
1266	те или	1	1
1267	для меня	1	1
1268	камень и	2	1
1269	она начинает	1	1
1270	приводит в	1	1
1271	смысл который	1	1
1272	к исторической	1	1
1273	которую он	1	1
1274	далее если	1	1
1275	эти связи	1	1
1276	вслед за	5	1
1277	эта задача	1	1
1278	образом они	1	1
1279	быть ограничен	1	1
1280	что существуют	1	1
1281	при определении	2	1
1282	ведут к	1	1
1283	тогда как	2	1
1284	в обоих	2	1
1285	и наоборот	4	1
1286	приемов искусства	1	1
1287	например на	2	1
1288	за новый	1	1
1289	наука не	1	1
1290	поняты без	1	1
1291	как особая	2	1
1292	и а	1	1
1293	где кончается	1	1
1294	вопрос в	2	1
1295	и там	1	1
1296	и сюжета	1	1
1297	зрения более	1	1
1298	свои законы	1	1
1299	она может	1	1
1300	поставить на	1	1
1301	мог бы	1	1
1302	общего характера	1	1
1303	из первых	2	1
