N	2gram	Tiupa_Anal	VLabPisa
181	с этим	4	3
182	и мир	1	3
183	а в	17	3
184	что не	3	3
185	как о	3	3
186	она не	3	3
187	в противоположность	3	3
188	в значительной	3	3
189	его не	3	3
190	но даже	1	3
191	того чтобы	1	3
192	всего лишь	13	3
193	в работе	1	3
194	для того	1	3
195	тому как	3	3
196	и их	3	3
197	вслед за	1	3
198	мая года	1	3
199	далеко не	8	3
200	этот вопрос	1	3
201	так же	1	3
202	человека и	2	3
203	с работой	1	3
204	писал в	1	3
205	как на	1	3
206	это делает	1	3
207	образом в	1	3
208	и от	3	3
209	точки зрения	3	3
210	жизни и	2	3
211	и по	3	3
212	как целого	1	3
213	всех этих	1	3
214	имеет свою	2	3
215	моментов в	1	3
216	в особенности	4	2
217	этом и	1	2
218	отметить что	1	2
219	и весь	1	2
220	только не	3	2
221	все его	2	2
222	том чтобы	2	2
223	работой над	1	2
224	из которых	2	2
225	они и	1	2
226	от его	2	2
227	они не	2	2
228	если в	3	2
229	также что	1	2
230	за скобки	1	2
231	самого себя	1	2
232	должно быть	1	2
233	того как	1	2
234	зависит от	1	2
235	при всей	2	2
236	ее как	1	2
237	с одной	3	2
238	внимание на	4	2
239	своих героев	1	2
240	получает в	1	2
241	с нею	2	2
242	говорить о	6	2
243	да и	3	2
244	следует иметь	1	2
245	хотя и	4	2
246	к а	3	2
247	подчеркнуть что	1	2
248	о чем	5	2
249	что при	2	2
250	по слову	1	2
251	для многих	1	2
252	что такое	1	2
253	а затем	2	2
254	как у	3	2
255	представления об	2	2
256	из своих	2	2
257	не столько	4	2
258	с другими	1	2
259	его от	1	2
260	от до	1	2
261	из многочисленных	2	2
262	по себе	6	2
263	но с	3	2
264	в своих	3	2
265	и даже	12	2
266	мертвые души	1	2
267	сюжета и	2	2
268	и наконец	1	2
269	в которой	1	2
270	не о	2	2
271	а о	2	2
272	ни одна	1	2
273	до полного	1	2
274	мысль о	3	2
275	как об	1	2
276	что она	3	2
277	но не	13	2
278	в ней	2	2
279	каждом отдельном	2	2
280	который по	1	2
281	в жизни	2	2
282	стороны в	1	2
283	в последнем	1	2
284	начинается с	1	2
285	к его	2	2
286	по одному	1	2
287	же как	1	2
288	между прочим	1	2
289	что мы	2	2
290	слова не	1	2
291	на этом	2	2
292	противном случае	2	2
293	не менее	9	2
294	так сказать	2	2
295	ли не	5	2
296	бы не	1	2
297	отличается от	1	2
298	после того	1	2
299	на то	1	2
300	о муках	1	2
301	красного и	3	2
302	у пушкина	3	2
303	в стихах	2	2
304	в чем	2	2
305	например как	2	2
306	собою и	1	2
307	могло бы	1	2
308	сих пор	1	2
309	по его	4	2
310	года и	1	2
311	а для	3	2
312	от них	1	2
313	еще не	7	2
314	нам остается	1	2
315	все они	2	2
316	в каждом	4	2
317	во всяком	6	2
318	и потому	3	2
319	еще и	4	2
320	того или	6	2
321	до сих	1	2
322	человека в	3	2
323	до нас	1	2
324	и заключается	1	2
325	лица и	1	2
326	в течение	1	2
327	всяком случае	6	2
328	одной стороны	3	2
329	в другом	3	2
330	не по	1	2
331	искусства и	1	2
332	с а	1	2
333	в стихотворении	4	2
334	не всегда	4	2
335	по крайней	5	2
336	формы и	1	2
337	и может	2	2
338	лишь в	9	2
339	связана с	1	2
340	каждой из	1	2
341	дель арте	2	2
342	в системе	1	2
343	должны быть	1	2
344	результате чего	1	2
345	не с	3	2
346	о своем	4	2
347	можно было	2	2
348	словесного выражения	1	2
349	стороны и	1	2
350	и сам	8	2
351	только то	1	2
352	сне не	1	2
353	действительность в	1	2
354	никаких оснований	1	2
355	пока еще	3	2
356	как известно	3	2
357	и формы	1	2
358	ни одного	1	2
359	он и	4	2
360	к ним	1	2
361	в книге	1	2
362	будто бы	1	2
363	и никогда	1	2
364	и многих	1	2
365	заключается в	1	2
366	начиная с	1	2
367	и у	1	2
368	о его	3	2
369	произведения не	2	2
370	одной из	6	2
371	дня и	1	2
372	на него	1	2
373	он не	9	2
374	во всей	1	2
375	или иной	9	2
376	в общем	4	2
377	который в	4	2
378	он сам	2	2
379	автора как	1	2
380	в противном	2	2
381	конце концов	1	2
382	уже по	2	2
383	этом же	1	2
384	и для	4	2
385	то о	1	2
386	крайней мере	5	2
387	войны и	1	2
388	но в	8	2
389	вплоть до	5	2
390	открытие и	1	1
391	в той	3	1
392	это указание	1	1
393	к лицу	1	1
394	были бы	3	1
395	что автор	2	1
396	то в	4	1
397	на почве	3	1
398	от него	1	1
399	выражения все	1	1
400	однако и	3	1
401	и другие	1	1
402	к общему	1	1
403	этом случае	1	1
404	является в	1	1
405	и составляет	1	1
406	смерть и	1	1
407	могут иметь	1	1
408	и то	2	1
409	ответ на	3	1
410	а потому	1	1
411	человеческой личности	1	1
412	ее и	1	1
413	из анекдота	1	1
414	творчества не	1	1
415	и автор	1	1
416	мы видим	1	1
417	ограничивается простым	1	1
418	в более	1	1
419	что если	1	1
420	и многие	1	1
421	содержания а	1	1
422	не противоречит	1	1
423	романом в	1	1
424	сне из	1	1
425	мы и	1	1
426	говоря уже	1	1
427	у гоголя	1	1
428	мышления и	1	1
429	произведения во	1	1
430	многих других	1	1
431	от жизни	2	1
432	а наоборот	1	1
433	отражение в	1	1
434	данном случае	11	1
435	то есть	15	1
436	и свою	2	1
437	иной мере	1	1
438	статье о	1	1
439	к этой	2	1
440	звуков но	1	1
441	время и	1	1
442	поэтому в	2	1
443	его частей	1	1
444	он только	1	1
445	и прочих	1	1
446	мы не	4	1
447	пушкина в	2	1
448	совершенно очевидно	2	1
449	в состоянии	2	1
450	именно те	1	1
451	с этой	1	1
452	еще больше	1	1
453	дело с	3	1
454	еще более	1	1
455	в применении	1	1
456	только лишь	2	1
457	несмотря на	2	1
458	из того	1	1
459	не для	2	1
460	оказывается не	1	1
461	проявляется в	1	1
462	а и	4	1
463	или с	1	1
464	обычно не	1	1
465	следует однако	1	1
466	с ним	2	1
467	романа в	1	1
468	по выражению	1	1
469	сам по	2	1
470	воображения и	1	1
471	не способен	1	1
472	не как	3	1
473	для нас	1	1
474	и внешнего	1	1
475	в кабинете	1	1
476	своей судьбы	1	1
477	однако дело	1	1
478	содержание в	1	1
479	они в	1	1
480	или иную	1	1
481	которая уже	1	1
482	лицом к	1	1
483	смешивать с	1	1
484	чем он	1	1
485	не ограничивается	1	1
486	как нечто	1	1
487	таком случае	2	1
488	в этих	2	1
489	за это	1	1
490	более полное	1	1
491	однако при	3	1
492	если первая	1	1
493	с действительностью	3	1
494	силу его	1	1
495	фабулы в	1	1
496	как было	1	1
497	ведь это	1	1
498	в таких	2	1
499	так или	5	1
500	если не	1	1
501	но он	1	1
502	самом деле	2	1
503	еще раз	1	1
504	жизни это	2	1
505	несколько неожиданно	1	1
506	или иначе	5	1
507	без остатка	2	1
508	не будем	2	1
509	звуков или	1	1
510	а также	5	1
511	не обязательно	1	1
512	жизнь в	2	1
513	внутреннего мира	2	1
514	закономерно и	1	1
515	который как	2	1
516	даже на	1	1
517	обойтись и	1	1
518	на свою	3	1
519	вступает с	1	1
520	и все	3	1
521	уже как	1	1
522	огромной важности	1	1
523	о своей	2	1
524	они могут	1	1
525	целый ряд	1	1
526	на себя	5	1
527	вот основные	1	1
528	достаточно ясно	1	1
529	с теми	1	1
530	тем что	3	1
531	от всего	2	1
532	произведения так	1	1
533	то время	1	1
534	в таком	2	1
535	и стихи	1	1
536	если он	1	1
537	в сферу	1	1
538	о судьбе	1	1
539	том или	1	1
540	напряжения не	1	1
541	сама по	3	1
542	между этими	1	1
543	к их	1	1
544	в стороне	1	1
545	ноября года	1	1
546	характер этого	1	1
547	евгения онегина	1	1
548	бы быть	2	1
549	его индивидуальной	1	1
550	чем иным	1	1
551	и без	3	1
552	то приходится	1	1
553	в устах	1	1
554	нас к	2	1
555	целого или	1	1
556	в соответствии	5	1
557	что по	4	1
558	вряд ли	1	1
559	значения и	1	1
560	эта неожиданность	1	1
561	а именно	1	1
562	или даже	1	1
563	шиллер в	1	1
564	мнение что	1	1
565	одновременно и	1	1
566	и так	1	1
567	следует забывать	1	1
568	как можно	1	1
569	состоит из	1	1
570	по определению	1	1
571	общественных отношений	1	1
572	на эту	2	1
573	при таком	1	1
574	как в	9	1
575	любопытно что	1	1
576	этим самым	1	1
577	говорят о	1	1
578	и большого	1	1
579	по своему	3	1
580	них и	1	1
581	себя и	2	1
582	не имеет	1	1
583	обе эти	2	1
584	зрения и	1	1
585	связь этого	1	1
586	между собой	1	1
587	определяющую роль	1	1
588	служит для	1	1
589	о котором	2	1
590	собою в	1	1
591	страсти и	1	1
592	это было	2	1
593	быть определена	1	1
594	есть то	1	1
595	в итоге	4	1
596	речь идет	3	1
597	в известном	2	1
598	для их	1	1
599	в следующей	1	1
600	художник и	1	1
601	в каждой	1	1
602	а только	1	1
603	к числу	4	1
604	и из	1	1
605	на себе	1	1
606	проходит как	1	1
607	к какому-либо	1	1
608	героя и	7	1
609	следует подчеркнуть	2	1
610	не все	1	1
611	казалось бы	4	1
612	это явление	1	1
613	эти пока	1	1
614	той или	6	1
615	или ином	1	1
616	в дальнейшем	2	1
617	жизнь и	3	1
618	всю систему	1	1
619	именно эту	1	1
620	и тех	2	1
621	ни к	3	1
622	нередко оказывается	1	1
623	его и	1	1
624	совершенно не	3	1
625	признать что	1	1
626	как показывает	2	1
627	может иметь	1	1
628	функцию в	1	1
629	двенадцать стульев	1	1
630	на природу	1	1
631	более чем	2	1
632	в прозе	1	1
633	а с	2	1
634	в данном	12	1
635	личности в	5	1
636	все основания	1	1
637	в исполнении	1	1
638	первой части	2	1
639	от других	1	1
640	в основе	2	1
641	положение как	1	1
642	тут и	1	1
643	вытекает из	1	1
644	и мира	1	1
645	вытекают из	1	1
646	и неверно	1	1
647	тем более	3	1
648	а если	1	1
649	от ноября	1	1
650	художественное мышление	1	1
651	художественного целого	9	1
652	что этот	1	1
653	вопрос о	1	1
654	художественной литературы	2	1
655	из огня	1	1
656	видим что	1	1
657	тех же	2	1
658	применении к	1	1
659	которой он	1	1
660	говорил о	1	1
661	но ведь	1	1
662	не составляет	1	1
663	очень часто	1	1
664	со всех	1	1
665	в чистом	2	1
666	он был	3	1
667	жизнь их	1	1
668	есть в	2	1
669	в роли	1	1
670	с новыми	3	1
671	близко к	1	1
672	не говоря	1	1
673	комедия дель	1	1
674	входит в	4	1
675	всего этого	1	1
676	наконец в	3	1
677	уже в	5	1
678	очень близко	1	1
679	почти исключительно	1	1
680	с образами	1	1
681	ту или	1	1
682	следует смешивать	1	1
683	однако если	2	1
684	неотделимо от	1	1
685	согласуется с	2	1
686	случае она	1	1
687	остаются вне	1	1
688	существенно не	1	1
689	процесса при	1	1
690	понимаем как	1	1
691	потому что	1	1
692	в свою	9	1
693	и тем	3	1
694	слова и	1	1
695	от всех	2	1
696	невозможно не	1	1
697	же типу	1	1
698	оно и	1	1
699	июня года	1	1
700	между всеми	1	1
701	однако эта	1	1
702	а по	1	1
703	целым рядом	1	1
704	не могло	1	1
705	но она	1	1
706	значение для	1	1
707	со стороны	12	1
708	только на	1	1
709	если же	1	1
710	личность и	1	1
711	читателя зрителя	1	1
712	или иных	1	1
713	произведения но	2	1
714	наконец для	1	1
715	содержания и	1	1
716	для этого	1	1
717	может служить	2	1
718	на его	3	1
719	и если	2	1
720	есть и	1	1
721	его художественной	1	1
722	хотя в	2	1
723	и что	2	1
724	дело не	3	1
725	как если	1	1
726	приходит к	1	1
727	материал его	1	1
728	за пределы	3	1
729	к анализу	1	1
730	полного текста	1	1
731	а между	1	1
732	но только	1	1
733	говорит что	1	1
734	в начале	10	1
735	говоря о	1	1
736	слова с	1	1
737	ним не	1	1
738	доходит до	1	1
739	других произведений	1	1
740	же если	1	1
741	в истории	1	1
742	повестей белкина	16	1
743	гоголь полностью	1	1
744	и ниже	1	1
745	борьбы и	1	1
746	это имеет	1	1
747	этом смысле	1	1
748	себя от	1	1
749	или как	1	1
750	что до	1	1
751	каждый из	2	1
752	себе в	1	1
753	свою очередь	7	1
754	не различая	1	1
755	это его	1	1
756	пушкина к	1	1
757	и сюжеты	1	1
758	и ту	2	1
759	связанных с	1	1
760	в глаза	2	1
761	мере не	1	1
762	не случайно	13	1
763	в словесной	1	1
764	личности и	4	1
765	иного типа	1	1
766	и той	2	1
767	дело и	1	1
768	в монографии	1	1
769	единство и	1	1
770	превратилась в	1	1
771	анекдота о	2	1
772	и еще	1	1
773	приходят к	1	1
774	из наиболее	3	1
775	тот или	3	1
776	отношение к	2	1
777	определена как	1	1
778	утверждал что	1	1
779	как мы	4	1
780	целого произведения	1	1
781	а а	5	1
782	соответствии с	3	1
783	жизни не	1	1
784	к ней	1	1
785	мертвых душ	1	1
786	я с	7	1
787	к изучению	1	1
788	однако существенно	1	1
789	что во	2	1
790	и служит	1	1
791	к ее	2	1
792	в ходе	3	1
793	и во	1	1
794	бы он	1	1
795	обратимся к	2	1
796	материала в	1	1
797	всех сторон	1	1
798	целого и	1	1
799	связи между	1	1
800	но пожалуй	1	1
801	быть в	1	1
802	основания для	1	1
803	уже не	9	1
804	имеем дело	4	1
805	слова в	2	1
806	их можно	1	1
807	он обычно	1	1
808	уже о	2	1
809	или иного	5	1
810	забывать что	2	1
811	на этот	1	1
812	остается один	1	1
813	во-первых не	1	1
814	и других	1	1
815	чаще всего	1	1
816	во-вторых не	1	1
817	иным как	1	1
818	как будто	1	1
819	искусства это	1	1
820	здесь не	8	1
821	по законам	1	1
822	тем это	1	1
823	или из	2	1
824	повести три	1	1
825	тем соображением	1	1
826	достаточно напомнить	2	1
827	о своих	3	1
828	тех или	1	1
829	только эти	1	1
830	и следует	2	1
831	и творческих	1	1
832	графа нулина	1	1
833	их со	1	1
834	литературное произведение	3	1
835	зрителя слушателя	1	1
836	и чувства	1	1
837	этой системе	2	1
838	связаны с	2	1
839	радости и	1	1
840	но это	3	1
841	так называемое	1	1
842	такого типа	1	1
843	однако все	2	1
844	завершается эта	1	1
845	потому и	1	1
846	к каким	1	1
847	соображением что	1	1
848	с ее	3	1
849	полнее всего	1	1
850	лишь те	1	1
851	с бытием	1	1
852	имеются все	1	1
853	во времени	1	1
854	строго говоря	1	1
855	действительности не	1	1
856	в самой	1	1
857	не был	1	1
858	ними в	2	1
859	дело обстоит	1	1
860	или точнее	2	1
861	и особенно	1	1
862	он должен	1	1
863	характерно что	2	1
864	собственно говоря	1	1
865	тому же	7	1
866	что на	3	1
867	лишь его	1	1
868	судя по	2	1
869	можно отметить	2	1
870	что ничто	1	1
871	мира в	1	1
872	с целью	1	1
873	его можно	1	1
874	своего развития	1	1
875	определенный тип	1	1
876	их мышления	1	1
877	грань между	2	1
878	говорит как	1	1
879	персонажей в	1	1
880	этому же	1	1
881	воззрения на	1	1
