N	3gram	Vinokur_Ku	StatiiOP
444	уже до конца	1	1
445	по мере того	3	1
446	отчет в том	1	1
447	было бы говорить	1	1
448	это можно было	1	1
449	если таким образом	1	1
450	можно установить по	1	1
451	в своем последнем	1	1
452	и на том	1	1
453	в результате этого	1	1
454	т е даже	1	1
455	в стилистическом отношении	1	1
456	и именно поэтому	1	1
457	и той же	1	1
458	поскольку речь идет	1	1
459	этом ниже а	1	1
460	думаю что это	1	1
461	бы может быть	1	1
462	пр ср также	1	1
463	с легкой руки	1	1
464	не должен быть	1	1
465	мы приходим к	2	1
466	и свое место	1	1
467	т д ср	2	1
468	что рядом с	1	1
469	не имеет никакого	1	1
470	и эти случаи	1	1
471	знает что это	1	1
472	в узком смысле	2	1
473	мы видели выше	1	1
474	ни за что	1	1
475	в сущности говоря	1	1
476	человек в известном	1	1
477	как нельзя более	2	1
478	вовсе еще не	1	1
479	что русский язык	1	1
480	было бы установить	1	1
481	отношении его к	1	1
482	что же до	3	1
483	одно из самых	1	1
484	свое место в	1	1
485	это еще не	1	1
486	и в частности	1	1
487	у целого ряда	1	1
488	в какой они	1	1
489	об этом можно	1	1
490	трудно было бы	2	1
491	служить хотя бы	1	1
492	одно и то	1	1
493	ничего не имел	1	1
494	именно в той	1	1
495	т е как	5	1
496	ответ на этот	1	1
497	в каком этот	1	1
498	одной и той	1	1
499	по существу это	1	1
500	какова должна быть	1	1
501	это уже не	1	1
502	мы имеем здесь	1	1
503	д все это	1	1
504	большую роль в	2	1
505	крайней мере дважды	1	1
506	без преувеличения можно	1	1
507	именно в том	2	1
508	как это доказывает	1	1
509	сих пор еще	1	1
510	хотя бы в	4	1
511	однако сомнению что	1	1
512	явлениям связанным с	1	1
513	не могут быть	1	1
514	случае ясно что	1	1
515	действительно было бы	1	1
516	в связь с	1	1
517	я позволю себе	2	1
518	прочих равных условиях	1	1
519	те или иные	2	1
520	и все же	1	1
521	того же порядка	1	1
522	при прочих равных	1	1
523	том что не	1	1
524	в ней на	1	1
525	вовсе не заслуживает	1	1
526	при чем но	1	1
527	в году в	1	1
528	по его мнению	1	1
529	которое принадлежит в	1	1
530	должен быть в	2	1
531	на то как	1	1
532	об этом в	1	1
533	что несмотря на	1	1
534	том смысле как	1	1
535	мы сталкиваемся с	1	1
536	в таких случаях	3	1
537	за последнее время	2	1
538	точки зрения как	1	1
539	языка в его	2	1
540	каждый из нас	1	1
541	к той задаче	1	1
542	в том самом	1	1
543	не стоило бы	1	1
544	в том виде	1	1
545	и не только	1	1
546	но были и	1	1
547	должен был бы	1	1
548	также и в	1	1
549	т е уже	1	1
550	этом отношении между	1	1
551	тот или иной	1	1
552	чем в прочих	1	1
553	в другом случае	1	1
554	потому что они	1	1
555	может служить хотя	1	1
556	в каждом данном	1	1
557	в данных случаях	1	1
