N	2gram	Bakhtin_Pr	Russkaja
141	в конце	8	3
142	к народу	1	3
143	и как	9	3
144	может только	1	3
145	и т	14	3
146	да и	2	3
147	о которых	1	3
148	о котором	1	3
149	не есть	4	3
150	но если	1	3
151	той или	1	3
152	еще не	10	3
153	все они	2	3
154	и потому	7	3
155	только к	1	3
156	при условии	2	3
157	то это	3	3
158	собой это	1	3
159	случае если	1	3
160	в лучшем	2	3
161	одна из	5	3
162	в значительной	1	3
163	на том	2	3
164	так чтобы	7	3
165	в другом	3	3
166	лучшем случае	2	3
167	что бы	1	3
168	в большинстве	11	3
169	точке зрения	3	3
170	лишь в	4	3
171	она может	2	3
172	что для	2	3
173	и во	3	3
174	одной из	1	3
175	с нею	2	3
176	что все	2	3
177	в сознании	3	3
178	ибо в	2	3
179	он сам	5	3
180	и по	1	3
181	а следовательно	2	3
182	конце концов	7	3
183	друг друга	4	3
184	из этих	3	3
185	для этого	3	3
186	всех этих	2	3
187	таким же	3	3
188	из них	3	3
189	того что	3	3
190	были бы	5	2
191	на почве	5	2
192	не так	1	2
193	от него	1	2
194	вполне и	1	2
195	что с	1	2
196	именно на	3	2
197	что такое	2	2
198	зависит от	1	2
199	и вот	1	2
200	должна быть	8	2
201	совершенно очевидно	1	2
202	к себе	6	2
203	сама по	5	2
204	для себя	3	2
205	с самим	3	2
206	из всех	1	2
207	с ним	8	2
208	от этой	1	2
209	для нас	2	2
210	видеть в	2	2
211	одному из	1	2
212	на которой	1	2
213	ни в	5	2
214	в результате	7	2
215	это есть	1	2
216	принадлежащий к	1	2
217	том и	2	2
218	в этих	5	2
219	у него	11	2
220	по себе	16	2
221	и человек	2	2
222	чтобы в	2	2
223	и даже	5	2
224	если не	1	2
225	от друга	1	2
226	ее в	3	2
227	не о	3	2
228	к чему	1	2
229	себя на	2	2
230	все эти	13	2
231	на себя	4	2
232	в мировоззрении	3	2
233	но для	3	2
234	том же	4	2
235	указывает на	2	2
236	в таком	3	2
237	отношения к	5	2
238	тому что	3	2
239	которой она	1	2
240	их в	8	2
241	себя как	3	2
242	большинстве случаев	10	2
243	является не	2	2
244	следовательно и	3	2
245	мировоззрения в	2	2
246	отличается от	5	2
247	нисколько не	3	2
248	ведь в	2	2
249	и однако	1	2
250	так же	8	2
251	друг от	1	2
252	любовь к	1	2
253	тогда как	1	2
254	в других	2	2
255	если же	7	2
256	уже не	15	2
257	к той	1	2
258	другом случае	2	2
259	при полном	1	2
260	с этим	3	2
261	остается в	2	2
262	его и	3	2
263	того или	1	2
264	совершенно не	5	2
265	мы можем	1	2
266	на этой	1	2
267	а с	2	2
268	стремиться к	1	2
269	в котором	7	2
270	ее он	3	2
271	лежит не	1	2
272	мы уже	4	2
273	в борьбе	1	2
274	она не	10	2
275	другом и	1	2
276	но даже	1	2
277	всем этим	2	2
278	это только	1	2
279	в ней	2	2
280	и тогда	1	2
281	и тем	1	2
282	быть и	2	2
283	в частности	1	2
284	а не	29	2
285	но она	1	2
286	только на	3	2
287	отношении к	5	2
288	не тем	1	2
289	есть и	5	2
290	и является	2	2
291	точно так	1	2
292	и что	5	2
293	чтобы она	1	2
294	в начале	1	2
295	по отношению	12	2
296	целый ряд	2	2
297	даже не	1	2
298	котором идет	1	2
299	чтобы их	1	2
300	этот вопрос	4	2
301	отметить что	1	2
302	на это	1	2
303	центр тяжести	1	2
304	настоящее время	3	2
305	только с	1	2
306	бы его	1	2
307	друг другу	3	2
308	их к	1	2
309	благодаря этому	3	2
310	по соображениям	1	2
311	даже если	1	2
312	и от	3	2
313	но в	14	2
314	и есть	3	2
315	по этому	1	2
316	место в	1	2
317	так что	6	2
318	и о	7	2
319	уже указали	1	2
320	если они	1	2
321	согласиться с	2	2
322	как будто	4	2
323	бы ни	3	2
324	в области	1	2
325	это в	2	2
326	или иного	1	2
327	но это	6	2
328	во время	1	2
329	в настоящее	3	2
330	и наконец	7	2
331	вся эта	1	2
332	не к	1	2
333	к нему	11	2
334	и ту	1	1
335	мы подходим	1	1
336	когда он	2	1
337	тем не	2	1
338	всего в	2	1
339	понял что	1	1
340	уступок и	1	1
341	тон и	4	1
342	себе самом	12	1
343	и весь	1	1
344	связан с	1	1
345	однако и	1	1
346	лишь тогда	1	1
347	только не	2	1
348	из отдельных	1	1
349	как это	1	1
350	то они	2	1
351	ее и	1	1
352	такой человек	2	1
353	они останутся	1	1
354	человека можно	1	1
355	различны в	1	1
356	один из	3	1
357	что у	2	1
358	и мы	2	1
359	фактом что	1	1
360	за ним	4	1
361	психики и	1	1
362	друг к	1	1
363	ничем не	1	1
364	не поддается	2	1
365	этому пути	1	1
366	все элементы	1	1
367	на эти	1	1
368	полное слияние	1	1
369	нет ни	2	1
370	же и	5	1
371	хоть и	4	1
372	они не	5	1
373	вообще не	2	1
374	не во	5	1
375	то есть	3	1
376	на тех	1	1
377	но из	1	1
378	и материал	1	1
379	всякое иное	2	1
380	то будет	2	1
381	роль и	1	1
382	которые не	1	1
383	которая в	1	1
384	переходит в	1	1
385	время и	1	1
386	отношению к	12	1
387	которому оно	2	1
388	том числе	1	1
389	от власти	1	1
390	которых мы	1	1
391	мы не	4	1
392	на ее	1	1
393	в состоянии	1	1
394	из таких	1	1
395	не идет	1	1
396	связи между	3	1
397	с этой	2	1
398	быть тем	1	1
399	это не	12	1
400	он как	1	1
401	для всякого	1	1
402	мы знаем	1	1
403	высшей и	1	1
404	в себя	6	1
405	можно назвать	1	1
406	до самого	1	1
407	последняя может	1	1
408	к творчеству	1	1
409	даже в	6	1
410	была бы	5	1
411	не всякий	1	1
412	этот принцип	3	1
413	освободиться от	1	1
414	не для	1	1
415	зрения все	2	1
416	сойтись друг	1	1
417	сильнее чем	1	1
418	переносится в	1	1
419	возможно большее	1	1
420	ни было	4	1
421	ничего кроме	1	1
422	церковь как	1	1
423	взаимодействия между	1	1
424	человек с	2	1
425	совершенно различных	1	1
426	этом отношении	3	1
427	своем стремлении	1	1
428	о себе	19	1
429	в сущности	10	1
430	в ее	2	1
431	неизбежно приводит	1	1
432	которой они	1	1
433	что так	2	1
434	так и	8	1
435	и оценку	1	1
436	те же	3	1
437	как элемент	1	1
438	далее что	1	1
439	и говорить	2	1
440	глубоко и	1	1
441	и за	1	1
442	и всегда	2	1
443	с внешней	1	1
444	не хочет	3	1
445	к сознанию	2	1
446	не столько	1	1
447	с другими	8	1
448	ибо только	1	1
449	силу и	1	1
450	но этого	2	1
451	чудо и	1	1
452	это противоречие	1	1
453	смысле этого	1	1
454	не допускает	1	1
455	но на	3	1
456	не на	7	1
457	все равно	2	1
458	тому же	2	1
459	целиком в	1	1
460	не была	4	1
461	а на	1	1
462	и форм	1	1
463	ложь и	1	1
464	одну и	2	1
465	которому принадлежит	1	1
466	как же	6	1
467	что ни	1	1
468	в духе	4	1
469	только она	1	1
470	здесь мы	4	1
471	на которых	1	1
472	в которой	2	1
473	а за	3	1
474	в собственном	1	1
475	а о	1	1
476	черты в	1	1
477	в свои	1	1
478	и ярко	1	1
479	яркое и	1	1
480	наиболее полное	1	1
481	с ней	1	1
482	с таким	1	1
483	то к	1	1
484	проявления этой	1	1
485	слова но	4	1
486	и друг	1	1
487	подходим к	1	1
488	это положение	1	1
489	заключается в	1	1
490	на свою	1	1
491	дело в	2	1
492	из двух	1	1
493	оно есть	1	1
494	о своей	1	1
495	только такой	1	1
496	нами не	1	1
497	что не	3	1
498	основным принципам	1	1
499	быть особенно	2	1
500	и другое	1	1
501	упорно и	1	1
502	его жизнь	3	1
503	а то	3	1
504	вот это	2	1
505	и действительно	1	1
506	превращается в	5	1
507	к другим	1	1
508	здесь же	1	1
509	в жизни	5	1
510	с одним	1	1
511	смысл ее	1	1
512	положение в	2	1
513	случае не	1	1
514	человек и	2	1
515	тем же	3	1
516	из тех	2	1
517	она и	1	1
518	в связи	1	1
519	находит себе	1	1
520	лишь с	1	1
521	к самому	2	1
522	к его	1	1
523	с ними	2	1
524	внутренние противоречия	1	1
525	и внутренне	4	1
526	если и	1	1
527	есть та	1	1
528	же как	2	1
529	или даже	2	1
530	только то	3	1
531	к другу	1	1
532	иначе и	2	1
533	же остается	1	1
534	в одно	4	1
535	ними не	1	1
536	другом месте	1	1
537	в которых	4	1
538	противном случае	1	1
539	роль в	1	1
540	не менее	3	1
541	этого слова	3	1
542	быть назван	1	1
543	от этого	2	1
544	по своему	1	1
545	того и	4	1
546	бы не	2	1
547	в истории	2	1
548	в такой	1	1
549	со своей	1	1
550	или что	1	1
551	по своим	4	1
552	второстепенную роль	2	1
553	как не	9	1
554	единство все	1	1
555	в свете	4	1
556	вот на	1	1
557	человека является	1	1
558	войти в	2	1
559	вследствие этого	2	1
560	есть то	3	1
561	политическом и	1	1
562	и это	8	1
563	к мысли	1	1
564	в сторону	2	1
565	а только	1	1
566	из одного	8	1
567	движения то	1	1
568	она отвечает	1	1
569	числе и	1	1
570	начал с	1	1
571	в какие	1	1
572	об этом	3	1
573	должен быть	1	1
574	ему как	1	1
575	своей жизни	2	1
576	на себе	3	1
577	когда сходятся	1	1
578	и у	3	1
579	вовсе не	12	1
580	могло бы	1	1
581	и обратно	1	1
582	на первый	1	1
583	что позволяет	2	1
584	не трудно	1	1
585	в одной	8	1
586	по крайней	2	1
587	самостоятельность и	1	1
588	человека а	1	1
589	перед нами	12	1
590	земле это	1	1
591	связано с	1	1
592	и другого	3	1
593	вопроса о	1	1
594	бы в	7	1
595	не был	2	1
596	и видеть	1	1
597	нею в	1	1
598	самом и	5	1
599	первый взгляд	1	1
600	чтобы сделать	2	1
601	от чисто	1	1
602	такое положение	1	1
603	бы о	1	1
604	является для	3	1
605	что та	1	1
606	к индивидуальному	1	1
607	к одному	7	1
608	которая как	3	1
609	может стремиться	1	1
610	это и	5	1
611	еще и	1	1
612	именно тем	1	1
613	наконец и	1	1
614	ни на	3	1
615	и хочет	1	1
616	было не	1	1
617	но можно	1	1
618	и довольно	1	1
619	может иметь	1	1
620	можно сказать	2	1
621	полной мере	1	1
622	но все	6	1
623	человека в	8	1
624	но как	4	1
625	всего необходимо	1	1
626	и эти	1	1
627	и других	1	1
628	в полной	1	1
629	это свое	1	1
630	бы к	2	1
631	в основе	4	1
632	для создания	2	1
633	каждая из	2	1
634	с самого	1	1
635	же то	1	1
636	с европейским	1	1
637	становится и	1	1
638	его жизни	2	1
639	ибо они	1	1
640	своей собственной	1	1
641	но ведь	3	1
642	нет ибо	1	1
643	в европе	1	1
644	действительно является	1	1
645	он был	2	1
646	это как	1	1
647	силы и	1	1
648	где есть	2	1
649	привело бы	1	1
650	случае и	1	1
651	то и	3	1
652	принципиально не	1	1
653	хоть сколько-нибудь	1	1
654	всех элементов	2	1
655	говорить не	1	1
656	в свою	1	1
657	таковы что	1	1
658	входит в	9	1
659	он принимает	1	1
660	ни один	3	1
661	себе но	2	1
662	можно лишь	1	1
663	связь и	1	1
664	также и	3	1
665	ту же	2	1
666	по сравнению	1	1
667	дело у	1	1
668	личности и	1	1
669	с тою	1	1
670	и неизбежно	1	1
671	но при	4	1
672	быть не	1	1
673	не должны	1	1
674	не всегда	2	1
675	себе что	2	1
676	но вся	1	1
677	было только	1	1
678	в руках	3	1
679	остается только	1	1
680	сознании и	4	1
681	оно и	2	1
682	что касается	1	1
683	всего на	2	1
684	нею и	2	1
685	только один	1	1
686	то все	1	1
687	и истины	1	1
688	не могло	2	1
689	если такое	1	1
690	или иных	1	1
691	и их	3	1
692	не исключает	1	1
693	на его	2	1
694	не об	2	1
695	в различных	3	1
696	не могла	1	1
697	и когда	1	1
698	эта последняя	1	1
699	для данного	1	1
700	на одну	2	1
701	но только	1	1
702	смотрит на	1	1
703	также может	1	1
704	иметь в	2	1
705	ее с	2	1
706	это стремление	1	1
707	но дело	1	1
708	не следует	1	1
709	в чужих	2	1
710	значительной степени	1	1
711	стороны и	4	1
712	от своего	2	1
713	вот в	1	1
714	он есть	6	1
715	человека с	1	1
716	стало быть	1	1
717	этих случаях	2	1
718	самого начала	2	1
719	свою очередь	1	1
720	должны были	1	1
721	а во	1	1
722	суждений и	1	1
723	между несколькими	1	1
724	им в	1	1
725	их и	2	1
726	идет о	5	1
727	он еще	1	1
728	всего этого	2	1
729	а вы	1	1
730	всегда и	1	1
731	могла бы	1	1
732	в данной	1	1
733	на ней	2	1
734	с ее	1	1
735	с другой	7	1
736	и знаем	1	1
737	как мы	13	1
738	известной степени	2	1
739	из нее	1	1
740	его себе	1	1
741	к ним	1	1
742	другом как	2	1
743	же самое	1	1
744	его целом	6	1
745	явление в	1	1
746	с людьми	1	1
747	без всякого	1	1
748	нет и	1	1
749	а скорее	1	1
750	со своими	2	1
751	которых он	1	1
752	своей организации	1	1
753	его лежит	1	1
754	если мы	3	1
755	та или	1	1
756	крайней мере	2	1
757	слагающийся из	1	1
758	для всей	1	1
759	мог бы	1	1
760	ибо нет	1	1
761	самостоятельность как	2	1
762	его личности	1	1
763	могут быть	9	1
764	не за	3	1
765	и глубокого	1	1
766	с большим	1	1
767	одного и	1	1
768	и ставит	1	1
769	формы в	1	1
770	и все	6	1
771	образом как	3	1
772	быть перед	1	1
773	до конца	10	1
774	и придают	1	1
775	на него	6	1
776	к которому	2	1
777	этой действительности	2	1
778	должны быть	3	1
779	то чем	3	1
780	только при	1	1
781	речь не	1	1
782	быть настоящим	1	1
783	не знаем	1	1
784	котором мы	1	1
785	с идеями	1	1
786	в зависимости	5	1
787	теми же	1	1
788	образом в	1	1
789	не умеет	1	1
790	то таким	1	1
791	в общем	1	1
792	на этот	4	1
793	никому не	2	1
794	он может	4	1
795	что о	1	1
796	бытия и	1	1
797	не укладывающихся	1	1
798	исходит из	1	1
799	такой же	4	1
800	этих черт	2	1
801	же мы	1	1
802	быть глубоко	1	1
803	до известной	1	1
804	оно является	2	1
805	идет не	2	1
806	об этой	1	1
807	выражение в	6	1
808	бы именно	1	1
809	от них	3	1
810	оно может	2	1
811	принадлежать к	1	1
812	в создании	1	1
813	же может	1	1
814	к этому	1	1
815	тех или	1	1
816	в противном	1	1
817	только такое	1	1
818	что кроме	1	1
819	жизни является	1	1
820	для достижения	1	1
821	себе еще	4	1
822	утверждение и	1	1
823	же это	1	1
824	приходится признать	1	1
825	это направление	1	1
826	бы это	1	1
827	что вся	2	1
828	воздействия на	1	1
829	может и	1	1
830	для чего	1	1
831	у себя	1	1
832	не удалось	1	1
833	и примирения	1	1
834	и стать	1	1
835	сам а	1	1
836	для опровержения	1	1
837	же он	1	1
838	точка зрения	13	1
839	того же	3	1
840	и сама	2	1
841	в самой	9	1
842	они могут	4	1
843	в один	2	1
844	его творчество	2	1
845	и себе	1	1
846	отпечаток его	2	1
847	найти в	1	1
848	что на	1	1
849	в известной	1	1
850	а каждая	1	1
851	и следует	1	1
852	никак не	4	1
853	степени и	1	1
854	людей в	1	1
855	от ее	3	1
856	его можно	2	1
