N	2gram	Losev_Vlad	Narrotol
268	во всяком	8	4
269	для нас	9	4
270	раз в	1	4
271	а на	1	4
272	а то	2	4
273	и как	7	4
274	или даже	1	4
275	так в	1	4
276	ли не	1	4
277	по своему	5	4
278	это было	9	4
279	в области	3	4
280	человека в	1	4
281	она не	3	4
282	быть и	1	4
283	что касается	6	4
284	не с	1	4
285	как он	4	4
286	к ней	7	4
287	как мы	17	4
288	что на	2	4
289	не к	2	4
290	с этой	4	3
291	говорит о	1	3
292	своей истории	1	3
293	в этих	5	3
294	о своем	3	3
295	и опять	1	3
296	каждый из	1	3
297	времени в	2	3
298	к своей	2	3
299	говорить о	1	3
300	за собой	1	3
301	точно так	2	3
302	к анне	1	3
303	так же	4	3
304	ни одного	2	3
305	к ним	1	3
306	казалось что	2	3
307	наряду с	1	3
308	еще одна	1	3
309	что она	2	3
310	только не	2	3
311	она в	1	3
312	и сама	2	3
313	одно из	1	3
314	в следующем	3	3
315	связи с	7	3
316	но он	7	3
317	в которой	8	3
318	к чему	1	3
319	всех его	1	3
320	что не	3	3
321	характер и	1	3
322	в связи	9	3
323	между ними	2	3
324	и это	4	3
325	а потом	1	3
326	должен был	3	3
327	но как	6	3
328	а с	5	3
329	за ними	1	3
330	и что	11	3
331	как уже	2	3
332	не просто	1	3
333	как известно	2	3
334	о его	7	3
335	а как	1	3
336	здесь мы	4	3
337	во время	4	3
338	в него	1	3
339	он уже	7	3
340	свою жизнь	1	3
341	первых двух	1	3
342	интерес к	1	3
343	нам в	2	3
344	с таким	1	3
345	и т	3	3
346	всей своей	2	3
347	своей жизни	5	3
348	еще и	10	3
349	что мы	2	3
350	как на	2	3
351	быть не	1	3
352	и тогда	1	3
353	и лишь	1	3
354	подобного рода	1	3
355	было и	1	3
356	той же	6	3
357	от которой	1	3
358	одной из	2	3
359	до конца	8	3
360	характера и	1	3
361	на этот	9	3
362	но это	6	3
363	и после	1	3
364	жизни не	1	3
365	собственно говоря	4	3
366	жизни но	1	3
367	как к	4	3
368	произведения как	2	3
369	и вот	5	3
370	которых он	2	3
371	он и	8	3
372	чем он	1	3
373	этом в	2	3
374	все равно	1	3
375	в виде	4	3
376	этого не	2	3
377	для других	1	3
378	дело в	7	3
379	этот раз	7	3
380	все эти	6	3
381	со своей	5	3
382	по его	3	3
383	особенно в	2	3
384	и потому	8	3
385	только к	3	3
386	а к	24	3
387	его не	2	3
388	дело не	3	3
389	во второй	3	3
390	это была	3	3
391	не следует	1	3
392	лишь в	3	3
393	же самое	1	3
394	со своими	4	3
395	и самого	2	3
396	и только	1	3
397	последних дней	2	3
398	все было	2	3
399	новое и	1	2
400	мы и	4	2
401	в момент	2	2
402	которая в	1	2
403	еще более	3	2
404	видел во	1	2
405	те же	2	2
406	глубоко и	2	2
407	в году	54	2
408	потому не	1	2
409	нас в	2	2
410	с той	1	2
411	другой стороны	3	2
412	быть может	1	2
413	из многочисленных	2	2
414	в настоящем	1	2
415	чтобы в	1	2
416	более или	5	2
417	но все	3	2
418	между началом	1	2
419	жизнь в	2	2
420	мысль о	1	2
421	в некотором	1	2
422	зато в	1	2
423	целый ряд	1	2
424	тем что	2	2
425	дело здесь	1	2
426	одновременно и	1	2
427	внимание к	1	2
428	в это	6	2
429	мир и	1	2
430	и стал	3	2
431	на первый	4	2
432	но несомненно	1	2
433	казалось бы	1	2
434	было не	2	2
435	было в	1	2
436	в действительности	1	2
437	один и	2	2
438	раз и	4	2
439	и который	2	2
440	представления о	1	2
441	жизнь а	1	2
442	из жизни	1	2
443	в этот	5	2
444	больше не	1	2
445	с помощью	1	2
446	когда она	1	2
447	чего не	1	2
448	видно что	5	2
449	и еще	3	2
450	с такою	1	2
451	у себя	1	2
452	вовсе не	8	2
453	не имел	1	2
454	именно так	2	2
455	быть в	1	2
456	тут же	7	2
457	детей в	1	2
458	так у	2	2
459	бы в	1	2
460	того же	11	2
461	в обращении	1	2
462	из другого	1	2
463	жизни с	2	2
464	и мы	6	2
465	нами не	1	2
466	что иное	2	2
467	к одному	1	2
468	не слишком	1	2
469	должно быть	1	2
470	него уже	1	2
471	в произведении	2	2
472	время в	4	2
473	весь день	1	2
474	по мнению	1	2
475	и через	3	2
476	и кажется	3	2
477	этого человека	1	2
478	отношения между	1	2
479	в будущем	2	2
480	столько же	2	2
481	а за	3	2
482	будто бы	2	2
483	одним из	3	2
484	человек и	1	2
485	в последние	3	2
486	ясно что	2	2
487	роль принадлежит	1	2
488	также в	1	2
489	и будущего	1	2
490	не есть	4	2
491	в двух	1	2
492	себе и	2	2
493	в других	1	2
494	во всех	4	2
495	как было	2	2
496	выступает в	1	2
497	мы можем	1	2
498	говорил о	1	2
499	этой своей	1	2
500	бы она	1	2
501	человека как	3	2
502	так что	13	2
503	одно и	1	2
504	хотя в	2	2
505	даже не	3	2
506	она была	2	2
507	за нею	1	2
508	т п	1	2
509	его как	2	2
510	совершенно чужда	1	2
511	что может	1	2
512	и есть	2	2
513	мы будем	4	2
514	с которым	4	2
515	в общем	4	2
516	ней в	1	2
517	рассказ в	1	2
518	это он	1	2
519	на рубеже	1	2
520	и ничего	1	2
521	любви и	1	2
522	в особенности	4	2
523	но после	2	2
524	та же	1	2
525	если в	1	2
526	и солнце	1	2
527	другого человека	1	2
528	одному из	1	2
529	чтобы стать	2	2
530	в сущности	2	2
531	из которых	1	2
532	для них	2	2
533	себе не	2	2
534	все то	1	2
535	и одновременно	1	2
536	от своего	2	2
537	на столе	1	2
538	в россии	7	2
539	о самом	1	2
540	же о	3	2
541	можно назвать	1	2
542	как о	1	2
543	ему казалось	1	2
544	слово но	1	2
545	это время	7	2
546	в которых	1	2
547	никто не	1	2
548	за границу	3	2
549	он прямо	2	2
550	так называемая	1	2
551	ли он	2	2
552	не своим	1	2
553	в каком	3	2
554	сближение с	1	2
555	это и	2	2
556	его и	2	2
557	тот кто	1	2
558	бы с	2	2
559	по своим	3	2
560	в историю	1	2
561	более чем	1	2
562	это за	1	2
563	в течение	13	2
564	с нами	3	2
565	наконец в	3	2
566	это то	1	2
567	это все	1	2
568	которое не	1	2
569	у меня	3	2
570	после смерти	8	2
571	всего на	4	2
572	первый раз	1	2
573	на основании	3	2
574	в мир	1	2
575	как будет	1	2
576	что же	11	2
577	на две	1	2
578	и во	3	2
579	в самую	1	2
580	с нею	1	2
581	только с	1	2
582	только потому	1	2
583	долго не	1	2
584	из него	1	2
585	обратиться к	1	2
586	судя по	2	2
587	именно к	2	2
588	в более	3	2
589	после этого	2	2
590	его матери	1	2
591	ни с	6	2
592	это был	5	2
593	из деревни	1	2
594	не для	1	2
595	бы на	2	2
596	в формах	1	2
597	что с	3	2
598	все это	7	2
599	со своим	5	2
600	а все	1	2
601	не спал	1	2
602	в их	2	2
603	как именно	1	2
604	но с	1	2
605	и более	1	2
606	или иначе	3	2
607	на нее	1	2
608	указывает на	2	2
609	как можно	1	2
610	своего существования	1	2
611	к своему	4	2
612	не столь	2	2
613	но уже	3	2
614	для которого	1	2
615	или менее	5	2
616	и вообще	12	2
617	этих двух	2	2
618	личности в	1	2
619	он говорит	2	2
620	и личность	2	2
621	не могу	2	2
622	церкви и	2	2
623	мы его	1	2
624	когда он	6	2
625	а по	3	2
626	говоря о	2	2
627	ему было	3	2
628	всей его	2	2
629	на это	2	2
630	отношение к	7	2
631	во многом	3	2
632	убеждения и	1	2
633	никому не	1	2
634	бытия и	1	2
635	было довольно	1	2
636	о своих	2	2
637	это в	2	2
638	на своих	1	2
639	таким же	1	2
640	и наконец	2	2
641	жизнью и	1	2
642	иное как	2	2
643	во всем	4	1
644	мог понять	1	1
645	уже имела	1	1
646	с которыми	2	1
647	это первое	1	1
648	глубоких и	1	1
649	лет назад	1	1
650	этот труд	1	1
651	которые не	1	1
652	к этой	4	1
653	в печати	2	1
654	тех кто	2	1
655	за исключением	1	1
656	всей жизни	4	1
657	многие его	1	1
658	любовь к	1	1
659	жизнь которая	1	1
660	с самим	2	1
661	в разных	1	1
662	этот момент	2	1
663	самое важное	1	1
664	и был	6	1
665	их жизни	1	1
666	мысли и	5	1
667	у его	2	1
668	в дом	1	1
669	не как	1	1
670	менее не	1	1
671	что человек	1	1
672	время не	1	1
673	иначе но	2	1
674	например с	2	1
675	представлений о	1	1
676	уже была	2	1
677	его от	2	1
678	не нуждаясь	1	1
679	для всех	2	1
680	но что	5	1
681	однако при	1	1
682	прав так	1	1
683	которая была	2	1
684	вы уже	1	1
685	связь с	1	1
686	по пути	1	1
687	без другого	1	1
688	поведения и	1	1
689	лет в	1	1
690	пустым местом	4	1
691	на свою	3	1
692	слова с	1	1
693	но по	2	1
694	у людей	1	1
695	целый день	1	1
696	целиком он	1	1
697	порядка и	1	1
698	представление о	2	1
699	к другим	1	1
700	отношением к	2	1
701	меня в	2	1
702	его на	4	1
703	он стоит	1	1
704	у которого	3	1
705	с еще	1	1
706	на эту	3	1
707	всю ночь	2	1
708	ней не	2	1
709	них мы	1	1
710	но у	1	1
711	зрения с	1	1
712	его детских	1	1
713	этой стороны	1	1
714	отца и	4	1
715	в письме	16	1
716	характером но	1	1
717	так например	3	1
718	с мужем	1	1
719	не пытаясь	1	1
720	не имели	2	1
721	относиться к	2	1
722	следующее в	1	1
723	отец как	1	1
724	себе представить	2	1
725	поездки в	1	1
726	и тонкий	1	1
727	с этим	3	1
728	если я	1	1
729	сам же	1	1
730	своем учении	1	1
731	он об	1	1
732	на молитву	1	1
733	сказать про	1	1
734	я вижу	1	1
735	еще от	1	1
736	самостоятельный и	1	1
737	здесь достаточно	1	1
738	сразу же	1	1
739	у такого	1	1
740	и третий	1	1
741	и ушел	1	1
742	которые мы	1	1
743	не могли	2	1
744	сказал я	1	1
745	будучи сам	1	1
746	что этот	4	1
747	вопрос о	1	1
748	тех слов	1	1
749	же времени	1	1
750	который считал	1	1
751	по тем	1	1
752	об ее	1	1
753	нельзя было	1	1
754	и мысли	1	1
755	он был	20	1
756	студента не	1	1
757	мы увидим	4	1
758	их отношений	1	1
759	бы из	1	1
760	но во	2	1
761	это его	1	1
762	но то	1	1
763	но эти	1	1
764	образ жизни	1	1
765	во многих	2	1
766	и мировой	1	1
767	конце жизни	1	1
768	спал всю	1	1
769	что вся	1	1
770	уже было	1	1
771	а когда	1	1
772	ему даже	1	1
773	свете нет	1	1
774	не имеем	1	1
775	в различных	1	1
776	и была	1	1
777	на ногах	1	1
778	в сторону	1	1
779	в отсутствие	1	1
780	и те	1	1
781	не что	2	1
782	рассуждение о	1	1
783	даже с	1	1
784	всех без	1	1
785	он писал	5	1
786	то его	2	1
787	с длинной	1	1
788	но кажется	1	1
789	земли к	1	1
790	в прошлом	1	1
791	самом начале	1	1
792	думал о	1	1
793	по которой	1	1
794	прямым свидетелем	1	1
795	тем кто	2	1
796	например когда	1	1
797	и проявляет	1	1
798	значит и	1	1
799	как я	2	1
800	в одной	1	1
801	что все	2	1
802	чего он	2	1
803	во всей	1	1
804	из трех	3	1
805	впрочем как	1	1
806	расхождений между	1	1
807	вернуться к	1	1
808	воли и	2	1
809	по одной	1	1
810	именно с	2	1
811	м м	19	1
812	и н	4	1
813	называл себя	1	1
814	что даже	2	1
815	она уже	1	1
816	каким был	1	1
817	а мы	3	1
818	понятие о	1	1
819	нет никаких	2	1
820	она есть	1	1
821	важно что	1	1
822	этом же	2	1
823	нас совсем	1	1
824	свои собственные	1	1
825	не то	3	1
826	свое собственное	1	1
827	вся эта	3	1
828	гораздо более	1	1
829	лет то	2	1
830	бы то	2	1
831	по адресу	1	1
832	этого знаменитого	1	1
833	здесь нет	1	1
834	его самого	1	1
835	и всей	1	1
836	и среди	1	1
837	это будет	1	1
838	глубокий и	1	1
839	указать на	2	1
840	становится для	1	1
841	но отнюдь	1	1
842	в состоянии	1	1
843	мы знаем	5	1
844	смысле в	1	1
845	если у	2	1
846	ни было	1	1
847	знакомых и	2	1
848	чем у	2	1
849	его произведение	1	1
850	тайны и	1	1
851	с другими	1	1
852	что между	1	1
853	карамзина а	1	1
854	его в	3	1
855	ни в	4	1
856	же году	2	1
857	в разные	1	1
858	говорит в	2	1
859	состояние в	1	1
860	что за	1	1
861	его последующего	1	1
862	тех же	3	1
863	собой и	1	1
864	немало и	1	1
865	же пока	1	1
866	в атмосфере	1	1
867	между этими	1	1
868	порой не	1	1
869	я всегда	1	1
870	время как	3	1
871	на земле	2	1
872	по ее	1	1
873	средневекового миросозерцания	2	1
874	что толстой	1	1
875	сообщение о	1	1
876	того и	3	1
877	с некоторой	1	1
878	уже давно	3	1
879	письме к	14	1
880	о которых	1	1
881	о невозможности	1	1
882	же касается	8	1
883	что только	1	1
884	был не	3	1
885	имеют для	2	1
886	не нужно	1	1
887	это тоже	1	1
888	он чувствовал	1	1
889	в позиции	1	1
890	и отдельные	1	1
891	волосы в	1	1
892	на которую	1	1
893	период его	1	1
894	подобного не	1	1
895	для его	2	1
896	и пустая	1	1
897	в москву	3	1
898	следующем году	1	1
899	его развития	1	1
900	как следует	1	1
901	ним было	1	1
902	люди как	2	1
903	на этом	3	1
904	этом их	1	1
905	дни жизни	1	1
906	говоря в	1	1
907	действие которое	1	1
908	до нас	1	1
909	сидел в	1	1
910	на страницах	1	1
911	мы уже	8	1
912	него есть	1	1
913	он ничего	1	1
914	разных местах	1	1
915	называет его	1	1
916	там он	1	1
917	вклад в	1	1
918	жизнь по	1	1
919	в современных	1	1
920	на котором	2	1
921	то ни	2	1
922	совсем не	7	1
923	матери которая	1	1
924	так называемую	1	1
925	с какой	2	1
926	не один	1	1
927	лиц не	1	1
928	из множества	2	1
929	i и	1	1
930	именно что	1	1
931	котором уже	1	1
932	если б	1	1
933	как сам	1	1
934	понимает и	1	1
935	вместил в	1	1
936	оказывается в	1	1
937	к такой	1	1
938	однако эта	2	1
939	этом свете	1	1
940	и та	1	1
941	в тех	3	1
942	время когда	1	1
943	и тот	2	1
944	за пределы	3	1
945	тем и	1	1
946	никаких оснований	1	1
947	дела и	1	1
948	ехать в	1	1
949	этом смысле	4	1
950	рассуждения не	1	1
951	отношения с	1	1
952	над ним	1	1
953	толстого где	1	1
954	но тут	2	1
955	своем личном	1	1
956	в самой	1	1
957	которого в	1	1
958	значение и	1	1
959	был для	3	1
960	из нее	1	1
961	истории и	1	1
962	березы и	1	1
963	никогда в	1	1
964	целом и	1	1
965	природы и	2	1
966	на который	1	1
967	что для	5	1
968	или о	2	1
969	бы его	2	1
970	его личности	2	1
971	это делает	3	1
972	приводят к	1	1
973	которое мы	1	1
974	них не	2	1
975	он даже	3	1
976	появилось новое	1	1
977	был в	5	1
978	теми же	2	1
979	которая на	1	1
980	каждый год	1	1
981	и называл	1	1
982	всю жизнь	4	1
983	говорится но	1	1
984	иной раз	8	1
985	есть все	1	1
986	бы эти	1	1
987	и нравственной	1	1
988	из этого	6	1
989	тайно от	1	1
990	вот и	3	1
991	его к	3	1
992	этом у	1	1
993	с с	5	1
994	главный интерес	1	1
995	а главное	2	1
996	случае это	1	1
997	так или	3	1
998	прежде чем	1	1
999	и особенно	6	1
1000	если это	2	1
1001	до его	1	1
1002	одно без	1	1
1003	мы видели	1	1
1004	почему он	2	1
1005	при жизни	4	1
1006	на жизнь	1	1
1007	было на	1	1
1008	то время	6	1
1009	даже чисто	1	1
1010	этому времени	3	1
1011	очень серьезно	1	1
1012	него только	1	1
1013	в очерке	1	1
1014	за ним	1	1
1015	как с	1	1
1016	всеми этими	1	1
1017	и сейчас	2	1
1018	как содержание	1	1
1019	с и	4	1
1020	в о	2	1
1021	он только	1	1
1022	которых мы	1	1
1023	с такой	1	1
1024	и должно	1	1
1025	была бы	1	1
1026	уже знаем	1	1
1027	в свое	6	1
1028	человек с	1	1
1029	содержит в	1	1
1030	разрыв с	1	1
1031	со второй	1	1
1032	с тем	4	1
1033	событиям и	1	1
1034	сам по	1	1
1035	не приходится	1	1
1036	он на	1	1
1037	в другой	1	1
1038	поэтому в	1	1
1039	их как	1	1
1040	гораздо раньше	1	1
1041	с каждым	2	1
1042	когда его	1	1
1043	в отношении	5	1
1044	однако он	2	1
1045	мы пока	2	1
1046	было тогда	1	1
1047	же самой	1	1
1048	ему принадлежат	1	1
1049	и вполне	4	1
1050	за это	2	1
1051	на минуту	1	1
1052	не могут	2	1
1053	только еще	1	1
1054	в я	4	1
1055	будто и	1	1
1056	сказать с	2	1
1057	вам в	1	1
1058	во что	1	1
1059	до этого	1	1
1060	наряду со	1	1
1061	легко и	1	1
1062	содержание и	1	1
1063	имеет дело	1	1
1064	своих двух	1	1
1065	отношения к	4	1
1066	к которым	1	1
1067	добрых и	1	1
1068	поскольку в	3	1
1069	при столь	1	1
1070	и так	3	1
1071	после первого	2	1
1072	по разным	5	1
1073	по душе	1	1
1074	часов утра	1	1
1075	себя и	1	1
1076	мыслей и	1	1
1077	весьма значительный	1	1
1078	при всех	1	1
1079	далек от	1	1
1080	которого не	1	1
1081	суждений о	2	1
1082	последние дни	2	1
1083	его памяти	1	1
1084	редко и	1	1
1085	по крайней	1	1
1086	к той	2	1
1087	зла и	1	1
1088	без которых	1	1
1089	который и	1	1
1090	то я	1	1
1091	о самоубийстве	1	1
1092	только одно	4	1
1093	ни к	2	1
1094	совершенно не	2	1
1095	необходимым и	1	1
1096	с детьми	1	1
1097	первая и	1	1
1098	и воображения	1	1
1099	ни у	1	1
1100	если он	1	1
1101	не любил	3	1
1102	здесь говорит	1	1
1103	несомненно есть	1	1
1104	в значительной	1	1
1105	характера по	1	1
1106	относится к	1	1
1107	не раз	5	1
1108	нас очень	1	1
1109	из его	6	1
1110	жениться на	1	1
1111	он относится	1	1
1112	с которой	2	1
1113	жизни даже	1	1
1114	и теперь	4	1
1115	что если	3	1
1116	не понимает	1	1
1117	для меня	8	1
1118	и вся	1	1
1119	действительностью и	1	1
1120	отношении к	2	1
1121	своей работе	1	1
1122	он как	4	1
1123	ответы на	1	1
1124	от других	1	1
1125	него с	1	1
1126	для такой	1	1
1127	и до	4	1
1128	был его	1	1
1129	чем не	2	1
1130	теперь не	1	1
1131	он есть	1	1
1132	еще один	2	1
1133	этих позиций	1	1
1134	им в	3	1
1135	в бога	1	1
1136	жизни по	2	1
1137	известной степени	2	1
1138	церквей которая	1	1
1139	чем с	1	1
1140	не говорится	2	1
1141	есть его	1	1
1142	но мы	3	1
1143	что здесь	2	1
1144	разным причинам	1	1
1145	заметить что	2	1
1146	нет и	2	1
1147	в споре	1	1
1148	это вообще	1	1
1149	уж во	1	1
1150	много лет	1	1
1151	человечества и	1	1
1152	нам и	1	1
1153	этого слова	1	1
1154	они еще	1	1
1155	до известной	1	1
1156	т д	3	1
1157	главным образом	5	1
1158	у них	2	1
1159	после его	1	1
1160	не из	2	1
1161	мы еще	1	1
1162	если только	1	1
1163	тот же	7	1
1164	толстой в	1	1
1165	с того	2	1
1166	в другое	1	1
1167	указанием на	1	1
1168	но имеется	1	1
1169	его можно	1	1
1170	человеческую жизнь	1	1
1171	вместе со	1	1
1172	только со	1	1
1173	но на	3	1
1174	на языке	1	1
1175	что ему	1	1
1176	и многие	1	1
1177	которым он	1	1
1178	со мной	1	1
1179	тоже не	2	1
1180	так как	11	1
1181	ему что	1	1
1182	бумаги и	1	1
1183	может не	1	1
1184	достоевского однако	1	1
1185	он выступает	1	1
1186	о человеке	1	1
1187	исторической жизни	1	1
1188	того как	2	1
1189	новой жизни	1	1
1190	в первый	2	1
1191	местам и	1	1
1192	том числе	1	1
1193	уже в	9	1
1194	ли ты	1	1
1195	на что	2	1
1196	однако здесь	1	1
1197	на кладбище	1	1
1198	из особенностей	1	1
1199	чем дело	1	1
1200	от времени	1	1
1201	причем все	1	1
1202	ее в	1	1
1203	церкви с	1	1
1204	где он	5	1
1205	видеть в	1	1
1206	после знакомства	1	1
1207	свои вопросы	1	1
1208	жизни поскольку	1	1
1209	о ее	1	1
1210	слова не	1	1
1211	не принимает	1	1
1212	в церковь	2	1
1213	хотя как	1	1
1214	течение всей	5	1
1215	что к	3	1
1216	чего уж	1	1
1217	этом не	3	1
1218	об этих	3	1
1219	и которая	2	1
1220	году как	1	1
1221	было для	3	1
1222	от апреля	1	1
1223	и собственного	1	1
1224	том виде	1	1
1225	читателя это	1	1
1226	здесь все	1	1
1227	как нечто	2	1
1228	с конца	1	1
1229	пристального внимания	1	1
1230	на тему	1	1
1231	очень много	2	1
1232	более что	2	1
1233	случае не	1	1
1234	и без	2	1
1235	москве в	1	1
1236	притом весьма	1	1
1237	виде в	2	1
1238	которая представляет	1	1
1239	говорят о	1	1
1240	есть только	1	1
1241	и искусно	1	1
1242	и опыт	1	1
1243	и я	7	1
1244	в такой	1	1
1245	он почувствовал	1	1
1246	в новом	2	1
1247	нисколько не	4	1
1248	и небольшой	1	1
1249	нас является	1	1
1250	на его	7	1
1251	вследствие чего	1	1
1252	далее же	1	1
1253	то можно	1	1
1254	к вам	1	1
1255	а он	2	1
1256	чего в	2	1
1257	поскольку по	1	1
1258	остановился на	1	1
1259	как результат	1	1
1260	связаны с	1	1
1261	еще одной	1	1
1262	ему не	2	1
1263	жизнь и	3	1
1264	свобода и	1	1
1265	на свете	1	1
1266	вопрос не	1	1
1267	которая как	2	1
1268	таким каков	1	1
1269	не говоря	4	1
1270	поскольку она	1	1
1271	содержание своего	1	1
1272	в полной	3	1
1273	же с	22	1
1274	освобождения от	1	1
1275	тут и	1	1
1276	с самого	1	1
1277	же к	1	1
1278	второй и	1	1
1279	на свои	2	1
1280	бы от	1	1
1281	в самых	2	1
1282	другими словами	1	1
1283	характера в	1	1
1284	ни один	1	1
1285	знакомства с	1	1
1286	а из	2	1
1287	все для	1	1
1288	был назначен	3	1
1289	в столь	1	1
1290	и многочисленные	1	1
1291	в противоположность	1	1
1292	ведь и	1	1
1293	просто не	2	1
1294	мы должны	3	1
1295	в позднейшем	1	1
1296	невозможно но	1	1
1297	не существовало	2	1
1298	эта сторона	1	1
1299	но она	4	1
1300	но даже	3	1
1301	всего его	1	1
1302	к области	1	1
1303	кто не	2	1
1304	только у	1	1
1305	он внимательно	1	1
1306	на людей	1	1
1307	уже видели	1	1
1308	только то	1	1
1309	и нередко	1	1
1310	с кем	1	1
1311	или как	1	1
1312	хотя его	1	1
1313	вследствие его	1	1
1314	в россию	5	1
1315	его отношение	1	1
1316	еще на	3	1
1317	после кончины	1	1
1318	не хотел	1	1
1319	что можно	4	1
1320	чувства а	1	1
1321	эту тему	2	1
1322	него и	2	1
1323	крайней мере	1	1
