N	2gram	Bakhtin_sl	Narrotol
363	но это	3	3
364	в едином	2	3
365	жизни но	2	3
366	как к	5	3
367	произведения как	3	3
368	от которого	1	3
369	которых он	1	3
370	он и	1	3
371	же не	1	3
372	чем он	2	3
373	все равно	1	3
374	в виде	4	3
375	этого не	1	3
376	дело в	2	3
377	кругозора и	1	3
378	все эти	15	3
379	на фоне	11	3
380	именно эта	2	3
381	должен быть	3	3
382	особенно в	3	3
383	и потому	9	3
384	того или	2	3
385	а его	2	3
386	его не	4	3
387	дело не	2	3
388	связано с	3	3
389	идет о	1	3
390	лишь в	6	3
391	каждого из	1	3
392	и только	2	3
393	если она	2	3
394	мир не	1	2
395	является в	1	2
396	они неразрывно	1	2
397	случае в	1	2
398	мы и	2	2
399	которая в	1	2
400	еще более	7	2
401	какой бы	1	2
402	те же	3	2
403	проникновения в	1	2
404	язык как	5	2
405	которое может	1	2
406	потому не	1	2
407	нас в	3	2
408	с той	1	2
409	другой стороны	5	2
410	с собой	1	2
411	людей и	2	2
412	в настоящем	1	2
413	более или	5	2
414	но все	2	2
415	жизнь в	2	2
416	в некотором	1	2
417	целый ряд	2	2
418	где они	4	2
419	тем что	1	2
420	дело здесь	1	2
421	одновременно и	5	2
422	большей или	5	2
423	тем или	1	2
424	достоевского и	1	2
425	в это	1	2
426	мир и	1	2
427	как только	4	2
428	на первый	1	2
429	шире и	1	2
430	из персонажей	1	2
431	в действительности	1	2
432	один и	1	2
433	представления о	1	2
434	в этот	1	2
435	с помощью	5	2
436	когда она	2	2
437	чего не	1	2
438	а между	2	2
439	и внутренней	2	2
440	и еще	1	2
441	его собственной	1	2
442	с другим	1	2
443	в контексте	5	2
444	вовсе не	16	2
445	именно так	1	2
446	быть в	1	2
447	слово не	3	2
448	преимущественно в	4	2
449	на будущее	1	2
450	тем это	1	2
451	он живет	1	2
452	возникает и	1	2
453	в системе	2	2
454	бы в	1	2
455	того же	7	2
456	в обращении	1	2
457	они могут	7	2
458	чем это	1	2
459	того о	1	2
460	или иным	1	2
461	в смысловом	2	2
462	и столь	1	2
463	нами не	1	2
464	к одному	1	2
465	героев в	1	2
466	должно быть	3	2
467	гуманитарных науках	1	2
468	время в	1	2
469	данного высказывания	1	2
470	однако такая	1	2
471	слов в	2	2
472	и через	1	2
473	своего и	4	2
474	одним из	5	2
475	по аналогии	1	2
476	быть только	3	2
477	высказывания как	2	2
478	у тургенева	7	2
479	человек и	13	2
480	в последние	2	2
481	также в	1	2
482	не есть	2	2
483	в двух	2	2
484	точек зрения	8	2
485	есть своя	1	2
486	в других	4	2
487	во всех	25	2
488	смысл и	3	2
489	мы можем	1	2
490	лица и	1	2
491	бы она	1	2
492	сами по	1	2
493	так что	2	2
494	на свой	1	2
495	оно и	4	2
496	если же	1	2
497	его смысла	1	2
498	одно и	3	2
499	даже не	1	2
500	также не	1	2
501	в нее	3	2
502	своих персонажей	1	2
503	т п	49	2
504	его как	3	2
505	могут быть	25	2
506	что может	1	2
507	и есть	2	2
508	с которым	4	2
509	в общем	1	2
510	значимость и	1	2
511	в мировой	2	2
512	рассказ в	3	2
513	и чужого	4	2
514	с языком	4	2
515	одного и	1	2
516	ценностный кругозор	1	2
517	в единство	2	2
518	и ничего	1	2
519	по причине	1	2
520	в особенности	10	2
521	а потому	1	2
522	та же	1	2
523	в специальном	1	2
524	должна быть	3	2
525	одному из	2	2
526	чтобы стать	1	2
527	в сущности	18	2
528	к различным	2	2
529	для них	2	2
530	все то	2	2
531	и одновременно	2	2
532	говорящего и	3	2
533	от своего	1	2
534	о самом	1	2
535	встречаются и	1	2
536	в составе	1	2
537	же о	1	2
538	в процессе	14	2
539	как о	2	2
540	слово но	1	2
541	героя на	1	2
542	в которых	1	2
543	есть на	1	2
544	установкой на	4	2
545	который не	1	2
546	ли он	4	2
547	не до	1	2
548	в каком	1	2
549	к другому	1	2
550	не входит	1	2
551	это и	1	2
552	его и	5	2
553	по своим	6	2
554	совершенно иной	1	2
555	в течение	1	2
556	наконец в	5	2
557	автора и	6	2
558	них как	2	2
559	слова и	21	2
560	себя не	1	2
561	вступает в	2	2
562	первый раз	1	2
563	на основании	1	2
564	тому или	1	2
565	как будет	1	2
566	автора в	2	2
567	нем не	1	2
568	и во	3	2
569	с нею	1	2
570	к миру	1	2
571	он может	3	2
572	только с	3	2
573	из него	4	2
574	прибегает к	1	2
575	именно к	3	2
576	в более	2	2
577	ни с	1	2
578	только по	1	2
579	на роль	1	2
580	в формах	1	2
581	все это	14	2
582	со своим	13	2
583	сознания и	1	2
584	в их	6	2
585	но с	1	2
586	и более	3	2
587	национального языка	8	2
588	или иначе	2	2
589	ряде случаев	1	2
590	мира у	1	2
591	в ряде	1	2
592	не предполагает	3	2
593	есть в	1	2
594	к своему	11	2
595	не столь	2	2
596	но уже	2	2
597	для которого	1	2
598	или менее	5	2
599	как все	1	2
600	и вообще	2	2
601	он говорит	1	2
602	и личность	1	2
603	могут служить	1	2
604	может идти	1	2
605	обстоит дело	4	2
606	у героя	1	2
607	частности в	1	2
608	с установкой	4	2
609	меньшей степени	4	2
610	на это	1	2
611	могло быть	1	2
612	отношение к	8	2
613	не можем	1	2
614	к чужому	9	2
615	зрения на	9	2
616	и иные	2	2
617	таким же	1	2
618	как для	1	2
619	и наконец	9	2
620	жизнью и	1	2
621	не слышит	1	2
622	речь здесь	1	1
623	во всем	3	1
624	было показано	1	1
625	главным объектом	1	1
626	в единую	1	1
627	к иной	2	1
628	оно все	2	1
629	мире а	1	1
630	поскольку его	1	1
631	тургенева в	1	1
632	этого в	1	1
633	никогда и	1	1
634	с которыми	2	1
635	рассказ о	1	1
636	которые не	1	1
637	из комнаты	1	1
638	как разноречивое	2	1
639	всей жизни	1	1
640	без исключения	2	1
641	художника но	1	1
642	из всех	1	1
643	в разных	3	1
644	тем как	1	1
645	конца не	1	1
646	в большей	3	1
647	мысли и	1	1
648	в комнату	1	1
649	не как	4	1
650	так можно	1	1
651	как некоторого	1	1
652	социального охвата	1	1
653	и говорить	1	1
654	входит и	1	1
655	или социальной	1	1
656	чужом для	1	1
657	где язык	1	1
658	его от	2	1
659	этого момента	1	1
660	чопорными языковыми	1	1
661	для всех	2	1
662	но что	1	1
663	однако при	1	1
664	всей ее	1	1
665	что слово	1	1
666	среди других	3	1
667	целом как	1	1
668	связь с	2	1
669	их не	1	1
670	установки на	1	1
671	его своею	1	1
672	историческом так	1	1
673	углубляется как	1	1
674	значение это	1	1
675	в духе	3	1
676	он остается	1	1
677	стороне от	1	1
678	без другого	3	1
679	мы отчетливо	4	1
680	этих героев	1	1
681	на мир	6	1
682	слова с	3	1
683	тонах и	1	1
684	но по	2	1
685	связана с	2	1
686	чем его	1	1
687	или на	2	1
688	основной для	1	1
689	отношением к	1	1
690	самому и	1	1
691	исходили из	1	1
692	в риторике	4	1
693	в корне	1	1
694	его на	2	1
695	развернутым в	1	1
696	и внутренне	2	1
697	кроме самого	1	1
698	оказываются в	1	1
699	от множественности	1	1
700	на эту	1	1
701	на авторскую	2	1
702	в лирике	1	1
703	и социально	1	1
704	предмета и	2	1
705	человеческой речи	2	1
706	но у	1	1
707	отличается от	3	1
708	будущими и	1	1
709	рассказ не	1	1
710	и слово	4	1
711	его напротив	1	1
712	направлен на	1	1
713	людей с	1	1
714	такая композиционная	1	1
715	обращение к	1	1
716	рассказчика за	1	1
717	и нет	3	1
718	себе представить	1	1
719	ценностных кругозора	1	1
720	на материале	2	1
721	особенности в	1	1
722	и образ	2	1
723	с этим	5	1
724	сам же	1	1
725	еще от	1	1
726	и говорящей	1	1
727	творчества в	1	1
728	теперь эта	1	1
729	во все	1	1
730	на этой	1	1
731	напряженное взаимодействие	4	1
732	при условии	1	1
733	бывшими языками	1	1
734	и психологическом	1	1
735	нет своего	1	1
736	он был	1	1
737	мы увидим	2	1
738	чужое слово	11	1
739	говорящего как	3	1
740	понимается в	1	1
741	бы из	1	1
742	но во	1	1
743	это его	1	1
744	бесчисленными претендентами	1	1
745	но эти	3	1
746	этому миру	1	1
747	оно как	2	1
748	от действительного	1	1
749	это система	1	1
750	соединяется с	1	1
751	же национального	2	1
752	правда и	2	1
753	и вторая	1	1
754	или чаще	1	1
755	в различных	1	1
756	для данного	1	1
757	в сторону	1	1
758	слове но	4	1
759	определяется его	1	1
760	значительной степени	6	1
761	и те	3	1
762	удачливыми с	1	1
763	даже с	1	1
764	в окружающей	1	1
765	от языковой	1	1
766	самого начала	1	1
767	композиционная форма	3	1
768	то его	1	1
769	всего что	1	1
770	в прошлом	2	1
771	борьба своего	1	1
772	с авторской	2	1
773	о художественной	1	1
774	чужой голос	1	1
775	целого но	1	1
776	разноречивое становление	1	1
777	ее как	1	1
778	два высказывания	1	1
779	установка на	8	1
780	языка как	10	1
781	это так	1	1
782	в одной	2	1
783	что все	2	1
784	во всей	1	1
785	не умеет	2	1
786	момент в	2	1
787	персонажей происходит	1	1
788	а со	1	1
789	какие только	1	1
790	вернуться к	1	1
791	речь о	2	1
792	и внутренняя	1	1
793	на предмет	4	1
794	в противном	1	1
795	человеку и	1	1
796	друг с	2	1
797	и света	1	1
798	из слова	1	1
799	формируется в	1	1
800	характер ее	1	1
801	свои собственные	2	1
802	ним всегда	1	1
803	гораздо более	1	1
804	слов от	2	1
805	ближе к	1	1
806	бы то	1	1
807	его голос	1	1
808	его собственного	1	1
809	и автор	1	1
810	и рассказы	1	1
811	иного порядка	1	1
812	ведь для	1	1
813	последние десятилетия	1	1
814	и точек	1	1
815	особый кругозор	1	1
816	здесь нет	1	1
817	о слове	7	1
818	и всей	1	1
819	и среди	2	1
820	слова является	1	1
821	глубокий и	1	1
822	указать на	1	1
823	стороны и	3	1
824	как сопротивление	1	1
825	и грубых	1	1
826	диалогический момент	1	1
827	собой в	1	1
828	слова эта	1	1
829	такая же	2	1
830	в состоянии	1	1
831	речевого субъекта	1	1
832	смысле в	4	1
833	своей социальной	1	1
834	ни было	2	1
835	его слушателя	1	1
836	охвата с	1	1
837	что при	1	1
838	его внутренняя	1	1
839	аналогии с	1	1
840	чем у	1	1
841	два сознания	1	1
842	система языка	2	1
843	к еще	1	1
844	xix века	2	1
845	с другими	8	1
846	не от	1	1
847	даже на	1	1
848	стремится к	2	1
849	только изнутри	1	1
850	наше внимание	1	1
851	в каждый	5	1
852	что между	1	1
853	на нескольких	1	1
854	его в	7	1
855	создает ощущение	1	1
856	не была	3	1
857	ни в	4	1
858	даже вовсе	1	1
859	высказываний и	1	1
860	на разных	1	1
861	между настоящим	1	1
862	и говорит	1	1
863	евгении онегине	3	1
864	произведение как	1	1
865	и чисто	5	1
866	тех же	1	1
867	художника слова	1	1
868	становление кишащее	1	1
869	оно провоцирует	1	1
870	на мировую	1	1
871	как рассказчик	1	1
872	в атмосфере	2	1
873	между этими	3	1
874	в последних	1	1
875	с одним	3	1
876	не остается	2	1
877	романный сюжет	2	1
878	в евгении	3	1
879	настоящим и	1	1
880	лишь на	3	1
881	и само	2	1
882	эти три	1	1
883	время как	2	1
884	слово здесь	3	1
885	и она	2	1
886	как во	1	1
887	большинстве случаев	11	1
888	того и	1	1
889	зрения и	4	1
890	века в	2	1
891	происходит напряженное	1	1
892	о которых	2	1
893	принципиально иначе	1	1
894	был не	1	1
895	на границе	1	1
896	а только	1	1
897	из одного	2	1
898	числе и	1	1
899	не нужно	1	1
900	к некоторым	1	1
901	на другом	1	1
902	и понимание	1	1
903	и отдельные	1	1
904	взаимодействие и	2	1
905	может существенно	1	1
906	как сказано	4	1
907	чтобы понять	1	1
908	автор с	1	1
909	на которую	1	1
910	претендентами в	1	1
911	в бытовой	3	1
912	именно как	3	1
913	не два	1	1
914	рождается в	1	1
915	она или	1	1
916	для его	1	1
917	превращаясь в	1	1
918	для развития	1	1
919	на этом	4	1
920	к слову	2	1
921	у предшественников	1	1
922	данный момент	4	1
923	о предмете	1	1
924	до нас	1	1
925	индивида как	1	1
926	мы уже	4	1
927	него есть	1	1
928	случаев в	1	1
929	меньшей широтою	1	1
930	нашего сознания	2	1
931	зрения в	1	1
932	на котором	3	1
933	то ни	1	1
934	совсем не	1	1
935	с какой	1	1
936	эти слова	4	1
937	и рассказчик	1	1
938	и собственно	1	1
939	лиц не	1	1
940	или же	1	1
941	так называемые	1	1
942	протяжении веков	1	1
943	языковыми парвеню	1	1
944	двух и	1	1
945	интенции автора	3	1
946	понимает и	2	1
947	широтою социального	1	1
948	не такова	1	1
949	и тот	1	1
950	разделяется на	1	1
951	за пределы	6	1
952	тем и	3	1
953	выражается в	1	1
954	несколько иначе	1	1
955	отношения с	1	1
956	то или	1	1
957	как один	1	1
958	или иное	1	1
959	в которое	1	1
960	в самой	1	1
961	каждого высказывания	3	1
962	которого в	1	1
963	и возникает	1	1
964	неразрывно связано	1	1
965	занимает в	1	1
966	или меньшей	5	1
967	но главное	1	1
968	голоса и	4	1
969	на который	1	1
970	что для	1	1
971	слово со	1	1
972	в толпе	2	1
973	бы его	2	1
974	особенностей и	1	1
975	рассматривается как	1	1
976	оставляет в	2	1
977	и новеллы	1	1
978	приводят к	1	1
979	них не	2	1
980	самому себе	1	1
981	с чем	1	1
982	был в	1	1
983	которая на	1	1
984	персонажей но	1	1
985	например о	1	1
986	персонажа а	1	1
987	п не	1	1
988	если они	1	1
989	и языка	5	1
990	есть все	1	1
991	взглянуть на	1	1
992	из этого	3	1
993	бы ни	3	1
994	речи и	4	1
995	его к	1	1
996	слова как	8	1
997	там где	10	1
998	за все	1	1
999	а главное	1	1
1000	языками отмирающими	1	1
1001	так или	1	1
1002	чтобы не	1	1
1003	сферой применения	1	1
1004	в один	2	1
1005	прежде чем	1	1
1006	и особенно	2	1
1007	и нельзя	1	1
1008	до его	1	1
1009	одно без	3	1
1010	мы видели	3	1
1011	от самого	1	1
1012	к автору	2	1
1013	что видит	1	1
1014	поля зрения	1	1
1015	слова героя	1	1
1016	смысловых и	6	1
1017	области поэтики	1	1
1018	то время	2	1
1019	автор и	3	1
1020	в определенный	1	1
1021	в языки	1	1
1022	за ним	1	1
1023	диалогическое понимание	1	1
1024	в последнем	1	1
1025	как с	2	1
1026	идеологической сферой	1	1
1027	речи но	2	1
1028	не подвергается	1	1
1029	всеми этими	1	1
1030	он только	1	1
1031	которых мы	3	1
1032	был бы	2	1
1033	оно было	4	1
1034	и должно	1	1
1035	но такая	1	1
1036	из существенных	1	1
1037	речь как	1	1
1038	нашего восприятия	1	1
1039	говорит и	2	1
1040	если во	2	1
1041	в свое	3	1
1042	оно определяется	1	1
1043	эвристическое значение	2	1
1044	от социального	1	1
1045	не приходится	2	1
1046	в другой	2	1
1047	нашего времени	1	1
1048	в меньшей	1	1
1049	не исчерпывается	3	1
1050	поэтому в	1	1
1051	из существеннейших	5	1
1052	речи как	3	1
1053	с каждым	1	1
1054	в отношении	9	1
1055	действительного смысла	1	1
1056	автор в	1	1
1057	и создает	2	1
1058	отвлечении от	1	1
1059	него нет	3	1
1060	не могут	7	1
1061	в плоскости	1	1
1062	порядок и	1	1
1063	и бывшими	1	1
1064	и шире	1	1
1065	не звучат	1	1
1066	менее удачливыми	1	1
1067	этой точки	1	1
1068	до этого	1	1
1069	звучать и	1	1
1070	необходимые предпосылки	1	1
1071	слов не	1	1
1072	социальный человек	1	1
1073	так называемый	1	1
1074	по преимуществу	5	1
1075	легко и	1	1
1076	в большинстве	16	1
1077	содержание и	1	1
1078	на территории	2	1
1079	имеет дело	4	1
1080	лишь к	1	1
1081	же слово	3	1
1082	чужих высказываний	6	1
1083	затем следует	1	1
1084	отношения к	3	1
1085	оно всегда	1	1
1086	и они	1	1
1087	его сознании	1	1
1088	как не	1	1
1089	произведение в	1	1
1090	высказывания происходит	1	1
1091	которые при	1	1
1092	и так	1	1
1093	ними не	1	1
1094	в творческом	1	1
1095	иной идеологической	1	1
1096	себя и	2	1
1097	только себя	1	1
1098	отмирающими чопорными	1	1
1099	одном высказывании	1	1
1100	отталкивается от	1	1
1101	мировую литературу	1	1
1102	при всех	2	1
1103	с большей	1	1
1104	далек от	1	1
1105	речью героя	1	1
1106	слове и	2	1
1107	территории почти	1	1
1108	высказывание в	1	1
1109	словами и	1	1
1110	своем собственном	1	1
1111	слова о	2	1
1112	исторически реален	1	1
1113	по крайней	1	1
1114	такая точка	1	1
1115	к той	1	1
1116	претендующее на	1	1
1117	но оно	5	1
1118	все они	9	1
1119	только одно	1	1
1120	чуждо и	1	1
1121	в новое	4	1
1122	совершенно не	2	1
1123	возможно в	1	1
1124	чем же	1	1
1125	здесь может	1	1
1126	не умел	1	1
1127	или поддержка	1	1
1128	развернута в	3	1
1129	слова которое	1	1
1130	есть от	2	1
1131	его слово	17	1
1132	языка и	18	1
1133	произведение не	1	1
1134	далее и	1	1
1135	под понятие	1	1
1136	несобственно-прямая речь	1	1
1137	и главное	2	1
1138	если он	1	1
1139	оба эти	1	1
1140	задний план	1	1
1141	смешаны два	1	1
1142	в значительной	6	1
1143	героя до	1	1
1144	не должно	3	1
1145	это только	1	1
1146	до достоевского	1	1
1147	не должны	3	1
1148	из его	1	1
1149	и композиционно	2	1
1150	аристократами языковыми	1	1
1151	наконец среди	1	1
1152	это ее	1	1
1153	с которой	1	1
1154	прямой речи	1	1
1155	именно на	3	1
1156	его нельзя	1	1
1157	то все	1	1
1158	и вся	2	1
1159	отношении к	9	1
1160	и ему	1	1
1161	слов и	5	1
1162	он как	1	1
1163	ответы на	1	1
1164	от других	2	1
1165	и до	2	1
1166	мировой литературе	2	1
1167	третьими и	1	1
1168	чем не	1	1
1169	установку на	1	1
1170	новых лиц	1	1
1171	еще слишком	1	1
1172	как свой	1	1
1173	одного в	2	1
1174	известной степени	6	1
1175	о способах	1	1
1176	может послужить	1	1
1177	есть его	1	1
1178	но мы	2	1
1179	человек при	1	1
1180	нет и	1	1
1181	входит как	1	1
1182	в споре	1	1
1183	языком в	1	1
1184	сценки и	1	1
1185	индивидуальный характер	1	1
1186	риторического слова	2	1
1187	произведения и	2	1
1188	не знаем	3	1
1189	два смысловых	1	1
1190	лишится своего	1	1
1191	то она	1	1
1192	герое нашего	1	1
1193	характерное для	1	1
1194	переход к	1	1
1195	этого слова	2	1
1196	этот второй	2	1
1197	до известной	3	1
1198	сказать мы	1	1
1199	аудитории в	1	1
1200	со словом	4	1
1201	достаточно напомнить	1	1
1202	т д	7	1
1203	голос в	1	1
1204	о художественном	1	1
1205	у них	2	1
1206	этими словами	1	1
1207	не из	2	1
1208	мы еще	1	1
1209	только о	2	1
1210	как высказывания	2	1
1211	тот же	1	1
1212	слова от	7	1
1213	протяжении всего	1	1
1214	его можно	1	1
1215	в формировании	1	1
1216	возможность в	1	1
1217	вместе со	2	1
1218	сознание может	1	1
1219	проникает в	1	1
1220	смерть и	1	1
1221	находятся в	1	1
1222	но на	1	1
1223	на языке	2	1
1224	и прямо	4	1
1225	что оно	4	1
1226	которым он	1	1
1227	значение в	2	1
1228	не поддается	1	1
1229	ничем не	1	1
1230	так как	7	1
1231	это движение	1	1
1232	мир в	1	1
1233	может не	9	1
1234	различие между	1	1
1235	автору и	1	1
1236	его становления	1	1
1237	и было	1	1
1238	этот процесс	1	1
1239	фон для	1	1
1240	исторической жизни	3	1
1241	того как	2	1
1242	перестает быть	2	1
1243	в первый	1	1
1244	том числе	1	1
1245	уже в	2	1
1246	в художественной	1	1
1247	иных форм	1	1
1248	образ и	1	1
1249	почти полное	1	1
1250	для всего	2	1
1251	чужому слову	6	1
1252	как за	1	1
1253	единство этих	1	1
1254	себя самого	1	1
1255	от времени	1	1
1256	рассказе и	1	1
1257	оно существенно	1	1
1258	п все	1	1
1259	а предмет	1	1
1260	как единого	1	1
1261	возможность такого	1	1
1262	чужих слов	13	1
1263	с социальным	2	1
1264	с их	1	1
1265	отделяет себя	1	1
1266	слова не	5	1
1267	диалог в	2	1
1268	различия между	3	1
1269	далека от	1	1
1270	не принимает	1	1
1271	речь но	3	1
1272	мнения и	1	1
1273	парвеню бесчисленными	1	1
1274	этого произведения	1	1
1275	слова но	2	1
1276	и где	1	1
1277	и социальные	1	1
1278	языковыми аристократами	1	1
1279	и многообразно	2	1
1280	на тему	1	1
1281	между героями	1	1
1282	только два	2	1
1283	жизнь слова	2	1
1284	в стороне	1	1
1285	случае не	2	1
1286	не разрушает	1	1
1287	и без	1	1
1288	персонажей а	1	1
1289	языка может	2	1
1290	совершенно новые	1	1
1291	себя от	2	1
1292	возможно и	3	1
1293	говорят о	1	1
