N	3gram	Berdyaev_M	FransuaR
196	друг друга нет	1	1
197	это не есть	1	1
198	они не могут	1	1
199	то в чем	1	1
200	сходить с ума	2	1
201	нет всего того	1	1
202	над человеческой природой	1	1
203	к которой мы	1	1
204	к другу и	2	1
205	не было еще	2	1
206	не может знать	1	1
207	и все основные	1	1
208	у него было	1	1
209	в самом себе	1	1
210	и шекспира он	1	1
211	своего отца и	1	1
212	он не знает	2	1
213	его не только	1	1
214	в центре его	2	1
215	хотел сказать что	1	1
216	во всех своих	1	1
217	было для него	2	1
218	в чем не	2	1
219	превратить его в	1	1
220	и в нашем	1	1
221	он в свою	1	1
222	в человеке и	2	1
223	никогда не был	2	1
224	потому что не	1	1
225	по прямой линии	1	1
226	от него и	1	1
227	жизни а для	1	1
228	как и всегда	2	1
229	одном из самых	1	1
230	все это не	1	1
231	все это лишь	1	1
232	он не был	1	1
233	свет и на	1	1
234	еще до конца	1	1
235	в чистилище и	1	1
236	но не было	1	1
237	к нему нельзя	1	1
238	его в своем	1	1
239	человек не есть	2	1
240	лишь один из	1	1
241	одного из самых	1	1
242	все те же	1	1
243	один из первых	1	1
244	но это и	1	1
245	в этих словах	1	1
246	никогда не бывает	2	1
247	и то чего	1	1
248	те которые были	1	1
249	но и самый	1	1
250	значение но и	1	1
251	своем художественном творчестве	1	1
252	на так называемый	1	1
253	мы видим в	1	1
254	плоти и кровь	3	1
255	с того что	1	1
256	один из источников	1	1
257	а не из	1	1
258	в нем были	1	1
259	он не может	2	1
260	и потому в	1	1
261	в одном отношении	1	1
262	под ним не	1	1
263	этап в развитии	1	1
264	к тому чтобы	2	1
265	не остается кроме	1	1
266	жизни в эпоху	1	1
267	самом себе в	1	1
268	отношение к свободе	1	1
269	не было ничего	1	1
270	отношения к самому	1	1
271	в них не	1	1
272	и его жизнь	1	1
273	во франции он	1	1
274	что в конце	1	1
275	человека человек не	1	1
276	он был в	1	1
277	него как для	1	1
278	и непонятный для	1	1
279	он перестает быть	1	1
280	чем у нас	1	1
281	в духе и	1	1
282	жизни это была	1	1
283	друг за друга	2	1
284	не принадлежит в	1	1
285	она и есть	1	1
286	в котором в	1	1
287	прежде всего как	1	1
288	мир в котором	1	1
289	еще в одном	1	1
290	не значит конечно	1	1
291	есть не только	4	1
292	и в той	1	1
293	века у нас	1	1
294	не только художественная	1	1
295	с разных сторон	1	1
296	что нет у	1	1
297	с тем что	3	1
298	положительный и отрицательный	1	1
299	том случае если	1	1
300	в мире и	1	1
301	та или иная	1	1
302	она не имеет	2	1
303	что в своей	1	1
304	ключ к пониманию	1	1
305	ни в чем	2	1
306	и не знает	1	1
307	и по своим	1	1
308	свое завершение в	1	1
309	что он не	3	1
310	мира это и	1	1
311	бы и не	1	1
312	и не быть	1	1
313	одна а две	1	1
314	была еще вполне	1	1
315	бы он ни	1	1
316	мира и человека	1	1
317	о себе и	1	1
318	он думает что	1	1
319	не потому ли	1	1
320	с ним как	1	1
321	плоть от плоти	3	1
322	а не к	2	1
323	влечет его к	1	1
324	для нас в	1	1
325	и исторического процесса	1	1
326	в своих философских	1	1
327	есть то что	1	1
328	но сам он	1	1
329	века в эпоху	1	1
330	том что все	1	1
331	он ни был	1	1
332	не были еще	1	1
333	начинается после того	1	1
334	и он не	1	1
335	был по преимуществу	1	1
336	и в плане	1	1
337	человеческая природа в	1	1
338	был одним из	1	1
339	никогда не видел	1	1
340	того что преподносится	1	1
341	центральное место в	1	1
342	нем нет ничего	1	1
343	это сама жизнь	1	1
344	не так как	1	1
345	не в том	1	1
346	мира в этом	1	1
347	остается до конца	1	1
348	что преподносится в	1	1
349	самых замечательных и	1	1
350	по природе своей	2	1
351	кровь от крови	3	1
352	в том случае	1	1
353	две стороны одной	1	1
354	было сказано но	1	1
355	в себе самом	1	1
356	как для художника	1	1
357	то же что	1	1
358	в нем самом	1	1
359	в зависимости от	1	1
360	бросается в глаза	1	1
361	но для этого	2	1
362	роль в жизни	1	1
363	связывает его с	1	1
364	в самой глубине	4	1
365	что они не	1	1
366	значит конечно что	1	1
367	к которой он	1	1
368	в которых он	2	1
369	это не было	3	1
370	может быть названа	1	1
371	и у него	1	1
372	что ему удалось	1	1
373	в высшей степени	4	1
374	и потому они	1	1
375	в наше время	1	1
376	от бога в	1	1
377	что в сложном	1	1
378	в стороне от	1	1
379	никогда не было	2	1
380	но если он	1	1
381	более чем кто-либо	1	1
382	не видят и	1	1
383	не без основания	1	1
384	на этом основании	1	1
385	тем что он	2	1
386	они как и	1	1
387	и речи о	1	1
388	то он должен	1	1
389	но не менее	1	1
390	от мира сего	1	1
391	их было в	1	1
392	во многих отношениях	1	1
393	он так и	1	1
394	что в то	1	1
395	в них есть	1	1
396	в ней есть	1	1
397	не проникает в	1	1
398	в тот момент	1	1
399	и потому она	1	1
400	от плоти и	3	1
401	и еще в	1	1
402	в жизни так	1	1
403	все идет к	1	1
404	тем что в	1	1
405	стороны одной и	1	1
406	он хочет быть	1	1
407	на то что	1	1
408	он должен быть	1	1
409	событие в жизни	1	1
410	особый род его	1	1
411	от того что	4	1
412	и в последней	1	1
413	не только от	1	1
414	как и прежде	1	1
415	его в свое	1	1
416	и в конце	2	1
417	нужно признать что	1	1
418	которых он сам	1	1
419	для него не	2	1
420	один из моментов	1	1
421	такие явления и	1	1
422	мы увидим что	4	1
423	в этой борьбе	1	1
424	он мог бы	1	1
425	по своему значению	3	1
426	в отношении к	3	1
427	на поверхности земли	2	1
428	и кровь от	3	1
429	не будет уже	1	1
430	одно из самых	2	1
431	для него как	1	1
432	тому как в	1	1
433	самый характер его	1	1
434	в самом первоначальном	1	1
435	это характерно для	1	1
436	перед тем что	1	1
437	обычном смысле слова	1	1
438	и ничего не	1	1
439	о зле и	1	1
440	xix века в	2	1
441	всего может быть	1	1
442	до конца и	1	1
443	есть прежде всего	4	1
444	в xx веке	1	1
445	находится во власти	1	1
446	он был также	1	1
447	у него всегда	1	1
448	не был так	1	1
449	спуска в преисподнюю	1	1
450	в которой не	1	1
451	то время как	2	1
452	все что было	2	1
453	себе в своем	1	1
454	лежит в основе	1	1
