N	2gram	Vygotskiy_	Freidism
207	сводится к	1	4
208	по себе	8	4
209	если бы	13	4
210	теперь мы	1	4
211	именно в	8	4
212	в собственном	2	4
213	может стать	2	4
214	связанные с	6	4
215	как в	7	4
216	себя и	2	4
217	этот вопрос	8	4
218	зависимости от	3	4
219	ничего общего	6	4
220	это и	3	4
221	данном случае	3	4
222	в данном	4	4
223	в котором	2	4
224	в первый	1	4
225	мы увидим	3	4
226	потому что	40	4
227	в этот	4	4
228	и т.п	2	4
229	слова и	3	4
230	только на	3	4
231	а только	8	4
232	в истории	3	4
233	так же	22	4
234	свою очередь	4	4
235	связанных с	1	4
236	на которые	3	4
237	в своем	11	4
238	нигде не	2	4
239	все время	3	4
240	только с	1	4
241	но это	4	4
242	едва ли	2	4
243	дает нам	1	4
244	влияние на	2	4
245	что оно	9	4
246	этой области	3	4
247	этот процесс	5	4
248	в психологии	1	4
249	и за	1	4
250	этом отношении	7	4
251	внутренней и	1	4
252	тем не	1	4
253	на всех	2	4
254	у него	8	4
255	мы находим	1	4
256	не существует	1	4
257	в зависимости	2	4
258	внутренняя речь	7	4
259	я не	6	4
260	по своему	4	4
261	между собой	17	4
262	нисколько не	2	4
263	на язык	1	4
264	не имеющие	1	4
265	первый план	2	4
266	это как	1	4
267	в основных	1	4
268	нашего сознания	1	4
269	не дает	2	4
270	и речи	1	4
271	то ни	1	4
272	в развитии	45	4
273	и может	4	4
274	должны быть	2	4
275	в другом	7	4
276	речи мы	3	4
277	этой теории	9	4
278	собственного внутреннего	1	4
279	к ней	1	4
280	главным образом	1	4
281	в систему	2	4
282	уже указывали	1	4
283	в области	19	4
284	его к	2	4
285	с ее	1	4
286	в целом	8	4
287	помощью которой	1	3
288	ответ на	3	3
289	не так	1	3
290	собственном смысле	2	3
291	во втором	2	3
292	для всех	2	3
293	психологии только	1	3
294	до сих	3	3
295	в центре	2	3
296	и должны	1	3
297	часть его	1	3
298	и при	4	3
299	связанное с	2	3
300	мы в	2	3
301	этот принцип	1	3
302	в результате	9	3
303	и тот	5	3
304	в них	3	3
305	в основу	1	3
306	оно не	2	3
307	и даже	3	3
308	психологии и	1	3
309	нам в	2	3
310	все его	1	3
311	их в	3	3
312	значение в	3	3
313	не делает	2	3
314	ребенка к	6	3
315	к его	4	3
316	приводит к	10	3
317	другому человеку	1	3
318	сейчас же	2	3
319	при анализе	4	3
320	что мы	11	3
321	раз и	3	3
322	он был	1	3
323	ни на	3	3
324	и социальной	1	3
325	ребенка в	11	3
326	этот период	4	3
327	на основе	6	3
328	сознания в	3	3
329	одной и	3	3
330	между двумя	4	3
331	имеет дело	1	3
332	в одном	3	3
333	в совершенно	2	3
334	в настоящей	4	3
335	и той	3	3
336	он дает	1	3
337	уже в	4	3
338	как на	4	3
339	из наиболее	1	3
340	не совсем	2	3
341	тем же	1	3
342	и дать	1	3
343	в нашем	5	3
344	непосредственно из	1	3
345	находится в	2	3
346	с этими	1	3
347	о том	13	3
348	во всей	3	3
349	в сознании	5	3
350	на этот	9	3
351	какой степени	2	3
352	а вовсе	1	3
353	из него	3	3
354	того же	13	3
355	и становится	1	3
356	представления и	2	3
357	бы то	2	3
358	только не	7	3
359	и то	9	3
360	говорит о	4	3
361	действительно ли	3	3
362	видели что	2	3
363	мы видим	6	3
364	они не	7	3
365	из основных	7	3
366	тому чтобы	4	3
367	и этим	1	3
368	у нас	4	3
369	и притом	2	3
370	этого не	1	3
371	одним из	4	3
372	возможно только	2	3
373	но для	3	3
374	развития как	6	3
375	такой же	4	3
376	не остается	1	3
377	случае не	2	3
378	во внутренней	1	3
379	является по	2	3
380	и как	7	3
381	в детской	2	3
382	есть только	1	3
383	и сам	1	3
384	на все	7	3
385	и со	1	3
386	один и	5	3
387	представляется нам	4	3
388	и следовательно	7	3
389	в условиях	3	3
390	себе и	1	3
391	которой он	1	3
392	и таким	1	3
393	под влиянием	4	3
394	сих пор	3	3
395	следующей главе	2	3
396	этих двух	4	3
397	остается в	1	3
398	и тех	1	3
399	такие же	1	3
400	в самых	4	3
401	между тем	5	3
402	в какой	8	3
403	когда он	3	3
404	не приходится	1	3
405	и является	6	3
406	конечно в	1	3
407	но во	1	3
408	себя в	4	3
409	мы называем	1	3
410	бы он	1	3
411	для образования	3	3
412	и от	2	3
413	и есть	8	3
414	на другие	2	3
415	же мы	2	3
416	о своих	1	3
417	оно может	2	3
418	на место	2	3
419	нуждается в	3	3
420	на всем	5	3
421	сказать о	1	3
422	а как	1	3
423	независимо от	3	3
424	однако и	1	2
425	новое и	1	2
426	и другие	13	2
427	это утверждение	1	2
428	и самое	1	2
429	для ребенка	6	2
430	опирается на	4	2
431	выводу что	3	2
432	в момент	4	2
433	самого себя	1	2
434	или только	1	2
435	к этой	3	2
436	бессознательного в	1	2
437	которые он	1	2
438	должна быть	7	2
439	которых мы	1	2
440	тогда когда	10	2
441	для себя	1	2
442	без исключения	1	2
443	и их	4	2
444	в применении	1	2
445	оказывается не	2	2
446	связи в	1	2
447	из которых	3	2
448	не как	3	2
449	не исчерпывается	1	2
450	находятся в	3	2
451	из того	12	2
452	для нас	1	2
453	в отношении	18	2
454	же что	1	2
455	от этих	1	2
456	это есть	5	2
457	до последнего	1	2
458	нас к	6	2
459	процессе длительного	1	2
460	их не	1	2
461	эти понятия	2	2
462	этого процесса	2	2
463	особого рода	1	2
464	по пути	1	2
465	в первом	4	2
466	но все	2	2
467	относится и	1	2
468	с таким	4	2
469	равно как	1	2
470	учения о	2	2
471	из всего	1	2
472	к другим	2	2
473	если его	1	2
474	большое значение	1	2
475	только оно	1	2
476	отношения к	2	2
477	и они	1	2
478	приходит в	2	2
479	меньшей мере	1	2
480	в широком	1	2
481	и так	1	2
482	мы только	1	2
483	предмета и	2	2
484	только для	2	2
485	не имеет	7	2
486	является для	2	2
487	стороны этого	1	2
488	отличается от	2	2
489	да и	1	2
490	роли в	2	2
491	ли он	1	2
492	узкие пределы	1	2
493	которые опирается	1	2
494	возникает вопрос	1	2
495	при помощи	1	2
496	эту область	1	2
497	обратное влияние	3	2
498	сделать в	1	2
499	его и	4	2
500	в такой	5	2
501	нами выше	2	2
502	должно быть	10	2
503	вопрос о	15	2
504	и начинается	1	2
505	совершенно иной	3	2
506	дело только	1	2
507	доказать что	1	2
508	и между	7	2
509	в течение	1	2
510	связана с	2	2
511	одной стороны	10	2
512	относится к	3	2
513	лежат в	3	2
514	благодаря тому	1	2
515	представляет собой	11	2
516	мыслью о	1	2
517	и уже	1	2
518	в изучении	1	2
519	психологии но	1	2
520	значение для	4	2
521	распадается на	1	2
522	точками зрения	2	2
523	в различных	3	2
524	еще более	5	2
525	к объекту	8	2
526	на первых	1	2
527	никаких оснований	2	2
528	в глаза	1	2
529	же самое	7	2
530	всего этого	1	2
531	с другой	11	2
532	в прошлом	2	2
533	на более	1	2
534	в отличие	3	2
535	всех областях	1	2
536	настоящей главе	2	2
537	мог бы	1	2
538	и во	2	2
539	может оказаться	2	2
540	только при	1	2
541	он продолжает	1	2
542	знает только	1	2
543	теории и	4	2
544	мы говорили	5	2
545	только его	2	2
546	друг друга	1	2
547	же он	1	2
548	бы в	6	2
549	но так	1	2
550	бессознательное в	1	2
551	мы показали	3	2
552	в связь	1	2
553	исключительно в	1	2
554	в первых	1	2
555	подойти к	1	2
556	проходит через	1	2
557	которую можно	1	2
558	как к	1	2
559	что с	7	2
560	мы могли	16	2
561	что остается	1	2
562	зависит от	4	2
563	с одной	10	2
564	такого рода	1	2
565	что значит	3	2
566	в состоянии	6	2
567	только часть	1	2
568	ни было	1	2
569	он и	1	2
570	что при	4	2
571	такое же	2	2
572	для своего	1	2
573	и сама	1	2
574	в качестве	13	2
575	то мы	1	2
576	но как	6	2
577	на которой	1	2
578	чем он	5	2
579	того момента	1	2
580	представлений и	3	2
581	что между	5	2
582	в следующем	1	2
583	в их	4	2
584	на образование	2	2
585	является чем-то	3	2
586	а на	1	2
587	обратимся к	1	2
588	оказывается по	1	2
589	ее от	1	2
590	как по	1	2
591	из важнейших	1	2
592	выпадает из	1	2
593	это один	1	2
594	психических процессов	2	2
595	не нуждается	1	2
596	которые мы	2	2
597	и которая	1	2
598	дело в	1	2
599	конфликты между	1	2
600	как его	2	2
601	для развития	9	2
602	опыта и	1	2
603	при которой	2	2
604	в конце	3	2
605	вообще не	5	2
606	противоречие с	1	2
607	становится совершенно	1	2
608	объективной точки	1	2
609	ясно что	2	2
610	обстоятельство что	5	2
611	он в	3	2
612	эти три	2	2
613	же как	9	2
614	не есть	4	2
615	мы никогда	1	2
616	рядом с	1	2
617	этих явлений	1	2
618	но когда	2	2
619	другом месте	4	2
620	сознания как	1	2
621	постановка вопроса	1	2
622	от этого	1	2
623	больше и	1	2
624	о которых	2	2
625	это было	1	2
626	применении к	1	2
627	должен быть	1	2
628	в одной	2	2
629	связаны с	1	2
630	с первого	2	2
631	могли бы	15	2
632	реагирует на	1	2
633	не то	5	2
634	а с	3	2
635	же из	1	2
636	старая психология	3	2
637	отличие от	3	2
638	на один	1	2
639	свое выражение	1	2
640	сознание как	1	2
641	этом совершенно	1	2
642	человека все	1	2
643	его не	1	2
644	и процессы	1	2
645	на другой	1	2
646	также и	2	2
647	всегда может	1	2
648	к этим	2	2
649	дело не	2	2
650	речи и	8	2
651	является его	2	2
652	в ссср	2	2
653	и тем	5	2
654	то обстоятельство	5	2
655	с объективной	1	2
656	если же	1	2
657	всех других	1	2
658	освобождение от	1	2
659	помощью которого	3	2
660	входит в	1	2
661	этом смысле	5	2
662	показали что	11	2
663	останавливаться на	1	2
664	но вместе	3	2
665	думать что	1	2
666	на всю	2	2
667	нам о	1	2
668	для жизни	1	2
669	его отношение	3	2
670	когда мы	4	2
671	и поэтому	2	2
672	но эти	1	2
673	этого нужно	1	2
674	с различными	1	2
675	этого метода	1	2
676	ли мы	2	2
677	этом вопросе	4	2
678	речь и	4	2
679	образом в	2	2
680	или иной	1	2
681	но если	7	2
682	у ребенка	18	2
683	из этого	3	2
684	там где	2	2
685	то в	7	2
686	конце концов	2	2
687	части нашей	1	2
688	как совокупность	2	2
689	в него	1	2
690	в одну	1	2
691	ко всякому	1	2
692	он должен	9	2
693	как для	1	2
694	не отличается	1	2
695	быть даже	1	1
696	что было	2	1
697	возрасте в	4	1
698	во всем	2	1
699	типичным для	1	1
700	находим в	1	1
701	они являются	2	1
702	он приходит	2	1
703	аналогии с	2	1
704	основе этой	2	1
705	не самостоятельно	1	1
706	утверждать что	1	1
707	факты из	1	1
708	область психики	1	1
709	несомненно что	1	1
710	в единую	1	1
711	образом и	1	1
712	одна часть	1	1
713	только из	1	1
714	ребенка и	11	1
715	то нам	1	1
716	по существу	5	1
717	в настоящем	1	1
718	какими являются	1	1
719	мы найдем	1	1
720	и здесь	2	1
721	речевой деятельности	1	1
722	с момента	1	1
723	этого необходимо	1	1
724	остается совершенно	2	1
725	всего на	2	1
726	различия в	2	1
727	ряда фактов	1	1
728	мы обратимся	1	1
729	этой проблемы	1	1
730	сделать то	2	1
731	подробно на	1	1
732	он стремится	1	1
733	взрослых людей	2	1
734	тесно связана	1	1
735	что бессознательное	1	1
736	которые не	5	1
737	исходя из	2	1
738	которая в	3	1
739	почти не	1	1
740	своего собственного	3	1
741	черты всех	1	1
742	вопрос который	1	1
743	есть прежде	1	1
744	со своего	1	1
745	оно было	1	1
746	эти особенности	2	1
747	или по	1	1
748	теперь в	1	1
749	дело с	2	1
750	в детском	4	1
751	момента в	3	1
752	иные возможности	1	1
753	до самого	2	1
754	говорит нам	1	1
755	даже в	1	1
756	этом неизбежно	1	1
757	была бы	1	1
758	психология должна	1	1
759	его за	1	1
760	истории его	1	1
761	переносится в	1	1
762	ребенок в	10	1
763	эта новая	1	1
764	этом случае	5	1
765	что основной	1	1
766	отношении к	2	1
767	своей общей	1	1
768	и должен	2	1
769	новая теория	1	1
770	объекту и	1	1
771	бы говорить	1	1
772	в общую	1	1
773	никак не	6	1
774	но тем	1	1
775	в другой	1	1
776	своего понимания	1	1
777	иное отношение	3	1
778	в область	2	1
779	пути в	1	1
780	задолго до	4	1
781	эти пути	1	1
782	как основная	1	1
783	в работах	1	1
784	остановиться на	3	1
785	к выводу	3	1
786	очень сложные	1	1
787	ребенка не	10	1
788	требует от	6	1
789	а есть	1	1
790	другие моменты	1	1
791	и другими	3	1
792	этим понятием	2	1
793	области не	1	1
794	видеть его	1	1
795	и намеренно	2	1
796	почти забытой	1	1
797	целом ряде	1	1
798	последующую жизнь	1	1
799	все сказанное	1	1
800	должны мы	2	1
801	значения как	1	1
802	что процесс	3	1
803	т.е до	1	1
804	что самым	1	1
805	думаем что	1	1
806	же самые	6	1
807	только еще	1	1
808	в плоскости	2	1
809	и эти	2	1
810	должен был	3	1
811	на смену	1	1
812	как они	4	1
813	этим путем	1	1
814	в классе	2	1
815	так выразиться	1	1
816	начинается с	2	1
817	и связаны	1	1
818	ко всем	1	1
819	ему но	1	1
820	но только	4	1
821	и выяснить	1	1
822	не более	1	1
823	время как	4	1
824	объединяет в	1	1
825	на которых	1	1
826	отличаются от	2	1
827	этой цели	1	1
828	месте но	1	1
829	на примере	5	1
830	и навсегда	1	1
831	быть положено	1	1
832	в наших	2	1
833	их и	2	1
834	следовательно в	1	1
835	каким образом	2	1
836	показать что	4	1
837	мы говорим	4	1
838	которые она	1	1
839	вопрос этот	1	1
840	она даже	1	1
841	его основной	1	1
842	которые у	1	1
843	тем что	12	1
844	сложный и	2	1
845	уже на	3	1
846	же самый	2	1
847	то время	4	1
848	представление о	2	1
849	процессе которого	1	1
850	другую сторону	1	1
851	например в	1	1
852	относящиеся к	1	1
853	критическому анализу	1	1
854	с тем	9	1
855	когда это	2	1
856	пройти мимо	1	1
857	имеет место	4	1
858	это относится	1	1
859	мы встречаемся	1	1
860	быть понято	2	1
861	ли не	2	1
862	выход из	1	1
863	которого является	2	1
864	только те	1	1
865	в слове	1	1
866	делает и	2	1
867	ступени развития	3	1
868	что иное	2	1
869	совершенно новой	1	1
870	не что	2	1
871	совершенно одинаково	1	1
872	взрослых и	1	1
873	сомневаться в	1	1
874	нас интересует	3	1
875	бы не	1	1
876	становится ясным	1	1
877	мы имели	4	1
878	самого конца	1	1
879	к овладению	4	1
880	теорию на	1	1
881	индивидуальных особенностей	1	1
882	если можно	1	1
883	сравнению с	9	1
884	развития ребенка	20	1
885	его точка	1	1
886	плоскости в	1	1
887	дальше и	2	1
888	могут оказаться	2	1
889	представляется в	1	1
890	находит его	1	1
891	ассоциативных связей	2	1
892	являясь только	1	1
893	из области	4	1
894	на одном	2	1
895	к той	1	1
896	здесь имеет	1	1
897	и сложного	1	1
898	нам представляется	1	1
899	чем заключается	2	1
900	свое время	2	1
901	а две	1	1
902	низших животных	1	1
903	что обе	2	1
904	этот вывод	1	1
905	старались показать	1	1
906	который он	1	1
907	нет ничего	1	1
908	и того	8	1
909	что сознание	4	1
910	нам не	1	1
911	значения для	1	1
912	сторона этого	2	1
913	как часть	1	1
914	к нашему	1	1
915	с самыми	1	1
916	этом пункте	1	1
917	этого явления	1	1
918	глубокий и	1	1
919	более сложного	1	1
920	ответить на	4	1
921	во все	1	1
922	это с	1	1
923	изучать в	1	1
924	образования и	2	1
925	из других	1	1
926	гораздо большей	1	1
927	как вытесненное	1	1
928	к процессу	1	1
929	уже из	2	1
930	то это	2	1
931	можно считать	1	1
932	он находит	1	1
933	не наоборот	1	1
934	что этот	1	1
935	и логической	2	1
936	далее и	1	1
937	всего учения	1	1
938	более ранних	1	1
939	после того	2	1
940	своей собственной	2	1
941	не сделал	1	1
942	тем труднее	1	1
943	не имеют	4	1
944	ребенка еще	3	1
945	можем не	1	1
946	в динамике	1	1
947	это последнее	1	1
948	оба эти	5	1
949	и осуществляется	2	1
950	два момента	3	1
951	что всякое	3	1
952	своей целью	1	1
953	является продуктом	1	1
954	то и	2	1
955	своего исследования	1	1
956	и каждое	1	1
957	он еще	3	1
958	мы его	4	1
959	развития еще	1	1
960	понятия в	11	1
961	на друга	2	1
962	может овладеть	1	1
963	по сравнению	9	1
964	повторять и	1	1
965	направлении к	1	1
966	с научной	1	1
967	к каждому	1	1
968	и другой	2	1
969	оно как	1	1
970	как нового	1	1
971	не должны	2	1
972	еще на	1	1
973	он употребляет	1	1
974	и тогда	1	1
975	различает два	1	1
976	что вся	1	1
977	окажется что	1	1
978	в руках	1	1
979	это же	1	1
980	с которой	2	1
981	развития и	21	1
982	последнее слово	1	1
983	из наших	1	1
984	самый важный	1	1
985	но уже	2	1
986	и больше	1	1
987	именно на	1	1
988	только один	4	1
989	об отношении	2	1
990	целым рядом	1	1
991	между отдельными	2	1
992	в которую	1	1
993	в противоречие	1	1
994	за собой	4	1
995	теории к	1	1
996	из сферы	1	1
997	слов и	3	1
998	которых она	1	1
999	образом из	1	1
1000	и когда	1	1
1001	приходит к	6	1
1002	позади себя	1	1
1003	и наиболее	2	1
1004	образом что	2	1
1005	весь процесс	1	1
1006	целый ряд	5	1
1007	существует ли	2	1
1008	видим таким	1	1
1009	уже и	1	1
1010	непрерывного взаимодействия	1	1
1011	сложились в	1	1
1012	как оно	1	1
1013	всю полноту	2	1
1014	и находит	1	1
1015	что когда	2	1
1016	месте мы	2	1
1017	перед глазами	1	1
1018	даже с	1	1
1019	в окружающей	1	1
1020	являются той	1	1
1021	только это	1	1
1022	действия и	1	1
1023	а во	1	1
1024	еще большей	1	1
1025	что те	3	1
1026	и мышления	2	1
1027	найти выход	1	1
1028	в вопросе	4	1
1029	не представляет	1	1
1030	точке зрения	1	1
1031	настоящей главы	1	1
1032	всегда и	1	1
1033	помощью специальных	1	1
1034	друг на	2	1
1035	о таких	2	1
1036	и формы	1	1
1037	имеем в	1	1
1038	известной степени	1	1
1039	конец его	1	1
1040	из одной	2	1
1041	из виду	2	1
1042	ребенка прежде	1	1
1043	и там	1	1
1044	она вполне	1	1
1045	эти факты	1	1
1046	влияния в	1	1
1047	в точности	1	1
1048	переход от	7	1
1049	без всякого	2	1
1050	по линии	1	1
1051	утверждал что	1	1
1052	и связанное	1	1
1053	и явлений	1	1
1054	настоящее время	2	1
1055	которых он	2	1
1056	в голове	2	1
1057	в сфере	9	1
1058	говорит об	2	1
1059	не являлось	1	1
1060	зрения обоих	1	1
1061	мы о	1	1
1062	всех остальных	1	1
1063	момента когда	1	1
1064	компромиссом между	1	1
1065	которым мы	1	1
1066	одной из	5	1
1067	следующим образом	1	1
1068	для изучения	1	1
1069	такие понятия	1	1
1070	а между	1	1
1071	оно дает	1	1
1072	и практике	1	1
1073	сущности и	1	1
1074	к которому	7	1
1075	эти вопросы	2	1
1076	то чем	1	1
1077	должны прибавить	1	1
1078	что самый	1	1
1079	основная ошибка	1	1
1080	к объяснению	2	1
1081	ребенок оказывается	1	1
1082	из бессознательного	1	1
1083	котором мы	1	1
1084	и значении	1	1
1085	поэтому с	1	1
1086	том же	1	1
1087	свою основу	1	1
1088	не умеет	6	1
1089	внешних условиях	1	1
1090	он может	5	1
1091	которых говорит	1	1
1092	они сами	1	1
1093	который по	2	1
1094	это является	1	1
1095	к целому	3	1
1096	видим в	2	1
1097	каждое из	1	1
1098	который в	2	1
1099	этого слова	3	1
1100	до известной	1	1
1101	что говорит	1	1
1102	же высшее	1	1
1103	совершенно иные	1	1
1104	однако в	1	1
1105	ко всей	2	1
1106	перед нами	1	1
1107	изучение этих	2	1
1108	и образования	2	1
1109	потому его	1	1
1110	перенесения значения	1	1
1111	что даже	1	1
1112	друг с	10	1
1113	является только	1	1
1114	на котором	3	1
1115	у них	1	1
1116	в пользу	1	1
1117	к основной	1	1
1118	такова точка	1	1
1119	нет никаких	2	1
1120	только уже	1	1
1121	только потому	1	1
1122	не мог	1	1
1123	качественном своеобразии	1	1
1124	она есть	1	1
1125	большей степени	2	1
1126	всеми основными	1	1
1127	в настоящее	2	1
1128	взаимоотношений между	2	1
1129	моментов в	4	1
1130	два основных	1	1
1131	фрейда к	1	1
1132	с того	3	1
1133	вся эта	1	1
1134	ребенка на	5	1
1135	своего развития	11	1
1136	гораздо более	1	1
1137	чем сознание	1	1
1138	единство в	1	1
1139	заставляет его	1	1
1140	положение вещей	1	1
1141	целому ряду	3	1
1142	им как	1	1
1143	является научным	1	1
1144	его собственного	2	1
1145	связан с	1	1
1146	социальных форм	1	1
1147	нам известно	3	1
1148	оно в	1	1
1149	что они	8	1
1150	психических функций	15	1
1151	в свое	2	1
1152	для второго	2	1
1153	этой внутренней	1	1
1154	но на	2	1
1155	в гораздо	1	1
1156	и он	3	1
1157	ничего другого	2	1
1158	помощью мы	1	1
1159	только одно	1	1
1160	ему в	2	1
1161	но этим	1	1
1162	связи между	1	1
1163	от его	1	1
1164	не сознавая	1	1
1165	различие между	4	1
1166	пришли к	1	1
1167	связей т.е	1	1
1168	нам предстоит	1	1
1169	его сторона	1	1
1170	представляются несущественными	1	1
1171	на вопрос	7	1
1172	но из	1	1
1173	как чистый	1	1
1174	исчерпывается мы	1	1
1175	нас не	1	1
1176	второй половине	1	1
1177	несколько иной	1	1
1178	он делает	3	1
1179	чем на	1	1
1180	собой в	2	1
1181	чему угодно	2	1
1182	возникает в	3	1
1183	она в	1	1
1184	но еще	1	1
1185	внимание на	1	1
1186	с процессом	1	1
1187	вывод что	2	1
1188	совсем так	1	1
1189	для всякого	1	1
1190	оно само	1	1
1191	неверно или	1	1
1192	его себе	1	1
1193	ним в	1	1
1194	это часто	1	1
1195	имеющие ничего	1	1
1196	этой мысли	1	1
1197	более высокими	1	1
1198	обычно не	2	1
1199	в теоретическом	1	1
1200	хотя и	1	1
1201	речи так	3	1
1202	не объясняют	1	1
1203	переход к	3	1
1204	а это	3	1
1205	взаимоотношения которые	1	1
1206	как совершается	1	1
1207	близка к	1	1
1208	созревшее в	1	1
1209	между различными	1	1
1210	происхождения из	1	1
1211	нам совершенно	1	1
1212	мы старались	1	1
1213	слова когда	1	1
1214	не соответствует	1	1
1215	известная доля	1	1
1216	отношении может	1	1
1217	в специальных	1	1
1218	способность к	3	1
1219	ребенка от	4	1
1220	в стадии	1	1
1221	есть в	2	1
1222	но чаще	1	1
1223	не способен	3	1
1224	может остаться	1	1
1225	для объяснения	6	1
1226	можем ли	1	1
1227	влиянием того	1	1
1228	является совершенно	1	1
1229	является одним	2	1
1230	но что	6	1
1231	дана уже	1	1
1232	деле если	2	1
1233	смысле этого	2	1
1234	системы и	1	1
1235	слово в	3	1
1236	далее в	1	1
1237	в европейской	1	1
1238	в движение	1	1
1239	переносятся на	1	1
1240	вытекает из	4	1
1241	бы предположить	1	1
1242	и свободно	1	1
1243	для его	2	1
1244	оказывается для	1	1
1245	другого как	1	1
1246	его является	1	1
1247	в ином	3	1
1248	этим мы	1	1
1249	в виде	3	1
1250	характера на	1	1
1251	в самые	1	1
1252	т.е их	1	1
1253	чем в	6	1
1254	именно что	1	1
1255	существует только	2	1
1256	в будущем	1	1
1257	на каком	1	1
1258	критики и	1	1
1259	без всяких	2	1
1260	он конечно	1	1
1261	что ребенок	24	1
1262	бы для	1	1
1263	и иными	1	1
1264	с чисто	1	1
1265	что является	2	1
1266	что психологическая	1	1
1267	так было	1	1
1268	или в	1	1
1269	же значение	1	1
1270	к некоторому	1	1
1271	когда оно	2	1
1272	что к	2	1
1273	не говорит	3	1
1274	прежде чем	2	1
1275	на которое	2	1
1276	влияния на	4	1
1277	других путей	3	1
1278	что его	2	1
1279	и приводит	1	1
1280	в изложении	1	1
1281	из сознания	1	1
1282	развитием в	1	1
1283	во внимание	4	1
1284	но эта	1	1
1285	к определенным	1	1
1286	на нее	2	1
