N	3gram	Bakhtin_Fr	slovoVRo
192	может и не	1	1
193	дошедшие до нас	1	1
194	чувствует себя в	1	1
195	проявляется в том	1	1
196	в одном из	2	1
197	неразрывно связано с	1	1
198	находит свое выражение	1	1
199	то есть в	6	1
200	как у рабле	1	1
201	необходимо особо отметить	1	1
202	вместе с ним	1	1
203	по аналогии с	1	1
204	вообще одна из	1	1
205	и во всяком	1	1
206	и до наших	2	1
207	и может быть	1	1
208	между собой в	1	1
209	вокруг человека и	1	1
210	непосредственно связан с	1	1
211	с жизнью и	1	1
212	как это было	1	1
213	все они в	2	1
214	заключается в том	1	1
215	в чем же	2	1
216	же время этот	1	1
217	говорить не приходится	1	1
218	оно ни было	2	1
219	сплетаются здесь с	1	1
220	со всеми его	3	1
221	имеем в виду	2	1
222	но в нем	2	1
223	и в отношении	2	1
224	в свое время	2	1
225	мы увидим что	1	1
226	то есть только	2	1
227	в целом ряде	1	1
228	в нем для	1	1
229	как один из	2	1
230	во всем своем	1	1
231	может объединять в	1	1
232	и в чем	1	1
233	хотя и в	2	1
234	тем чем они	1	1
235	он может стать	1	1
236	и до настоящего	1	1
237	к нему и	1	1
238	объединяет в себе	2	1
239	но все это	2	1
240	того в основе	1	1
241	начинает звучать как	1	1
242	мы найдем в	2	1
243	в этом романе	1	1
244	бы оно ни	2	1
245	никогда не могут	1	1
246	дело в том	2	1
247	как и все	1	1
248	оно лишь абстрактный	1	1
249	не должно быть	2	1
250	как раз в	1	1
251	так как всякий	1	1
252	и др эти	2	1
253	удельный вес в	1	1
254	с таким же	2	1
255	уже говорили что	3	1
256	то есть во	1	1
257	мы имеем в	2	1
258	кроме того и	1	1
259	лишь там где	1	1
260	в нем целый	1	1
261	том что он	1	1
262	и все его	1	1
263	и до конца	4	1
264	в своем собственном	1	1
265	влияние и на	2	1
266	в xvii веке	1	1
267	и рыцарский роман	1	1
268	не приходится однако	1	1
269	о себе самом	1	1
270	гуманитарных наук и	1	1
271	пространстве и времени	1	1
272	как он сам	1	1
273	это отношение к	1	1
274	в нем и	1	1
275	перед нами типичная	1	1
276	они так сказать	1	1
277	например в речах	1	1
278	глубокое различие между	1	1
279	большинстве случаев не	1	1
280	более того в	1	1
281	и потому не	1	1
282	момент необходимый для	1	1
283	прежде всего в	4	1
284	средние века и	1	1
285	новые и новые	2	1
286	друг к другу	1	1
