N	2gram	Trubetskoy	VrazhdaK
124	никогда не	5	2
125	души и	1	1
126	для россии	2	1
127	никто из	1	1
128	в самом	3	1
129	во всем	4	1
130	то в	3	1
131	этого и	1	1
132	связан с	1	1
133	так и	1	1
134	что они	3	1
135	все что	4	1
136	для всех	6	1
137	до сих	5	1
138	один из	1	1
139	и этот	3	1
140	из которых	5	1
141	ему что	1	1
142	для русской	2	1
143	ближе к	1	1
144	хочет быть	1	1
145	они не	1	1
146	если в	6	1
147	это будет	1	1
148	к этой	4	1
149	собой в	1	1
150	он всегда	1	1
151	он как	1	1
152	от которого	1	1
153	из всех	2	1
154	что это	3	1
155	от нас	2	1
156	а это	1	1
157	тому назад	1	1
158	одному из	2	1
159	в ее	1	1
160	только не	1	1
161	того что	3	1
162	прямо в	1	1
163	следить за	1	1
164	действительно можно	1	1
165	от этой	2	1
166	в качестве	3	1
167	верит в	1	1
168	не являются	1	1
169	не хочет	1	1
170	прежде всего	8	1
171	ее и	1	1
172	с исторической	1	1
173	россия в	1	1
174	а другие	1	1
175	быть может	1	1
176	в этих	2	1
177	но на	1	1
178	в их	4	1
179	все равно	1	1
180	тому же	1	1
181	большинство русской	1	1
182	ко всем	3	1
183	а между	5	1
184	что ни	1	1
185	в духе	1	1
186	в разные	1	1
187	а за	1	1
188	а о	1	1
189	при сильном	1	1
190	самим собой	12	1
191	этого не	2	1
192	из двух	1	1
193	нем самом	1	1
194	их и	1	1
195	не противоречат	1	1
196	тот кто	1	1
197	на свою	1	1
198	в будущее	1	1
199	что о	1	1
200	о своей	1	1
201	но не	4	1
202	но для	2	1
203	именно в	3	1
204	жизни и	4	1
205	с социализмом	1	1
206	представление о	1	1
207	в таком	2	1
208	может в	1	1
209	пор мы	1	1
210	в жизни	1	1
211	более что	1	1
212	человек и	1	1
213	но ведь	1	1
214	ясно что	2	1
215	похож на	1	1
216	вряд ли	3	1
217	себя как	2	1
218	тогда это	1	1
219	не есть	3	1
220	между прочим	1	1
221	следовательно и	2	1
222	роль в	1	1
223	по своему	1	1
224	отличается от	2	1
225	да и	3	1
226	его жизни	1	1
227	прочим и	1	1
228	всеми силами	1	1
229	в свете	1	1
230	о котором	3	1
231	к вопросу	4	1
232	к своим	1	1
233	в сторону	1	1
234	европы и	1	1
235	христианство с	1	1
236	но мы	3	1
237	всех их	1	1
238	тем не	1	1
239	сих пор	5	1
240	не был	1	1
241	на них	1	1
242	при полном	2	1
243	первый взгляд	1	1
244	с этим	2	1
245	во всех	5	1
246	человека к	1	1
247	на россию	2	1
248	во всяком	9	1
249	только от	1	1
250	это и	1	1
251	было не	1	1
252	и довольно	1	1
253	между нами	1	1
254	выражение в	1	1
255	русское правительство	3	1
256	россию в	3	1
257	это конечно	1	1
258	в полной	1	1
259	– не	2	1
260	для создания	1	1
261	не учитывать	1	1
262	по которому	1	1
263	россию и	2	1
264	которой он	4	1
265	несомненно в	1	1
266	ли это	4	1
267	свое место	1	1
268	но которая	1	1
269	это как	1	1
270	но при	1	1
271	говорить не	1	1
272	потому что	5	1
273	это то	1	1
274	также и	1	1
275	с тою	1	1
276	единственно возможной	1	1
277	не всегда	1	1
278	разочарование в	1	1
279	к своей	1	1
280	самым он	1	1
281	быть и	2	1
282	существуют в	1	1
283	он принимает	1	1
284	в частности	2	1
285	не будет	7	1
286	не могло	1	1
287	с идеями	1	1
288	и их	1	1
289	говорить о	3	1
290	что эта	1	1
291	отношении к	2	1
292	себе на	1	1
293	не об	1	1
294	всех этих	3	1
295	хотя в	1	1
296	точно так	2	1
297	не могла	1	1
298	людей и	2	1
299	себя на	2	1
300	тем самым	2	1
301	что ее	1	1
302	вот в	1	1
303	по своей	1	1
304	от того	4	1
305	свою очередь	1	1
306	на свое	1	1
307	и т.д	4	1
308	идет о	1	1
309	россии а	3	1
310	с другой	1	1
311	было бы	5	1
312	это же	1	1
313	вопросу о	3	1
314	что же	4	1
315	как на	8	1
316	себя в	4	1
317	у себя	1	1
318	у некоторых	1	1
319	которых он	1	1
320	своего народа	6	1
321	ее не	1	1
322	что для	3	1
323	бы его	2	1
324	заключается в	1	1
325	могут быть	1	1
326	и личные	1	1
327	до конца	1	1
328	к которому	1	1
329	это отношение	1	1
330	во многих	2	1
331	что только	2	1
332	был в	1	1
333	только при	1	1
334	есть по	1	1
335	и от	2	1
336	и есть	2	1
337	тем чтобы	3	1
338	в силу	2	1
339	на этот	1	1
340	никому не	1	1
341	по крайней	1	1
342	такой же	1	1
343	идет не	1	1
344	из этого	3	1
345	постепенно в	1	1
346	от них	1	1
347	этом отношении	1	1
348	своим собственным	1	1
349	а следовательно	3	1
350	же это	1	1
351	всяком случае	6	1
352	конце концов	3	1
353	друг друга	3	1
354	событий и	1	1
355	с ее	1	1
356	же он	1	1
357	бы в	1	1
358	не просто	2	1
359	того же	1	1
360	нетрудно заметить	1	1
361	крайней мере	1	1
362	одного и	1	1
363	и наконец	2	1
364	в какую-то	1	1
365	в известной	1	1
366	границей и	1	1
367	к нему	2	1
