N	2gram	Bakhtin_Pr	PoTuStor
369	быть поняты	1	1
370	потому не	1	1
371	в человеке	6	1
372	он работает	2	1
373	нами до	1	1
374	и слов	1	1
375	у нас	3	1
376	здесь в	2	1
377	для них	1	1
378	могут вступать	1	1
379	и другими	1	1
380	в виду	3	1
381	я не	6	1
382	творчество как	1	1
383	основной вопрос	1	1
384	в движение	1	1
385	подобно тому	3	1
386	весь мир	1	1
387	всей ее	1	1
388	каков же	1	1
389	можно было	3	1
390	как таковым	1	1
391	содержания как	1	1
392	конкретное событие	1	1
393	связанная с	1	1
394	всего могут	1	1
395	в самые	1	1
396	самый предмет	2	1
397	ведь это	4	1
398	одну и	2	1
399	в своих	4	1
400	наконец мы	1	1
401	не опирается	1	1
402	связи с	3	1
403	он несколько	1	1
404	образа с	1	1
405	этой точки	2	1
406	на этот	4	1
407	если бы	12	1
408	конечно и	3	1
409	оно ни	2	1
410	их до	1	1
411	сознания на	1	1
412	именно и	3	1
413	пути и	3	1
414	в свои	1	1
415	именно оно	1	1
416	и сам	6	1
417	слов не	1	1
418	от своего	2	1
419	и единство	3	1
420	имеет значение	2	1
421	с ней	1	1
422	жизнь в	2	1
423	в сухом	1	1
424	в сознании	3	1
425	он пуст	1	1
426	одною из	1	1
427	но эта	5	1
428	теперь мы	1	1
429	дело в	2	1
430	оно есть	1	1
431	месте и	2	1
432	знаем в	1	1
433	он может	4	1
434	пр как	1	1
435	есть та	1	1
436	не предрешает	1	1
437	но не	12	1
438	весь его	1	1
439	эти две	1	1
440	все идеологическое	1	1
441	менее всего	7	1
442	и эта	2	1
443	форму и	1	1
444	быть только	1	1
445	динамика и	1	1
446	как его	4	1
447	развития в	1	1
448	а то	3	1
449	тяга к	1	1
450	вещей и	1	1
451	психики и	1	1
452	времени и	2	1
453	в конце	8	1
454	случае не	1	1
455	в корне	1	1
456	бы оно	2	1
457	в связи	1	1
458	зависит от	1	1
459	находит себе	1	1
460	и они	2	1
461	пределах своего	1	1
462	как момент	1	1
463	так подробно	1	1
464	может стать	5	1
465	данная нами	1	1
466	лежит на	1	1
467	жизни ни	1	1
468	с теми	1	1
469	в мире	7	1
470	все же	11	1
471	всеми его	1	1
472	и старается	4	1
473	переносит центр	1	1
474	перейти к	1	1
475	и искусно	1	1
476	от этого	2	1
477	мы только	1	1
478	приводит к	8	1
479	не имеет	2	1
480	и со	4	1
481	и могут	3	1
482	только себя	1	1
483	или что	1	1
484	его жизни	2	1
485	отношения только	1	1
486	не ново	1	1
487	в свете	4	1
488	собою в	1	1
489	он является	3	1
490	за ней	1	1
491	зависимости от	5	1
492	в себя	6	1
493	это было	1	1
494	влияния на	1	1
495	и лежат	1	1
496	роль в	1	1
497	со стороны	1	1
498	на его	2	1
499	человеческое сознание	1	1
500	мы считаем	1	1
501	с другом	3	1
502	в смысле	3	1
503	выводы в	1	1
504	на своем	1	1
505	но если	1	1
506	делает его	1	1
507	говорит об	1	1
508	вовсе не	12	1
509	но к	1	1
510	уже не	15	1
511	к тому	4	1
512	в философии	1	1
513	чем бы	1	1
514	не входит	5	1
515	жизни является	1	1
516	связано с	1	1
517	на одном	1	1
518	которые были	2	1
519	не был	2	1
520	той или	1	1
521	он прежде	1	1
522	однако не	3	1
523	первый взгляд	1	1
524	этих двух	1	1
525	как последняя	1	1
526	и мир	1	1
527	и отсюда	1	1
528	ли они	1	1
529	не давая	2	1
530	абсолютного духа	1	1
531	и тех	1	1
532	отвлечемся от	1	1
533	его и	3	1
534	наконец и	1	1
535	зрения сознания	1	1
536	искать в	2	1
537	человека в	8	1
538	он был	2	1
539	для его	4	1
540	а с	2	1
541	в данном	2	1
542	и быть	1	1
543	того в	1	1
544	первый план	1	1
545	быть объяснены	1	1
546	отличается от	5	1
547	не он	1	1
548	и социального	1	1
549	вопрос о	3	1
550	каких бы	1	1
551	далее и	2	1
552	характер и	1	1
553	к предмету	1	1
554	вернемся к	1	1
555	не сделал	2	1
556	достаточно назвать	1	1
557	себе все	1	1
558	и органическим	1	1
559	быть совершенно	1	1
560	они становятся	1	1
561	со всех	1	1
562	она впервые	1	1
563	мы увидим	6	1
564	отсюда и	3	1
565	и социальной	1	1
566	то и	3	1
567	она не	10	1
568	и оценок	2	1
569	образ не	1	1
570	в свою	1	1
571	входит в	9	1
572	органическое единство	2	1
573	его не	1	1
574	наконец в	4	1
575	но даже	1	1
576	того чтобы	2	1
577	себе но	2	1
578	одной стороны	1	1
579	не дает	3	1
580	ничто не	1	1
581	дать полную	1	1
582	в другом	3	1
583	то ни	3	1
584	уже у	1	1
585	для того	1	1
586	всем этим	2	1
587	тому как	3	1
588	в каких	1	1
589	это только	1	1
590	быть не	1	1
591	вся жизнь	1	1
592	ли будет	1	1
593	в ней	2	1
594	у самого	1	1
595	остановимся прежде	1	1
596	у меня	6	1
597	человека как	1	1
598	тяжести в	1	1
599	не всегда	2	1
600	человека все	1	1
601	является его	1	1
602	должны перейти	1	1
603	как совокупность	1	1
604	и тенденции	1	1
605	общего не	1	1
606	позволяет нам	1	1
607	в руках	3	1
608	от всех	1	1
609	когда он	2	1
610	что если	3	1
611	одним словом	1	1
612	всего на	2	1
613	и входит	2	1
614	самостоятельными и	2	1
615	а не	29	1
616	есть то	3	1
617	увидим что	1	1
618	ни один	3	1
619	значение для	3	1
620	должны быть	3	1
621	имеем в	1	1
622	в человеческом	1	1
623	всего как	1	1
624	и та	1	1
625	плана в	1	1
626	и что	5	1
627	как он	3	1
628	только такое	1	1
629	же что	5	1
630	так чтобы	7	1
631	центр тяжести	1	1
632	где же	1	1
633	конечно в	2	1
634	и другом	1	1
635	ни одно	1	1
636	рано или	1	1
637	в особом	4	1
638	не следует	1	1
639	к чему	1	1
640	и посвящена	1	1
641	привела к	1	1
642	уже и	2	1
643	объяснены и	1	1
644	не место	2	1
645	от того	4	1
646	из одного	8	1
647	даже с	1	1
648	первого и	1	1
649	человека и	2	1
650	каждый акт	1	1
651	говорили что	1	1
652	отметить что	1	1
653	и превратить	1	1
654	как один	2	1
655	всей его	2	1
656	а во	1	1
657	самую точку	1	1
658	мы здесь	2	1
659	входить в	1	1
660	или наконец	4	1
661	на это	1	1
662	с другой	7	1
663	последнее слово	8	1
664	лишь в	4	1
665	в рамках	2	1
666	известной степени	2	1
667	нем и	1	1
668	черты своего	1	1
669	слов о	1	1
670	отца с	1	1
671	ничего общего	1	1
672	я в	2	1
673	истории и	1	1
674	что же	9	1
675	как на	4	1
676	так называемого	1	1
677	и еще	2	1
678	же самое	1	1
679	знает все	1	1
680	вступают в	1	1
681	которые сделали	1	1
682	среди них	5	1
683	выходит из	1	1
684	могут лежать	1	1
685	без всякого	1	1
686	заметить что	2	1
687	которой можно	1	1
688	контекст эти	1	1
689	однако в	3	1
690	она может	2	1
691	и враждебно	1	1
692	что для	2	1
693	и самого	4	1
694	неизбежно должен	1	1
695	для всей	1	1
696	и благодаря	2	1
697	друг другу	3	1
698	их а	1	1
699	той же	8	1
700	что есть	1	1
701	он определяет	2	1
702	откуда у	1	1
703	которые в	1	1
704	в самую	1	1
705	но несмотря	1	1
706	бы он	4	1
707	изображает для	1	1
708	характерен для	1	1
709	своего прямого	3	1
710	часто и	1	1
711	что я	7	1
712	что может	4	1
713	нам важен	1	1
714	другими моментами	1	1
715	в высшей	1	1
716	взаимоотношение двух	1	1
717	в нашем	2	1
718	но сознание	1	1
719	только при	1	1
720	это творчество	1	1
721	абстрактный момент	1	1
722	действительно не	1	1
723	в известной	1	1
724	образцовыми для	1	1
725	лишь абстрактный	1	1
726	предположение о	1	1
727	все остальное	2	1
728	все время	3	1
729	в духе	4	1
730	материал в	2	1
731	или иной	1	1
732	пути своего	1	1
733	же в	2	1
734	что она	7	1
735	одного плана	1	1
736	говорить об	1	1
737	одна из	5	1
738	с сыном	1	1
739	если они	1	1
740	иной раз	1	1
741	же мы	1	1
742	деле в	1	1
743	я лишь	1	1
744	бы ни	3	1
745	по поводу	1	1
746	его к	4	1
747	чтобы войти	1	1
748	для достижения	1	1
749	сказать о	2	1
750	друг с	4	1
751	человек не	1	1
752	это в	2	1
753	кроме этого	1	1
754	или поздно	1	1
755	именно этот	1	1
756	в объективном	2	1
757	является обычным	1	1
758	к этим	2	1
759	он действительно	1	1
760	нею и	2	1
761	мы должны	3	1
762	его смерти	1	1
763	из него	1	1
764	но так	2	1
765	до времени	1	1
766	собрать в	1	1
767	мы сказали	3	1
768	построения все	1	1
769	мир но	1	1
770	жизни человек	1	1
771	себя в	3	1
772	и особенно	2	1
773	точку зрения	7	1
774	одного и	1	1
775	тот же	2	1
776	вообще нет	1	1
777	ничего не	8	1
778	его новой	1	1
779	что до	1	1
780	и самый	1	1
781	человека но	2	1
782	из этой	1	1
783	к нему	11	1
784	видим и	1	1
785	высшей степени	1	1
