N	3gram	Tiupa_Vved	FransuaR
90	что в эпоху	1	3
91	друг от друга	2	3
92	но и с	1	3
93	не только с	1	3
94	те же самые	1	3
95	и того же	1	3
96	и т.п и	2	3
97	не входит в	2	3
98	но это не	1	3
99	в области литературы	1	3
100	это своего рода	3	3
101	все же не	1	3
102	содержит в себе	1	3
103	но на самом	1	3
104	в этом смысле	1	3
105	одного и того	1	3
106	а с другой	3	3
107	здесь как и	1	3
108	и в этом	1	3
109	как своего рода	1	3
110	так и не	4	3
111	не что иное	1	3
112	более глубокий и	1	3
113	свидетельствует о том	1	3
114	что иное как	1	3
115	но и не	1	2
116	в одном и	1	2
117	в том или	1	2
118	и в другом	1	2
119	с большей или	1	2
120	потому что она	1	2
121	это отношение к	1	2
122	но не только	1	2
123	но при этом	3	2
124	в своем роде	2	2
125	мы узнаем что	1	2
126	другой стороны в	1	2
127	что это не	1	2
128	оно и не	1	2
129	из того что	1	2
130	имея в виду	1	2
131	и потому не	1	2
132	то что он	1	2
133	дело не с	1	2
134	в том чтобы	2	2
135	несмотря на его	1	2
136	вовсе еще не	1	2
137	по своей природе	2	2
138	так и к	1	2
139	с самим собой	1	2
140	никогда не может	1	2
141	в полной мере	1	2
142	и т.п это	1	2
143	том или ином	1	2
144	в конечном счете	2	2
145	и здесь все	1	2
146	говорят о том	1	2
147	в неразрывном единстве	1	2
148	может быть только	1	2
149	у него были	1	2
150	а также в	1	2
151	так и по	1	2
152	имеет дело не	1	2
153	и во многом	1	2
154	в третьем случае	1	2
155	в известном смысле	1	2
156	и особенно в	1	2
157	жизнь и судьба	1	2
158	же время они	1	2
159	образов но в	1	2
160	на котором он	1	2
161	границы между ними	1	2
162	и та же	1	2
163	не мог найти	1	2
164	в этом случае	1	2
165	же как и	1	2
166	одна и та	1	2
167	мы не можем	1	2
168	в другом случае	1	2
169	в третьей главе	1	2
170	к жизни и	1	2
171	не нуждаясь в	1	1
172	и от его	1	1
173	однако и в	1	1
174	как будто бы	3	1
175	и вот как	1	1
176	в соответствии с	8	1
177	право говорить и	1	1
178	здесь прежде всего	1	1
179	тома мертвых душ	2	1
180	для проникновения в	1	1
181	в этом ряду	2	1
182	лично для себя	1	1
183	изнутри но и	1	1
184	в области художественной	1	1
185	начала и конца	1	1
186	как будто он	1	1
187	как правило не	2	1
188	в частности язык	1	1
189	существенное значение в	1	1
190	в обоих случаях	1	1
191	он свидетельствует о	1	1
192	прежде всего к	1	1
193	каждого из этих	1	1
194	но только в	1	1
195	и тем самым	2	1
196	все остальные эпизоды	1	1
197	но если бы	1	1
198	как сказано в	1	1
199	при этом он	1	1
200	он в свою	1	1
201	как если бы	1	1
202	в первой главе	1	1
203	в начале и	1	1
204	но в особенности	1	1
205	слова при этом	1	1
206	на этот раз	2	1
207	она тут же	1	1
208	только в пятом	1	1
209	к этому времени	1	1
210	и оно совершается	1	1
211	который в своем	1	1
212	войны и мира	5	1
213	том что у	1	1
214	и строго отграниченная	1	1
215	они могут быть	1	1
216	вопросы о том	1	1
217	к себе в	1	1
218	еще в самом	1	1
219	такие определения как	1	1
220	как и для	3	1
221	первом случае мы	1	1
222	с того что	2	1
223	и т.п как	1	1
224	он не может	1	1
225	непосредственной связи с	1	1
226	к тому чтобы	1	1
227	в романе в	1	1
228	при этом между	1	1
229	этого термина в	1	1
230	слова и мысли	1	1
231	если бы она	1	1
232	у нас есть	1	1
233	поры до времени	1	1
234	в художественной литературе	1	1
235	ведущая роль в	1	1
236	в своем учении	1	1
237	из таких вариаций	1	1
238	мира а также	1	1
239	в этом мире	1	1
240	них как бы	1	1
241	в корне изменилось	1	1
242	уравниваются в своих	1	1
243	в чужой мир	1	1
244	то или иное	1	1
245	до этого он	1	1
246	на основании которых	1	1
247	и это не	1	1
248	во всей его	1	1
249	картина мира в	1	1
250	и не два	1	1
251	не только художественная	1	1
252	как и у	2	1
253	ни о чем	1	1
254	в этой маленькой	1	1
255	то что мы	1	1
256	здесь говорить не	1	1
257	в этом последнем	1	1
258	что у нее	2	1
259	поскольку о нем	1	1
260	времени при этом	1	1
261	случае не подлежит	1	1
262	если бы он	1	1
263	и по своим	1	1
264	картине мира здесь	1	1
265	войне и мире	2	1
266	он может и	1	1
267	тем более не	2	1
268	бы и не	2	1
269	в целом как	1	1
270	а не к	1	1
271	как и вообще	1	1
272	в данном контексте	1	1
273	рассуждение о том	1	1
274	и еще более	1	1
275	же ближе к	1	1
276	и со стороны	1	1
277	при этом сам	1	1
278	и он не	1	1
279	в котором он	1	1
280	тем не менее	3	1
281	сказать и о	1	1
282	есть на самом	1	1
283	но именно это	1	1
284	не в том	3	1
285	их уже нет	1	1
286	но это вовсе	1	1
287	по природе своей	2	1
288	и ряд других	1	1
289	узнаем что в	1	1
290	несет на себе	1	1
291	в период его	2	1
292	но и сам	2	1
293	сами по себе	1	1
294	только благодаря этому	1	1
295	то же слово	1	1
296	что для него	1	1
297	но на этот	1	1
298	пространство и время	1	1
299	на ранних этапах	1	1
300	в зависимости от	1	1
301	как и всякий	1	1
302	само по себе	1	1
303	если бы мы	1	1
304	тому же в	1	1
305	что они не	1	1
306	в мире в	1	1
307	одной стороны на	1	1
308	хотя она и	1	1
309	не могло быть	1	1
310	в частности из	1	1
311	из них не	1	1
312	а за ними	1	1
313	может быть названа	1	1
314	это были две	2	1
315	состоит в том	2	1
316	до поры до	1	1
317	в частности в	2	1
318	в высшей степени	2	1
319	в едином но	1	1
320	в наше время	1	1
321	потому что на	1	1
322	и не столько	1	1
323	той или другой	1	1
324	никогда не было	1	1
325	все без исключения	1	1
326	другой стороны эта	1	1
327	не истории а	1	1
328	который в свою	1	1
329	жизни то есть	1	1
330	во второй главе	1	1
331	границы как бы	1	1
332	по аналогии с	2	1
333	того или иного	1	1
334	на самом деле?	1	1
335	за свое существование	1	1
336	к тому или	1	1
337	далее мы видим	1	1
338	что он может	1	1
339	в жизни так	1	1
340	на то что	2	1
341	в заключительной главе	2	1
342	каждый из этих	1	1
343	не только внешней	1	1
344	не только от	1	1
345	только на первый	1	1
346	стороны в то	1	1
347	один из участников	1	1
348	об этом в	1	1
349	древних греков и	1	1
350	же году в	1	1
351	что же касается	2	1
352	к одному из	1	1
353	он мог бы	1	1
354	жизни но и	1	1
355	том же году	1	1
356	именно то что	1	1
357	которые при этом	1	1
358	а во время	2	1
359	в них звучит	1	1
360	а не как	1	1
361	бы она была	1	1
362	в виду его	1	1
363	хотя и не	2	1
364	одна из этих	1	1
365	и не является	1	1
366	всяком случае в	1	1
367	говорить не приходится	1	1
368	и в конечном	1	1
369	одно и то	1	1
370	неразрывном единстве с	1	1
371	и то же	1	1
372	только потому что	1	1
373	речь идет о	3	1
374	пространственных и временных	1	1
375	оно свидетельствует о	1	1
376	в своем собственном	1	1
377	что одно и	1	1
378	на первый взгляд	3	1
379	при встрече с	1	1
380	и в одном	1	1
381	и т.д здесь	1	1
382	смысловых и ценностных	1	1
383	тогда как в	2	1
384	как он сам	1	1
385	в итоге мы	1	1
386	в центре этого	1	1
387	к одной и	1	1
388	мужем об этом	1	1
389	принадлежат к одной	1	1
390	в следующем году	1	1
391	себя в зеркале	1	1
392	речи и мышления	1	1
393	то и не	1	1
