N	3gram	Bakhtin_Pr	Problemy
752	за перегородкой живу	2	2
753	быть более или	2	2
754	герой достоевского не	2	2
755	он не только	2	2
756	в авторском замысле	3	2
757	в плоскости сосуществования	2	2
758	в сущности на	1	2
759	что грех переписывать	2	2
760	таким образом все	2	2
761	том или другом	2	2
762	чужого слова как	1	2
763	авторским словом и	1	2
764	нет отчего же	2	2
765	в мире а	1	2
766	и слово героя	1	2
767	слова с оглядкой	2	2
768	множественность неслиянных сознаний	2	2
769	которая до сих	1	2
770	с человеком а	1	2
771	эта тема в	1	2
772	себя и свой	1	2
773	к слову героя	1	2
774	отраженное чужое слово	2	2
775	за пределы одного	2	2
776	кухня то есть	1	2
777	как точка зрения	2	2
778	рядом с его	2	2
779	и о своем	3	2
780	скрытой полемике и	2	2
781	подумали что он	1	2
782	оставаясь содержательно теми	1	2
783	хоть и предположить	2	2
784	в целом мире	1	2
785	сердце к концу	1	2
786	и в самой	2	2
787	в себе и	2	2
788	содержательно теми же	1	2
789	чужая мысль не	2	2
790	в целом ряде	2	2
791	мира в его	2	2
792	достоевский как художник	1	2
793	усиления чужого акцента	2	2
794	что ж делать	1	2
795	одного монологического контекста	2	2
796	а то такой	2	2
797	и нет отчего	1	2
798	взаимоотношения с другими	1	2
799	для него значит	1	2
800	он знает и	1	2
801	установку на устную	2	2
802	независимость от чужого	1	2
803	времени и пространства	1	2
804	я никому не	2	2
805	я ты еси	1	2
806	именно в самой	1	2
807	как впрочем и	1	2
808	достоевского в его	3	2
809	не подумали что	1	2
810	и свой предмет	1	2
811	я пожалуй и	2	2
812	если мы слышим	1	2
813	становятся все более	1	2
814	пародийное слово может	2	2
815	в человеке а	1	2
816	сказе установки на	2	2
817	лентяй да ведь	2	2
818	пошло то и	1	2
819	наконец в житии	1	2
820	в самом произведении	2	2
821	обзор наиболее существенных	1	2
822	рассказа иногда до	1	2
823	голядкина с самим	1	2
824	все же не	3	2
825	эта оглядка на	1	2
826	с полною ясностью	1	2
827	может быть или	2	2
828	чувствует рядом с	1	2
829	вы говорите что	1	2
830	недопустимо сводить к	2	2
831	одна из его	1	2
832	в узком смысле	2	2
833	беспорядочным началом его	1	2
834	никому не в	2	2
835	в замысле достоевского	1	2
836	не выдуман герой	2	2
837	звенья единого диалектического	2	2
838	ним как бы	1	2
839	не только к	1	2
840	у достоевского явление	1	2
841	я вам скажу	1	2
842	среди которых он	1	2
843	три плана в	1	2
844	их основе идеями	2	2
845	мы здесь конечно	1	2
846	тягость у меня	2	2
847	и в частности	1	2
848	в самые атомы	1	2
849	жизнь идеи в	2	2
850	они не умеют	2	2
851	идея может быть	1	2
852	достоевский был бы	2	2
853	голосов даже в	1	2
854	как бы беспрерывно	1	2
855	а не во	2	2
856	тоже может почему	2	2
857	даже тон рассказа	1	2
858	может быть осмысленно	2	2
859	чужому слову о	2	2
860	входит в творческий	2	2
861	не есть конечно	2	2
862	третьего типа слов	2	2
863	новой романной структуры	1	2
864	так же не	1	2
865	далеко не исчерпали	1	2
866	закономерности герой достоевского	1	2
867	он знает что	1	2
868	типа и темперамента	2	2
869	одна общая черта	2	2
870	зрения монологического понимания	2	2
871	друга но только	1	2
872	не существенно и	2	2
873	этих двух голосов	1	2
874	среды почвы и	2	2
875	его самосознания в	2	2
876	но у достоевского	1	2
877	как бы ни	1	2
878	себе самому герой	1	2
879	он ведь такой	2	2
880	в каждой мысли	1	2
881	ту же тему	2	2
882	точки зрения он	1	2
883	во всей его	2	2
884	налегли друг на	1	2
885	в последний раз	1	2
886	с чужим человеком	1	2
887	что такое чужой	2	2
888	к другому моменту	1	2
889	есть я пожалуй	2	2
890	путь философской монологизации	1	2
891	в пределах монологического	2	2
892	в едином объективном	1	2
893	кусок хлеба подчас	2	2
894	в их основе	2	2
895	к смертной казни	1	2
896	простой кусок хлеба	2	2
897	в результате такого	2	2
898	тем или иным	1	2
899	то такой как	2	2
900	друг другу как	1	2
901	направлено на свой	2	2
902	чтобы не подумали	1	2
903	приходит в столкновение	2	2
904	не в одном	2	2
905	героя к себе	1	2
906	романа достоевского и	1	2
907	человека по отношению	2	2
908	большинстве случаев сказ	2	2
909	что так тому	1	2
910	чужое слово не	2	2
911	слову первого типа	2	2
912	первом произведении достоевский	1	2
913	и не входит	2	2
914	пользуется чужим словом	2	2
915	было бы дать	1	2
916	сознания о нем	2	2
917	и слова что	1	2
918	те же явления	1	2
919	хлеба подчас даже	2	2
920	но потому что	2	2
921	слово рассказа в	1	2
922	разнороднейший материал достоевского	2	2
923	с начала и	2	2
924	на то пошло	2	2
925	и реплика диалога	2	2
926	не в монологическом	1	2
927	его художественного мира	1	2
928	может почему же	2	2
929	поэтому даже в	1	2
930	кстати ли будет?	1	2
931	смысловой позиции как	1	2
932	оно может быть	2	2
933	также и в	1	2
934	слово может быть	2	2
935	очень важное место	1	2
936	и в большинстве	2	2
937	нашу точку зрения	2	2
938	остается в пределах	2	2
939	полемике и в	2	2
940	лежит в одной	2	2
941	было бы развернуть	1	2
942	что вот дескать	2	2
943	даже черствый но	2	2
944	переписывать что ли?	2	2
945	в каждом своем	1	2
946	так сказать в	1	2
947	твердого образа героя	1	2
948	и наконец на	1	2
949	уст в уста	1	2
950	макар девушкин ну	2	2
951	на этой почве	1	2
952	ну чудо и	1	2
953	так чтобы в	1	2
954	но все эти	1	2
955	вот как он	1	2
956	так чтобы сделать	1	2
957	герой интересует достоевского	2	2
958	оглядкой и с	1	2
959	и отчетливого выражения	2	2
960	не только их	1	2
961	ведь он не	2	2
962	входит в мир	1	2
963	при том условии	1	2
964	рано или поздно	1	2
965	что имеет смысл	1	2
966	подчас даже черствый	2	2
967	становится живым существом	2	2
968	герои достоевского в	1	2
969	один миг не	1	2
970	точки зрения своего	2	2
971	точка зрения как	2	2
972	о нем в	2	2
973	в противоречии с	1	2
974	вячеслав иванов не	1	2
975	долгорукого и наконец	1	2
976	но конечно эта	1	2
977	что же это	1	2
978	самосознание и слово	1	2
979	отношении друг к	1	2
980	чужим словом и	1	2
981	прямо сказать что	1	2
982	сочетается с образом	1	2
983	там где видели	2	2
984	но вовсе не	1	2
985	правда простой кусок	1	2
986	как предмет изображения	2	2
987	в себе все	1	2
988	отношению к себе	2	2
989	пародийный стиль у	2	2
990	я этим горжусь	2	2
991	и нисколько не	1	2
992	маточка чтобы тут	1	2
993	этого мира в	2	2
994	почвы и земли	2	2
995	критической литературы о	2	2
996	рассказа от автора	2	2
997	в авторский контекст	2	2
998	бытия и не	1	2
999	отчетливого теоретического осознания	2	2
1000	тело и душа	2	2
1001	в скрытой же	2	2
1002	пожалуй и в	2	2
1003	здесь перед нами	1	2
1004	установки на чужое	2	2
1005	предметом изображения в	1	2
1006	двух точек зрения	2	2
1007	и не служит	2	2
1008	я для другого	1	2
1009	можно прямо сказать	1	2
1010	здесь никогда не	1	2
1011	установка по отношению	1	2
1012	вовсе не как	2	2
1013	равен себе самому	1	2
1014	чем пойдет рассказ	2	2
1015	и внутренне не	1	2
1016	самом построении романа	2	2
1017	и сам автор	1	2
1018	в своей совокупности	1	2
1019	но если и	1	2
1020	что-нибудь такое иное	2	2
1021	рассказа изменяется сравнительно	1	2
1022	проникает внутрь его	1	2
1023	в том же	1	2
1024	ее художественного видения	1	2
1025	у меня кусок	2	2
1026	для ведения рассказа	1	2
1027	даже там где	2	2
1028	неотразимо возвышает его	1	2
1029	в жизненно-практической речи	2	2
1030	переписываю что грех	2	2
1031	тон рассказа изменяется	1	2
1032	принципом видения и	2	2
1033	героя в монологическом	1	2
1034	собрать свои мысли	1	2
1035	как и всякое	2	2
1036	семейного и биографического	1	2
1037	романной структуры у	1	2
1038	она и не	1	2
1039	превращается в единство	2	2
1040	и биографического романа	1	2
1041	в еще более	1	2
1042	каковы бы ни	1	2
1043	сочетается с ним	2	2
1044	идея идея как	1	2
1045	тот же самый	1	2
1046	таким образом в	1	2
1047	чужой человек да	2	2
1048	слово как бы	1	2
1049	имеют первостепенное значение	2	2
1050	все он только	2	2
1051	таинственный смысл какой	2	2
1052	самая установка рассказа	1	2
1053	одно сознание и	2	2
1054	и слово автора	1	2
1055	радости и веселья	1	2
1056	направленное на свой	2	2
1057	так как не	2	2
1058	достоевского не только	1	2
1059	на два слова	2	2
1060	кусок хлеба есть	2	2
1061	для своих целей	2	2
1062	скрытой полемики с	1	2
1063	речи героя в	2	2
1064	лежащими в их	2	2
1065	законно и безукоризненно	2	2
1066	отношение к чужому	1	2
1067	в позднейшем творчестве	1	2
1068	в мировоззрении достоевского	2	2
1069	слова так как	1	2
1070	направлении его собственных	2	2
1071	в кругозор героя	2	2
1072	же основной особенности	2	2
1073	уже сама по	1	2
1074	потому что хоть	2	2
