N	2gram	Vygotskiy_	Komedia
147	друг друга	5	9
148	в тех	2	9
149	о его	1	9
150	и по	3	9
151	независимо от	10	9
152	однако в	1	9
153	ответ на	4	9
154	того как	6	9
155	а также	1	9
156	вовсе не	5	9
157	отличие от	3	9
158	в ней	2	9
159	и особенно	1	9
160	отношению к	11	9
161	с этой	7	8
162	а затем	5	8
163	другой стороны	10	8
164	то это	2	8
165	по поводу	5	8
166	что у	3	8
167	такого рода	1	8
168	не было	1	8
169	не знает	1	8
170	бы в	5	8
171	во всех	4	8
172	то ни	1	8
173	можно было	6	8
174	примерно в	1	8
175	что для	8	8
176	первую очередь	3	8
177	если не	3	8
178	в которых	6	8
179	да и	1	8
180	в течение	4	8
181	связи с	7	8
182	по своему	1	8
183	и других	4	8
184	с самого	9	8
185	как он	7	8
186	идет о	5	8
187	и ее	9	8
188	место в	1	8
189	и к	9	7
190	в результате	7	7
191	в этих	3	7
192	себе в	1	7
193	во всяком	6	7
194	в первую	3	7
195	вопрос о	11	7
196	хотя бы	7	7
197	в другом	7	7
198	самого начала	9	7
199	по которым	1	7
200	бы то	1	7
201	что они	5	7
202	ни было	1	7
203	в связи	3	7
204	и это	3	7
205	в других	2	7
206	и тот	1	7
207	в себе	8	7
208	и у	1	7
209	к его	3	7
210	не имеет	5	7
211	не является	16	7
212	из этих	6	7
213	и поэтому	2	7
214	мы знаем	3	7
215	целый ряд	6	7
216	и во	1	7
217	до конца	1	7
218	но если	3	7
219	всяком случае	5	7
220	и вот	3	7
221	для нас	4	7
222	со своим	1	7
223	должен был	1	7
224	этот раз	1	7
225	само собой	1	7
226	отнюдь не	2	7
227	тех же	3	7
228	и о	1	7
229	конце концов	1	7
230	еще более	1	6
231	даже в	4	6
232	его от	1	6
233	в виду	5	6
234	с собой	5	6
235	в своих	6	6
236	в наиболее	1	6
237	там же	1	6
238	в дальнейшем	1	6
239	представляет собой	13	6
240	не мог	1	6
241	и он	1	6
242	после того	1	6
243	с точки	34	6
244	не хочет	2	6
245	за то	2	6
246	что не	2	6
247	о которых	4	6
248	на этом	3	6
249	не дает	1	6
250	и тем	8	6
251	могут быть	5	6
252	в силу	8	6
253	всего в	3	6
254	с и	3	6
255	на ее	2	6
256	в сущности	13	6
257	в другой	2	6
258	между и	4	6
259	как из	1	6
260	в середине	1	6
261	а не	5	6
262	которую он	1	6
263	в отличие	3	6
264	нет и	1	6
265	главным образом	2	6
266	в области	4	6
267	тем не	1	6
268	на вопрос	6	6
269	том числе	3	6
270	и новой	1	6
271	здесь в	1	6
272	когда же	1	6
273	или в	2	6
274	что к	1	6
275	в какой	5	6
276	и как	7	6
277	на то	11	6
278	это было	1	6
279	на которые	1	6
280	во второй	1	6
281	когда он	5	6
282	а по	1	6
283	на это	1	6
284	как будто	1	6
285	не удалось	2	6
286	больше того	5	6
287	для всех	8	5
288	из всех	3	5
289	в первом	2	5
290	из двух	3	5
291	за ним	1	5
292	именно в	8	5
293	его на	3	5
294	в это	1	5
295	со своей	1	5
296	в действительности	1	5
297	с помощью	16	5
298	из своего	1	5
299	к ним	2	5
300	сказать что	16	5
301	все время	8	5
302	который в	7	5
303	от них	2	5
304	ни малейшего	1	5
305	никогда не	8	5
306	представить себе	5	5
307	и мы	3	5
308	в ее	3	5
309	после этого	1	5
310	чем в	1	5
311	одним из	1	5
312	также в	1	5
313	одном из	3	5
314	между собой	5	5
315	что их	1	5
316	т д	1	5
317	все остальные	5	5
318	в развитии	31	5
319	не могла	1	5
320	друг другу	4	5
321	в первой	3	5
322	и от	4	5
323	в ответ	1	5
324	каждого из	2	5
325	представление о	7	5
326	что это	8	5
327	здесь нет	1	5
328	вывод что	1	5
329	из того	7	5
330	за пределы	4	5
331	приводит к	8	5
332	том как	1	5
333	признать что	3	5
334	конечно не	1	5
335	и если	4	5
336	и теперь	2	5
337	только один	1	5
338	вслед за	3	5
339	в обоих	1	5
340	же самое	4	5
341	той же	4	5
342	что я	1	5
343	в сознании	2	5
344	здесь и	3	5
345	этом отношении	6	5
346	и после	1	5
347	это не	5	5
348	мы имеем	2	5
349	по существу	8	5
350	и без	1	5
351	к своему	2	5
352	в следующем	4	5
353	и я	2	5
354	раз в	3	5
355	ему не	1	5
356	от того	7	5
357	что из	1	5
358	жизни и	2	5
359	для этого	7	5
360	что на	2	5
361	в той	1	4
362	следует что	1	4
363	в пользу	6	4
364	в принципе	1	4
365	нас в	2	4
366	него в	1	4
367	не столько	4	4
368	собой разумеется	1	4
369	например в	1	4
370	их в	6	4
371	время от	1	4
372	не всегда	1	4
373	из себя	1	4
374	должна была	2	4
375	может служить	1	4
376	с большим	1	4
377	его не	3	4
378	одна из	1	4
379	с ребенком	1	4
380	под именем	2	4
381	к этим	3	4
382	ближе к	2	4
383	все его	1	4
384	том чтобы	6	4
385	и столь	1	4
386	к человеку	1	4
387	в состоянии	2	4
388	к которому	4	4
389	это обстоятельство	2	4
390	одно из	3	4
391	как его	2	4
392	не остается	3	4
393	силу этого	4	4
394	я не	4	4
395	как видим	3	4
396	между ними	2	4
397	же как	8	4
398	в себя	2	4
399	выражение в	1	4
400	именно потому	2	4
401	и речи	45	4
402	здесь мы	1	4
403	можно сделать	1	4
404	что эта	7	4
405	один раз	1	4
406	по своей	9	4
407	как известно	8	4
408	с которым	1	4
409	из этого	6	4
410	человека который	1	4
411	к сожалению	2	4
412	как теперь	1	4
413	не позволяет	1	4
414	которые он	2	4
415	был бы	2	4
416	когда в	2	4
417	так называемых	2	4
418	не на	1	4
419	стороны и	3	4
420	сравнению с	9	4
421	что мы	9	4
422	то и	4	4
423	наконец в	2	4
424	по сравнению	10	4
425	в поисках	2	4
426	впрочем и	1	4
427	большей частью	1	4
428	что же	3	4
429	и там	1	4
430	ли можно	1	4
431	к началу	1	4
432	по мнению	2	4
433	или к	3	4
434	в более	3	4
435	ничем не	3	4
436	этой области	1	4
437	хотя в	1	4
438	что с	6	4
439	и другие	1	4
440	у нас	1	4
441	чем же	2	4
442	а то	1	4
443	с их	2	4
444	по его	2	4
445	такой же	3	4
446	материал для	1	4
447	с полным	1	4
448	и их	5	4
449	не следует	1	4
450	в пределах	1	4
451	которые в	2	4
452	бы он	3	4
453	все более	4	4
454	нуждается в	2	4
455	из которой	3	4
456	в основе	9	4
457	во всем	4	3
458	от него	1	3
459	исходя из	1	3
460	к этой	4	3
461	за исключением	1	3
462	или по	1	3
463	дает основание	1	3
464	до самого	1	3
465	за собой	4	3
466	сам автор	2	3
467	по себе	9	3
468	или на	1	3
469	конечном счете	4	3
470	детей и	1	3
471	в соответствии	1	3
472	только для	6	3
473	за ней	2	3
474	для их	1	3
475	при всей	1	3
476	ситуации в	1	3
477	и мысли	2	3
478	представления о	1	3
479	в нескольких	1	3
480	этой связи	1	3
481	между двумя	2	3
482	только на	1	3
483	шла о	1	3
484	приходит к	4	3
485	сделать вывод	1	3
486	от своего	1	3
487	как на	5	3
488	которого они	1	3
489	ней и	1	3
490	в споре	2	3
491	соответствии с	1	3
492	в нашем	3	3
493	находится в	2	3
494	для понимания	1	3
495	что именно	3	3
496	друг с	6	3
497	раз на	1	3
498	разумеется что	1	3
499	о ней	1	3
500	этих двух	4	3
501	как две	1	3
502	время и	1	3
503	собой в	1	3
504	с другом	6	3
505	если у	1	3
506	искать в	1	3
507	для них	1	3
508	противоречие между	1	3
509	отношения к	3	3
510	интересующие нас	2	3
511	в таком	1	3
512	речь шла	1	3
513	обстоятельство что	2	3
514	от этого	4	3
515	в эту	4	3
516	остается в	2	3
517	с новой	1	3
518	а с	8	3
519	того в	2	3
520	бы к	3	3
521	для развития	1	3
522	в руки	1	3
523	для этой	1	3
524	одну из	4	3
525	какой мере	2	3
526	могла бы	2	3
527	он в	6	3
528	протяжении всего	2	3
529	их к	1	3
530	и есть	2	3
531	роль играет	1	3
532	его за	1	3
533	в один	4	3
534	еще одно	1	3
535	является конечно	2	3
536	мы видели	8	3
537	от до	4	3
538	почти не	1	3
539	целого ряда	1	3
540	его с	2	3
541	для себя	7	3
542	представляют собой	2	3
543	можно сомневаться	1	3
544	и из	2	3
545	о которой	2	3
546	интерес к	1	3
547	человеческих типов	1	3
548	не могут	1	3
549	до этого	1	3
550	если это	2	3
551	как о	2	3
552	связанные с	2	3
553	друг от	4	3
554	совершенно не	1	3
555	одно лишь	1	3
556	и более	6	3
557	ни у	1	3
558	переходит к	1	3
559	на землю	1	3
560	действия и	4	3
561	в присутствии	1	3
562	состоит в	4	3
563	на две	3	3
564	если мы	8	3
565	ответа на	3	3
566	принадлежит к	2	3
567	том же	4	3
568	не называет	1	3
569	казалось бы	8	3
570	в самой	4	3
571	как к	1	3
572	ее на	4	3
573	не являются	1	3
574	мы находим	7	3
575	в виде	3	3
576	бы ожидать	1	3
577	от друга	4	3
578	как впрочем	2	3
579	указывает на	4	3
580	с той	3	3
581	и вовсе	1	3
582	является не	2	3
583	на все	5	3
584	высшей степени	7	3
585	один и	2	3
586	нисколько не	2	3
587	полагать что	1	3
588	должен быть	6	3
589	и таким	2	3
590	в одной	3	3
591	на них	1	3
592	и потому	3	3
593	а к	2	3
594	он говорит	2	3
595	она не	3	3
596	только как	1	3
597	то обстоятельство	2	3
598	не с	2	3
599	других авторов	2	3
600	таким же	4	3
601	из своей	1	3
602	стало быть	2	3
603	на всю	1	3
604	числе и	3	3
605	и самого	1	3
606	в высшей	7	3
607	по этому	4	3
608	только после	1	3
609	в эти	1	3
610	это в	1	3
611	если она	1	3
612	он с	1	3
613	в известной	2	3
614	вплоть до	1	3
615	не к	3	3
616	первую из	1	2
617	с которыми	2	2
618	находим в	1	2
619	философии и	3	2
620	на эти	3	2
621	о будущем	1	2
622	более что	1	2
623	нечто подобное	3	2
624	те же	2	2
625	что произошло	1	2
626	точно так	2	2
627	остановиться на	1	2
628	между небом	1	2
629	связь с	2	2
630	ко всем	3	2
631	явно не	1	2
632	на которых	4	2
633	каким образом	3	2
634	как об	1	2
635	зрения на	1	2
636	же образом	1	2
637	к которой	1	2
638	из всего	1	2
639	превращается в	3	2
640	в собственном	8	2
641	приходит в	1	2
642	и те	2	2
643	как только	3	2
644	на первый	3	2
645	для исследования	1	2
646	в жизнь	2	2
647	не могли	2	2
648	можно считать	2	2
649	по тем	1	2
650	которой он	2	2
651	в противоположность	3	2
652	и следовательно	3	2
653	вопрос не	2	2
654	вопроса об	2	2
655	назад в	1	2
656	поэтому мы	1	2
657	следует отнести	1	2
658	наталкивается на	2	2
659	об отношении	15	2
660	они с	1	2
661	что речь	2	2
662	для которого	3	2
663	не вполне	1	2
664	так мы	1	2
665	друг на	1	2
666	двух других	1	2
667	вернуться к	2	2
668	отношений и	1	2
669	чтобы они	1	2
670	без всякого	2	2
671	для всей	3	2
672	тех случаях	2	2
673	в основу	3	2
674	под влиянием	3	2
675	что все	8	2
676	в зависимости	8	2
677	из трех	1	2
678	что даже	2	2
679	к ее	2	2
680	чем это	3	2
681	быть с	3	2
682	которую можно	3	2
683	то в	1	2
684	общественной жизни	3	2
685	мы видим	7	2
686	всех остальных	3	2
687	слов в	1	2
688	почему в	1	2
689	к выводу	10	2
690	и сама	1	2
691	в тот	1	2
692	согласии с	2	2
693	с другими	5	2
694	к жизни	1	2
695	в развитие	1	2
696	отношения между	3	2
697	в конечном	4	2
698	как по	2	2
699	с двумя	2	2
700	и можно	1	2
701	наконец не	1	2
702	следует рассматривать	1	2
703	очевидно что	4	2
704	я и	1	2
705	судить о	1	2
706	которые их	1	2
707	подобно тому	2	2
708	указывает что	1	2
709	между прочим	1	2
710	рядом с	1	2
711	представляется нам	1	2
712	слово в	1	2
713	в первые	2	2
714	к вопросу	4	2
715	точек зрения	1	2
716	к мысли	3	2
717	в смысле	2	2
718	не иначе	1	2
719	а для	2	2
720	и мир	1	2
721	со всей	7	2
722	однако и	1	2
723	мы уже	7	2
724	ту же	3	2
725	к новым	1	2
726	на правах	1	2
727	возвращаясь к	2	2
728	и та	1	2
729	и является	2	2
730	почти всегда	2	2
731	себя на	1	2
732	не обманывает	1	2
733	но об	1	2
734	своим собственным	1	2
735	несколько иначе	1	2
736	этот вопрос	6	2
737	вот в	1	2
738	того кто	2	2
739	его поведение	1	2
740	но нет	1	2
741	и ты	1	2
742	что только	2	2
743	показывают что	3	2
744	в общем	5	2
745	ней в	2	2
746	ухода из	1	2
747	с ее	3	2
748	гораздо важнее	2	2
749	гораздо более	1	2
750	из этой	2	2
751	полным основанием	1	2
752	образом и	4	2
753	самым существенным	3	2
754	его мнению	1	2
755	не пришел	1	2
756	место во	1	2
757	в основном	1	2
758	которой не	2	2
759	живет в	3	2
760	которых мы	2	2
761	в жизни	2	2
762	с такой	4	2
763	и при	2	2
764	теперь в	2	2
765	содержания и	1	2
766	создает в	1	2
767	на несколько	1	2
768	никак не	1	2
769	и землей	1	2
770	сводится к	1	2
771	со всеми	2	2
772	детьми и	1	2
773	этой точки	2	2
774	если говорить	2	2
775	достаточно ясно	1	2
776	иначе как	1	2
777	этом смысле	3	2
778	и так	1	2
779	жизни в	1	2
780	в традиционной	1	2
781	о котором	3	2
782	в известном	4	2
783	нет в	1	2
784	мы однако	1	2
785	в которые	1	2
786	не входит	2	2
787	перед нами	7	2
788	из области	2	2
789	этому же	2	2
790	речь в	4	2
791	действия но	2	2
792	это дело	2	2
793	отнести к	1	2
794	относящихся к	2	2
795	земли и	1	2
796	а может	1	2
797	зависимости от	8	2
798	в современном	1	2
799	слова и	5	2
800	с которой	2	2
801	именно на	1	2
802	эта мысль	3	2
803	отношении к	1	2
804	и наиболее	2	2
805	на примере	3	2
806	и до	5	2
807	же если	1	2
808	в каком	3	2
809	еще один	2	2
810	как например	2	2
811	он без	1	2
812	вот этот	1	2
813	имеем в	1	2
814	что здесь	2	2
815	указывают на	1	2
816	из первых	1	2
817	и источником	1	2
818	который по	2	2
819	здесь не	1	2
820	для обозначения	1	2
821	небом и	1	2
822	только с	2	2
823	у них	1	2
824	известных нам	1	2
825	не будучи	1	2
826	в ту	2	2
827	семейной жизни	1	2
828	именно к	1	2
829	в свое	1	2
830	мир в	2	2
831	этих слов	1	2
832	от которого	1	2
833	для него	5	2
834	не для	1	2
835	того что	28	2
836	ее в	3	2
837	где он	1	2
838	в полном	3	2
839	то мы	1	2
840	бы и	4	2
841	этого рода	2	2
842	от всех	3	2
843	чтобы с	2	2
844	которые как	1	2
845	в стороне	2	2
846	как она	1	2
847	в объяснении	3	2
848	случаях когда	1	2
849	все эти	6	2
850	что между	4	2
851	и со	2	2
852	войти в	1	2
853	к середине	2	2
854	что тот	2	2
855	в форме	1	2
856	чтобы сделать	1	2
857	его к	3	2
858	что эти	3	2
859	к одному	1	2
860	и тех	1	2
861	предположить что	2	2
862	первый план	3	2
863	и только	2	2
864	сам себе	1	2
865	она должна	4	2
866	не надо	2	2
867	это как	2	2
868	в самых	4	2
869	трудно было	1	2
870	как уже	9	2
871	тому как	3	2
872	дело не	1	2
873	то эта	1	2
874	с уже	1	2
875	же что	2	2
876	частности в	1	2
877	у кого	1	2
878	с ней	3	2
879	тем самым	8	2
880	как не	1	2
881	человека с	3	2
882	человека и	6	2
883	могло быть	1	2
884	все больше	1	2
885	это дает	1	2
886	себе не	1	2
887	здесь же	1	2
888	и дальше	1	2
889	чем к	2	2
890	мы располагаем	1	2
891	и новые	1	2
892	иногда даже	1	2
893	которой мы	3	2
894	этому вопросу	1	2
895	к действительности	13	1
896	является в	1	1
897	им было	1	1
898	связное целое	2	1
899	ребенка и	8	1
900	становится возможным	2	1
901	того какие	1	1
902	он получает	1	1
903	и мира	1	1
904	образов в	1	1
905	к социальному	1	1
906	мы и	3	1
907	первые годы	2	1
908	в изучении	2	1
909	затем к	1	1
910	их из	1	1
911	вел себя	1	1
912	подробно на	1	1
913	выводу что	5	1
914	функций между	1	1
915	в момент	1	1
916	не сталкиваются	1	1
917	которые не	4	1
918	свое основное	1	1
919	при объяснении	3	1
920	с окружающими	1	1
921	при изучении	1	1
922	в применении	2	1
923	которой было	1	1
924	вопросу о	2	1
925	эта идея	1	1
926	ли его	1	1
927	мы оставляем	1	1
928	на второй	1	1
929	ибо именно	1	1
930	эта новая	1	1
931	процесс образования	1	1
932	в нашу	1	1
933	связи в	1	1
934	человеком который	1	1
935	кроме того	1	1
936	году жизни	1	1
937	думается что	7	1
938	одно это	1	1
939	в некоторых	1	1
940	не вызывает	1	1
941	привести к	2	1
942	и ему	1	1
943	и говорить	1	1
944	что человек	1	1
945	время не	1	1
946	типов и	1	1
947	большое количество	1	1
948	в различных	1	1
949	и вплоть	1	1
950	из ее	1	1
951	впрочем это	1	1
952	сходство существующее	1	1
953	которой все	1	1
954	иначе чем	2	1
955	корни этой	1	1
956	присоединяет к	1	1
957	вопрос об	8	1
958	и сл	1	1
959	в борьбе	2	1
960	принадлежащими к	1	1
961	в общественной	1	1
962	можем заключить	2	1
963	вот что	2	1
964	своих целей	1	1
965	представляется ему	1	1
966	этой линии	1	1
967	о мире	3	1
968	мне кажется	2	1
969	образом что	3	1
970	речи что	2	1
971	ее для	1	1
972	весь этот	1	1
973	приведенным выше	1	1
974	к внешней	1	1
975	большое распространение	1	1
976	большую часть	2	1
977	он полагает	1	1
978	она является	1	1
979	бы прибавить	1	1
980	ведет к	1	1
981	не составляют	1	1
982	в возникновении	1	1
983	много раз	1	1
984	места и	1	1
985	и другим	2	1
986	стороны в	1	1
987	с не	1	1
988	что-нибудь подобное	1	1
989	я могу	1	1
990	и превращение	1	1
991	уже выше	2	1
992	же точно	10	1
993	как таковой	2	1
994	а именно	2	1
995	о судьбе	2	1
996	выход из	1	1
997	в одно	1	1
998	монолог в	1	1
999	и обнаруживает	2	1
1000	это достаточно	1	1
1001	на эту	2	1
1002	собой не	1	1
1003	кого не	1	1
1004	большей или	1	1
1005	один ряд	1	1
1006	мы сумеем	4	1
1007	отличается от	1	1
1008	этого периода	1	1
1009	которое не	2	1
1010	мало того	1	1
1011	для выяснения	1	1
1012	но мы	4	1
1013	так например	1	1
1014	вяжется с	1	1
1015	все их	1	1
1016	действительности а	2	1
1017	моменты в	1	1
1018	а вместе	2	1
1019	выбор на	1	1
1020	является самым	2	1
1021	может привести	2	1
1022	действительности в	1	1
1023	заботу о	1	1
1024	природы в	1	1
1025	ребенком к	1	1
1026	только благодаря	1	1
1027	я вижу	1	1
1028	на этой	2	1
1029	в данном	5	1
1030	находит в	1	1
1031	в предыдущих	2	1
1032	не говорит	1	1
1033	итоги нашему	1	1
1034	доказать это	1	1
1035	знал что	1	1
1036	применении к	1	1
1037	со времени	1	1
1038	можем не	1	1
1039	ожидать что	1	1
1040	вдвое по	1	1
1041	что мне	1	1
1042	два момента	1	1
1043	своей природе	3	1
1044	мы увидим	3	1
1045	положении в	1	1
1046	действительности как	1	1
1047	в новом	3	1
1048	этого последнего	1	1
1049	здесь у	2	1
1050	втором году	1	1
1051	входит в	1	1
1052	по возможности	1	1
1053	но даже	2	1
1054	развития с	2	1
1055	но этот	3	1
1056	ii и	1	1
1057	отрыве от	2	1
1058	них хотя	1	1
1059	у самого	2	1
1060	и другой	1	1
1061	что вся	1	1
1062	о совершенно	1	1
1063	сложилось в	1	1
1064	путь для	1	1
1065	увидим что	2	1
1066	между отдельными	3	1
1067	борьбе с	1	1
1068	совершенно различных	1	1
1069	всего как	1	1
1070	нечто такое	1	1
1071	общения и	3	1
1072	предисловии к	4	1
1073	для данного	2	1
1074	ребенка что	2	1
1075	говорит что	9	1
1076	значительной степени	2	1
1077	сил в	1	1
1078	последнюю роль	1	1
1079	отклик в	1	1
1080	вынуждены были	1	1
1081	мы тоже	1	1
1082	отношений с	1	1
1083	является как	2	1
1084	то его	1	1
1085	чтобы показать	3	1
1086	жизни он	1	1
1087	стал бы	1	1
1088	убедиться в	5	1
1089	мере не	1	1
1090	всегда и	3	1
1091	понятия как	1	1
1092	и остается	3	1
1093	о всех	1	1
1094	но ни	1	1
1095	чего ему	1	1
1096	тезис о	1	1
1097	заметить что	3	1
1098	она ни	1	1
1099	ее как	1	1
1100	в контексте	1	1
1101	и изолированными	1	1
1102	на пороге	3	1
1103	следующим образом	2	1
1104	за него	1	1
1105	их разделяют	1	1
1106	независимо друг	2	1
1107	учения об	2	1
1108	отношения в	2	1
1109	представлены у	1	1
1110	это что	1	1
1111	в данной	1	1
1112	к целому	1	1
1113	по-видимому в	1	1
1114	никем из	1	1
1115	именно с	1	1
1116	к установлению	6	1
1117	коем случае	1	1
1118	на интересующие	1	1
1119	шаг вперед	1	1
1120	даже у	1	1
1121	деле мы	1	1
1122	одной точке	1	1
1123	на котором	1	1
1124	были бы	2	1
1125	общих чертах	1	1
1126	в системе	1	1
1127	разницей что	1	1
1128	не просто	1	1
1129	но так	1	1
1130	строго говоря	2	1
1131	без разрешения	1	1
1132	но сама	1	1
1133	чем более	1	1
1134	этой тенденции	1	1
1135	здесь из	1	1
1136	ситуации и	1	1
1137	не происходит	1	1
1138	взглядом все	2	1
1139	для начала	1	1
1140	только не	2	1
1141	еще одну	1	1
1142	с это	3	1
1143	его деятельности	4	1
1144	содержится в	2	1
1145	сейчас в	2	1
1146	самого ее	1	1
1147	как такового	2	1
1148	а наоборот	1	1
1149	от его	5	1
1150	предстает перед	1	1
1151	еще раньше	1	1
1152	во взаимном	1	1
1153	первого из	1	1
1154	опасность и	1	1
1155	и больше	1	1
1156	три направления	1	1
1157	с известным	1	1
1158	из современных	2	1
1159	одной лишь	1	1
1160	образом как	3	1
1161	на том	2	1
1162	внимание на	1	1
1163	следует сказать	1	1
1164	общение с	1	1
1165	удовлетворительного ответа	1	1
1166	в раннем	2	1
1167	быть в	1	1
1168	сравнить с	1	1
1169	прийти к	2	1
1170	сущности и	1	1
1171	а и	1	1
1172	отметить еще	1	1
1173	как нет	1	1
1174	обстояло дело	1	1
1175	и указывает	1	1
1176	однако этот	1	1
1177	связей и	2	1
1178	что при	3	1
1179	мы конечно	1	1
1180	каждом шагу	2	1
1181	в ситуации	1	1
1182	некоторые исследователи	1	1
1183	в удовлетворении	1	1
1184	стороны более	1	1
1185	и одного	1	1
1186	отказывается от	1	1
1187	в общее	2	1
1188	этого объяснения	1	1
1189	в третьем	1	1
1190	являются в	2	1
1191	видно как	1	1
1192	видит в	2	1
1193	между реальным	1	1
1194	мировоззрения и	1	1
1195	говорит он	27	1
1196	для иллюстрации	2	1
1197	нового и	2	1
1198	во всей	8	1
1199	он убежден	1	1
1200	бы только	1	1
1201	следует с	1	1
1202	или не	1	1
1203	его значении	1	1
1204	на которое	1	1
1205	всех его	1	1
1206	гл v	1	1
1207	заключить что	1	1
1208	преимущественно на	1	1
1209	ребенка значительно	1	1
1210	его помощью	1	1
1211	или хотя	1	1
1212	происходит и	1	1
1213	представлены в	2	1
1214	она стремится	2	1
1215	человек и	1	1
1216	он ни	1	1
1217	и само	2	1
1218	эти три	2	1
1219	своего первого	1	1
1220	которой была	1	1
1221	себя как	1	1
1222	том и	1	1
1223	в исследованиях	3	1
1224	богатстве и	1	1
1225	которой она	2	1
1226	во главе	1	1
1227	для решения	1	1
1228	иным как	1	1
1229	следовательно и	1	1
1230	и оказывается	1	1
1231	общем по	1	1
1232	устами хора	1	1
1233	благодаря тому	3	1
1234	в сторону	1	1
1235	среди других	1	1
1236	теперь и	1	1
1237	могло бы	2	1
1238	что как	4	1
1239	считая его	2	1
1240	он сам	3	1
1241	известно о	2	1
1242	вмешивается в	1	1
1243	той или	3	1
1244	понятий и	4	1
1245	сознании человека	1	1
1246	может позволить	1	1
1247	на которую	1	1
1248	всей их	2	1
1249	только от	2	1
1250	именно как	1	1
1251	могли бы	10	1
1252	о себе	1	1
1253	но как	1	1
1254	о происхождении	1	1
1255	начало в	1	1
1256	подобным образом	1	1
1257	от окружающих	1	1
1258	при чтении	1	1
1259	которых в	2	1
1260	что нет	1	1
1261	мысль и	5	1
1262	который без	1	1
1263	и нам	2	1
1264	действие в	1	1
1265	фактов в	2	1
1266	чего у	1	1
1267	на рискованные	1	1
1268	детей в	6	1
1269	близко к	1	1
1270	чтобы он	1	1
1271	когда я	1	1
1272	зрения в	1	1
1273	и новый	1	1
1274	ибо и	1	1
1275	спор в	1	1
1276	при отсутствии	1	1
1277	в область	1	1
1278	и судьба	2	1
1279	остается на	1	1
1280	три группы	1	1
1281	явления в	1	1
1282	интересующих нас	3	1
1283	бы они	1	1
1284	здесь на	1	1
1285	одним словом	1	1
1286	мысль что	6	1
1287	всей этой	2	1
1288	надо сказать	1	1
1289	огромное количество	2	1
1290	не были	1	1
1291	иметь в	1	1
1292	такое что	1	1
1293	проблем в	2	1
1294	имеет для	1	1
1295	в современной	3	1
1296	основных линий	2	1
1297	это может	1	1
1298	а от	1	1
1299	о связи	1	1
1300	ребенок вовсе	1	1
1301	явления которые	2	1
1302	занимает в	2	1
1303	или меньшей	1	1
1304	человека оба	1	1
1305	ли для	1	1
1306	и заставить	1	1
