N	2gram	Bakhtin_sl	Sovremen
232	в самый	1	1
233	этот процесс	1	1
234	на язык	2	1
235	очень часто	1	1
236	как определенной	1	1
237	указать на	1	1
238	должно быть	3	1
239	мы уже	4	1
240	несколько слов	2	1
241	человек и	13	1
242	в первый	1	1
243	для ее	1	1
244	его с	1	1
245	идет о	1	1
246	она не	8	1
247	наших целей	1	1
248	в течение	1	1
249	она в	1	1
250	ним и	2	1
251	что уже	1	1
252	единства в	1	1
253	одной стороны	7	1
254	все свои	2	1
255	и ни	1	1
256	она всегда	1	1
257	в своеобразную	1	1
258	но такая	1	1
259	мы имеем	1	1
260	и у	2	1
261	для наших	1	1
262	быть в	1	1
263	и речи	4	1
264	в другом	4	1
265	конечно для	1	1
266	не стремится	1	1
267	совсем не	1	1
268	несмотря на	2	1
269	это только	1	1
270	в ней	7	1
271	которых он	1	1
272	из всех	1	1
273	говорить только	1	1
274	ни было	2	1
275	раз подчеркнуть	1	1
276	больших и	1	1
277	самому своему	1	1
278	обладает способностью	1	1
279	хотя и	4	1
280	с другой	8	1
281	а это	1	1
282	в этот	1	1
283	подчеркнуть что	2	1
284	с ним	12	1
285	между различными	1	1
286	связей и	1	1
287	он не	5	1
288	кроме того	6	1
289	выработанные в	2	1
290	себя самого	1	1
291	за собой	1	1
292	два основных	1	1
293	и т.п	1	1
294	и той	2	1
295	не соответствует	1	1
296	одной и	1	1
297	развития и	1	1
298	какой бы	1	1
299	те же	3	1
300	между двумя	1	1
301	вследствие этого	1	1
302	те или	4	1
303	аналогии с	1	1
304	а затем	1	1
305	всеми этими	1	1
306	как у	2	1
307	увидим что	1	1
308	и вся	2	1
309	поэтому в	1	1
310	совпадают с	1	1
311	только на	3	1
312	и их	6	1
313	или иные	4	1
314	от общего	1	1
315	понимания живого	1	1
316	нужно сказать	1	1
317	все что	1	1
318	не приходится	2	1
319	науке и	1	1
320	правда и	2	1
321	для своего	1	1
322	если нет	1	1
323	становится сам	1	1
324	данного элемента	1	1
325	и при	2	1
326	совершенно невозможно	1	1
327	в известном	2	1
328	на самом	2	1
329	одному и	2	1
330	здесь в	6	1
331	для них	2	1
332	можно было	2	1
333	и должно	1	1
334	xix века	2	1
335	ни в	4	1
336	но только	1	1
337	новое время	2	1
338	и от	5	1
339	в начале	1	1
340	нами в	3	1
341	факт что	1	1
342	по отношению	2	1
343	еще в	1	1
344	развития все	1	1
345	именно эти	1	1
346	стороны и	3	1
347	конечно не	7	1
348	и ничего	1	1
349	и само	2	1
350	и тот	1	1
351	но что	1	1
352	и те	3	1
353	только в	9	1
354	тот факт	1	1
355	которая не	3	1
356	все равно	1	1
357	научной работы	1	1
358	различия между	3	1
359	же время	15	1
360	и может	4	1
361	из каждого	1	1
362	в ином	1	1
363	так же	2	1
364	конечно нет	1	1
365	его в	7	1
366	ведь если	1	1
367	то она	1	1
368	отметить что	3	1
369	или как	4	1
370	в большинстве	16	1
371	с человеком	1	1
372	чем в	3	1
373	например при	1	1
374	не было	4	1
375	как например	1	1
376	без всяких	2	1
377	с его	8	1
378	как будет	1	1
379	один из	9	1
380	всегда и	1	1
381	в духе	3	1
382	может находиться	1	1
383	был прежде	1	1
384	на это	1	1
385	если бы	1	1
386	и подходы	2	1
387	не знает	3	1
388	или в	10	1
389	на которые	3	1
390	очень важную	1	1
391	из одной	1	1
392	этого не	1	1
393	можно говорить	2	1
394	очень мало	1	1
395	много и	1	1
396	равно как	1	1
397	ни о	2	1
398	к одному	1	1
399	без остатка	1	1
400	наших дней	2	1
401	и еще	1	1
402	что его	1	1
403	как его	5	1
404	в эту	3	1
405	развиваются в	1	1
406	так называемый	1	1
407	мы говорим	1	1
408	находиться в	1	1
409	но эта	2	1
410	двух и	1	1
411	не стать	1	1
412	дело в	2	1
413	этом с	1	1
414	в споре	1	1
415	и продуктивной	1	1
416	крайней мере	1	1
417	известном смысле	2	1
418	сами по	1	1
419	одного из	2	1
420	же как	2	1
421	по существу	3	1
422	сказать что	4	1
423	и эта	2	1
424	форму и	1	1
425	быть только	3	1
426	xviii века	3	1
427	именно в	5	1
428	и действительно	1	1
429	и до	2	1
430	совсем иное	1	1
431	отвлекается от	1	1
432	и чисто	5	1
433	иметь место	2	1
434	отношению к	2	1
435	в основу	1	1
436	одной из	4	1
437	более и	1	1
438	случае не	2	1
439	в своем	9	1
440	плоскость в	1	1
441	в корне	1	1
442	по аналогии	1	1
443	мы ее	1	1
444	в связи	2	1
445	в какой	2	1
446	работы в	1	1
447	одни и	1	1
448	его почве	2	1
449	между ними	2	1
450	конечно совершенно	1	1
451	эти три	1	1
452	во всей	1	1
453	может стать	3	1
454	же в	2	1
455	том что	6	1
456	характерное для	1	1
457	до наших	1	1
458	рядом с	7	1
459	своему существу	1	1
460	в мире	1	1
461	и прежде	1	1
462	нельзя говорить	1	1
463	всеми его	1	1
464	на эту	1	1
465	можем сказать	1	1
466	целого из	1	1
467	жизни в	2	1
468	но не	7	1
469	дело идет	2	1
470	так в	2	1
471	но этим	1	1
472	но если	1	1
473	они не	3	1
474	к концу	1	1
475	правда не	3	1
476	по себе	4	1
477	стороне вопроса	1	1
478	он сам	1	1
479	науки в	1	1
480	оно может	3	1
481	при каких	2	1
482	системы без	1	1
483	и могут	1	1
484	к этому	3	1
485	все более	1	1
486	там где	10	1
487	в то	17	1
488	то его	1	1
489	и только	2	1
490	один и	1	1
491	по своим	6	1
492	за все	1	1
493	в субъективном	1	1
494	ли он	4	1
495	в отдельных	1	1
496	просто не	2	1
497	только и	3	1
498	именно эта	2	1
499	по самому	1	1
500	и следовательно	8	1
501	или нет	1	1
502	как целого	1	1
503	пусть это	1	1
504	но это	3	1
505	независимо от	1	1
506	но уже	2	1
507	и для	7	1
508	с ее	6	1
509	но самый	1	1
510	не из	2	1
511	таким же	1	1
512	и это	1	1
513	входящих в	1	1
514	точка зрения	10	1
515	того же	7	1
516	все время	4	1
517	и если	1	1
518	не принимает	1	1
519	своем основном	1	1
520	только о	2	1
521	должен быть	3	1
522	и его	45	1
523	и особенно	2	1
524	и становится	2	1
525	вовсе не	16	1
526	и свою	1	1
527	о том	5	1
528	сих пор	4	1
529	есть не	2	1
530	и вообще	2	1
531	по крайней	1	1
532	образом на	2	1
533	в новое	4	1
534	или так	1	1
535	нечто совсем	1	1
536	от различных	1	1
537	зрения и	4	1
538	и нет	3	1
539	к другому	1	1
540	падает вместе	1	1
541	но конечно	1	1
542	человека и	3	1
543	к нему	7	1
544	никогда не	9	1
545	той или	13	1
546	на них	2	1
547	свое время	1	1
