N	2gram	Berdyaev_M	Problema
106	никогда не	30	22
107	всех этих	1	22
108	нет ничего	9	22
109	есть в	3	22
110	значит что	4	22
111	сам по	2	22
112	его в	6	22
113	и от	3	22
114	и есть	21	22
115	и если	1	22
116	что и	6	22
117	в самом	15	21
118	сама по	1	21
119	что всякий	3	21
120	мы должны	1	21
121	и ее	2	21
122	говорить о	1	21
123	разного рода	2	21
124	для себя	1	21
125	а также	1	21
126	и без	2	21
127	и только	1	21
128	для того	4	20
129	можно было	1	20
130	и потому	17	20
131	о чем	3	20
132	тем что	7	20
133	как о	1	20
134	это значит	3	19
135	в них	5	19
136	с ним	5	19
137	самом деле	2	19
138	в каком	2	19
139	но если	4	19
140	есть знак	1	19
141	то это	1	19
142	уже в	6	19
143	то в	2	19
144	в отношении	6	19
145	он не	34	19
146	это есть	4	19
147	если не	1	19
148	если бы	5	19
149	как в	9	19
150	жизни и	6	19
151	в этих	6	18
152	не было	25	18
153	не будет	3	18
154	не существует	5	18
155	в ее	3	18
156	того чтобы	4	18
157	в ней	23	18
158	что они	4	17
159	во всех	3	17
160	значение и	1	17
161	и здесь	6	17
162	мы уже	1	17
163	совсем не	3	17
164	это и	7	17
165	что она	5	16
166	будто бы	3	16
167	он и	2	16
168	для этого	3	16
169	но все	1	16
170	к тому	6	16
171	и сам	1	15
172	казалось бы	1	15
173	с этим	4	15
174	в чем	3	15
175	в той	3	15
176	у него	38	15
177	что не	3	15
178	и более	2	15
179	в частности	1	15
180	людей и	5	14
181	уже и	1	14
182	что все	5	14
183	сих пор	5	14
184	не так	6	14
185	нас не	2	14
186	все равно	3	14
187	в котором	9	14
188	говорит о	1	14
189	нас в	3	14
190	до сих	5	14
191	не что	4	14
192	за пределы	5	14
193	что иное	4	14
194	иное как	4	14
195	же и	2	13
196	есть ни	1	13
197	тому что	2	13
198	из этого	1	13
199	ни на	1	13
200	бы и	8	13
201	мы имеем	1	13
202	в их	4	13
203	всегда есть	1	13
204	в области	1	13
205	иной раз	1	13
206	учение о	3	13
207	на земле	7	12
208	в другом	1	12
209	он сам	11	12
210	в которой	8	12
211	время как	2	12
212	в самой	8	12
213	и можно	3	12
214	для них	3	12
215	то время	2	12
216	каждый раз	1	12
217	в начале	2	12
218	в смысле	1	12
219	что это	5	12
220	нисколько не	1	12
221	могли бы	1	11
222	жизни в	3	11
223	тот же	1	11
224	оказывается что	2	11
225	у пушкина	1	11
226	по поводу	1	11
227	к нему	8	11
228	не о	2	11
229	не могут	6	11
230	и у	3	11
231	мы говорим	1	11
232	заключается в	1	11
233	в истории	2	11
234	и во	5	11
235	и самого	2	11
236	вообще не	2	11
237	в искусстве	1	11
238	и их	3	11
239	в нашей	1	11
240	и тогда	2	11
241	есть то	2	10
242	что у	3	10
243	на том	3	10
244	но он	17	10
245	один из	9	10
246	от нас	1	10
247	со всеми	1	10
248	бы не	4	10
249	и всякий	2	10
250	у гоголя	1	10
251	все еще	2	10
252	бы даже	1	10
253	в одном	1	10
254	отличается от	2	10
255	все время	3	10
256	не то	1	10
257	мы читаем	1	10
258	и сама	2	10
259	он в	4	10
260	не имеют	2	10
261	относится к	2	10
262	ни с	4	10
263	быть и	2	10
264	что если	1	9
265	с собой	5	9
266	в своих	4	9
267	их в	1	9
268	вопрос о	7	9
269	нет и	6	9
270	не очень	1	9
271	тогда когда	2	9
272	в которых	5	9
273	то он	3	9
274	только тогда	1	9
275	в трагедии	3	9
276	того как	3	9
277	и уж	2	9
278	но эта	2	9
279	она не	9	9
280	которые в	2	9
281	в жизни	7	9
282	только для	1	9
283	не вполне	1	9
284	вообще и	1	9
285	самостоятельное значение	2	9
286	бы в	3	9
287	не был	8	9
288	литературы и	2	9
289	был бы	11	9
290	с ней	3	9
291	хотелось бы	1	9
292	а может	1	9
293	и до	1	9
294	известного рода	1	9
295	на небо	1	9
296	это было	1	9
297	жизнь и	5	9
298	человеческой жизни	4	9
299	и наконец	1	9
300	во всем	5	8
301	является в	1	8
302	только что	1	8
303	с этой	4	8
304	является для	1	8
305	он был	18	8
306	и весь	1	8
307	конечно не	3	8
308	во всей	1	8
309	но для	2	8
310	от этого	4	8
311	а потом	1	8
312	почти всегда	1	8
313	и по	4	8
314	и самый	2	8
315	к его	1	8
316	никто не	3	8
317	только с	3	8
318	только потому	1	8
319	значение в	1	8
320	и тут	1	8
321	если и	1	8
322	на его	1	8
323	не все	3	8
324	еще в	4	8
325	в период	1	8
326	идея и	3	8
327	вплоть до	1	8
328	были бы	1	8
329	которые не	2	8
330	как они	1	8
331	и нет	3	8
332	если в	2	8
333	входит в	3	8
334	в чистом	1	8
335	и он	21	8
336	но ведь	1	8
337	себе и	4	8
338	не значит	2	8
339	в силу	1	8
340	и этот	4	8
341	он есть	1	8
342	для него	28	8
343	как он	4	8
344	с самим	5	7
345	его от	1	7
346	но что	1	7
347	из себя	2	7
348	мы все	1	7
349	себе в	3	7
350	что их	1	7
351	в значительной	2	7
352	она есть	3	7
353	все в	7	7
354	а с	1	7
355	не раз	1	7
356	его как	2	7
357	уже с	1	7
358	жизни а	3	7
359	своего собственного	1	7
360	оно не	3	7
361	свой собственный	1	7
362	к другому	4	7
363	и поэтому	3	7
364	чем не	3	7
365	одной из	1	7
366	на этот	2	7
367	находятся в	1	7
368	была бы	1	7
369	а еще	1	7
370	в такой	4	7
371	мере в	1	7
372	как угодно	1	7
373	это в	1	7
374	что на	1	7
375	еще более	3	7
376	в это	1	7
377	есть по	1	7
378	и все-таки	1	7
379	по преимуществу	4	7
380	на тот	1	7
381	же как	1	7
382	и который	1	7
383	за это	1	7
384	не на	1	7
385	все они	1	7
386	в основе	4	7
387	друг друга	12	7
388	человека но	5	7
389	ее в	1	7
390	сознания и	1	7
391	же не	2	7
392	в эпоху	2	7
393	говорят о	2	7
394	мира и	6	7
395	в какой	1	7
396	не как	4	6
397	несет с	1	6
398	уже на	1	6
399	не всегда	1	6
400	имеем в	1	6
401	ли сказать	1	6
402	от всякого	2	6
403	не имеющих	1	6
404	мышления и	1	6
405	до конца	16	6
406	а ведь	1	6
407	после этого	1	6
408	и чисто	1	6
409	но когда	3	6
410	и речи	1	6
411	по своей	4	6
412	мы еще	4	6
413	жизнь в	4	6
414	это совершенно	1	6
415	в него	3	6
416	чтобы не	4	6
417	и делает	1	6
418	отношения к	6	6
419	том смысле	2	6
420	этот вопрос	1	6
421	зависимости от	1	6
422	но оно	1	6
423	и уже	1	6
424	с которой	2	6
425	и об	1	6
426	природы и	1	6
427	и после	1	6
428	могут быть	2	6
429	образ и	7	6
430	то мы	1	6
431	и всегда	3	6
432	идеи и	2	6
433	особенно в	3	6
434	людей в	3	6
435	но она	3	6
436	есть и	6	6
437	можно найти	1	6
438	к ней	6	6
439	ведь и	1	6
440	и слишком	2	6
441	себе а	1	6
442	самого себя	6	6
443	есть прежде	4	6
444	если он	7	6
445	даже до	2	6
446	перестает быть	1	6
447	как на	1	6
448	в зависимости	1	6
449	не мог	6	6
450	есть также	4	6
451	не знает	12	6
452	прежде чем	2	6
453	бы быть	1	6
454	во время	1	6
455	и ничего	1	6
456	ни к	2	6
457	этой трагедии	2	6
458	и той	2	6
459	этого слова	1	6
460	с его	6	6
461	этом отношении	1	6
462	есть уже	8	6
463	но с	2	6
464	с той	1	6
465	к своему	2	6
466	для которого	1	6
467	когда он	3	6
468	и самой	1	6
469	та или	1	6
470	не к	6	6
471	от одного	1	5
472	из самых	9	5
473	к самому	2	5
474	в противоположность	1	5
475	в этот	2	5
476	и когда	2	5
477	то чтобы	1	5
478	и еще	3	5
479	к этому	3	5
480	не больше	1	5
481	на себя	1	5
482	или иная	1	5
483	я не	4	5
484	в каждом	4	5
485	о себе	3	5
486	и чтобы	1	5
487	нужно сказать	1	5
488	и тот	2	5
489	человеческого духа	31	5
490	доходит до	6	5
491	говорили что	1	5
492	между тем	2	5
493	его на	4	5
494	поэтому в	1	5
495	подобно тому	2	5
496	только одной	1	5
497	своей собственной	1	5
498	только один	3	5
499	и вся	1	5
500	к людям	1	5
501	он должен	4	5
502	для всего	1	5
503	о нем	2	5
504	раз в	1	5
505	ведь это	2	5
506	что ни	1	5
507	с первого	1	5
508	и хочет	1	5
509	себе что	1	5
510	человека в	26	5
511	человека и	19	5
512	как то	2	5
513	человека из	2	5
514	которая и	1	5
515	мира в	2	5
516	все что	5	5
517	из всех	1	5
518	у достоевского	75	5
519	ведь не	2	5
520	сам же	1	5
521	которой он	2	5
522	во многих	2	5
523	а мы	1	5
524	себя в	6	5
525	свое собственное	1	5
526	от его	3	5
527	должно быть	5	5
528	от тех	1	5
529	одним из	2	5
530	как его	1	5
531	в свете	3	5
532	хотя в	1	5
533	в нее	1	5
534	бы его	2	5
535	о его	1	5
536	лучше сказать	1	5
537	имеет свою	1	5
538	и этого	1	5
539	науки и	1	5
540	же о	2	5
541	не знал	7	5
542	без которых	1	5
543	ли он	2	5
544	знает что	1	5
545	которая не	2	5
546	а вовсе	1	5
547	или к	4	5
548	смысле что	1	5
549	нет ни	3	5
550	они не	4	5
551	не для	2	5
552	говорить об	1	5
553	но по	1	5
554	тотчас же	1	5
555	его не	5	5
556	тому как	2	5
557	в пределах	1	5
558	от того	4	5
559	чего же	2	5
560	лишь в	8	5
561	отношение к	9	5
562	тот кто	5	5
563	и прежде	1	5
564	об этой	1	5
565	к другу	6	4
566	тем как	2	4
567	и был	1	4
568	не хочет	3	4
569	понимается как	1	4
570	в духе	6	4
571	в мир	3	4
572	на эту	1	4
573	может существовать	1	4
574	действительность а	1	4
575	не могли	1	4
576	знал что	1	4
577	говорим что	1	4
578	ничто не	1	4
579	но эти	1	4
580	если нет	9	4
581	и те	4	4
582	любви к	14	4
583	к ним	1	4
584	страдания и	5	4
585	трагедии и	1	4
586	от человека	4	4
587	она в	1	4
588	одно из	3	4
589	существует только	1	4
590	бы только	1	4
591	ничего и	1	4
592	и всю	2	4
593	человек и	7	4
594	смысл но	1	4
595	больше и	1	4
596	под влиянием	1	4
597	человека а	3	4
598	в русской	4	4
599	смысл и	1	4
600	же оказывается	1	4
601	тот момент	1	4
602	должны были	1	4
603	человеческих отношений	1	4
604	что во	1	4
605	или о	1	4
606	что только	1	4
607	любви и	3	4
608	от нее	5	4
609	и самое	3	4
610	друг к	6	4
611	с такой	2	4
612	особого рода	1	4
613	для нашего	1	4
614	с целью	1	4
615	можно назвать	1	4
616	для каждого	1	4
617	не знали	2	4
618	нет в	5	4
619	бросается в	1	4
620	на какой	2	4
621	в свою	5	4
622	это все	2	4
623	не быть	2	4
624	я в	1	4
625	у человека	6	4
626	той же	3	4
627	у них	4	4
628	этот путь	3	4
629	но на	2	4
630	на что	1	4
631	ничего кроме	2	4
632	если всякий	1	4
633	с их	2	4
634	что является	1	4
635	на нее	1	4
636	на одном	1	4
637	сразу же	1	4
638	отличие от	1	4
639	но всегда	1	4
640	эту тему	1	4
641	это можно	1	4
642	в каком-то	2	4
643	он с	1	4
644	от него	4	4
645	к этой	3	4
646	она уже	1	4
647	во втором	1	4
648	требует от	1	4
649	то не	1	4
650	переходит в	23	4
651	нельзя было	3	4
652	мы увидим	4	4
653	в глаза	1	4
654	всегда и	1	4
655	образа и	2	4
656	должен быть	4	4
657	наряду с	1	4
658	духа и	6	4
659	момент в	5	4
660	ее не	1	4
661	не выходит	1	4
662	она и	1	4
663	начала и	1	4
664	прийти к	3	4
665	этот мир	2	4
666	верит в	2	4
667	xix века	4	4
668	там и	6	4
669	свободы и	13	4
670	и она	5	4
671	которой она	1	4
672	и вместе	4	4
673	следовательно и	1	4
674	представляется нам	1	4
675	но к	2	4
676	вопроса о	1	4
677	именно потому	1	4
678	кажется что	1	4
679	и никогда	4	4
680	и каждый	2	4
681	и др	1	4
682	с чем	1	4
683	с которым	2	4
684	что без	2	4
685	иное чем	1	4
686	для людей	1	4
687	а как	2	4
688	слова это	1	4
689	и менее	2	4
690	в сущности	2	4
691	он будет	1	4
692	себя и	6	4
693	который и	2	4
694	думал что	1	4
695	сознании и	1	4
696	не потому	2	4
697	из него	1	4
698	мог бы	5	4
699	с нею	1	4
700	л толстой	2	4
701	не стоит	1	4
702	людей не	2	4
703	только одного	1	4
704	ему в	1	4
705	на путях	4	4
706	и за	2	4
707	данте и	2	4
708	бы на	1	4
709	тут не	1	4
710	со своим	2	4
711	чем он	1	4
712	перед собой	2	4
713	войти в	1	4
714	для нашей	1	4
715	в разных	3	4
716	всю свою	1	4
717	значение но	1	4
718	и почти	1	4
719	другим и	2	4
720	и часто	2	4
721	на это	1	4
722	одного из	1	4
723	бы он	2	4
724	в душе	1	3
725	этого необходимо	2	3
726	и люди	2	3
727	важно для	1	3
728	и над	1	3
729	он видит	1	3
730	не столько	1	3
731	до последнего	1	3
732	своего сына	1	3
733	и именно	2	3
734	есть та	2	3
735	и другим	1	3
736	он стоит	1	3
737	вещей с	1	3
738	мир и	3	3
739	а что	1	3
740	что вся	1	3
741	одной и	2	3
742	всего как	1	3
743	может ли	2	3
744	форме но	1	3
745	во всякой	1	3
746	что существует	1	3
747	они должны	1	3
748	находится в	1	3
749	во времена	1	3
750	в атмосфере	3	3
751	от них	1	3
752	не будут	2	3
753	мы видим	4	3
754	и мы	2	3
755	зла и	15	3
756	он все	1	3
757	есть еще	1	3
758	чем в	3	3
759	я и	3	3
760	есть своя	1	3
761	жизни то	2	3
762	а для	2	3
763	только от	1	3
764	сами не	1	3
765	эти слова	2	3
766	от которых	1	3
767	из нас	1	3
768	них не	1	3
769	был в	4	3
770	его к	2	3
771	новых и	2	3
772	на нем	1	3
773	пустое и	1	3
774	и та	2	3
775	порождает из	1	3
776	для человека	5	3
777	движение и	1	3
778	что нет	2	3
779	от своего	2	3
780	и чувств	1	3
781	для познания	1	3
782	что такой	1	3
783	духа который	2	3
784	к какому	2	3
785	сравнению с	2	3
786	и явление	1	3
787	это был	2	3
788	в природе	1	3
789	который он	1	3
790	и состоит	1	3
791	мысли и	2	3
792	и заключается	1	3
793	по сравнению	3	3
794	он часто	1	3
795	в новой	1	3
796	не сам	2	3
797	то все	2	3
798	него с	1	3
799	будет уже	1	3
800	в отличие	1	3
801	которые уже	1	3
802	будь то	1	3
803	революции а	1	3
804	но есть	1	3
805	может не	3	3
806	не во	1	3
807	не всякая	1	3
808	и борьбы	1	3
809	имел в	1	3
810	а все	1	3
811	бы для	1	3
812	в свои	2	3
813	совсем иное	2	3
814	которое было	1	3
815	в одной	1	3
816	только он	1	3
817	стоит и	1	3
818	и человека	5	3
819	и других	2	3
820	в самых	2	3
821	образа в	1	3
822	кто не	2	3
823	человеческого сознания	3	3
824	не хотел	5	3
825	указывать на	1	3
826	иначе он	1	3
827	место в	4	3
828	происходит в	1	3
829	но я	1	3
830	можно будет	1	3
831	что было	2	3
832	не связан	1	3
833	которая была	1	3
834	борьбе с	1	3
835	это нужно	1	3
836	ведь все	1	3
837	имеет для	1	3
838	из нее	1	3
839	мысль о	2	3
840	для их	1	3
841	и людей	1	3
842	учению о	2	3
843	имея в	1	3
844	не сама	1	3
845	когда она	1	3
846	говорит что	3	3
847	уже как	1	3
848	превращается в	1	3
849	всего что	2	3
850	но этот	3	3
851	революции в	2	3
852	быть в	1	3
853	это отношение	1	3
854	в голове	1	3
855	а следовательно	1	3
856	в европе	2	3
857	или лучше	1	3
858	от ее	1	3
859	ее и	2	3
860	после того	2	3
861	т е	5	3
862	и нужно	2	3
863	весь мир	1	3
864	видит в	1	3
865	в мысли	2	3
866	а к	2	3
867	и своего	1	3
868	делает его	1	3
869	но все-таки	1	3
870	и своей	1	3
871	должен был	4	3
872	на этом	5	3
873	как человек	2	3
874	нет никаких	2	3
875	отношение между	2	3
876	произведения искусства	1	3
877	и страдания	3	3
878	нем и	1	3
879	за себя	1	3
880	речи о	1	3
881	многие другие	1	3
882	самим собою	2	3
883	и действительно	1	3
884	а потому	1	3
885	время для	1	3
886	его с	4	3
887	должна быть	7	3
888	и должно	3	3
889	самой жизни	1	3
890	истории в	2	3
891	закон и	1	3
892	в идиоте	3	3
893	отношений между	2	3
894	в россии	2	3
895	любовь и	4	3
896	оно есть	1	3
897	оно всегда	1	3
898	же есть	4	3
899	о любви	1	3
900	земли и	1	3
901	в середине	4	3
902	страстей и	1	3
903	он хочет	4	3
904	в человека	4	3
905	потому и	2	3
906	ведь есть	1	3
907	созерцания и	1	3
908	в образе	4	3
909	общества в	1	3
910	из моментов	1	3
911	он может	1	3
912	будет в	1	3
913	связан с	1	3
914	в более	4	3
915	выходит за	1	3
916	многих других	1	3
917	с начала	1	3
918	жизни это	4	3
919	человека это	2	3
920	как ее	2	3
921	как люди	2	3
922	не стал	2	3
923	это так	1	3
924	мысли в	1	3
925	еще до	2	3
926	она должна	1	3
927	то чего	1	3
928	я вас	1	3
929	думать что	4	3
930	и всех	1	3
931	в понимании	1	3
932	остается на	2	3
933	ничего подобного	3	3
934	как для	2	3
935	возможны только	1	2
936	никогда и	1	2
937	между этими	1	2
938	он считает	2	2
939	формы в	1	2
940	будет ли	1	2
941	исторического процесса	1	2
942	страданий и	2	2
943	он остается	1	2
944	чего бы	1	2
945	тут уже	1	2
946	уже нет	3	2
947	мысли о	3	2
948	цели и	1	2
949	уже теряет	1	2
950	понять как	1	2
951	еще большей	1	2
952	еще от	1	2
953	на заходящее	1	2
954	существование и	1	2
955	эти идеи	1	2
956	другого а	1	2
957	хотя с	1	2
958	но во	1	2
959	из жизни	1	2
960	за собой	2	2
961	и окончательное	2	2
962	же его	1	2
963	друг на	1	2
964	с другим	3	2
965	и начал	1	2
966	в прошлом	1	2
967	него не	3	2
968	ее как	2	2
969	все-таки не	1	2
970	достоевского все	5	2
971	отличный от	1	2
972	человека вообще	1	2
973	ли что	1	2
974	не мыслится	1	2
975	женщины у	1	2
976	и душа	1	2
977	еще у	1	2
978	о связи	1	2
979	л толстого	3	2
980	жизни с	1	2
981	вносит в	1	2
982	ближе к	1	2
983	такой степени	2	2
984	все его	3	2
985	о двух	1	2
986	землю и	1	2
987	необходимо и	1	2
988	и хотели	1	2
989	через то	1	2
990	они будут	1	2
991	по типу	1	2
992	в будущем	1	2
993	слово о	1	2
994	человеческая жизнь	2	2
995	с одним	1	2
996	с изображением	1	2
997	имеет очень	1	2
998	был не	2	2
999	в греции	1	2
1000	же все	1	2
1001	он дал	1	2
1002	не означает	2	2
1003	ведь этот	1	2
1004	уже к	1	2
1005	более всего	1	2
1006	при такой	1	2
1007	перед лицом	1	2
1008	не совпадает	1	2
1009	которое есть	1	2
1010	подход к	1	2
1011	что есть	7	2
1012	когда они	1	2
1013	небо и	4	2
1014	который так	4	2
1015	без этой	1	2
1016	они были	2	2
1017	бы ни	2	2
1018	который был	4	2
1019	в духовном	1	2
1020	есть ли	2	2
1021	не случайно	1	2
1022	идея которая	1	2
1023	и решать	1	2
1024	если вы	1	2
1025	преступления и	4	2
1026	и возможно	2	2
1027	он уже	8	2
1028	должны быть	3	2
1029	удивительно что	1	2
1030	большую роль	1	2
1031	эти и	1	2
1032	уже нельзя	1	2
1033	думает что	1	2
1034	в картине	2	2
1035	его во	2	2
1036	него тоже	1	2
1037	с бесконечной	1	2
1038	о природе	1	2
1039	имел бы	1	2
1040	общество и	1	2
1041	по отношению	4	2
1042	времен и	1	2
1043	есть на	1	2
1044	ему и	1	2
1045	или об	1	2
1046	быть никакого	1	2
1047	братьях карамазовых	5	2
1048	он пишет	1	2
1049	сам он	2	2
1050	который может	1	2
1051	для всякой	1	2
1052	своей целью	1	2
1053	которая делает	1	2
1054	этой борьбы	1	2
1055	и любовь	2	2
1056	у меня	1	2
1057	на два	2	2
1058	в бесах	8	2
1059	случае имеет	1	2
1060	вступает в	1	2
1061	и бунт	5	2
1062	и там	10	2
1063	она может	2	2
1064	от которой	1	2
1065	конца и	1	2
1066	из подполья	11	2
1067	чтобы все	1	2
1068	не из	1	2
1069	жизни не	2	2
1070	всего того	1	2
1071	в свое	1	2
1072	стоит на	2	2
1073	что ему	1	2
1074	мог быть	1	2
1075	ее на	1	2
1076	сам человек	1	2
1077	на одной	2	2
1078	на которой	1	2
1079	слова а	1	2
1080	участие в	1	2
1081	от всех	2	2
1082	и всякое	1	2
1083	за этим	1	2
1084	этого пути	1	2
1085	заходящее солнце	1	2
1086	вот это	1	2
1087	в стороне	1	2
1088	нет у	6	2
1089	и я	5	2
1090	со своей	2	2
1091	говорит об	1	2
1092	бы это	2	2
1093	которые были	1	2
1094	на них	1	2
1095	историки литературы	1	2
1096	и эти	1	2
1097	xx века	1	2
1098	встречаемся с	1	2
1099	случае если	1	2
1100	то нет	4	2
1101	не с	1	2
1102	же что	2	2
1103	ним как	1	2
1104	существа в	1	2
1105	у кого	2	2
1106	лишь как	3	2
1107	человека с	2	2
1108	и всякая	1	2
1109	происходит от	1	2
1110	только самых	1	2
1111	в плане	1	2
1112	не обязан	1	2
1113	есть если	1	2
1114	может показаться	1	2
1115	что иван	1	2
1116	его до	2	2
1117	право на	1	2
1118	и эта	3	2
1119	человек не	17	2
1120	которой мы	1	2
1121	становится в	1	2
1122	сентября г	1	2
1123	бога в	2	2
1124	и мощи	1	2
1125	в момент	3	2
1126	можно и	2	2
1127	то остается	1	2
1128	к учению	2	2
1129	этот момент	1	2
1130	что человек	5	2
1131	может нас	1	2
1132	приходит к	2	2
1133	в борьбе	1	2
1134	всегда в	1	2
1135	духа в	5	2
1136	роль в	2	2
1137	но у	2	2
1138	почти все	1	2
1139	и положительно	1	2
1140	моменты в	1	2
1141	на все	3	2
1142	этого вопроса	3	2
1143	природы в	5	2
1144	было не	1	2
1145	и формулировать	1	2
1146	не должен	1	2
1147	все свои	1	2
1148	а после	1	2
1149	своих героев	2	2
1150	что люди	1	2
1151	этим не	1	2
1152	ни одного	2	2
1153	разных сторон	1	2
1154	к свободе	5	2
1155	уже более	1	2
1156	жизни как	1	2
1157	верить в	1	2
1158	за него	1	2
1159	же она	1	2
1160	человеческого общества	3	2
1161	для понимания	1	2
1162	революции и	5	2
1163	бы так	1	2
1164	нем не	2	2
1165	и свободу	3	2
1166	о великом	6	2
1167	на почве	3	2
1168	есть выражение	2	2
1169	элемент в	1	2
1170	стало для	1	2
1171	в братьях	5	2
1172	в состоянии	1	2
1173	есть его	1	2
1174	добра и	8	2
1175	свободу и	8	2
1176	том случае	1	2
1177	они в	1	2
1178	понять его	2	2
1179	из людей	4	2
1180	что за	2	2
1181	потому в	1	2
1182	в изображении	1	2
1183	также в	2	2
1184	человек в	12	2
1185	и жизнь	3	2
1186	остается в	1	2
1187	был уже	1	2
1188	отпадения от	1	2
1189	не видят	1	2
1190	не дает	1	2
1191	ту же	1	2
1192	действующих лиц	1	2
1193	и этой	1	2
1194	само содержание	1	2
1195	все те	1	2
1196	в учении	1	2
1197	их и	1	2
1198	ставить и	1	2
1199	другому и	1	2
1200	т п	1	2
1201	все человеческие	1	2
1202	человека то	2	2
1203	сам в	1	2
1204	и насилия	2	2
1205	что до	1	2
1206	себя но	1	2
1207	к такому	1	2
1208	в содержании	1	2
1209	они и	3	2
1210	как с	1	2
1211	и свою	1	2
1212	и никто	1	2
1213	но также	2	2
1214	и различие	1	2
1215	люди все	1	2
1216	власти и	1	2
1217	к самым	2	2
1218	весь свой	1	2
1219	о своей	2	2
1220	к будущему	1	2
1221	к нам	1	2
1222	поэтому для	1	2
1223	в которые	2	2
1224	зосимы в	1	2
1225	не допускающей	1	2
1226	жизни так	1	2
1227	только одно	3	2
1228	признать что	1	2
1229	самое главное	1	2
1230	который с	1	2
1231	он все-таки	1	2
1232	сознание и	1	2
1233	не должно	1	2
1234	более и	1	2
1235	образ этот	1	2
1236	друга и	1	2
1237	в новых	2	2
1238	в обоих	1	2
1239	а во	1	2
1240	только одна	1	2
1241	произведения и	1	2
1242	что я	1	2
1243	обычно не	1	2
1244	его для	1	2
1245	ивана карамазова	10	2
1246	в романах	2	2
1247	же он	1	2
1248	искусства в	1	2
1249	в другое	1	2
1250	души и	1	2
1251	и вот	7	2
1252	всякого человека	2	2
1253	тому чтобы	2	2
1254	и разные	1	2
1255	многие из	1	2
1256	такое же	1	2
1257	как у	2	2
1258	с богом	1	2
1259	представлять себе	1	2
1260	а на	1	2
1261	в глубине	10	2
1262	в обычном	2	2
1263	лишь с	1	2
1264	вообще он	1	2
1265	за его	2	2
1266	с одного	1	2
1267	человека к	10	2
1268	ко всему	2	2
1269	все человеческое	1	2
1270	не находит	1	2
1271	нужно было	1	2
1272	на друга	1	2
1273	россии и	1	2
1274	него и	3	2
1275	отношению к	4	2
1276	же можно	2	2
1277	к новому	2	2
1278	людей на	2	2
1279	все более	1	2
1280	как ему	1	2
1281	до полной	1	2
1282	понял что	2	1
1283	благополучия в	1	1
1284	был и	1	1
1285	или он	1	1
1286	бы мир	1	1
1287	в центре	4	1
1288	связано было	1	1
1289	творчества в	1	1
1290	и терзает	2	1
1291	не меньше	1	1
1292	в финале	1	1
1293	достоевского можно	1	1
1294	разум и	1	1
1295	них есть	2	1
1296	решения вопроса	1	1
1297	остался в	1	1
1298	черту ты	1	1
1299	с бессмертием	2	1
1300	реальность эта	1	1
1301	в единую	2	1
1302	силой и	1	1
1303	действительность может	1	1
1304	между ними	1	1
1305	более ничего	1	1
1306	на смену	3	1
1307	какими они	1	1
1308	человеком есть	1	1
1309	какой-то новой	1	1
1310	обращением к	1	1
1311	во тьме	3	1
1312	по природе	2	1
1313	или от	2	1
1314	ставрогина в	1	1
1315	человека для	4	1
1316	из всего	1	1
1317	сомнений и	1	1
1318	солнце в	1	1
1319	мира это	1	1
1320	вот с	1	1
1321	достоевским как	1	1
1322	сомнения и	1	1
1323	потом мы	1	1
1324	есть самое	1	1
1325	конце этой	1	1
1326	в xx	1	1
