N	3gram	Vygotskiy_	Istorich
180	и таким образом	1	2
181	а в том	1	2
182	как если бы	3	2
183	означало бы что	1	2
184	то и другое	3	2
185	можно показать что	1	2
186	что это не	1	2
187	это означало бы	2	2
188	то это означало	1	2
189	из того что	1	2
190	а не только	1	2
191	никогда не говорит	1	2
192	и вступает в	1	2
193	увидим ниже что	1	2
194	в силу того	1	2
195	но он же	1	2
196	ясно что это	1	2
197	что не только	1	2
198	к тому чтобы	4	2
199	и что это	2	2
200	только в том	5	2
201	в этом и	1	2
202	указывают на то	1	2
203	вместо того чтобы	3	2
204	той роли которую	1	2
205	здесь совершенно ясно	3	2
206	не только как	1	2
207	может быть и	1	2
208	больше и больше	2	2
209	они еще не	1	2
210	как это делают	1	2
211	говорят о нем	1	2
212	вовсе не в	2	2
213	уже с самого	1	2
214	том что она	3	2
215	совершенно очевидно что	3	2
216	все равно как	1	2
217	бы она не	1	2
218	и в конце	2	2
219	хотя бы в	1	2
220	легко заметить что	1	2
221	становится понятным что	1	2
222	из них не	1	2
223	и то и	3	2
224	увидим что герой	1	2
225	что он видит	1	2
226	на то чтобы	2	2
227	не только у	1	2
228	показывает что в	1	2
229	и в том	1	2
230	и не может	1	2
231	мы узнаем в	1	2
232	в свою очередь	3	2
233	и действительно мы	1	2
234	тем что в	2	2
235	совершенно ясно что	10	2
236	одна из них	2	2
237	не потому что	1	2
238	и той же	3	2
239	и говорит если	1	2
240	они представляют собой	1	2
241	и здесь он	1	2
242	мы стоим перед	1	2
243	ответ на этот	1	2
244	одно и то	3	2
245	ясно показывает что	1	2
246	так как они	1	2
247	объясняется тем что	1	2
248	одной и той	3	2
249	и ничего не	1	2
250	таким образом что	2	2
251	бы показать что	1	2
252	с величайшими трудностями	1	2
253	том что он	3	2
254	он не мог	2	2
255	что этот образ	1	2
256	у меня есть	1	2
257	то обстоятельство что	1	2
258	что под этим	1	2
259	может быть названо	1	2
260	новые и новые	1	2
261	это было бы	2	2
262	если мы будем	2	2
263	лежит в основе	1	2
264	к выводу что	1	1
265	начала до конца	1	1
266	та же самая	3	1
267	до того как	1	1
268	одного из них	2	1
269	только частный случай	1	1
270	он говорит что	2	1
271	в которых они	1	1
272	наше внимание будет	1	1
273	что она не	1	1
274	как это легко	1	1
275	он никак не	1	1
276	что в ней	3	1
277	не только нет	1	1
278	одной стороны жизнь	1	1
279	имеют ничего общего	1	1
280	мы имели бы	1	1
281	в согласии с	1	1
282	уверенностью сказать что	2	1
283	имеет никакого действия	1	1
284	только там где	1	1
285	и в другом	2	1
286	и тут же	1	1
287	в первый раз	2	1
288	и на этом	1	1
289	мы начнем с	1	1
290	она и не	1	1
291	и в каком	1	1
292	что они представляют	1	1
293	увидим что это	2	1
294	достаточно сослаться на	1	1
295	органической связи с	1	1
296	свидетельствует о том	1	1
297	последовательности в какой	1	1
298	они не только	1	1
299	то что под	1	1
300	таким образом если	1	1
301	как мы уже	1	1
302	не упоминается и	1	1
303	при помощи которого	2	1
304	кроме того что	2	1
305	в которой мы	1	1
306	как это мы	1	1
307	знает потому что	1	1
308	сводится к тому	1	1
309	но при этом	1	1
310	именно в этой	1	1
311	чаще всего в	1	1
312	каждый из них	3	1
313	если бы это	1	1
314	от начала до	1	1
315	речь идет о	5	1
316	мы никогда не	1	1
317	она вошла в	1	1
318	с тем и	1	1
319	оказываются ненужными и	1	1
320	по аналогии с	2	1
321	каждого из этих	1	1
322	на многих примерах	1	1
323	надо понимать как	1	1
324	но если бы	2	1
325	имеет свою особую	1	1
326	те случаи когда	1	1
327	увидим что она	2	1
328	и она его	1	1
329	что все эти	2	1
330	и каждый из	1	1
331	ничего не может	2	1
332	но в этом	1	1
333	одновременно с этим	1	1
334	ли он в	1	1
335	на наших глазах	2	1
336	было бы назвать	1	1
337	своего апогея в	1	1
338	не имеют никакого	1	1
339	что в действительности	1	1
340	ни к какому	1	1
341	не могли согласиться	1	1
342	указать на то	1	1
343	только что была	1	1
344	д все это	1	1
345	не видели они	1	1
346	не нуждается ни	1	1
347	а также и	1	1
348	и здесь не	1	1
349	видим что здесь	1	1
350	это то что	1	1
351	которое присуще этим	1	1
352	но в его	1	1
353	мы должны найти	1	1
354	его чтобы он	1	1
355	и как будто	1	1
356	в чем здесь	1	1
357	не по существу	1	1
358	и к ней	1	1
359	а на самом	1	1
360	и что от	1	1
361	дело не с	1	1
362	но и это	1	1
363	не имеют ничего	1	1
364	почему он не	3	1
365	в ней и	1	1
366	стороны может быть	1	1
367	не имеет никакого	3	1
368	то мы увидим	1	1
369	он склонен думать	1	1
370	и что на	1	1
371	не более как	1	1
372	так чтобы не	1	1
373	в виду не	1	1
374	но и не	1	1
375	как в данном	1	1
376	всему тому что	1	1
377	другой стороны мы	1	1
378	но столь же	1	1
379	с уверенностью сказать	2	1
380	одно за другим	1	1
381	для нас важно	1	1
382	и к тому	1	1
383	до тех пор	2	1
384	не вытекает из	1	1
385	когда она была	1	1
386	или иначе говоря	1	1
387	в какой это	1	1
388	все это только	1	1
389	и в частности	1	1
390	в которых может	1	1
391	как и все	1	1
392	том что такое	1	1
393	мы только что	1	1
394	мы будем иметь	2	1
395	тех задач которые	1	1
396	его потому что	1	1
397	когда он говорит	2	1
398	это знает потому	1	1
399	представляют собой две	1	1
400	вне всякого сомнения	1	1
401	но не к	1	1
402	этом все дело	1	1
403	в этом месте	1	1
404	сих пор в	1	1
405	когда он хочет	1	1
406	не зависит от	1	1
407	и что в	2	1
408	он признает что	1	1
409	не мог бы	1	1
410	как бы его	2	1
411	никогда не может	2	1
412	в каком направлении	1	1
413	в этом все	1	1
414	том смысле как	1	1
415	она не имеет	2	1
416	как бы в	1	1
417	то что мы	3	1
418	все это в	1	1
419	или еще более	1	1
420	который лежит в	2	1
421	этом случае есть	1	1
422	также и в	1	1
423	на кладбище на	1	1
424	если бы нам	1	1
425	и у всех	1	1
426	мы все же	1	1
427	мы можем обнаружить	1	1
428	по реке но	1	1
429	отдельных элементов мы	1	1
430	было бы ошибкой	1	1
431	то это еще	1	1
432	и столь же	1	1
433	который начинается с	1	1
434	главным образом для	1	1
435	из всего сказанного	1	1
436	не знаем как	1	1
437	оно стоит в	1	1
438	том смысле что	1	1
439	только для того	1	1
440	наряду с животными	1	1
441	бы для них	1	1
442	он доходит до	1	1
443	согласии с этим	1	1
444	этом примере уже	1	1
445	значение это не	1	1
446	она должна быть	3	1
447	здесь не только	1	1
448	в которой они	1	1
449	этим и в	1	1
450	то или иное	1	1
451	есть как бы	1	1
452	бы в том	1	1
453	ни одно из	2	1
454	в жизни и	2	1
455	так что в	1	1
456	спрашивается почему же	1	1
457	мы могли бы	4	1
458	было бы продолжить	1	1
459	было совершенно ясно	1	1
460	они не могут	1	1
461	надо еще прибавить	1	1
462	перед нами в	1	1
463	что в его	1	1
464	именно на этом	1	1
465	самом деле мы	1	1
466	который может быть	1	1
467	подводя итоги мы	1	1
468	так что они	1	1
469	достигает своего апогея	1	1
470	до некоторой степени	1	1
471	ли он непосредственно	1	1
472	в этом отношении	1	1
473	она или не	1	1
474	и если бы	1	1
475	в том случае	4	1
476	потому что в	2	1
477	можно формулировать так	2	1
478	он нисколько не	1	1
479	может быть не	2	1
480	в большом количестве	1	1
481	ссылается на то	2	1
482	т д вот	1	1
483	в такой же	1	1
484	мы можем сказать	1	1
485	делается для того	1	1
486	так как у	1	1
487	это то чего	1	1
488	сказать что эта	1	1
489	этой стороны может	1	1
490	бросается в глаза	2	1
491	один из самых	1	1
492	в приложении к	1	1
493	было у нее	1	1
494	что он все	1	1
495	к тому или	1	1
496	затем переходит к	1	1
497	и на это	1	1
498	а с другой	1	1
499	объясняется то что	1	1
500	и как мы	1	1
501	которые можно назвать	1	1
502	в высшей степени	1	1
503	впитала в себя	1	1
504	если бы для	1	1
505	это вовсе не	1	1
506	что при помощи	1	1
507	что речь идет	1	1
508	и что из	1	1
509	несмотря на все	1	1
510	он ссылается на	2	1
511	да и не	1	1
512	параллельно с этим	2	1
513	или иное животное	1	1
514	склонен думать что	2	1
515	представить себе что	1	1
516	и в этом	6	1
517	тому или иному	1	1
518	именно в тех	1	1
519	там где он	1	1
520	и эти два	1	1
521	ясно и она	1	1
522	и всякий раз	1	1
523	сейчас увидим что	1	1
524	тому что в	1	1
525	к нему и	1	1
526	к такого рода	1	1
527	того или иного	2	1
528	этот вопрос можно	1	1
529	и даже говорят	1	1
530	что едва ли	1	1
531	бы мы захотели	1	1
532	опять мы видим	1	1
533	жила она в	1	1
534	мы находим в	1	1
535	и показывают что	2	1
536	в какой мере	3	1
537	самая важная сторона	1	1
538	от того что	1	1
539	именно из этого	2	1
540	шкуру с них	1	1
541	в сторону от	2	1
542	в сущности это	1	1
543	и сейчас же	1	1
544	едва ли можно	1	1
545	так как мы	2	1
546	с тобой я	1	1
547	что в таких	1	1
548	может быть дано	1	1
549	но об этом	1	1
550	его силы и	2	1
551	мы видим какие	1	1
552	объяснит нам почему	1	1
553	конечно не в	1	1
554	но если мы	1	1
555	что при этом	1	1
556	тех случаев которые	1	1
557	наших глазах и	1	1
558	это делается для	1	1
559	того что в	1	1
560	во всем этом	1	1
561	и что эта	1	1
562	заключается в том	10	1
563	в противном случае	1	1
564	в ее основе	3	1
565	показывает совершенно ясно	1	1
566	в первом случае	1	1
567	в этом рассказе	3	1
568	я не могу	3	1
569	один из его	1	1
570	и та же	3	1
571	с другом и	2	1
572	поставлен перед необходимостью	1	1
573	не могли объяснить	1	1
574	в их основе	1	1
575	и могла бы	1	1
576	лежит в ее	1	1
577	том как в	1	1
578	она не живет	1	1
579	можно с уверенностью	1	1
580	по существу и	1	1
581	и он всегда	1	1
582	одна и та	2	1
583	уже совершенно ясна	1	1
584	пролить свет на	1	1
585	с ней и	1	1
586	в целом мы	1	1
587	на то место	1	1
588	так то это	1	1
589	как это делает	1	1
590	не то что	4	1
591	ее не будет	1	1
592	смысле как это	1	1
593	он говорит о	1	1
594	большей частью это	1	1
595	утверждать что в	1	1
596	должен был бы	2	1
597	нуждается ни в	1	1
598	и все они	1	1
599	в основе своей	1	1
600	на две части	1	1
601	потому что они	2	1
