N	2gram	Propp_Isto	PoTuStor
497	она не	6	1
498	в течение	1	1
499	входит в	1	1
500	его не	3	1
501	но даже	1	1
502	того чтобы	3	1
503	приступая к	1	1
504	себе но	1	1
505	одной стороны	7	1
506	не дает	2	1
507	очень близко	1	1
508	ничто не	1	1
509	само нуждается	1	1
510	здесь только	1	1
511	в другом	6	1
512	то ни	2	1
513	уже у	2	1
514	для того	1	1
515	всем этим	1	1
516	тому как	3	1
517	многих случаях	1	1
518	в каких	3	1
519	это только	1	1
520	но всегда	1	1
521	быть не	2	1
522	вся жизнь	1	1
523	в ней	10	1
524	у самого	1	1
525	но должны	1	1
526	это выдает	1	1
527	у меня	4	1
528	еще одно	1	1
529	утверждают что	1	1
530	мы узнаем	1	1
531	не всегда	9	1
532	с нашим	1	1
533	человека который	1	1
534	здесь она	1	1
535	значение и	2	1
536	когда он	9	1
537	нам что	1	1
538	с ужасом	1	1
539	что если	2	1
540	одним словом	4	1
541	а не	18	1
542	есть то	1	1
543	к тем	1	1
544	и образуют	1	1
545	и стали	3	1
546	увидим что	8	1
547	эта сторона	1	1
548	ни один	8	1
549	она начинает	1	1
550	должны быть	4	1
551	имеем в	4	1
552	в которую	3	1
553	которые можно	2	1
554	же приходится	1	1
555	да в	1	1
556	и та	1	1
557	хотя в	3	1
558	и что	14	1
559	как он	5	1
560	и об	1	1
561	же что	2	1
562	отказ от	2	1
563	которые на	2	1
564	так чтобы	3	1
565	центр тяжести	1	1
566	где же	1	1
567	к делу	2	1
568	ни одно	1	1
569	в нашей	2	1
570	еще в	2	1
571	на другой	2	1
572	к чему	4	1
573	быть именно	1	1
574	и жизни	1	1
575	можно ли	1	1
576	но вместе	1	1
577	это может	2	1
578	говорили что	3	1
579	отметить что	1	1
580	на всю	1	1
581	как один	2	1
582	очень мало	2	1
583	всей его	1	1
584	на первых	2	1
585	мы здесь	8	1
586	входить в	1	1
587	вопрос можно	1	1
588	или наконец	1	1
589	деле мы	1	1
590	в мифах	4	1
591	на это	3	1
592	с другой	8	1
593	в рамках	2	1
594	и три	1	1
595	известной степени	1	1
596	нем и	1	1
597	некоторое время	3	1
598	же на	1	1
599	что же	4	1
600	и еще	1	1
601	же самое	3	1
602	вступают в	1	1
603	среди них	1	1
604	что здесь	9	1
605	в эту	3	1
606	в точности	3	1
607	заметить что	2	1
608	не совсем	5	1
609	в высшую	1	1
610	однако в	2	1
611	она может	1	1
612	что для	1	1
613	в уже	1	1
614	главным образом	2	1
615	этом пути	1	1
616	не разработана	1	1
617	когда человек	1	1
618	друг другу	1	1
619	этого никогда	2	1
620	той же	1	1
621	только одна	2	1
622	но вернемся	1	1
623	которые в	3	1
624	это приводит	2	1
625	бы он	1	1
626	о его	1	1
627	всех сторон	4	1
628	именно так	2	1
629	в высшей	1	1
630	в нашем	1	1
631	с этими	1	1
632	под названием	1	1
633	надо только	1	1
634	во многих	2	1
635	нельзя брать	1	1
636	может оказаться	3	1
637	только при	1	1
638	лучше всего	2	1
639	мы сейчас	2	1
640	все остальное	1	1
641	она исторически	1	1
642	материал в	3	1
643	память о	1	1
644	что она	10	1
645	каком отношении	1	1
646	каждый день	1	1
647	мы останавливаться	1	1
648	и прежде	1	1
649	одна из	4	1
650	если они	1	1
651	иным как	1	1
652	же мы	1	1
653	здесь имеем	3	1
654	право на	5	1
655	пользуется этой	1	1
656	этот момент	3	1
657	не лучше	1	1
658	всем мире	1	1
659	это значение	2	1
660	для достижения	1	1
661	друг с	4	1
662	человек не	1	1
663	с силами	1	1
664	или при	1	1
665	не будут	1	1
666	к этим	1	1
667	что иное	3	1
668	мы должны	17	1
669	есть ли	1	1
670	надо искать	1	1
671	но так	3	1
672	мы еще	4	1
673	чем это	5	1
674	тела и	1	1
675	себя в	2	1
676	мужчин и	1	1
677	точку зрения	3	1
678	тот же	3	1
679	ничего не	6	1
680	можно указать	2	1
681	иное как	3	1
682	о ней	1	1
683	к нему	3	1
684	видим и	1	1
685	это желание	1	1
686	высшей степени	1	1
687	женской линии	1	1
