N	2gram	Tiupa_Lite	Narrotol
304	из нас	2	4
305	по своей	3	4
306	равной степени	2	4
307	и адресата	4	4
308	дома с	1	4
309	и по	1	4
310	в воспринимающем	1	4
311	принципиальная особенность	1	4
312	жизни а	1	4
313	для себя	6	4
314	xix столетия	3	4
315	это уже	2	4
316	о которой	2	4
317	нового времени	2	4
318	не на	2	4
319	со всеми	2	4
320	вместе с	5	4
321	не имеет	2	4
322	которая не	2	4
323	в москве	2	4
324	в основе	5	4
325	в итоге	2	4
326	не могло	3	4
327	с позиции	3	4
328	зрелого чеховского	1	4
329	в сфере	7	4
330	в поле	2	4
331	мог бы	1	4
332	что я	4	4
333	но именно	1	4
334	всяком случае	2	4
335	в произведениях	1	4
336	друг друга	5	4
337	исключительно в	1	4
338	в ходе	2	4
339	текста в	1	4
340	ему в	2	4
341	во всяком	3	4
342	для нас	3	4
343	а на	1	4
344	а то	2	4
345	и как	2	4
346	так в	6	4
347	ли не	7	4
348	это было	1	4
349	не все	1	4
350	в области	5	4
351	от первого	2	4
352	человека в	5	4
353	она не	1	4
354	мы узнаем	1	4
355	бытия в	1	4
356	не с	2	4
357	как он	2	4
358	чужого слова	1	4
359	по сути	1	4
360	как по	1	4
361	как мы	2	4
362	другого сознания	4	4
363	не к	3	4
364	более не	2	3
365	на одном	1	3
366	человеческого присутствия	1	3
367	с этой	6	3
368	говорит о	1	3
369	в культуре	5	3
370	не бывает	2	3
371	в этих	2	3
372	о своем	3	3
373	по терминологии	2	3
374	этого рассказа	1	3
375	каждый из	4	3
376	для автора	1	3
377	в противовес	2	3
378	восходит к	2	3
379	личность не	3	3
380	не должен	3	3
381	и иных	2	3
382	времени в	1	3
383	к своей	2	3
384	сознания в	14	3
385	и событие	1	3
386	говорить о	1	3
387	за собой	2	3
388	в строгом	1	3
389	так же	1	3
390	казалось что	1	3
391	жизни как	3	3
392	наряду с	1	3
393	ключ к	1	3
394	в зависимости	1	3
395	все время	1	3
396	к ее	1	3
397	и представляет	1	3
398	ее и	1	3
399	об одном	1	3
400	с точки	4	3
401	в ситуации	2	3
402	и сама	1	3
403	одно из	3	3
404	в следующем	1	3
405	связи с	7	3
406	но он	1	3
407	не знает	3	3
408	в которой	1	3
409	что не	3	3
410	у костра	1	3
411	рецептивного сознания	1	3
412	в связи	4	3
413	между ними	1	3
414	же как	3	3
415	сих пор	1	3
416	должен был	1	3
417	могли бы	1	3
418	о себе	7	3
419	но как	3	3
420	а с	2	3
421	например мы	1	3
422	за ними	1	3
423	и что	2	3
424	можно было	3	3
425	иметь в	1	3
426	как уже	3	3
427	не просто	2	3
428	перед лицом	2	3
429	коммуникативном событии	2	3
430	первого и	1	3
431	как известно	1	3
432	о его	1	3
433	в первой	1	3
434	бы быть	1	3
435	а как	2	3
436	здесь мы	1	3
437	во время	1	3
438	в него	1	3
439	чем и	1	3
440	до сих	1	3
441	он уже	1	3
442	по определению	1	3
443	освободиться от	2	3
444	свою жизнь	1	3
445	по слову	1	3
446	различного рода	2	3
447	текста и	1	3
448	нам в	1	3
449	самим собой	2	3
450	себя с	1	3
451	в романе	1	3
452	где в	2	3
453	обращается к	5	3
454	в памяти	1	3
455	и т	2	3
456	приводит к	4	3
457	бы не	3	3
458	зависимости от	1	3
459	всей своей	2	3
460	своей жизни	1	3
461	и читатель	1	3
462	второго лица	1	3
463	еще и	3	3
464	как на	3	3
465	в роли	3	3
466	быть не	2	3
467	речь идет	3	3
468	было и	1	3
469	жизни на	3	3
470	тем же	5	3
471	той же	5	3
472	одной из	2	3
473	до конца	3	3
474	лев толстой	2	3
475	следует вести	1	3
476	мать и	1	3
477	но это	2	3
478	текста как	2	3
479	жизни не	2	3
480	собственно говоря	1	3
481	в художественных	1	3
482	жизни но	1	3
483	как к	4	3
484	хоть и	1	3
485	произведения как	2	3
486	и вот	2	3
487	от которого	1	3
488	которых он	1	3
489	он и	5	3
490	участия в	1	3
491	несет в	2	3
492	чем он	1	3
493	этом в	3	3
494	все равно	1	3
495	в виде	1	3
496	этого не	2	3
497	дело в	3	3
498	кругозора и	1	3
499	при которой	1	3
500	не подлежит	1	3
501	все эти	2	3
502	на фоне	5	3
503	со своей	3	3
504	должен быть	2	3
505	и потому	1	3
506	а к	2	3
507	случайно в	1	3
508	дело не	2	3
509	во второй	2	3
510	не следует	1	3
511	идет о	4	3
512	лишь в	4	3
513	существования в	2	3
514	каждого из	2	3
515	и самого	2	3
516	и только	4	3
517	очевидным образом	1	3
518	в е	3	3
519	событие это	1	3
520	является в	1	2
521	случае в	1	2
522	мы и	1	2
523	в момент	1	2
524	русской литературе	7	2
525	от имени	2	2
526	которая в	3	2
527	на второй	2	2
528	простой и	1	2
529	по выражению	2	2
530	какой бы	1	2
531	проникновения в	1	2
532	принадлежности к	1	2
533	в году	18	2
534	потому не	1	2
535	с той	1	2
536	другой стороны	5	2
537	не несет	1	2
538	быть может	2	2
539	с собой	4	2
540	из многочисленных	1	2
541	случае следует	1	2
542	мыслится как	5	2
543	в настоящем	1	2
544	чтобы в	1	2
545	но все	1	2
546	от текста	2	2
547	мысль о	2	2
548	целый ряд	1	2
549	перекликается с	1	2
550	тем что	6	2
551	от всего	1	2
552	мира это	1	2
553	разговоре с	2	2
554	адресат а	1	2
555	в это	1	2
556	мир и	2	2
557	кризисное состояние	1	2
558	воспринимающего сознания	2	2
559	и стал	1	2
560	на первый	1	2
561	казалось бы	6	2
562	или несколькими	1	2
563	в кино	1	2
564	первый взгляд	1	2
565	на мой	1	2
566	во внешнем	1	2
567	собственной жизни	2	2
568	в действительности	2	2
569	один и	1	2
570	раз и	2	2
571	и который	1	2
572	от лица	1	2
573	жизнь а	1	2
574	в этот	1	2
575	финале рассказа	1	2
576	анну сергеевну	1	2
577	е годы	3	2
578	превращается в	2	2
579	принадлежит не	1	2
580	и еще	1	2
581	с другим	1	2
582	друг для	2	2
583	в контексте	1	2
584	вовсе не	3	2
585	места для	1	2
586	именно так	3	2
587	быть в	1	2
588	русской литературы	3	2
589	тут же	1	2
590	поистине не	1	2
591	в системе	1	2
592	ивана великопольского	1	2
593	бы в	1	2
594	того же	5	2
595	в обращении	1	2
596	читателем в	1	2
597	к адресату	1	2
598	жизни с	2	2
599	от ее	1	2
600	той мере	1	2
601	и мы	2	2
602	и столь	1	2
603	нами не	2	2
604	к одному	1	2
605	х гг	1	2
606	должно быть	1	2
607	они все	1	2
608	в произведении	1	2
609	я как	1	2
610	второй план	1	2
611	создается не	1	2
612	о ком	1	2
613	иного рода	1	2
614	и второго	1	2
615	до их	1	2
616	отношения между	3	2
617	столько же	1	2
618	можно признать	1	2
619	от тех	2	2
620	а за	3	2
621	героя с	2	2
622	сознания не	2	2
623	своего и	1	2
624	одним из	8	2
625	по аналогии	3	2
626	чеховского рассказа	1	2
627	очевидно что	2	2
628	легкой руки	2	2
629	этом последнем	1	2
630	стать и	1	2
631	не есть	2	2
632	идет по	1	2
633	себе и	2	2
634	например как	1	2
635	с читателем	2	2
636	во всех	4	2
637	как было	1	2
638	войне и	2	2
639	только от	1	2
640	мы можем	1	2
641	мой взгляд	1	2
642	всю свою	1	2
643	и пространства	1	2
644	которых в	1	2
645	чеховского героя	1	2
646	с легкой	2	2
647	теперь уже	1	2
648	реальной действительности	1	2
649	личного бытия	1	2
650	по этой	2	2
651	так что	4	2
652	этой причине	2	2
653	оно и	1	2
654	одно и	1	2
655	и является	2	2
656	для читателя	2	2
657	также не	1	2
658	того кто	2	2
659	не наиболее	1	2
660	т п	2	2
661	одного сознания	1	2
662	сторону жизни	1	2
663	могут быть	4	2
664	что может	1	2
665	в зеркале	1	2
666	и есть	3	2
667	в чеховских	1	2
668	в общем	1	2
669	своего героя	2	2
670	внутренний мир	1	2
671	субъектов жизни	1	2
672	и чужого	2	2
673	с героями	1	2
674	это он	1	2
675	одного и	1	2
676	на рубеже	4	2
677	в особенности	2	2
678	в кругу	1	2
679	но одновременно	2	2
680	а потому	4	2
681	от сознания	2	2
682	та же	2	2
683	если в	2	2
684	должна быть	3	2
685	говорит а	1	2
686	это весьма	1	2
687	хх века	12	2
688	в сущности	5	2
689	в наиболее	1	2
690	из которых	3	2
691	это позиция	1	2
692	для них	2	2
693	и вновь	2	2
694	себе не	2	2
695	очевидным что	1	2
696	он лишь	1	2
697	от классической	1	2
698	воспринимающем сознании	1	2
699	ориентировано на	1	2
700	все то	2	2
701	двумя или	1	2
702	и одновременно	2	2
703	приобретает в	1	2
704	от первой	1	2
705	от своего	3	2
706	в россии	2	2
707	можно назвать	1	2
708	как о	1	2
709	у читателя	1	2
710	это время	1	2
711	в которых	1	2
712	никто не	1	2
713	свидетельствует об	1	2
714	говоря и	1	2
715	адресата а	2	2
716	установкой на	1	2
717	который не	1	2
718	в каком	1	2
719	к другому	1	2
720	завершается словами	1	2
721	силу своей	3	2
722	в своего	1	2
723	для друга	2	2
724	в рецептивном	1	2
725	тот кто	1	2
726	художественного целого	3	2
727	собственного я	6	2
728	своей собственной	2	2
729	совершенно иной	1	2
730	в историю	1	2
731	более чем	4	2
732	наконец в	2	2
733	автора и	1	2
734	истории он	1	2
735	неклассической художественности	8	2
736	слова и	6	2
737	первый раз	2	2
738	на основании	1	2
739	как субъекта	1	2
740	в мир	1	2
741	как будет	1	2
742	свое существование	1	2
743	автора в	2	2
744	что же	1	2
745	адресата в	2	2
746	угла зрения	1	2
747	переход от	1	2
748	на две	1	2
749	первобытного человека	1	2
750	и во	1	2
751	своего я	2	2
752	может оказаться	1	2
753	посредством текста	1	2
754	сознания субъекта	1	2
755	говорится в	2	2
756	только с	1	2
757	только потому	1	2
758	мира не	1	2
759	в любви	1	2
760	только по	1	2
761	присутствия я	1	2
762	возникает в	1	2
763	на роль	2	2
764	не для	2	2
765	бы на	2	2
766	в формах	4	2
767	коммуникативная стратегия	9	2
768	черный монах	1	2
769	со своим	2	2
770	сознания и	1	2
771	а все	1	2
772	в их	3	2
773	слова а	1	2
774	когда же	1	2
775	однако не	2	2
776	было видно	1	2
777	но с	3	2
778	это всегда	1	2
779	в войне	1	2
780	и более	1	2
781	жизни это	1	2
782	или иначе	9	2
783	на нее	2	2
784	это еще	1	2
785	в бытии	1	2
786	и читателя	1	2
787	оказывается всего	1	2
788	есть в	1	2
789	восприниматься как	2	2
790	к своему	2	2
791	по словам	1	2
792	но уже	2	2
793	для которого	1	2
794	в каждой	2	2
795	как все	2	2
796	и рецептивного	2	2
797	в пределе	1	2
798	личности в	4	2
799	он говорит	2	2
800	отмежевывается от	1	2
801	и личность	1	2
802	слово это	1	2
803	могут служить	2	2
804	как замечает	2	2
805	и адресату	1	2
806	вся жизнь	1	2
807	субъекта и	3	2
808	обстоит дело	1	2
809	друга как	1	2
810	когда он	1	2
811	не оставляет	3	2
812	по бахтину	1	2
813	а по	2	2
814	частности в	1	2
815	говоря о	1	2
816	оказывается и	1	2
817	меньшей степени	1	2
818	рассказа о	1	2
819	на это	2	2
820	могло быть	2	2
821	бытия не	2	2
822	отношение к	1	2
823	и мире	1	2
824	в литературном	1	2
825	однако для	1	2
826	не можем	2	2
827	к чужому	1	2
828	начала жизни	2	2
829	бытия и	1	2
830	и иные	1	2
831	глазами и	1	2
832	впоследствии в	1	2
833	на своих	1	2
834	как для	1	2
835	и наконец	2	2
836	для другого	1	2
837	персонажей как	1	2
838	характер это	1	1
839	к подлинному	1	1
840	во всем	1	1
841	практически не	2	1
842	мире а	1	1
843	поскольку его	1	1
844	вторжение в	1	1
845	этого в	1	1
846	никогда и	1	1
847	этого персонажа	1	1
848	глубоких и	1	1
849	ответственности это	1	1
850	лет назад	1	1
851	как теперь	2	1
852	которые не	1	1
853	к этой	2	1
854	тех кто	3	1
855	своей единичностью	1	1
856	по лужам	1	1
857	и читателем	3	1
858	того не	1	1
859	граница между	2	1
860	случае мы	1	1
861	всей жизни	1	1
862	без исключения	1	1
863	искусства это	2	1
864	души человеческой	1	1
865	не меньшей	1	1
866	и взаимодействие	1	1
867	с самим	1	1
868	поскольку перед	1	1
869	из всех	1	1
870	эта новая	1	1
871	и служат	1	1
872	свету остается	1	1
873	в некую	1	1
874	именно она	1	1
875	эстетический субъект	5	1
876	тем как	1	1
877	конца не	1	1
878	это точка	3	1
879	мысли и	1	1
880	сам автор	1	1
881	не как	4	1
882	что человек	1	1
883	психологический кризис	1	1
884	время не	2	1
885	например с	1	1
886	представлений о	1	1
887	субъекта жизни	2	1
888	только им	1	1
889	литературная классика	1	1
890	чужому я	1	1
891	для всех	5	1
892	что слово	1	1
893	среди других	1	1
894	целом как	1	1
895	основывается на	1	1
896	собственно художественной	1	1
897	их не	2	1
898	я героя	1	1
899	установки на	1	1
900	часто именуют	1	1
901	и жестами	1	1
902	самоопределение человека	1	1
903	он остается	1	1
904	без другого	1	1
905	я за	1	1
906	из двух	1	1
907	здесь ценностно	1	1
908	и этот	1	1
909	на свою	3	1
910	естественно не	1	1
911	художественности однако	1	1
912	но по	2	1
913	своем восприятии	1	1
914	женщин низшей	1	1
915	в.т и	1	1
916	том или	1	1
917	внутренняя свобода	1	1
918	самому и	1	1
919	литературного письма	3	1
920	приобретает характер	1	1
921	эстетически завершенного	1	1
922	его на	1	1
923	общения людей	2	1
924	чужого сознания	4	1
925	он лишается	1	1
926	страдает и	1	1
927	смерть как	1	1
928	оставляет места	2	1
929	итоговая мысль	1	1
930	формальной школы	1	1
931	в цепи	1	1
932	феномена как	1	1
933	у которого	1	1
934	другому как	1	1
935	ему по	1	1
936	на эту	1	1
937	всю ночь	1	1
938	например что	1	1
939	в лирике	3	1
940	на стенах	1	1
941	лица в	1	1
942	к бытию	1	1
943	ней не	1	1
944	человеческой речи	1	1
945	отличается от	1	1
946	поскольку он	2	1
947	я а	1	1
948	искусство слова	1	1
949	художественное произведение	2	1
950	общий знаменатель	1	1
951	так например	1	1
952	обращение к	1	1
953	истины о	1	1
954	и нет	4	1
955	продолжает свое	1	1
956	сам же	2	1
957	на рассвете	1	1
958	изнутри своего	1	1
959	не служит	1	1
960	я вижу	2	1
961	человека так	1	1
962	полноценным участником	1	1
963	как справедливо	1	1
964	при условии	1	1
965	не могли	1	1
966	рецептивного сознаний	1	1
967	что этот	1	1
968	и взаимодействия	1	1
969	вопрос о	1	1
970	по тем	2	1
971	маленькой трилогии	1	1
972	совершенно особое	1	1
973	на адресата	1	1
974	чем за	1	1
975	имеет право	1	1
976	он был	1	1
977	предлагаемой вниманию	1	1
978	таков что	1	1
979	обнаруживаются в	2	1
980	в творчестве	2	1
981	имеет в	1	1
982	студента ивана	1	1
983	это его	1	1
984	но эти	1	1
985	и неизбежно	1	1
986	упадок не	1	1
987	внутри себя	1	1
988	во многих	3	1
989	из их	1	1
990	уже было	1	1
991	этой связи	1	1
992	и напротив	1	1
993	себя мы	1	1
994	узнаем о	1	1
995	в прекрасном	1	1
996	которым в	1	1
997	общения и	1	1
998	кризис в	1	1
999	или чаще	1	1
1000	в различных	1	1
1001	обращаясь к	4	1
1002	это интерсубъективная	1	1
1003	который известен	1	1
1004	в сторону	1	1
1005	его знакомых	1	1
1006	значительной степени	1	1
1007	и те	1	1
1008	не подчинения	1	1
1009	эффективным средством	1	1
1010	от своей	1	1
1011	самого начала	1	1
1012	он писал	1	1
1013	за рамки	1	1
1014	второй половины	1	1
1015	настолько что	1	1
1016	в не	1	1
1017	с авторской	1	1
1018	о художественной	1	1
1019	самом начале	1	1
1020	текст как	2	1
1021	своего сознания	1	1
1022	по которой	1	1
1023	ментальных оснований	1	1
1024	от повествователя	1	1
1025	современного ребенка	1	1
1026	а сам	1	1
1027	установка на	1	1
1028	следующим образом	2	1
1029	конструктивный фактор	1	1
1030	языка как	1	1
1031	отсюда столь	1	1
1032	ибо жизнь	1	1
1033	раньше не	1	1
1034	как я	3	1
1035	речь не	1	1
1036	в одной	1	1
1037	сколь и	1	1
1038	объект и	2	1
1039	во всей	1	1
1040	не умеет	1	1
1041	письма однако	1	1
1042	приобщения к	1	1
1043	реализуется в	1	1
1044	впрочем как	1	1
1045	рода можно	1	1
1046	вернуться к	1	1
1047	в текст	2	1
1048	в литературоведении	1	1
1049	это прежде	1	1
1050	барт или	1	1
1051	на три	2	1
1052	на предмет	1	1
1053	под именем	2	1
1054	от себя	2	1
1055	и внешней	1	1
1056	что даже	1	1
1057	человек будучи	1	1
1058	она уже	1	1
1059	весьма точной	1	1
1060	а мы	1	1
1061	понятие о	1	1
1062	весьма значимая	1	1
1063	лет а	1	1
1064	покоя и	1	1
1065	этом же	1	1
1066	оказались бы	1	1
1067	подлежит сомнению	1	1
1068	базируется на	1	1
1069	свое собственное	3	1
1070	ценностным центром	1	1
1071	гораздо более	1	1
1072	ментальный кризис	2	1
1073	грань между	1	1
1074	сознаний не	1	1
1075	провел с	1	1
1076	чужую личность	1	1
1077	в перспективе	1	1
1078	вспять к	1	1
1079	знания это	1	1
1080	бы то	1	1
1081	сам того	1	1
1082	слияния с	1	1
1083	диалога глухих	1	1
1084	и автор	1	1
1085	для героини	1	1
1086	словно из	1	1
1087	она и	1	1
1088	личности а	1	1
1089	в психологии	1	1
1090	стороны и	1	1
1091	становится для	2	1
1092	собой в	1	1
1093	теперь же	1	1
1094	эту минуту	1	1
1095	в состоянии	1	1
1096	это открытие	1	1
1097	мы знаем	1	1
1098	как феномен	1	1
1099	для которой	1	1
1100	ни было	2	1
1101	знакомых и	1	1
1102	что при	1	1
1103	вненаходимости относительно	1	1
1104	под знаком	1	1
1105	тот кому	1	1
1106	жизни я	1	1
1107	этот финальный	1	1
1108	его внутренняя	1	1
1109	аналогии с	3	1
1110	и неслиянность	1	1
1111	история гурова	1	1
1112	сути своей	1	1
1113	девятнадцать веков	1	1
1114	текст не	1	1
1115	xix века	6	1
1116	с другими	1	1
1117	не обладает	2	1
1118	не от	1	1
1119	стремится к	1	1
1120	рецептивном сознании	2	1
1121	в поэтике	1	1
1122	остается неизвестен	1	1
1123	не слышат	1	1
1124	точкой бифуркации	1	1
1125	его в	4	1
1126	сознания к	3	1
1127	силу его	1	1
1128	не была	1	1
1129	же году	3	1
1130	здесь вполне	1	1
1131	на несостоявшееся	1	1
1132	исходит от	1	1
1133	пути и	1	1
1134	рода не	1	1
1135	и говорит	2	1
1136	по утверждению	1	1
1137	современного человека	1	1
1138	внутреннего мира	1	1
1139	евгении онегине	1	1
1140	дискурсных формаций	1	1
1141	хх столетия	2	1
1142	произведение как	1	1
1143	оказывается можно	1	1
1144	тех же	3	1
1145	доктора живаго	1	1
1146	как уточняет	1	1
1147	собой и	1	1
1148	говоря словами	3	1
1149	место лишь	1	1
1150	который по	1	1
1151	под оболочкой	1	1
1152	канонической для	1	1
1153	еще при	1	1
1154	мы это	1	1
1155	и своего	1	1
1156	между этими	1	1
1157	не остается	2	1
1158	в евгении	1	1
1159	что ведет	1	1
1160	дома в	1	1
1161	и само	3	1
1162	торжество над	1	1
1163	развития при	1	1
1164	на земле	1	1
1165	большинстве случаев	1	1
1166	герой в	1	1
1167	из четырех	1	1
1168	неизвестен и	1	1
1169	к поиску	1	1
1170	века в	3	1
1171	текста но	1	1
1172	которая со	1	1
1173	вполне закономерно	1	1
1174	между писателем	2	1
1175	о невозможности	1	1
1176	лишь для	1	1
1177	воздействия на	2	1
1178	всему свету	1	1
1179	господин прохарчин	1	1
1180	а только	2	1
1181	в синергетике	1	1
1182	так о	1	1
1183	я все	3	1
1184	субъекта некоторой	1	1
1185	это тоже	1	1
1186	конечном итоге	1	1
1187	подобные явления	1	1
1188	текст и	1	1
1189	как сказано	2	1
1190	вопроса о	1	1
1191	у каждой	1	1
1192	социальной адаптации	1	1
1193	я был	2	1
1194	равной мере	2	1
1195	я на	3	1
1196	к истине	1	1
1197	конвергенции схождения	1	1
1198	рождается в	1	1
1199	не имея	1	1
1200	повестях белкина	2	1
1201	и поэтически	1	1
1202	человек как	1	1
1203	это вполне	1	1
1204	сознания а	2	1
1205	превращаясь в	2	1
1206	как следует	1	1
1207	от читателя	2	1
1208	на этом	3	1
1209	в исторической	1	1
1210	но речь	1	1
1211	говоря в	1	1
1212	как субъект	1	1
1213	два варианта	1	1
1214	на страницах	1	1
1215	жизнь то	1	1
1216	схождения сознаний	1	1
1217	классики xix	1	1
1218	на котором	1	1
1219	не тот	2	1
1220	то ни	1	1
1221	с какой	1	1
1222	эти слова	2	1
1223	своей субъективности	1	1
1224	к цели	1	1
1225	для художника	1	1
1226	действительной жизнью	1	1
1227	в развитии	1	1
1228	к личностному	1	1
1229	событием в	1	1
1230	не упадок	1	1
1231	если б	2	1
1232	как сам	2	1
1233	оказывается в	1	1
1234	никого не	1	1
1235	бы но	1	1
1236	необходимо было	1	1
1237	из мира	1	1
1238	личностному самоопределению	1	1
1239	этом свете	1	1
1240	сущности говоря	1	1
1241	легко угадывается	1	1
1242	начинается с	1	1
1243	о собственной	1	1
1244	разделяется на	1	1
1245	за пределы	3	1
1246	была выявлена	1	1
1247	текста а	1	1
1248	одну из	2	1
1249	субъект его	1	1
1250	как один	1	1
1251	но тут	1	1
1252	которого в	1	1
1253	занимает в	1	1
1254	сведена к	1	1
1255	общей для	2	1
1256	более архаичному	1	1
1257	другому сознанию	1	1
1258	героя оказывается	1	1
1259	мира выступает	1	1
1260	классика xix	1	1
1261	что для	2	1
1262	события общения	1	1
1263	сидя в	1	1
1264	это придает	1	1
1265	и каждый	2	1
1266	пристальное внимание	1	1
1267	его личности	2	1
1268	это делает	1	1
1269	которое мы	1	1
1270	можно проиллюстрировать	1	1
1271	позиция субъекта	1	1
1272	видения жизни	1	1
1273	и признания	1	1
