N	2gram	Losev_Prob	FransuaR
1000	эти особенности	1	3
1001	образа и	4	3
1002	содержит в	13	3
1003	глубже и	1	3
1004	для нашего	1	3
1005	от своего	1	3
1006	смысла и	1	3
1007	был связан	1	3
1008	и хотя	3	3
1009	явлений и	3	3
1010	к какому	2	3
1011	далек от	1	3
1012	в каком	9	3
1013	значение этого	2	3
1014	так чтобы	2	3
1015	это только	2	3
1016	он является	5	3
1017	и об	3	3
1018	и наиболее	1	3
1019	чем не	4	3
1020	отца и	1	3
1021	в произведениях	1	3
1022	и после	2	3
1023	в эстетике	2	3
1024	и всякий	5	3
1025	всегда можно	2	3
1026	то ни	7	3
1027	есть такой	1	3
1028	действительности в	1	3
1029	жизни здесь	1	3
1030	себя самого	1	3
1031	только чисто	1	3
1032	i в	1	3
1033	что с	1	3
1034	и тут	3	3
1035	здесь конечно	1	3
1036	смысле этого	1	3
1037	когда же	1	3
1038	как именно	1	3
1039	к самой	1	3
1040	на нее	1	3
1041	и новых	1	3
1042	иной раз	5	3
1043	со своей	1	3
1044	именно эта	1	3
1045	в каждой	1	3
1046	нем все	1	3
1047	главе о	1	3
1048	этих двух	1	3
1049	к одному	1	3
1050	она не	3	3
1051	но при	1	3
1052	всерьез и	1	3
1053	те времена	1	3
1054	здесь совершенно	1	3
1055	и может	4	3
1056	и всякая	1	3
1057	а скорее	1	3
1058	в подлинном	1	3
1059	же это	2	3
1060	человек не	1	3
1061	само собой	3	3
1062	даже больше	1	3
1063	как форма	1	3
1064	всю ночь	1	3
1065	которые не	1	3
1066	которая в	1	3
1067	ровно ничего	2	3
1068	он всегда	1	3
1069	иначе чем	2	3
1070	нашего исследования	2	3
1071	в предыдущей	1	3
1072	из нее	1	3
1073	является здесь	4	3
1074	наглядностью и	1	3
1075	вещей в	1	3
1076	у которого	1	3
1077	в одно	4	3
1078	не что	6	3
1079	в художественном	5	3
1080	жизни на	1	3
1081	гораздо больше	2	3
1082	новую жизнь	1	3
1083	то его	2	3
1084	где этот	1	3
1085	не существует	6	3
1086	то это	13	3
1087	этот путь	2	3
1088	этом мы	3	3
1089	когда она	2	3
1090	в глаза	1	3
1091	всегда и	1	3
1092	духа и	1	3
1093	быть в	2	3
1094	захватывает и	1	3
1095	же она	1	3
1096	вопросе о	1	3
1097	что иное	6	3
1098	но еще	1	3
1099	в буквальном	4	3
1100	в тот	1	3
1101	не о	2	3
1102	что его	3	3
1103	реализме и	1	3
1104	и того	1	3
1105	такие же	1	3
1106	образ самого	1	3
1107	он вовсе	1	3
1108	уже давно	3	3
1109	дошло до	1	3
1110	нам предстоит	1	3
1111	что их	2	3
1112	чтобы его	1	3
1113	именно потому	3	3
1114	относится уже	1	3
1115	этом смысле	5	3
1116	они могут	1	3
1117	бы оно	1	3
1118	есть все	1	3
1119	которого мы	2	3
1120	положения и	1	3
1121	а потому	1	3
1122	за ним	2	3
1123	царства природы	1	3
1124	известно что	1	3
1125	к одной	2	3
1126	со второй	1	3
1127	от этой	1	3
1128	из того	3	3
1129	разного рода	4	3
1130	науки и	1	3
1131	собой и	1	3
1132	с ней	5	3
1133	в наших	3	3
1134	мы говорим	8	3
1135	к их	2	3
1136	живых существ	1	3
1137	может стать	1	3
1138	них он	1	3
1139	друг от	3	3
1140	которая не	3	3
1141	самый образ	1	3
1142	жизни они	1	3
1143	ни к	3	3
1144	как целое	1	3
1145	и тогда	3	3
1146	или иных	7	3
1147	что многие	1	3
1148	не потому	1	3
1149	ногами и	1	3
1150	есть такое	4	3
1151	образами и	1	3
1152	правды и	2	3
1153	не знаем	2	3
1154	основная особенность	2	3
1155	в понимании	1	3
1156	они вовсе	2	3
1157	жизни но	2	3
1158	что каждый	1	3
1159	чем он	2	3
1160	этот ряд	1	3
1161	правда и	1	3
1162	от друга	3	3
1163	для нее	2	3
1164	слова но	3	3
1165	становления и	1	3
1166	указывает на	13	3
1167	значение которое	2	3
1168	нам в	2	3
1169	является не	2	3
1170	части эти	1	3
1171	и понимания	1	3
1172	образы как	1	3
1173	человеком и	1	3
1174	в уже	1	3
1175	что тот	1	3
1176	сказать и	2	3
1177	тех или	10	3
1178	существует только	1	3
1179	он это	1	3
1180	которую мы	1	3
1181	эти два	2	3
1182	даже при	2	3
1183	признать что	1	3
1184	но эту	1	3
1185	как образы	1	3
1186	для обозначения	1	3
1187	и благодаря	1	3
1188	бы он	2	3
1189	которое в	3	3
1190	все более	1	3
1191	образом связаны	1	3
1192	хотя здесь	1	3
1193	именно это	1	3
1194	из которой	1	3
1195	иное как	6	3
1196	котором он	2	3
1197	с которыми	2	2
1198	более не	2	2
1199	об его	7	2
1200	особенности и	1	2
1201	в настоящем	3	2
1202	к другу	1	2
1203	некоторой степени	1	2
1204	отношениях к	1	2
1205	очень хорошо	1	2
1206	с самим	4	2
1207	формы в	1	2
1208	свое произведение	2	2
1209	и самые	1	2
1210	чтобы в	1	2
1211	нет никакой	4	2
1212	о необходимости	2	2
1213	он остается	1	2
1214	на свою	2	2
1215	целое и	4	2
1216	этого типа	1	2
1217	таковы прежде	1	2
1218	есть тот	2	2
1219	вещи в	1	2
1220	они ни	1	2
1221	или ином	3	2
1222	в природе	2	2
1223	это суждение	2	2
1224	оторваны от	1	2
1225	на самой	1	2
1226	широком смысле	2	2
1227	и порождает	1	2
1228	не имели	2	2
1229	и образность	1	2
1230	говорится о	1	2
1231	более широком	1	2
1232	и стремления	1	2
1233	которые находятся	2	2
1234	нас и	2	2
1235	своей природе	1	2
1236	только как	3	2
1237	почти исключительно	1	2
1238	строго говоря	1	2
1239	что вся	2	2
1240	из себя	5	2
1241	произведения но	1	2
1242	не исключает	1	2
1243	за собой	1	2
1244	из одной	1	2
1245	образом что	1	2
1246	устаревшее и	1	2
1247	для своей	1	2
1248	можно ли	8	2
1249	от своей	1	2
1250	было сказано	1	2
1251	тенденцию к	1	2
1252	образом как	1	2
1253	на сцене	2	2
1254	речь не	1	2
1255	и всякого	2	2
1256	в отдельных	1	2
1257	все существующее	1	2
1258	явления действительности	1	2
1259	всех своих	1	2
1260	каждый отдельный	1	2
1261	в средневековых	1	2
1262	всего мы	1	2
1263	вопрос мы	1	2
1264	его произведения	1	2
1265	или иными	1	2
1266	а ведь	4	2
1267	что при	5	2
1268	ни от	4	2
1269	как таковое	2	2
1270	уже достаточно	1	2
1271	образов очень	1	2
1272	и являются	1	2
1273	в сторону	1	2
1274	сказать несколько	1	2
1275	употребляются в	1	2
1276	развития этих	1	2
1277	это вполне	2	2
1278	если оно	3	2
1279	или во	1	2
1280	тело или	1	2
1281	не говорят	2	2
1282	тела есть	1	2
1283	и является	6	2
1284	чем больше	1	2
1285	главного героя	1	2
1286	время когда	1	2
1287	никакого отношения	4	2
1288	море и	1	2
1289	все дело	2	2
1290	что есть	1	2
1291	для изображения	1	2
1292	близкий к	1	2
1293	а главное	1	2
1294	нам кажется	2	2
1295	понятия и	2	2
1296	жизни для	1	2
1297	для самого	2	2
1298	к сожалению	1	2
1299	мы вовсе	1	2
1300	он уже	1	2
1301	друг к	1	2
1302	себе представить	2	2
1303	жизни а	4	2
1304	героя в	2	2
1305	на те	1	2
1306	от нас	3	2
1307	сам по	11	2
1308	здесь для	1	2
1309	что большинство	1	2
1310	хотя в	1	2
1311	и делает	1	2
1312	том и	1	2
1313	функции в	1	2
1314	их нужно	1	2
1315	такого же	2	2
