N	2gram	Bakhtin_Pr	Morfolog
507	формы в	1	1
508	страниц своего	1	1
509	всей совокупности	1	1
510	сюда относится	1	1
511	в нашу	1	1
512	особенности этого	1	1
513	же относится	1	1
514	тем как	5	1
515	и был	1	1
516	уже говорить	1	1
517	ни стало	1	1
518	в другой	4	1
519	те же	3	1
520	отношении друг	1	1
521	но ведь	3	1
522	быть поняты	1	1
523	его но	1	1
524	очень сложные	1	1
525	одно из	2	1
526	не достигается	1	1
527	не столько	1	1
528	но этого	2	1
529	к ложным	1	1
530	или другого	1	1
531	совершенно иное	3	1
532	функции в	2	1
533	для данного	1	1
534	связанная с	1	1
535	она становится	1	1
536	со всеми	2	1
537	в них	5	1
538	и самая	2	1
539	и сердце	1	1
540	чтобы в	2	1
541	положения в	1	1
542	материал на	1	1
543	но функция	1	1
544	если не	1	1
545	где же	1	1
546	этой точки	2	1
547	во что	2	1
548	вместо того	1	1
549	конечно и	3	1
550	на свой	6	1
551	от одного	2	1
552	именно и	3	1
553	и с	9	1
554	однако что	1	1
555	своих целей	2	1
556	их и	2	1
557	из нее	1	1
558	следовательно в	1	1
559	как дар	1	1
560	и все	6	1
561	оно есть	1	1
562	пр как	1	1
563	из самых	1	1
564	весь этот	2	1
565	предметом его	2	1
566	появляться и	1	1
567	него но	1	1
568	она является	2	1
569	как сюжет	1	1
570	именно в	5	1
571	ведет к	1	1
572	не делает	1	1
573	же самый	1	1
574	и начала	1	1
575	и действительно	1	1
576	том или	2	1
577	отношения к	5	1
578	может получить	1	1
579	также не	2	1
580	эти явления	1	1
581	сразу с	1	1
582	как не	9	1
583	с ними	2	1
584	самая постановка	1	1
585	духа в	1	1
586	и очень	1	1
587	в точном	1	1
588	а именно	2	1
589	что такой	1	1
590	в своей	11	1
591	которые могут	1	1
592	и герой	3	1
593	дело идет	6	1
594	лица в	1	1
595	явлений и	1	1
596	они ни	2	1
597	бы не	2	1
598	сам с	2	1
599	функций в	2	1
600	ли он	1	1
601	о котором	1	1
602	другими героями	1	1
603	плоскости как	1	1
604	важное значение	1	1
605	влияния на	1	1
606	есть то	3	1
607	в это	1	1
608	для их	1	1
609	мы считаем	1	1
610	свою собственную	1	1
611	на своем	1	1
612	нет в	1	1
613	все как	1	1
614	ничего общего	1	1
615	здесь нет	4	1
616	в которые	2	1
617	правда есть	1	1
618	совершенно безразлично	1	1
619	от различных	1	1
620	и нет	6	1
621	второй тип	1	1
622	прекрасный сад	1	1
623	такое положение	1	1
624	все они	2	1
625	как один	2	1
626	еще и	1	1
627	совершенно не	5	1
628	во все	2	1
629	к этой	1	1
630	в главе	1	1
631	в котором	7	1
632	мы переходим	2	1
633	или другим	1	1
634	как целое	3	1
635	в принцип	1	1
636	перед его	1	1
637	но иногда	1	1
638	где есть	2	1
639	случае и	1	1
640	формах с	1	1
641	материал но	1	1
642	говорить не	1	1
643	в свою	1	1
644	б то	1	1
645	значение этого	1	1
646	так чтобы	7	1
647	лежат в	1	1
648	это все	1	1
649	е о	1	1
650	но то	1	1
651	формы его	1	1
652	героем и	2	1
653	он является	3	1
654	только как	2	1
655	и независимо	1	1
656	оно является	2	1
657	с помощью	2	1
658	между двумя	1	1
659	именно на	3	1
660	только один	1	1
661	то все	1	1
662	значение для	3	1
663	только на	3	1
664	вступает в	1	1
665	собственно не	1	1
666	которую он	3	1
667	не потому	2	1
668	эти связи	1	1
669	тому или	1	1
670	не будет	1	1
671	ни были	3	1
672	и до	6	1
673	двух точек	2	1
674	сюжета мы	1	1
675	корешки в	1	1
676	и посвящена	1	1
677	типы и	1	1
678	же время	13	1
679	художественных приемов	2	1
680	при анализе	1	1
681	самого начала	2	1
682	свою очередь	1	1
683	ними и	1	1
684	самим героем	1	1
685	перед ним	1	1
686	им в	1	1
687	функции действительно	1	1
688	она все	1	1
689	же самое	1	1
690	всего этого	2	1
691	с другим	1	1
692	известной степени	2	1
693	на те	1	1
694	так то	1	1
695	как на	4	1
696	и там	1	1
697	одно и	1	1
698	он в	3	1
699	отношение к	4	1
700	не как	20	1
701	первая основная	1	1
702	она может	2	1
703	к следующему	1	1
704	мог бы	1	1
705	то для	1	1
706	они должны	1	1
707	большим количеством	1	1
708	самого героя	8	1
709	о тех	1	1
710	характерен для	1	1
711	образом как	3	1
712	что я	7	1
713	эти вопросы	1	1
714	будем говорить	1	1
715	же закон	1	1
716	первый тип	1	1
717	героев для	1	1
718	то она	1	1
719	бы сказать	2	1
720	материал в	2	1
721	форме рассказа	1	1
722	но распределение	1	1
723	то во	1	1
724	форм их	1	1
725	раза в	1	1
726	формы для	1	1
727	на ряд	2	1
728	как во	2	1
729	деле в	1	1
730	до известной	1	1
731	человека а	1	1
732	что говорит	2	1
733	не стоит	1	1
734	типа а	2	1
735	он сам	5	1
736	также является	2	1
737	в противном	1	1
738	для достижения	1	1
739	он живет	2	1
740	нет то	1	1
741	что даже	1	1
742	друг с	4	1
743	их слова	1	1
744	его герой	3	1
745	героя то	2	1
746	к основной	1	1
747	в первой	3	1
748	материал и	4	1
749	в эти	1	1
750	о чем	1	1
751	лишь один	2	1
752	у вас	2	1
753	здесь действительно	2	1
754	они могут	4	1
755	или вовсе	1	1
756	в ее	2	1
757	и становится	1	1
758	тот же	2	1
759	герой является	1	1
760	не то	1	1
761	действительно в	1	1
762	в другое	2	1
763	еще резче	1	1
764	меня не	1	1
765	высшей степени	1	1
766	мы привели	1	1
767	не первого	1	1
768	как к	3	1
769	она имеет	2	1
770	переходим к	4	1
771	может найти	2	1
772	и попутно	1	1
773	в себе	11	1
774	но на	3	1
775	что ему	1	1
776	с большим	1	1
777	нами опять	1	1
778	то оно	2	1
779	пока для	1	1
780	героев в	4	1
781	на трех	1	1
782	после того	1	1
783	но прежде	1	1
784	думает о	1	1
785	во всей	3	1
786	человеческой природой	1	1
787	др более	1	1
788	должно быть	8	1
789	время и	1	1
790	что каждая	1	1
791	остановимся лишь	2	1
792	в первый	1	1
793	и вот	1	1
794	сколько в	2	1
795	есть у	1	1
796	в состоянии	1	1
797	в его	30	1
798	принимает форму	1	1
799	он как	1	1
800	пользуется им	1	1
801	он бросает	1	1
802	или они	1	1
803	увидим дальше	2	1
804	е все	1	1
805	формы но	1	1
806	на что	1	1
807	существа и	1	1
808	они определяются	1	1
809	форма является	1	1
810	имеется и	2	1
811	вопрос мы	1	1
812	ее введение	1	1
813	помимо того	1	1
814	находится в	2	1
815	в каких-либо	1	1
816	как раз	9	1
817	что так	2	1
818	в формах	3	1
819	о нем	15	1
820	что с	1	1
821	и сама	2	1
822	и одна	1	1
823	где он	1	1
824	лиц и	1	1
825	на которой	1	1
826	что каждый	1	1
827	первом месте	1	1
828	как разные	1	1
829	сам себе	1	1
830	нет это	1	1
831	же не	4	1
832	силу и	1	1
833	слова а	2	1
834	таком случае	1	1
835	что все	2	1
836	в их	6	1
837	в сюжет	1	1
838	мы находим	1	1
839	видим не	1	1
840	зрения его	1	1
841	видит в	1	1
842	только он	2	1
843	в г	1	1
844	в рамках	2	1
845	ко второму	2	1
846	и притом	1	1
847	нужно иметь	1	1
848	о возможности	1	1
849	как ни	1	1
850	герой как	3	1
851	или иной	1	1
852	литература о	1	1
853	первых и	1	1
854	героя может	1	1
855	и показать	2	1
856	и берет	1	1
857	и говорит	1	1
858	героя с	6	1
859	в виду	3	1
860	что за	1	1
861	но эта	5	1
862	нет прямого	1	1
863	дело в	2	1
864	принципа в	2	1
865	что не	3	1
866	как его	4	1
867	здесь возможны	1	1
868	и другое	1	1
869	где нет	1	1
870	непосредственно как	1	1
871	точном смысле	1	1
872	и всю	1	1
873	в таком	3	1
874	бы быть	1	1
875	между ними	6	1
876	могут появляться	1	1
877	быть или	2	1
878	и она	1	1
879	е не	2	1
880	по одному	1	1
881	может только	1	1
882	есть в	2	1
883	эти две	1	1
884	не есть	4	1
885	эту особенность	3	1
886	для героев	3	1
887	здесь перед	1	1
888	в мире	7	1
889	слова не	2	1
890	так в	1	1
891	противном случае	1	1
892	он узнает	1	1
893	к концу	1	1
894	всего она	1	1
895	в выборе	1	1
896	на одном	1	1
897	и со	4	1
898	и могут	3	1
899	тех которые	1	1
900	со своей	1	1
901	и дающий	1	1
902	о которых	1	1
903	больше всего	1	1
904	только и	1	1
905	нисколько не	3	1
906	исследования но	1	1
907	лишь для	2	1
908	войти в	2	1
909	предмета но	1	1
910	же касается	1	1
911	и должны	1	1
912	точек зрения	7	1
913	и это	8	1
914	д наконец	1	1
915	основного принципа	1	1
916	с другом	3	1
917	из одного	8	1
918	вследствие чего	1	1
919	не нужно	2	1
920	могло бы	1	1
921	но к	1	1
922	сих пор	9	1
923	вводит в	3	1
924	и вообще	1	1
925	к истории	1	1
926	определить все	1	1
927	той или	1	1
928	другом случае	2	1
929	эти же	1	1
930	людей в	1	1
931	герой например	1	1
932	этих двух	1	1
933	в русской	1	1
934	в каждом	15	1
935	читателя в	1	1
936	здесь как	1	1
937	того или	1	1
938	о себе	19	1
939	и хочет	1	1
940	но можно	1	1
941	может иметь	1	1
942	вошел в	1	1
943	него самого	2	1
944	бы во	2	1
945	и эти	1	1
946	бы к	2	1
947	тут и	2	1
948	таким же	3	1
949	с самого	1	1
950	его значимости	1	1
951	ее он	3	1
952	отличие от	4	1
953	такие же	1	1
954	наконец мы	1	1
955	и однако	1	1
956	до чрезвычайности	1	1
957	он ничего	2	1
958	влияет и	1	1
959	оказалось бы	1	1
960	так называемой	1	1
961	и необходимость	1	1
962	что общий	1	1
963	одну из	1	1
964	а от	1	1
965	второму типу	1	1
966	в материал	1	1
967	на отношения	1	1
968	но он	4	1
969	обстоит дело	1	1
970	отношение между	2	1
971	так что	6	1
972	и художественный	1	1
973	где герой	1	1
974	и разновидности	1	1
975	на которых	1	1
976	является его	1	1
977	на другое	1	1
978	облик и	1	1
979	кажется что	4	1
980	такой способ	1	1
981	которое только	1	1
982	они образуют	1	1
983	одним словом	1	1
984	что касается	1	1
985	как объект	5	1
986	его не	1	1
987	но она	1	1
988	реакции на	3	1
989	не приходится	1	1
990	пор не	1	1
991	как он	3	1
992	форма есть	1	1
993	часто не	1	1
994	ним как	3	1
995	не дает	3	1
996	героя его	2	1
997	важно не	2	1
998	конечно в	2	1
999	почти всегда	2	1
1000	окружающие нас	1	1
1001	иметь в	2	1
1002	является одним	1	1
1003	им только	1	1
1004	же он	1	1
1005	его жизнь	3	1
1006	и вводит	1	1
1007	вплотную к	1	1
1008	не место	2	1
1009	а этот	1	1
1010	лишь как	9	1
1011	к которой	1	1
1012	что бы	1	1
1013	из важнейших	1	1
1014	или как	8	1
1015	и всякая	1	1
1016	всех разновидностей	1	1
1017	он представляет	1	1
1018	чем является	2	1
1019	у которого	1	1
1020	меняется и	1	1
1021	рассматривать как	1	1
1022	на это	1	1
1023	может лежать	1	1
1024	на функциях	1	1
1025	появляются в	2	1
1026	выходят за	1	1
1027	быть не	1	1
1028	эту функцию	2	1
1029	в лабиринт	1	1
1030	следует только	1	1
1031	и никогда	1	1
1032	в плане	6	1
1033	или другом	2	1
1034	точку зрения	7	1
1035	друг другу	3	1
1036	и каждый	1	1
1037	еще мал	1	1
1038	которые в	1	1
1039	или другому	1	1
1040	бы он	4	1
1041	слова она	2	1
1042	дух в	1	1
1043	материала в	1	1
1044	лишь весьма	2	1
1045	них не	1	1
1046	приобретают совершенно	1	1
1047	действительно не	1	1
1048	и сердца	1	1
1049	и гораздо	1	1
1050	теми же	1	1
1051	мал и	1	1
1052	и художественной	1	1
1053	другой и	1	1
1054	такой же	4	1
1055	многообразие в	1	1
1056	себе он	2	1
1057	в создании	1	1
1058	в области	1	1
1059	его к	4	1
1060	один и	1	1
1061	тех или	1	1
1062	только такое	1	1
1063	все более	1	1
1064	хотя он	1	1
1065	самая функция	1	1
1066	это совершенно	1	1
1067	второго типа	1	1
1068	может и	1	1
1069	для чего	1	1
1070	ведь и	4	1
1071	в высшей	1	1
1072	не удалось	1	1
1073	в него	6	1
1074	его можно	2	1
1075	с ее	1	1
1076	всех этих	2	1
1077	случае это	1	1
1078	он был	2	1
1079	из этой	1	1
1080	и совершенно	1	1
1081	или точнее	1	1
1082	до его	1	1
1083	и наконец	7	1
1084	элементов как	1	1
1085	распределяются между	1	1
1086	здесь этот	1	1
