N	3gram	Tiupa_Anal	Istorich
93	мы обратимся к	1	3
94	не в состоянии	1	3
95	мы знаем о	1	3
96	по себе а	1	2
97	в себя и	1	2
98	в самом деле	1	2
99	обращает на себя	1	2
100	но в таком	1	2
101	между мифом и	1	2
102	далеко не всегда	1	2
103	друг от друга	1	2
104	что в них	1	2
105	в таком случае	2	2
106	так что она	1	2
107	сам по себе	2	2
108	а в том	2	2
109	как если бы	1	2
110	сама по себе	3	2
111	а не с	1	2
112	это все же	1	2
113	из того что	1	2
114	уже не может	1	2
115	мы имеем дело	4	2
116	и вступает в	1	2
117	и не всегда	1	2
118	в подобных случаях	1	2
119	этого мотива в	1	2
120	и должно было	1	2
121	не могут быть	1	2
122	в связь с	1	2
123	легко может быть	1	2
124	не только как	1	2
125	мы имеем не	1	2
126	может быть это	1	2
127	это уже не	1	2
128	больше и больше	1	2
129	ни к каким	1	2
130	совершенно очевидно что	2	2
131	между собой и	1	2
132	и прежде всего	2	2
133	в этой роли	1	2
134	из них не	1	2
135	при этом он	2	2
136	с тех пор	1	2
137	при всей своей	1	2
138	и в том	1	2
139	и те же	1	2
140	в свою очередь	7	2
141	том что при	1	2
142	к тому времени	1	2
143	здесь как и	1	2
144	одна из них	1	2
145	его в себя	1	2
146	и той же	2	2
147	ничего не говорит	1	2
148	хотя и не	1	2
149	одной и той	2	2
150	том что он	2	2
151	тогда как в	3	2
152	в том-то и	1	2
153	все того же	1	2
154	имеем дело с	1	2
155	со стороны его	1	2
156	к выводу что	1	1
157	одного из них	1	1
158	что она не	1	1
159	сюжет и композиция	3	1
160	по одному этому	1	1
161	а не как	1	1
162	к числу таких	1	1
163	не говорит и	1	1
164	и тут же	1	1
165	одни и те	1	1
166	говоря уже о	1	1
167	из этих трех	1	1
168	таким же образом	1	1
169	достигает своей цели	1	1
170	необходимо отличать от	1	1
171	в них и	1	1
172	тем что у	1	1
173	во многих отношениях	2	1
174	с этим можно	1	1
175	из них в	1	1
176	указывает на его	1	1
177	этого персонажа и	1	1
178	мирового фольклора и	1	1
179	что они хотят	1	1
180	своего отца и	1	1
181	речь идет о	2	1
182	в частности и	1	1
183	и во всем	1	1
184	не всегда представляется	1	1
185	в отдельности и	1	1
186	характерно и то	1	1
187	есть то самое	1	1
188	в таких условиях	1	1
189	в стране мертвых	1	1
190	принимает на себя	1	1
191	чем иным как	1	1
192	есть на самом	1	1
193	не видно никаких	1	1
194	ними в их	1	1
195	до нас в	1	1
196	своего апогея в	1	1
197	с ними в	1	1
198	здесь несколько иная	1	1
199	ведь это не	1	1
200	в частности с	1	1
201	могло и не	1	1
202	имеем дело не	2	1
203	ли есть необходимость	1	1
204	мы должны иметь	1	1
205	его как и	1	1
206	является не только	1	1
207	ставит его в	1	1
208	дело не с	1	1
209	в этом же	1	1
210	не только во	1	1
211	случае мы имеем	1	1
212	в этом смысле	1	1
213	ни жив ни	1	1
214	состоит не в	1	1
215	в свое время	4	1
216	а в русской	1	1
217	же мы можем	1	1
218	тем более что	1	1
219	до тех пор	1	1
220	однако все эти	1	1
221	в истории не	1	1
222	мужских и женских	2	1
223	мы будем иметь	1	1
224	а в тех	1	1
225	оно не случайно	1	1
226	в пределах одного	1	1
227	должно бы быть	1	1
228	в начале рассказа	1	1
229	не мог бы	1	1
230	солнца и луны	1	1
231	как бы в	1	1
232	если бы он	1	1
233	в самом начале	1	1
234	после чего следует	1	1
235	однако и в	1	1
236	то мы должны	1	1
237	до известной степени	3	1
238	как и вообще	1	1
239	но они же	1	1
240	в силу своей	1	1
241	здесь не только	4	1
242	один из характерных	1	1
243	нами не как	1	1
244	есть как бы	1	1
245	с этими последними	1	1
246	особого внимания заслуживает	1	1
247	далеко не единичный	1	1
248	они не могут	1	1
249	достигает своего апогея	1	1
250	это указание на	1	1
251	уже по одному	1	1
252	но это все	1	1
253	в этом отношении	3	1
254	в себе не	1	1
255	именно потому что	1	1
256	хотя и в	1	1
257	в такой же	1	1
258	то у нас	1	1
259	они могут быть	1	1
260	тем или иным	2	1
261	в этом мире	1	1
262	тех или иных	1	1
263	и в форме	2	1
264	и так сказать	1	1
265	определяется не только	1	1
266	в пределах одной	1	1
267	он притворяется что	1	1
268	по ту сторону	1	1
269	восходит к тому	1	1
270	а с другой	1	1
271	то что не	1	1
272	как нам кажется	3	1
273	ни к какой	1	1
274	и на примере	1	1
275	лицом к лицу	1	1
276	себя не только	1	1
277	то же время	7	1
278	не тот кто	1	1
279	и должны быть	1	1
280	в значительной степени	3	1
281	полном соответствии с	1	1
282	того или иного	5	1
283	свой путь к	1	1
284	что он ничего	1	1
285	в полном соответствии	1	1
286	обратим внимание на	1	1
287	он пошел дальше	1	1
288	жив ни мертв	1	1
289	ту или иную	1	1
290	говорилось выше с	1	1
291	именно такого рода	2	1
292	в чем собственно	1	1
293	не случайно он	1	1
294	одна из наиболее	1	1
295	в то же	7	1
296	а по своей	1	1
297	может быть признано	1	1
298	не говоря уже	1	1
299	стороны не только	1	1
300	заключается в том	1	1
301	с которыми он	1	1
302	в противном случае	2	1
303	в первом случае	1	1
304	загробный мир и	1	1
305	и каждое из	1	1
306	в сравнении с	2	1
307	мысль о том	1	1
308	не входил в	1	1
309	как одна из	1	1
310	у меня в	1	1
311	не только своим	1	1
312	уже говорилось выше	1	1
313	всяком случае не	1	1
314	можно с уверенностью	1	1
315	с этого момента	2	1
316	едва ли не	3	1
317	данном случае это	1	1
318	а в его	1	1
319	то что они	1	1
320	в основе своей	2	1
321	как и сам	1	1
322	на две части	1	1
323	но с другой	1	1
324	на первом месте	1	1
