N	2gram	Losev_Vlad	Russkaja
389	мы знаем	5	1
390	этом надо	1	1
391	в себя	1	1
392	у разных	1	1
393	за ними	1	1
394	если у	2	1
395	и ярким	1	1
396	можно назвать	1	1
397	оно будет	1	1
398	даже в	4	1
399	то у	1	1
400	была бы	1	1
401	ним в	3	1
402	не для	1	1
403	эта идея	1	1
404	под власть	1	1
405	ни было	1	1
406	ничего кроме	1	1
407	уже знаем	1	1
408	бы на	2	1
409	человек с	1	1
410	в разных	1	1
411	а это	3	1
412	чтобы стать	2	1
413	этом отношении	2	1
414	от всякой	2	1
415	многие из	1	1
416	в сущности	2	1
417	ярко выраженной	1	1
418	с некоторым	1	1
419	это обстоятельство	1	1
420	что так	1	1
421	всегда были	1	1
422	так и	11	1
423	он на	1	1
424	авторитетом и	2	1
425	те же	2	1
426	причем все	1	1
427	о которой	3	1
428	глубоко и	2	1
429	и за	3	1
430	и искренне	1	1
431	то самое	1	1
432	неудивительно что	1	1
433	и всегда	4	1
434	в тот	3	1
435	мыслящего человека	1	1
436	не хочет	1	1
437	между нами	1	1
438	по образцу	1	1
439	подобного не	1	1
440	с богом	3	1
441	не столько	4	1
442	которое является	1	1
443	с другими	1	1
444	собой разумеется	2	1
445	коренным образом	1	1
446	смысле этого	1	1
447	влияние на	1	1
448	быть может	1	1
449	в русском	2	1
450	но на	3	1
451	не на	1	1
452	все равно	1	1
453	однако при	1	1
454	за границей	3	1
455	тому же	3	1
456	а на	1	1
457	такого же	1	1
458	связь с	1	1
459	по пути	1	1
460	или не	1	1
461	столько же	2	1
462	в разные	1	1
463	здесь мы	4	1
464	больше в	1	1
465	в которой	8	1
466	а за	3	1
467	продолжается и	1	1
468	как видно	1	1
469	в свои	2	1
470	и ярко	1	1
471	что к	3	1
472	истории россии	1	1
473	с ней	3	1
474	с таким	1	1
475	что по	1	1
476	заключается не	1	1
477	заключается в	1	1
478	ближайшим образом	1	1
479	на свою	3	1
480	дело в	7	1
481	мысль о	1	1
482	о своей	1	1
483	которые как	1	1
484	нами не	1	1
485	такой обстановке	1	1
486	что не	3	1
487	в эпоху	1	1
488	с общим	1	1
489	его жизнь	1	1
490	и начало	1	1
491	а то	2	1
492	отрицать что	1	1
493	из всего	1	1
494	вот это	1	1
495	и действительно	3	1
496	представление о	2	1
497	его семья	1	1
498	к другим	1	1
499	если он	1	1
500	в жизни	4	1
501	более что	2	1
502	как понятие	1	1
503	случае не	1	1
504	человек и	1	1
505	из тех	1	1
506	и поскольку	1	1
507	и без	2	1
508	в связи	9	1
509	мы теперь	1	1
510	россии уже	1	1
511	к его	5	1
512	с ними	2	1
513	этой цели	1	1
514	но по	2	1
515	и часть	2	1
516	или даже	1	1
517	веры и	2	1
518	и следовало	1	1
519	только то	1	1
520	между прочим	18	1
521	расхождений между	1	1
522	и просто	3	1
523	того ни	1	1
524	но когда	1	1
525	другом месте	1	1
526	в которых	1	1
527	насколько это	1	1
528	есть только	1	1
529	себя к	2	1
530	роль в	1	1
531	не менее	9	1
532	и религии	1	1
533	этим самым	1	1
534	этого слова	1	1
535	участвовать в	1	1
536	понимание и	1	1
537	по своему	5	1
538	на все	3	1
539	того и	3	1
540	этого вопроса	1	1
541	в истории	4	1
542	в такой	1	1
543	со своей	5	1
544	или что	1	1
545	если этот	1	1
546	по своим	3	1
547	прочим и	2	1
548	и небольшой	1	1
549	для настоящего	1	1
550	в те	12	1
551	и это	4	1
552	в сторону	1	1
553	и постоянно	2	1
554	об этом	13	1
555	христианство с	1	1
556	и стал	3	1
557	своей жизни	5	1
558	на себе	1	1
559	так например	3	1
560	сейчас же	1	1
561	и у	4	1
562	вовсе не	8	1
563	на другие	1	1
564	на первый	4	1
565	после этой	1	1
566	в одной	1	1
567	творца и	1	1
568	тем более	4	1
569	по крайней	1	1
570	самостоятельность и	1	1
571	человека а	1	1
572	перед нами	1	1
573	казалось бы	1	1
574	привело к	1	1
575	очень скоро	1	1
576	они стремятся	1	1
577	бы в	1	1
578	не был	6	1
579	идея соединения	1	1
580	на них	1	1
581	в среду	1	1
582	основанной на	1	1
583	что эти	1	1
584	к одному	1	1
585	которая как	2	1
586	и того	1	1
587	с необычайной	1	1
588	ко всему	4	1
589	это и	2	1
590	еще и	10	1
591	сказать только	1	1
592	две совершенно	1	1
593	ни на	1	1
594	было не	2	1
595	можно сказать	10	1
596	но все	3	1
597	человека в	1	1
598	но как	6	1
599	всему этому	2	1
600	это конечно	4	1
601	и стремления	1	1
602	и других	2	1
603	в полной	3	1
604	в прежнее	1	1
605	с самого	1	1
606	над своим	1	1
607	европы но	2	1
608	язык и	1	1
609	ни у	1	1
610	его жизни	12	1
611	эти последние	4	1
612	в очень	5	1
613	тех же	3	1
614	несомненно в	1	1
615	нельзя было	1	1
616	россию на	1	1
617	он был	20	1
618	следовало ожидать	1	1
619	то и	3	1
620	чему не	1	1
621	с новыми	1	1
622	такие люди	1	1
623	чем то	1	1
624	чтобы он	3	1
625	представления о	1	1
626	в свою	3	1
627	ни один	1	1
628	который мы	1	1
629	это то	1	1
630	жизнь а	1	1
631	также и	13	1
632	ту же	1	1
633	то нужно	1	1
634	это его	1	1
635	многих случаях	1	1
636	личности и	2	1
637	не по	2	1
638	которые и	2	1
639	сказано выше	1	1
640	быть не	1	1
641	прежнее время	1	1
642	и второй	1	1
643	и технического	1	1
644	а после	1	1
645	же у	1	1
646	значение и	1	1
647	характера в	1	1
648	в руках	1	1
649	и теперь	4	1
650	что касается	6	1
651	к такой	1	1
652	всего на	4	1
653	на нем	1	1
654	и вся	1	1
655	не могло	2	1
656	он всегда	2	1
657	себе на	1	1
658	на его	7	1
659	не дала	2	1
660	хотя в	2	1
661	шла о	1	1
662	в различных	1	1
663	не могла	3	1
664	и когда	1	1
665	кто не	2	1
666	но только	3	1
667	борьба с	2	1
668	но дело	2	1
669	не следует	1	1
670	о самой	1	1
671	в действительном	1	1
672	дать ему	2	1
673	может сделать	1	1
674	и естественной	1	1
675	от своего	2	1
676	народов а	1	1
677	вот в	1	1
678	по своей	4	1
679	он есть	1	1
680	человека с	2	1
681	что когда	1	1
682	отчасти в	1	1
683	в семье	3	1
684	свою очередь	2	1
685	а во	1	1
686	в обществе	1	1
687	имя своих	1	1
688	им в	3	1
689	их и	1	1
690	еще на	3	1
691	он еще	1	1
692	всего этого	1	1
693	с ее	1	1
694	с другой	3	1
695	это же	1	1
696	с большой	1	1
697	как мы	17	1
698	в прошлом	1	1
699	известной степени	2	1
700	церквей которая	1	1
701	нами и	1	1
702	из нее	1	1
703	представить как	1	1
704	всех не	1	1
705	к ним	1	1
706	же самое	1	1
707	богу а	1	1
708	к ней	7	1
709	основан на	1	1
710	без всякого	2	1
711	нет и	2	1
712	а скорее	1	1
713	со своими	4	1
714	на компромиссы	1	1
715	одного из	1	1
716	природы и	2	1
717	себе черты	1	1
718	которых он	2	1
719	наука и	2	1
720	что во	2	1
721	что среди	1	1
722	критическом отношении	1	1
723	крайней мере	1	1
724	тот кто	1	1
725	этих последних	1	1
726	этого своего	1	1
727	для всей	1	1
728	от которой	1	1
729	его личности	2	1
730	с большим	1	1
731	реального существования	1	1
732	православной церкви	1	1
733	именно так	2	1
734	и все	8	1
735	до конца	8	1
736	на него	3	1
737	образа жизни	1	1
738	нас важно	1	1
739	только при	1	1
740	без того	1	1
741	с которым	4	1
742	и теоретическая	1	1
743	теми же	2	1
744	образом в	2	1
745	столь же	1	1
746	культура не	1	1
747	что весьма	1	1
748	в общем	4	1
749	на этот	9	1
750	никому не	1	1
751	бытия и	1	1
752	сведения о	4	1
753	том виде	1	1
754	и прежде	1	1
755	свидетельствуют о	4	1
756	до известной	1	1
757	этот последний	1	1
758	те кто	1	1
759	об этой	2	1
760	именно с	2	1
761	выражение в	2	1
762	видно из	2	1
763	важно отметить	1	1
764	от них	1	1
765	оно может	1	1
766	на место	1	1
767	в создании	1	1
768	к этому	11	1
769	что наша	1	1
770	же это	1	1
771	само собой	2	1
772	для которых	1	1
773	невозможно но	1	1
774	понятие о	1	1
775	ничего подобного	1	1
776	что вся	1	1
777	связаны с	1	1
778	для чего	1	1
779	к своей	2	1
780	у себя	1	1
781	не удалось	2	1
782	а главное	2	1
783	сам а	1	1
784	не изменит	1	1
785	россию только	1	1
786	поскольку она	1	1
787	же он	1	1
788	точка зрения	1	1
789	церкви которая	1	1
790	того же	11	1
791	и сама	2	1
792	в самой	1	1
793	западной цивилизации	1	1
794	бог есть	2	1
795	он с	1	1
796	не будучи	1	1
797	в лице	1	1
798	был в	5	1
799	найти в	1	1
800	что на	2	1
801	в известной	1	1
802	есть не	1	1
803	где мы	1	1
804	исключительно только	1	1
805	иное как	2	1
806	никак не	6	1
807	людей в	2	1
808	его можно	1	1
809	и ничего	1	1
810	любви и	1	1
811	совместно с	1	1
