N	2gram	Vygotskiy_	Vvedenie
177	из двух	3	4
178	в одном	5	4
179	в котором	6	4
180	заключается в	12	4
181	и ее	9	4
182	но ведь	2	4
183	как она	1	4
184	в своей	7	4
185	речь в	4	4
186	да и	1	4
187	сравнению с	9	4
188	в чем	5	4
189	должен быть	6	4
190	к тому	10	4
191	по крайней	1	4
192	еще не	1	4
193	не имеет	5	4
194	как о	2	4
195	и заключается	2	4
196	относящихся к	2	4
197	одной стороны	15	4
198	по сравнению	10	4
199	связана с	4	4
200	быть названо	1	4
201	по отношению	12	4
202	мы имеем	2	4
203	не вполне	1	4
204	действительность в	3	4
205	так называемых	2	4
206	отличие от	3	4
207	в отличие	3	4
208	крайней мере	1	4
209	можно сказать	6	4
210	той же	4	4
211	отношению к	11	4
212	одной из	4	4
213	связи между	3	4
214	в области	4	4
215	все более	4	4
216	только с	2	4
217	и для	3	4
218	и обратно	1	4
219	само по	3	4
220	из них	4	4
221	всего того	2	3
222	и к	9	3
223	в свое	1	3
224	с этим	8	3
225	собственном смысле	8	3
226	культурного развития	1	3
227	что с	6	3
228	и здесь	1	3
229	и на	8	3
230	как две	1	3
231	как такового	2	3
232	этой области	1	3
233	того как	6	3
234	зависит от	2	3
235	и вот	3	3
236	на том	2	3
237	такого рода	1	3
238	обе эти	4	3
239	понятно что	2	3
240	именно как	1	3
241	при этом	6	3
242	этой науки	1	3
243	что это	8	3
244	в сущности	13	3
245	из которых	6	3
246	в принципе	1	3
247	но что	3	3
248	в отношении	14	3
249	в этих	3	3
250	чем в	1	3
251	связи с	7	3
252	материал для	1	3
253	если бы	10	3
254	себе что	1	3
255	и выводы	1	3
256	и сам	2	3
257	спросить себя	2	3
258	строгом смысле	1	3
259	а также	1	3
260	в силу	8	3
261	в очень	1	3
262	мы говорим	2	3
263	во внимание	1	3
264	том виде	1	3
265	за собой	4	3
266	в конце	2	3
267	вообще не	1	3
268	сама по	3	3
269	в собственном	8	3
270	как в	7	3
271	направление в	1	3
272	большей или	1	3
273	нисколько не	2	3
274	между ними	2	3
275	зависимости от	8	3
276	в известном	4	3
277	в каком	3	3
278	той или	3	3
279	свое время	1	3
280	в конечном	4	3
281	чем же	2	3
282	бы и	4	3
283	на этой	2	3
284	и других	4	3
285	все эти	6	3
286	то это	2	3
287	и есть	2	3
288	что даже	2	3
289	язык и	1	3
290	на этом	3	3
291	свое выражение	1	3
292	стороны и	3	3
293	своей природе	3	3
294	что же	3	3
295	в значительной	2	3
296	входит в	1	3
297	по возможности	1	3
298	же как	8	3
299	в другом	7	3
300	в строгом	1	3
301	в ней	2	3
302	вот почему	5	3
303	что представляет	1	3
304	и тогда	1	3
305	во второй	1	3
306	в слове	2	3
307	в частности	8	3
308	об отношении	15	3
309	со всей	7	3
310	только на	1	3
311	исследования и	7	3
312	в изучении	2	3
313	не с	2	3
314	может служить	1	3
315	отношений между	4	3
316	в этой	13	3
317	же самое	4	3
318	в начале	2	3
319	но дело	1	3
320	не следует	1	3
321	того же	1	3
322	как оно	1	3
323	от того	7	3
324	так же	18	3
325	при помощи	2	3
326	или как	1	3
327	и наоборот	1	3
328	языков в	2	3
329	от другой	1	3
330	и той	2	3
331	всего то	1	3
332	или меньшей	1	3
333	вообще и	2	3
334	известном смысле	3	3
335	однако в	1	3
336	наряду с	3	3
337	ответа на	3	3
338	на нее	2	3
339	только по	1	3
340	что может	5	3
341	до конца	1	3
342	в своем	10	3
343	по этому	4	3
344	в зависимости	8	3
345	или иной	3	3
346	и вообще	2	3
347	что она	6	3
348	в германии	1	3
349	одна из	1	3
350	как будто	1	3
351	здесь не	1	3
352	он сам	3	3
353	к этому	7	3
354	нуждается в	2	3
355	для этого	7	3
356	в известной	2	3
357	раньше чем	3	3
358	мы видели	8	3
359	гораздо более	1	3
360	к нему	1	3
361	никогда не	8	3
362	с которыми	2	2
363	ближе к	2	2
364	во всем	4	2
365	так и	12	2
366	должна была	2	2
367	и другие	1	2
368	что они	5	2
369	философии и	3	2
370	этой книги	2	2
371	находятся в	1	2
372	что оно	6	2
373	в научной	2	2
374	на протяжении	3	2
375	после того	1	2
376	науке но	1	2
377	ни с	1	2
378	что остается	1	2
379	и сейчас	1	2
380	определяет как	1	2
381	собой в	1	2
382	от действительности	6	2
383	мы не	13	2
384	того не	1	2
385	и должно	1	2
386	смысле в	1	2
387	другого рода	1	2
388	момента в	1	2
389	есть язык	1	2
390	несмотря на	6	2
391	к действительности	13	2
392	из того	7	2
393	вопросу о	2	2
394	прийти к	2	2
395	ни к	1	2
396	учение о	4	2
397	следует что	1	2
398	природе и	3	2
399	и из	2	2
400	мысли и	7	2
401	сам по	3	2
402	какой бы	1	2
403	после этого	1	2
404	а затем	5	2
405	о которой	2	2
406	и сама	1	2
407	явлениями в	1	2
408	время не	1	2
409	него в	1	2
410	в работах	1	2
411	для объяснения	2	2
412	для них	1	2
413	не столько	4	2
414	критики и	1	2
415	у нас	1	2
416	самое что	1	2
417	целом ряде	2	2
418	в следующем	4	2
419	них и	1	2
420	лежит в	3	2
421	и развития	2	2
422	к самой	1	2
423	говорит он	27	2
424	в таких	1	2
425	в своих	6	2
426	не было	1	2
427	что нет	1	2
428	стоит в	1	2
429	этой точки	2	2
430	двоякого рода	1	2
431	течение многих	1	2
432	что к	1	2
433	именно оно	1	2
434	и с	10	2
435	наших дней	1	2
436	с ней	3	2
437	необходимо спросить	1	2
438	каким образом	3	2
439	изложения и	2	2
440	значение в	4	2
441	виде в	3	2
442	это есть	2	2
443	по существу	8	2
444	как увидим	2	2
445	как явление	2	2
446	жизни и	2	2
447	например в	1	2
448	до наших	1	2
449	значении этого	1	2
450	тому что	6	2
451	случае не	2	2
452	в наиболее	1	2
453	и без	1	2
454	к таким	1	2
455	в связи	3	2
456	целое и	2	2
457	подобно тому	2	2
458	но пока	1	2
459	в соответствии	1	2
460	выражение в	1	2
461	рядом с	1	2
462	и так	1	2
463	и вопрос	1	2
464	оказалось что	1	2
465	другом месте	6	2
466	следовательно и	1	2
467	в ряду	1	2
468	к своему	2	2
469	и при	2	2
470	и со	2	2
471	к какому	1	2
472	по тем	1	2
473	по его	2	2
474	о которых	4	2
475	тем именно	1	2
476	себе и	3	2
477	те кто	2	2
478	возникает вопрос	2	2
479	поставить в	1	2
480	как только	3	2
481	могло бы	2	2
482	не иначе	1	2
483	вопрос что	1	2
484	и те	2	2
485	казалось бы	8	2
486	как сказано	1	2
487	в дальнейшем	1	2
488	влечет за	2	2
489	во всех	4	2
490	этих двух	4	2
491	которая как	1	2
492	действительности в	1	2
493	при всей	1	2
494	и потому	3	2
495	которые не	4	2
496	но как	1	2
497	мы можем	11	2
498	а с	8	2
499	не существует	4	2
500	не могли	2	2
501	можно считать	2	2
502	бы с	3	2
503	что мы	9	2
504	когда мы	2	2
505	это понятие	2	2
506	движение от	2	2
507	что каждая	1	2
508	само собой	1	2
509	так называемая	1	2
510	мы уже	7	2
511	ничего не	6	2
512	чтобы он	1	2
513	в свою	4	2
514	тому как	3	2
515	с научной	1	2
516	только так	1	2
517	по самой	2	2
518	и представить	2	2
519	уже знаем	1	2
520	более общего	1	2
521	у них	1	2
522	мы должны	11	2
523	из которой	3	2
524	не мог	1	2
525	что если	3	2
526	именно на	1	2
527	увидим что	2	2
528	две части	2	2
529	объяснить его	1	2
530	отношении к	1	2
531	речь идет	4	2
532	работы как	1	2
533	собой нечто	1	2
534	хотя в	1	2
535	точно так	2	2
536	из него	1	2
537	в тех	2	2
538	от других	1	2
539	в форме	1	2
540	вообще в	1	2
541	это во-первых	1	2
542	факт что	3	2
543	и до	5	2
544	этой стороны	1	2
545	это может	1	2
546	в обоих	1	2
547	свою очередь	3	2
548	служить предметом	1	2
549	своего материала	1	2
550	состоит в	4	2
551	одной и	2	2
552	известной мере	1	2
553	проблемы и	4	2
554	что можно	4	2
555	как известная	1	2
556	что здесь	2	2
557	одно и	2	2
558	соответствии с	1	2
559	если это	2	2
560	мы называем	3	2
561	но вместе	5	2
562	и др	5	2
563	должно быть	4	2
564	к проблемам	2	2
565	в основу	3	2
566	с наукой	1	2
567	с чем	2	2
568	все время	8	2
569	том же	4	2
570	который по	2	2
571	тем более	7	2
572	с помощью	16	2
573	что именно	3	2
574	на то	11	2
575	только после	1	2
576	его к	3	2
577	слова как	3	2
578	бы ее	1	2
579	к книге	1	2
580	же это	2	2
581	это в	1	2
582	на котором	1	2
583	возникает и	1	2
584	этого слова	7	2
585	конце концов	1	2
586	которого мы	1	2
587	так называемое	1	2
588	так называемые	1	2
589	его можно	1	2
590	бы в	5	2
591	жизни как	1	2
592	имеет свою	2	2
593	применительно к	1	2
594	в совокупности	1	2
595	не к	3	2
596	сомнений в	2	2
597	не выдерживает	2	1
598	одном отношении	1	1
599	что было	1	1
600	мышления так	1	1
601	всего в	3	1
602	были бы	2	1
603	иначе говоря	4	1
604	которую можно	3	1
605	к целому	1	1
606	то в	1	1
607	из врожденных	1	1
608	имеет своим	1	1
609	для начала	1	1
610	мысли по	2	1
611	рассуждения с	2	1
612	только тогда	4	1
613	тому пути	1	1
614	к общему	1	1
615	чтобы выяснить	2	1
616	и составляет	3	1
617	на других	2	1
618	главе с	1	1
619	все что	4	1
620	бы обозначить	1	1
621	связное целое	2	1
622	становится возможным	2	1
623	мы видим	7	1
624	которая должна	1	1
625	нашего исследования	8	1
626	то очевидно	1	1
627	операций над	1	1
628	и многие	1	1
629	явно не	1	1
630	короче говоря	2	1
631	человека к	4	1
632	как одна	1	1
633	та же	1	1
634	за ним	1	1
635	речи правда	2	1
636	мышления и	50	1
637	ли все	1	1
638	уяснить себе	1	1
639	а наоборот	1	1
640	от его	5	1
641	не похожих	1	1
642	может не	4	1
643	потребностей в	1	1
644	которое он	1	1
645	своим источником	1	1
646	к человеку	1	1
647	в момент	1	1
648	бы то	1	1
649	заключенное в	1	1
650	как известное	1	1
651	ли они	1	1
652	чтобы быть	2	1
653	на язык	2	1
654	прямо говорит	4	1
655	жизни а	1	1
656	им как	1	1
657	нужно было	1	1
658	которая в	2	1
659	время и	1	1
660	с известным	1	1
661	этой ошибки	1	1
662	как к	1	1
663	за исключением	1	1
664	которые он	2	1
665	в общих	1	1
666	том числе	3	1
667	сходных с	2	1
668	которых мы	2	1
669	вопрос который	4	1
670	гораздо менее	3	1
671	для себя	7	1
672	сверх того	1	1
673	самое понятие	1	1
674	в поисках	2	1
675	у каждого	1	1
676	эти отдельные	1	1
677	мы знаем	3	1
678	отношения к	3	1
679	или по	1	1
680	из основных	3	1
681	условий в	2	1
682	его содержание	1	1
683	еще более	1	1
684	именно для	1	1
685	однако и	1	1
686	материала и	1	1
687	с вещами	2	1
688	и основной	3	1
689	новое и	1	1
690	для него	5	1
691	эта идея	1	1
692	которых он	3	1
693	моментом в	1	1
694	оставалась в	1	1
695	ни было	1	1
696	которых становится	1	1
697	на одно	1	1
698	это значит	1	1
699	а это	1	1
700	связи в	1	1
701	многих лет	1	1
702	целого к	1	1
703	с ним	3	1
704	и восприятия	1	1
705	в пользу	6	1
706	связей и	2	1
707	кроме того	1	1
708	почему в	1	1
709	что при	3	1
710	деятельность есть	1	1
711	целого ряда	1	1
712	этого говорит	1	1
713	пункте и	1	1
714	что так	1	1
715	в некоторых	1	1
716	одном и	1	1
717	отсюда следует	1	1
718	от времени	1	1
719	положение что	2	1
720	между этим	2	1
721	но действительность	1	1
722	ее в	3	1
723	и говорить	1	1
724	это изменение	1	1
725	в область	1	1
726	от этой	1	1
727	для нас	4	1
728	выше чем	1	1
729	интерес к	1	1
730	все свое	1	1
731	указание на	4	1
732	и принципиально	1	1
733	представить в	1	1
734	слова в	2	1
735	и о	1	1
736	то мы	1	1
737	самом же	1	1
738	оторванной от	1	1
739	а есть	1	1
740	на самом	4	1
741	на одной	2	1
742	или иную	1	1
743	здесь в	1	1
744	которые хотя	1	1
745	предисловии к	4	1
746	далее в	1	1
747	объяснения того	1	1
748	его от	1	1
749	коренным образом	1	1
750	на которой	4	1
751	возможно только	1	1
752	мог не	1	1
753	основной вопрос	1	1
754	понятий в	1	1
755	приходит к	4	1
756	нет еще	1	1
757	себе не	1	1
758	все прочие	2	1
759	в указании	2	1
760	у него	2	1
761	по словам	1	1
762	что между	4	1
763	идеализма и	1	1
764	частности в	1	1
765	не на	1	1
766	качестве примера	1	1
767	существует и	1	1
768	под этим	2	1
769	мы находим	7	1
770	разумеется не	1	1
771	раз в	3	1
772	по причинам	1	1
773	может представить	1	1
774	отношения между	3	1
775	вопрос об	8	1
776	работы и	2	1
777	что все	8	1
778	оно не	1	1
779	также в	1	1
780	закономерности которые	1	1
781	как не	1	1
782	как они	2	1
783	отдельных этапов	1	1
784	как эти	1	1
785	научного знания	2	1
786	психологии и	1	1
787	внутреннее единство	1	1
788	есть нечто	2	1
789	если не	3	1
790	но на	4	1
791	или не	1	1
792	все то	1	1
793	с неизбежностью	2	1
794	прямо к	1	1
795	просто как	1	1
796	или в	2	1
797	распространенного в	1	1
798	понятии которое	1	1
799	мысли автора	1	1
800	когда оно	1	1
801	от своего	1	1
802	из важнейших	2	1
803	и можно	1	1
804	их по	1	1
805	на которое	1	1
806	что его	6	1
807	проблемы в	1	1
808	могло не	1	1
809	сходство и	1	1
810	всех его	1	1
811	и внутри	1	1
812	слова но	1	1
813	духовного развития	1	1
814	что у	3	1
815	заключается не	1	1
816	проблем и	1	1
817	пока мы	1	1
818	этот факт	1	1
819	с другими	5	1
820	на какой-нибудь	1	1
821	и все	7	1
822	которые она	2	1
823	иными словами	2	1
824	в некотором	1	1
825	сам собой	1	1
826	еще в	1	1
827	направленности на	1	1
828	что способно	1	1
829	иначе как	1	1
830	увидеть что	1	1
831	но для	2	1
832	чтобы определить	1	1
833	опыта и	3	1
834	ее отношения	3	1
835	слов с	3	1
836	из всего	1	1
837	и будет	1	1
838	сторона его	1	1
839	лишь к	1	1
840	представление о	7	1
841	известной части	1	1
842	очевидно что	4	1
843	слова а	1	1
844	значения и	2	1
845	для исследователя	2	1
846	в таком	1	1
847	я и	1	1
848	судить о	1	1
849	в среде	1	1
850	в жизни	2	1
851	при исследовании	1	1
852	можно назвать	2	1
853	места и	1	1
854	мысли но	3	1
855	заметить что	3	1
856	же заключается	1	1
857	не остается	3	1
858	в стороне	2	1
859	постоянном взаимодействии	1	1
860	ради самого	1	1
861	на определенной	1	1
862	с той	3	1
863	уже выше	2	1
864	долгое время	1	1
865	обстоятельство что	2	1
866	типа и	2	1
867	целой группе	1	1
868	есть совершенно	1	1
869	исследованию в	1	1
870	речь не	3	1
871	быть понято	1	1
872	в точном	1	1
873	их из	1	1
874	или даже	2	1
875	в языкознании	1	1
876	общих чертах	1	1
877	между прочим	1	1
878	выделить в	1	1
879	значит не	1	1
880	в одно	1	1
881	почему к	1	1
882	на эту	2	1
883	знания с	2	1
884	неспособность к	1	1
885	момент он	1	1
886	во главе	1	1
887	себя к	1	1
888	собой не	1	1
889	становится все	1	1
890	нет нужды	1	1
891	не от	1	1
892	как с	1	1
893	без этого	2	1
894	особенности в	1	1
895	словом как	1	1
896	и я	2	1
897	в такой	4	1
898	по различным	1	1
899	при изложении	1	1
900	свою особую	2	1
901	отличается от	1	1
902	между собой	5	1
903	в новом	3	1
904	слово в	1	1
905	действительно представляют	1	1
906	в свете	5	1
907	что исследования	1	1
908	стороне дела	1	1
909	том как	1	1
910	и последовательные	1	1
911	быть путь	1	1
912	это было	1	1
913	других человеческих	1	1
914	для современной	3	1
915	они говорят	2	1
916	в итоге	1	1
917	выходящее за	1	1
918	которого не	1	1
919	на его	1	1
920	и этих	1	1
921	он по	2	1
922	к мысли	3	1
923	в сторону	1	1
924	которая не	1	1
925	какой они	1	1
926	к целой	1	1
927	для нашей	1	1
928	тому же	1	1
929	для читателя	1	1
930	как именно	2	1
931	в эту	4	1
932	что вообще	1	1
933	общем понятии	1	1
934	теперь и	1	1
935	говорит об	1	1
936	и понимания	2	1
937	и у	1	1
938	что их	1	1
939	в одной	3	1
940	мысли в	6	1
941	действительности и	4	1
942	относиться к	1	1
943	не существовать	1	1
944	заключенного в	1	1
945	действительности который	1	1
946	связано с	3	1
947	и другого	1	1
948	действительности а	2	1
949	а для	2	1
950	по поводу	5	1
951	вопроса о	3	1
952	бы нас	1	1
953	за этой	2	1
954	психологии не	1	1
955	с первого	1	1
956	нам представляется	1	1
957	ему не	1	1
958	на них	1	1
959	чтобы увидеть	1	1
960	мы по	1	1
961	по вопросу	1	1
962	самой себе	1	1
963	чтобы сделать	1	1
964	что признание	1	1
965	в природе	4	1
966	что эти	3	1
967	всегда и	3	1
968	тех областях	1	1
969	определенной ступени	2	1
970	перестает быть	1	1
971	у этих	1	1
972	и тех	1	1
973	его учениками	1	1
974	того или	1	1
975	разница между	1	1
976	к нашему	1	1
977	не видит	1	1
978	к речи	2	1
979	совершенно не	1	1
980	этом пункте	3	1
981	целое в	1	1
982	совершенно понятно	1	1
983	и эти	2	1
984	находит свое	1	1
985	в противовес	1	1
986	реальным и	1	1
987	в центр	1	1
988	с двумя	2	1
989	и многое	1	1
990	а к	2	1
991	факта что	4	1
992	уже сказано	8	1
993	и более	6	1
994	вытекает из	3	1
995	каждая из	2	1
996	с самого	9	1
997	образом мы	2	1
998	на нечто	1	1
999	своих исследованиях	2	1
1000	в действительности	1	1
1001	две различные	1	1
1002	и социального	1	1
1003	что поэтому	1	1
1004	что этот	2	1
1005	на части	1	1
1006	тем мы	1	1
1007	и внутренне	1	1
1008	в предисловии	5	1
1009	указании на	2	1
1010	восприятия в	1	1
1011	области изучения	1	1
1012	к слову	6	1
1013	направлено на	2	1
1014	значит что	1	1
1015	о чем-то	1	1
1016	которых в	2	1
1017	что действительно	1	1
1018	тех же	3	1
1019	потребность в	5	1
1020	поскольку это	1	1
1021	ничего сверх	1	1
1022	превращается в	3	1
1023	это как	2	1
1024	характера мы	1	1
1025	полагали что	1	1
1026	в самых	4	1
1027	чистом виде	1	1
1028	относящееся ко	1	1
1029	могут привести	1	1
1030	еще на	4	1
1031	ближайшую задачу	1	1
1032	другими словами	1	1
1033	связь и	2	1
1034	так сказать	1	1
1035	возможности точно	1	1
1036	наконец в	2	1
1037	развития с	2	1
1038	автора и	1	1
1039	не дает	1	1
1040	этой идеи	1	1
1041	во всей	8	1
1042	ту или	2	1
1043	всей решительностью	1	1
1044	этом ее	2	1
1045	одну из	4	1
1046	слово которое	1	1
1047	а от	1	1
1048	что наука	1	1
1049	этими явлениями	1	1
1050	фактов не	1	1
1051	не по	1	1
1052	что находится	1	1
1053	развитом виде	1	1
1054	с полным	1	1
1055	с какой	1	1
1056	бы назвать	2	1
1057	для данной	1	1
1058	не быть	1	1
1059	тот факт	1	1
1060	этом пути	1	1
1061	самое существенное	1	1
1062	этой форме	1	1
1063	корни этой	1	1
1064	но здесь	1	1
1065	которое обозначается	1	1
1066	эту схему	1	1
1067	образом связана	1	1
1068	и другой	1	1
1069	по многим	1	1
1070	оттолкнуться от	1	1
1071	не всегда	1	1
1072	вопроса об	2	1
1073	труда но	1	1
1074	своим собственным	1	1
1075	от первых	1	1
1076	явления в	1	1
1077	в себя	2	1
1078	из себя	1	1
1079	вопросом об	1	1
1080	и т.п	5	1
1081	в которой	6	1
1082	именно потому	2	1
1083	полным основанием	1	1
1084	которая по	1	1
1085	лишь в	9	1
1086	бы только	1	1
1087	то обстоятельство	2	1
1088	между двумя	2	1
1089	в значении	1	1
1090	только один	1	1
1091	особенно важно	1	1
1092	к вопросу	4	1
1093	надо сказать	1	1
1094	в свет	1	1
1095	не могло	5	1
1096	должны быть	2	1
1097	между отдельными	3	1
1098	их развитии	1	1
1099	уже у	1	1
1100	что внутренняя	1	1
1101	содержания и	1	1
1102	нужда в	1	1
1103	возможно более	1	1
1104	практической деятельностью	1	1
1105	мы снова	1	1
1106	и та	1	1
1107	есть ли	1	1
1108	общения и	3	1
1109	сюда относятся	1	1
1110	слова не	1	1
1111	и является	2	1
1112	и критика	1	1
1113	разницей что	1	1
1114	даны уже	1	1
1115	нас с	2	1
1116	к области	1	1
1117	не могла	1	1
1118	как если	3	1
1119	остается ничего	3	1
1120	и тот	1	1
1121	своей практической	1	1
1122	за пределы	4	1
1123	не потому	2	1
1124	заключает в	1	1
1125	говорит что	9	1
1126	действительность не	3	1
1127	в учении	7	1
1128	чтобы убедиться	2	1
1129	большей частью	1	1
1130	проблем в	2	1
1131	удалось показать	1	1
1132	всего остального	1	1
1133	образованию понятий	1	1
1134	самого понятия	1	1
1135	значительной степени	2	1
1136	существует ли	1	1
1137	также не	2	1
1138	дать ему	1	1
1139	только то	2	1
1140	что такая	1	1
1141	то как	1	1
1142	стороны как	1	1
1143	таких случаях	1	1
1144	от той	2	1
1145	для научной	1	1
1146	говорят по	1	1
1147	единого целого	1	1
1148	общественной жизни	3	1
1149	отношении она	1	1
1150	и сообщение	1	1
1151	зрения между	1	1
1152	смежных областей	1	1
1153	что из	1	1
1154	и всегда	1	1
1155	в нерасчлененном	1	1
1156	человека и	6	1
1157	фантазии и	1	1
1158	принять его	1	1
1159	самого начала	9	1
1160	и речи	45	1
1161	для дальнейшего	2	1
1162	ростом и	1	1
1163	должны были	6	1
1164	то ни	1	1
1165	входить в	1	1
1166	он представляет	2	1
1167	в чистом	1	1
1168	внутренняя связь	1	1
1169	целом но	1	1
1170	есть продукт	1	1
1171	убедиться в	5	1
1172	мере не	1	1
1173	всего что	1	1
1174	речь он	1	1
1175	потому и	2	1
1176	того кто	2	1
1177	как эта	1	1
1178	могло быть	1	1
1179	но которые	1	1
1180	пункт в	2	1
1181	имеем в	1	1
1182	на которые	1	1
1183	проблема и	2	1
1184	показывает как	2	1
1185	в чрезвычайно	1	1
1186	как их	1	1
1187	научила бы	1	1
1188	два различных	1	1
1189	ведь это	1	1
1190	совершенно то	1	1
1191	он в	6	1
1192	корни и	1	1
1193	нет и	1	1
1194	которую в	1	1
1195	место в	1	1
1196	на деле	5	1
1197	примера можно	1	1
1198	но который	1	1
1199	относительно поздно	1	1
1200	одного из	4	1
1201	на две	3	1
1202	к новым	1	1
1203	впервые в	1	1
1204	а и	1	1
1205	к ним	2	1
1206	в реальной	1	1
1207	с удивительной	1	1
1208	и никогда	1	1
1209	и каждая	1	1
1210	главным образом	2	1
1211	если мы	8	1
1212	речи в	17	1
1213	без всякого	2	1
1214	назвать в	1	1
1215	то возникает	1	1
1216	в ходе	9	1
1217	и которая	2	1
1218	языке здесь	1	1
1219	чрезвычайно важный	1	1
1220	и никакого	1	1
1221	имеют не	1	1
1222	подход к	2	1
1223	этого метода	1	1
1224	что есть	1	1
1225	условия для	1	1
1226	или с	1	1
1227	первостепенное значение	1	1
1228	но нет	1	1
1229	не задает	1	1
1230	она неизбежно	1	1
1231	приводят к	1	1
1232	сознание а	1	1
1233	формы в	1	1
1234	точку зрения	8	1
1235	которое мы	6	1
1236	для изучения	1	1
1237	двух разнородных	3	1
1238	анализа и	1	1
1239	смотрят на	1	1
1240	эта черта	1	1
1241	остается еще	2	1
1242	в высшей	7	1
1243	к которому	4	1
1244	к фактам	1	1
1245	на отдельные	3	1
1246	это дает	1	1
1247	зрения на	1	1
1248	фокусом в	1	1
1249	момента может	1	1
1250	образом отношения	1	1
1251	действительно не	4	1
1252	и от	4	1
1253	для которого	3	1
1254	которой находится	1	1
1255	бы сказать	3	1
1256	тенденцию к	3	1
1257	мысли как	4	1
1258	понятия о	2	1
1259	и специальные	1	1
1260	которыми мы	1	1
1261	слово но	1	1
1262	мысль которая	1	1
1263	значило бы	1	1
1264	эта работа	1	1
1265	не обязанность	1	1
1266	говорим об	2	1
1267	и дальше	1	1
1268	же мы	1	1
1269	отрицательный ответ	1	1
1270	этот последний	1	1
1271	момента и	1	1
1272	социального общения	1	1
1273	из анализа	1	1
1274	включает в	2	1
1275	к образованию	1	1
1276	этого же	2	1
1277	чем к	2	1
1278	т.д и	2	1
1279	на всем	3	1
1280	и потребность	1	1
1281	и новые	1	1
1282	показывает что	4	1
1283	в отдельных	3	1
1284	для исследования	1	1
1285	этого необходимы	1	1
1286	котором мы	1	1
1287	к этим	3	1
1288	во время	1	1
1289	остановиться на	1	1
1290	и после	1	1
1291	для этой	1	1
1292	в системе	1	1
1293	если можно	1	1
