N	2gram	Losev_Prob	VelikijI
130	это не	8	2
131	земли и	2	2
132	это все	2	2
133	между тем	2	2
134	не только	28	2
135	и над	1	2
136	для него	2	2
137	два начала	1	2
138	вот почему	1	2
139	человека как	1	2
140	ивана карамазова	1	2
141	и тогда	4	2
142	с ним	4	2
143	выше всего	1	2
144	на этих	1	2
145	является в	1	2
146	которой они	1	2
147	под разными	1	2
148	не будет	4	2
149	с презрением	1	2
150	ее в	2	2
151	для нас	14	2
152	и то	6	2
153	своей истории	1	2
154	и за	2	2
155	на нас	1	2
156	прежде всего	15	2
157	а есть	1	2
158	для них	3	2
159	который тоже	2	2
160	можно было	4	2
161	так не	1	2
162	в форме	1	2
163	людей и	13	2
164	вслед за	2	2
165	и это	3	2
166	от этих	1	2
167	мы не	7	2
168	конечно не	2	2
169	только в	21	2
170	все равно	1	2
171	а с	4	2
172	под этим	1	2
173	а в	8	2
174	до того	3	2
175	в духе	4	2
176	в прошлом	1	2
177	не хотел	2	2
178	в число	1	2
179	истории и	1	2
180	и сам	5	2
181	людей так	1	2
182	и любви	1	2
183	нет и	3	2
184	это мы	2	2
185	верит в	4	2
186	но не	12	2
187	у людей	5	2
188	и никогда	3	2
189	с абсолютным	1	2
190	тем что	2	2
191	тот кто	2	2
192	бога как	1	2
193	легенда о	1	2
194	духа и	2	2
195	и во	2	2
196	огонь с	2	2
197	могут быть	2	2
198	с тем	7	2
199	и т	2	2
200	на тебя	2	2
201	во главе	1	2
202	для людей	4	2
203	его к	2	2
204	не могут	3	2
205	т д	1	2
206	у байрона	1	2
207	да и	5	2
208	есть уже	1	2
209	том что	29	2
210	когда в	1	2
211	почему в	2	2
212	мир и	2	2
213	для их	2	2
214	для человека	2	2
215	верит что	1	2
216	и окончательное	1	2
217	в существе	1	2
218	что их	1	2
219	уже не	12	2
220	раз о	1	2
221	мира в	3	2
222	не к	3	2
223	людей не	3	2
224	нас если	1	1
225	свобода и	1	1
226	всем людям	2	1
227	жизни но	1	1
228	в новом	1	1
229	в самом	7	1
230	во всем	5	1
231	бы то	4	1
232	были в	1	1
233	художественный образ	4	1
234	могли бы	2	1
235	и другие	4	1
236	то есть	38	1
237	перестала быть	1	1
238	раба не	1	1
239	было не	1	1
240	божественного в	1	1
241	человека в	3	1
242	но как	3	1
243	все в	3	1
244	возможно в	1	1
245	превратится в	1	1
246	человеческой души	1	1
247	и самое	2	1
248	и быть	1	1
249	самой жизни	1	1
250	что очень	1	1
251	земли с	1	1
252	что оно	2	1
253	на котором	1	1
254	бога в	2	1
255	тебя и	1	1
256	человек был	1	1
257	людей от	1	1
258	любви и	4	1
259	это тот	1	1
260	с гордостью	1	1
261	окончательного и	1	1
262	человеческой жизни	5	1
263	государство в	1	1
264	тоже не	2	1
265	он говорит	2	1
266	будто бы	5	1
267	и на	9	1
268	ничем не	1	1
269	он дал	2	1
270	она и	2	1
271	тому кто	1	1
272	вопрос о	2	1
273	на этом	1	1
274	же и	2	1
275	может быть	11	1
276	они не	3	1
277	после того	3	1
278	между собою	2	1
279	но часто	1	1
280	раз и	2	1
281	свое место	1	1
282	отпадения от	2	1
283	человека не	1	1
284	если в	2	1
285	дел и	1	1
286	указать на	1	1
287	того как	5	1
288	наконец от	1	1
289	слово это	1	1
290	и уж	1	1
291	мы увидим	1	1
292	и вообще	11	1
293	до времени	1	1
294	и который	4	1
295	человечество и	3	1
296	в роли	2	1
297	и вот	1	1
298	его с	2	1
299	она не	1	1
300	но она	1	1
301	уже в	4	1
302	всякого смысла	1	1
303	ничего выше	1	1
304	нас как	1	1
305	маркса в	1	1
306	для себя	6	1
307	и два	1	1
308	красоте и	1	1
309	у них	1	1
310	с этой	4	1
311	то же	6	1
312	и если	2	1
313	для всякого	1	1
314	забыл что	1	1
315	свое дело	1	1
316	во что	1	1
317	в катакомбах	1	1
318	то ни	4	1
319	для того	4	1
320	iv в	4	1
321	а христос	1	1
322	это только	1	1
323	людей но	5	1
324	не по	1	1
325	образ и	1	1
326	не быть	1	1
327	свободного и	1	1
328	не для	2	1
329	и должна	1	1
330	эта идея	2	1
331	новых болезней	1	1
332	но от	1	1
333	и любовь	2	1
334	ничего кроме	1	1
335	что это	4	1
336	более всего	2	1
337	и новой	1	1
338	это значит	3	1
339	образа в	1	1
340	не всегда	5	1
341	картины которую	1	1
342	в следующих	1	1
343	людей как	1	1
344	тобой и	1	1
345	с внутренним	1	1
346	от всякой	1	1
347	же им	1	1
348	в глазах	1	1
349	о чем	2	1
350	с такой	2	1
351	образ в	1	1
352	в ее	6	1
353	и тем	4	1
354	и уже	2	1
355	и счастье	1	1
356	души и	1	1
357	и чести	2	1
358	если б	1	1
359	говорит о	9	1
360	как это	5	1
361	этот мир	3	1
362	тут не	1	1
363	чем у	1	1
364	и тут	4	1
365	мы в	1	1
366	мы все	1	1
367	что человек	1	1
368	вечной истины	1	1
369	в которую	1	1
370	что люди	2	1
371	в человеке	1	1
372	победы над	1	1
373	вся дальнейшая	1	1
374	не были	1	1
375	слова не	1	1
376	в одном	6	1
377	же что	1	1
378	у нас	17	1
379	нового времени	4	1
380	церкви и	1	1
381	о своем	2	1
382	в этой	14	1
383	других людей	1	1
384	это слово	1	1
385	в результате	11	1
386	в трех	2	1
387	говорит что	1	1
388	от мирового	1	1
389	кто бы	1	1
390	в виду	3	1
391	будущее царство	1	1
392	другой стороны	8	1
393	человека что	1	1
394	в день	1	1
395	человеческого духа	4	1
396	еще больше	2	1
397	и хотя	2	1
398	нет никакого	6	1
399	творческую силу	2	1
400	на людей	1	1
401	я не	3	1
402	против того	1	1
403	его по	1	1
404	и вновь	1	1
405	мира для	1	1
406	человека к	1	1
407	основана на	1	1
408	уже и	4	1
409	у него	13	1
410	по словам	2	1
411	из нас	1	1
412	отпадением от	1	1
413	власти и	2	1
414	в новых	2	1
415	так же	7	1
416	в виде	25	1
417	что бы	1	1
418	своей любовью	1	1
419	в я	1	1
420	любви к	2	1
421	не был	1	1
422	в будущем	1	1
423	но с	1	1
424	и всех	2	1
425	в своих	3	1
426	является и	2	1
427	люди эти	1	1
428	с небом	2	1
429	и хотел	1	1
430	в противоположность	3	1
431	их и	1	1
432	и жажды	1	1
433	к свободе	1	1
434	всего что	1	1
435	человеческой природы	1	1
436	о возможности	1	1
437	и остается	1	1
438	с другой	8	1
439	на разных	1	1
440	свою роль	1	1
441	в которой	7	1
442	но все	6	1
443	богами и	3	1
444	вот что	4	1
445	ее от	1	1
446	я в	4	1
447	и с	10	1
448	и можно	6	1
449	к ним	3	1
450	могут сказать	1	1
451	жизнь в	3	1
452	и говорит	2	1
453	каким образом	1	1
454	человеческого общества	1	1
455	людей а	2	1
456	отношение к	3	1
457	на нее	1	1
458	которого они	1	1
459	известном смысле	1	1
460	на тысячу	1	1
461	бытия и	1	1
462	в мир	3	1
463	себя с	1	1
464	то и	7	1
465	и полное	1	1
466	или даже	4	1
467	но вот	1	1
468	ее но	1	1
469	него не	2	1
470	и другое	6	1
471	легенде о	1	1
472	никогда и	1	1
473	найти в	1	1
474	еще с	1	1
475	как мы	5	1
476	человеческую личность	1	1
477	и до	2	1
478	бы от	1	1
479	прошлом и	1	1
480	о небе	1	1
481	ли было	1	1
482	любви в	1	1
483	пути и	1	1
484	бы все	1	1
485	ты дал	1	1
486	у человека	1	1
487	смысле и	1	1
488	на него	3	1
489	в своем	16	1
490	как бог	1	1
491	меня в	4	1
492	человек и	2	1
493	против всяких	1	1
494	ни стало	1	1
495	его на	3	1
496	был в	3	1
497	еще и	6	1
498	к жизни	1	1
499	и от	7	1
500	богов а	1	1
501	нам и	1	1
502	земле то	1	1
503	за которым	1	1
504	мы будем	2	1
505	как она	1	1
506	но дух	1	1
507	ничего не	3	1
508	весь мир	1	1
509	свое и	1	1
510	равно не	1	1
511	истины и	1	1
512	с ними	1	1
513	то уж	1	1
514	им и	1	1
515	в сознании	3	1
516	духа в	2	1
517	и очень	3	1
518	ней и	1	1
519	по крайней	8	1
520	в третьем	1	1
521	в атмосфере	2	1
522	природы и	2	1
523	титанов не	1	1
524	и так	3	1
525	вместе с	15	1
526	все же	12	1
527	бунт против	1	1
528	в одно	6	1
529	идет по	1	1
530	человечество в	2	1
531	но я	2	1
532	человека когда	1	1
533	и вместе	3	1
534	своей и	1	1
535	но под	1	1
536	мировой истории	1	1
537	и которые	3	1
538	как в	3	1
539	в легенде	1	1
540	жизни в	7	1
541	значение в	1	1
542	по законам	1	1
543	им в	1	1
544	спасти человечество	1	1
545	это символ	5	1
546	можно ли	2	1
547	небом и	1	1
548	эту истину	1	1
549	бы ни	1	1
550	себя и	1	1
551	духа который	3	1
552	а его	5	1
553	и по	2	1
554	их на	1	1
555	в xx	1	1
556	всем мире	2	1
557	к этому	2	1
558	всего только	1	1
559	небе и	1	1
560	образ мой	1	1
561	в их	4	1
562	со своей	1	1
563	с которым	2	1
564	много говорить	1	1
565	который я	1	1
566	это в	2	1
567	ли он	2	1
568	и свободу	2	1
569	так легко	1	1
570	в двух	1	1
571	мира и	5	1
572	что человечество	1	1
573	конце концов	7	1
574	насилия и	1	1
575	поскольку он	1	1
576	бытия в	1	1
577	нам же	1	1
578	и создал	1	1
579	во власть	1	1
580	символом власти	1	1
581	хотел бы	1	1
582	которого не	2	1
583	в известном	2	1
584	людям и	1	1
585	да будет	1	1
586	таким же	1	1
587	не просто	12	1
588	он был	5	1
589	не случайно	1	1
590	в едином	1	1
591	насилие и	1	1
592	людям в	1	1
593	хотели бы	3	1
594	бог есть	1	1
595	и слишком	2	1
596	как сама	1	1
597	крайней мере	8	1
598	это он	1	1
599	было что	1	1
600	и ее	2	1
601	вовсе не	18	1
602	упорно и	1	1
603	но к	2	1
604	что на	1	1
605	людей с	1	1
606	жизни с	1	1
607	их для	1	1
608	это самое	1	1
609	в искусстве	2	1
610	бы это	1	1
611	и нет	4	1
612	зла и	3	1
613	это лишь	1	1
614	бы в	2	1
615	к нему	3	1
616	от них	2	1
617	и смерти	3	1
618	кроме скуки	1	1
619	а потом	4	1
