N	2gram	Bakhtin_Pr	VLabPisa
154	именно в	1	3
155	творчества на	1	3
156	или иная	1	3
157	например в	3	3
158	разума и	1	3
159	момент в	1	3
160	между ними	4	3
161	и как	8	3
162	и художественное	2	3
163	в слове	3	3
164	в которых	1	3
165	и отдельных	2	3
166	не столь	1	3
167	том как	2	3
168	и художественного	3	3
169	мира и	1	3
170	своем творчестве	1	3
171	вовсе не	2	3
172	бы в	1	3
173	и мир	2	3
174	а в	6	3
175	что не	4	3
176	как о	1	3
177	в котором	2	3
178	в основных	1	3
179	даже и	1	3
180	она не	2	3
181	в противоположность	1	3
182	в значительной	2	3
183	его не	2	3
184	того чтобы	2	3
185	для того	2	3
186	тому как	1	3
187	так называемые	1	3
188	всех других	1	3
189	как он	1	3
190	далеко не	5	3
191	этот вопрос	1	3
192	так же	1	3
193	человека и	1	3
194	в творчестве	1	3
195	образом не	1	3
196	нет и	3	3
197	та или	1	3
198	образом в	1	3
199	и от	3	3
200	точки зрения	8	3
201	жизни и	1	3
202	всех этих	1	3
203	моментов в	1	3
204	мы наблюдаем	1	2
205	в особенности	2	2
206	отметить что	7	2
207	и весь	2	2
208	художник как	1	2
209	из которых	2	2
210	они не	3	2
211	если в	1	2
212	должно быть	5	2
213	с одной	3	2
214	должна быть	4	2
215	смысле слова	2	2
216	говорить о	3	2
217	да и	3	2
218	следует что	2	2
219	хотя и	3	2
220	подчеркнуть что	1	2
221	о чем	1	2
222	не приходится	1	2
223	можно определить	2	2
224	одном и	1	2
225	из ничего	1	2
226	для них	1	2
227	с другими	3	2
228	художественную форму	4	2
229	его от	1	2
230	по себе	1	2
231	всего сказанного	1	2
232	но с	3	2
233	художник не	1	2
234	в своих	2	2
235	и даже	3	2
236	и наконец	6	2
237	в которой	1	2
238	не о	1	2
239	а о	1	2
240	ни одна	2	2
241	всех его	4	2
242	и социальные	1	2
243	но не	12	2
244	в ней	4	2
245	и познания	2	2
246	задача эта	1	2
247	в материальной	1	2
248	значительное число	1	2
249	стороны в	1	2
250	эти явления	1	2
251	к его	2	2
252	не подлежит	1	2
253	чего бы	1	2
254	что мы	1	2
255	слова не	3	2
256	художника как	1	2
257	на этом	2	2
258	не вполне	2	2
259	противном случае	3	2
260	не менее	4	2
261	можно ли	1	2
262	бы не	2	2
263	остановимся на	1	2
264	отличается от	2	2
265	на то	2	2
266	себе и	1	2
267	которая не	1	2
268	в чем	2	2
269	собою и	1	2
270	так например	1	2
271	сих пор	1	2
272	и отдельные	1	2
273	от них	2	2
274	еще не	7	2
275	все они	5	2
276	иметь в	1	2
277	в каждом	2	2
278	и потому	4	2
279	того или	2	2
280	до сих	1	2
281	человека в	2	2
282	восприятия и	1	2
283	и быть	1	2
284	этого положения	1	2
285	а к	2	2
286	в словесном	2	2
287	было в	1	2
288	а как	3	2
289	каждый художник	1	2
290	ли это	1	2
291	в самых	1	2
292	и социальной	1	2
293	лица и	2	2
294	одной стороны	3	2
295	относится к	4	2
296	также и	3	2
297	в другом	2	2
298	искусства и	3	2
299	ли на	1	2
300	не всегда	6	2
301	оно является	1	2
302	формы и	5	2
303	и может	1	2
304	лишь в	2	2
305	должны быть	4	2
306	не с	4	2
307	можно было	4	2
308	война и	1	2
309	несколько примеров	1	2
310	стороны и	1	2
311	действительность в	1	2
312	как например	1	2
313	или наконец	1	2
314	и формы	1	2
315	к ним	1	2
316	же самое	2	2
317	вообще и	1	2
318	у некоторых	1	2
319	и напряжения	2	2
320	художников что	1	2
321	в сфере	1	2
322	которые в	1	2
323	и у	2	2
324	они должны	1	2
325	в известной	3	2
326	произведения не	1	2
327	одной из	3	2
328	на него	3	2
329	творчества к	1	2
330	он не	3	2
331	во всей	1	2
332	или иной	2	2
333	в общем	1	2
334	он может	2	2
335	который в	1	2
336	и дальше	1	2
337	в области	11	2
338	в противном	3	2
339	определить как	2	2
340	только с	1	2
341	меньшей степени	1	2
342	и для	11	2
343	но для	1	2
344	искусства на	1	2
345	ни с	2	2
346	но в	4	2
347	искусства не	3	2
348	вплоть до	1	2
349	что так	1	2
350	в той	1	1
351	и взаимообусловленности	1	1
352	к лицу	1	1
353	может обойтись	1	1
354	андрея болконского	2	1
355	об его	1	1
356	то в	1	1
357	на почве	3	1
358	события и	2	1
359	творчества оно	1	1
360	от него	3	1
361	к действительности	3	1
362	и другие	2	1
363	понятий и	2	1
364	могут иметь	1	1
365	творчестве и	2	1
366	которой я	1	1
367	теории познания	2	1
368	форм и	2	1
369	ее и	1	1
370	образом и	1	1
371	творчества не	1	1
372	ни в	11	1
373	эти высказывания	1	1
374	следует отметить	1	1
375	в более	4	1
376	можно говорить	2	1
377	связано с	1	1
378	и мы	1	1
379	быть независимыми	1	1
380	как форма	7	1
381	говоря уже	1	1
382	в процесс	1	1
383	и ей	1	1
384	на протяжении	1	1
385	вне себя	4	1
386	мышления и	1	1
387	смысле что	1	1
388	гораздо сложнее	1	1
389	а наоборот	1	1
390	отражение в	1	1
391	не материал	1	1
392	полноту и	1	1
393	данном случае	4	1
394	то своеобразное	1	1
395	то есть	46	1
396	время она	1	1
397	можно и	2	1
398	которые не	1	1
399	в поэзии	9	1
400	воплощения в	1	1
401	или только	1	1
402	к утверждению	1	1
403	к этой	1	1
404	борьбы в	1	1
405	о значении	4	1
406	поэтому в	2	1
407	быть включены	1	1
408	не чем	1	1
409	романе война	1	1
410	художником и	1	1
411	дело с	6	1
412	еще более	1	1
413	в применении	3	1
414	действительности познание	1	1
415	об искусстве	3	1
416	момента в	2	1
417	есть для	1	1
418	материала и	2	1
419	и менее	1	1
420	несмотря на	3	1
421	познания не	4	1
422	быть отнесены	1	1
423	есть его	3	1
424	и значительное	1	1
425	не для	1	1
426	моментом в	3	1
427	слов в	1	1
428	данного содержания	1	1
429	формы в	1	1
430	утверждает и	1	1
431	своего свободного	1	1
432	исследования не	1	1
433	сюда относится	1	1
434	следует однако	1	1
435	с ним	5	1
436	кроме того	3	1
437	произведения или	1	1
438	не должна	4	1
439	как художественное	1	1
440	только со	4	1
441	с достаточной	1	1
442	не как	1	1
443	форму в	5	1
444	аналогии с	1	1
445	оформление и	1	1
446	в меньшей	1	1
447	мы в	3	1
448	для нас	1	1
449	и внешнего	2	1
450	и всегда	1	1
451	он совершенно	1	1
452	содержание в	7	1
453	его пока	1	1
454	они в	1	1
455	лицом к	1	1
456	но что	1	1
457	как нечто	3	1
458	отдельных актов	1	1
459	воспоминания и	1	1
460	мере и	1	1
461	природу и	3	1
462	в этих	2	1
463	о другой	1	1
464	и смысл	1	1
465	и эти	1	1
466	от общей	3	1
467	в виде	2	1
468	определяется как	1	1
469	с действительностью	3	1
470	это определение	1	1
471	в таких	2	1
472	этим путем	1	1
473	правильного понимания	2	1
474	обогащает и	1	1
475	сами по	1	1
476	в художественную	1	1
477	к искусству	1	1
478	все то	3	1
479	но он	1	1
480	самом деле	6	1
481	является таким	1	1
482	этого не	1	1
483	в свои	1	1
484	или иначе	1	1
485	всего следует	1	1
486	творчестве мы	1	1
487	не будем	3	1
488	а также	1	1
489	смысла и	1	1
490	это положение	1	1
491	который как	1	1
492	обходится без	1	1
493	мы говорим	1	1
494	и все	3	1
495	по аналогии	1	1
496	точнее и	1	1
497	они могут	1	1
498	эти пределы	1	1
499	целый ряд	1	1
500	на себя	1	1
501	зрения на	1	1
502	эстетики и	3	1
503	всем что	1	1
504	тем что	2	1
505	данного искусства	3	1
506	содержанием художественного	1	1
507	в музыке	5	1
508	то время	1	1
509	в таком	3	1
510	без всякой	2	1
511	если под	1	1
512	если он	1	1
513	бы все	1	1
514	между этими	1	1
515	к их	1	1
516	всякой специальной	2	1
517	бы быть	1	1
518	следующие моменты	1	1
519	несколько часов	1	1
520	и осознает	1	1
521	чем иным	1	1
522	и без	1	1
523	в какой	2	1
524	необходимо для	1	1
525	их он	1	1
526	в в	1	1
527	как не	1	1
528	время как	1	1
529	что по	1	1
530	может только	1	1
531	или даже	1	1
532	шеллинга гегеля	1	1
533	как можно	1	1
534	эту проблему	1	1
535	на эту	1	1
536	деятельность и	1	1
537	словесного искусства	2	1
538	творческая личность	2	1
539	смысла в	1	1
540	как в	4	1
541	случайно и	1	1
542	а иногда	2	1
543	по своему	1	1
544	себя и	3	1
545	не имеет	9	1
546	обе эти	1	1
547	не создает	1	1
548	почти все	1	1
549	о котором	2	1
550	сравнению с	1	1
551	в художественное	1	1
552	том смысле	1	1
553	это было	1	1
554	есть то	1	1
555	в следующей	1	1
556	и это	3	1
557	его значение	1	1
558	художник и	2	1
559	в каждой	1	1
560	а только	2	1
561	не его	2	1
562	др и	1	1
563	что их	1	1
564	нравственный подвиг	1	1
565	одна творческая	1	1
566	так при	2	1
567	это самое	1	1
568	человека а	1	1
569	не все	2	1
570	особенно часто	3	1
571	произведения которое	1	1
572	моменты в	1	1
573	освобождается от	2	1
574	той или	2	1
575	в дальнейшем	3	1
576	плоть и	1	1
577	поскольку она	1	1
578	ни к	2	1
579	его и	1	1
580	совершенно не	7	1
581	может иметь	5	1
582	находит свое	2	1
583	в данном	4	1
584	личности в	1	1
585	в основе	5	1
586	художник в	1	1
587	вообще в	1	1
588	уже из	1	1
589	не достигая	1	1
590	художественного целого	1	1
591	бытие как	1	1
592	как целое	1	1
593	вопрос о	1	1
594	всего человека	2	1
595	это понятие	1	1
596	доходят до	1	1
597	этой главы	1	1
598	при посредстве	2	1
599	тех же	1	1
600	себе все	1	1
601	применении к	3	1
602	но ведь	1	1
603	творца и	3	1
604	искусства для	1	1
605	очень часто	1	1
606	в лучшем	2	1
607	со всех	2	1
608	это как	1	1
609	есть в	1	1
610	конечно не	5	1
611	а чисто	1	1
612	так называемой	1	1
613	творчество и	3	1
614	не говоря	1	1
615	входит в	8	1
616	всего этого	1	1
617	нам в	1	1
618	не дает	2	1
619	лежат в	1	1
620	бытия в	3	1
621	по сравнению	1	1
622	необходимо подчеркнуть	1	1
623	осмыслить и	1	1
624	основе этого	1	1
625	самое существенное	1	1
626	вот несколько	1	1
627	быть признана	1	1
628	теперь к	1	1
629	и композиционно	1	1
630	почти то	1	1
631	друг друга	1	1
632	как совокупность	1	1
633	в свою	2	1
634	словесного художественного	2	1
635	и тем	3	1
636	слова и	3	1
637	быть и	1	1
638	от всех	4	1
639	обойтись без	1	1
640	идет в	1	1
641	если так	1	1
642	в него	2	1
643	только один	1	1
644	однако эта	1	1
645	в характере	1	1
646	или форма	2	1
647	из мира	1	1
648	но она	2	1
649	значение для	3	1
650	только на	1	1
651	личность и	1	1
652	выйти за	1	1
653	произведения но	2	1
654	содержания и	6	1
655	что эта	2	1
656	чувственное восприятие	1	1
657	может служить	1	1
658	и ему	1	1
659	и если	1	1
660	есть и	1	1
661	и заменяется	1	1
662	его художественной	1	1
663	хотя в	1	1
664	все те	1	1
665	эстетике в	1	1
666	как художественная	1	1
667	и что	2	1
668	и определяет	2	1
669	не занимает	1	1
670	приходит к	1	1
671	эмоции и	1	1
672	за пределы	12	1
673	акте и	1	1
674	а между	1	1
675	его работе	1	1
676	и художнику	1	1
677	им самим	1	1
678	задачи и	2	1
679	в начале	2	1
680	явлений в	1	1
681	слова с	2	1
682	лирических стихотворений	1	1
683	сомнению что	1	1
684	независимыми от	1	1
685	и закон	1	1
686	бы уже	1	1
687	особый вид	1	1
688	склонны понимать	1	1
689	в истории	2	1
690	как оно	1	1
691	это имеет	1	1
692	этом смысле	3	1
693	объекта не	2	1
694	то или	2	1
695	или как	3	1
696	и субъективно	1	1
697	без труда	1	1
698	свою очередь	1	1
699	или иное	2	1
700	его своеобразии	3	1
701	какой мере	2	1
702	содержания в	4	1
703	основе теории	1	1
704	очень многих	1	1
705	себя свою	2	1
706	художественных произведений	2	1
707	художественная деятельность	1	1
708	стремится найти	1	1
709	право говорить	1	1
710	значение и	1	1
711	дело и	5	1
712	на некоторые	1	1
713	единство и	2	1
714	ни одной	1	1
715	им она	1	1
716	так то	1	1
717	часто приводит	1	1
718	целом и	1	1
719	напряжения и	3	1
720	отношение к	10	1
721	ницше и	1	1
722	целые художественные	1	1
723	как мы	7	1
724	целого произведения	2	1
725	и творчески	1	1
726	и истолкования	1	1
727	однако отметить	1	1
728	обходятся без	1	1
729	только материал	1	1
730	в понимании	1	1
731	затем в	1	1
732	деятельность художника	1	1
733	и во	2	1
734	в последовательном	1	1
735	что есть	1	1
736	эстетики но	1	1
737	выражения в	1	1
738	благодаря этому	1	1
739	и чисто	1	1
740	обратимся к	1	1
741	материала в	10	1
742	всех сторон	2	1
743	художественные произведения	1	1
744	анализа и	2	1
745	созерцания и	1	1
746	предмета в	1	1
747	голой и	1	1
748	ее а	1	1
749	уже не	1	1
750	за его	3	1
751	имеем дело	3	1
752	слова в	7	1
753	творчества все	1	1
754	ли она	1	1
755	уже о	1	1
756	или иного	2	1
757	материал в	4	1
758	связи со	1	1
759	на этот	1	1
760	не имели	1	1
761	происходит в	1	1
762	при оценке	1	1
763	и других	2	1
764	представление а	1	1
765	иным как	1	1
766	словесного материала	1	1
767	в понятиях	1	1
768	искусства в	2	1
769	искусства это	1	1
770	здесь не	4	1
771	произведения между	1	1
772	о роли	1	1
773	наконец все	1	1
774	ли эта	1	1
775	оно может	2	1
776	это в	1	1
777	творчества это	1	1
778	литературное произведение	1	1
779	необходимо учитывать	1	1
780	является только	1	1
781	воспоминаний и	1	1
782	связаны с	2	1
783	но это	3	1
784	так называемое	1	1
785	потому и	1	1
786	имели бы	1	1
787	с ее	1	1
788	не имеющих	1	1
789	было сделано	1	1
790	творчества вообще	1	1
791	вмешивается в	1	1
792	именно это	1	1
793	строго говоря	1	1
794	в едином	2	1
795	которых слово	1	1
796	в самой	2	1
797	ними в	1	1
798	дело обстоит	1	1
799	музыка как	1	1
800	становится в	1	1
801	или точнее	2	1
802	в историю	1	1
803	и особенно	1	1
804	он должен	2	1
805	своей активности	1	1
806	в м	6	1
807	путем преодоления	1	1
808	таких же	1	1
809	без нее	1	1
810	формы как	1	1
811	виду что	1	1
812	они отнюдь	1	1
813	отражается в	1	1
814	не к	6	1
815	понять и	1	1
816	его можно	1	1
817	относят к	1	1
