N	3gram	Losev_Prob	KulturaY
535	между прочим в	2	1
536	если мы возьмем	1	1
537	это прежде всего	1	1
538	уже в первом	1	1
539	есть по существу	1	1
540	не нашлось ни	1	1
541	и так как	1	1
542	остается в пределах	1	1
543	если бы он	1	1
544	в другом случае	2	1
545	совершенно правильно в	1	1
546	он был бы	1	1
547	к учению о	1	1
548	в сущности говоря	1	1
549	но чего же	1	1
550	это было бы	2	1
