N	3gram	Losev_Dial	FransuaR
203	в противоположность этому	1	2
204	их очень много	1	2
205	сказать несколько слов	1	2
206	том что он	1	2
207	же как и	1	2
208	одна и та	5	2
209	в другом случае	1	2
210	потому что они	2	2
211	друг к другу	2	2
212	но ведь это	2	1
213	все это мы	1	1
214	это не значит	3	1
215	на деле же	2	1
216	все это я	1	1
217	как будто бы	3	1
218	появляется уже в	1	1
219	которая характерна для	2	1
220	в меру этого	1	1
221	все на свете	3	1
222	она и в	1	1
223	то что не	1	1
224	форму и как	1	1
225	но все эти	1	1
226	я имею в	1	1
227	различные явления природы	1	1
228	не был бы	1	1
229	он осмысливает и	1	1
230	но уже и	3	1
231	но если мы	1	1
232	здесь мы находим	1	1
233	это не есть	1	1
234	и что она	1	1
235	с нею в	2	1
236	не он сам	1	1
237	к религии и	1	1
238	беда в том	1	1
239	и будущих времен	1	1
240	далеко не всегда	1	1
241	то в чем	3	1
242	что для того	1	1
243	в мифологии и	1	1
244	так как она	4	1
245	и вообще всей	1	1
246	всех людей на	1	1
247	всем известно что	1	1
248	в обоих случаях	1	1
249	чтобы убедиться в	1	1
250	это нисколько не	1	1
251	на различные явления	1	1
252	во всех своих	1	1
253	смысл и свое	1	1
254	в чем не	1	1
255	даже в этом	1	1
256	не забудем что	1	1
257	что это было	1	1
258	его не могут	1	1
259	никогда не был	1	1
260	ничего не говорят	1	1
261	божества и что	1	1
262	тут же и	1	1
263	нам еще придется	1	1
264	простое указание на	1	1
265	его так что	1	1
266	и говорить о	2	1
267	все это не	1	1
268	он не был	1	1
269	все это есть	1	1
270	и более общее	1	1
271	строй и порядок	1	1
272	его жизни в	1	1
273	уже более не	1	1
274	который должен быть	1	1
275	может и не	2	1
276	уже вовсе не	1	1
277	но это и	1	1
278	они вообще не	1	1
279	чистом виде но	1	1
280	себе выражения в	1	1
281	вместе с ним	1	1
282	никогда не бывает	1	1
283	что мы называем	1	1
284	нем есть и	1	1
285	при известных условиях	1	1
286	без этого нет	3	1
287	оно ни в	1	1
288	одна из основных	1	1
289	всей и всякой	1	1
290	как это было	1	1
291	в правой руке	1	1
292	и потому в	1	1
293	а между тем	1	1
294	с наукой и	2	1
295	так что не	1	1
296	имею в виду	1	1
297	также что в	1	1
298	что и с	1	1
299	своей будущей жене	1	1
300	и нигде не	1	1
301	и об его	2	1
302	нельзя указать где	1	1
303	его тело и	1	1
304	и они были	1	1
305	об этом мы	1	1
306	так как все	1	1
307	в них не	1	1
308	поэтому все эти	1	1
309	свет он не	1	1
310	что на самом	1	1
311	есть только то	1	1
312	в себе какую-то	1	1
313	такова же и	1	1
314	то или иное	4	1
315	так же и	1	1
316	мир в котором	1	1
317	пространства и времени	4	1
318	мысли в нем	1	1
319	я бы сказал	1	1
320	кроме того и	1	1
321	в виду что	2	1
322	но важно то	1	1
323	и все в	1	1
324	с тем чтобы	1	1
325	в первую очередь	1	1
326	и смерти с	1	1
327	ни о чем	2	1
328	сосредоточиться на этом	1	1
329	друг другу как	2	1
330	на короткий срок	1	1
331	того же самого	1	1
332	вы же не	1	1
333	было бы совершенно	1	1
334	та или иная	4	1
335	это и не	2	1
336	то что мы	1	1
337	одно от другого	1	1
338	бытие но не	1	1
339	что это за	3	1
340	во всем этом	1	1
341	имеет своим предметом	1	1
342	ни в чем	2	1
343	но самое главное	1	1
344	этого нет и	1	1
345	находит его в	1	1
346	противостоят друг другу	1	1
347	что он не	2	1
348	и в своей	1	1
349	как она есть	3	1
350	если они не	1	1
351	имеет ничего общего	3	1
352	как раз на	1	1
353	бы и не	2	1
354	и не быть	1	1
355	на еду на	1	1
356	все проявления его	1	1
357	это значило бы	1	1
358	важно то что	1	1
359	между тем и	1	1
360	не стремится к	1	1
361	как и вообще	1	1
362	новой точки зрения	1	1
363	есть то что	1	1
364	том что все	1	1
365	это та же	1	1
366	не говорят о	1	1
367	и еще более	1	1
368	и выражения в	1	1
369	мы еще будем	1	1
370	стороны и с	1	1
371	никто никогда не	2	1
372	в каждом из	2	1
373	тем не менее	3	1
374	в силу своей	2	1
375	сказать и о	1	1
376	а не мы	1	1
377	на небе и	1	1
378	и перед ними	1	1
379	не в том	2	1
380	и есть закон	1	1
381	время как бы	1	1
382	имеет никакого отношения	1	1
383	содержат в себе	2	1
384	дополняют друг друга	1	1
385	несет на себе	2	1
386	сами по себе	4	1
387	вовсе не было	1	1
388	и также не	2	1
389	в себе самом	2	1
390	он совершенно не	1	1
391	на точку зрения	2	1
392	пространство и время	1	1
393	тело все то	1	1
394	своего тела и	1	1
395	это может быть	1	1
396	в нем уже	1	1
397	в зависимости от	2	1
398	бросается в глаза	1	1
399	но для этого	1	1
400	само по себе	7	1
401	если бы мы	1	1
402	нового времени почти	1	1
403	о чем я	1	1
404	этот акт в	1	1
405	а потому что	2	1
406	не только о	1	1
407	может быть конечно	1	1
408	может быть названа	1	1
409	не имеет ничего	3	1
410	времена и сроки	1	1
411	в своей жизни	1	1
412	в мифе о	1	1
413	как бы нечто	1	1
414	по себе и	3	1
415	думать что все	1	1
416	он сам а	1	1
417	том что она	1	1
418	у него и	1	1
419	не знаем но	1	1
420	поэтому если в	1	1
421	с тех пор	2	1
422	же время как	1	1
423	того как эта	1	1
424	той или другой	7	1
425	том и в	1	1
426	ясно что не	1	1
427	глаза на новое	1	1
428	что он есть	2	1
429	в поэзии и	1	1
430	в широком смысле	2	1
431	на этом основании	1	1
432	нечего и говорить	2	1
433	или хотя бы	2	1
434	о мире как	1	1
435	во многих отношениях	1	1
436	другой стороны эта	1	1
437	и это нисколько	1	1
438	между тем в	1	1
439	что это и	1	1
440	в том и	1	1
441	отвлеченная мысль о	1	1
442	он находит его	1	1
443	пространства в котором	1	1
444	что не остается	1	1
445	так и вообще	1	1
446	в какой мере	1	1
447	таит в себе	1	1
448	на то что	4	1
449	но потому что	2	1
450	от того что	1	1
451	в самом главном	1	1
452	не есть нечто	1	1
453	а равно и	1	1
454	которое во всех	1	1
455	еще и сейчас	1	1
456	что же касается	1	1
457	перед нами как	1	1
458	он мог бы	1	1
459	не в состоянии	1	1
460	именно то что	1	1
461	говорить о том	1	1
462	но никак не	1	1
463	то что эти	1	1
464	это есть и	1	1
465	о которых я	1	1
466	тела и его	1	1
467	мы видим теперь	2	1
468	в отношении к	1	1
469	здесь в связи	1	1
470	не имеет никакого	3	1
471	не вниз а	1	1
472	вопрос о том	1	1
473	убежден в том	1	1
474	хотя и не	1	1
475	вещей и явлений	3	1
476	но и все	1	1
477	и все вообще	1	1
478	не есть его	1	1
479	одно и то	8	1
480	стоит вам только	1	1
481	вещи в их	1	1
482	и то же	8	1
483	и ничего не	1	1
484	только потому что	4	1
485	они никогда не	1	1
486	речь идет о	1	1
487	мира и следовательно	1	1
488	никакого отношения к	1	1
489	так что в	1	1
490	именно в том	1	1
491	есть прежде всего	1	1
492	они только и	1	1
493	них и в	1	1
494	которые и не	1	1
495	пространстве и о	1	1
496	могла быть только	1	1
497	прибавьте к этому	1	1
498	на первый взгляд	2	1
499	но только не	1	1
500	есть в том	1	1
501	в которой не	1	1
502	все эти бесконечные	1	1
503	сих пор мы	1	1
504	то время как	2	1
505	и следовательно в	1	1
506	живым телом и	1	1
507	видим теперь что	1	1
508	свой смысл и	1	1
509	если мы будем	1	1
