N	2gram	Tiupa_Teor	Vvedenie
105	в первом	2	5
106	одним из	3	5
107	дело в	2	5
108	что не	1	5
109	имеет дело	2	5
110	не есть	1	5
111	что он	4	5
112	что иное	1	5
113	одно из	1	5
114	от этого	1	5
115	по своему	4	5
116	данном случае	5	5
117	культуры в	3	5
118	языка в	4	5
119	как уже	2	5
120	так что	1	5
121	и тем	5	5
122	а не	14	5
123	говорить о	4	5
124	дело не	2	5
125	в различных	1	5
126	на основании	1	5
127	не что	1	5
128	и т.д	4	5
129	независимо от	1	5
130	не просто	2	5
131	в целом	4	5
132	как это	10	5
133	есть не	1	5
134	в особенности	1	4
135	в более	1	4
136	в центре	1	4
137	с одной	3	4
138	об искусстве	2	4
139	с точки	3	4
140	о чем	3	4
141	из наиболее	1	4
142	как раз	3	4
143	в результате	1	4
144	в себе	14	4
145	должен был	1	4
146	так или	5	4
147	особого рода	7	4
148	или иначе	6	4
149	в одном	3	4
150	в котором	1	4
151	заключается в	2	4
152	и ее	4	4
153	в своей	8	4
154	речь в	1	4
155	да и	1	4
156	в чем	2	4
157	должен быть	2	4
158	к тому	4	4
159	по крайней	1	4
160	еще не	6	4
161	не имеет	1	4
162	времени и	2	4
163	в каждом	1	4
164	еще и	2	4
165	и заключается	1	4
166	одной стороны	3	4
167	связана с	1	4
168	быть названо	2	4
169	по отношению	10	4
170	мы имеем	7	4
171	не вполне	2	4
172	действительность в	1	4
173	отличие от	7	4
174	в отличие	7	4
175	в тексте	19	4
176	крайней мере	1	4
177	можно сказать	5	4
178	той же	1	4
179	отношению к	10	4
180	одной из	2	4
181	связи между	1	4
182	в области	7	4
183	и для	3	4
184	из них	1	4
185	этого термина	1	3
186	своего рода	11	3
187	истории литературы	2	3
188	и к	3	3
189	в свое	1	3
190	с этим	1	3
191	можно говорить	1	3
192	и здесь	2	3
193	и на	2	3
194	как такового	1	3
195	зависит от	1	3
196	и вот	3	3
197	такого рода	13	3
198	обе эти	1	3
199	при этом	20	3
200	что это	1	3
201	в основании	2	3
202	в сущности	1	3
203	говорит о	1	3
204	из которых	2	3
205	не как	1	3
206	в принципе	7	3
207	в отношении	4	3
208	в этих	4	3
209	связи с	3	3
210	текста и	1	3
211	если бы	3	3
212	и сам	4	3
213	а также	7	3
214	в силу	4	3
215	мы говорим	1	3
216	взгляде на	1	3
217	прошлом и	1	3
218	в конце	2	3
219	сама по	2	3
220	в собственном	1	3
221	одновременно и	1	3
222	как в	5	3
223	между ними	6	3
224	зависимости от	1	3
225	в известном	2	3
226	в каком	2	3
227	он мог	1	3
228	той или	3	3
229	свое время	1	3
230	и того	4	3
231	в конечном	6	3
232	от себя	3	3
233	культуры не	1	3
234	все эти	3	3
235	и есть	1	3
236	сливается с	1	3
237	что даже	1	3
238	на этом	2	3
239	до нас	1	3
240	стороны и	1	3
241	духовной жизни	2	3
242	своей природе	3	3
243	в значительной	2	3
244	входит в	4	3
245	же как	1	3
246	в другом	4	3
247	совсем не	1	3
248	второй половины	1	3
249	что представляет	1	3
250	времени в	2	3
251	или же	1	3
252	во второй	7	3
253	в слове	4	3
254	в частности	23	3
255	только на	2	3
256	или иных	3	3
257	не с	3	3
258	может служить	2	3
259	отношений между	1	3
260	в этой	3	3
261	же самое	1	3
262	но дело	1	3
263	не следует	4	3
264	того же	4	3
265	так же	2	3
266	о литературе	3	3
267	и наоборот	2	3
268	языков в	1	3
269	отчет в	1	3
270	отношение к	7	3
271	известном смысле	2	3
272	однако в	7	3
273	литературное произведение	1	3
274	на нее	1	3
275	что может	2	3
276	до конца	1	3
277	в своем	7	3
278	в текстах	4	3
279	может оказаться	2	3
280	по этому	1	3
281	в зависимости	1	3
282	или иной	7	3
283	что она	2	3
284	одна из	1	3
285	как будто	2	3
286	здесь не	2	3
287	текст и	3	3
288	тех или	3	3
289	нуждается в	1	3
290	для этого	1	3
291	в известной	1	3
292	к нему	2	3
293	никогда не	4	3
294	или иным	4	2
295	с которыми	1	2
296	ближе к	1	2
297	так и	14	2
298	и другие	2	2
299	что они	2	2
300	данном отношении	1	2
301	во втором	3	2
302	на языке	3	2
303	нами не	1	2
304	с материалом	1	2
305	после того	1	2
306	первом случае	1	2
307	собой в	1	2
308	время в	1	2
309	нам не	1	2
310	несмотря на	2	2
311	к действительности	3	2
312	из того	1	2
313	вопросу о	1	2
314	ни к	3	2
315	это уже	1	2
316	он и	2	2
317	природе и	1	2
318	которой в	1	2
319	какой бы	1	2
320	а затем	2	2
321	что несмотря	1	2
322	и сама	1	2
323	с системой	1	2
324	себя в	7	2
325	не столько	7	2
326	у нас	2	2
327	целом ряде	1	2
328	в формах	2	2
329	однако с	2	2
330	и развития	1	2
331	то она	1	2
332	этих понятий	1	2
333	в таких	1	2
334	в своих	1	2
335	не было	1	2
336	стоит в	1	2
337	истории не	1	2
338	этой точки	2	2
339	двоякого рода	2	2
340	а во-вторых	1	2
341	без остатка	3	2
342	с ней	1	2
343	которое в	1	2
344	это еще	1	2
345	значение в	1	2
346	по существу	1	2
347	как явление	1	2
348	жизни и	1	2
349	том или	1	2
350	например в	3	2
351	значении этого	4	2
352	тому что	2	2
353	случае не	2	2
354	говорится у	1	2
355	и без	1	2
356	в связи	3	2
357	подобно тому	3	2
358	в соответствии	3	2
359	рядом с	1	2
360	в ряду	1	2
361	языка на	2	2
362	к своему	2	2
363	или ином	1	2
364	и со	1	2
365	языка но	1	2
366	тем или	2	2
367	по признаку	1	2
368	по тем	1	2
369	по его	1	2
370	себе и	1	2
371	со словом	1	2
372	в каждой	1	2
373	этих случаях	1	2
374	целого и	1	2
375	искусство и	1	2
376	вопрос что	2	2
377	и те	1	2
378	казалось бы	2	2
379	во всех	3	2
380	этих двух	2	2
381	сам же	2	2
382	большей части	2	2
383	при всей	2	2
384	и потому	3	2
385	ними и	2	2
386	но как	2	2
387	а с	3	2
388	не существует	1	2
389	не могли	2	2
390	на задний	1	2
391	когда мы	1	2
392	материалом и	1	2
393	в свою	4	2
394	задний план	1	2
395	тому как	3	2
396	художественных произведений	1	2
397	из его	1	2
398	быть и	2	2
399	в прошлом	1	2
400	две части	1	2
401	отношении к	4	2
402	речь идет	2	2
403	точно так	1	2
404	в форме	4	2
405	художественной литературы	1	2
406	а между	1	2
407	и до	1	2
408	тогда как	18	2
409	это может	2	2
410	каждый из	1	2
411	свою очередь	3	2
412	не совпадает	1	2
413	не бывает	1	2
414	состоит в	22	2
415	что можно	3	2
416	искусства и	3	2
417	одно и	2	2
418	языка не	1	2
419	соответствии с	2	2
420	к числу	2	2
421	мог бы	3	2
422	и др	3	2
423	должно быть	1	2
424	это делает	2	2
425	одного и	4	2
426	с наукой	1	2
427	с чем	2	2
428	на вещи	1	2
429	том же	1	2
430	тем более	2	2
431	иной раз	1	2
432	языка а	1	2
433	с помощью	1	2
434	чаще всего	1	2
435	всего к	1	2
436	на то	1	2
437	слова как	3	2
438	на котором	2	2
439	этого слова	4	2
440	так называемые	1	2
441	его можно	1	2
442	большей степени	1	2
443	бы в	1	2
444	жизни как	5	2
445	и совершенно	1	2
446	к языку	1	2
447	только о	2	2
448	деятельности и	1	2
449	в совокупности	1	2
450	как совокупность	3	2
451	котором он	1	2
452	на время	2	1
453	характера как	1	1
454	иначе говоря	5	1
455	собой всю	1	1
456	то в	2	1
457	обращена к	1	1
458	заинтересована в	1	1
459	к общему	1	1
460	и составляет	3	1
461	интересом к	1	1
462	все что	1	1
463	мы видим	1	1
464	сравнении с	1	1
465	логической точки	1	1
466	себе самому	1	1
467	человека к	3	1
468	общения в	1	1
469	за ним	1	1
470	таковы например	2	1
471	мышления и	3	1
472	она и	1	1
473	здесь именно	1	1
474	от его	1	1
475	они не	1	1
476	практически не	1	1
477	может не	1	1
478	различие между	1	1
479	в момент	3	1
480	бы то	2	1
481	смысле не	1	1
482	также что	1	1
483	научной дисциплины	1	1
484	чтобы быть	1	1
485	на язык	1	1
486	жизни а	2	1
487	которая в	2	1
488	время и	1	1
489	именно так	1	1
490	своего собственного	1	1
491	что каждый	2	1
492	как к	5	1
493	становится для	1	1
494	чем на	1	1
495	том числе	3	1
496	искусство в	1	1
497	для себя	3	1
498	у каждого	1	1
499	мысли более	1	1
500	отношения к	4	1
501	к сфере	1	1
502	xix столетия	1	1
503	так он	1	1
504	однако и	1	1
505	материала и	1	1
506	с вещами	1	1
507	для него	5	1
508	и иного	1	1
509	к знанию	1	1
510	но от	2	1
511	ни было	2	1
512	выступать как	2	1
513	и чрезвычайно	1	1
514	входят в	1	1
515	и основана	1	1
516	наоборот тот	1	1
517	с ним	1	1
518	как музыка	1	1
519	имеем дело	2	1
520	чтобы этот	1	1
521	которого он	1	1
522	по слову	2	1
523	одном и	1	1
524	в литературе	4	1
525	двумя важнейшими	1	1
526	к предмету	1	1
527	не содержит	1	1
528	различного рода	1	1
529	менее не	1	1
530	между этим	1	1
531	проникновения в	1	1
532	ее в	2	1
533	деятельность не	1	1
534	в область	1	1
535	для нас	1	1
536	именно о	1	1
537	этом втором	1	1
538	и способа	1	1
539	состоящий в	1	1
540	разного рода	1	1
541	в культуре	3	1
542	слова в	4	1
543	и о	5	1
544	по образцу	1	1
545	требует от	1	1
546	половины xviii	1	1
547	или иную	2	1
548	на которой	1	1
549	иного рода	3	1
550	но одно	1	1
551	в европейской	2	1
552	по правилам	1	1
553	искусства по	1	1
554	таком случае	2	1
555	уже говорилось	2	1
556	смешным или	1	1
557	все прочие	3	1
558	в русском	1	1
559	у него	2	1
560	понимается как	1	1
561	не на	4	1
562	объект и	1	1
563	раз в	1	1
564	отношения между	1	1
565	др в	1	1
566	что все	1	1
567	не объект	1	1
568	оно не	2	1
569	также в	1	1
570	ко второму	1	1
571	чтобы в	1	1
572	внутреннее единство	1	1
573	если не	1	1
574	более или	6	1
575	но на	2	1
576	текста по	2	1
577	говорим о	1	1
578	все то	1	1
579	текста остается	1	1
580	но он	4	1
581	реальной действительности	1	1
582	в повседневном	1	1
583	на свой	1	1
584	просто как	1	1
585	как писал	1	1
586	или в	3	1
587	чем собственно	1	1
588	которых и	1	1
589	как видно	1	1
590	однако что	1	1
591	от своего	2	1
592	жизнь в	1	1
593	что его	1	1
594	осуществляется в	1	1
595	самые разнообразные	1	1
596	всех его	1	1
597	становления и	1	1
598	в особый	1	1
599	проблем и	1	1
600	этим и	1	1
601	с другими	6	1
602	иными словами	1	1
603	бытия и	1	1
604	текста со	1	1
605	есть в	3	1
606	античности в	1	1
607	может и	2	1
608	что способно	1	1
609	живописи или	2	1
610	том-то и	1	1
611	в малом	1	1
612	дело здесь	1	1
613	о жизни	2	1
614	из всего	1	1
615	и будет	1	1
616	искусства как	2	1
617	во множестве	2	1
618	значения и	2	1
619	в таком	3	1
620	и соответствующую	1	1
621	или иная	1	1
622	я и	2	1
623	если он	1	1
624	внимание в	1	1
625	в жизни	3	1
626	можно назвать	1	1
627	видно из	1	1
628	не остается	1	1
629	развития но	1	1
630	меня в	1	1
631	ценностей и	1	1
632	отношений здесь	1	1
633	и соответственно	2	1
634	с той	1	1
635	широком и	1	1
636	всеми теми	1	1
637	этого типа	1	1
638	не ограничивается	2	1
639	и последующих	1	1
640	долгое время	1	1
641	взором читателя	1	1
642	одном случае	1	1
643	с ними	2	1
644	не предполагает	5	1
645	вещей в	1	1
646	человек в	1	1
647	что по	1	1
648	рода и	2	1
649	или даже	4	1
650	далеко не	4	1
651	говорят о	1	1
652	между прочим	1	1
653	в одно	2	1
654	создает и	1	1
655	не от	2	1
656	перед собой	1	1
657	это требует	1	1
658	как ее	1	1
659	без этого	1	1
660	особенности в	1	1
661	и я	1	1
662	именно эту	1	1
663	в сравнении	1	1
664	не прямо	1	1
665	в такой	1	1
666	состоящего в	1	1
667	отличается от	2	1
668	непременно должен	1	1
669	между собой	3	1
670	слово в	1	1
671	и художественного	1	1
672	это было	2	1
673	в итоге	3	1
674	на его	1	1
675	традиции особенно	1	1
676	в сторону	3	1
677	явление культуры	1	1
678	которая не	1	1
679	тому же	1	1
680	для читателя	4	1
681	путь к	1	1
682	место принадлежит	1	1
683	в лучшем	1	1
684	это бывает	1	1
685	это тоже	2	1
686	или менее	6	1
687	подобных случаях	2	1
688	в одной	1	1
689	быть назван	1	1
690	действительности и	1	1
691	документ но	1	1
692	включая и	1	1
693	и другого	1	1
694	а для	2	1
695	по поводу	1	1
696	ему не	1	1
697	на них	1	1
698	или живописи	1	1
699	мы по	2	1
700	самой себе	1	1
701	жизнь и	1	1
702	не была	1	1
703	себя не	1	1
704	здесь как	1	1
705	это и	2	1
706	того или	6	1
707	к нашему	2	1
708	совершенно не	1	1
709	с позиций	4	1
710	системы языка	1	1
711	в уста	1	1
712	в центр	1	1
713	в полной	1	1
714	не принадлежит	2	1
715	и более	1	1
716	вытекает из	2	1
717	каждая из	2	1
718	в действительности	1	1
719	и такие	1	1
720	в статье	1	1
721	восприятия в	1	1
722	значительное место	1	1
723	не означает	1	1
724	которыми он	1	1
725	о чем-то	1	1
726	тех же	1	1
727	каждом из	1	1
728	говорил о	1	1
729	и жизненной	1	1
730	превращается в	2	1
731	исторического бытия	1	1
732	вовсе может	1	1
733	имен и	1	1
734	чистом виде	1	1
735	можно охарактеризовать	2	1
736	еще на	1	1
737	в том-то	1	1
738	таков что	1	1
739	а через	1	1
740	языка могут	2	1
741	какой их	1	1
742	его исторического	1	1
743	наконец в	1	1
744	автора и	2	1
745	не дает	1	1
746	во всей	3	1
747	ту или	2	1
748	в произведениях	2	1
749	не должно	1	1
750	вся она	1	1
751	одну из	2	1
752	но во	2	1
753	что входит	1	1
754	е о	2	1
755	сложности и	2	1
756	не по	1	1
757	от содержания	1	1
758	не быть	1	1
759	она могла	1	1
760	этом пути	1	1
761	самое существенное	1	1
762	одной общей	1	1
763	прямо как	1	1
764	текст отличается	1	1
765	во многих	1	1
766	духом в	1	1
767	не всегда	2	1
768	имея в	1	1
769	просто не	1	1
770	дело со	1	1
771	в себя	5	1
772	и т.п	7	1
773	содержания не	1	1
774	лучшем случае	1	1
775	в которой	3	1
776	именно потому	1	1
777	изначально по	1	1
778	лишь в	10	1
779	не будет	3	1
780	начале этой	1	1
781	искусством в	1	1
782	у автора	1	1
783	между двумя	3	1
784	в значении	1	1
785	вследствие этого	2	1
786	труда а	1	1
787	тексте не	1	1
788	к вопросу	1	1
789	не могло	2	1
790	слова не	2	1
791	и является	2	1
792	втором случае	1	1
793	к области	3	1
794	не могла	1	1
795	эта система	1	1
796	о своем	2	1
797	выделяются из	1	1
798	за пределы	2	1
799	заключает в	1	1
800	говорит что	2	1
801	и соответствующих	1	1
802	и аристотеля	1	1
803	русского языка	1	1
804	человеческого духа	1	1
805	и эстетического	1	1
806	значительной степени	2	1
807	ее познания	1	1
808	только то	1	1
809	в xix	1	1
810	таких случаях	2	1
811	в историческом	1	1
812	общая идея	1	1
813	себе отчет	1	1
814	внешней формой	1	1
815	данного текста	3	1
816	что из	1	1
817	человека и	2	1
818	быть это	1	1
819	как один	1	1
820	или иное	1	1
821	то ни	2	1
822	специфическом значении	3	1
823	в чистом	1	1
824	автора с	1	1
825	всего что	1	1
826	выступает по	1	1
827	позиции но	1	1
828	автора в	1	1
829	могло быть	2	1
830	платона и	1	1
831	дает ему	1	1
832	литература есть	1	1
833	имеем в	3	1
834	на которые	1	1
835	литературы как	3	1
836	чем с	1	1
837	именно такого	1	1
838	так называемого	1	1
839	известного рода	2	1
840	такая деятельность	1	1
841	полку игореве	2	1
842	литературы или	1	1
843	ведь это	1	1
844	он в	1	1
845	которую в	1	1
846	место в	7	1
847	на деле	2	1
848	одного из	1	1
849	на две	3	1
850	впервые в	1	1
851	а и	5	1
852	еще нет	1	1
853	к ним	1	1
854	в реальной	1	1
855	ее не	1	1
856	общего с	1	1
857	она может	1	1
858	культуры и	1	1
859	и каждая	1	1
860	если мы	2	1
861	для такого	2	1
862	момент своего	1	1
863	в ходе	5	1
864	не входят	1	1
865	подход к	1	1
866	собой лишь	1	1
867	приводят к	1	1
868	этом и	1	1
869	служебная роль	1	1
870	к которому	3	1
871	ее можно	1	1
872	на отдельные	1	1
873	особое отношение	1	1
874	только при	1	1
875	русском языке	1	1
876	и от	1	1
877	для которого	1	1
878	теми же	1	1
879	настоящее время	1	1
880	о полку	2	1
881	же в	1	1
882	знания о	2	1
883	как этого	1	1
884	бы никакого	1	1
885	момент в	1	1
886	и прежде	2	1
887	речь о	1	1
888	включает в	2	1
889	стадии в	1	1
890	обращенной к	1	1
891	мира в	3	1
892	д и	1	1
893	которые одновременно	1	1
894	приходится в	1	1
895	нередко называют	1	1
896	в отдельных	1	1
897	соответствующей языковой	1	1
898	этой системе	2	1
899	или иного	6	1
900	к этим	1	1
901	та или	1	1
902	в системе	2	1
903	художественности в	5	1
904	и объект	1	1
905	чтобы не	2	1
906	именно это	1	1
907	то или	1	1
908	возлагает на	1	1
909	в самой	2	1
910	традиции как	1	1
911	в настоящее	1	1
912	дело обстоит	1	1
913	имеет значение	1	1
914	содержанию а	1	1
915	с языком	3	1
916	и особенно	2	1
917	и становится	1	1
918	текста на	1	1
919	тот же	1	1
920	слова и	1	1
921	искусства в	5	1
922	в первой	6	1
923	это особенно	1	1
924	никак не	1	1
925	о ней	3	1
926	в составе	1	1
927	к автору	1	1
928	и том	1	1
929	он должен	3	1
930	более того	1	1
931	истории одного	1	1
