N	2gram	Vygotskiy_	PoTuStor
434	что по	3	1
435	самое и	1	1
436	сталкиваемся с	1	1
437	в порядке	4	1
438	с теми	4	1
439	в мире	3	1
440	все же	10	1
441	и старается	1	1
442	при таком	4	1
443	жизни в	1	1
444	том смысле	2	1
445	совершенно новой	1	1
446	не что	1	1
447	а иногда	1	1
448	перейти к	3	1
449	в следующем	1	1
450	к нашей	1	1
451	как ее	1	1
452	от этого	4	1
453	мы только	1	1
454	на все	2	1
455	не имеет	8	1
456	и жизнь	1	1
457	по его	3	1
458	легче всего	1	1
459	и переносят	1	1
460	собою в	1	1
461	по самому	3	1
462	мы подошли	1	1
463	за ней	2	1
464	но исключительно	1	1
465	зависимости от	1	1
466	и представить	1	1
467	в себя	1	1
468	это было	4	1
469	роль в	2	1
470	со стороны	4	1
471	жизни если	1	1
472	на его	2	1
473	с другом	2	1
474	в смысле	1	1
475	но если	6	1
476	полагает что	5	1
477	словами и	2	1
478	сейчас же	9	1
479	отношении и	1	1
480	вовсе не	11	1
481	уже не	2	1
482	к тому	18	1
483	это самое	1	1
484	ее только	1	1
485	и момент	1	1
486	полагают что	1	1
487	свой смысл	2	1
488	всем его	1	1
489	не был	1	1
490	что конечно	1	1
491	доведены до	1	1
492	однако не	3	1
493	первый взгляд	1	1
494	этих двух	1	1
495	и отсюда	2	1
496	что эти	5	1
497	сказать то	1	1
498	в известных	2	1
499	без всякой	2	1
500	нет ничего	1	1
501	ко всему	1	1
502	предположить что	1	1
503	его и	1	1
504	всего сказанного	1	1
505	виде мы	1	1
506	он был	3	1
507	а с	4	1
508	в данном	5	1
509	и часто	2	1
510	за шагом	3	1
511	же с	2	1
512	вытекает из	2	1
513	план в	1	1
514	отличается от	2	1
515	и такие	2	1
516	этот новый	2	1
517	характер и	2	1
518	на один	1	1
519	достаточно назвать	1	1
520	имеет очень	1	1
521	применении к	1	1
522	не имеют	4	1
523	быть совершенно	1	1
524	со всех	1	1
525	мы говорили	3	1
526	мы увидим	14	1
527	в самых	1	1
528	то и	3	1
529	она не	10	1
530	в течение	5	1
531	образ не	1	1
532	в свою	6	1
533	и почти	1	1
534	того чтобы	21	1
535	одной стороны	6	1
536	как известно	2	1
537	шаг за	3	1
538	и ни	1	1
539	почти исключительно	1	1
540	ничто не	1	1
541	в другом	6	1
542	уже у	1	1
543	для того	18	1
544	тому как	1	1
545	в каких	1	1
546	это только	4	1
547	быть не	2	1
548	в ней	23	1
549	у самого	1	1
550	будет как	1	1
551	у меня	2	1
552	еще одно	1	1
553	с совершенно	3	1
554	нашего сознания	1	1
555	определить ее	1	1
556	мы узнаем	3	1
557	с нашим	1	1
558	человека который	1	1
559	в руках	1	1
560	душе человека	1	1
561	узнаем о	1	1
562	с самой	2	1
563	от всех	1	1
564	когда он	8	1
565	нам что	2	1
566	требуют все	1	1
567	что если	6	1
568	одним словом	2	1
569	всего на	1	1
570	а не	11	1
571	к тем	3	1
572	всей этой	3	1
573	ли это?	1	1
574	увидим что	11	1
575	которые конечно	1	1
576	ни один	1	1
577	она начинает	1	1
578	имеем в	3	1
579	в которую	3	1
580	которые можно	1	1
581	и та	3	1
582	плана в	4	1
583	и что	29	1
584	как он	2	1
585	и об	1	1
586	других людей	1	1
587	так чтобы	1	1
588	целого в	1	1
589	конечно в	3	1
590	к делу	1	1
591	и другом	2	1
592	ни одно	2	1
593	говоря о	1	1
594	в нашей	2	1
595	на другой	1	1
596	не ощущали	1	1
597	не следует	3	1
598	к чему	6	1
599	и посвящена	1	1
600	уже и	1	1
601	можно ли	1	1
602	от того	1	1
603	из одного	3	1
604	человека и	1	1
605	говорили что	1	1
606	на всю	2	1
607	и превратить	1	1
608	как один	1	1
609	вопрос можно	1	1
610	бы по	2	1
611	деле мы	1	1
612	идущее от	1	1
613	на это	6	1
614	с другой	8	1
615	всех трех	1	1
616	это же	2	1
617	ничего общего	3	1
618	что же	3	1
619	как на	9	1
620	весь тот	1	1
621	и еще	2	1
622	же самое	14	1
623	каждого из	4	1
624	что здесь	2	1
625	что никакого	1	1
626	в эту	2	1
627	выходит из	1	1
628	на наших	2	1
629	без всякого	1	1
630	заметить что	2	1
631	под ним	1	1
632	наконец что	1	1
633	ее не	3	1
634	однако в	1	1
635	общего с	2	1
636	она может	4	1
637	что для	6	1
638	главным образом	6	1
639	со своего	1	1
640	и благодаря	1	1
641	друг другу	2	1
642	той же	6	1
643	которые в	1	1
644	это приводит	1	1
645	свою противоположность	1	1
646	него все	1	1
647	бы он	1	1
648	о его	2	1
649	этом и	1	1
650	всех сторон	1	1
651	часто и	1	1
652	он даже	1	1
653	форма и	2	1
654	что может	1	1
655	в высшей	1	1
656	еще пытается	1	1
657	с этими	2	1
658	считают что	1	1
659	может оказаться	1	1
660	только при	1	1
661	как я	2	1
662	действительно не	3	1
663	мы сейчас	2	1
664	все остальное	1	1
665	с которым	2	1
666	и поклонения	1	1
667	все время	36	1
668	материал в	1	1
669	же в	2	1
670	как наиболее	1	1
671	что она	34	1
672	чувства к	1	1
673	каждый день	1	1
674	теории и	1	1
675	и прежде	2	1
676	одна из	6	1
677	и которому	1	1
678	же мы	2	1
679	деле в	1	1
680	искусства в	1	1
681	каком направлении	1	1
682	формы и	1	1
683	этот момент	1	1
684	бы ни	1	1
685	по поводу	1	1
686	его к	2	1
687	это просто	1	1
688	друг с	2	1
689	это в	3	1
690	как всякий	1	1
691	эти два	4	1
692	не сумеет	1	1
693	не будут	1	1
694	именно этот	1	1
695	к этим	2	1
696	так называемое	1	1
697	который только	1	1
698	что иное	1	1
699	он действительно	2	1
700	которой скрывается	2	1
701	мы должны	3	1
702	из него	4	1
703	к ее	1	1
704	но так	2	1
705	дело обстоит	1	1
706	чем это	1	1
707	себя в	1	1
708	и особенно	1	1
709	кажется уже	1	1
710	точку зрения	1	1
711	одного и	2	1
712	тот же	5	1
713	конечно с	1	1
714	со всяким	1	1
715	ничего не	4	1
716	иное как	1	1
717	что до	2	1
718	и самый	2	1
719	из этой	2	1
720	к нему	2	1
721	высшей степени	1	1
