N	2gram	Vygotskiy_	Literetu
226	вслед за	3	5
227	так как	20	5
228	мы не	8	5
229	как у	1	5
230	что и	11	5
231	читателя в	1	5
232	но уже	2	5
233	как он	6	5
234	или иной	2	5
235	не к	1	5
236	что было	1	4
237	более не	1	4
238	исходя из	7	4
239	которая в	1	4
240	оказывается не	1	4
241	не бывает	1	4
242	в них	7	4
243	героя как	1	4
244	с тем	10	4
245	только для	2	4
246	жизни на	1	4
247	и нет	1	4
248	во всяком	2	4
249	то это	6	4
250	не должен	1	4
251	для того	45	4
252	в руках	1	4
253	только на	4	4
254	за собой	1	4
255	перед ним	2	4
256	как мы	6	4
257	него не	1	4
258	к этому	5	4
259	не мог	1	4
260	бы то	1	4
261	в повестях	1	4
262	хотя и	1	4
263	для своего	2	4
264	все время	44	4
265	что его	2	4
266	очевидно что	3	4
267	века в	1	4
268	себе и	4	4
269	в сторону	2	4
270	могли бы	6	4
271	на этом	11	4
272	свое место	1	4
273	от самого	1	4
274	ту же	3	4
275	то ни	1	4
276	и что	45	4
277	за пределы	1	4
278	но без	1	4
279	общего с	1	4
280	могут быть	8	4
281	и есть	7	4
282	можно сказать	4	4
283	из этого	7	4
284	а потому	1	4
285	как ощущение	1	4
286	жизни а	2	4
287	о которой	1	4
288	сводится к	7	4
289	и все	15	4
290	в пределах	3	4
291	отношения к	2	4
292	приводит к	2	4
293	бы не	1	4
294	знает что	2	4
295	в лирике	1	4
296	все они	2	4
297	нет ничего	1	4
298	ни к	1	4
299	совершенно не	11	4
300	то он	2	4
301	не является	3	4
302	и выше	1	4
303	в свою	3	4
304	на том	4	4
305	со всей	4	4
306	каждый из	2	4
307	быть это	2	4
308	художественное произведение	5	4
309	одной из	2	4
310	жизнь как	1	4
311	по этой	1	4
312	но это	2	4
313	таким образом	35	4
314	как к	1	4
315	и вот	7	4
316	для нас	9	4
317	в г	1	4
318	и прежде	1	4
319	на его	4	4
320	для которого	1	4
321	в каждой	3	4
322	вовсе не	8	4
323	ко всему	1	4
324	но при	1	4
325	не оставляет	1	4
326	зависимость от	1	4
327	такой же	2	4
328	на то	27	4
329	нуждается в	3	4
330	искусство как	5	4
331	зрителя слушателя	1	4
332	все что	1	3
333	в душе	2	3
334	мы и	2	3
335	роман или	1	3
336	воображении а	1	3
337	о чем	4	3
338	мысли и	1	3
339	в этих	3	3
340	по себе	13	3
341	мысль о	5	3
342	нет в	2	3
343	речь идет	1	3
344	нам представляется	2	3
345	и того	2	3
346	вопрос о	6	3
347	он был	3	3
348	в сознание	1	3
349	во многих	1	3
350	жизни по	1	3
351	трактуется как	1	3
352	превращается в	2	3
353	так же	19	3
354	свою очередь	1	3
355	обратим внимание	1	3
356	от эстетического	1	3
357	по которым	1	3
358	следующим образом	2	3
359	который в	1	3
360	с ним	4	3
361	не просто	6	3
362	крайней мере	1	3
363	жизни с	3	3
364	говорить о	1	3
365	она и	1	3
366	искусства то	1	3
367	искусство в	2	3
368	этой же	1	3
369	что такое	2	3
370	а с	7	3
371	отношения между	3	3
372	как таковое	1	3
373	не есть	4	3
374	в чем	1	3
375	а для	1	3
376	той или	2	3
377	я был	1	3
378	но как	3	3
379	для его	2	3
380	героя и	9	3
381	же как	4	3
382	и является	2	3
383	но только	3	3
384	над ним	2	3
385	не раз	2	3
386	т п	5	3
387	он в	3	3
388	что для	6	3
389	в первой	1	3
390	и от	2	3
391	этой причине	1	3
392	там где	6	3
393	себе как	1	3
394	в особенности	3	3
395	не так	4	3
396	взгляд на	2	3
397	однако с	1	3
398	за ним	3	3
399	если в	1	3
400	во время	4	3
401	должна быть	2	3
402	был бы	8	3
403	ним и	1	3
404	это уже	1	3
405	из которых	5	3
406	мы в	3	3
407	в отношении	2	3
408	то с	1	3
409	целом ряде	2	3
410	на читателя	1	3
411	себе не	2	3
412	не на	1	3
413	можно было	6	3
414	если не	2	3
415	если бы	21	3
416	с ней	1	3
417	так называемый	1	3
418	от автора	1	3
419	например и	1	3
420	из тех	1	3
421	произведение в	2	3
422	и т	12	3
423	они не	3	3
424	не имеет	2	3
425	да и	4	3
426	которая не	1	3
427	ничего общего	1	3
428	по крайней	1	3
429	речь в	2	3
430	бы и	1	3
431	и состоит	1	3
432	того чтобы	43	3
433	относится к	2	3
434	из его	4	3
435	тех пор	2	3
436	и уже	4	3
437	в образах	2	3
438	не могло	2	3
439	художественного впечатления	1	3
440	и до	4	3
441	в истории	1	3
442	еще один	2	3
443	как например	2	3
444	что же	1	3
445	том же	1	3
446	в сознании	2	3
447	здесь не	1	3
448	всяком случае	1	3
449	власть над	1	3
450	области искусства	3	3
451	тот же	5	3
452	ничего не	4	3
453	большей части	1	3
454	различие между	1	3
455	о нем	3	3
456	с чем	3	3
457	ее в	2	3
458	части романа	2	3
459	из своих	1	3
460	на самом	9	3
461	все равно	3	3
462	а на	1	3
463	без остатка	1	3
464	на нее	2	3
465	дело в	4	3
466	в ту	2	3
467	а то	1	3
468	искусства как	5	3
469	в действительности	2	3
470	в какой	5	3
471	всей художественной	1	3
472	этой цели	3	3
473	и вовсе	1	3
474	все эти	5	3
475	но по	1	3
476	за его	1	3
477	и потому	8	3
478	он говорит	5	3
479	на один	1	3
480	как уже	1	3
481	также и	1	3
482	не по	1	3
483	я только	1	3
484	когда он	10	3
485	стороны и	5	3
486	только то	1	3
487	поэтому для	1	3
488	еще на	1	3
489	зрителя в	1	3
490	же самое	13	3
491	отношение к	1	3
492	и о	5	3
493	художественного произведения	3	3
494	в эстетической	1	3
495	искусства в	7	3
496	за счет	1	3
497	есть не	7	3
498	в той	3	2
499	он готов	1	2
500	во всем	3	2
501	от него	5	2
502	в центре	2	2
503	еще раз	2	2
504	эта мысль	1	2
505	искусства это	1	2
506	и героя	1	2
507	тем как	2	2
508	время не	1	2
509	него в	1	2
510	и другими	2	2
511	в результате	6	2
512	их не	2	2
513	для понимания	3	2
514	в борьбе	1	2
515	из двух	3	2
516	и другим	2	2
517	действия а	1	2
518	что по	3	2
519	на эту	1	2
520	в это	2	2
521	так например	5	2
522	искусство и	4	2
523	на первый	2	2
524	за то	3	2
525	мы вместе	3	2
526	в котором	5	2
527	вследствие которого	1	2
528	не согласиться	1	2
529	человека не	1	2
530	это последнее	1	2
531	сам не	2	2
532	даже и	2	2
533	пор пока	2	2
534	но даже	1	2
535	к своей	3	2
536	еще более	2	2
537	всего что	1	2
538	означает не	1	2
539	сила и	1	2
540	пока еще	1	2
541	двух других	1	2
542	утверждал что	1	2
543	именно его	1	2
544	сказать что	14	2
545	в контексте	1	2
546	и у	1	2
547	могло бы	4	2
548	быть в	1	2
549	имеем дело	1	2
550	раньше не	1	2
551	тем более	1	2
552	а со	1	2
553	по поводу	6	2
554	нам остается	1	2
555	под именем	1	2
556	и искусство	2	2
557	к ее	1	2
558	о ней	2	2
559	гораздо более	3	2
560	к нему	1	2
561	и представляет	1	2
562	жизнь моя	1	2
563	только не	5	2
564	не зная	1	2
565	что у	7	2
566	и мы	28	2
567	на протяжении	2	2
568	более с	1	2
569	как нам	2	2
570	она как	1	2
571	в психологии	3	2
572	это будет	2	2
573	но еще	3	2
574	внимание на	4	2
575	и всегда	1	2
576	первый раз	1	2
577	по мнению	6	2
578	но напротив	1	2
579	о ком	1	2
580	ударение на	1	2
581	но он	6	2
582	от тех	1	2
583	исторической поэтики	1	2
584	и говорит	4	2
585	наконец в-третьих	1	2
586	быть только	1	2
587	извлечь из	1	2
588	xviii века	1	2
589	тому что	11	2
590	не остается	1	2
591	человек и	1	2
592	себя как	1	2
593	так сказать	1	2
594	по дороге	1	2
595	воздействия на	1	2
596	а только	1	2
597	не станем	2	2
598	бы в	7	2
599	не был	1	2
600	потребности в	1	2
601	если оно	1	2
602	данный момент	1	2
603	и однако	1	2
604	чтобы он	2	2
605	не тот	1	2
606	обычно на	1	2
607	кажется что	2	2
608	сюда же	1	2
609	бы они	1	2
610	на нем	1	2
611	одно и	3	2
612	всех других	1	2
613	а третий	1	2
614	в нас	15	2
615	и хотя	3	2
616	из нас	1	2
617	как известно	1	2
618	того кто	1	2
619	как человек	1	2
620	и каждый	2	2
621	что может	2	2
622	своего героя	3	2
623	всю жизнь	1	2
624	бы быть	1	2
625	как система	1	2
626	здесь мы	2	2
627	в него	5	2
628	случае это	1	2
629	нет не	1	2
630	и ее	1	2
631	где мы	3	2
632	та же	6	2
633	отношению ко	1	2
634	иначе говоря	1	2
635	переходит в	1	2
636	и который	1	2
637	героя в	3	2
638	тогда когда	1	2
639	оно было	1	2
640	и при	3	2
641	и одно	1	2
642	была бы	4	2
643	со своим	2	2
644	эти и	1	2
645	что они	11	2
646	романа и	2	2
647	никак не	10	2
648	что сам	1	2
649	для них	1	2
650	искусством и	1	2
651	это становится	1	2
652	власти над	1	2
653	оно не	2	2
654	все то	6	2
655	есть лишь	1	2
656	легко и	2	2
657	значение в	1	2
658	если это	4	2
659	можно назвать	1	2
660	евгения онегина	1	2
661	к его	2	2
662	с ними	1	2
663	которого является	1	2
664	искусства всегда	1	2
665	каждого из	1	2
666	при всех	1	2
667	и было	2	2
668	как ты	1	2
669	перед нами	5	2
670	к той	1	2
671	полной мере	1	2
672	это и	7	2
673	не сомневается	1	2
674	в прозе	2	2
675	и более	1	2
676	что ей	1	2
677	в значительной	1	2
678	из этих	4	2
679	так чтобы	2	2
680	во мне	1	2
681	не сам	1	2
682	к родине	1	2
683	что-то другое	1	2
684	с которой	2	2
685	и теперь	2	2
686	могло быть	2	2
687	для нее	1	2
688	и ему	1	2
689	он как	2	2
690	от других	1	2
691	в совершенно	6	2
692	и наоборот	2	2
693	вот этот	1	2
694	для читателя	2	2
695	ход мысли	1	2
696	но мы	4	2
697	нет и	2	2
698	мог бы	3	2
699	он все	2	2
700	то для	1	2
701	начиная с	1	2
702	эстетики но	1	2
703	произведении искусства	1	2
704	что художник	3	2
705	всякий раз	6	2
706	легко может	1	2
707	при взгляде	1	2
708	то как	1	2
709	у них	1	2
710	и татьяны	3	2
711	всю полноту	1	2
712	с каким	1	2
713	чуть ли	1	2
714	пример в	1	2
715	жизни но	3	2
716	этом случае	2	2
717	ответ на	5	2
718	богом и	1	2
719	в первый	1	2
720	над ней	1	2
721	который бы	1	2
722	мы имеем	10	2
723	не для	4	2
724	бы на	2	2
725	поэт который	1	2
726	для искусства	1	2
727	имел в	1	2
728	несет в	1	2
729	по этому	5	2
730	в русском	1	2
731	раз в	4	2
732	непосредственно в	1	2
733	от всех	1	2
734	этом не	1	2
735	чем он	1	2
736	и где	2	2
737	во внешнем	2	2
738	между собою	1	2
739	в сферу	2	2
740	позволить себе	1	2
741	и без	1	2
742	это надо	1	2
743	нас к	1	2
744	внимание зрителя	2	2
745	в любом	1	2
746	другом месте	1	2
747	при таком	4	2
748	перед собой	1	2
749	в такой	1	2
750	должен быть	3	2
751	а он	1	2
752	как все	4	2
753	жизнь и	2	2
754	общественной жизни	1	2
755	произведения с	1	2
756	в полной	2	2
757	в таком	4	2
758	а как	3	2
759	до тех	2	2
760	оно в	2	2
761	жизни для	1	2
762	она не	1	2
763	его не	2	2
764	которые могли	1	2
765	исследования в	1	2
766	что касается	4	2
767	нужно было	1	2
768	говорит я	1	2
769	в нашей	5	2
770	что нам	3	2
771	к которой	4	2
772	полагал что	2	2
773	ее развития	1	2
774	на это	3	2
775	эту тему	1	2
776	со своими	1	2
777	в понимании	2	2
778	для такого	1	2
779	что есть	3	2
780	только по	1	2
781	начала жизни	1	2
782	слова в	1	2
783	которое в	2	2
784	искусства с	5	2
785	глазами и	1	2
786	в эти	1	2
787	когда наконец	1	2
788	может и	2	2
789	сделать их	1	2
790	в лице	1	2
791	и себе	1	2
792	не можем	8	2
793	что на	6	2
794	совершается в	3	2
795	а эти	1	2
796	здесь этот	1	2
797	роль по	1	1
798	к действительности	1	1
799	является в	2	1
800	свое начало	1	1
801	несомненно что	2	1
802	пушкин в	1	1
803	только из	1	1
804	из такой	1	1
805	случае в	1	1
806	чтобы подтвердить	1	1
807	этого необходимо	2	1
808	в произведение	1	1
809	ней не	1	1
810	по тому	1	1
811	только что	11	1
812	в последнее	1	1
813	как онегин	1	1
814	которые не	2	1
815	в разрешении	2	1
816	будто на	2	1
817	тот другой	1	1
818	того не	2	1
819	эстетическим объектом	1	1
820	сверх того	1	1
821	дело с	5	1
822	и другую	3	1
823	выступает на	1	1
824	естественны и	1	1
825	до самого	2	1
826	к числу	1	1
827	ссылаясь на	1	1
828	о них	2	1
829	его преодоления	1	1
830	строго говоря	2	1
831	в некоторых	2	1
832	мы получим	2	1
833	угодно но	1	1
834	какой бы	3	1
835	каждый данный	1	1
836	говорит о	5	1
837	не испытывает	2	1
838	нас в	2	1
839	на нас	1	1
840	с той	2	1
841	и вторая	1	1
842	такие отношения	1	1
843	требует от	1	1
844	своих собственных	1	1
845	бы перед	1	1
846	героя о	2	1
847	в день	1	1
848	в состав	3	1
849	которую он	2	1
850	у пушкина	1	1
851	что слово	1	1
852	основывается на	1	1
853	людей и	1	1
854	что чем	1	1
855	ко всем	2	1
856	мнению автора	1	1
857	более или	1	1
858	это должно	1	1
859	в гамлете	8	1
860	показывает нам	2	1
861	делает в	1	1
862	но все	5	1
863	и просто	3	1
864	ни одна	2	1
865	это может	2	1
866	имеет характер	1	1
867	трагическое есть	1	1
868	вообще всякое	1	1
869	состав произведения	1	1
870	если и	1	1
871	из самых	3	1
872	но следует	1	1
873	в построении	1	1
874	уже на	1	1
875	в музыке	2	1
876	и конечно	3	1
877	к другим	2	1
878	мы никогда	5	1
879	том или	1	1
880	места и	2	1
881	открывает в	1	1
882	имеет место	3	1
883	смерть как	1	1
884	некоторой части	1	1
885	в собственном	2	1
886	от первой	1	1
887	их в	4	1
888	а всегда	1	1
889	здесь дело	2	1
890	что каждому	1	1
891	или ином	1	1
892	и сделал	1	1
893	целым рядом	2	1
894	и страсти	4	1
895	уже через	1	1
896	матери и	1	1
897	как только	5	1
898	двух направлений	1	1
899	касается искусства	1	1
900	ему он	1	1
901	всем его	1	1
902	связано с	1	1
903	живописи и	1	1
904	его оценке	1	1
905	с этим	4	1
906	у которых	1	1
907	говорится о	2	1
908	нам не	2	1
909	уклонением от	1	1
910	человека так	1	1
911	ответить на	1	1
912	некоторые из	1	1
913	на этой	1	1
914	у такого	1	1
915	от работы	1	1
916	не могли	4	1
917	между тремя	1	1
918	его жизни	1	1
919	которой он	1	1
920	в пределе	1	1
921	часто оказывается	1	1
922	нас и	2	1
923	служит только	1	1
924	в воображении	3	1
925	из принципа	1	1
926	во-первых на	1	1
927	понимания искусства	1	1
928	имеет в	1	1
929	не достаточно	1	1
930	на веру	1	1
931	почти исключительно	1	1
932	на ее	1	1
933	время чумы	1	1
934	точно и	2	1
935	и трудно	1	1
936	узнаем о	1	1
937	с самой	1	1
938	сохраняет в	1	1
939	на подмостках	1	1
940	но может	2	1
941	следует отнести	1	1
942	мы все	8	1
943	но они	2	1
944	переживает все	1	1
945	победы над	1	1
946	может служить	1	1
947	же говорит	1	1
948	каждое слово	1	1
949	и когда	12	1
950	письма что	1	1
951	внимания к	1	1
952	конечно не	3	1
953	не что	2	1
954	от той	2	1
955	самого начала	5	1
956	и начинает	1	1
957	а другой	2	1
958	и остается	1	1
959	и три	1	1
960	дело и	3	1
961	тоже дело	1	1
962	о художественной	1	1
963	на самое	3	1
964	несется к	1	1
965	его за	1	1
966	на наших	2	1
967	тенденцию к	1	1
968	души с	1	1
969	от зрителя	2	1
970	день и	1	1
971	ней и	1	1
972	всякое художественное	1	1
973	из всех	1	1
974	по которой	1	1
975	наряду с	1	1
976	деле есть	1	1
977	и вместо	1	1
978	от ощущения	1	1
979	места для	1	1
980	единство так	1	1
981	такая же	1	1
982	конструктивный фактор	1	1
983	в самое	1	1
984	на него	4	1
985	невозможно как	1	1
986	во времена	1	1
987	входят в	2	1
988	в зависимости	7	1
989	и вдруг	1	1
990	это значит	2	1
991	искусство есть	6	1
992	онегина и	3	1
993	которая еще	1	1
994	во всякой	2	1
995	говорит сам	1	1
996	от них	1	1
997	русский язык	1	1
998	звучать как	1	1
999	тут же	1	1
1000	что даже	3	1
1001	на котором	1	1
1002	понятие о	1	1
1003	роль например	1	1
1004	нас на	1	1
1005	более важное	1	1
1006	но так	1	1
1007	я чувствую	1	1
1008	что жизнь	1	1
1009	играет с	1	1
1010	с первого	1	1
1011	не имеющим	1	1
1012	представить себе	2	1
1013	мысли так	1	1
1014	весь в	2	1
1015	читатель как	2	1
1016	герой и	2	1
1017	ее и	1	1
1018	его эстетическую	1	1
1019	его так	1	1
1020	то оно	1	1
1021	к их	1	1
1022	в восприятии	1	1
1023	после того	1	1
1024	здесь нет	1	1
1025	и читатель	2	1
1026	жить в	1	1
1027	не принадлежит	1	1
1028	же причине	1	1
1029	собой в	2	1
1030	в состоянии	3	1
1031	мы знаем	4	1
1032	проявляется в	1	1
1033	в строфе	1	1
1034	одной своей	1	1
1035	трудно не	1	1
1036	находится в	2	1
1037	утверждает что	6	1
1038	что при	5	1
1039	единственное что	1	1
1040	души и	1	1
1041	смерти без	1	1
1042	близким к	1	1
1043	речевого материала	3	1
1044	ощущать себя	1	1
1045	свою смерть	1	1
1046	в корне	2	1
1047	не станет	1	1
1048	в поэтике	1	1
1049	показал как	1	1
1050	в следующем	1	1
1051	поэзии не	1	1
1052	между искусством	1	1
1053	видит в	3	1
1054	не была	1	1
1055	чем в	3	1
1056	как же	1	1
1057	нашей мысли	1	1
1058	в которой	4	1
1059	не о	1	1
1060	века не	1	1
1061	пути и	3	1
1062	этом есть	1	1
1063	как по	1	1
1064	с двумя	3	1
1065	в произведении	1	1
1066	на которое	2	1
1067	но совершенно	3	1
1068	евгении онегине	1	1
1069	будто бы	3	1
1070	это мы	2	1
1071	преимущественно на	1	1
1072	каком отношении	5	1
1073	с самого	5	1
1074	но для	1	1
1075	о смерти	9	1
1076	и хорошо	1	1
1077	для двух	1	1
1078	бы одного	1	1
1079	и своего	1	1
1080	сходство с	1	1
1081	между этими	1	1
1082	что художественное	1	1
1083	в последних	2	1
1084	на пути	1	1
1085	в евгении	1	1
1086	этом последнем	1	1
1087	на поверхности	2	1
1088	в деле	1	1
1089	между ними	2	1
1090	не привносит	1	1
1091	и она	1	1
1092	которые делают	1	1
1093	самое и	2	1
1094	на земле	1	1
1095	рядом с	6	1
1096	начало всего	1	1
1097	из четырех	2	1
1098	в употреблении	1	1
1099	от этого	1	1
1100	того и	1	1
1101	именно эту	1	1
1102	и жизнь	2	1
1103	должно было	2	1
1104	не вследствие	1	1
1105	о которых	3	1
1106	больше всего	1	1
1107	в свете	1	1
1108	в двух	9	1
1109	переживания в	2	1
1110	его души	1	1
1111	чтобы извлечь	1	1
1112	в смысле	1	1
1113	и всякого	1	1
1114	здесь этому	1	1
1115	полагает что	9	1
1116	в эту	2	1
1117	на другом	1	1
1118	в других	1	1
1119	сих пор	9	1
1120	вопроса о	2	1
1121	начинает казаться	2	1
1122	это могло	1	1
1123	этой и	1	1
1124	видят в	1	1
1125	только от	1	1
1126	к истине	1	1
1127	не имея	2	1
1128	нами как	3	1
1129	в лучшем	3	1
1130	утверждая что	1	1
1131	интеллектуальную и	1	1
1132	мы можем	8	1
1133	это вполне	1	1
1134	находит свое	2	1
1135	и цель	1	1
1136	составных частей	1	1
1137	это совершенно	4	1
1138	искусстве которое	1	1
1139	мы уже	7	1
1140	возникающее в	1	1
1141	и остаться	1	1
1142	жизнь то	1	1
1143	все яснее	1	1
1144	границы и	1	1
1145	сама природа	1	1
1146	все остальные	1	1
1147	именно потому	4	1
1148	личности и	1	1
1149	от содержания	1	1
1150	язык который	1	1
1151	надежд и	1	1
1152	человека как	1	1
1153	поскольку искусство	1	1
1154	в рассказе	2	1
1155	в ответ	2	1
1156	другом и	1	1
1157	пушкин совершенно	1	1
1158	себя что	1	1
1159	вышло из	1	1
1160	яркие и	1	1
1161	не были	1	1
1162	в живописи	2	1
1163	прозе и	1	1
1164	сущности говоря	8	1
1165	вспомним что	1	1
1166	определенным образом	1	1
1167	на глазах	1	1
1168	других людей	1	1
1169	элементы в	1	1
1170	двумя или	1	1
1171	такое что	3	1
1172	даже не	1	1
1173	смысл которой	1	1
1174	бы уже	1	1
1175	человек который	1	1
1176	другом это	1	1
1177	образом если	2	1
1178	решение вопроса	1	1
1179	для наших	1	1
1180	из общего	1	1
1181	как один	1	1
1182	совершенно справедливо	4	1
1183	с таким	2	1
1184	когда мы	10	1
1185	в землю	1	1
1186	многих случаях	1	1
1187	своего материала	2	1
1188	опять к	1	1
1189	нас свои	1	1
1190	ударных и	1	1
1191	героя есть	1	1
1192	стороны он	4	1
1193	держится на	1	1
1194	же самого	1	1
1195	показать что	17	1
1196	только с	3	1
1197	трагедии шекспира	1	1
1198	бы его	3	1
1199	подход к	1	1
1200	говорят и	1	1
1201	это делает	3	1
1202	когда они	2	1
1203	о его	1	1
1204	приводят к	1	1
1205	линия и	1	1
1206	как частный	1	1
1207	что только	1	1
1208	вне этого	1	1
1209	своего существа	1	1
1210	этой фразы	1	1
1211	в сердце	2	1
1212	для людей	1	1
1213	на место	1	1
1214	первое из	1	1
1215	из глубины	1	1
1216	за себя	1	1
1217	таких примеров	1	1
1218	искусство которое	4	1
1219	качестве своего	2	1
1220	независимо от	1	1
1221	всех этих	3	1
1222	согласно этой	1	1
1223	что этот	3	1
1224	в один	1	1
1225	в одну	1	1
1226	за медленность	1	1
1227	он должен	8	1
1228	одного и	2	1
1229	еще одно	1	1
1230	со всяким	1	1
1231	что до	1	1
1232	мы видели	2	1
1233	с этих	1	1
1234	пути по	1	1
1235	к сожалению	2	1
1236	на чем	1	1
1237	нет а	1	1
1238	целому а	1	1
1239	на деле	9	1
1240	назначение искусства	2	1
1241	социальной жизни	1	1
1242	до сих	9	1
1243	заботится о	1	1
1244	и этот	2	1
1245	и здесь	11	1
1246	как возможность	1	1
1247	для каждой	1	1
1248	есть точка	1	1
1249	и свою	1	1
1250	но за	1	1
1251	его из	1	1
1252	с и	11	1
1253	его с	2	1
1254	во власти	1	1
1255	нас как	1	1
1256	с такой	5	1
1257	выразить то	1	1
1258	и закон	1	1
1259	образа и	1	1
1260	представляют собой	2	1
1261	что это	15	1
1262	например столь	1	1
1263	пушкин и	1	1
1264	никогда от	1	1
1265	психологическую проблему	1	1
1266	эти самые	1	1
1267	в картине	1	1
1268	свою судьбу	1	1
1269	своей сущности	1	1
1270	целого ряда	1	1
1271	конечно же	2	1
1272	не скажу	1	1
1273	когда это	1	1
1274	явление в	1	1
1275	его на	2	1
1276	от этой	3	1
1277	что никакой	2	1
1278	все те	3	1
1279	в работах	1	1
1280	нередко и	1	1
1281	не принял	1	1
1282	однако он	1	1
1283	самого по	1	1
1284	опоры для	1	1
1285	и утверждает	1	1
1286	него нет	1	1
1287	не могут	4	1
1288	и сделать	1	1
1289	такого же	2	1
1290	должен был	7	1
1291	и казалось	1	1
1292	смотреть на	3	1
1293	искусства к	1	1
1294	нам в	1	1
1295	к искусству	6	1
1296	от игры	1	1
1297	оказывается в	1	1
1298	однако мы	3	1
1299	иметь в	3	1
1300	смысла и	1	1
1301	в моем	1	1
1302	ни одно	1	1
1303	мы говорим	1	1
1304	как при	1	1
1305	наоборот как	1	1
