N	3gram	Tiupa_Anal	Dialekti
259	и в своей	2	1
260	приговоренный к смерти	1	1
261	отнюдь еще не	1	1
262	как одна из	1	1
263	человека и даже	1	1
264	так и его	2	1
265	хома брут не	1	1
266	в этом случае	1	1
267	у меня в	1	1
268	мы имеем не	1	1
269	сама она не	1	1
270	субъектом и объектом	1	1
271	том что он	2	1
272	и его внешней	2	1
273	дня и ночи	1	1
274	и есть не	1	1
275	художественное произведение есть	1	1
276	в романе достоевского	1	1
277	и в сущности	1	1
278	не есть миф	1	1
279	между тем в	2	1
280	легко может быть	1	1
281	обратим внимание на	1	1
282	с тем кто	1	1
283	как бы в	1	1
284	не будет никогда	2	1
285	то что они	1	1
286	что в этом	1	1
287	имеем дело уже	1	1
288	чем собственно говоря	1	1
289	после того как	1	1
290	в этот день	1	1
291	что несмотря на	2	1
292	в основе своей	2	1
293	тот факт что	1	1
294	гоголевский хома брут	1	1
