N	2gram	Vinokur_Ku	Psycholo
482	свою очередь	4	7
483	ни одного	2	7
484	она есть	2	7
485	на том	4	7
486	связи с	8	7
487	в каждом	3	7
488	что такое	8	7
489	должны быть	4	7
490	что только	2	7
491	для чего	1	7
492	в особенности	6	7
493	и при	3	7
494	себе не	1	7
495	есть нечто	2	7
496	они не	4	7
497	к ним	2	7
498	именно то	1	7
499	того или	6	7
500	случае если	3	7
501	это можно	1	7
502	же в	5	7
503	все что	1	7
504	к этой	3	7
505	нас в	1	7
506	одно из	3	7
507	как они	2	7
508	этот закон	1	7
509	легче всего	1	7
510	когда в	4	7
511	приходит к	1	7
512	в нашем	8	7
513	от себя	3	7
514	время в	2	7
515	в качестве	12	7
516	и эти	3	7
517	к жизни	2	7
518	лежит в	1	7
519	однако мы	1	7
520	какой мере	1	7
521	с которым	1	7
522	а как	1	7
523	которого мы	1	7
524	взгляд на	1	7
525	его мнению	1	7
526	если это	1	7
527	себя и	1	7
528	признать что	1	7
529	этой трагедии	1	7
530	совпадает с	1	7
531	что здесь	1	7
532	ее не	1	7
533	что автор	1	7
534	различие между	2	7
535	здесь в	1	7
536	с так	1	7
537	а на	3	7
538	дело в	2	7
539	на тему	1	7
540	до тех	1	7
541	слова в	7	7
542	таком понимании	1	6
543	смысл этого	2	6
544	даже в	4	6
545	более или	3	6
546	к другу	1	6
547	вот что	1	6
548	все дело	3	6
549	каким образом	1	6
550	из самых	1	6
551	он был	1	6
552	пор пока	1	6
553	только как	3	6
554	что вся	2	6
555	что как	1	6
556	истинный смысл	1	6
557	бы что	1	6
558	рядом с	7	6
559	в сторону	2	6
560	из него	1	6
561	не могла	1	6
562	почти всегда	3	6
563	она была	1	6
564	что есть	1	6
565	образом в	3	6
566	события в	1	6
567	всех этих	4	6
568	одного и	2	6
569	смысле слова	3	6
570	таким путем	1	6
571	в отношении	2	6
572	оно не	5	6
573	содержание и	5	6
574	к его	1	6
575	приводит к	3	6
576	да и	5	6
577	в стихах	1	6
578	решительно не	1	6
579	тех пор	2	6
580	каждой из	1	6
581	и вся	1	6
582	каждый из	1	6
583	только с	1	6
584	находятся в	1	6
585	нуждается в	5	6
586	то мы	4	6
587	в русском	14	6
588	материал для	1	6
589	у всех	1	6
590	за этим	2	6
591	и без	2	6
592	не все	4	6
593	те которые	1	6
594	которые в	2	6
595	слова и	8	6
596	еще более	1	6
597	нами в	1	6
598	иначе как	2	6
599	гораздо больше	1	6
600	говорить о	5	6
601	не что	2	6
602	или менее	3	6
603	есть по	1	6
604	что иное	2	6
605	тем не	10	6
606	что за	3	6
607	это мы	1	6
608	и вместе	1	6
609	в себя	2	6
610	а только	10	6
611	мысль и	2	6
612	очень часто	2	6
613	не дает	1	6
614	или же	3	6
615	внутренняя форма	2	6
616	уже не	13	6
617	о его	1	6
618	значит что	1	6
619	или иного	5	6
620	независимо от	1	6
621	а потому	6	6
622	приходится иметь	1	6
623	как не	4	6
624	и просто	1	6
625	то и	4	6
626	не потому	6	6
627	звуков в	2	6
628	без всякого	2	6
629	заметить что	1	6
630	что я	4	6
631	ничем не	1	6
632	в первый	2	6
633	уже совершенно	1	6
634	так в	2	6
635	нисколько не	6	6
636	что касается	4	6
637	или его	1	6
638	отношение к	2	6
639	только после	1	6
640	иное как	3	6
641	совершается в	1	6
642	в последнее	1	5
643	тем как	1	5
644	сам автор	1	5
645	между ними	2	5
646	имеет никакого	1	5
647	и сам	1	5
648	и опять	1	5
649	мы получаем	2	5
650	здесь дело	2	5
651	на эту	2	5
652	нам не	5	5
653	в смысле	2	5
654	можно ли	6	5
655	и еще	4	5
656	к которому	3	5
657	каком отношении	1	5
658	но так	2	5
659	бы то	1	5
660	такой степени	1	5
661	поэзии в	1	5
662	чем в	3	5
663	ее от	1	5
664	следует понимать	1	5
665	в лучшем	1	5
666	эти слова	1	5
667	и является	4	5
668	тем и	1	5
669	в известных	3	5
670	точку зрения	2	5
671	его к	5	5
672	если в	2	5
673	к действию	2	5
674	вместо того	1	5
675	смысла и	2	5
676	отношения к	2	5
677	у читателя	1	5
678	том смысле	2	5
679	в словах	1	5
680	в круг	1	5
681	так чтобы	1	5
682	это все	2	5
683	быть не	2	5
684	он является	1	5
685	значение и	2	5
686	и теперь	1	5
687	и больше	1	5
688	и часто	1	5
689	нет и	1	5
690	она может	1	5
691	у них	1	5
692	то или	3	5
693	нам только	1	5
694	что ему	1	5
695	когда они	1	5
696	зависит от	1	5
697	с достаточной	1	5
698	все равно	4	5
699	и смысл	1	5
700	однако не	9	5
701	том виде	1	5
702	в каждой	1	5
703	к одному	2	5
704	мысли в	1	5
705	учения о	1	5
706	не следует	6	5
707	все больше	1	5
708	что дело	1	5
709	социальной жизни	3	5
710	до крайности	1	5
711	связь с	1	5
712	только для	3	5
713	но даже	3	5
714	когда указывает	1	5
715	но они	1	5
716	так мы	2	5
717	которые с	1	5
718	не мог	2	5
719	и было	3	5
720	и эту	1	5
721	указать на	5	5
722	но еще	4	5
723	и самым	1	5
724	хотя и	7	5
725	здесь с	1	5
726	наше внимание	1	5
727	столько же	1	5
728	не знает	4	5
729	которое в	2	5
730	в других	1	5
731	именно как	1	5
732	не значит	2	5
733	есть все	1	5
734	себя в	1	5
735	к такому	2	5
736	собственном смысле	1	5
737	уяснить себе	1	5
738	факта что	1	5
739	в область	2	5
740	однако он	2	5
741	совершенно новый	1	5
742	она и	1	5
743	в известном	2	5
744	знает что	1	5
745	я говорю	1	5
746	еще и	7	5
747	не имеют	3	5
748	и тогда	4	5
749	слов и	2	5
750	том же	3	5
751	силу того	2	5
752	русском языке	14	5
753	только о	3	5
754	из этой	1	5
755	все они	1	5
756	этой области	3	5
757	толстой когда	1	5
758	легко заметить	1	5
759	басни на	1	5
760	мы находим	2	5
761	а то	2	5
762	в очень	1	5
763	все другие	1	5
764	его не	1	5
765	который мы	2	5
766	или не	1	5
767	дело не	4	5
768	конечно в	1	5
769	идет речь	3	5
770	что поскольку	1	5
771	одного из	1	5
772	все более	2	5
773	лучшем случае	1	5
774	с которыми	1	4
775	в применении	1	4
776	характер и	2	4
777	и говорить	1	4
778	его от	1	4
779	смысл в	2	4
780	мне кажется	2	4
781	в речи	5	4
782	к другим	1	4
783	слишком много	1	4
784	нам в	1	4
785	применении к	1	4
786	заключено в	1	4
787	это же	1	4
788	из одного	3	4
789	находится в	2	4
790	не найдем	1	4
791	показать это	1	4
792	для своего	1	4
793	раз обратное	1	4
794	но для	4	4
795	в связи	4	4
796	обстоятельство что	15	4
797	видим мы	1	4
798	это на	1	4
799	понятий и	1	4
800	если оно	1	4
801	принять во	1	4
802	каждая эпоха	1	4
803	или иные	2	4
804	один раз	1	4
805	человек который	1	4
806	должны были	1	4
807	или иное	2	4
808	в какое-то	1	4
809	на место	1	4
810	искусство которое	1	4
811	любви и	1	4
812	к сожалению	2	4
813	в корне	1	4
814	к разряду	2	4
815	сюжета и	1	4
816	из нас	1	4
817	то все	1	4
818	отношении к	1	4
819	что когда	3	4
820	как например	3	4
821	конца и	1	4
822	одной из	1	4
823	это вовсе	1	4
824	здесь не	5	4
825	мы с	3	4
826	только потому	13	4
827	значение в	1	4
828	где он	1	4
829	которые никак	1	4
830	основана на	1	4
831	борьбу с	1	4
832	это еще	1	4
833	в стороне	2	4
834	бы нам	1	4
835	этого вопроса	3	4
836	разница между	1	4
837	чтобы сделать	1	4
838	также и	7	4
839	не с	4	4
840	при всем	1	4
841	частный случай	1	4
842	и вне	1	4
843	в зубах	1	4
844	может и	2	4
845	случае в	1	4
846	а когда	1	4
847	в некоторых	1	4
848	в день	2	4
849	в первом	3	4
850	по отношению	9	4
851	весь этот	1	4
852	что ее	1	4
853	в это	3	4
854	и того	2	4
855	рассматриваться как	1	4
856	процесс в	1	4
857	в каких	2	4
858	вот почему	1	4
859	с помощью	12	4
860	следует отнести	1	4
861	что речь	1	4
862	перед ним	1	4
863	я думаю	1	4
864	так то	1	4
865	на наших	1	4
866	настоящее время	2	4
867	который в	1	4
868	свое собственное	1	4
869	после того	3	4
870	слов в	5	4
871	т е	54	4
872	что между	2	4
873	такое понимание	1	4
874	это что	1	4
875	в свете	1	4
876	материалом для	2	4
877	в уста	1	4
878	взглянуть на	2	4
879	почему же	1	4
880	однако в	2	4
881	такие же	2	4
882	в языке	16	4
883	не на	4	4
884	если не	4	4
885	образом если	2	4
886	может стать	1	4
887	заключается не	1	4
888	мы говорим	4	4
889	в настоящее	2	4
890	с ними	6	4
891	в слове	3	4
892	не до	1	4
893	хотел бы	1	4
894	ничего общего	2	4
895	те или	2	4
896	более и	1	4
897	в истории	3	4
898	же время	4	4
899	имеем в	1	4
900	и под	3	4
901	мог бы	1	4
902	не знаем	1	4
903	как во	1	4
904	в поэме	1	4
905	подойти к	3	4
906	дает нам	1	4
907	аналогии с	3	4
908	малой степени	1	4
909	обе эти	4	4
910	не для	2	4
911	бы на	4	4
912	как у	2	4
913	когда оно	2	4
914	и где	2	4
915	этой цели	2	4
916	к своему	2	4
917	ли не	4	4
918	это так	2	4
919	предположить что	2	4
920	что от	1	4
921	за то	1	4
922	так называемой	2	4
923	обстоит дело	1	4
924	к тем	1	4
925	говоря о	1	4
926	в пределах	8	4
927	же и	4	3
928	со всем	1	3
929	оратора и	1	3
930	следует что	6	3
931	кроме того	2	3
932	в большей	2	3
933	какой бы	1	3
934	но смысл	1	3
935	не столько	2	3
936	ссылкой на	1	3
937	стоит в	5	3
938	жизнь в	2	3
939	из чего	1	3
940	ряд таких	1	3
941	или ином	1	3
942	этом примере	1	3
943	по своим	2	3
944	интересно что	2	3
945	на первый	1	3
946	свой смысл	1	3
947	связано с	3	3
948	ином виде	1	3
949	мысли что	1	3
950	было в	2	3
951	к своей	1	3
952	уже и	3	3
953	учению о	1	3
954	тенденцию к	1	3
955	известным образом	1	3
956	теории и	1	3
957	в разных	2	3
958	конечно только	1	3
959	здесь как	3	3
960	показать ниже	1	3
961	смысл для	1	3
962	при чем	1	3
963	как можно	2	3
964	по аналогии	1	3
965	эмоции но	1	3
966	вещей и	1	3
967	другое не	1	3
968	принципиальной разницы	1	3
969	образом для	1	3
970	в наше	3	3
971	в ответ	1	3
972	на долю	3	3
973	имеет целью	1	3
974	не заключает	1	3
975	потребность в	3	3
976	иметь в	1	3
977	никогда нельзя	1	3
978	и другая	1	3
979	с нашими	1	3
980	это действительно	2	3
981	своего материала	1	3
982	его как	1	3
983	фабула и	1	3
984	он действительно	1	3
985	самое понятие	1	3
986	порядка и	1	3
987	и самое	1	3
988	что слова	1	3
989	целого ряда	1	3
990	под этим	2	3
991	в более	2	3
992	и первый	1	3
993	в форме	3	3
994	что нет	2	3
995	что поэзия	1	3
996	обращается к	1	3
997	с такими	2	3
998	это время	1	3
999	явлений и	1	3
1000	применяется к	1	3
1001	нимало не	1	3
1002	на их	1	3
1003	везде и	1	3
1004	не трудно	8	3
1005	к той	1	3
1006	нет ничего	1	3
1007	то он	1	3
1008	в прозе	1	3
1009	роли и	1	3
1010	на основе	2	3
1011	только мы	1	3
1012	и содержание	1	3
1013	с а	1	3
1014	для меня	1	3
1015	в которую	1	3
1016	формой и	1	3
1017	я хотел	1	3
1018	каждый день	1	3
1019	общего с	2	3
1020	не из	1	3
1021	моментов в	1	3
1022	этом случае	4	3
1023	то они	1	3
1024	раз из	1	3
1025	является то	1	3
1026	в последней	1	3
1027	наших глазах	1	3
1028	он и	1	3
1029	этих слов	1	3
1030	сказал бы	1	3
1031	как именно	2	3
1032	в таких	7	3
1033	нечто совершенно	1	3
1034	внутреннюю форму	1	3
1035	которое было	2	3
1036	возможно и	1	3
1037	со своей	1	3
1038	вероятно не	1	3
1039	но уже	6	3
1040	как результат	1	3
1041	тем более	2	3
1042	мере в	7	3
1043	с первого	2	3
1044	на них	1	3
1045	это конечно	2	3
1046	ему нужно	3	3
1047	его звуков	1	3
1048	ни один	1	3
1049	бы назвать	1	3
1050	отвращение к	1	3
1051	смысл слова	1	3
1052	против того	1	3
1053	рассматривать как	1	3
1054	могло быть	1	3
1055	не хотел	1	3
1056	разве не	2	3
1057	что можно	4	3
1058	чтобы создать	2	3
1059	может показаться	1	3
1060	понять что	1	3
1061	эти стихи	1	3
1062	в каком-то	1	3
1063	за счет	2	3
1064	несомненно что	1	3
1065	как форма	1	3
1066	мы и	1	3
1067	который должен	1	3
1068	же мысль	1	3
1069	привести к	1	3
1070	это легко	1	3
1071	быть может	1	3
1072	и законов	1	3
1073	том или	1	3
1074	всегда в	2	3
1075	совершенно одинаково	1	3
1076	указывал что	2	3
1077	поскольку он	1	3
1078	этого закона	1	3
1079	к другой	1	3
1080	что им	1	3
1081	и такие	1	3
1082	доказать что	3	3
1083	построения в	1	3
1084	действительно так	1	3
1085	если так	1	3
1086	пониманию и	1	3
1087	связь между	1	3
1088	уже как	1	3
1089	превращается в	4	3
1090	убедиться в	1	3
1091	всего этого	1	3
1092	и остается	1	3
1093	пока еще	1	3
1094	вообще и	2	3
1095	следующим образом	1	3
1096	быть в	2	3
1097	как я	2	3
1098	нас на	1	3
1099	же сколько	1	3
1100	на почве	2	3
1101	и понять	1	3
1102	здесь нет	1	3
1103	на язык	4	3
1104	в дневнике	1	3
1105	случайное и	1	3
1106	то для	2	3
1107	ни было	1	3
1108	значение которое	1	3
1109	правильно указывает	1	3
1110	роль которая	1	3
1111	как же	1	3
1112	же с	1	3
1113	одним из	2	3
1114	быть только	3	3
1115	но ведь	3	3
1116	от одной	1	3
1117	разрешение и	1	3
1118	но никто	1	3
1119	что их	2	3
1120	вопроса о	7	3
1121	действие в	2	3
1122	то ни	2	3
1123	не более	1	3
1124	на нем	1	3
1125	даже не	1	3
1126	вскрыть и	1	3
1127	в школе	1	3
1128	превратилась в	1	3
1129	нельзя не	1	3
1130	на который	2	3
1131	мы называем	1	3
1132	и др	1	3
1133	речи и	8	3
1134	деле это	1	3
1135	бы быть	1	3
1136	чаще всего	2	3
1137	слова как	5	3
1138	наше время	3	3
1139	и ничего	1	3
1140	однако и	2	3
1141	как таковой	2	3
1142	этой проблемы	1	3
1143	убедиться что	2	3
1144	п с	1	3
1145	для себя	1	3
1146	и должно	2	3
1147	внутренней формы	1	3
1148	справиться с	1	3
1149	и утверждает	1	3
1150	психологический закон	1	3
1151	справедливо указывает	2	3
1152	тонкий яд	1	3
1153	речь в	7	3
1154	можно найти	1	3
1155	именно поэтому	2	3
1156	друг от	1	3
1157	которая не	1	3
1158	то обстоятельство	15	3
1159	когда утверждает	1	3
1160	это понятие	1	3
1161	мы имели	1	3
1162	на той	1	3
1163	связана с	1	3
1164	такого рода	1	3
1165	творчества и	1	3
1166	к себе	4	3
1167	эпоха имеет	1	3
1168	не могло	1	3
1169	значение для	1	3
1170	и два	1	3
1171	которые должны	1	3
1172	обратить внимание	4	3
1173	к делу	1	3
1174	находят свое	1	3
1175	быть это	1	3
1176	эта возможность	1	3
1177	к следующему	1	3
1178	только одна	1	3
1179	моя мысль	1	3
1180	их с	1	3
1181	нам и	1	3
1182	самом процессе	1	3
1183	а вовсе	1	3
1184	увидим ниже	1	3
1185	в прямом	2	3
1186	смысле что	2	3
1187	все так	1	3
1188	отношению к	9	3
1189	что так	3	3
1190	всего тем	1	3
1191	действительно не	1	3
1192	же не	1	3
1193	чем он	1	3
1194	слово в	2	3
1195	по словам	1	3
1196	за которой	1	3
1197	но с	2	3
1198	от друга	1	3
1199	или иначе	4	3
1200	а также	3	3
1201	как таковая	1	3
1202	очень много	3	3
1203	приходим к	2	3
1204	последнее время	3	3
1205	без всякой	1	3
1206	поскольку она	1	3
1207	который делает	1	3
1208	в наши	2	3
1209	в руки	1	3
1210	в теории	1	3
1211	что нужно	2	3
1212	быть и	1	3
1213	составные части	1	3
1214	совершенно невозможно	1	3
1215	имеем здесь	1	3
1216	у нее	1	3
1217	которых они	1	3
1218	даже для	2	3
1219	тем чтобы	1	3
1220	в узком	3	3
1221	чем к	1	3
1222	в сложном	1	2
1223	они имеют	1	2
1224	этого необходимо	1	2
1225	если его	2	2
1226	только те	1	2
1227	развития языка	1	2
1228	она стала	2	2
1229	годится для	1	2
1230	труда и	2	2
1231	не хочет	2	2
1232	в общей	1	2
1233	и такое	1	2
1234	основная тенденция	1	2
1235	спросить себя	1	2
1236	отчетливо и	1	2
1237	есть именно	1	2
1238	ее элементов	1	2
1239	уже на	3	2
1240	мысли о	1	2
1241	русской интеллигенции	1	2
1242	они ни	1	2
1243	почему это	1	2
1244	является для	1	2
1245	ли из	1	2
1246	другое дело	2	2
1247	мы сразу	1	2
1248	который лежит	1	2
1249	способ мышления	1	2
1250	в центр	1	2
1251	уже до	1	2
1252	следовало бы	2	2
1253	через несколько	1	2
1254	убеждаемся что	1	2
1255	будто на	1	2
1256	видели в	1	2
1257	случаи когда	3	2
1258	что мне	1	2
1259	это делается	1	2
1260	но во	1	2
1261	у самого	1	2
1262	и своим	1	2
1263	времени в	1	2
1264	не всегда	4	2
1265	но может	1	2
1266	предисловии к	1	2
1267	есть продукт	2	2
1268	он показал	1	2
1269	нам это	1	2
1270	это необходимо	1	2
1271	на практике	3	2
1272	отметить что	1	2
1273	целей и	1	2
1274	вопросу о	4	2
1275	быть предметом	1	2
1276	разрешения этой	1	2
1277	последней части	1	2
1278	него не	1	2
1279	просто в	1	2
1280	так не	1	2
1281	именно с	3	2
1282	от них	1	2
1283	русский язык	9	2
1284	что само	2	2
1285	к простой	1	2
1286	в структуре	3	2
1287	имели бы	1	2
1288	к ее	1	2
1289	раз на	2	2
1290	крайней мере	11	2
1291	к решению	1	2
1292	или иным	1	2
1293	всего в	2	2
1294	д все	1	2
1295	свою работу	1	2
1296	лишь тогда	1	2
1297	автор что	1	2
1298	все его	1	2
1299	тех практических	1	2
1300	как такового	2	2
1301	хотелось бы	2	2
1302	нам удалось	1	2
1303	процесса как	1	2
1304	ее можно	1	2
1305	поскольку речь	1	2
1306	несоответствие между	1	2
1307	это слово	7	2
1308	о происхождении	1	2
1309	они будут	1	2
1310	которые несомненно	1	2
