N	2gram	Tiupa_Anal	Problema
353	только для	3	9
354	не вполне	2	9
355	вообще и	2	9
356	между прочим	1	9
357	же касается	1	9
358	на себе	3	9
359	бы в	3	9
360	не был	2	9
361	литературы и	1	9
362	не всякий	1	9
363	здесь мы	1	9
364	хотелось бы	1	9
365	а может	1	9
366	и до	3	9
367	это было	1	9
368	жизнь и	1	9
369	человеческой жизни	1	9
370	и наконец	2	9
371	во всем	1	8
372	является в	1	8
373	только что	1	8
374	с этой	2	8
375	является для	1	8
376	говорится о	1	8
377	он был	3	8
378	во всей	1	8
379	тем же	1	8
380	поскольку в	2	8
381	между собой	2	8
382	и по	2	8
383	с ее	2	8
384	и при	1	8
385	к его	3	8
386	никто не	3	8
387	из этих	2	8
388	и больше	2	8
389	только с	2	8
390	для искусства	1	8
391	мы будем	1	8
392	если и	1	8
393	бы мы	1	8
394	на его	4	8
395	не все	3	8
396	еще в	4	8
397	вплоть до	2	8
398	для всех	1	8
399	были бы	1	8
400	самом же	1	8
401	если в	3	8
402	входит в	1	8
403	и он	1	8
404	ни было	4	8
405	но ведь	1	8
406	себе и	1	8
407	не значит	1	8
408	в силу	4	8
409	и особенно	4	8
410	том как	1	8
411	в сознании	6	8
412	для него	5	8
413	а то	3	8
414	же деле	1	8
415	как он	4	8
416	ведь если	1	8
417	или других	1	7
418	некоторой степени	1	7
419	даже в	5	7
420	с самим	3	7
421	его от	3	7
422	вещи или	1	7
423	во все	1	7
424	из себя	1	7
425	не обязательно	1	7
426	себе в	2	7
427	мы ни	1	7
428	в значительной	1	7
429	она есть	2	7
430	в понятии	1	7
431	и всего	2	7
432	а с	3	7
433	в случае	7	7
434	или иное	1	7
435	его как	3	7
436	для чего	2	7
437	уже с	1	7
438	своего собственного	2	7
439	оно не	1	7
440	к другому	1	7
441	это только	2	7
442	одной из	2	7
443	на этот	2	7
444	была бы	4	7
445	в такой	2	7
446	мере в	4	7
447	это в	1	7
448	не можем	1	7
449	что на	3	7
450	еще более	1	7
451	на этой	2	7
452	уже о	1	7
453	и значение	1	7
454	составляющих его	1	7
455	по преимуществу	4	7
456	тому же	6	7
457	которая является	1	7
458	определенным образом	2	7
459	даже не	2	7
460	сливаются в	1	7
461	однако и	1	7
462	в науке	1	7
463	все они	2	7
464	в основе	6	7
465	времени и	7	7
466	друг друга	1	7
467	человека но	1	7
468	ее в	2	7
469	сознания и	1	7
470	же не	3	7
471	понимать как	3	7
472	мира и	1	7
473	эту вещь	1	7
474	может иметь	2	7
475	в какой	3	7
476	что касается	4	7
477	не как	2	6
478	предмета и	1	6
479	первый взгляд	1	6
480	в действительности	2	6
481	себе все	1	6
482	не всегда	4	6
483	имеем в	1	6
484	на него	3	6
485	что именно	2	6
486	или не	2	6
487	но когда	1	6
488	и речи	1	6
489	по своей	6	6
490	в общем	1	6
491	в него	1	6
492	в статье	1	6
493	актов сознания	1	6
494	под этим	1	6
495	отношения к	4	6
496	от художественного	1	6
497	том смысле	1	6
498	этот вопрос	1	6
499	зависимости от	1	6
500	и уже	1	6
501	и после	1	6
502	могут быть	12	6
503	особенно в	9	6
504	людей в	1	6
505	независимо от	2	6
506	и может	1	6
507	а скорее	2	6
508	ведь и	1	6
509	а н	1	6
510	если он	1	6
511	нам представляется	2	6
512	и того	5	6
513	на первом	1	6
514	как на	1	6
515	в зависимости	1	6
516	не мог	3	6
517	нельзя сказать	1	6
518	не знает	4	6
519	прежде чем	2	6
520	но отнюдь	2	6
521	бы быть	3	6
522	во время	1	6
523	из тех	1	6
524	в известном	2	6
525	и той	1	6
526	этого слова	10	6
527	с его	3	6
528	одним и	1	6
529	этом отношении	5	6
530	есть уже	1	6
531	по существу	1	6
532	с той	2	6
533	к своему	2	6
534	только к	1	6
535	дело не	5	6
536	когда он	1	6
537	нового времени	1	6
538	не к	3	6
539	к самому	2	5
540	или ином	4	5
541	о чем-то	1	5
542	в противоположность	4	5
543	к этому	2	5
544	которого он	1	5
545	на себя	5	5
546	я не	2	5
547	по одному	1	5
548	о себе	2	5
549	если оно	1	5
550	или может	1	5
551	оно и	1	5
552	одно и	2	5
553	и тот	2	5
554	между тем	7	5
555	первую очередь	1	5
556	утверждать что	1	5
557	его на	1	5
558	поэтому в	1	5
559	сводится к	6	5
560	подобно тому	5	5
561	текста и	10	5
562	то на	1	5
563	о самом	1	5
564	и будет	1	5
565	своей собственной	2	5
566	тех пор	1	5
567	обойтись без	1	5
568	только один	1	5
569	и вся	1	5
570	что может	2	5
571	однако здесь	2	5
572	для всего	1	5
573	о нем	4	5
574	что с	1	5
575	раз в	1	5
576	ведь это	2	5
577	что ни	2	5
578	том виде	1	5
579	с теми	1	5
580	представляет собою	2	5
581	этот раз	1	5
582	по его	2	5
583	предмета но	1	5
584	у того	1	5
585	человека в	1	5
586	человека и	1	5
587	которая и	1	5
588	художественное творчество	2	5
589	мира в	2	5
590	все что	3	5
591	оказывается не	2	5
592	по мысли	3	5
593	в собственном	3	5
594	в первую	1	5
595	к понятию	2	5
596	которой он	1	5
597	представляется что	1	5
598	с этими	1	5
599	а мы	1	5
600	себя в	8	5
601	том чтобы	7	5
602	менее в	1	5
603	должно быть	2	5
604	в поисках	1	5
605	сама же	1	5
606	все прочие	3	5
607	от тех	1	5
608	одним из	3	5
609	как его	1	5
610	себе не	2	5
611	одна из	1	5
612	хотя в	1	5
613	о его	5	5
614	лучше сказать	1	5
615	слова как	1	5
616	собственном смысле	1	5
617	до некоторой	1	5
618	не требует	1	5
619	в наших	1	5
620	ли он	3	5
621	этих случаях	2	5
622	здесь и	1	5
623	а вовсе	1	5
624	смысле что	1	5
625	они не	1	5
626	том числе	3	5
627	но по	1	5
628	сказать и	1	5
629	его не	1	5
630	тому как	5	5
631	в пределах	11	5
632	лишь в	12	5
633	отношение к	2	5
634	для обозначения	2	5
635	в разные	1	5
636	тем как	2	4
637	и был	1	4
638	в мир	1	4
639	к другим	2	4
640	но мы	2	4
641	так например	2	4
642	свой смысл	1	4
643	а вместе	1	4
644	ничто не	2	4
645	вообще как	1	4
646	и те	2	4
647	к ним	1	4
648	в контексте	5	4
649	на котором	3	4
650	зачем же	2	4
651	как нам	1	4
652	время и	1	4
653	она в	1	4
654	одно из	2	4
655	на краю	1	4
656	мы это	1	4
657	человек и	2	4
658	в эту	3	4
659	человека а	1	4
660	смысл и	3	4
661	произведения то	1	4
662	что же?	1	4
663	а тем	1	4
664	или о	1	4
665	от нее	1	4
666	и должны	1	4
667	говорит и	2	4
668	имеется еще	1	4
669	будет иметь	1	4
670	особого рода	9	4
671	смысла и	3	4
672	с целью	2	4
673	мы встречаемся	1	4
674	в свою	1	4
675	для нее	2	4
676	и наиболее	1	4
677	я в	5	4
678	той же	4	4
679	начиная с	1	4
680	этот путь	1	4
681	именно к	1	4
682	но на	1	4
683	он как	1	4
684	на что	1	4
685	только его	1	4
686	себя самого	2	4
687	на отдельные	1	4
688	это именно	2	4
689	с их	2	4
690	это возможно	1	4
691	нас к	2	4
692	сразу же	1	4
693	отличие от	8	4
694	а главное	1	4
695	веры в	1	4
696	при всем	1	4
697	числе и	1	4
698	есть такое	1	4
699	однако для	1	4
700	он вообще	1	4
701	он с	1	4
702	от него	2	4
703	к этой	1	4
704	он всегда	1	4
705	дело с	5	4
706	во втором	1	4
707	требует от	1	4
708	дается в	1	4
709	и просто	2	4
710	равно как	1	4
711	за ним	2	4
712	например в	1	4
713	мы увидим	1	4
714	конечно и	1	4
715	должен быть	6	4
716	имеем дело	7	4
717	собой и	1	4
718	она и	1	4
719	и всей	1	4
720	теории литературы	1	4
721	там и	1	4
722	художественном произведении	1	4
723	без которого	1	4
724	и вместе	1	4
725	представляется нам	1	4
726	и всякого	1	4
727	могло бы	1	4
728	но к	3	4
729	вопроса о	4	4
730	коем случае	2	4
731	предполагает что	1	4
732	и др	1	4
733	но ее	1	4
734	с чем	1	4
735	бы оно	1	4
736	а как	4	4
737	действительность но	1	4
738	в сущности	10	4
739	не обходится	1	4
740	этой точки	2	4
741	вещи но	1	4
742	себя и	5	4
743	который и	1	4
744	для языка	1	4
745	это понятие	1	4
746	но о	3	4
747	из него	1	4
748	функционирует как	1	4
749	л толстой	1	4
750	теперь уже	1	4
751	человеческого я	3	4
752	людей не	1	4
753	ему в	3	4
754	в коем	2	4
755	и за	3	4
756	тут не	1	4
757	со своим	4	4
758	самые разнообразные	1	4
759	в ту	1	4
760	этом мы	1	4
761	при таком	2	4
762	перед собой	2	4
763	войти в	1	4
764	до тех	1	4
765	в разных	1	4
766	есть чисто	2	4
767	таких случаях	1	4
768	что из	2	4
769	на это	2	4
770	одного из	4	4
771	бы он	1	4
772	эти два	1	4
773	или точнее	2	4
774	они являются	1	3
775	тем оно	1	3
776	в душе	1	3
777	еще раз	1	3
778	он видит	1	3
779	не столько	5	3
780	чтобы в	1	3
781	как об	1	3
782	общения людей	2	3
783	свою собственную	1	3
784	и смерти	4	3
785	значение только	1	3
786	языка в	1	3
787	представляет собой	23	3
788	времени в	4	3
789	одной и	1	3
790	может ли	2	3
791	путь от	1	3
792	из трех	2	3
793	от них	1	3
794	в отдельных	1	3
795	ни даже	1	3
796	мы видим	1	3
797	к их	1	3
798	на которую	2	3
799	проявляется в	4	3
800	это слово	1	3
801	особенно если	1	3
802	о смерти	1	3
803	я и	8	3
804	того и	5	3
805	художественности и	1	3
806	что хотя	1	3
807	я на	1	3
808	это вполне	1	3
809	эти слова	1	3
810	ничего нового	1	3
811	из нас	1	3
812	которого у	1	3
813	них не	1	3
814	ставит перед	1	3
815	образом в	1	3
816	не ее	1	3
817	его к	3	3
818	в какой-то	1	3
819	на нем	1	3
820	его из	1	3
821	и далее	1	3
822	с некоторым	1	3
823	есть сама	1	3
824	и та	2	3
825	до всякого	1	3
826	для человека	2	3
827	от своего	3	3
828	что такой	1	3
829	произведение в	2	3
830	который не	2	3
831	так называемая	1	3
832	не входит	1	3
833	и состоит	5	3
834	и заключается	2	3
835	не сам	2	3
836	то все	1	3
837	со всей	1	3
838	результате чего	2	3
839	речь идет	2	3
840	от других	1	3
841	в совершенно	1	3
842	каждый из	3	3
843	было и	1	3
844	в отличие	8	3
845	которые уже	1	3
846	как предмет	4	3
847	к предмету	4	3
848	это произведение	1	3
849	мышления в	1	3
850	может не	2	3
851	не всякая	1	3
852	где он	1	3
853	а все	1	3
854	борьбу с	2	3
855	мифа и	1	3
856	который как	1	3
857	здесь имеется	1	3
858	для науки	3	3
859	в любом	4	3
860	один и	1	3
861	пока не	1	3
862	этих двух	1	3
863	каждом из	2	3
864	в самых	1	3
865	но при	2	3
866	здесь совершенно	2	3
867	даже самое	2	3
868	но такое	1	3
869	что нам	1	3
870	сосредоточиться на	1	3
871	и жизни	1	3
872	человеческого сознания	1	3
873	одного и	2	3
874	место в	3	3
875	другой и	1	3
876	происходит в	1	3
877	но я	1	3
878	может и	2	3
879	однако все	1	3
880	и сами	2	3
881	настоящего времени	1	3
882	науки о	2	3
883	рассказ о	3	3
884	которая в	3	3
885	борьбе с	2	3
886	язык как	1	3
887	например с	1	3
888	случае он	1	3
889	в первом	3	3
890	а во-вторых	1	3
891	в знаковой	1	3
892	мысль о	2	3
893	нам уже	1	3
894	не обладают	1	3
895	и смерть	2	3
896	и эстетики	2	3
897	отражение предмета	1	3
898	и такие	1	3
899	не сама	1	3
900	превращается в	3	3
901	вернуться к	1	3
902	тех случаях	1	3
903	быть в	1	3
904	языка как	1	3
905	или лучше	1	3
906	ее и	1	3
907	последние десятилетия	1	3
908	сознания с	1	3
909	указать на	1	3
910	рода семантических	1	3
911	не говорит	2	3
912	в последние	1	3
913	делает его	1	3
914	и м	2	3
915	вещь но	1	3
916	на этом	4	3
917	как человек	1	3
918	отношение между	1	3
919	произведения искусства	3	3
920	в системе	1	3
921	сущности говоря	1	3
922	например не	1	3
923	известном смысле	2	3
924	в первой	2	3
925	столь же	7	3
926	если они	2	3
927	самим собою	2	3
928	его с	1	3
929	должна быть	1	3
930	на ее	1	3
931	и должно	1	3
932	из того	5	3
933	борьбы с	3	3
934	не ставит	1	3
935	отношений между	1	3
936	вместо этого	1	3
937	оно есть	1	3
938	в романе	2	3
939	в процессе	2	3
940	относятся к	1	3
941	с ними	2	3
942	анализа в	2	3
943	со стороны	5	3
944	всей своей	1	3
945	бы с	2	3
946	логического анализа	2	3
947	картинка в	1	3
948	ведь есть	1	3
949	в образе	1	3
950	том же	2	3
951	он может	2	3
952	жизни но	3	3
953	говорилось выше	1	3
954	связан с	1	3
955	выходит за	1	3
956	от которого	4	3
957	возможно только	1	3
958	как она	1	3
959	помнить что	1	3
960	случаях когда	1	3
961	только лишь	1	3
962	она должна	1	3
963	однако если	1	3
964	думать что	2	3
965	в понимании	1	3
966	они суть	1	3
967	нуждается в	9	3
968	не отвечает	1	3
969	красоты и	1	3
970	как для	1	3
971	говорит не	1	3
972	однако с	1	2
973	о будущем	1	2
974	и имеет	1	2
975	к действительности	1	2
976	выступают в	1	2
977	именно она	1	2
978	в большей	1	2
979	какой бы	2	2
980	же эти	1	2
981	в художественную	1	2
982	до полного	1	2
983	чего бы	1	2
984	исходить из	1	2
985	мысли о	1	2
986	модели как	1	2
987	смысл этого	1	2
988	его жизни	1	2
989	его смыслу	1	2
990	чисто художественный	1	2
991	как отражение	1	2
992	в два	2	2
993	не исключает	1	2
994	для данного	3	2
995	они относятся	1	2
996	для своей	1	2
997	же себя	1	2
998	же его	4	2
999	свою очередь	1	2
1000	то его	2	2
1001	с другим	5	2
1002	обратим внимание	1	2
1003	утверждал что	1	2
1004	я с	1	2
1005	него не	1	2
1006	и самим	1	2
1007	он служит	1	2
1008	отношения в	1	2
1009	м лотмана	1	2
1010	выхода из	1	2
1011	автор этой	1	2
1012	л толстого	1	2
1013	чем это	1	2
1014	жизни с	1	2
1015	такой степени	1	2
1016	не чисто	1	2
1017	в драме	2	2
1018	при переходе	1	2
1019	но от	1	2
1020	однако этот	1	2
1021	другого как	2	2
1022	слово о	1	2
1023	все того	2	2
1024	с одним	1	2
1025	другой вещи	1	2
1026	выделить в	1	2
1027	здесь ни	1	2
1028	не означает	2	2
1029	чтобы он	1	2
1030	зрения в	2	2
1031	по пути	1	2
1032	ли будет	1	2
1033	в рассказе	2	2
1034	перед лицом	6	2
1035	не совпадает	1	2
1036	работы на	1	2
1037	которое есть	2	2
1038	искусства но	1	2
1039	значение этих	1	2
1040	они были	1	2
1041	бы ни	2	2
1042	не случайно	11	2
1043	он уже	1	2
1044	без такого	1	2
1045	вещей но	1	2
1046	уже содержит	1	2
1047	анализа не	2	2
1048	героя в	2	2
1049	удивительно что	2	2
1050	здесь он	1	2
1051	и пространстве	5	2
1052	же нам	2	2
1053	том и	2	2
1054	ниже в	1	2
1055	о природе	1	2
1056	по отношению	10	2
1057	сознания однако	1	2
1058	в краткой	1	2
1059	к которым	1	2
1060	в в	1	2
1061	рода и	2	2
1062	есть на	1	2
1063	ему и	1	2
1064	которого не	1	2
1065	виду не	1	2
1066	к своим	1	2
1067	в роли	4	2
1068	она обладает	1	2
1069	только такие	1	2
1070	на основе	3	2
1071	только мы	1	2
1072	которое не	1	2
1073	у меня	1	2
1074	подпадающего под	1	2
1075	весьма существенно	1	2
1076	вступает в	4	2
1077	вслед за	3	2
1078	нечего делать	1	2
1079	при анализе	1	2
1080	мне не	1	2
1081	широком смысле	2	2
1082	и там	1	2
1083	в данной	1	2
1084	она может	3	2
1085	с людьми	3	2
1086	речи в	3	2
1087	и порождение	1	2
1088	в глазах	1	2
1089	и появляется	1	2
1090	бы как	1	2
1091	языка а	1	2
1092	это соотношение	1	2
1093	исключительно в	1	2
1094	жизни не	1	2
1095	другого и	1	2
1096	своего рода	12	2
1097	в свое	3	2
1098	мог быть	1	2
1099	основе своей	2	2
1100	зависит от	1	2
1101	возникает в	1	2
1102	в художественной	1	2
1103	нам не	2	2
1104	то самое	1	2
1105	видя в	1	2
1106	силу и	1	2
1107	на которой	2	2
1108	слова а	1	2
1109	участие в	1	2
1110	когда же	1	2
1111	даже самая	1	2
1112	всех прочих	2	2
1113	с небом	1	2
1114	это всегда	4	2
1115	слова которые	1	2
1116	за этим	1	2
1117	является по	2	2
1118	говоря мы	1	2
1119	субъект и	2	2
1120	на фоне	5	2
1121	он состоит	1	2
1122	полноте и	1	2
1123	со своей	2	2
1124	именно эта	1	2
1125	себя или	1	2
1126	говорит об	1	2
1127	и таким	1	2
1128	а так	1	2
1129	и другого	4	2
1130	но его	1	2
1131	и внутреннее	2	2
1132	которого и	1	2
1133	и эти	2	2
1134	мертвых душ	1	2
1135	xx века	1	2
1136	встречаемся с	1	2
1137	и терпит	1	2
1138	случае если	1	2
1139	структуру и	1	2
1140	элементов а	2	2
1141	не с	8	2
1142	о подлинном	1	2
1143	ним как	1	2
1144	человека с	1	2
1145	слова или	1	2
1146	может показаться	1	2
1147	его до	1	2
1148	никому не	1	2
1149	такой же	3	2
1150	присутствуют в	1	2
1151	модель в	1	2
1152	и эта	1	2
1153	хотя он	1	2
1154	нам как	1	2
1155	бы от	1	2
1156	со своими	1	2
1157	мы наблюдаем	1	2
1158	самостоятельного значения	1	2
1159	можно и	1	2
1160	познания и	1	2
1161	случае мы	1	2
1162	он сначала	1	2
1163	его за	1	2
1164	до такой	1	2
1165	строго говоря	3	2
1166	общие понятия	1	2
1167	что то	1	2
1168	или иному	2	2
1169	которых состоит	1	2
1170	художественный смысл	2	2
1171	в борьбе	2	2
1172	и была	1	2
1173	места и	1	2
1174	его по	1	2
1175	роль в	3	2
1176	почти все	1	2
1177	ю м	2	2
1178	и стал	2	2
1179	ли не	1	2
1180	на все	2	2
1181	тем в	1	2
1182	было не	1	2
1183	при наличии	3	2
1184	говорить не	1	2
1185	имеет в	1	2
1186	не должен	2	2
1187	но то	1	2
1188	точно и	1	2
1189	что люди	1	2
1190	что ее	1	2
1191	данного художественного	4	2
1192	будет и	1	2
1193	и остается	1	2
1194	из рассмотренных	1	2
1195	здравого смысла	1	2
1196	воли и	4	2
1197	от себя	4	2
1198	они могут	1	2
1199	не возникает	1	2
1200	есть выражение	1	2
1201	то оно	1	2
1202	в состоянии	1	2
1203	жизни человека	1	2
1204	понимая под	1	2
1205	есть его	1	2
1206	ним в	1	2
1207	а и	1	2
1208	имеется и	1	2
1209	том случае	1	2
1210	сколько бы	3	2
1211	отношения между	2	2
1212	самый предмет	1	2
1213	от мифа	1	2
1214	при изучении	2	2
1215	или хотя	1	2
1216	модели в	1	2
1217	не привносит	1	2
1218	имеет никаких	1	2
1219	человек в	3	2
1220	когда говорится	1	2
1221	и жизнь	1	2
1222	вполне закономерно	2	2
1223	текст и	2	2
1224	с указанием	1	2
1225	остается в	2	2
1226	для понятия	1	2
1227	понимать и	1	2
1228	действующих лиц	1	2
1229	полноты и	3	2
1230	не приходится	2	2
1231	все те	1	2
1232	и отличается	1	2
1233	их и	1	2
1234	т п	3	2
1235	я вам	1	2
1236	об этих	2	2
1237	здесь также	1	2
1238	области гуманитарных	1	2
1239	чем и	3	2
1240	в один	4	2
1241	дает ему	1	2
1242	имеет дело	1	2
1243	себя но	1	2
1244	она сама	1	2
1245	и меньше	1	2
1246	в состав	3	2
1247	мы встречаем	1	2
1248	как с	1	2
1249	которая по	1	2
1250	отвлеченной мысли	2	2
1251	отличаются от	1	2
1252	между которыми	1	2
1253	произведения в	14	2
1254	при сопоставлении	1	2
1255	о своей	2	2
1256	например и	1	2
1257	необходимой для	1	2
1258	жизни так	1	2
1259	входящее в	1	2
1260	только одно	2	2
1261	взятое в	1	2
1262	совпадает с	6	2
1263	не должно	1	2
1264	наш анализ	1	2
1265	весьма часто	1	2
1266	тому или	2	2
1267	этой жизни	1	2
1268	на каждом	2	2
1269	в обоих	3	2
1270	основанная на	2	2
1271	образом не	3	2
1272	известной степени	1	2
1273	только одна	1	2
1274	данного произведения	3	2
1275	что я	1	2
1276	судьбы и	1	2
1277	основная особенность	1	2
1278	то она	1	2
1279	в литературном	2	2
1280	содержащиеся в	1	2
1281	искусства в	4	2
1282	не будучи	1	2
1283	с художественным	1	2
1284	произведения как	8	2
1285	однако как	2	2
1286	при встрече	4	2
1287	как у	1	2
1288	ее нет	1	2
1289	слово в	1	2
1290	иметь место	2	2
1291	по словам	1	2
1292	себе может	1	2
1293	является таким	1	2
1294	и представления	1	2
1295	этого не	1	2
1296	которые обычно	1	2
1297	в глубине	2	2
1298	чтобы быть	1	2
1299	это происходит	1	2
1300	то можно	1	2
1301	за его	1	2
1302	человека к	4	2
1303	ко всему	1	2
1304	отвечает требованиям	1	2
1305	на всех	1	2
1306	просто не	1	2
1307	частности в	2	2
1308	говоря о	2	2
1309	даже при	1	2
1310	именно здесь	2	2
1311	и исторически	1	2
